Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
362.0;952.0;-268.0;844.0;1001.0;547.0;-912.0;-396.0;456.0
330.0;993.0;-227.0;883.0;987.0;529.0;-927.0;-388.0;429.0
203.0;1097.0;-259.0;1036.0;1240.0;481.0;-1046.0;-347.0;385.0
397.0;938.0;-288.0;840.0;1025.0;631.0;-917.0;-348.0;394.0
373.0;931.0;1.0;967.0;928.0;466.0;-1046.0;-211.0;364.0
401.0;901.0;-262.0;843.0;1034.0;677.0;-927.0;-368.0;451.0
401.0;865.0;-209.0;904.0;993.0;543.0;-916.0;-358.0;373.0
458.0;863.0;-157.0;781.0;891.0;590.0;-994.0;-264.0;348.0
466.0;933.0;-240.0;830.0;1034.0;558.0;-880.0;-286.0;455.0
397.0;924.0;-217.0;874.0;1030.0;783.0;-926.0;-318.0;361.0
310.0;998.0;-187.0;846.0;1009.0;482.0;-928.0;-346.0;343.0
302.0;981.0;-208.0;897.0;977.0;517.0;-938.0;-318.0;328.0
319.0;911.0;-156.0;927.0;976.0;520.0;-969.0;-310.0;401.0
389.0;880.0;-261.0;830.0;970.0;588.0;-927.0;-362.0;423.0
353.0;968.0;-246.0;893.0;990.0;526.0;-917.0;-309.0;370.0
282.0;952.0;-82.0;925.0;1041.0;920.0;-1036.0;-276.0;323.0
469.0;869.0;-292.0;797.0;999.0;831.0;-906.0;-383.0;486.0
422.0;912.0;-228.0;821.0;965.0;665.0;-878.0;-378.0;424.0
439.0;911.0;-219.0;805.0;948.0;701.0;-929.0;-333.0;467.0
415.0;810.0;-193.0;741.0;947.0;973.0;-944.0;-262.0;512.0
359.0;1009.0;-201.0;834.0;933.0;446.0;-910.0;-311.0;387.0
591.0;836.0;-303.0;692.0;821.0;775.0;-851.0;-529.0;518.0
317.0;921.0;-147.0;857.0;968.0;659.0;-999.0;-274.0;327.0
359.0;889.0;-13.0;792.0;934.0;590.0;-975.0;-340.0;298.0
418.0;899.0;26.0;776.0;930.0;369.0;-974.0;-58.0;446.0
217.0;894.0;-228.0;812.0;918.0;525.0;-1155.0;-392.0;255.0
377.0;969.0;-290.0;942.0;1122.0;586.0;-890.0;-508.0;482.0
358.0;961.0;-281.0;857.0;1013.0;615.0;-970.0;-374.0;410.0
340.0;924.0;-205.0;859.0;968.0;563.0;-942.0;-337.0;366.0
385.0;958.0;-200.0;871.0;1007.0;570.0;-940.0;-299.0;383.0
411.0;916.0;-237.0;878.0;999.0;588.0;-915.0;-370.0;428.0
419.0;922.0;-211.0;840.0;998.0;597.0;-952.0;-347.0;433.0
383.0;1021.0;-24.0;833.0;1080.0;510.0;-1013.0;-180.0;594.0
369.0;948.0;-206.0;864.0;991.0;709.0;-941.0;-357.0;416.0
396.0;986.0;-226.0;847.0;991.0;653.0;-928.0;-295.0;413.0
390.0;1012.0;-307.0;1087.0;1029.0;489.0;-830.0;-420.0;588.0
389.0;945.0;-246.0;858.0;994.0;611.0;-925.0;-353.0;457.0
327.0;962.0;-210.0;905.0;1093.0;597.0;-868.0;-370.0;534.0
361.0;934.0;-272.0;874.0;1013.0;589.0;-948.0;-335.0;410.0
351.0;962.0;-213.0;840.0;980.0;554.0;-941.0;-336.0;394.0
373.0;965.0;-224.0;860.0;993.0;575.0;-947.0;-311.0;402.0
339.0;962.0;-213.0;875.0;987.0;626.0;-951.0;-337.0;389.0
361.0;948.0;-197.0;843.0;1005.0;610.0;-958.0;-311.0;406.0
496.0;1055.0;-185.0;863.0;1119.0;704.0;-786.0;-318.0;264.0
358.0;955.0;-270.0;881.0;1018.0;571.0;-974.0;-349.0;407.0
361.0;951.0;-202.0;878.0;983.0;621.0;-936.0;-325.0;398.0
323.0;952.0;-216.0;864.0;1007.0;591.0;-937.0;-340.0;405.0
352.0;944.0;-203.0;869.0;975.0;610.0;-956.0;-309.0;377.0
361.0;958.0;-212.0;885.0;1025.0;568.0;-960.0;-308.0;413.0
385.0;960.0;-210.0;852.0;996.0;617.0;-958.0;-322.0;416.0
360.0;927.0;-214.0;887.0;986.0;579.0;-945.0;-337.0;401.0
363.0;943.0;-220.0;849.0;986.0;618.0;-952.0;-336.0;393.0
320.0;962.0;-223.0;861.0;968.0;603.0;-939.0;-339.0;381.0
372.0;933.0;-220.0;877.0;988.0;600.0;-940.0;-343.0;374.0
359.0;971.0;-206.0;879.0;985.0;565.0;-963.0;-305.0;411.0
344.0;961.0;-220.0;861.0;1020.0;592.0;-956.0;-313.0;419.0
358.0;966.0;-204.0;876.0;991.0;608.0;-969.0;-340.0;403.0
349.0;969.0;-191.0;890.0;985.0;610.0;-958.0;-308.0;402.0
368.0;945.0;-184.0;877.0;1014.0;589.0;-957.0;-306.0;387.0
349.0;933.0;-200.0;870.0;985.0;637.0;-948.0;-318.0;370.0
350.0;955.0;-221.0;860.0;972.0;607.0;-947.0;-307.0;384.0
363.0;970.0;-215.0;878.0;983.0;552.0;-944.0;-322.0;383.0
384.0;990.0;-209.0;883.0;1016.0;582.0;-945.0;-320.0;419.0
359.0;972.0;-228.0;875.0;1003.0;621.0;-953.0;-351.0;419.0
358.0;950.0;-223.0;882.0;1020.0;560.0;-943.0;-315.0;425.0
386.0;978.0;-203.0;881.0;1005.0;572.0;-944.0;-322.0;392.0
369.0;953.0;-214.0;857.0;997.0;670.0;-929.0;-316.0;396.0
376.0;953.0;-237.0;882.0;974.0;593.0;-941.0;-322.0;412.0
398.0;952.0;-264.0;868.0;1016.0;618.0;-959.0;-370.0;454.0
402.0;948.0;-238.0;849.0;964.0;611.0;-948.0;-370.0;384.0
395.0;962.0;-251.0;869.0;1005.0;606.0;-941.0;-345.0;412.0
397.0;947.0;-242.0;840.0;986.0;646.0;-948.0;-344.0;424.0
388.0;951.0;-250.0;842.0;989.0;592.0;-943.0;-350.0;445.0
377.0;942.0;-255.0;833.0;978.0;618.0;-945.0;-374.0;424.0
397.0;970.0;-202.0;877.0;1009.0;584.0;-947.0;-291.0;414.0
359.0;961.0;-230.0;879.0;1006.0;581.0;-962.0;-355.0;424.0
350.0;934.0;-239.0;871.0;986.0;574.0;-954.0;-370.0;416.0
359.0;942.0;-217.0;873.0;1010.0;592.0;-949.0;-322.0;415.0
373.0;961.0;-237.0;873.0;1004.0;578.0;-943.0;-335.0;409.0
354.0;948.0;-257.0;870.0;996.0;570.0;-944.0;-349.0;417.0
347.0;925.0;-249.0;873.0;990.0;611.0;-942.0;-354.0;382.0
368.0;943.0;-222.0;857.0;990.0;592.0;-947.0;-317.0;393.0
383.0;932.0;-224.0;880.0;1006.0;593.0;-946.0;-328.0;417.0
379.0;934.0;-230.0;880.0;996.0;610.0;-953.0;-345.0;413.0
341.0;956.0;-237.0;885.0;999.0;554.0;-946.0;-337.0;404.0
349.0;968.0;-248.0;871.0;986.0;552.0;-941.0;-343.0;422.0
372.0;982.0;-230.0;869.0;1011.0;576.0;-957.0;-328.0;434.0
364.0;973.0;-256.0;885.0;972.0;547.0;-939.0;-304.0;354.0
337.0;953.0;-202.0;868.0;989.0;627.0;-952.0;-291.0;412.0
352.0;979.0;-199.0;871.0;990.0;587.0;-956.0;-319.0;364.0
390.0;948.0;-207.0;867.0;1012.0;592.0;-940.0;-307.0;393.0
247.0;1138.0;-232.0;813.0;1377.0;672.0;-992.0;-183.0;419.0
339.0;976.0;-179.0;896.0;1038.0;553.0;-994.0;-323.0;404.0
338.0;946.0;-211.0;888.0;977.0;642.0;-950.0;-325.0;396.0
340.0;972.0;-243.0;887.0;995.0;564.0;-925.0;-349.0;358.0
329.0;947.0;-229.0;912.0;1005.0;566.0;-966.0;-338.0;386.0
344.0;957.0;-190.0;890.0;987.0;615.0;-961.0;-312.0;363.0
348.0;953.0;-217.0;887.0;996.0;599.0;-950.0;-348.0;397.0
526.0;925.0;-128.0;832.0;979.0;685.0;-1024.0;-312.0;268.0
311.0;946.0;-212.0;872.0;1002.0;502.0;-934.0;-318.0;279.0
330.0;972.0;-166.0;884.0;1006.0;421.0;-1014.0;-239.0;387.0
229.0;1036.0;-435.0;1299.0;1189.0;549.0;-1218.0;-408.0;412.0
435.0;1022.0;-214.0;968.0;947.0;601.0;-1077.0;-337.0;549.0
435.0;917.0;-273.0;816.0;919.0;763.0;-869.0;-337.0;352.0
499.0;884.0;-181.0;819.0;965.0;618.0;-984.0;-205.0;560.0
538.0;907.0;-13.0;865.0;683.0;973.0;-835.0;-405.0;348.0
446.0;971.0;-303.0;815.0;1086.0;552.0;-802.0;-411.0;503.0
352.0;791.0;-215.0;671.0;691.0;681.0;-1233.0;-867.0;337.0
409.0;962.0;-178.0;846.0;888.0;685.0;-937.0;-429.0;395.0
372.0;992.0;-192.0;867.0;1011.0;838.0;-945.0;-240.0;581.0
389.0;915.0;-149.0;851.0;1004.0;851.0;-940.0;-311.0;448.0
365.0;925.0;-159.0;856.0;989.0;789.0;-938.0;-317.0;467.0
350.0;941.0;-204.0;846.0;918.0;909.0;-914.0;-399.0;209.0
399.0;939.0;-199.0;812.0;856.0;692.0;-932.0;-372.0;435.0
413.0;880.0;-195.0;819.0;1009.0;943.0;-980.0;-349.0;414.0
417.0;915.0;-237.0;806.0;866.0;675.0;-932.0;-362.0;422.0
366.0;988.0;-245.0;918.0;1070.0;795.0;-934.0;-352.0;426.0
390.0;953.0;-176.0;867.0;988.0;866.0;-944.0;-299.0;434.0
432.0;931.0;-235.0;794.0;877.0;682.0;-916.0;-418.0;437.0
324.0;985.0;-123.0;875.0;974.0;581.0;-952.0;-267.0;433.0
386.0;968.0;-231.0;830.0;880.0;669.0;-912.0;-412.0;389.0
365.0;969.0;-209.0;819.0;915.0;675.0;-910.0;-266.0;363.0
364.0;848.0;-23.0;722.0;850.0;707.0;-1077.0;-277.0;124.0
278.0;807.0;-197.0;767.0;1279.0;679.0;-1221.0;-456.0;143.0
406.0;954.0;-230.0;830.0;884.0;679.0;-914.0;-419.0;414.0
387.0;944.0;-220.0;858.0;983.0;894.0;-942.0;-351.0;413.0
398.0;943.0;-247.0;879.0;1022.0;886.0;-929.0;-396.0;423.0
361.0;875.0;-150.0;858.0;997.0;507.0;-959.0;-272.0;363.0
399.0;969.0;-220.0;824.0;854.0;688.0;-929.0;-420.0;402.0
338.0;954.0;-161.0;876.0;1002.0;642.0;-929.0;-295.0;393.0
119.0;1201.0;-226.0;1191.0;1380.0;666.0;-1093.0;-165.0;462.0
199.0;1000.0;-147.0;856.0;913.0;445.0;-813.0;-268.0;101.0
362.0;994.0;-130.0;831.0;869.0;622.0;-891.0;-361.0;298.0
312.0;943.0;261.0;832.0;680.0;875.0;-887.0;-152.0;41.0
534.0;810.0;-7.0;594.0;767.0;523.0;-788.0;-505.0;284.0
485.0;905.0;-264.0;745.0;818.0;413.0;-876.0;-495.0;603.0
262.0;848.0;-56.0;871.0;944.0;466.0;-987.0;-291.0;173.0
480.0;936.0;-180.0;949.0;1201.0;651.0;-913.0;-387.0;470.0
456.0;962.0;-205.0;880.0;1064.0;600.0;-862.0;-287.0;498.0
301.0;1062.0;-116.0;871.0;1064.0;545.0;-882.0;-210.0;422.0
332.0;971.0;-124.0;894.0;1017.0;582.0;-973.0;-268.0;414.0
302.0;814.0;-372.0;764.0;880.0;703.0;-1318.0;-336.0;488.0
392.0;908.0;-170.0;854.0;1025.0;958.0;-988.0;-320.0;364.0
421.0;903.0;-283.0;822.0;1019.0;784.0;-877.0;-442.0;492.0
600.0;881.0;-122.0;734.0;926.0;573.0;-973.0;-285.0;450.0
264.0;851.0;-68.0;765.0;794.0;535.0;-1096.0;-337.0;127.0
359.0;925.0;-195.0;775.0;955.0;677.0;-950.0;-293.0;406.0
343.0;922.0;-189.0;811.0;936.0;665.0;-917.0;-294.0;414.0
302.0;944.0;-181.0;861.0;983.0;678.0;-934.0;-299.0;452.0
296.0;974.0;-92.0;925.0;1056.0;670.0;-959.0;-262.0;393.0
268.0;1013.0;-38.0;966.0;1105.0;687.0;-970.0;-109.0;358.0
278.0;975.0;-110.0;931.0;1043.0;693.0;-951.0;-266.0;380.0
312.0;697.0;43.0;751.0;882.0;464.0;-1334.0;-315.0;181.0
340.0;962.0;-104.0;896.0;994.0;668.0;-970.0;-252.0;395.0
312.0;979.0;-97.0;905.0;1040.0;681.0;-973.0;-247.0;385.0
244.0;986.0;-3.0;985.0;1143.0;687.0;-1015.0;-237.0;360.0
411.0;805.0;-265.0;731.0;880.0;388.0;-788.0;-421.0;499.0
425.0;837.0;-271.0;804.0;895.0;440.0;-931.0;-361.0;410.0
395.0;933.0;-114.0;877.0;988.0;593.0;-958.0;-256.0;404.0
339.0;932.0;-123.0;891.0;1016.0;575.0;-987.0;-275.0;332.0
248.0;1016.0;-83.0;925.0;1017.0;493.0;-997.0;-200.0;288.0
320.0;971.0;-99.0;944.0;1042.0;541.0;-1014.0;-299.0;334.0
381.0;1260.0;-310.0;1073.0;1074.0;539.0;-880.0;-460.0;246.0
274.0;984.0;79.0;990.0;1180.0;438.0;-1118.0;-175.0;290.0
332.0;990.0;-151.0;894.0;1027.0;527.0;-960.0;-262.0;417.0
340.0;964.0;-169.0;878.0;993.0;560.0;-962.0;-306.0;366.0
387.0;918.0;-241.0;831.0;960.0;847.0;-945.0;-281.0;454.0
348.0;956.0;-171.0;869.0;1014.0;568.0;-958.0;-313.0;368.0
333.0;933.0;-175.0;882.0;1028.0;704.0;-973.0;-283.0;371.0
338.0;958.0;-161.0;897.0;1041.0;667.0;-969.0;-329.0;406.0
387.0;980.0;-142.0;918.0;1026.0;736.0;-977.0;-220.0;402.0
349.0;971.0;-169.0;885.0;1007.0;541.0;-952.0;-322.0;375.0
412.0;876.0;-16.0;939.0;1064.0;625.0;-1080.0;-118.0;296.0
379.0;972.0;-54.0;929.0;1032.0;827.0;-1017.0;-204.0;381.0
369.0;953.0;-173.0;873.0;1006.0;524.0;-953.0;-330.0;366.0
377.0;953.0;-172.0;869.0;1007.0;566.0;-953.0;-294.0;376.0
351.0;971.0;-166.0;885.0;1003.0;527.0;-951.0;-292.0;369.0
388.0;950.0;-173.0;878.0;1011.0;565.0;-948.0;-296.0;372.0
333.0;911.0;-229.0;855.0;940.0;592.0;-977.0;-342.0;379.0
326.0;918.0;-230.0;853.0;979.0;572.0;-970.0;-312.0;416.0
364.0;955.0;-177.0;876.0;1024.0;550.0;-955.0;-290.0;366.0
397.0;973.0;-204.0;938.0;1094.0;698.0;-923.0;-338.0;456.0
321.0;894.0;-222.0;888.0;1070.0;707.0;-757.0;-357.0;418.0
344.0;946.0;-171.0;869.0;998.0;532.0;-954.0;-337.0;353.0
368.0;981.0;-186.0;864.0;1002.0;597.0;-964.0;-370.0;414.0
441.0;1107.0;-195.0;1199.0;1418.0;777.0;-896.0;-341.0;515.0
359.0;920.0;-34.0;850.0;982.0;784.0;-1034.0;-205.0;344.0
402.0;933.0;-166.0;841.0;1000.0;595.0;-977.0;-340.0;439.0
372.0;964.0;-136.0;1052.0;1139.0;805.0;-885.0;-393.0;508.0
304.0;957.0;-178.0;896.0;1016.0;701.0;-966.0;-448.0;395.0
417.0;964.0;-100.0;772.0;976.0;534.0;-954.0;-196.0;164.0
355.0;966.0;-127.0;880.0;1000.0;661.0;-972.0;-341.0;433.0
301.0;1019.0;-32.0;736.0;1085.0;572.0;-929.0;-325.0;599.0
-24.0;851.0;-116.0;1188.0;1255.0;594.0;-1307.0;-205.0;299.0
485.0;916.0;-94.0;902.0;1140.0;678.0;-1050.0;-429.0;223.0
264.0;806.0;-223.0;856.0;960.0;427.0;-963.0;-532.0;342.0
343.0;943.0;-196.0;843.0;1045.0;546.0;-976.0;-244.0;329.0
357.0;912.0;-221.0;835.0;975.0;795.0;-949.0;-364.0;398.0
320.0;930.0;-222.0;871.0;992.0;539.0;-959.0;-383.0;335.0
330.0;1082.0;-299.0;936.0;959.0;621.0;-967.0;-479.0;208.0
435.0;1013.0;-144.0;720.0;789.0;677.0;-873.0;-157.0;476.0
460.0;929.0;-214.0;786.0;886.0;733.0;-873.0;-350.0;301.0
459.0;956.0;-121.0;945.0;1258.0;599.0;-898.0;-119.0;583.0
427.0;893.0;-199.0;766.0;967.0;663.0;-963.0;-270.0;385.0
362.0;881.0;-107.0;812.0;975.0;750.0;-962.0;-400.0;315.0
331.0;935.0;-22.0;891.0;896.0;652.0;-862.0;-511.0;253.0
349.0;886.0;-349.0;811.0;974.0;838.0;-1008.0;-466.0;398.0
320.0;961.0;-343.0;922.0;1054.0;608.0;-941.0;-689.0;427.0
393.0;966.0;-304.0;875.0;1090.0;543.0;-909.0;-335.0;554.0
439.0;874.0;-191.0;785.0;990.0;546.0;-843.0;-288.0;429.0
374.0;936.0;-18.0;845.0;1089.0;812.0;-998.0;-199.0;514.0
432.0;895.0;-159.0;955.0;1082.0;923.0;-967.0;-740.0;578.0
387.0;901.0;-2.0;814.0;849.0;659.0;-892.0;-251.0;448.0
631.0;875.0;-419.0;922.0;1148.0;609.0;-646.0;-864.0;462.0
437.0;914.0;-180.0;850.0;1082.0;431.0;-898.0;-293.0;500.0
213.0;1025.0;479.0;775.0;350.0;736.0;-942.0;-348.0;506.0
377.0;917.0;-181.0;820.0;956.0;482.0;-782.0;-272.0;333.0
418.0;864.0;-144.0;811.0;1084.0;604.0;-829.0;-407.0;656.0
553.0;861.0;66.0;665.0;711.0;862.0;-795.0;-475.0;281.0
311.0;970.0;-208.0;924.0;965.0;728.0;-950.0;-324.0;304.0
407.0;943.0;-266.0;849.0;1008.0;779.0;-877.0;-370.0;464.0
450.0;893.0;-277.0;793.0;955.0;751.0;-895.0;-333.0;463.0
559.0;771.0;-157.0;812.0;1267.0;641.0;-1004.0;-351.0;394.0
408.0;921.0;-187.0;990.0;1050.0;486.0;-962.0;-655.0;388.0
157.0;923.0;-237.0;834.0;896.0;696.0;-1083.0;-293.0;286.0
275.0;799.0;-354.0;836.0;948.0;458.0;-1364.0;-134.0;411.0
523.0;773.0;-44.0;629.0;610.0;782.0;-662.0;-309.0;-34.0
609.0;821.0;-1.0;629.0;145.0;761.0;-768.0;-617.0;806.0
397.0;843.0;442.0;737.0;766.0;691.0;-959.0;-180.0;596.0
351.0;959.0;-257.0;840.0;985.0;840.0;-793.0;-368.0;382.0
380.0;957.0;-327.0;883.0;978.0;887.0;-953.0;-411.0;457.0
375.0;952.0;-248.0;869.0;998.0;381.0;-952.0;-358.0;381.0
203.0;894.0;-285.0;940.0;1113.0;410.0;-1150.0;-543.0;284.0
289.0;1381.0;-310.0;1061.0;1467.0;480.0;-1005.0;-409.0;387.0
646.0;780.0;-225.0;565.0;479.0;726.0;-781.0;-554.0;653.0
1009.0;-162.0;-770.0;-402.0;-422.0;789.0;103.0;-1003.0;739.0
484.0;714.0;-107.0;587.0;851.0;462.0;-873.0;-318.0;188.0
187.0;985.0;-366.0;751.0;841.0;457.0;-957.0;-381.0;287.0
302.0;1002.0;-146.0;888.0;1069.0;765.0;-968.0;-307.0;402.0
51.0;1004.0;339.0;976.0;1036.0;615.0;-1003.0;-53.0;185.0
515.0;866.0;-106.0;668.0;1066.0;685.0;-910.0;-158.0;111.0
398.0;1277.0;-211.0;1081.0;1467.0;641.0;-735.0;-251.0;194.0
410.0;1089.0;-373.0;1022.0;1233.0;499.0;-738.0;-341.0;526.0
439.0;766.0;-35.0;819.0;997.0;463.0;-946.0;-401.0;404.0
445.0;867.0;-211.0;860.0;1056.0;875.0;-929.0;-345.0;566.0
316.0;1001.0;3.0;953.0;1128.0;655.0;-1016.0;-227.0;65.0
285.0;1010.0;-108.0;932.0;1002.0;704.0;-973.0;-245.0;408.0
422.0;900.0;-384.0;868.0;959.0;908.0;-891.0;-450.0;426.0
306.0;735.0;-86.0;732.0;756.0;457.0;-1049.0;-418.0;306.0
447.0;923.0;-264.0;823.0;979.0;349.0;-924.0;-381.0;474.0
576.0;1204.0;-364.0;1247.0;755.0;698.0;-735.0;-645.0;429.0
384.0;1132.0;-110.0;1106.0;1205.0;715.0;-860.0;-238.0;226.0
278.0;1029.0;-101.0;906.0;1019.0;919.0;-988.0;-245.0;333.0
351.0;955.0;-232.0;878.0;989.0;122.0;-950.0;-329.0;422.0
465.0;968.0;-187.0;1010.0;1326.0;680.0;-931.0;-375.0;438.0
371.0;686.0;12.0;664.0;797.0;507.0;-968.0;-106.0;140.0
310.0;987.0;-162.0;897.0;1016.0;841.0;-960.0;-296.0;375.0
223.0;979.0;-361.0;920.0;953.0;523.0;-1363.0;-405.0;299.0
307.0;960.0;19.0;957.0;1240.0;910.0;-835.0;-172.0;373.0
383.0;970.0;-230.0;1072.0;1117.0;500.0;-806.0;-336.0;267.0
322.0;957.0;296.0;765.0;816.0;539.0;-896.0;-193.0;130.0
337.0;752.0;-105.0;973.0;1362.0;673.0;-1151.0;-105.0;484.0
487.0;884.0;-85.0;772.0;1061.0;537.0;-1009.0;-239.0;348.0
394.0;941.0;-221.0;867.0;1005.0;995.0;-943.0;-314.0;451.0
445.0;791.0;-304.0;1023.0;1403.0;782.0;-778.0;-519.0;551.0
777.0;561.0;-334.0;298.0;345.0;905.0;-496.0;-893.0;567.0
858.0;497.0;-238.0;236.0;364.0;739.0;-464.0;-742.0;324.0
330.0;1017.0;-279.0;1013.0;1123.0;898.0;-888.0;-401.0;387.0
299.0;985.0;-159.0;913.0;1041.0;903.0;-936.0;-337.0;335.0
317.0;983.0;-88.0;894.0;1036.0;1334.0;-993.0;-278.0;391.0
174.0;1200.0;-226.0;1151.0;1196.0;605.0;-788.0;-203.0;539.0
