InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
-168;-225.0;-155.0;36;-300.0;-229.0;-554.0;301.0;-348.0;535;-370.0
-164;76.0;-9.0;-42;-118.0;-10.0;-426.0;215.0;-235.0;547;51.0
-167;69.0;15.0;113;-75.0;114.0;-549.0;174.0;-233.0;620;104.0
-168;-32.0;65.0;-37;-151.0;-39.0;-409.0;146.0;-92.0;681;-91.0
-159;62.0;24.0;-17;264.0;313.0;-335.0;-75.0;152.0;807;95.0
-157;-185.0;-512.0;89;-738.0;160.0;-282.0;635.0;-756.0;783;130.0
-168;-26.0;62.0;-37;-155.0;-33.0;-400.0;151.0;-128.0;678;-25.0
-162;297.0;163.0;62;148.0;183.0;-300.0;-1.0;-88.0;964;146.0
-153;266.0;641.0;-169;737.0;255.0;397.0;-683.0;795.0;806;491.0
-156;232.0;-134.0;-17;144.0;405.0;-286.0;136.0;8.0;787;234.0
-168;-162.0;120.0;-37;-5.0;87.0;-450.0;61.0;11.0;813;27.0
-156;448.0;524.0;-38;804.0;78.0;279.0;-589.0;621.0;710;15.0
-172;345.0;-227.0;33;74.0;64.0;-184.0;164.0;93.0;796;62.0
-135;624.0;-651.0;-143;-286.0;388.0;522.0;595.0;-693.0;47;401.0
-169;399.0;-199.0;53;-55.0;182.0;-116.0;91.0;-14.0;796;41.0
-160;375.0;-119.0;-6;-235.0;290.0;-472.0;177.0;-70.0;587;325.0
-156;223.0;-131.0;-17;138.0;399.0;-284.0;134.0;-10.0;790;189.0
-157;196.0;-116.0;-17;139.0;417.0;-278.0;110.0;-42.0;793;271.0
-157;324.0;52.0;-59;-228.0;219.0;-371.0;55.0;-367.0;823;127.0
-141;473.0;76.0;-29;-249.0;189.0;-522.0;-21.0;-324.0;1258;69.0
-79;458.0;127.0;-51;-173.0;158.0;-396.0;-83.0;-221.0;1529;123.0
-155;110.0;50.0;55;-37.0;171.0;-375.0;126.0;-345.0;838;269.0
-163;327.0;-178.0;112;63.0;501.0;-201.0;54.0;-16.0;816;570.0
-178;127.0;-11.0;-23;-137.0;-71.0;-776.0;158.0;-337.0;-2783;-54.0
-144;107.0;23.0;-27;-12.0;117.0;-535.0;150.0;-272.0;992;64.0
-93;143.0;-8.0;-69;-192.0;39.0;-452.0;108.0;-383.0;539;118.0
-161;-695.0;380.0;93;215.0;41.0;-641.0;-429.0;377.0;800;109.0
-119;262.0;69.0;-46;-49.0;50.0;-466.0;14.0;-274.0;729;117.0
-156;208.0;-116.0;-17;155.0;480.0;-267.0;107.0;-87.0;792;135.0
-147;-280.0;122.0;10;298.0;122.0;-663.0;-272.0;445.0;1622;22.0
-97;103.0;-4.0;-71;-137.0;67.0;-436.0;147.0;-284.0;671;-5.0
-163;-271.0;217.0;104;432.0;180.0;-587.0;-371.0;558.0;746;80.0
-167;-264.0;137.0;105;308.0;27.0;-623.0;-284.0;397.0;804;10.0
-164;-1.0;2.0;64;6.0;-25.0;-429.0;-16.0;39.0;810;-160.0
-168;-34.0;68.0;-37;-159.0;-49.0;-421.0;153.0;-114.0;695;-87.0
-159;76.0;53.0;-71;19.0;35.0;-382.0;129.0;-206.0;1542;-94.0
-162;-471.0;-269.0;32;-145.0;170.0;-681.0;241.0;-451.0;806;-58.0
-156;287.0;-164.0;-17;164.0;130.0;-347.0;164.0;237.0;797;-65.0
