Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
-120.0;-500.0;101.0;32.0;56.0;82;19
-87.0;-507.0;88.0;23.0;53.0;82;19
75.0;-391.0;-189.0;-131.0;83.0;119;-10
-108.0;-516.0;39.0;-28.0;46.0;82;19
-103.0;-523.0;39.0;-32.0;49.0;82;19
-116.0;-540.0;60.0;-24.0;40.0;82;19
-117.0;-518.0;91.0;-22.0;36.0;82;19
-125.0;-508.0;106.0;-18.0;36.0;82;19
-118.0;-609.0;510.0;-62.0;-105.0;82;19
-345.0;-728.0;496.0;-194.0;-313.0;81;-5
-121.0;-664.0;242.0;95.0;48.0;81;18
-379.0;-839.0;313.0;-66.0;-302.0;88;-6
-346.0;-524.0;140.0;-80.0;-119.0;171;1
-393.0;-859.0;18.0;-200.0;-315.0;169;6
-151.0;-561.0;133.0;32.0;7.0;83;19
-68.0;-463.0;233.0;117.0;52.0;82;19
5.0;-464.0;288.0;34.0;96.0;83;19
-81.0;-496.0;245.0;114.0;-34.0;82;18
-88.0;-470.0;240.0;118.0;37.0;82;19
-259.0;-1094.0;-12.0;-429.0;-133.0;75;-7
-18.0;-575.0;-42.0;-152.0;22.0;156;-10
85.0;-426.0;-41.0;-144.0;16.0;156;-10
115.0;-384.0;466.0;-218.0;-39.0;46;-10
4.0;-244.0;51.0;2.0;-83.0;71;-13
0.0;-223.0;30.0;6.0;-76.0;71;-13
31.0;-206.0;4.0;11.0;-58.0;71;-13
132.0;-303.0;-89.0;204.0;2.0;-4;-83
29.0;-345.0;-56.0;237.0;38.0;-4;-84
-7.0;-473.0;-57.0;186.0;-284.0;16;-91
-108.0;-515.0;-87.0;238.0;-14.0;28;-46
-11.0;-487.0;-56.0;129.0;-54.0;28;-22
-65.0;-582.0;247.0;114.0;-275.0;82;19
148.0;-516.0;257.0;132.0;219.0;47;-39
-16.0;-504.0;95.0;33.0;73.0;83;19
-20.0;-488.0;43.0;6.0;78.0;83;19
34.0;-700.0;555.0;55.0;-228.0;83;18
105.0;-313.0;-54.0;-126.0;94.0;156;-8
78.0;-312.0;-50.0;-122.0;115.0;156;-8
57.0;-264.0;-193.0;-130.0;110.0;173;-1
-68.0;-473.0;-462.0;30.0;-406.0;156;15
-30.0;-494.0;-36.0;-16.0;66.0;83;18
11.0;-459.0;8.0;-30.0;114.0;83;18
13.0;-469.0;13.0;-26.0;76.0;83;18
-2.0;-493.0;28.0;-26.0;84.0;83;18
18.0;-448.0;28.0;-27.0;92.0;83;18
29.0;-491.0;29.0;-25.0;97.0;83;18
-194.0;-448.0;116.0;187.0;27.0;86;18
-19.0;-499.0;16.0;-32.0;91.0;81;18
-193.0;-510.0;86.0;185.0;20.0;86;18
-185.0;-389.0;-94.0;184.0;43.0;86;18
-202.0;-169.0;-196.0;321.0;-19.0;71;-57
-35.0;-514.0;693.0;37.0;74.0;81;19
-115.0;-330.0;-171.0;174.0;22.0;105;3
93.0;-214.0;-42.0;152.0;-8.0;-83;-81
49.0;-263.0;36.0;144.0;-26.0;-83;-80
-38.0;-197.0;230.0;221.0;-113.0;-168;-22
105.0;-240.0;-282.0;307.0;90.0;-14;-91
88.0;-266.0;-88.0;146.0;30.0;-15;-88
-209.0;-432.0;129.0;234.0;-136.0;-18;-129
-148.0;-553.0;17.0;282.0;-82.0;-18;-129
85.0;-322.0;127.0;333.0;79.0;-100;-113
245.0;-197.0;50.0;353.0;180.0;-33;-121
78.0;-340.0;100.0;166.0;31.0;-26;-82
69.0;-272.0;94.0;156.0;22.0;-26;-87
50.0;-316.0;62.0;165.0;19.0;-26;-94
51.0;-322.0;53.0;176.0;31.0;-26;-94
69.0;-353.0;24.0;190.0;51.0;-26;-97
14.0;-233.0;-76.0;233.0;75.0;-26;-99
56.0;-205.0;-129.0;298.0;-11.0;-15;-70
-15.0;-686.0;52.0;690.0;-386.0;-23;-97
128.0;-506.0;-9.0;219.0;-47.0;6;-53
-116.0;-575.0;291.0;-194.0;-188.0;88;-5
-32.0;-360.0;-167.0;109.0;-43.0;4;-20
24.0;-293.0;-173.0;-147.0;45.0;170;-1
98.0;-243.0;-183.0;-204.0;82.0;148;-3
-67.0;-334.0;47.0;295.0;-81.0;-84;-76
-36.0;-206.0;143.0;330.0;-106.0;-148;-76
-25.0;-279.0;-247.0;-61.0;16.0;173;0
88.0;-261.0;116.0;142.0;69.0;-56;-79
-6.0;-300.0;45.0;67.0;-56.0;36;-7
-83.0;-269.0;21.0;125.0;-15.0;38;-8
-5.0;-312.0;15.0;135.0;-16.0;37;-8
-35.0;-360.0;35.0;63.0;95.0;37;-8
10.0;-248.0;38.0;49.0;115.0;38;-8
-37.0;-356.0;-66.0;22.0;58.0;10;7
73.0;-420.0;-82.0;-208.0;-25.0;47;18
-104.0;-415.0;-149.0;-124.0;145.0;23;31
-107.0;-433.0;-169.0;175.0;78.0;105;3
7.0;-418.0;104.0;-85.0;24.0;44;-17
126.0;-517.0;-11.0;-130.0;44.0;65;-9
92.0;-394.0;113.0;-48.0;183.0;46;9
111.0;-298.0;-91.0;-59.0;-124.0;57;-27
217.0;-196.0;-327.0;103.0;-54.0;95;7
-8.0;-440.0;-125.0;126.0;-23.0;58;-22
126.0;-346.0;-208.0;25.0;-92.0;72;-22
140.0;-251.0;-227.0;11.0;-76.0;72;-23
-175.0;-175.0;-150.0;-58.0;-2.0;73;-27
-114.0;-147.0;-142.0;-67.0;-39.0;73;-28
241.0;-89.0;-497.0;-40.0;176.0;48;-8
22.0;-513.0;-220.0;-17.0;52.0;79;-24
114.0;-444.0;-178.0;7.0;39.0;80;-27
80.0;-339.0;-103.0;27.0;70.0;74;-29
58.0;-360.0;-58.0;37.0;63.0;70;-26
10.0;-319.0;12.0;69.0;41.0;49;-10
-221.0;-377.0;-137.0;179.0;87.0;86;18
-223.0;-367.0;-148.0;181.0;112.0;86;18
-145.0;-408.0;-138.0;324.0;294.0;53;-45
334.0;39.0;158.0;138.0;419.0;45;-131
-210.0;-546.0;319.0;270.0;-505.0;-9;-115
-65.0;-264.0;-1.0;169.0;32.0;-128;-23
-5.0;-195.0;-74.0;196.0;19.0;-127;-23
-152.0;-195.0;-199.0;-262.0;-3.0;69;-8
229.0;-218.0;-221.0;-241.0;-12.0;44;-4
52.0;-340.0;-93.0;204.0;6.0;-126;-21
-111.0;-633.0;-187.0;-61.0;9.0;132;-6
98.0;-525.0;-235.0;-54.0;57.0;74;-20
98.0;-516.0;-290.0;-136.0;-55.0;-24;-6
-37.0;-416.0;-252.0;-5.0;-75.0;84;-23
-3.0;-350.0;-66.0;-117.0;-7.0;81;-14
-154.0;-214.0;-41.0;-149.0;22.0;82;-14
-145.0;-235.0;-12.0;-155.0;2.0;83;-15
91.0;-223.0;-83.0;-356.0;11.0;72;-2
117.0;-387.0;-20.0;-160.0;84.0;84;-17
51.0;-519.0;2.0;-142.0;12.0;81;-20
230.0;-79.0;402.0;-312.0;186.0;142;0
122.0;-494.0;229.0;-141.0;-15.0;86;-30
-118.0;-345.0;-157.0;175.0;115.0;107;3
-216.0;-152.0;383.0;-450.0;-118.0;85;-24
230.0;-212.0;275.0;-382.0;182.0;37;-26
-5.0;-620.0;158.0;-215.0;102.0;9;-14
99.0;-419.0;62.0;-149.0;22.0;83;-60
-31.0;-397.0;51.0;-146.0;9.0;84;-80
-168.0;-564.0;-154.0;-262.0;-13.0;89;-9
61.0;-475.0;-104.0;-105.0;-90.0;75;-4
-31.0;-433.0;-78.0;-79.0;-119.0;72;-3
-62.0;-91.0;202.0;-460.0;-93.0;84;-5
-117.0;-295.0;-172.0;172.0;12.0;112;2
-156.0;-422.0;-220.0;140.0;56.0;116;2
73.0;-282.0;-33.0;-175.0;88.0;82;-16
-15.0;-338.0;-149.0;-115.0;96.0;122;-13
150.0;-455.0;-150.0;-84.0;100.0;126;-14
-12.0;-308.0;-135.0;-94.0;-40.0;122;-25
-138.0;-211.0;-101.0;-144.0;-105.0;123;-25
-48.0;-244.0;-109.0;-148.0;-40.0;123;-25
54.0;-254.0;-105.0;-148.0;81.0;123;-25
69.0;-379.0;-110.0;-7.0;32.0;115;-10
87.0;-96.0;-179.0;21.0;9.0;74;13
-25.0;-298.0;-230.0;-67.0;-3.0;128;2
-34.0;-171.0;-160.0;-107.0;-50.0;128;-1
-209.0;-394.0;-181.0;166.0;52.0;86;18
109.0;-335.0;40.0;0.0;143.0;123;-61
66.0;-374.0;97.0;6.0;67.0;114;-69
504.0;262.0;-130.0;269.0;-89.0;-15;-151
110.0;-300.0;-425.0;-27.0;-42.0;147;-35
-9.0;-560.0;-182.0;27.0;27.0;138;-43
9.0;-445.0;-187.0;41.0;8.0;140;-33
112.0;-439.0;-113.0;99.0;74.0;126;-38
195.0;-196.0;-102.0;189.0;313.0;106;12
0.0;-559.0;-260.0;-10.0;43.0;144;-24
89.0;-201.0;322.0;35.0;331.0;84;16
-183.0;-321.0;-170.0;164.0;-90.0;86;18
-479.0;-274.0;-25.0;256.0;-437.0;-13;-112
-243.0;-236.0;86.0;339.0;-40.0;132;-48
264.0;-502.0;-478.0;21.0;209.0;163;-15
-98.0;-370.0;230.0;51.0;134.0;81;18
115.0;-391.0;-162.0;81.0;38.0;132;-26
-87.0;-382.0;-581.0;73.0;54.0;178;11
165.0;-426.0;-289.0;86.0;135.0;162;-6
184.0;-175.0;-622.0;24.0;-42.0;22;0
-113.0;-221.0;-110.0;-131.0;-54.0;149;-12
132.0;-428.0;-40.0;-74.0;53.0;158;-17
67.0;-404.0;-14.0;-65.0;37.0;158;-18
-393.0;-224.0;92.0;-375.0;35.0;31;-24
190.0;-232.0;-94.0;-149.0;72.0;150;-13
-117.0;-457.0;-194.0;-213.0;129.0;146;-3
29.0;-371.0;-162.0;50.0;-106.0;153;3
-356.0;-656.0;-223.0;-22.0;-472.0;52;-14
-136.0;-246.0;80.0;-93.0;79.0;138;-14
-99.0;-282.0;167.0;-194.0;-64.0;81;-49
254.0;-418.0;-194.0;72.0;-225.0;1;-31
207.0;-184.0;-500.0;164.0;37.0;-162;1
11.0;-156.0;120.0;63.0;197.0;84;18
126.0;-197.0;-387.0;113.0;118.0;-109;-9
191.0;-409.0;-630.0;258.0;1.0;-88;-1
91.0;-187.0;-209.0;-81.0;101.0;73;-29
175.0;-384.0;-266.0;144.0;-25.0;1;-31
491.0;-358.0;100.0;-37.0;-11.0;171;-38
116.0;-378.0;-318.0;130.0;0.0;1;-31
100.0;-335.0;-186.0;174.0;-41.0;1;-31
93.0;-384.0;-214.0;124.0;-78.0;1;-31
185.0;-382.0;-103.0;105.0;-86.0;2;-31
194.0;-311.0;-40.0;87.0;-8.0;13;-30
159.0;-386.0;-57.0;85.0;-44.0;30;-29
37.0;-395.0;69.0;-32.0;-5.0;167;-55
122.0;-369.0;-73.0;84.0;10.0;29;-33
92.0;-347.0;-84.0;84.0;52.0;29;-34
28.0;-515.0;-32.0;133.0;65.0;168;-63
53.0;-395.0;-20.0;137.0;-6.0;165;-60
81.0;-256.0;-36.0;-33.0;38.0;20;-2
67.0;-380.0;189.0;-34.0;-25.0;90;-37
124.0;-382.0;-84.0;87.0;24.0;30;-33
106.0;-427.0;-42.0;130.0;-9.0;20;-75
-6.0;-391.0;-414.0;409.0;220.0;92;-20
132.0;-235.0;-266.0;287.0;85.0;72;-22
32.0;-485.0;534.0;63.0;-244.0;83;19
-248.0;-653.0;-486.0;181.0;-279.0;15;-58
114.0;-294.0;-158.0;145.0;39.0;59;-11
410.0;-192.0;-81.0;330.0;-58.0;73;-53
117.0;-354.0;-135.0;178.0;-40.0;-5;-124
-169.0;-745.0;-148.0;415.0;-192.0;-71;-164
38.0;-272.0;-107.0;144.0;45.0;54;-11
-116.0;-346.0;-510.0;6.0;-52.0;-170;-6
-95.0;-318.0;-196.0;1.0;-36.0;-118;-6
35.0;-119.0;-151.0;161.0;93.0;68;-90
-11.0;-323.0;-105.0;113.0;19.0;-1;-145
51.0;-256.0;-147.0;-60.0;2.0;-145;-16
52.0;-281.0;-193.0;-14.0;60.0;-143;-18
6.0;-572.0;-257.0;-10.0;88.0;-142;-12
185.0;-325.0;-242.0;154.0;93.0;-182;-28
0.0;-291.0;-286.0;-177.0;-38.0;56;-10
132.0;-168.0;-300.0;117.0;-37.0;-110;-3
-39.0;-306.0;-325.0;-61.0;-14.0;-167;-5
249.0;-270.0;-188.0;-5.0;39.0;-139;-18
-3.0;-292.0;244.0;8.0;-113.0;107;-62
59.0;-275.0;-48.0;136.0;39.0;54;-11
31.0;-281.0;-3.0;130.0;67.0;54;-11
59.0;-315.0;-106.0;138.0;105.0;64;-94
149.0;-321.0;-257.0;185.0;290.0;81;1
22.0;-310.0;-112.0;141.0;93.0;64;-94
127.0;-221.0;338.0;62.0;43.0;31;-10
10.0;-520.0;88.0;-34.0;-51.0;82;-36
161.0;-390.0;-160.0;92.0;285.0;76;2
-32.0;-331.0;29.0;428.0;-153.0;-7;-98
-184.0;-42.0;350.0;22.0;-114.0;47;-15
177.0;-316.0;-130.0;2.0;-26.0;78;-50
9.0;-473.0;-149.0;446.0;-189.0;-82;-160
-11.0;-504.0;-237.0;336.0;-57.0;37;-72
-478.0;-953.0;-663.0;551.0;-605.0;-59;-5
103.0;-239.0;-425.0;192.0;91.0;-15;-84
17.0;-488.0;-66.0;245.0;-57.0;52;-46
-111.0;-330.0;-128.0;166.0;-115.0;52;-47
68.0;-295.0;-271.0;106.0;94.0;54;-10
-80.0;-301.0;38.0;162.0;-106.0;52;-46
116.0;-216.0;-228.0;83.0;19.0;70;-19
-51.0;-180.0;168.0;296.0;-30.0;135;-108
260.0;-403.0;-107.0;437.0;-44.0;1;-79
-55.0;-331.0;-82.0;262.0;-54.0;-12;-82
-41.0;-368.0;-112.0;382.0;-134.0;-7;-97
58.0;-285.0;-159.0;116.0;-25.0;54;-10
14.0;-398.0;6.0;121.0;8.0;55;-10
51.0;-225.0;-61.0;187.0;-179.0;54;-45
3.0;-346.0;15.0;274.0;-341.0;30;-53
-99.0;-381.0;-219.0;114.0;51.0;125;2
-161.0;-356.0;-193.0;96.0;70.0;132;1
24.0;-178.0;-105.0;477.0;-141.0;-148;-74
30.0;-285.0;-148.0;313.0;-13.0;64;-37
-143.0;-415.0;-244.0;524.0;-44.0;-7;-108
7.0;-356.0;-391.0;575.0;97.0;-30;-97
40.0;-383.0;75.0;135.0;108.0;54;-10
40.0;-300.0;-196.0;534.0;-65.0;-7;-105
-243.0;-308.0;-106.0;34.0;-100.0;151;0
-91.0;-256.0;-62.0;141.0;-83.0;58;-24
112.0;-395.0;-71.0;135.0;-65.0;58;-25
87.0;-483.0;267.0;321.0;12.0;86;18
-192.0;-435.0;-75.0;14.0;-118.0;162;0
-455.0;-875.0;103.0;-164.0;-419.0;120;-1
25.0;-453.0;170.0;51.0;-21.0;6;-15
-77.0;-64.0;202.0;42.0;72.0;42;-31
-57.0;-585.0;175.0;-452.0;-279.0;48;-7
300.0;-275.0;566.0;59.0;10.0;83;19
-68.0;-322.0;245.0;77.0;24.0;62;-61
2.0;-107.0;2.0;127.0;25.0;61;-27
-125.0;-229.0;22.0;122.0;-82.0;68;-32
-241.0;-330.0;-96.0;142.0;116.0;73;-31
1.0;-393.0;-277.0;195.0;-61.0;69;-1
-122.0;-504.0;-636.0;413.0;-133.0;27;-59
31.0;-282.0;97.0;-235.0;-90.0;78;-1
165.0;-264.0;-182.0;-2.0;55.0;107;10
-65.0;-250.0;-504.0;416.0;-31.0;148;-94
-325.0;-470.0;-163.0;441.0;-393.0;-13;-84
87.0;-335.0;5.0;529.0;44.0;114;-125
-505.0;-795.0;-6.0;163.0;-551.0;5;-53
-140.0;-557.0;1.0;119.0;-132.0;34;-65
-320.0;-569.0;-40.0;138.0;-112.0;33;-67
-165.0;-580.0;34.0;119.0;-66.0;34;-65
24.0;-193.0;-216.0;21.0;-79.0;151;-8
24.0;-177.0;21.0;139.0;-11.0;34;-65
368.0;-193.0;165.0;-218.0;28.0;100;-24
54.0;-309.0;448.0;-400.0;57.0;62;-7
92.0;-384.0;-297.0;90.0;43.0;141;3
313.0;-110.0;-411.0;67.0;266.0;104;5
53.0;-309.0;3.0;159.0;0.0;34;-63
46.0;-415.0;76.0;159.0;31.0;32;-58
30.0;-401.0;-149.0;180.0;-41.0;128;-128
102.0;-282.0;512.0;-387.0;86.0;62;-7
61.0;-577.0;-485.0;245.0;-25.0;112;-16
75.0;-420.0;-395.0;388.0;35.0;87;-23
-19.0;-294.0;-486.0;-60.0;-137.0;37;-8
99.0;-227.0;59.0;-114.0;31.0;72;4
119.0;-292.0;16.0;-110.0;120.0;66;24
112.0;-55.0;191.0;-213.0;11.0;104;-16
124.0;-232.0;266.0;-188.0;35.0;82;-5
8.0;-326.0;538.0;45.0;-310.0;83;19
-6.0;-370.0;110.0;110.0;101.0;107;-130
140.0;-271.0;101.0;-341.0;95.0;62;-7
-109.0;-253.0;-126.0;-339.0;-93.0;147;-3
161.0;-154.0;-975.0;721.0;287.0;-26;-164
-49.0;-319.0;-103.0;203.0;130.0;-15;-89
40.0;-303.0;37.0;145.0;33.0;-15;-78
-26.0;-225.0;28.0;97.0;6.0;-15;-71
24.0;-311.0;20.0;91.0;25.0;-15;-71
54.0;-341.0;21.0;88.0;19.0;-15;-70
62.0;-348.0;23.0;91.0;21.0;-15;-70
48.0;-331.0;18.0;89.0;19.0;-15;-70
66.0;-370.0;19.0;92.0;19.0;-15;-70
39.0;-332.0;21.0;92.0;8.0;-15;-70
38.0;-281.0;23.0;100.0;42.0;-15;-70
81.0;-284.0;15.0;101.0;45.0;-15;-69
-9.0;-261.0;17.0;96.0;37.0;-15;-69
127.0;-299.0;-20.0;122.0;30.0;-15;-69
133.0;-285.0;-32.0;132.0;34.0;-15;-69
73.0;-379.0;29.0;111.0;113.0;113;-114
38.0;-277.0;-92.0;87.0;22.0;118;-94
-4.0;-279.0;-209.0;75.0;23.0;117;-93
-46.0;-348.0;-364.0;67.0;-25.0;117;-93
-1.0;-349.0;-834.0;159.0;-1.0;118;-98
-76.0;-195.0;-484.0;73.0;-91.0;165;-15
-95.0;-221.0;-281.0;-45.0;-10.0;118;-18
147.0;-135.0;-326.0;-24.0;36.0;69;-9
-31.0;-379.0;28.0;-193.0;25.0;91;-6
84.0;-226.0;-261.0;-40.0;-10.0;118;-19
11.0;-366.0;-189.0;-75.0;-31.0;119;-20
57.0;-489.0;-181.0;-82.0;19.0;122;-22
26.0;-585.0;-182.0;-83.0;49.0;129;-24
22.0;-290.0;203.0;-259.0;53.0;72;-2
-6.0;-336.0;-449.0;-74.0;37.0;12;11
16.0;-101.0;-532.0;90.0;-28.0;-152;-62
83.0;-310.0;-243.0;-69.0;-105.0;-9;-10
112.0;-375.0;-273.0;-278.0;-271.0;-178;-1
-52.0;-249.0;-139.0;-157.0;38.0;-16;-6
-293.0;-437.0;-230.0;-208.0;-127.0;134;-11
42.0;-378.0;-158.0;43.0;5.0;-42;8
-64.0;-258.0;121.0;137.0;78.0;-56;-80
65.0;-223.0;121.0;152.0;57.0;-56;-80
20.0;-354.0;291.0;-300.0;10.0;137;-4
-123.0;-359.0;-217.0;67.0;51.0;-226;-91
-302.0;-803.0;-399.0;-278.0;-592.0;-178;1
127.0;-334.0;-223.0;-216.0;-62.0;23;-126
169.0;-537.0;-186.0;14.0;18.0;53;-120
252.0;-165.0;-146.0;-143.0;225.0;-147;-11
109.0;-153.0;-27.0;-145.0;44.0;-7;-12
134.0;-166.0;-134.0;360.0;42.0;-15;-70
61.0;-195.0;-41.0;374.0;-54.0;-12;-83
224.0;0.0;-23.0;-296.0;65.0;64;-4
169.0;-126.0;-44.0;-278.0;-117.0;53;-23
-46.0;-363.0;66.0;-171.0;115.0;-2;-8
41.0;-349.0;746.0;-584.0;3.0;44;-11
-10.0;-339.0;181.0;-189.0;-150.0;-1;-7
-141.0;-496.0;416.0;-445.0;-423.0;44;-22
13.0;-489.0;-77.0;-391.0;244.0;56;11
68.0;-390.0;-26.0;-193.0;39.0;-1;-6
-61.0;-360.0;-54.0;-185.0;-16.0;-1;-6
11.0;-293.0;-81.0;-170.0;-74.0;-1;-6
24.0;-286.0;-81.0;-166.0;-68.0;-1;-6
1.0;-379.0;-75.0;-151.0;-56.0;-1;-6
-29.0;-326.0;-89.0;-154.0;-22.0;-1;-6
-112.0;-357.0;-156.0;-174.0;-70.0;-38;6
-56.0;-301.0;-114.0;-163.0;18.0;-1;-6
45.0;-327.0;-120.0;-164.0;27.0;-1;-6
-268.0;-625.0;124.0;-226.0;-453.0;21;-16
-138.0;-92.0;19.0;-293.0;-353.0;145;14
-222.0;-434.0;489.0;98.0;24.0;84;18
-116.0;-463.0;244.0;91.0;4.0;82;19
-164.0;-380.0;450.0;99.0;8.0;79;18
-99.0;-530.0;296.0;3.0;29.0;82;19
-102.0;-449.0;245.0;89.0;-16.0;81;18
31.0;-311.0;-315.0;-348.0;23.0;74;-7
21.0;-312.0;-269.0;-269.0;2.0;158;-3
81.0;-283.0;117.0;369.0;90.0;133;-59
-97.0;-486.0;-220.0;449.0;66.0;37;-72
-102.0;-503.0;247.0;117.0;35.0;82;19
35.0;-165.0;241.0;275.0;-67.0;7;-75
0.0;-319.0;-146.0;-458.0;20.0;75;-7
-132.0;-440.0;309.0;113.0;-65.0;-58;-32
-117.0;-369.0;235.0;81.0;121.0;81;18
-159.0;-604.0;-1128.0;499.0;-164.0;-58;-142
-68.0;-377.0;251.0;116.0;129.0;82;18
-318.0;-790.0;-735.0;484.0;-311.0;-59;-142
92.0;-231.0;7.0;376.0;91.0;-11;-90
-116.0;-127.0;71.0;139.0;-5.0;34;-65
-85.0;-485.0;235.0;119.0;57.0;82;19
154.0;-147.0;-119.0;476.0;-44.0;121;-113
-46.0;-290.0;251.0;120.0;135.0;82;18
216.0;-261.0;-257.0;41.0;-115.0;144;-28
-155.0;-191.0;-112.0;154.0;142.0;76;-26
-252.0;-314.0;168.0;182.0;20.0;86;18
-127.0;-404.0;416.0;-46.0;206.0;49;-8
-35.0;-299.0;345.0;-432.0;-161.0;74;-7
0.0;-334.0;-514.0;-541.0;-37.0;30;-11
9.0;9.0;-294.0;65.0;-76.0;26;19
182.0;-331.0;-149.0;-36.0;-110.0;-145;-15
-181.0;-427.0;229.0;83.0;58.0;82;19
-94.0;-495.0;498.0;61.0;141.0;78;19
-206.0;-918.0;451.0;-27.0;-53.0;80;19
58.0;-283.0;484.0;-150.0;68.0;92;-10
-87.0;-446.0;-583.0;433.0;-49.0;27;-57
-163.0;-379.0;433.0;98.0;102.0;78;19
-97.0;-370.0;231.0;56.0;139.0;81;18
-83.0;-505.0;233.0;117.0;58.0;82;19
-107.0;-361.0;226.0;46.0;147.0;81;18
26.0;-742.0;275.0;253.0;353.0;86;18
195.0;-480.0;114.0;-173.0;61.0;84;-47
20.0;-378.0;40.0;-446.0;-13.0;75;-7
-317.0;-767.0;-426.0;167.0;-401.0;1;-31
51.0;-305.0;52.0;89.0;375.0;18;-3
70.0;56.0;-122.0;89.0;175.0;84;18
325.0;-90.0;-279.0;-207.0;203.0;132;1
62.0;-264.0;22.0;-278.0;86.0;-178;-6
29.0;-486.0;410.0;79.0;93.0;82;19
-127.0;-374.0;-186.0;-182.0;112.0;-34;-2
-63.0;-219.0;272.0;-431.0;-255.0;74;-7
84.0;-177.0;-255.0;-119.0;27.0;176;-10
-157.0;-205.0;-230.0;-75.0;25.0;127;1
-172.0;-573.0;478.0;66.0;51.0;78;19
-170.0;-251.0;-41.0;-137.0;121.0;160;-5
-338.0;-369.0;-173.0;-233.0;159.0;134;-11
16.0;-320.0;-238.0;-423.0;23.0;74;-7
-194.0;-312.0;503.0;54.0;194.0;78;19
237.0;-5.0;-202.0;59.0;-81.0;138;-9
-243.0;-379.0;442.0;138.0;26.0;86;18
99.0;-323.0;-655.0;648.0;25.0;109;-22
204.0;-16.0;-241.0;156.0;296.0;6;-75
-107.0;-364.0;237.0;98.0;124.0;81;19
201.0;-74.0;-51.0;396.0;50.0;-11;-91
-95.0;-357.0;242.0;99.0;134.0;81;18
27.0;-263.0;88.0;-545.0;15.0;74;-7
75.0;-466.0;-81.0;276.0;111.0;162;-7
15.0;-312.0;19.0;-334.0;-183.0;35;-21
38.0;-306.0;-548.0;-165.0;127.0;21;-70
39.0;-321.0;563.0;39.0;202.0;83;18
539.0;178.0;-454.0;247.0;421.0;123;-2
218.0;-40.0;-121.0;242.0;66.0;-25;-83
-217.0;-436.0;18.0;363.0;-183.0;-26;-134
136.0;-427.0;-331.0;-65.0;229.0;179;-81
-137.0;-552.0;515.0;82.0;7.0;82;19
205.0;-145.0;-264.0;-21.0;-31.0;147;-9
