InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
-158;1.0;-136.0;-26;-360.0;94.0;-546.0;286.0;-478.0;788;140.0
-157;-39.0;-96.0;-5;-312.0;178.0;-485.0;284.0;-409.0;793;103.0
-160;-208.0;585.0;91;771.0;238.0;-195.0;-717.0;753.0;775;25.0
-61;-53.0;-3.0;2;-303.0;198.0;-446.0;111.0;-336.0;1911;52.0
-156;45.0;-78.0;-52;-365.0;169.0;-495.0;269.0;-379.0;762;40.0
-156;-96.0;-120.0;-6;-256.0;-10.0;-466.0;359.0;-312.0;795;-45.0
-164;76.0;-9.0;-42;-118.0;-10.0;-426.0;215.0;-235.0;547;51.0
-168;-46.0;72.0;-37;-144.0;-26.0;-417.0;134.0;-83.0;688;-77.0
-168;-32.0;65.0;-37;-151.0;-39.0;-409.0;146.0;-92.0;681;-91.0
-156;197.0;-191.0;-48;-528.0;205.0;-511.0;432.0;-548.0;754;150.0
-154;-29.0;-329.0;0;-552.0;341.0;-461.0;414.0;-744.0;801;130.0
-168;-26.0;62.0;-37;-155.0;-33.0;-400.0;151.0;-128.0;678;-25.0
-144;-116.0;-131.0;-67;-361.0;182.0;-527.0;403.0;-506.0;648;210.0
-151;-204.0;-123.0;-53;-326.0;388.0;-545.0;411.0;-470.0;738;190.0
-168;-34.0;68.0;-37;-159.0;-49.0;-421.0;153.0;-114.0;695;-87.0
-168;-50.0;77.0;-37;-160.0;40.0;-420.0;145.0;-114.0;703;-6.0
-168;-136.0;118.0;-37;-43.0;1.0;-410.0;66.0;-81.0;784;-75.0
-168;-156.0;119.0;-37;-14.0;104.0;-441.0;61.0;-14.0;813;67.0
-155;-672.0;393.0;17;209.0;93.0;-667.0;-433.0;444.0;809;50.0
-167;193.0;-22.0;-14;-182.0;288.0;-518.0;137.0;175.0;829;-115.0
-160;375.0;-119.0;-6;-235.0;290.0;-472.0;177.0;-70.0;587;325.0
-151;356.0;-118.0;-7;-227.0;413.0;-467.0;169.0;-72.0;385;378.0
-163;23.0;-30.0;75;221.0;278.0;-440.0;-100.0;387.0;801;234.0
-158;298.0;191.0;20;150.0;165.0;-98.0;128.0;-199.0;882;38.0
-157;324.0;52.0;-59;-228.0;219.0;-371.0;55.0;-367.0;823;127.0
-156;204.0;18.0;-62;-191.0;117.0;-363.0;117.0;-365.0;843;100.0
-155;110.0;50.0;55;-37.0;171.0;-375.0;126.0;-345.0;838;269.0
-157;-112.0;-33.0;69;-275.0;53.0;-600.0;194.0;-548.0;689;12.0
-162;383.0;-171.0;-178;-90.0;444.0;-159.0;40.0;71.0;832;473.0
-133;95.0;-3.0;-68;-129.0;202.0;-450.0;144.0;-329.0;841;90.0
-93;143.0;-8.0;-69;-192.0;39.0;-452.0;108.0;-383.0;539;118.0
-135;-135.0;-76.0;-70;-218.0;117.0;-624.0;243.0;-313.0;934;26.0
-160;143.0;-623.0;99;-775.0;131.0;227.0;692.0;-709.0;801;113.0
-158;101.0;-37.0;-17;204.0;247.0;-278.0;-33.0;4.0;798;-47.0
-156;15.0;29.0;29;-17.0;296.0;-387.0;157.0;-197.0;834;154.0
7;-322.0;-192.0;27;-336.0;218.0;-702.0;282.0;-558.0;418;103.0
-158;98.0;-40.0;-17;193.0;209.0;-278.0;-28.0;-18.0;792;61.0
-141;-48.0;74.0;-18;298.0;422.0;-401.0;-181.0;166.0;820;230.0
-157;402.0;-237.0;112;-132.0;500.0;-55.0;122.0;-274.0;338;353.0
-133;408.0;-550.0;-157;-51.0;286.0;489.0;485.0;-543.0;64;270.0
-156;113.0;-55.0;-17;171.0;390.0;-272.0;5.0;-52.0;796;121.0
-97;103.0;-4.0;-71;-137.0;67.0;-436.0;147.0;-284.0;671;-5.0
-156;208.0;-116.0;-17;155.0;480.0;-267.0;107.0;-87.0;792;135.0
-157;196.0;-116.0;-17;139.0;417.0;-278.0;110.0;-42.0;793;271.0
-158;248.0;24.0;-69;-236.0;193.0;-407.0;96.0;-258.0;770;84.0
-156;212.0;-123.0;-17;147.0;445.0;-284.0;119.0;-36.0;787;252.0
-156;223.0;-131.0;-17;138.0;399.0;-284.0;134.0;-10.0;790;189.0
-156;232.0;-134.0;-17;144.0;405.0;-286.0;136.0;8.0;787;234.0
-156;238.0;-142.0;-17;132.0;329.0;-283.0;150.0;2.0;789;128.0
-170;560.0;-221.0;-79;-626.0;-41.0;-112.0;259.0;-494.0;778;-219.0
-174;650.0;-491.0;-54;-482.0;341.0;250.0;411.0;-305.0;803;115.0
-159;123.0;16.0;27;-56.0;359.0;-356.0;171.0;-207.0;759;117.0
-134;595.0;-673.0;-143;-253.0;492.0;526.0;603.0;-799.0;38;811.0
-150;668.0;-359.0;-32;-300.0;474.0;200.0;405.0;-139.0;668;340.0
-155;113.0;-16.0;-64;-294.0;202.0;-596.0;149.0;-320.0;792;103.0
-165;363.0;-181.0;67;-237.0;71.0;-128.0;140.0;-58.0;234;116.0
-157;269.0;-164.0;-17;132.0;206.0;-293.0;177.0;-6.0;793;222.0
-162;608.0;-467.0;-145;-665.0;4.0;379.0;592.0;-430.0;977;-48.0
-108;584.0;-444.0;-89;-457.0;175.0;179.0;488.0;-233.0;678;15.0
-172;375.0;-229.0;-84;-295.0;232.0;-62.0;174.0;-89.0;795;188.0
-174;351.0;-223.0;-79;-222.0;228.0;-121.0;188.0;-66.0;786;210.0
-175;356.0;-231.0;-69;-160.0;2.0;-181.0;200.0;-47.0;837;198.0
-148;257.0;-152.0;-6;-104.0;201.0;-629.0;120.0;111.0;498;214.0
-157;277.0;-157.0;-17;165.0;111.0;-342.0;160.0;203.0;797;-50.0
-157;282.0;-160.0;-17;165.0;118.0;-343.0;162.0;221.0;796;-66.0
-163;-336.0;-170.0;31;-143.0;186.0;-680.0;153.0;-250.0;817;133.0
-156;287.0;-164.0;-17;164.0;130.0;-347.0;164.0;237.0;797;-65.0
-168;7.0;131.0;-67;-128.0;175.0;-361.0;-4.0;-108.0;735;120.0
-169;535.0;-266.0;128;-319.0;103.0;-92.0;139.0;-80.0;1021;12.0
-169;399.0;-199.0;53;-55.0;182.0;-116.0;91.0;-14.0;796;41.0
-172;345.0;-227.0;33;74.0;64.0;-184.0;164.0;93.0;796;62.0
-170;157.0;-69.0;39;6.0;-212.0;-299.0;-73.0;182.0;348;18.0
-144;280.0;144.0;-63;72.0;69.0;-226.0;20.0;-105.0;823;33.0
-156;282.0;123.0;-63;25.0;131.0;-245.0;43.0;-126.0;796;87.0
-157;313.0;-180.0;-17;177.0;162.0;-347.0;159.0;294.0;797;-148.0
-133;860.0;-660.0;-157;-411.0;457.0;576.0;674.0;-704.0;64;423.0
-158;556.0;-557.0;-155;-675.0;217.0;482.0;692.0;-539.0;796;-117.0
-157;232.0;-127.0;-17;142.0;191.0;-307.0;112.0;223.0;797;-119.0
-157;214.0;-119.0;-17;125.0;233.0;-288.0;107.0;142.0;797;-58.0
-166;388.0;134.0;-65;-111.0;164.0;-247.0;-25.0;-148.0;627;103.0
-179;-338.0;-454.0;82;-682.0;254.0;-459.0;599.0;-711.0;872;59.0
-163;-308.0;-278.0;27;-453.0;320.0;-535.0;228.0;-763.0;816;218.0
-150;-346.0;-564.0;-10;-762.0;-99.0;-635.0;694.0;-654.0;785;-269.0
-162;297.0;163.0;62;148.0;183.0;-300.0;-1.0;-88.0;964;146.0
-174;-375.0;-172.0;-3;-321.0;295.0;-764.0;317.0;-460.0;795;140.0
-172;285.0;168.0;-52;172.0;-42.0;-336.0;-44.0;-173.0;-690;-51.0
-156;201.0;-112.0;-17;119.0;319.0;-282.0;99.0;83.0;800;-68.0
-178;-60.0;-33.0;-131;-10.0;312.0;-435.0;85.0;-231.0;802;60.0
-178;-222.0;-142.0;-87;-65.0;-88.0;-523.0;173.0;-228.0;816;130.0
-176;42.0;-28.0;34;105.0;43.0;-543.0;-96.0;314.0;1024;140.0
-163;-553.0;-334.0;32;-96.0;69.0;-630.0;239.0;-382.0;803;3.0
-149;315.0;-155.0;75;-70.0;98.0;-216.0;69.0;7.0;691;-50.0
-176;-408.0;-296.0;-10;-77.0;78.0;-449.0;309.0;-246.0;635;62.0
-153;260.0;649.0;-177;732.0;338.0;389.0;-695.0;806.0;810;635.0
-156;165.0;-90.0;-17;133.0;472.0;-296.0;74.0;-20.0;802;239.0
-171;-71.0;171.0;65;407.0;38.0;-485.0;-203.0;524.0;2122;80.0
-145;424.0;198.0;-54;-70.0;149.0;-418.0;-133.0;-125.0;658;129.0
-165;409.0;-188.0;-175;-206.0;368.0;-107.0;37.0;-16.0;790;92.0
-145;386.0;-323.0;-172;-871.0;40.0;143.0;469.0;-563.0;627;70.0
-148;363.0;-327.0;-172;-878.0;76.0;131.0;507.0;-551.0;643;40.0
-161;366.0;188.0;-55;-41.0;165.0;-388.0;-114.0;-95.0;755;182.0
-162;57.0;-17.0;-73;-47.0;41.0;-420.0;138.0;120.0;808;-40.0
-162;75.0;17.0;-73;-141.0;-75.0;-398.0;147.0;14.0;805;-95.0
-163;56.0;-40.0;-73;-19.0;26.0;-449.0;111.0;-4.0;800;-142.0
-163;101.0;-97.0;-73;101.0;36.0;-484.0;55.0;43.0;806;-159.0
-163;170.0;-132.0;-53;95.0;390.0;-418.0;32.0;168.0;803;80.0
-143;-29.0;52.0;-31;183.0;308.0;-545.0;27.0;320.0;738;-76.0
-165;395.0;-177.0;121;-55.0;161.0;-69.0;26.0;0.0;800;132.0
-160;362.0;-606.0;-127;-742.0;294.0;455.0;645.0;-783.0;788;730.0
-167;-172.0;-87.0;-55;-178.0;10.0;-557.0;2.0;-310.0;714;-186.0
-148;202.0;-104.0;-30;19.0;249.0;-247.0;-42.0;-127.0;560;371.0
-146;216.0;-113.0;-30;12.0;251.0;-238.0;-31.0;-143.0;457;290.0
-81;509.0;155.0;-43;-37.0;131.0;-254.0;-91.0;-221.0;1057;78.0
151;607.0;408.0;-49;443.0;-194.0;354.0;-559.0;615.0;-1011;20.0
-161;524.0;180.0;-40;-58.0;183.0;-291.0;-136.0;-85.0;790;130.0
-166;401.0;182.0;-9;152.0;224.0;-232.0;-25.0;16.0;800;266.0
-107;423.0;58.0;-29;-66.0;110.0;-485.0;6.0;-242.0;803;-21.0
-178;127.0;-11.0;-23;-137.0;-71.0;-776.0;158.0;-337.0;-2783;-54.0
-163;369.0;53.0;74;-37.0;373.0;-499.0;88.0;-277.0;788;206.0
-169;177.0;-61.0;-15;-241.0;213.0;-739.0;192.0;-388.0;818;29.0
-160;327.0;-140.0;-35;-10.0;173.0;-160.0;9.0;46.0;753;364.0
-160;403.0;-169.0;-32;-106.0;159.0;-78.0;40.0;-34.0;796;159.0
-160;438.0;-193.0;-30;-152.0;330.0;-54.0;68.0;-50.0;814;106.0
-161;520.0;-261.0;-41;-250.0;122.0;-11.0;143.0;-101.0;798;63.0
-156;392.0;-204.0;-52;-155.0;147.0;-14.0;72.0;46.0;876;-60.0
-166;317.0;-182.0;-57;-35.0;158.0;-151.0;125.0;107.0;798;129.0
-169;92.0;-74.0;13;-218.0;144.0;-733.0;233.0;-356.0;837;248.0
-164;312.0;-186.0;-40;-67.0;342.0;-180.0;35.0;121.0;812;165.0
-163;320.0;-198.0;-12;-128.0;205.0;-241.0;48.0;167.0;798;276.0
-134;640.0;-626.0;-143;-331.0;258.0;457.0;603.0;-611.0;49;442.0
-148;419.0;-472.0;-172;-802.0;81.0;341.0;589.0;-550.0;549;91.0
-146;424.0;-500.0;-172;-786.0;134.0;354.0;618.0;-579.0;611;77.0
-84;467.0;-502.0;-154;-824.0;161.0;385.0;548.0;-589.0;612;-21.0
-165;261.0;-123.0;86;-166.0;253.0;-174.0;87.0;15.0;788;297.0
-163;47.0;-52.0;80;202.0;183.0;-474.0;-83.0;194.0;794;-12.0
-166;-292.0;-168.0;-10;-389.0;437.0;-508.0;184.0;-194.0;818;-28.0
-161;-372.0;-167.0;165;-432.0;297.0;-562.0;280.0;-265.0;811;144.0
-166;-226.0;-52.0;100;-249.0;273.0;-452.0;25.0;-6.0;790;70.0
-166;-201.0;-35.0;124;-235.0;279.0;-436.0;4.0;8.0;794;41.0
-166;-144.0;4.0;154;-201.0;323.0;-407.0;-43.0;43.0;761;43.0
-157;-88.0;-112.0;-11;68.0;-42.0;-404.0;102.0;-33.0;788;-87.0
-156;-88.0;-83.0;-11;28.0;-44.0;-476.0;71.0;-93.0;801;185.0
-156;-98.0;-82.0;-12;14.0;-85.0;-489.0;76.0;-107.0;804;-28.0
-156;-128.0;-68.0;-14;-194.0;236.0;-538.0;120.0;-230.0;809;-156.0
-164;-1.0;2.0;64;6.0;-25.0;-429.0;-16.0;39.0;810;-160.0
-159;510.0;-607.0;-155;-686.0;265.0;528.0;796.0;-729.0;801;49.0
-164;-327.0;89.0;-54;-102.0;184.0;-466.0;80.0;-124.0;743;41.0
-146;492.0;589.0;-168;703.0;218.0;435.0;-657.0;652.0;441;-87.0
-127;436.0;539.0;20;735.0;132.0;415.0;-570.0;623.0;817;141.0
-164;-53.0;81.0;65;-67.0;14.0;-344.0;-43.0;-5.0;802;-38.0
-164;-44.0;69.0;65;-62.0;68.0;-362.0;-20.0;83.0;805;-59.0
-122;590.0;-262.0;-117;-759.0;525.0;78.0;317.0;-545.0;742;323.0
-163;375.0;233.0;-18;105.0;419.0;-38.0;-358.0;185.0;837;-6.0
-167;69.0;15.0;113;-75.0;114.0;-549.0;174.0;-233.0;620;104.0
-174;68.0;14.0;76;-80.0;86.0;-552.0;177.0;-249.0;729;64.0
-175;-42.0;-35.0;26;-208.0;122.0;-556.0;217.0;-346.0;769;78.0
-151;-147.0;-62.0;13;-363.0;174.0;-576.0;219.0;-428.0;746;149.0
-158;729.0;-358.0;-45;-360.0;119.0;368.0;253.0;-200.0;806;7.0
-216;-144.0;-58.0;14;-380.0;211.0;-583.0;208.0;-431.0;792;134.0
-147;548.0;-476.0;118;-690.0;391.0;449.0;763.0;-502.0;517;265.0
-158;-48.0;-4.0;91;373.0;221.0;-591.0;-184.0;507.0;790;80.0
-130;238.0;77.0;-50;-31.0;113.0;-421.0;-12.0;-242.0;799;88.0
-204;544.0;-337.0;-6;-399.0;-93.0;228.0;273.0;-261.0;718;-198.0
-110;269.0;79.0;-50;-66.0;116.0;-427.0;-17.0;-258.0;689;66.0
-160;400.0;109.0;-53;-151.0;204.0;-343.0;-55.0;-167.0;746;152.0
-119;262.0;69.0;-46;-49.0;50.0;-466.0;14.0;-274.0;729;117.0
-156;349.0;72.0;-50;-197.0;178.0;-487.0;12.0;-203.0;554;129.0
-121;136.0;36.0;-38;-106.0;110.0;-579.0;71.0;-257.0;787;99.0
-48;395.0;62.0;-27;-202.0;166.0;-544.0;6.0;-335.0;1471;89.0
-164;80.0;64.0;-71;33.0;-14.0;-369.0;118.0;-197.0;1257;-66.0
-156;446.0;67.0;-30;-248.0;191.0;-485.0;-4.0;-309.0;874;143.0
-158;217.0;101.0;115;46.0;95.0;-485.0;74.0;-242.0;702;88.0
-139;628.0;-328.0;-105;-720.0;54.0;87.0;399.0;-393.0;490;-156.0
-115;154.0;24.0;-14;-96.0;93.0;-560.0;137.0;-286.0;776;139.0
-101;200.0;25.0;-14;-125.0;42.0;-575.0;115.0;-300.0;681;77.0
-81;247.0;35.0;-14;-145.0;57.0;-586.0;80.0;-308.0;792;3.0
-156;100.0;157.0;-25;-139.0;205.0;-501.0;-31.0;-110.0;657;98.0
-154;459.0;-466.0;-105;-773.0;76.0;350.0;533.0;-702.0;727;63.0
-159;622.0;-444.0;-129;-488.0;71.0;289.0;455.0;-337.0;776;85.0
-157;512.0;-311.0;-79;-346.0;23.0;173.0;291.0;-191.0;838;-63.0
-171;493.0;-384.0;-99;-395.0;61.0;75.0;475.0;-197.0;1166;-85.0
-148;105.0;189.0;-37;-26.0;193.0;-368.0;-65.0;-74.0;824;146.0
182;426.0;243.0;9;148.0;40.0;6.0;-80.0;143.0;778;-10.0
-148;468.0;-544.0;-73;-724.0;86.0;383.0;592.0;-662.0;832;-73.0
-156;772.0;420.0;-102;385.0;145.0;413.0;-371.0;260.0;800;63.0
-157;440.0;105.0;7;-14.0;272.0;-190.0;51.0;-50.0;796;178.0
-150;137.0;-69.0;2;-311.0;86.0;-726.0;199.0;-392.0;761;78.0
-149;92.0;-81.0;3;-302.0;141.0;-730.0;225.0;-387.0;763;51.0
-159;-171.0;-587.0;143;-762.0;184.0;-54.0;675.0;-766.0;799;192.0
-152;421.0;-402.0;-171;-838.0;-64.0;228.0;548.0;-530.0;708;-35.0
-168;280.0;-613.0;-152;-779.0;93.0;-58.0;701.0;-706.0;769;137.0
-153;724.0;-588.0;-100;-616.0;181.0;724.0;543.0;-628.0;795;340.0
-156;398.0;-507.0;-185;-778.0;66.0;-73.0;823.0;-639.0;806;-69.0
-150;56.0;-67.0;55;-235.0;215.0;-768.0;258.0;-369.0;844;199.0
-165;-245.0;-562.0;-160;-786.0;441.0;21.0;695.0;-837.0;799;559.0
-155;424.0;-551.0;-179;-746.0;99.0;-44.0;844.0;-603.0;770;-217.0
-159;415.0;-544.0;116;-510.0;205.0;371.0;475.0;-746.0;796;735.0
-142;411.0;-571.0;-171;-806.0;201.0;33.0;657.0;-699.0;689;62.0
-161;-191.0;-92.0;1;-289.0;12.0;-636.0;95.0;-413.0;807;-21.0
-158;91.0;-643.0;106;-760.0;242.0;258.0;733.0;-732.0;794;116.0
-160;72.0;-668.0;100;-734.0;145.0;267.0;753.0;-735.0;799;-36.0
-160;106.0;-638.0;107;-759.0;138.0;179.0;719.0;-730.0;796;12.0
-160;-11.0;369.0;-130;473.0;134.0;-445.0;-263.0;172.0;347;-38.0
-160;157.0;-635.0;105;-765.0;232.0;240.0;711.0;-726.0;805;96.0
-148;-413.0;-139.0;51;-315.0;220.0;-1084.0;307.0;-494.0;824;149.0
-156;-273.0;-156.0;1;-60.0;-28.0;-533.0;-64.0;-251.0;695;159.0
-155;183.0;-645.0;103;-754.0;449.0;280.0;717.0;-781.0;789;473.0
-159;93.0;-614.0;104;-785.0;193.0;248.0;678.0;-716.0;798;69.0
-162;-7.0;-558.0;140;-805.0;300.0;269.0;643.0;-762.0;804;77.0
-159;267.0;-626.0;103;-759.0;238.0;350.0;704.0;-700.0;793;-12.0
-172;679.0;-602.0;146;-777.0;156.0;224.0;704.0;-705.0;765;35.0
-163;94.0;-594.0;102;-776.0;182.0;-88.0;679.0;-741.0;794;81.0
-174;101.0;-466.0;-98;-881.0;43.0;108.0;619.0;-712.0;810;208.0
-151;-627.0;-565.0;-10;-691.0;-17.0;-691.0;746.0;-630.0;797;-179.0
-165;423.0;-644.0;152;-710.0;306.0;557.0;694.0;-604.0;799;237.0
-160;97.0;-645.0;102;-755.0;142.0;279.0;696.0;-710.0;797;93.0
-160;117.0;-636.0;99;-762.0;101.0;254.0;686.0;-708.0;798;90.0
-159;240.0;-638.0;99;-753.0;54.0;361.0;685.0;-680.0;799;55.0
-159;180.0;-639.0;99;-758.0;83.0;304.0;696.0;-701.0;802;68.0
-162;280.0;-626.0;127;-770.0;190.0;307.0;679.0;-755.0;791;219.0
-163;287.0;-606.0;170;-772.0;257.0;192.0;677.0;-764.0;722;65.0
-163;327.0;-178.0;112;63.0;501.0;-201.0;54.0;-16.0;816;570.0
-156;141.0;-559.0;-116;-823.0;290.0;341.0;639.0;-769.0;775;138.0
-160;173.0;-629.0;99;-768.0;117.0;269.0;691.0;-699.0;797;93.0
-173;75.0;-405.0;-97;-911.0;26.0;21.0;588.0;-640.0;790;-83.0
177;-327.0;-259.0;43;-482.0;78.0;-588.0;380.0;-551.0;786;-116.0
-160;289.0;-628.0;-154;-741.0;461.0;452.0;786.0;-855.0;756;335.0
-135;620.0;-643.0;-143;-298.0;183.0;493.0;575.0;-631.0;48;272.0
-158;-230.0;-245.0;-60;-541.0;176.0;-559.0;310.0;-648.0;-663;-55.0
-169;722.0;-423.0;-47;-348.0;453.0;234.0;473.0;-220.0;785;403.0
-64;482.0;181.0;-40;-27.0;148.0;-319.0;-130.0;-119.0;1573;56.0
-36;634.0;-262.0;-31;-314.0;-91.0;60.0;211.0;-42.0;1011;-130.0
-163;305.0;-615.0;-154;-758.0;117.0;403.0;687.0;-717.0;807;-20.0
-166;531.0;-562.0;-82;-686.0;166.0;389.0;585.0;-592.0;659;-125.0
-170;249.0;-574.0;-19;-799.0;132.0;365.0;642.0;-713.0;807;101.0
-156;448.0;-533.0;180;-752.0;25.0;-29.0;829.0;-592.0;811;-205.0
-177;-310.0;-125.0;-68;-355.0;193.0;-593.0;176.0;-499.0;789;-5.0
-175;-281.0;172.0;41;352.0;129.0;-630.0;-311.0;471.0;813;29.0
-175;-372.0;-272.0;-15;-65.0;57.0;-490.0;263.0;-310.0;828;49.0
-168;-434.0;-294.0;-10;-121.0;38.0;-533.0;355.0;-308.0;483;77.0
-111;559.0;-525.0;144;-662.0;93.0;82.0;722.0;-583.0;112;-129.0
-159;183.0;-638.0;99;-759.0;62.0;327.0;695.0;-691.0;801;68.0
-162;70.0;-583.0;-151;-803.0;108.0;222.0;669.0;-737.0;800;-98.0
