Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
-80.0;-76.0;-38.0;165.0;-76.0;59;-24
-16.0;-578.0;247.0;115.0;-73.0;82;19
78.0;-340.0;100.0;166.0;31.0;-26;-82
69.0;-175.0;144.0;270.0;-15.0;-15;-71
69.0;-272.0;94.0;156.0;22.0;-26;-87
69.0;-353.0;24.0;190.0;51.0;-26;-97
173.0;-345.0;66.0;359.0;30.0;82;-98
-356.0;-481.0;-89.0;-138.0;-631.0;26;-36
32.0;-485.0;534.0;63.0;-244.0;83;19
112.0;-395.0;-71.0;135.0;-65.0;58;-25
-91.0;-256.0;-62.0;141.0;-83.0;58;-24
-174.0;-575.0;481.0;-198.0;-251.0;81;-5
-59.0;-358.0;-243.0;180.0;-36.0;33;17
40.0;-314.0;227.0;54.0;242.0;84;18
-161.0;-356.0;-193.0;96.0;70.0;132;1
-156.0;-422.0;-220.0;140.0;56.0;116;2
-7.0;-473.0;-57.0;186.0;-284.0;16;-91
14.0;-398.0;6.0;121.0;8.0;55;-10
58.0;-285.0;-159.0;116.0;-25.0;54;-10
-6.0;-300.0;45.0;67.0;-56.0;36;-7
-125.0;-229.0;22.0;122.0;-82.0;68;-32
-5.0;-312.0;15.0;135.0;-16.0;37;-8
-35.0;-360.0;35.0;63.0;95.0;37;-8
10.0;-248.0;38.0;49.0;115.0;38;-8
-37.0;-356.0;-66.0;22.0;58.0;10;7
10.0;-325.0;-182.0;-436.0;6.0;74;-7
-67.0;-334.0;47.0;295.0;-81.0;-84;-76
-30.0;-542.0;-338.0;351.0;51.0;82;-26
7.0;-418.0;104.0;-85.0;24.0;44;-17
38.0;-284.0;-257.0;108.0;17.0;54;-10
-179.0;-251.0;162.0;306.0;1.0;131;-47
-47.0;-126.0;58.0;-266.0;-311.0;139;16
99.0;-286.0;-326.0;198.0;32.0;98;-11
-8.0;-440.0;-125.0;126.0;-23.0;58;-22
126.0;-346.0;-208.0;25.0;-92.0;72;-22
-121.0;-350.0;-278.0;199.0;-318.0;61;-4
145.0;-443.0;-92.0;290.0;-35.0;52;-45
-320.0;-884.0;-697.0;491.0;-525.0;-59;-142
-11.0;-504.0;-237.0;336.0;-57.0;37;-72
42.0;-555.0;-254.0;-36.0;88.0;-140;-9
114.0;-444.0;-178.0;7.0;39.0;80;-27
80.0;-339.0;-103.0;27.0;70.0;74;-29
58.0;-360.0;-58.0;37.0;63.0;70;-26
10.0;-319.0;12.0;69.0;41.0;49;-10
177.0;-316.0;-130.0;2.0;-26.0;78;-50
-184.0;-42.0;350.0;22.0;-114.0;47;-15
-8.0;-703.0;292.0;-325.0;-304.0;85;-4
148.0;-356.0;398.0;54.0;-28.0;118;-7
-49.0;-319.0;-103.0;203.0;130.0;-15;-89
149.0;-321.0;-257.0;185.0;290.0;81;1
59.0;-315.0;-106.0;138.0;105.0;64;-94
31.0;-281.0;-3.0;130.0;67.0;54;-11
59.0;-275.0;-48.0;136.0;39.0;54;-11
52.0;-340.0;-93.0;204.0;6.0;-126;-21
-67.0;-611.0;-175.0;-158.0;2.0;156;-10
48.0;-428.0;304.0;114.0;-569.0;82;18
-116.0;-346.0;-510.0;6.0;-52.0;-170;-6
-18.0;-402.0;-373.0;-100.0;-64.0;129;1
-3.0;-350.0;-66.0;-117.0;-7.0;81;-14
132.0;-168.0;-300.0;117.0;-37.0;-110;-3
-11.0;-323.0;-105.0;113.0;19.0;-1;-145
38.0;-272.0;-107.0;144.0;45.0;54;-11
117.0;-387.0;-20.0;-160.0;84.0;84;-17
32.0;-555.0;40.0;-235.0;59.0;-15;-3
132.0;-303.0;-89.0;204.0;2.0;-4;-83
191.0;-203.0;-171.0;245.0;123.0;118;-1
106.0;-427.0;-42.0;130.0;-9.0;20;-75
124.0;-382.0;-84.0;87.0;24.0;30;-33
58.0;-283.0;484.0;-150.0;68.0;92;-10
98.0;-225.0;-145.0;-26.0;29.0;21;-2
95.0;-442.0;151.0;-150.0;40.0;82;-9
-9.0;-302.0;91.0;-189.0;28.0;91;-6
53.0;-395.0;-20.0;137.0;-6.0;165;-60
-29.0;-634.0;-137.0;-181.0;-231.0;91;-6
-283.0;-613.0;107.0;-221.0;-430.0;21;-16
-14.0;-564.0;-28.0;293.0;102.0;174;-94
-186.0;-214.0;-175.0;171.0;-29.0;105;3
92.0;-347.0;-84.0;84.0;52.0;29;-34
73.0;-282.0;-33.0;-175.0;88.0;82;-16
-104.0;-415.0;-149.0;-124.0;145.0;23;31
122.0;-369.0;-73.0;84.0;10.0;29;-33
-113.0;-221.0;-110.0;-131.0;-54.0;149;-12
37.0;-395.0;69.0;-32.0;-5.0;167;-55
-136.0;-274.0;-168.0;-305.0;-35.0;87;-8
159.0;-386.0;-57.0;85.0;-44.0;30;-29
69.0;-379.0;-110.0;-7.0;32.0;115;-10
138.0;64.0;-135.0;97.0;184.0;84;18
-60.0;-340.0;-282.0;-178.0;-37.0;56;-10
364.0;-171.0;-62.0;77.0;117.0;8;-105
254.0;-418.0;-194.0;72.0;-225.0;1;-31
109.0;-335.0;40.0;0.0;143.0;123;-61
66.0;-374.0;97.0;6.0;67.0;114;-69
116.0;-378.0;-318.0;130.0;0.0;1;-31
100.0;-335.0;-186.0;174.0;-41.0;1;-31
0.0;-559.0;-260.0;-10.0;43.0;144;-24
9.0;-445.0;-187.0;41.0;8.0;140;-33
112.0;-439.0;-113.0;99.0;74.0;126;-38
293.0;-316.0;-278.0;314.0;1.0;81;-22
174.0;-180.0;-222.0;-115.0;90.0;81;-17
-99.0;-282.0;167.0;-194.0;-64.0;81;-49
29.0;-371.0;-162.0;50.0;-106.0;153;3
67.0;-404.0;-14.0;-65.0;37.0;158;-18
-97.0;-486.0;-220.0;449.0;66.0;37;-72
-357.0;-569.0;83.0;-125.0;-134.0;171;1
106.0;-236.0;8.0;375.0;104.0;-11;-91
43.0;-179.0;-13.0;406.0;-98.0;-12;-82
-84.0;-781.0;-120.0;469.0;-257.0;-7;-114
149.0;-483.0;-33.0;396.0;66.0;22;-25
40.0;-686.0;242.0;217.0;244.0;86;18
-175.0;-175.0;-150.0;-58.0;-2.0;73;-27
-414.0;-893.0;125.0;126.0;-589.0;7;-52
-479.0;-274.0;-25.0;256.0;-437.0;-13;-112
-77.0;-481.0;154.0;120.0;63.0;82;19
190.0;-232.0;-94.0;-149.0;72.0;150;-13
182.0;-104.0;161.0;145.0;0.0;-11;-84
-170.0;-161.0;-404.0;475.0;-19.0;98;-64
-403.0;-852.0;-291.0;99.0;-536.0;52;-14
31.0;-311.0;-315.0;-348.0;23.0;74;-7
215.0;-163.0;-545.0;225.0;11.0;147;6
119.0;-292.0;16.0;-110.0;120.0;66;24
38.0;-462.0;149.0;-406.0;204.0;6;10
-89.0;-355.0;241.0;95.0;121.0;81;18
130.0;-215.0;301.0;-334.0;149.0;62;-8
221.0;-58.0;-81.0;420.0;89.0;-11;-95
7.0;-167.0;-15.0;267.0;-160.0;19;-116
53.0;-241.0;172.0;340.0;243.0;53;-21
-95.0;-221.0;-281.0;-45.0;-10.0;118;-18
195.0;-196.0;-102.0;189.0;313.0;106;12
187.0;-314.0;-383.0;-6.0;-23.0;144;-7
127.0;-334.0;-223.0;-216.0;-62.0;23;-126
-41.0;-368.0;-112.0;382.0;-134.0;-7;-97
-58.0;-486.0;-333.0;200.0;-342.0;-11;-128
41.0;-296.0;-49.0;-323.0;99.0;161;-7
0.0;-334.0;-514.0;-541.0;-37.0;30;-11
2.0;-196.0;222.0;282.0;-82.0;7;-75
-194.0;-381.0;-392.0;315.0;82.0;72;-8
300.0;-537.0;118.0;-164.0;-1.0;12;-14
9.0;9.0;-294.0;65.0;-76.0;26;19
-188.0;-126.0;-298.0;-417.0;14.0;27;-13
53.0;-254.0;-329.0;-170.0;-52.0;16;-7
-19.0;-294.0;-486.0;-60.0;-137.0;37;-8
-145.0;-408.0;-138.0;324.0;294.0;53;-45
73.0;-323.0;-769.0;595.0;108.0;-28;-157
270.0;9.0;-406.0;79.0;212.0;93;9
13.0;-357.0;-496.0;29.0;89.0;37;-8
239.0;-217.0;-259.0;80.0;-111.0;97;-58
103.0;-239.0;-425.0;192.0;91.0;-15;-84
117.0;-489.0;-191.0;-96.0;148.0;132;-22
127.0;-221.0;338.0;62.0;43.0;31;-10
-194.0;-730.0;-161.0;412.0;-163.0;-76;-164
91.0;-223.0;-83.0;-356.0;11.0;72;-2
-15.0;-686.0;52.0;690.0;-386.0;-23;-97
78.0;-312.0;-50.0;-122.0;115.0;156;-8
282.0;-90.0;-311.0;-190.0;197.0;80;2
-94.0;-243.0;167.0;-492.0;-40.0;38;-4
105.0;-313.0;-54.0;-126.0;94.0;156;-8
132.0;-360.0;-93.0;132.0;323.0;71;4
-87.0;-382.0;-581.0;73.0;54.0;178;11
-28.0;-520.0;642.0;55.0;51.0;82;19
-65.0;-264.0;-1.0;169.0;32.0;-128;-23
-316.0;-737.0;332.0;-108.0;-424.0;35;-19
99.0;-488.0;-258.0;-33.0;3.0;78;-20
-455.0;-875.0;103.0;-164.0;-419.0;120;-1
81.0;-152.0;-126.0;304.0;22.0;-15;-70
-207.0;-677.0;269.0;97.0;-235.0;79;18
9.0;-261.0;297.0;-49.0;20.0;14;-5
-87.0;-492.0;233.0;120.0;49.0;82;19
-184.0;-455.0;454.0;95.0;32.0;80;19
-86.0;-521.0;-126.0;-266.0;-67.0;113;-12
38.0;-278.0;492.0;-420.0;63.0;62;-7
-168.0;-261.0;47.0;-150.0;63.0;160;-5
-22.0;-320.0;-422.0;461.0;-31.0;29;-50
32.0;-331.0;-145.0;567.0;-89.0;-7;-98
51.0;-256.0;-147.0;-60.0;2.0;-145;-16
-95.0;-318.0;-196.0;1.0;-36.0;-118;-6
45.0;-321.0;-335.0;-49.0;-61.0;-166;-5
175.0;-222.0;-439.0;525.0;78.0;-17;-144
112.0;-111.0;-330.0;-32.0;8.0;150;-32
166.0;-344.0;206.0;-500.0;8.0;38;-6
28.0;-263.0;95.0;-490.0;60.0;75;-7
39.0;-321.0;563.0;39.0;202.0;83;18
97.0;-243.0;-836.0;66.0;95.0;-16;-2
-237.0;-604.0;-116.0;-302.0;-30.0;120;-6
81.0;-366.0;-253.0;12.0;80.0;-144;-13
229.0;-218.0;-221.0;-241.0;-12.0;44;-4
-325.0;-499.0;-208.0;442.0;11.0;-26;-164
491.0;-358.0;100.0;-37.0;-11.0;171;-38
93.0;-282.0;-365.0;-262.0;133.0;-178;-4
334.0;39.0;158.0;138.0;419.0;45;-131
-135.0;-274.0;514.0;125.0;186.0;78;19
139.0;-233.0;-104.0;-362.0;138.0;49;-16
