Accelerometer RKN_ accY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;Accelerometer HIP accX;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
989.0;-213.0;4;958.0;30.0;268;-972.0;-101.0;10.0;-33.0;169.0;-246.0;4
840.0;-31.0;-17;924.0;-374.0;247;-983.0;117.0;-117.0;94.0;407.0;-354.0;-17
986.0;85.0;66;949.0;0.0;369;-991.0;-496.0;-380.0;-22.0;-769.0;-495.0;66
765.0;180.0;-4;911.0;-244.0;241;-920.0;-204.0;54.0;-87.0;-149.0;-443.0;-4
854.0;-18.0;-31;940.0;-387.0;239;-984.0;139.0;-140.0;56.0;413.0;-345.0;-31
810.0;950.0;-33;896.0;-87.0;245;-792.0;-401.0;-101.0;-4.0;-114.0;-686.0;-33
850.0;0.0;5;924.0;-354.0;227;-897.0;21.0;-294.0;12.0;85.0;-396.0;5
861.0;-44.0;0;964.0;-375.0;221;-942.0;62.0;-207.0;117.0;142.0;-343.0;0
962.0;-114.0;1378;989.0;-85.0;629;-955.0;-584.0;-287.0;147.0;-562.0;-717.0;1378
855.0;108.0;9;944.0;-380.0;227;-942.0;72.0;-195.0;133.0;103.0;-327.0;9
843.0;7.0;4;917.0;-363.0;223;-896.0;39.0;-219.0;3.0;142.0;-395.0;4
850.0;2.0;-27;936.0;-391.0;225;-901.0;39.0;-218.0;-2.0;150.0;-394.0;-27
841.0;-42.0;10;901.0;-393.0;210;-984.0;174.0;-89.0;26.0;399.0;-386.0;10
843.0;-18.0;-11;918.0;-373.0;223;-901.0;39.0;-219.0;-7.0;149.0;-392.0;-11
987.0;-533.0;-812;984.0;-67.0;-730;-1001.0;-274.0;-405.0;-75.0;379.0;-338.0;-812
852.0;2.0;13;920.0;-370.0;221;-912.0;37.0;-225.0;-3.0;153.0;-381.0;13
843.0;-10.0;-7;923.0;-360.0;219;-901.0;37.0;-226.0;-7.0;161.0;-384.0;-7
858.0;-25.0;-17;847.0;-374.0;216;-922.0;256.0;-118.0;-47.0;417.0;-318.0;-17
848.0;-6.0;-11;948.0;-370.0;215;-902.0;37.0;-225.0;-1.0;165.0;-357.0;-11
841.0;8.0;27;932.0;-362.0;220;-904.0;38.0;-222.0;0.0;166.0;-349.0;27
832.0;43.0;-26;912.0;-363.0;225;-885.0;39.0;-175.0;-10.0;279.0;-356.0;-26
843.0;-13.0;-16;923.0;-372.0;220;-978.0;142.0;-17.0;8.0;438.0;-387.0;-16
867.0;-25.0;9;931.0;-383.0;218;-983.0;146.0;-28.0;12.0;444.0;-386.0;9
931.0;-237.0;816;1100.0;-449.0;96;-809.0;386.0;114.0;12.0;828.0;414.0;816
1009.0;-325.0;2866;1020.0;48.0;-88;-1134.0;345.0;316.0;17.0;-117.0;430.0;2866
861.0;-14.0;9;918.0;-383.0;228;-972.0;172.0;-41.0;-19.0;436.0;-367.0;9
848.0;-73.0;-20;896.0;-388.0;220;-955.0;181.0;-46.0;14.0;431.0;-371.0;-20
994.0;223.0;0;1093.0;-17.0;236;-979.0;101.0;-61.0;-110.0;41.0;457.0;0
851.0;73.0;-2;927.0;-372.0;220;-994.0;117.0;-26.0;29.0;449.0;-351.0;-2
857.0;19.0;-8;908.0;-321.0;220;-949.0;107.0;-31.0;-59.0;429.0;-343.0;-8
844.0;12.0;-18;895.0;-330.0;216;-947.0;108.0;-30.0;-50.0;420.0;-348.0;-18
843.0;-62.0;-10;901.0;-374.0;217;-957.0;102.0;-38.0;-65.0;409.0;-330.0;-10
970.0;16.0;1229;944.0;178.0;428;-929.0;637.0;304.0;56.0;649.0;756.0;1229
989.0;-116.0;-1;948.0;-3.0;287;-977.0;-304.0;-250.0;-40.0;-563.0;-452.0;-1
839.0;2.0;15;953.0;-361.0;221;-910.0;50.0;-204.0;-68.0;123.0;-389.0;15
838.0;21.0;-18;842.0;-379.0;216;-967.0;-182.0;-321.0;-31.0;675.0;-375.0;-18
858.0;4.0;-23;937.0;-364.0;228;-903.0;37.0;-227.0;-11.0;162.0;-377.0;-23
971.0;-16.0;-24;810.0;125.0;280;-95.0;-434.0;-435.0;-440.0;-700.0;-385.0;-24
845.0;10.0;15;923.0;-375.0;220;-905.0;57.0;-225.0;-49.0;132.0;-423.0;15
839.0;-8.0;-1;864.0;-382.0;213;-917.0;262.0;-118.0;-52.0;435.0;-434.0;-1
886.0;-130.0;-16;943.0;-414.0;256;-971.0;149.0;-117.0;53.0;385.0;-352.0;-16
824.0;12.0;13;941.0;-382.0;223;-906.0;57.0;-225.0;-46.0;133.0;-423.0;13
848.0;10.0;-4;916.0;-386.0;219;-907.0;55.0;-227.0;-30.0;138.0;-419.0;-4
544.0;255.0;46;817.0;-565.0;237;-880.0;-387.0;-112.0;13.0;-882.0;-494.0;46
861.0;-50.0;31;823.0;-377.0;217;-980.0;193.0;-240.0;-59.0;329.0;-384.0;31
841.0;-75.0;2;819.0;-353.0;211;-965.0;160.0;-241.0;-38.0;339.0;-381.0;2
997.0;4.0;2;916.0;11.0;275;-980.0;18.0;-166.0;38.0;753.0;565.0;2
834.0;-48.0;-35;866.0;-374.0;209;-947.0;95.0;2.0;-59.0;434.0;-421.0;-35
830.0;-6.0;-26;945.0;-376.0;220;-910.0;56.0;-225.0;-42.0;137.0;-417.0;-26
866.0;-2.0;1;908.0;-388.0;230;-979.0;163.0;-9.0;49.0;466.0;-377.0;1
933.0;-549.0;-89;782.0;-6.0;267;-795.0;232.0;297.0;-231.0;-322.0;359.0;-89
845.0;43.0;17;923.0;-362.0;215;-1020.0;176.0;-3.0;15.0;459.0;-392.0;17
937.0;-554.0;74;626.0;-445.0;309;-942.0;180.0;42.0;-45.0;850.0;161.0;74
1026.0;28.0;123;969.0;-5.0;337;-889.0;-460.0;-373.0;-132.0;-18.0;-239.0;123
851.0;58.0;27;772.0;-355.0;216;-939.0;-32.0;-132.0;-19.0;586.0;-402.0;27
925.0;-785.0;414;847.0;77.0;281;-797.0;336.0;41.0;35.0;836.0;186.0;414
872.0;-64.0;12;912.0;-382.0;237;-988.0;149.0;-41.0;4.0;466.0;-390.0;12
854.0;-60.0;-37;937.0;-387.0;225;-978.0;162.0;-39.0;-2.0;454.0;-390.0;-37
933.0;-218.0;-1328;1030.0;20.0;436;-959.0;-429.0;-335.0;-141.0;-26.0;-424.0;-1328
977.0;3.0;-8;942.0;127.0;304;-988.0;570.0;497.0;-25.0;30.0;624.0;-8
851.0;23.0;2;857.0;-374.0;222;-913.0;262.0;-114.0;-52.0;439.0;-391.0;2
996.0;-30.0;-743;904.0;-63.0;163;-976.0;523.0;511.0;-24.0;5.0;637.0;-743
856.0;36.0;14;967.0;-391.0;222;-988.0;163.0;-58.0;-29.0;459.0;-392.0;14
860.0;-1.0;-8;902.0;-380.0;223;-968.0;157.0;-113.0;31.0;430.0;-386.0;-8
828.0;145.0;30;854.0;-355.0;209;-967.0;95.0;-79.0;-20.0;461.0;-382.0;30
857.0;-27.0;-24;919.0;-394.0;209;-976.0;174.0;-116.0;11.0;420.0;-387.0;-24
795.0;56.0;-124;1063.0;-259.0;170;-599.0;-467.0;-230.0;-101.0;88.0;-744.0;-124
429.0;928.0;-90;600.0;-573.0;284;-1091.0;247.0;-9.0;-69.0;824.0;335.0;-90
872.0;-55.0;-47;945.0;-390.0;262;-962.0;6.0;-184.0;81.0;151.0;-409.0;-47
860.0;-57.0;-16;946.0;-384.0;240;-970.0;-29.0;-290.0;119.0;-75.0;-430.0;-16
985.0;158.0;-236;955.0;-534.0;320;-872.0;-569.0;-477.0;36.0;-160.0;-576.0;-236
979.0;160.0;-35;914.0;23.0;317;-970.0;554.0;507.0;-182.0;135.0;660.0;-35
871.0;97.0;-10;930.0;-413.0;242;-971.0;172.0;-105.0;68.0;436.0;-343.0;-10
609.0;564.0;64;961.0;-660.0;320;-610.0;634.0;322.0;-82.0;315.0;743.0;64
845.0;169.0;-29;784.0;-349.0;212;-948.0;258.0;-85.0;28.0;430.0;-405.0;-29
978.0;82.0;-4275;952.0;-52.0;-121;-1012.0;495.0;268.0;-87.0;750.0;288.0;-4275
842.0;-118.0;12;834.0;-355.0;213;-935.0;241.0;-192.0;-57.0;363.0;-407.0;12
850.0;1.0;-698;852.0;-336.0;253;-1037.0;205.0;-86.0;19.0;351.0;-415.0;-698
859.0;-2.0;2;795.0;-340.0;222;-927.0;301.0;-44.0;1.0;424.0;-414.0;2
860.0;4.0;4;799.0;-363.0;219;-932.0;301.0;-52.0;-18.0;423.0;-417.0;4
1007.0;-395.0;-93;795.0;-20.0;253;-39.0;258.0;375.0;-492.0;754.0;495.0;-93
963.0;-338.0;-126;921.0;48.0;211;-1099.0;580.0;422.0;-86.0;643.0;562.0;-126
844.0;15.0;21;857.0;-370.0;218;-926.0;258.0;-126.0;-59.0;417.0;-476.0;21
858.0;-19.0;-9;799.0;-355.0;219;-926.0;300.0;-42.0;-21.0;422.0;-414.0;-9
456.0;831.0;-152;1133.0;-606.0;195;-1023.0;45.0;-222.0;-127.0;649.0;-9.0;-152
