InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-131.0;123.0;-202.0;-1;-86.0;731;-1;143.0;97.0
-73.0;185.0;-55.0;8;-101.0;731;8;-144.0;-210.0
8.0;-80.0;-92.0;-2;46.0;728;-2;34.0;49.0
-23.0;-35.0;-200.0;2;-154.0;729;2;16.0;-2.0
-30.0;73.0;-55.0;-28;-151.0;726;-28;-291.0;-331.0
-46.0;102.0;238.0;-9;-94.0;728;-9;170.0;-8.0
32.0;-85.0;-79.0;28;-240.0;735;28;-190.0;-126.0
-2.0;-24.0;23.0;9;-48.0;727;9;-147.0;51.0
37.0;170.0;118.0;-10;49.0;732;-10;148.0;39.0
69.0;105.0;-8.0;1;18.0;732;1;132.0;-48.0
-63.0;-28.0;-15.0;-45;103.0;734;-45;137.0;83.0
-8.0;130.0;60.0;31;-31.0;729;31;-210.0;-150.0
-10.0;15.0;13.0;38;20.0;732;38;-31.0;-54.0
-11.0;-17.0;-20.0;-17;76.0;739;-17;19.0;44.0
1.0;-3.0;-32.0;17;84.0;725;17;80.0;9.0
-8.0;72.0;8.0;-31;65.0;723;-31;13.0;-29.0
-35.0;13.0;-18.0;-14;-15.0;735;-14;32.0;11.0
-22.0;65.0;17.0;10;-61.0;732;10;-87.0;-59.0
-58.0;57.0;55.0;1;36.0;730;1;-18.0;-51.0
32.0;-4.0;2.0;-10;-16.0;730;-10;-25.0;-31.0
102.0;-39.0;20.0;-5;52.0;730;-5;42.0;48.0
-17.0;131.0;40.0;-37;-118.0;725;-37;-110.0;-107.0
-69.0;48.0;-1.0;-13;-141.0;728;-13;-93.0;-133.0
-4.0;52.0;16.0;10;-36.0;734;10;33.0;14.0
9.0;22.0;-1.0;2;-44.0;732;2;-74.0;-110.0
11.0;-35.0;-25.0;0;-52.0;731;0;-120.0;-68.0
-16.0;9.0;-48.0;-2;-39.0;725;-2;19.0;-11.0
-37.0;43.0;-43.0;-23;-108.0;725;-23;-114.0;-128.0
4.0;81.0;21.0;21;-48.0;733;21;-45.0;-63.0
40.0;5.0;-54.0;13;181.0;730;13;221.0;204.0
38.0;-34.0;-31.0;4;120.0;734;4;228.0;241.0
-5.0;-58.0;-26.0;-9;172.0;727;-9;214.0;182.0
8.0;-50.0;-69.0;-1;149.0;730;-1;132.0;132.0
90.0;-34.0;4.0;10;-48.0;730;10;-55.0;-81.0
27.0;-27.0;4.0;4;-37.0;729;4;-100.0;-67.0
-42.0;27.0;3.0;-21;-34.0;730;-21;-85.0;-68.0
-24.0;117.0;29.0;-8;-134.0;732;-8;-24.0;43.0
41.0;131.0;4.0;4;-182.0;728;4;-138.0;-56.0
-13.0;173.0;47.0;62;-216.0;728;62;-211.0;-154.0
-20.0;-30.0;-43.0;-4;-30.0;731;-4;-97.0;-110.0
-6.0;64.0;-15.0;-19;-83.0;730;-19;6.0;1.0
25.0;22.0;23.0;3;-64.0;733;3;-162.0;-137.0
1.0;10.0;-19.0;-5;-45.0;725;-5;-103.0;-104.0
48.0;-2.0;-4.0;26;-60.0;734;26;-4.0;33.0
37.0;-33.0;10.0;-8;-12.0;724;-8;61.0;19.0
10.0;28.0;-10.0;9;-36.0;727;9;5.0;15.0
4.0;15.0;-26.0;5;-19.0;730;5;10.0;-51.0
2.0;-19.0;-13.0;-19;-40.0;729;-19;4.0;-23.0
-31.0;48.0;19.0;32;-68.0;736;32;10.0;-51.0
11.0;11.0;-28.0;8;-111.0;729;8;-94.0;-135.0
-43.0;21.0;-35.0;-6;77.0;733;-6;26.0;7.0
-94.0;46.0;-65.0;12;-54.0;728;12;-79.0;-65.0
14.0;-37.0;-49.0;16;53.0;726;16;128.0;145.0
0.0;-31.0;-44.0;0;43.0;730;0;75.0;90.0
27.0;30.0;-24.0;-15;-12.0;731;-15;52.0;11.0
10.0;23.0;-19.0;10;-29.0;730;10;-30.0;-15.0
6.0;-1.0;-29.0;7;17.0;728;7;72.0;19.0
47.0;4.0;30.0;-7;3.0;731;-7;7.0;14.0
41.0;-37.0;-34.0;8;-29.0;725;8;119.0;99.0
29.0;7.0;11.0;-7;-108.0;733;-7;-58.0;-43.0
15.0;-17.0;-65.0;-34;118.0;732;-34;177.0;35.0
106.0;-66.0;-43.0;12;174.0;734;12;147.0;84.0
115.0;-41.0;-1.0;18;8.0;731;18;127.0;92.0
23.0;-1.0;13.0;26;30.0;722;26;-20.0;-80.0
-70.0;27.0;-44.0;-12;-69.0;731;-12;-64.0;-85.0
32.0;62.0;9.0;-12;-56.0;724;-12;-42.0;15.0
33.0;-5.0;-34.0;-20;11.0;723;-20;42.0;38.0
6.0;-65.0;-14.0;23;104.0;732;23;197.0;162.0
-24.0;20.0;-25.0;2;-27.0;729;2;-54.0;-108.0
-29.0;33.0;-10.0;10;-59.0;724;10;-102.0;-96.0
-28.0;23.0;-19.0;26;-78.0;730;26;-67.0;-46.0
-18.0;14.0;-43.0;33;-26.0;731;33;-12.0;13.0
-26.0;33.0;-52.0;37;31.0;705;37;2.0;-255.0
195.0;56.0;-120.0;-2;94.0;704;-2;-131.0;-274.0
-91.0;-1.0;22.0;-30;-299.0;732;-30;-302.0;-206.0
-40.0;136.0;40.0;-3;-122.0;728;-3;-149.0;-108.0
3.0;68.0;54.0;-63;-56.0;676;-63;-122.0;305.0
157.0;-58.0;81.0;39;-345.0;694;39;-120.0;-61.0
-7.0;6.0;-107.0;66;-24.0;683;66;-111.0;-125.0
134.0;45.0;-219.0;-32;-174.0;723;-32;-112.0;-141.0
153.0;-8.0;-178.0;-57;-307.0;715;-57;-109.0;49.0
-34.0;22.0;-117.0;44;54.0;703;44;-80.0;-170.0
-46.0;35.0;-128.0;56;171.0;720;56;-25.0;-99.0
-57.0;-61.0;90.0;30;48.0;715;30;104.0;125.0
-62.0;-68.0;89.0;29;78.0;715;29;108.0;134.0
5.0;10.0;-8.0;12;-50.0;716;12;-16.0;-3.0
-4.0;17.0;-16.0;-44;-39.0;725;-44;-25.0;-35.0
11.0;-40.0;-46.0;-15;-12.0;725;-15;27.0;11.0
7.0;-11.0;-16.0;5;10.0;724;5;9.0;43.0
3.0;-18.0;5.0;-3;-16.0;719;-3;39.0;48.0
15.0;17.0;4.0;11;-47.0;723;11;7.0;39.0
-30.0;33.0;18.0;-26;-37.0;731;-26;-32.0;-75.0
-15.0;40.0;-9.0;17;62.0;728;17;70.0;43.0
2.0;-44.0;23.0;-4;139.0;731;-4;128.0;98.0
93.0;66.0;10.0;-29;-161.0;732;-29;132.0;-228.0
16.0;-108.0;8.0;-13;-85.0;733;-13;161.0;167.0
-32.0;-24.0;-39.0;-19;-12.0;730;-19;206.0;180.0
5.0;37.0;-26.0;-23;-39.0;734;-23;-18.0;-25.0
-113.0;180.0;-111.0;-3;15.0;729;-3;36.0;-5.0
5.0;-50.0;-13.0;12;-31.0;731;12;108.0;206.0
-23.0;19.0;-56.0;10;6.0;733;10;52.0;-83.0
-29.0;-35.0;-13.0;-8;13.0;726;-8;42.0;-61.0
10.0;-31.0;-74.0;5;-28.0;734;5;69.0;-120.0
18.0;-19.0;15.0;-13;-2.0;729;-13;33.0;0.0
-17.0;-15.0;-7.0;3;-34.0;727;3;59.0;-27.0
-31.0;-44.0;-1.0;9;-14.0;729;9;36.0;-14.0
-33.0;26.0;7.0;15;-17.0;732;15;26.0;23.0
-3.0;9.0;-2.0;40;-51.0;724;40;24.0;2.0
-35.0;10.0;7.0;17;-17.0;731;17;-53.0;64.0
-77.0;-76.0;214.0;102;-116.0;728;102;200.0;-68.0
-52.0;28.0;50.0;-5;-28.0;736;-5;-52.0;45.0
-7.0;-81.0;5.0;-97;54.0;734;-97;121.0;123.0
-17.0;7.0;20.0;-87;43.0;748;-87;87.0;57.0
19.0;74.0;-33.0;5;50.0;725;5;36.0;102.0
16.0;19.0;-11.0;-17;14.0;732;-17;5.0;-249.0
33.0;-43.0;-26.0;-22;-37.0;736;-22;36.0;13.0
-44.0;5.0;154.0;12;-18.0;719;12;-138.0;169.0
31.0;38.0;50.0;-37;-57.0;722;-37;-138.0;-62.0
91.0;10.0;5.0;-7;46.0;721;-7;-110.0;-357.0
173.0;-280.0;-26.0;-18;78.0;706;-18;-12.0;-107.0
-268.0;69.0;37.0;-34;-43.0;713;-34;122.0;-253.0
-32.0;91.0;-133.0;-36;-135.0;518;-36;161.0;102.0
-13.0;203.0;49.0;-35;-4.0;711;-35;-168.0;113.0
37.0;110.0;-22.0;-14;-20.0;711;-14;52.0;-37.0
35.0;10.0;32.0;48;-126.0;720;48;16.0;78.0
15.0;-9.0;-160.0;2;8.0;722;2;104.0;-392.0
22.0;-35.0;-151.0;-13;-21.0;717;-13;100.0;-337.0
21.0;2.0;-167.0;-34;7.0;716;-34;109.0;-367.0
39.0;8.0;-154.0;20;-20.0;715;20;158.0;-281.0
43.0;-2.0;-99.0;3;-41.0;716;3;91.0;-179.0
35.0;1.0;-53.0;21;-54.0;717;21;104.0;-167.0
-5.0;33.0;-22.0;1;-75.0;731;1;159.0;-307.0
29.0;-232.0;-50.0;-29;43.0;721;-29;-183.0;-17.0
-29.0;78.0;-13.0;-12;-134.0;723;-12;-71.0;-161.0
-48.0;190.0;4.0;-16;-77.0;721;-16;-78.0;-232.0
-20.0;-41.0;-19.0;-2;52.0;719;-2;-3.0;2.0
1.0;121.0;95.0;2;-125.0;727;2;-92.0;-16.0
15.0;22.0;16.0;21;41.0;722;21;120.0;90.0
41.0;6.0;63.0;13;61.0;717;13;203.0;202.0
23.0;-21.0;-39.0;-5;-83.0;724;-5;87.0;-200.0
19.0;-57.0;-24.0;-7;-29.0;716;-7;96.0;-192.0
-3.0;30.0;-96.0;-4;10.0;719;-4;42.0;-89.0
35.0;203.0;-58.0;-169;-97.0;738;-169;-20.0;-9.0
-35.0;-15.0;20.0;5;26.0;719;5;-13.0;54.0
-136.0;222.0;257.0;53;-88.0;727;53;-36.0;-77.0
11.0;53.0;-93.0;-9;-18.0;727;-9;-36.0;-125.0
47.0;27.0;141.0;-4;12.0;715;-4;-48.0;233.0
-109.0;-23.0;-95.0;-41;42.0;731;-41;121.0;151.0
12.0;19.0;-29.0;-25;-38.0;727;-25;15.0;-84.0
32.0;-27.0;-21.0;-25;-59.0;727;-25;21.0;-11.0
47.0;-32.0;23.0;-25;-38.0;727;-25;-6.0;-94.0
129.0;-35.0;95.0;5;-93.0;721;5;6.0;-32.0
-30.0;87.0;-109.0;-7;-77.0;724;-7;-80.0;-199.0
-65.0;54.0;-53.0;11;-124.0;716;11;-26.0;105.0
2.0;-8.0;-30.0;16;-30.0;723;16;-5.0;-1.0
106.0;-113.0;42.0;-25;47.0;713;-25;78.0;-28.0
-83.0;104.0;-22.0;-104;45.0;689;-104;-130.0;-382.0
101.0;-193.0;-98.0;39;163.0;715;39;204.0;36.0
32.0;94.0;-86.0;-23;135.0;727;-23;179.0;-10.0
63.0;-68.0;-140.0;-31;98.0;730;-31;193.0;90.0
-5.0;44.0;-56.0;-25;105.0;719;-25;38.0;-19.0
-253.0;145.0;87.0;-46;-8.0;754;-46;-201.0;-168.0
46.0;59.0;-19.0;-15;66.0;736;-15;105.0;35.0
74.0;-26.0;-102.0;2;20.0;733;2;114.0;57.0
-61.0;171.0;130.0;-5;-120.0;734;-5;-62.0;-32.0
89.0;70.0;-237.0;-27;115.0;721;-27;142.0;117.0
32.0;208.0;-22.0;13;54.0;720;13;-203.0;-188.0
-18.0;-29.0;-60.0;11;9.0;721;11;54.0;-32.0
4.0;-221.0;15.0;49;-27.0;727;49;272.0;111.0
-105.0;-270.0;41.0;-26;-115.0;723;-26;-40.0;-212.0
-232.0;-254.0;-105.0;4;-105.0;723;4;59.0;14.0
-211.0;-8.0;-85.0;6;13.0;721;6;-203.0;-141.0
-10.0;46.0;20.0;-34;2.0;721;-34;-26.0;-242.0
-19.0;-10.0;32.0;10;6.0;725;10;-2.0;-72.0
-96.0;-73.0;-127.0;-1;-50.0;726;-1;224.0;247.0
119.0;-74.0;-29.0;15;98.0;720;15;184.0;195.0
19.0;76.0;24.0;-12;68.0;705;-12;47.0;-219.0
66.0;88.0;19.0;-22;160.0;707;-22;-12.0;-213.0
51.0;15.0;-22.0;-23;187.0;725;-23;142.0;49.0
68.0;141.0;145.0;3;8.0;709;3;156.0;-83.0
35.0;-12.0;61.0;13;224.0;723;13;98.0;-84.0
-82.0;20.0;-16.0;-9;120.0;700;-9;80.0;99.0
-22.0;58.0;-144.0;-20;-4.0;708;-20;-80.0;-22.0
5.0;57.0;-21.0;-15;262.0;718;-15;31.0;-122.0
-147.0;43.0;292.0;-12;-49.0;712;-12;-34.0;106.0
-85.0;222.0;219.0;-39;-64.0;757;-39;-143.0;-93.0
301.0;90.0;14.0;18;46.0;722;18;44.0;-116.0
61.0;102.0;-20.0;-32;-155.0;723;-32;37.0;-157.0
13.0;22.0;-91.0;-21;65.0;726;-21;58.0;-121.0
-14.0;76.0;-23.0;10;-58.0;726;10;-41.0;-6.0
-28.0;-7.0;-32.0;8;17.0;717;8;30.0;-64.0
-27.0;16.0;-28.0;-18;13.0;719;-18;37.0;-51.0
36.0;12.0;-17.0;-26;6.0;712;-26;0.0;5.0
10.0;9.0;6.0;-25;9.0;713;-25;19.0;20.0
16.0;37.0;114.0;-11;-33.0;718;-11;-209.0;296.0
7.0;-95.0;-30.0;4;51.0;722;4;99.0;-117.0
-198.0;-9.0;16.0;-66;-49.0;720;-66;-283.0;-22.0
33.0;-188.0;-39.0;-19;-261.0;719;-19;138.0;-222.0
-9.0;-194.0;-145.0;-24;-28.0;717;-24;158.0;-260.0
19.0;76.0;-128.0;-1;23.0;724;-1;-126.0;-205.0
141.0;8.0;8.0;-186;192.0;667;-186;32.0;-81.0
17.0;61.0;131.0;-50;150.0;603;-50;23.0;-162.0
-12.0;29.0;24.0;41;-43.0;728;41;-12.0;14.0
-26.0;20.0;-19.0;-16;-27.0;720;-16;35.0;18.0
-21.0;9.0;-21.0;12;-12.0;726;12;20.0;-31.0
-16.0;73.0;62.0;17;220.0;771;17;58.0;110.0
-10.0;-3.0;-17.0;3;-27.0;727;3;85.0;-109.0
23.0;25.0;-47.0;3;13.0;725;3;64.0;-78.0
10.0;-3.0;-58.0;-8;-1.0;727;-8;74.0;-91.0
-7.0;116.0;-21.0;11;-48.0;727;11;-71.0;-60.0
20.0;74.0;3.0;32;-82.0;730;32;-43.0;-52.0
-13.0;21.0;43.0;-16;-127.0;731;-16;41.0;-90.0
6.0;5.0;-6.0;-19;-126.0;732;-19;105.0;-141.0
-44.0;-340.0;-112.0;-25;-66.0;730;-25;161.0;-51.0
-1.0;-232.0;53.0;-7;-93.0;716;-7;77.0;-21.0
-34.0;-107.0;-89.0;-23;45.0;726;-23;5.0;119.0
-101.0;258.0;105.0;25;-61.0;716;25;-277.0;146.0
-91.0;199.0;-46.0;-8;-122.0;718;-8;-143.0;28.0
-43.0;144.0;-89.0;-32;-115.0;716;-32;-59.0;-57.0
19.0;110.0;-335.0;22;-134.0;717;22;39.0;-114.0
1.0;-1.0;5.0;-40;20.0;660;-40;24.0;8.0
-19.0;64.0;0.0;-34;-15.0;657;-34;-46.0;-55.0
18.0;68.0;-119.0;5;-71.0;726;5;-85.0;-74.0
-8.0;-34.0;2.0;17;-18.0;645;17;21.0;16.0
-1.0;21.0;8.0;29;-3.0;642;29;14.0;-20.0
-11.0;-36.0;-27.0;10;-26.0;648;10;30.0;-16.0
-7.0;26.0;-32.0;9;31.0;652;9;-6.0;-3.0
27.0;34.0;5.0;-4;-41.0;722;-4;6.0;-10.0
-358.0;14.0;165.0;-9;-42.0;734;-9;-51.0;-156.0
-23.0;-17.0;-35.0;-5;94.0;723;-5;88.0;-19.0
-31.0;-106.0;19.0;4;-23.0;717;4;103.0;29.0
118.0;-117.0;220.0;-14;-132.0;623;-14;116.0;183.0
-19.0;60.0;-104.0;-14;-51.0;631;-14;-24.0;91.0
67.0;-367.0;28.0;-16;-49.0;735;-16;33.0;-77.0
61.0;-151.0;-86.0;-16;-32.0;736;-16;4.0;-236.0
-3.0;42.0;-14.0;10;8.0;647;10;-8.0;34.0
-10.0;-3.0;-45.0;5;-12.0;649;5;22.0;38.0
47.0;-20.0;1.0;-1;30.0;649;-1;-8.0;12.0
-12.0;40.0;-30.0;-4;20.0;648;-4;14.0;-20.0
-19.0;-21.0;-36.0;-8;-16.0;645;-8;16.0;-6.0
2.0;71.0;48.0;-48;-79.0;631;-48;-109.0;-204.0
59.0;35.0;-30.0;22;-27.0;715;22;73.0;-5.0
-17.0;79.0;-1.0;-16;-42.0;719;-16;-5.0;-36.0
-20.0;-20.0;45.0;23;55.0;722;23;108.0;113.0
-20.0;-56.0;70.0;9;215.0;719;9;161.0;227.0
-33.0;41.0;163.0;0;155.0;637;0;-33.0;284.0
-34.0;-63.0;44.0;-13;0.0;641;-13;96.0;-7.0
-4.0;72.0;-78.0;-8;132.0;715;-8;258.0;150.0
16.0;-40.0;2.0;-2;-20.0;719;-2;-62.0;-12.0
-40.0;-35.0;23.0;3;-17.0;719;3;-62.0;29.0
-7.0;10.0;44.0;17;-49.0;714;17;-66.0;-40.0
-32.0;54.0;-16.0;11;-24.0;724;11;31.0;-19.0
-13.0;-20.0;11.0;3;2.0;723;3;-2.0;28.0
2.0;-9.0;35.0;-15;21.0;717;-15;49.0;49.0
12.0;-9.0;-11.0;-4;40.0;723;-4;84.0;34.0
-59.0;88.0;11.0;-157;-142.0;720;-157;-163.0;-157.0
-82.0;87.0;-2.0;-146;-170.0;720;-146;-196.0;-155.0
-49.0;115.0;31.0;-102;-183.0;724;-102;-178.0;-174.0
-46.0;-55.0;-21.0;-13;-20.0;641;-13;59.0;141.0
1.0;20.0;-21.0;-9;-15.0;648;-9;-7.0;-20.0
-27.0;32.0;2.0;33;-43.0;647;33;4.0;6.0
-13.0;24.0;-23.0;1;-21.0;649;1;-10.0;-10.0
-19.0;-2.0;-12.0;1;-18.0;654;1;9.0;0.0
-42.0;-2.0;-33.0;-15;-40.0;652;-15;1.0;-9.0
-9.0;18.0;-27.0;-10;-55.0;648;-10;-21.0;-4.0
33.0;45.0;-55.0;-14;-36.0;648;-14;-3.0;15.0
-26.0;-55.0;-15.0;6;-21.0;645;6;120.0;265.0
-10.0;34.0;-66.0;30;20.0;647;30;28.0;-30.0
-13.0;-146.0;56.0;18;25.0;645;18;203.0;64.0
-27.0;374.0;-65.0;10;-96.0;648;10;-152.0;68.0
-29.0;57.0;-17.0;7;-79.0;644;7;-34.0;11.0
31.0;61.0;32.0;7;-21.0;644;7;-16.0;187.0
-34.0;116.0;8.0;-2;-44.0;635;-2;-74.0;-83.0
-11.0;50.0;-27.0;-3;-1.0;633;-3;-16.0;-76.0
-25.0;7.0;33.0;10;-13.0;643;10;5.0;-1.0
42.0;-67.0;-142.0;-20;2.0;646;-20;222.0;-308.0
-37.0;-55.0;113.0;42;3.0;633;42;111.0;-5.0
-32.0;40.0;23.0;-18;-2.0;628;-18;43.0;-161.0
-12.0;163.0;-267.0;-20;-141.0;805;-20;-15.0;-206.0
-32.0;28.0;63.0;-27;-7.0;627;-27;30.0;-191.0
-1.0;-94.0;83.0;-19;-3.0;629;-19;117.0;-82.0
-28.0;131.0;8.0;-2;-13.0;631;-2;-135.0;-326.0
42.0;-24.0;16.0;-18;28.0;652;-18;184.0;-325.0
54.0;-98.0;68.0;1;95.0;654;1;253.0;-155.0
5.0;168.0;-72.0;-24;4.0;654;-24;-96.0;-105.0
14.0;149.0;-37.0;-7;-26.0;656;-7;-93.0;82.0
-55.0;83.0;-63.0;-36;-17.0;631;-36;-95.0;-342.0
-15.0;142.0;-47.0;-25;-36.0;654;-25;-99.0;-189.0
-38.0;103.0;-14.0;28;-25.0;653;28;-53.0;-24.0
-11.0;57.0;-7.0;55;-42.0;655;55;-98.0;-60.0
-55.0;-66.0;19.0;-22;-15.0;645;-22;84.0;50.0
-55.0;30.0;-37.0;-16;-101.0;644;-16;-120.0;-106.0
39.0;221.0;-75.0;10;-27.0;633;10;-190.0;-215.0
0.0;92.0;-41.0;-15;-42.0;634;-15;-89.0;43.0
69.0;110.0;61.0;1;-15.0;643;1;-100.0;-41.0
19.0;32.0;-36.0;-31;2.0;646;-31;12.0;-30.0
1.0;-8.0;0.0;-4;10.0;645;-4;16.0;18.0
3.0;9.0;2.0;2;25.0;645;2;7.0;-7.0
-18.0;37.0;19.0;19;15.0;646;19;-42.0;-11.0
-2.0;-19.0;3.0;-23;-12.0;634;-23;154.0;-261.0
17.0;2.0;19.0;-4;-7.0;645;-4;16.0;86.0
-9.0;18.0;-34.0;1;-15.0;644;1;-16.0;16.0
-3.0;-2.0;-17.0;-26;-27.0;647;-26;42.0;-16.0
-11.0;36.0;-40.0;-2;-44.0;649;-2;27.0;-51.0
17.0;43.0;-19.0;1;-64.0;624;1;10.0;57.0
3.0;17.0;-14.0;2;6.0;617;2;65.0;-38.0
-7.0;-149.0;18.0;31;-29.0;640;31;154.0;260.0
-3.0;-58.0;-17.0;-3;1.0;640;-3;64.0;286.0
2.0;46.0;18.0;19;-23.0;641;19;-13.0;78.0
-11.0;67.0;-44.0;12;-47.0;644;12;-55.0;22.0
5.0;63.0;-19.0;21;25.0;647;21;-15.0;30.0
4.0;9.0;-11.0;-9;-46.0;642;-9;-6.0;-19.0
13.0;-78.0;46.0;11;32.0;646;11;121.0;-15.0
-36.0;-32.0;33.0;6;19.0;645;6;48.0;-37.0
20.0;15.0;-1.0;-5;-36.0;639;-5;20.0;-11.0
-3.0;0.0;-20.0;2;20.0;636;2;18.0;-20.0
0.0;25.0;6.0;15;6.0;639;15;27.0;25.0
6.0;15.0;-27.0;-9;-25.0;643;-9;34.0;3.0
-7.0;19.0;-9.0;-11;-23.0;644;-11;-10.0;-9.0
15.0;24.0;-15.0;1;16.0;640;1;-1.0;-28.0
-5.0;16.0;3.0;38;-9.0;636;38;27.0;33.0
-13.0;37.0;-9.0;1;-10.0;643;1;-4.0;29.0
-1.0;3.0;-22.0;-1;13.0;644;-1;3.0;-8.0
-15.0;19.0;-2.0;5;-5.0;648;5;10.0;-15.0
30.0;17.0;-24.0;6;-16.0;653;6;3.0;-32.0
-21.0;-11.0;-15.0;-17;5.0;646;-17;20.0;-14.0
-10.0;-8.0;-35.0;10;-2.0;646;10;48.0;13.0
-6.0;17.0;6.0;13;0.0;643;13;5.0;-33.0
-3.0;2.0;-23.0;8;-43.0;641;8;21.0;-6.0
-11.0;-17.0;1.0;-2;-33.0;647;-2;-1.0;33.0
-21.0;-18.0;-23.0;-10;-28.0;648;-10;37.0;30.0
