InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
-159;321.0;-632.0;99;-744.0;68.0;398.0;675.0;-664.0;797;50.0
-159;311.0;-631.0;99;-748.0;71.0;391.0;674.0;-666.0;796;53.0
-159;217.0;-635.0;99;-759.0;74.0;328.0;686.0;-687.0;805;50.0
-159;190.0;-633.0;99;-763.0;72.0;316.0;688.0;-691.0;803;50.0
-159;198.0;-636.0;99;-760.0;68.0;310.0;694.0;-691.0;803;40.0
-159;196.0;-636.0;99;-760.0;72.0;307.0;694.0;-691.0;802;60.0
-159;192.0;-634.0;99;-762.0;90.0;302.0;693.0;-692.0;804;68.0
-159;181.0;-631.0;99;-766.0;101.0;283.0;692.0;-696.0;801;103.0
-160;173.0;-629.0;99;-768.0;117.0;269.0;691.0;-699.0;797;93.0
-160;143.0;-623.0;99;-775.0;131.0;227.0;692.0;-709.0;801;113.0
-160;-115.0;-597.0;99;-777.0;67.0;-20.0;688.0;-747.0;842;-1.0
-155;-249.0;-200.0;85;-442.0;202.0;-561.0;252.0;-629.0;795;115.0
-143;-177.0;-121.0;82;-331.0;307.0;-549.0;221.0;-568.0;652;20.0
-166;-401.0;-521.0;60;-813.0;125.0;-581.0;617.0;-689.0;704;-378.0
-151;-627.0;-565.0;-10;-691.0;-17.0;-691.0;746.0;-630.0;797;-179.0
-153;285.0;-605.0;-129;-783.0;226.0;253.0;715.0;-718.0;793;151.0
-151;417.0;-591.0;-172;-782.0;179.0;311.0;687.0;-689.0;758;70.0
-152;465.0;-572.0;-154;-789.0;190.0;341.0;658.0;-664.0;988;98.0
-84;467.0;-502.0;-154;-824.0;161.0;385.0;548.0;-589.0;612;-21.0
-87;509.0;-462.0;-154;-827.0;80.0;426.0;503.0;-547.0;537;-29.0
-89;541.0;-456.0;-154;-818.0;142.0;428.0;499.0;-541.0;1081;-40.0
-122;590.0;-262.0;-117;-759.0;525.0;78.0;317.0;-545.0;742;323.0
-124;595.0;-276.0;-115;-739.0;620.0;-17.0;295.0;-546.0;778;364.0
-168;-60.0;-608.0;110;-754.0;377.0;-190.0;787.0;-734.0;808;-59.0
-167;37.0;-612.0;114;-771.0;136.0;-97.0;801.0;-735.0;823;-156.0
-171;609.0;-201.0;-75;-712.0;-109.0;-205.0;227.0;-534.0;758;-194.0
-170;560.0;-221.0;-79;-626.0;-41.0;-112.0;259.0;-494.0;778;-219.0
-169;715.0;-393.0;-69;-495.0;199.0;204.0;441.0;-377.0;728;100.0
-169;722.0;-423.0;-47;-348.0;453.0;234.0;473.0;-220.0;785;403.0
-169;701.0;-401.0;-35;-318.0;462.0;219.0;450.0;-179.0;643;375.0
-150;668.0;-359.0;-32;-300.0;474.0;200.0;405.0;-139.0;668;340.0
-36;634.0;-262.0;-31;-314.0;-91.0;60.0;211.0;-42.0;1011;-130.0
-48;496.0;-178.0;-32;-238.0;-28.0;-96.0;60.0;21.0;542;-68.0
-167;61.0;-609.0;112;-775.0;99.0;-77.0;796.0;-734.0;820;-46.0
-166;594.0;-464.0;-2;-625.0;84.0;317.0;476.0;-486.0;799;-84.0
-108;584.0;-444.0;-89;-457.0;175.0;179.0;488.0;-233.0;678;15.0
-172;375.0;-229.0;-84;-295.0;232.0;-62.0;174.0;-89.0;795;188.0
-174;351.0;-223.0;-79;-222.0;228.0;-121.0;188.0;-66.0;786;210.0
-175;356.0;-231.0;-69;-160.0;2.0;-181.0;200.0;-47.0;837;198.0
-148;257.0;-152.0;-6;-104.0;201.0;-629.0;120.0;111.0;498;214.0
-144;-18.0;6.0;-7;-34.0;282.0;-600.0;17.0;190.0;489;402.0
-159;148.0;-154.0;-134;81.0;150.0;-499.0;226.0;328.0;778;-76.0
-155;564.0;-452.0;-16;-304.0;380.0;-106.0;630.0;47.0;955;-2.0
-154;52.0;-48.0;44;87.0;-61.0;-555.0;-95.0;240.0;540;-50.0
-161;538.0;-446.0;-14;-334.0;428.0;-38.0;611.0;-28.0;104;57.0
-169;535.0;-266.0;128;-319.0;103.0;-92.0;139.0;-80.0;1021;12.0
-169;399.0;-199.0;53;-55.0;182.0;-116.0;91.0;-14.0;796;41.0
-172;345.0;-227.0;33;74.0;64.0;-184.0;164.0;93.0;796;62.0
-166;278.0;-139.0;40;-71.0;-178.0;-216.0;13.0;124.0;555;151.0
-170;182.0;-80.0;39;-11.0;-260.0;-284.0;-58.0;182.0;363;-172.0
-170;157.0;-69.0;39;6.0;-212.0;-299.0;-73.0;182.0;348;18.0
-154;-300.0;150.0;64;374.0;-108.0;-646.0;-338.0;459.0;843;-88.0
-167;633.0;-504.0;-51;-365.0;293.0;297.0;666.0;-391.0;781;228.0
-169;653.0;-454.0;-98;-585.0;51.0;379.0;566.0;-453.0;795;-11.0
-162;608.0;-467.0;-145;-665.0;4.0;379.0;592.0;-430.0;977;-48.0
-166;349.0;-529.0;121;-803.0;152.0;293.0;584.0;-629.0;1038;-63.0
-174;290.0;-582.0;168;-790.0;140.0;156.0;710.0;-687.0;695;-32.0
-154;-41.0;-334.0;16;-558.0;326.0;-439.0;430.0;-753.0;790;103.0
-154;-29.0;-329.0;0;-552.0;341.0;-461.0;414.0;-744.0;801;130.0
-154;-71.0;-269.0;-51;-570.0;162.0;-546.0;322.0;-674.0;791;126.0
-169;-330.0;-154.0;-62;-384.0;162.0;-593.0;217.0;-544.0;799;68.0
-177;-310.0;-125.0;-68;-355.0;193.0;-593.0;176.0;-499.0;789;-5.0
-180;-289.0;-105.0;-75;-332.0;166.0;-588.0;143.0;-477.0;804;20.0
-175;302.0;213.0;-90;80.0;285.0;-56.0;-322.0;-111.0;1076;-213.0
-178;-60.0;-33.0;-131;-10.0;312.0;-435.0;85.0;-231.0;802;60.0
-178;-222.0;-142.0;-87;-65.0;-88.0;-523.0;173.0;-228.0;816;130.0
-176;-349.0;-239.0;-55;-77.0;-79.0;-531.0;237.0;-276.0;816;126.0
-175;-372.0;-272.0;-15;-65.0;57.0;-490.0;263.0;-310.0;828;49.0
-173;-400.0;-296.0;-10;-68.0;52.0;-447.0;305.0;-251.0;409;133.0
-176;-408.0;-296.0;-10;-77.0;78.0;-449.0;309.0;-246.0;635;62.0
-177;-413.0;-296.0;-10;-87.0;42.0;-454.0;314.0;-246.0;494;105.0
-168;-434.0;-294.0;-10;-121.0;38.0;-533.0;355.0;-308.0;483;77.0
-166;-434.0;-292.0;-10;-128.0;-30.0;-540.0;356.0;-312.0;502;50.0
-146;-387.0;-209.0;-11;-349.0;235.0;-635.0;261.0;-481.0;685;-13.0
204;-397.0;-216.0;-11;-362.0;242.0;-631.0;282.0;-508.0;460;60.0
165;-430.0;-222.0;-1;-398.0;268.0;-618.0;378.0;-594.0;808;43.0
165;-445.0;-228.0;30;-435.0;151.0;-613.0;381.0;-600.0;804;75.0
-142;-101.0;-533.0;53;-821.0;352.0;149.0;685.0;-798.0;596;-168.0
-164;25.0;-540.0;62;-835.0;306.0;240.0;701.0;-765.0;911;-180.0
-163;292.0;-462.0;122;-859.0;322.0;355.0;677.0;-653.0;799;-128.0
-109;453.0;-175.0;-175;-875.0;540.0;232.0;406.0;-745.0;385;183.0
-119;495.0;-330.0;-174;-815.0;258.0;347.0;406.0;-613.0;385;604.0
-115;509.0;-392.0;-174;-790.0;401.0;387.0;470.0;-553.0;424;475.0
-116;609.0;-588.0;-176;-624.0;369.0;471.0;740.0;-553.0;480;146.0
-132;541.0;-571.0;-177;-679.0;258.0;452.0;680.0;-542.0;810;404.0
-134;361.0;-519.0;-155;-808.0;130.0;390.0;516.0;-586.0;792;148.0
-167;-172.0;-87.0;-55;-178.0;10.0;-557.0;2.0;-310.0;714;-186.0
-161;-68.0;-606.0;-23;-765.0;152.0;-81.0;863.0;-779.0;789;-88.0
-142;525.0;-398.0;118;-750.0;303.0;367.0;726.0;-526.0;423;401.0
-147;548.0;-476.0;118;-690.0;391.0;449.0;763.0;-502.0;517;265.0
-156;564.0;-534.0;118;-620.0;389.0;475.0;798.0;-542.0;342;127.0
-161;385.0;-564.0;139;-751.0;142.0;270.0;755.0;-679.0;791;75.0
-161;367.0;-556.0;140;-765.0;111.0;259.0;745.0;-681.0;788;80.0
-147;536.0;-413.0;170;-751.0;214.0;419.0;550.0;-458.0;657;-369.0
-146;540.0;-407.0;170;-750.0;194.0;417.0;550.0;-451.0;526;-95.0
-146;542.0;-406.0;170;-749.0;196.0;415.0;550.0;-451.0;519;-71.0
-159;561.0;-538.0;170;-671.0;555.0;491.0;613.0;-543.0;663;105.0
-160;556.0;-546.0;170;-672.0;455.0;491.0;617.0;-543.0;707;152.0
-165;536.0;-556.0;170;-683.0;325.0;497.0;624.0;-555.0;832;260.0
-167;399.0;-557.0;167;-773.0;101.0;466.0;605.0;-624.0;783;274.0
-166;462.0;-568.0;159;-732.0;300.0;437.0;581.0;-616.0;783;-59.0
-158;544.0;-628.0;158;-645.0;239.0;409.0;682.0;-629.0;745;-76.0
-120;555.0;-628.0;158;-630.0;290.0;389.0;689.0;-638.0;724;2.0
-170;309.0;-608.0;136;-767.0;70.0;211.0;690.0;-692.0;893;-33.0
-164;-322.0;-312.0;62;-451.0;463.0;-505.0;277.0;-795.0;800;302.0
-163;-308.0;-278.0;27;-453.0;320.0;-535.0;228.0;-763.0;816;218.0
-163;-311.0;-275.0;20;-450.0;297.0;-539.0;226.0;-756.0;801;241.0
-170;-395.0;-279.0;-7;-59.0;-249.0;-421.0;310.0;-231.0;582;-269.0
-172;-386.0;-276.0;-7;-66.0;-290.0;-419.0;296.0;-203.0;594;-227.0
-171;-168.0;-82.0;-8;-338.0;229.0;-526.0;63.0;-167.0;1032;-262.0
-167;-186.0;-99.0;-8;-369.0;181.0;-523.0;99.0;-159.0;515;-305.0
-166;-255.0;-148.0;-8;-384.0;445.0;-510.0;160.0;-199.0;821;-197.0
-166;-292.0;-168.0;-10;-389.0;437.0;-508.0;184.0;-194.0;818;-28.0
-166;-323.0;-176.0;-13;-390.0;380.0;-511.0;196.0;-174.0;802;-6.0
-166;-226.0;-52.0;100;-249.0;273.0;-452.0;25.0;-6.0;790;70.0
-166;-201.0;-35.0;124;-235.0;279.0;-436.0;4.0;8.0;794;41.0
-166;-144.0;4.0;154;-201.0;323.0;-407.0;-43.0;43.0;761;43.0
-157;-88.0;-112.0;-11;68.0;-42.0;-404.0;102.0;-33.0;788;-87.0
-156;-88.0;-83.0;-11;28.0;-44.0;-476.0;71.0;-93.0;801;185.0
-156;-98.0;-82.0;-12;14.0;-85.0;-489.0;76.0;-107.0;804;-28.0
-156;-128.0;-68.0;-14;-194.0;236.0;-538.0;120.0;-230.0;809;-156.0
-156;-290.0;-241.0;40;-281.0;210.0;-664.0;173.0;-439.0;813;-9.0
-153;-206.0;-249.0;44;-353.0;238.0;-696.0;86.0;-504.0;808;-129.0
-161;-372.0;-167.0;165;-432.0;297.0;-562.0;280.0;-265.0;811;144.0
-130;399.0;214.0;-30;-25.0;215.0;29.0;-152.0;-18.0;637;-32.0
-166;468.0;189.0;-32;181.0;239.0;-13.0;-62.0;-43.0;855;119.0
7;-322.0;-192.0;27;-336.0;218.0;-702.0;282.0;-558.0;418;103.0
-153;-121.0;-560.0;150;-822.0;276.0;92.0;650.0;-743.0;779;-157.0
-160;334.0;-623.0;148;-752.0;220.0;523.0;708.0;-655.0;621;-30.0
-165;457.0;-639.0;153;-709.0;277.0;588.0;711.0;-566.0;797;290.0
-165;423.0;-644.0;152;-710.0;306.0;557.0;694.0;-604.0;799;237.0
-165;366.0;-645.0;152;-721.0;141.0;532.0;700.0;-634.0;807;202.0
-165;329.0;-644.0;152;-729.0;199.0;520.0;706.0;-645.0;807;246.0
-165;18.0;-633.0;165;-771.0;270.0;366.0;687.0;-762.0;806;74.0
-165;-141.0;-618.0;172;-776.0;99.0;288.0;669.0;-827.0;807;84.0
-164;-219.0;-540.0;-160;-800.0;202.0;78.0;681.0;-795.0;667;106.0
-169;-109.0;-570.0;-160;-792.0;341.0;128.0;727.0;-806.0;837;353.0
-84;-288.0;-503.0;-166;-727.0;364.0;-335.0;590.0;-822.0;723;27.0
-166;311.0;-653.0;173;-718.0;359.0;114.0;710.0;-776.0;810;-57.0
-166;272.0;-646.0;110;-734.0;608.0;125.0;697.0;-712.0;799;380.0
-166;179.0;-667.0;167;-735.0;549.0;88.0;739.0;-730.0;800;406.0
-166;143.0;-665.0;168;-741.0;457.0;58.0;747.0;-742.0;791;419.0
-141;168.0;-592.0;141;-804.0;376.0;25.0;702.0;-776.0;691;452.0
-166;100.0;-595.0;178;-791.0;429.0;-27.0;713.0;-809.0;794;690.0
-142;190.0;-593.0;141;-802.0;267.0;24.0;709.0;-778.0;742;254.0
-166;490.0;-608.0;-178;-688.0;234.0;144.0;693.0;-705.0;890;-18.0
-162;1.0;-468.0;213;-833.0;482.0;65.0;589.0;-754.0;878;138.0
-161;-27.0;-357.0;215;-865.0;159.0;41.0;491.0;-772.0;751;75.0
-165;-106.0;-480.0;-160;-868.0;241.0;-7.0;680.0;-747.0;683;-6.0
-144;3.0;-580.0;159;-778.0;238.0;-40.0;667.0;-755.0;749;79.0
-14;-240.0;-612.0;162;-763.0;296.0;-75.0;693.0;-774.0;947;141.0
-184;-215.0;-506.0;-109;-807.0;-65.0;-42.0;650.0;-746.0;851;223.0
-165;553.0;-495.0;-80;-647.0;-18.0;407.0;517.0;-453.0;1155;-114.0
-87;606.0;-502.0;-138;-548.0;126.0;391.0;560.0;-426.0;984;-112.0
-149;617.0;-482.0;-140;-523.0;211.0;391.0;500.0;-430.0;1325;178.0
-159;622.0;-444.0;-129;-488.0;71.0;289.0;455.0;-337.0;776;85.0
-157;512.0;-311.0;-79;-346.0;23.0;173.0;291.0;-191.0;838;-63.0
-171;599.0;-375.0;-77;-431.0;21.0;240.0;424.0;-159.0;915;-47.0
-148;105.0;189.0;-37;-26.0;193.0;-368.0;-65.0;-74.0;824;146.0
-145;-135.0;-54.0;12;-195.0;259.0;-726.0;219.0;-395.0;779;145.0
-148;-413.0;-139.0;51;-315.0;220.0;-1084.0;307.0;-494.0;824;149.0
-148;468.0;-544.0;-73;-724.0;86.0;383.0;592.0;-662.0;832;-73.0
-160;126.0;-548.0;-114;-827.0;58.0;165.0;699.0;-707.0;778;-97.0
-160;44.0;-529.0;-134;-846.0;110.0;119.0;685.0;-713.0;781;10.0
-160;30.0;-531.0;-134;-847.0;201.0;131.0;679.0;-729.0;783;62.0
-160;34.0;-543.0;-134;-839.0;270.0;166.0;677.0;-740.0;780;91.0
-160;46.0;-559.0;-133;-828.0;254.0;207.0;673.0;-753.0;783;84.0
-161;57.0;-576.0;-133;-815.0;285.0;255.0;676.0;-764.0;788;116.0
-161;105.0;-602.0;-128;-794.0;379.0;325.0;685.0;-806.0;794;82.0
-149;133.0;0.0;160;-147.0;119.0;-838.0;198.0;-371.0;795;171.0
-150;56.0;-67.0;55;-235.0;215.0;-768.0;258.0;-369.0;844;199.0
-150;32.0;-90.0;14;-275.0;224.0;-749.0;266.0;-373.0;787;163.0
-149;92.0;-81.0;3;-302.0;141.0;-730.0;225.0;-387.0;763;51.0
-150;137.0;-69.0;2;-311.0;86.0;-726.0;199.0;-392.0;761;78.0
-159;78.0;-508.0;-127;-849.0;29.0;101.0;705.0;-686.0;789;-42.0
-158;178.0;-9.0;3;-100.0;-65.0;-588.0;184.0;-293.0;1118;-109.0
-157;440.0;105.0;7;-14.0;272.0;-190.0;51.0;-50.0;796;178.0
-157;573.0;178.0;-26;-107.0;223.0;-195.0;-141.0;-90.0;779;74.0
-135;579.0;194.0;-26;-108.0;145.0;-202.0;-149.0;-94.0;1192;150.0
-158;166.0;-538.0;-115;-828.0;162.0;249.0;650.0;-761.0;779;-20.0
-154;459.0;-466.0;-105;-773.0;76.0;350.0;533.0;-702.0;727;63.0
-92;384.0;171.0;-26;39.0;115.0;-236.0;-85.0;-76.0;858;18.0
-153;479.0;-455.0;-105;-768.0;108.0;344.0;529.0;-680.0;675;71.0
-155;210.0;215.0;127;263.0;116.0;-274.0;-65.0;105.0;914;148.0
-156;100.0;157.0;-25;-139.0;205.0;-501.0;-31.0;-110.0;657;98.0
-81;247.0;35.0;-14;-145.0;57.0;-586.0;80.0;-308.0;792;3.0
-101;200.0;25.0;-14;-125.0;42.0;-575.0;115.0;-300.0;681;77.0
-115;154.0;24.0;-14;-96.0;93.0;-560.0;137.0;-286.0;776;139.0
-139;628.0;-328.0;-105;-720.0;54.0;87.0;399.0;-393.0;490;-156.0
-158;217.0;101.0;115;46.0;95.0;-485.0;74.0;-242.0;702;88.0
-156;446.0;67.0;-30;-248.0;191.0;-485.0;-4.0;-309.0;874;143.0
-141;473.0;76.0;-29;-249.0;189.0;-522.0;-21.0;-324.0;1258;69.0
-144;626.0;-222.0;-105;-777.0;453.0;170.0;400.0;-331.0;659;-190.0
-126;641.0;-651.0;-65;-259.0;333.0;565.0;579.0;-630.0;423;296.0
-144;107.0;23.0;-27;-12.0;117.0;-535.0;150.0;-272.0;992;64.0
-139;350.0;84.0;-40;-228.0;206.0;-536.0;-26.0;-280.0;1003;104.0
-121;136.0;36.0;-38;-106.0;110.0;-579.0;71.0;-257.0;787;99.0
-156;349.0;72.0;-50;-197.0;178.0;-487.0;12.0;-203.0;554;129.0
-119;262.0;69.0;-46;-49.0;50.0;-466.0;14.0;-274.0;729;117.0
-112;642.0;-652.0;-83;-266.0;309.0;550.0;589.0;-669.0;597;296.0
-163;308.0;147.0;-51;96.0;30.0;-338.0;-23.0;-170.0;1387;-76.0
-160;400.0;109.0;-53;-151.0;204.0;-343.0;-55.0;-167.0;746;152.0
-131;357.0;-543.0;-157;-17.0;181.0;516.0;440.0;-549.0;66;295.0
-110;269.0;79.0;-50;-66.0;116.0;-427.0;-17.0;-258.0;689;66.0
-130;238.0;77.0;-50;-31.0;113.0;-421.0;-12.0;-242.0;799;88.0
-133;408.0;-550.0;-157;-51.0;286.0;489.0;485.0;-543.0;64;270.0
-162;297.0;163.0;62;148.0;183.0;-300.0;-1.0;-88.0;964;146.0
-81;509.0;155.0;-43;-37.0;131.0;-254.0;-91.0;-221.0;1057;78.0
-133;415.0;-563.0;-157;-51.0;285.0;488.0;601.0;-556.0;76;210.0
-146;492.0;589.0;-168;703.0;218.0;435.0;-657.0;652.0;441;-87.0
-163;344.0;319.0;-49;74.0;182.0;3.0;-326.0;63.0;773;152.0
-164;-327.0;89.0;-54;-102.0;184.0;-466.0;80.0;-124.0;743;41.0
-164;-265.0;-111.0;20;-260.0;263.0;-837.0;297.0;-387.0;749;260.0
-133;411.0;-558.0;-157;-52.0;317.0;492.0;563.0;-575.0;79;290.0
-170;89.0;-25.0;-23;-152.0;-45.0;-786.0;174.0;-350.0;962;-105.0
-134;406.0;-556.0;-157;-46.0;359.0;492.0;554.0;-578.0;79;287.0
-168;119.0;-19.0;91;-129.0;192.0;-776.0;174.0;-326.0;465;22.0
-169;92.0;-74.0;13;-218.0;144.0;-733.0;233.0;-356.0;837;248.0
-169;177.0;-61.0;-15;-241.0;213.0;-739.0;192.0;-388.0;818;29.0
-167;283.0;-40.0;-26;-271.0;160.0;-759.0;127.0;-405.0;816;177.0
-101;327.0;-38.0;-26;-230.0;26.0;-731.0;103.0;-408.0;612;-57.0
-163;369.0;53.0;74;-37.0;373.0;-499.0;88.0;-277.0;788;206.0
-163;203.0;-577.0;-215;-796.0;494.0;237.0;768.0;-662.0;811;309.0
-107;423.0;58.0;-29;-66.0;110.0;-485.0;6.0;-242.0;803;-21.0
-163;414.0;136.0;18;91.0;207.0;-240.0;8.0;-12.0;743;185.0
-161;524.0;180.0;-40;-58.0;183.0;-291.0;-136.0;-85.0;790;130.0
-164;209.0;-635.0;154;-750.0;579.0;170.0;821.0;-703.0;809;327.0
-73;435.0;167.0;-40;-6.0;49.0;-328.0;-111.0;-123.0;854;90.0
-163;144.0;-635.0;157;-760.0;406.0;146.0;815.0;-736.0;810;381.0
-161;366.0;188.0;-55;-41.0;165.0;-388.0;-114.0;-95.0;755;182.0
-153;406.0;196.0;-53;-65.0;193.0;-413.0;-132.0;-116.0;1128;154.0
-145;424.0;198.0;-54;-70.0;149.0;-418.0;-133.0;-125.0;658;129.0
-166;424.0;211.0;55;232.0;228.0;-250.0;-70.0;17.0;832;280.0
