InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
-74.0;-47.0;-301.0;27;6.0;-292.0;118.0;-3.0;77.0;-298.0;18.0
-4.0;-36.0;-301.0;111;2.0;-320.0;140.0;-77.0;70.0;-301.0;69.0
-71.0;-92.0;-366.0;-24;22.0;-384.0;188.0;130.0;58.0;-282.0;189.0
42.0;-76.0;-354.0;-7;28.0;-391.0;192.0;74.0;57.0;-275.0;173.0
-281.0;-150.0;-362.0;232;-13.0;-371.0;149.0;122.0;207.0;-352.0;8.0
470.0;-43.0;-394.0;-43;-199.0;-495.0;420.0;-106.0;347.0;-510.0;423.0
115.0;-99.0;-368.0;-33;-9.0;-409.0;216.0;-7.0;107.0;-292.0;211.0
-842.0;-341.0;-630.0;1;570.0;-826.0;349.0;124.0;-430.0;-148.0;82.0
295.0;-255.0;-605.0;0;649.0;-598.0;-69.0;37.0;-604.0;-461.0;48.0
-26.0;-385.0;-638.0;-5;-70.0;-458.0;290.0;4.0;201.0;-155.0;231.0
-63.0;-44.0;-310.0;0;214.0;-566.0;225.0;128.0;-220.0;-257.0;266.0
-101.0;-67.0;-348.0;2;141.0;-368.0;110.0;-39.0;39.0;-254.0;33.0
-297.0;-76.0;-365.0;10;52.0;-224.0;10.0;3.0;125.0;-282.0;172.0
83.0;-30.0;-337.0;-3;99.0;-261.0;32.0;57.0;36.0;-258.0;184.0
-230.0;-54.0;-354.0;0;56.0;-297.0;87.0;-3.0;64.0;-254.0;188.0
-76.0;-42.0;-345.0;5;59.0;-295.0;89.0;4.0;56.0;-255.0;194.0
112.0;-51.0;-347.0;-2;66.0;-298.0;98.0;-39.0;55.0;-251.0;144.0
294.0;-372.0;-380.0;1;40.0;-315.0;121.0;-24.0;80.0;-268.0;115.0
5.0;-268.0;-368.0;4;42.0;-315.0;118.0;60.0;77.0;-246.0;76.0
-173.0;-152.0;-349.0;4;52.0;-314.0;115.0;127.0;63.0;-233.0;176.0
-236.0;-98.0;-328.0;-2;64.0;-308.0;104.0;125.0;47.0;-234.0;198.0
-17.0;-107.0;-318.0;6;91.0;-297.0;79.0;-20.0;38.0;-222.0;147.0
10.0;-133.0;-341.0;-2;65.0;-315.0;110.0;13.0;79.0;-229.0;192.0
-20.0;-129.0;-341.0;6;66.0;-316.0;108.0;38.0;80.0;-233.0;183.0
-15.0;-133.0;-349.0;2;49.0;-326.0;121.0;-11.0;95.0;-238.0;129.0
-30.0;-134.0;-350.0;7;47.0;-327.0;121.0;1.0;98.0;-240.0;136.0
-3.0;-131.0;-349.0;5;45.0;-325.0;119.0;4.0;101.0;-239.0;159.0
83.0;-130.0;-346.0;-3;45.0;-324.0;119.0;-39.0;100.0;-232.0;164.0
5.0;-140.0;-358.0;-1;37.0;-326.0;122.0;21.0;104.0;-238.0;158.0
7.0;-144.0;-359.0;0;42.0;-324.0;120.0;34.0;98.0;-234.0;113.0
6.0;-145.0;-359.0;1;40.0;-325.0;122.0;27.0;100.0;-234.0;148.0
14.0;-135.0;-350.0;6;43.0;-314.0;108.0;12.0;95.0;-230.0;152.0
96.0;-145.0;-356.0;1;37.0;-322.0;121.0;-7.0;98.0;-240.0;84.0
121.0;-154.0;-365.0;-1;31.0;-326.0;126.0;-58.0;105.0;-246.0;94.0
-41.0;-165.0;-382.0;-1;17.0;-340.0;144.0;-51.0;119.0;-261.0;128.0
-43.0;-186.0;-408.0;7;-11.0;-370.0;177.0;0.0;155.0;-291.0;112.0
16.0;-195.0;-421.0;5;-21.0;-389.0;197.0;21.0;163.0;-306.0;142.0
-22.0;-184.0;-403.0;-9;5.0;-372.0;174.0;-9.0;151.0;-281.0;208.0
-12.0;-173.0;-390.0;9;17.0;-375.0;173.0;-13.0;135.0;-274.0;179.0
43.0;-160.0;-380.0;0;22.0;-362.0;160.0;36.0;127.0;-258.0;172.0
59.0;-160.0;-380.0;3;23.0;-360.0;159.0;4.0;126.0;-257.0;146.0
46.0;-159.0;-378.0;-4;24.0;-351.0;150.0;-16.0;125.0;-254.0;163.0
56.0;-164.0;-388.0;-1;37.0;-355.0;152.0;-42.0;111.0;-253.0;160.0
-33.0;-172.0;-394.0;-4;33.0;-359.0;160.0;-16.0;116.0;-253.0;164.0
5.0;-170.0;-394.0;2;34.0;-358.0;158.0;-26.0;115.0;-254.0;176.0
37.0;-170.0;-394.0;-2;34.0;-358.0;158.0;-15.0;115.0;-253.0;154.0
-7.0;-168.0;-391.0;0;36.0;-354.0;152.0;33.0;114.0;-250.0;159.0
-16.0;-165.0;-388.0;-1;38.0;-349.0;146.0;27.0;110.0;-247.0;184.0
-15.0;-165.0;-387.0;-2;40.0;-343.0;142.0;-25.0;107.0;-246.0;175.0
25.0;-159.0;-383.0;1;24.0;-352.0;157.0;-15.0;120.0;-255.0;163.0
43.0;-170.0;-390.0;3;-23.0;-372.0;185.0;-25.0;175.0;-304.0;113.0
-28.0;-190.0;-414.0;-1;-40.0;-402.0;216.0;30.0;191.0;-304.0;178.0
-26.0;-187.0;-411.0;6;-37.0;-398.0;210.0;17.0;189.0;-302.0;158.0
12.0;-188.0;-410.0;1;-33.0;-394.0;207.0;-102.0;187.0;-301.0;165.0
-25.0;-185.0;-410.0;1;-36.0;-395.0;208.0;40.0;187.0;-301.0;161.0
1.0;-186.0;-411.0;0;-34.0;-392.0;205.0;5.0;186.0;-303.0;173.0
-16.0;-137.0;-356.0;-3;26.0;-330.0;133.0;13.0;114.0;-256.0;135.0
233.0;12.0;-186.0;6;154.0;-184.0;-33.0;241.0;-41.0;-127.0;266.0
398.0;140.0;-34.0;-48;297.0;-33.0;-200.0;114.0;-222.0;186.0;368.0
22.0;-386.0;-641.0;-7;-69.0;-458.0;291.0;-8.0;199.0;-155.0;221.0
59.0;-384.0;-642.0;-13;-69.0;-460.0;291.0;40.0;200.0;-154.0;219.0
42.0;-382.0;-641.0;-1;-70.0;-460.0;292.0;-20.0;201.0;-153.0;197.0
-69.0;-384.0;-637.0;4;-68.0;-454.0;286.0;10.0;196.0;-146.0;368.0
-17.0;-180.0;-349.0;1;-171.0;-599.0;648.0;-48.0;345.0;-375.0;33.0
-587.0;-41.0;-439.0;-23;106.0;-210.0;14.0;-121.0;-85.0;-241.0;-75.0
13.0;-229.0;-428.0;6;-216.0;-644.0;629.0;6.0;269.0;-401.0;74.0
-122.0;-86.0;-353.0;104;-9.0;-316.0;172.0;12.0;67.0;-303.0;322.0
-571.0;-354.0;-305.0;-35;-83.0;-289.0;45.0;11.0;182.0;-119.0;73.0
129.0;-25.0;-267.0;-124;129.0;-97.0;-10.0;-226.0;-104.0;-212.0;-31.0
253.0;-381.0;-601.0;-5;-54.0;-490.0;284.0;28.0;242.0;-143.0;202.0
226.0;-377.0;-607.0;-6;-50.0;-489.0;282.0;4.0;236.0;-137.0;182.0
165.0;-363.0;-618.0;-4;-40.0;-485.0;276.0;32.0;225.0;-121.0;172.0
-88.0;-65.0;-369.0;-3;-172.0;-576.0;602.0;-64.0;282.0;-343.0;33.0
140.0;5.0;-195.0;90;211.0;-313.0;47.0;-319.0;-212.0;-83.0;404.0
689.0;124.0;-136.0;-47;144.0;-80.0;-94.0;364.0;-54.0;15.0;328.0
59.0;-353.0;-619.0;5;-33.0;-473.0;265.0;45.0;216.0;-112.0;181.0
517.0;-391.0;-372.0;-6;-5.0;-367.0;165.0;122.0;142.0;-143.0;292.0
782.0;-460.0;-590.0;-3;-81.0;-464.0;307.0;-8.0;234.0;-229.0;228.0
10.0;-336.0;-613.0;-1;-22.0;-456.0;246.0;-7.0;204.0;-106.0;182.0
-9.0;-325.0;-623.0;-4;-24.0;-453.0;245.0;-4.0;199.0;-106.0;171.0
23.0;-121.0;62.0;-236;414.0;-185.0;-258.0;257.0;-578.0;295.0;332.0
-111.0;-216.0;-308.0;-116;110.0;-213.0;-18.0;-134.0;-61.0;17.0;177.0
-760.0;-289.0;-353.0;-3;205.0;-104.0;-155.0;-198.0;-189.0;-4.0;317.0
-124.0;-273.0;-313.0;-56;106.0;-256.0;10.0;-32.0;-91.0;68.0;228.0
-6.0;-276.0;-319.0;-135;110.0;-257.0;11.0;-4.0;-90.0;71.0;241.0
122.0;112.0;-158.0;-129;81.0;-236.0;14.0;302.0;-1.0;-91.0;452.0
-149.0;-44.0;-284.0;-1045;56.0;-345.0;221.0;-425.0;-84.0;-255.0;221.0
277.0;155.0;392.0;-15;52.0;459.0;-287.0;139.0;-239.0;359.0;348.0
-698.0;477.0;419.0;-497;580.0;641.0;-779.0;230.0;-607.0;594.0;27.0
-93.0;-194.0;-283.0;53;40.0;-235.0;44.0;362.0;18.0;-190.0;293.0
-329.0;-273.0;-359.0;8;26.0;-252.0;45.0;-356.0;112.0;-284.0;578.0
-150.0;-334.0;-616.0;-9;-25.0;-451.0;242.0;-18.0;199.0;-107.0;191.0
9.0;-396.0;-362.0;-7;-43.0;-361.0;218.0;-52.0;143.0;-339.0;410.0
138.0;-414.0;-366.0;-6;-42.0;-386.0;235.0;-186.0;125.0;-337.0;396.0
184.0;-288.0;-458.0;72;-96.0;-380.0;191.0;-508.0;272.0;-207.0;723.0
-353.0;-140.0;-267.0;-5;36.0;-272.0;113.0;-91.0;51.0;-226.0;271.0
-67.0;-114.0;-258.0;-5;55.0;-260.0;96.0;-66.0;29.0;-196.0;323.0
-33.0;-105.0;-257.0;-1;63.0;-252.0;85.0;6.0;17.0;-179.0;315.0
-162.0;-4.0;-212.0;-6;105.0;-226.0;58.0;30.0;-20.0;-115.0;322.0
47.0;14.0;-221.0;0;101.0;-244.0;73.0;28.0;-42.0;-105.0;375.0
-272.0;3.0;-233.0;6;68.0;-240.0;75.0;-3.0;-12.0;-117.0;362.0
-80.0;5.0;-239.0;-6;62.0;-239.0;76.0;-8.0;-6.0;-107.0;356.0
694.0;-175.0;-74.0;589;-318.0;-124.0;337.0;276.0;227.0;-166.0;209.0
171.0;-385.0;-472.0;13;-129.0;-33.0;258.0;63.0;278.0;-95.0;65.0
182.0;2.0;-224.0;3;63.0;-236.0;74.0;-14.0;-7.0;-106.0;327.0
61.0;-13.0;-249.0;-4;58.0;-239.0;77.0;-14.0;-3.0;-111.0;316.0
-276.0;-13.0;-242.0;-8;55.0;-240.0;78.0;-2.0;2.0;-131.0;305.0
134.0;-43.0;-247.0;1;52.0;-252.0;90.0;56.0;1.0;-145.0;316.0
1126.0;26.0;-223.0;-54;42.0;-284.0;114.0;293.0;68.0;-56.0;249.0
246.0;-296.0;-284.0;-1;32.0;-270.0;110.0;48.0;27.0;-287.0;336.0
-436.0;-406.0;-353.0;-2;22.0;-295.0;128.0;114.0;38.0;-285.0;331.0
-203.0;-301.0;-380.0;0;38.0;-287.0;115.0;-53.0;26.0;-238.0;355.0
-185.0;-293.0;-356.0;2;-3.0;-256.0;31.0;-109.0;101.0;-167.0;202.0
54.0;-293.0;-432.0;1;37.0;-301.0;130.0;-92.0;30.0;-165.0;365.0
215.0;-231.0;-387.0;-3;-6.0;-338.0;170.0;25.0;66.0;-350.0;434.0
-81.0;-355.0;-455.0;4;-127.0;-94.0;273.0;83.0;351.0;-76.0;-315.0
-24.0;-211.0;-388.0;-2;-10.0;-346.0;176.0;73.0;70.0;-369.0;443.0
-143.0;-300.0;-426.0;-4;-198.0;-517.0;409.0;17.0;219.0;-364.0;128.0
-186.0;-293.0;-340.0;14;-47.0;-253.0;35.0;-40.0;130.0;-188.0;202.0
79.0;-297.0;-334.0;11;-71.0;-274.0;56.0;-40.0;143.0;-215.0;105.0
-45.0;-294.0;-429.0;-20;-194.0;-518.0;407.0;-5.0;215.0;-364.0;81.0
-116.0;-293.0;-430.0;-1;-189.0;-518.0;404.0;15.0;210.0;-365.0;104.0
-577.0;-304.0;-482.0;-6;-219.0;-672.0;632.0;-13.0;268.0;-473.0;78.0
-20.0;-284.0;-428.0;3;-127.0;-539.0;378.0;63.0;140.0;-313.0;115.0
-23.0;-3.0;-28.0;136;-245.0;12.0;261.0;326.0;216.0;-7.0;30.0
107.0;-298.0;-440.0;-1;-120.0;-533.0;380.0;77.0;136.0;-311.0;116.0
159.0;-428.0;-562.0;4;-165.0;-535.0;328.0;161.0;360.0;-461.0;670.0
-16.0;-291.0;-474.0;-2;-173.0;-511.0;451.0;37.0;240.0;-564.0;249.0
235.0;-297.0;-340.0;-52;-74.0;-279.0;64.0;-83.0;148.0;-210.0;34.0
320.0;-295.0;-343.0;-69;-76.0;-282.0;69.0;-83.0;152.0;-206.0;16.0
19.0;-299.0;-476.0;-5;-167.0;-517.0;453.0;-40.0;236.0;-562.0;237.0
-321.0;-335.0;-563.0;-34;-369.0;-600.0;555.0;-91.0;558.0;-649.0;314.0
-30.0;-340.0;-590.0;4;-137.0;-608.0;690.0;-7.0;327.0;-520.0;156.0
-10.0;-138.0;-346.0;2;0.0;-536.0;234.0;-15.0;15.0;-13.0;292.0
25.0;-135.0;-343.0;0;-1.0;-536.0;235.0;-28.0;16.0;-11.0;252.0
4.0;-142.0;-341.0;-2;1.0;-544.0;236.0;-32.0;13.0;-15.0;203.0
-87.0;-134.0;-337.0;-2;2.0;-548.0;236.0;-15.0;13.0;-14.0;190.0
58.0;-39.0;-298.0;106;-4.0;-302.0;208.0;-433.0;-4.0;-259.0;379.0
20.0;-131.0;-336.0;0;1.0;-546.0;238.0;-8.0;12.0;-8.0;186.0
-54.0;-91.0;-315.0;2;5.0;-551.0;239.0;-17.0;8.0;-7.0;165.0
-202.0;-48.0;-264.0;143;107.0;-57.0;-21.0;-226.0;-95.0;-198.0;-5.0
37.0;-53.0;-307.0;6;3.0;-544.0;236.0;5.0;2.0;10.0;195.0
53.0;-121.0;-349.0;-4;8.0;-550.0;236.0;0.0;-16.0;-11.0;163.0
189.0;-135.0;-359.0;0;4.0;-553.0;233.0;11.0;-17.0;-25.0;172.0
73.0;-137.0;-356.0;-3;-20.0;-548.0;250.0;10.0;14.0;-37.0;209.0
-532.0;-123.0;-487.0;1;-268.0;-450.0;468.0;116.0;318.0;-626.0;424.0
26.0;-379.0;-392.0;14;-64.0;-256.0;64.0;172.0;209.0;-250.0;531.0
-256.0;22.0;-194.0;348;139.0;-139.0;-94.0;426.0;0.0;-99.0;-129.0
61.0;-465.0;-397.0;502;-595.0;-376.0;602.0;-161.0;577.0;-548.0;-42.0
-25.0;-411.0;-388.0;3;-73.0;-348.0;211.0;11.0;157.0;-231.0;211.0
27.0;-387.0;-390.0;-11;-77.0;-340.0;205.0;0.0;156.0;-230.0;211.0
-191.0;-363.0;-378.0;-36;-75.0;-343.0;204.0;-56.0;147.0;-232.0;197.0
55.0;392.0;297.0;9;-7.0;250.0;-130.0;32.0;63.0;153.0;430.0
-298.0;179.0;400.0;50;-57.0;245.0;-66.0;-25.0;-108.0;326.0;404.0
427.0;-261.0;-293.0;-457;35.0;-253.0;100.0;-169.0;40.0;-143.0;156.0
382.0;-45.0;-299.0;68;-17.0;-191.0;79.0;472.0;103.0;-231.0;281.0
-237.0;-195.0;-275.0;140;45.0;-241.0;86.0;-37.0;29.0;-149.0;60.0
110.0;-96.0;-275.0;181;68.0;-225.0;67.0;100.0;-2.0;-143.0;101.0
286.0;-23.0;-279.0;-14;62.0;-244.0;82.0;164.0;-4.0;-170.0;176.0
338.0;-10.0;-285.0;3;56.0;-256.0;94.0;173.0;5.0;-186.0;309.0
144.0;119.0;-95.0;753;293.0;214.0;-326.0;237.0;-198.0;121.0;-57.0
632.0;-79.0;-266.0;-6;38.0;-265.0;106.0;-19.0;18.0;-166.0;295.0
119.0;-75.0;-360.0;44;52.0;-436.0;154.0;-504.0;92.0;-333.0;274.0
379.0;-2.0;-291.0;2;51.0;-265.0;103.0;129.0;13.0;-204.0;324.0
368.0;69.0;-264.0;7;32.0;-287.0;129.0;130.0;47.0;-224.0;321.0
-55.0;-371.0;-298.0;26;-198.0;-519.0;447.0;-90.0;173.0;-391.0;143.0
-153.0;126.0;-37.0;137;295.0;-10.0;-215.0;-545.0;-243.0;-30.0;198.0
-260.0;-412.0;-289.0;23;-208.0;-487.0;318.0;72.0;156.0;-400.0;119.0
61.0;-423.0;-298.0;20;-221.0;-483.0;301.0;114.0;148.0;-406.0;124.0
190.0;-389.0;-303.0;12;-209.0;-511.0;307.0;66.0;120.0;-408.0;138.0
109.0;-348.0;-337.0;-1;-215.0;-529.0;330.0;-54.0;140.0;-394.0;165.0
-418.0;-217.0;-431.0;2;53.0;-310.0;130.0;-15.0;26.0;-347.0;235.0
88.0;-347.0;-337.0;-2;-216.0;-528.0;331.0;-50.0;142.0;-393.0;167.0
-205.0;-133.0;-392.0;1;68.0;-282.0;96.0;30.0;16.0;-300.0;270.0
169.0;-335.0;-381.0;10;-206.0;-526.0;326.0;36.0;142.0;-352.0;178.0
122.0;-333.0;-398.0;7;-196.0;-512.0;305.0;-35.0;125.0;-346.0;30.0
-56.0;37.0;-330.0;-2;-155.0;-576.0;587.0;-11.0;222.0;-248.0;-53.0
-58.0;34.0;-333.0;-6;-155.0;-574.0;586.0;-14.0;222.0;-249.0;-40.0
-32.0;-339.0;-400.0;6;-162.0;-512.0;303.0;43.0;88.0;-351.0;18.0
-192.0;14.0;-345.0;-2;-149.0;-523.0;561.0;-32.0;212.0;-262.0;-81.0
-93.0;-355.0;-526.0;27;60.0;-71.0;6.0;-8.0;-95.0;-101.0;286.0
263.0;-190.0;-489.0;-4;79.0;-206.0;39.0;402.0;-126.0;-182.0;64.0
-417.0;-250.0;-417.0;0;-141.0;-541.0;379.0;53.0;151.0;-332.0;80.0
-119.0;-323.0;-230.0;2;-163.0;-519.0;470.0;-6.0;174.0;-415.0;77.0
-227.0;-312.0;-201.0;1;-178.0;-536.0;402.0;92.0;153.0;-437.0;42.0
87.0;-297.0;-170.0;1;-182.0;-399.0;315.0;34.0;109.0;-444.0;84.0
33.0;-299.0;-167.0;-10;-145.0;-478.0;338.0;-53.0;72.0;-445.0;58.0
193.0;-334.0;-529.0;3;-162.0;-601.0;626.0;300.0;242.0;-542.0;-74.0
-233.0;-100.0;-498.0;70;123.0;-64.0;-32.0;61.0;-128.0;-192.0;-1.0
-58.0;-135.0;-363.0;-34;-87.0;-371.0;240.0;4.0;150.0;-558.0;13.0
91.0;-194.0;-404.0;7;-160.0;-518.0;626.0;-19.0;329.0;-366.0;-81.0
64.0;-172.0;-400.0;3;-159.0;-509.0;629.0;-10.0;341.0;-358.0;-58.0
-28.0;-165.0;-360.0;-41;-82.0;-384.0;244.0;104.0;140.0;-557.0;134.0
-64.0;-184.0;-395.0;-11;-158.0;-478.0;626.0;-1.0;359.0;-358.0;-67.0
-120.0;-379.0;-394.0;27;-58.0;-254.0;61.0;51.0;206.0;-248.0;669.0
1101.0;-244.0;-452.0;-148;-385.0;-558.0;527.0;-138.0;610.0;-434.0;85.0
-55.0;-339.0;-212.0;-77;57.0;-213.0;113.0;-265.0;-104.0;-446.0;3.0
7.0;-203.0;-475.0;0;-593.0;-367.0;789.0;3.0;803.0;-832.0;217.0
55.0;-203.0;-450.0;2;-155.0;-124.0;566.0;-142.0;347.0;-428.0;56.0
108.0;-205.0;-452.0;3;-152.0;-128.0;565.0;-148.0;327.0;-426.0;48.0
-163.0;-276.0;-426.0;6;-6.0;-360.0;184.0;18.0;102.0;-234.0;273.0
170.0;-258.0;-421.0;0;-10.0;-356.0;185.0;-3.0;107.0;-224.0;257.0
591.0;-301.0;-347.0;-69;55.0;-589.0;424.0;761.0;20.0;-636.0;-305.0
-465.0;-369.0;-350.0;-5;-1.0;-339.0;171.0;185.0;117.0;-322.0;205.0
-19.0;-300.0;-171.0;-7;-161.0;-540.0;368.0;-80.0;130.0;-451.0;92.0
78.0;-209.0;-456.0;-5;-152.0;-115.0;566.0;-117.0;311.0;-425.0;46.0
81.0;-305.0;-179.0;-6;-150.0;-535.0;378.0;-63.0;117.0;-456.0;202.0
233.0;161.0;-106.0;-84;168.0;-247.0;-8.0;308.0;-13.0;-35.0;330.0
-210.0;148.0;-110.0;2124;240.0;82.0;-269.0;259.0;-107.0;63.0;117.0
-550.0;118.0;0.0;1;314.0;223.0;-387.0;104.0;-201.0;58.0;297.0
-128.0;3.0;-418.0;99;219.0;-170.0;-57.0;-6.0;-168.0;198.0;-29.0
-89.0;-414.0;-493.0;10;-80.0;-384.0;220.0;2.0;145.0;-548.0;328.0
298.0;-175.0;-425.0;-46;-61.0;-350.0;181.0;362.0;176.0;-40.0;250.0
-34.0;-7.0;-208.0;-3;98.0;-90.0;-100.0;325.0;32.0;-220.0;380.0
-281.0;73.0;-194.0;17;175.0;-445.0;164.0;-339.0;-127.0;-103.0;309.0
-36.0;-377.0;-394.0;25;-61.0;-254.0;62.0;90.0;208.0;-248.0;666.0
-228.0;-281.0;-166.0;942;-472.0;-314.0;549.0;343.0;447.0;-410.0;5.0
30.0;-203.0;-459.0;58;-267.0;-530.0;424.0;-295.0;386.0;-610.0;447.0
70.0;-164.0;-317.0;1;-137.0;-605.0;674.0;25.0;335.0;-365.0;43.0
-153.0;-361.0;-245.0;-332;-520.0;-136.0;441.0;-291.0;483.0;-357.0;347.0
-262.0;-290.0;-497.0;-6;-218.0;-671.0;638.0;28.0;270.0;-428.0;125.0
92.0;-427.0;-458.0;-5;-312.0;-716.0;620.0;-116.0;409.0;-530.0;415.0
86.0;-612.0;-717.0;-660;-436.0;-706.0;882.0;976.0;547.0;-690.0;223.0
-12.0;-158.0;-312.0;0;-131.0;-608.0;679.0;90.0;333.0;-363.0;40.0
-151.0;-504.0;-523.0;26;-656.0;-420.0;704.0;-114.0;790.0;-694.0;237.0
-477.0;36.0;-323.0;979;93.0;-352.0;180.0;-394.0;-16.0;-344.0;316.0
-220.0;-449.0;-683.0;-28;-469.0;-775.0;827.0;5.0;625.0;-722.0;434.0
-4.0;-330.0;-548.0;2;-538.0;-459.0;810.0;-33.0;730.0;-709.0;313.0
78.0;-349.0;-565.0;-1;-144.0;-251.0;637.0;-81.0;273.0;-542.0;85.0
-16.0;-161.0;-312.0;0;-128.0;-613.0;684.0;-42.0;328.0;-365.0;48.0
143.0;-407.0;-589.0;23;-441.0;-633.0;650.0;178.0;576.0;-747.0;234.0
29.0;-158.0;-311.0;-6;-124.0;-618.0;685.0;-34.0;325.0;-362.0;37.0
83.0;201.0;449.0;62;160.0;502.0;-348.0;-62.0;-328.0;482.0;501.0
67.0;-155.0;-303.0;-2;-124.0;-617.0;684.0;-11.0;327.0;-358.0;38.0
5.0;-164.0;-300.0;6;-125.0;-617.0;684.0;32.0;326.0;-357.0;32.0
951.0;143.0;449.0;-32;155.0;543.0;-365.0;175.0;-326.0;342.0;358.0
-236.0;505.0;492.0;799;615.0;442.0;-696.0;-275.0;-689.0;624.0;75.0
165.0;-297.0;-491.0;3;-131.0;-617.0;686.0;-37.0;331.0;-330.0;54.0
-362.0;-109.0;-392.0;87;-80.0;-479.0;336.0;-375.0;89.0;-394.0;215.0
362.0;-212.0;-543.0;5;-272.0;-602.0;640.0;13.0;238.0;-573.0;163.0
-647.0;-49.0;-250.0;210;-533.0;-702.0;801.0;-84.0;678.0;-832.0;153.0
-372.0;-302.0;-566.0;4;67.0;-308.0;89.0;-36.0;89.0;149.0;201.0
6.0;-422.0;-583.0;-7;-144.0;-590.0;687.0;4.0;292.0;-447.0;25.0
499.0;-317.0;-545.0;0;-223.0;-673.0;647.0;60.0;271.0;-429.0;67.0
-433.0;-29.0;-322.0;354;38.0;-174.0;53.0;-275.0;53.0;-284.0;22.0
-313.0;-254.0;-420.0;-6;-150.0;-488.0;584.0;-103.0;282.0;-398.0;-48.0
4.0;-303.0;-493.0;-2;-252.0;-615.0;579.0;-17.0;225.0;-488.0;106.0
-33.0;65.0;-135.0;-2;-553.0;-527.0;722.0;20.0;570.0;-521.0;278.0
5.0;-364.0;-646.0;-2;-189.0;-712.0;531.0;3.0;443.0;-101.0;158.0
-623.0;-338.0;-210.0;405;-466.0;-420.0;610.0;162.0;397.0;-348.0;44.0
-13.0;523.0;560.0;-2;602.0;489.0;-747.0;-35.0;-676.0;744.0;221.0
333.0;-308.0;-237.0;134;-86.0;-567.0;295.0;-54.0;118.0;-198.0;-201.0
-93.0;88.0;-141.0;-3451;273.0;-308.0;7.0;-220.0;-169.0;-59.0;345.0
