InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-1;17;-4;92.0;27.0;57;26;374;-26;17
38;-151;106;-14.0;-67.0;56;529;269;-529;-151
55;-13;29;-75.0;65.0;73;-20;385;20;-13
-1;16;3;-9.0;87.0;64;28;392;-28;16
-1;-9;3;23.0;-55.0;71;35;361;-35;-9
-2;5;1;83.0;106.0;70;-15;393;15;5
5;38;-2;-55.0;107.0;65;-45;378;45;38
9;5;1;-145.0;85.0;69;-54;401;54;5
-2;19;-4;39.0;48.0;63;58;394;-58;19
-8;-16;3;72.0;59.0;101;-30;631;30;-16
5;-4;1;-59.0;56.0;67;-4;379;4;-4
-2;19;0;-53.0;21.0;67;16;389;-16;19
-2;-32;-13;46.0;26.0;95;-6;638;6;-32
-3;-29;-1;-27.0;78.0;70;56;388;-56;-29
-2;1;1;29.0;-66.0;70;14;389;-14;1
-2;-11;4;-55.0;132.0;75;14;382;-14;-11
0;-10;4;74.0;127.0;67;1;386;-1;-10
-1;-11;-2;74.0;62.0;66;29;389;-29;-11
-12;-11;5;109.0;-33.0;74;-12;381;12;-11
-7;24;9;-7.0;98.0;75;-25;375;25;24
1;-14;4;28.0;50.0;70;34;378;-34;-14
-3;-5;-1;-18.0;-24.0;70;-5;381;5;-5
-3;6;-1;10.0;-83.0;74;24;381;-24;6
28;-8;-1;-52.0;2.0;73;17;375;-17;-8
-9;15;-13;127.0;-86.0;66;28;372;-28;15
-3;-19;-3;25.0;147.0;70;-34;390;34;-19
8;-34;-5;-59.0;130.0;71;-1;401;1;-34
-11;-11;5;121.0;37.0;67;-41;401;41;-11
5;13;6;144.0;-20.0;76;-20;391;20;13
-5;-47;-1;2.0;78.0;58;-27;374;27;-47
6;3;7;114.0;63.0;74;29;389;-29;3
6;13;0;-6.0;84.0;63;26;368;-26;13
-11;-15;-2;21.0;104.0;63;-16;378;16;-15
0;-17;-2;23.0;164.0;73;-31;386;31;-17
16;-6;-3;-73.0;12.0;71;-31;377;31;-6
-4;6;-17;127.0;-108.0;76;24;380;-24;6
-4;-15;-2;-83.0;18.0;69;10;381;-10;-15
0;-40;-10;61.0;-48.0;76;26;378;-26;-40
-12;-35;3;135.0;6.0;66;45;388;-45;-35
2;-19;7;38.0;109.0;68;27;362;-27;-19
1;-33;0;169.0;30.0;67;-1;383;1;-33
4;14;0;135.0;-23.0;72;-18;378;18;14
14;30;30;-56.0;38.0;73;-23;377;23;30
18;20;22;-20.0;3.0;74;-25;380;25;20
10;55;3;17.0;59.0;68;-22;382;22;55
2;34;0;-2.0;59.0;68;26;386;-26;34
4;18;-4;-12.0;101.0;71;-41;381;41;18
3;-29;0;20.0;-26.0;71;14;384;-14;-29
7;3;-5;61.0;-130.0;72;15;389;-15;3
-4;13;-2;0.0;-39.0;69;17;386;-17;13
-1;22;4;77.0;38.0;65;19;372;-19;22
-18;135;-3;252.0;-29.0;81;-338;466;338;135
0;-17;-1;-19.0;-14.0;76;-32;388;32;-17
-31;13;-1;-18.0;-1.0;105;-74;385;74;13
7;0;-6;129.0;117.0;70;-11;386;11;0
6;23;-6;-16.0;40.0;57;37;376;-37;23
1;-17;2;-74.0;12.0;71;-21;393;21;-17
7;-14;-4;121.0;-77.0;74;-14;387;14;-14
0;21;2;51.0;118.0;80;-22;386;22;21
4;0;8;-13.0;-20.0;70;12;361;-12;0
3;-16;7;-58.0;-35.0;70;-3;362;3;-16
-3;-38;-2;38.0;80.0;74;-25;392;25;-38
0;5;4;39.0;53.0;71;48;372;-48;5
-1;-1;6;-70.0;73.0;68;1;395;-1;-1
-3;2;-1;2.0;158.0;74;-18;403;18;2
2;7;1;101.0;-7.0;71;-19;365;19;7
2;10;2;-31.0;92.0;69;-12;366;12;10
-5;6;3;-14.0;63.0;71;28;388;-28;6
2;-2;3;0.0;55.0;66;-33;367;33;-2
1;-25;-2;74.0;-16.0;70;0;368;0;-25
-2;-10;-2;80.0;-1.0;66;6;371;-6;-10
0;33;-6;-4.0;-2.0;70;46;368;-46;33
-1;-19;2;3.0;0.0;65;-21;370;21;-19
7;3;4;53.0;-76.0;71;32;362;-32;3
2;-17;-14;118.0;50.0;67;23;368;-23;-17
1;20;2;-59.0;48.0;71;-12;376;12;20
-1;32;3;-80.0;78.0;72;-54;376;54;32
-4;-32;23;-11.0;-84.0;72;-16;413;16;-32
-21;-24;14;105.0;30.0;107;-2;584;2;-24
-3;-3;-6;56.0;66.0;72;50;376;-50;-3
-18;38;5;175.0;-1.0;66;0;373;0;38
-11;-15;1;-3.0;132.0;73;7;366;-7;-15
-1;-34;-3;32.0;125.0;69;14;378;-14;-34
-4;-26;-2;19.0;118.0;69;0;368;0;-26
58;267;-16;112.0;-114.0;128;-19;452;19;267
-4;29;1;57.0;138.0;71;-19;385;19;29
-1;-11;-4;27.0;-149.0;70;-15;408;15;-11
6;-4;0;53.0;-105.0;68;29;403;-29;-4
2;1;-2;-40.0;78.0;71;2;406;-2;1
9;-11;1;2.0;34.0;67;40;383;-40;-11
5;-24;-5;27.0;-19.0;71;58;390;-58;-24
5;-23;2;138.0;-30.0;67;-40;374;40;-23
-2;5;-2;15.0;112.0;64;-1;378;1;5
5;-31;2;47.0;14.0;70;-9;375;9;-31
-8;3;6;54.0;98.0;105;-82;563;82;3
-24;-14;-6;-12.0;42.0;107;-34;644;34;-14
-8;-5;-8;2.0;87.0;66;-23;383;23;-5
1;10;0;0.0;145.0;69;-20;380;20;10
-1;9;4;-41.0;20.0;70;-15;381;15;9
0;3;0;127.0;64.0;69;-54;371;54;3
4;-23;4;47.0;76.0;75;2;376;-2;-23
5;2;1;118.0;146.0;68;17;386;-17;2
0;-9;-1;-48.0;9.0;75;-20;391;20;-9
-3;-4;-1;-74.0;120.0;75;-20;376;20;-4
5;-23;7;-74.0;92.0;68;-14;403;14;-23
2;-8;-6;95.0;-20.0;65;42;386;-42;-8
1;-53;3;12.0;44.0;67;-9;380;9;-53
-1;-28;6;75.0;-53.0;64;10;380;-10;-28
2;18;2;-34.0;38.0;70;3;380;-3;18
-1;14;4;67.0;122.0;69;7;372;-7;14
0;-24;3;-5.0;42.0;70;36;379;-36;-24
1;-12;-5;2.0;94.0;70;3;385;-3;-12
6;-16;5;3.0;-19.0;65;23;379;-23;-16
4;-29;-1;151.0;-37.0;71;15;374;-15;-29
6;-15;2;23.0;86.0;72;35;401;-35;-15
-3;-14;2;-23.0;-69.0;66;-8;375;8;-14
2;-33;1;83.0;95.0;63;3;365;-3;-33
-2;-63;-5;35.0;44.0;70;-34;384;34;-63
1;16;-3;72.0;136.0;75;2;396;-2;16
-19;-36;6;-55.0;84.0;68;37;407;-37;-36
10;-29;-1;35.0;44.0;67;-37;383;37;-29
-2;36;4;32.0;-122.0;65;-4;364;4;36
-57;-49;-84;181.0;-162.0;52;53;393;-53;-49
2;-19;0;-358.0;-823.0;63;9;385;-9;-19
-1;-11;0;187.0;-83.0;80;-66;392;66;-11
-5;6;-1;-223.0;549.0;74;-34;381;34;6
-8;-6;20;3.0;221.0;91;-44;571;44;-6
-33;-64;17;185.0;76.0;52;16;390;-16;-64
-4;0;13;8.0;91.0;69;60;353;-60;0
46;248;3;68.0;387.0;49;1543;529;-1543;248
2;22;1;26.0;52.0;128;11;832;-11;22
7;20;-2;-92.0;140.0;78;42;436;-42;20
-6;39;-21;342.0;412.0;71;-16;415;16;39
-5;-21;1;236.0;26.0;66;-43;386;43;-21
-68;-8;-30;520.0;7.0;72;3;390;-3;-8
-87;34;20;-31.0;-184.0;71;6;375;-6;34
1;-5;-2;-67.0;172.0;71;-1;391;1;-5
-2;14;-1;102.0;168.0;62;41;370;-41;14
-68;-19;11;175.0;52.0;70;-25;385;25;-19
178;1211;208;7.0;-5.0;63;5;402;-5;1211
-6;34;2;264.0;34.0;71;-17;379;17;34
4;99;15;-133.0;-32.0;52;41;395;-41;99
-4;-28;7;160.0;-182.0;73;-7;381;7;-28
-1;12;4;198.0;12.0;66;28;360;-28;12
-6;-8;2;-210.0;48.0;69;17;370;-17;-8
5;-36;0;2.0;154.0;75;49;398;-49;-36
-17;33;-304;99.0;137.0;128;-3;384;3;33
-3;-37;4;47.0;-143.0;65;-14;373;14;-37
1;-16;1;107.0;-159.0;76;8;370;-8;-16
6;4;3;44.0;220.0;70;21;361;-21;4
4;-23;-4;-61.0;-155.0;67;2;369;-2;-23
-3;-19;-2;-95.0;174.0;68;-40;376;40;-19
3;-37;-1;191.0;-72.0;65;9;378;-9;-37
2;24;0;-262.0;-262.0;129;26;844;-26;24
-160;231;-96;174.0;375.0;40;-206;440;206;231
183;-478;197;-799.0;-279.0;96;19;411;-19;-478
2;-3;1;-16.0;-315.0;71;1;396;-1;-3
2;-8;-3;-117.0;35.0;77;-25;390;25;-8
10;1;1;-8.0;184.0;71;9;361;-9;1
480;-2296;-99;167.0;-520.0;147;1279;859;-1279;-2296
-3;5;3;-110.0;5.0;64;-14;366;14;5
-7;17;1;263.0;-459.0;66;19;370;-19;17
15;-2;-47;156.0;330.0;72;-16;404;16;-2
-41;33;24;428.0;-371.0;68;-24;386;24;33
10;-23;2;66.0;187.0;68;18;384;-18;-23
6;-517;54;-412.0;486.0;76;-257;499;257;-517
-8;23;7;256.0;-62.0;73;16;379;-16;23
28;1;62;606.0;215.0;70;-203;427;203;1
-3;17;3;-280.0;179.0;70;15;398;-15;17
1;39;4;76.0;-147.0;64;-9;368;9;39
-87;410;155;39.0;278.0;13;173;508;-173;410
-271;71;-348;114.0;368.0;168;-36;421;36;71
-5;33;3;208.0;276.0;72;-59;381;59;33
2;15;2;278.0;138.0;72;-14;374;14;15
-2;131;-31;1.0;131.0;92;-4;407;4;131
0;-26;1;-87.0;162.0;73;-14;368;14;-26
-319;95;419;233.0;368.0;231;18;403;-18;95
2;43;4;-110.0;197.0;65;-8;363;8;43
4;-3;7;-17.0;-99.0;62;30;361;-30;-3
3;18;0;-34.0;-159.0;62;19;367;-19;18
-67;-13;36;-74.0;111.0;77;5;382;-5;-13
-7;-21;-3;-128.0;131.0;69;14;411;-14;-21
9;31;-4;-28.0;-77.0;71;-81;379;81;31
6;-3;14;262.0;-142.0;68;-46;382;46;-3
2;8;0;-1330.0;2773.0;134;20;836;-20;8
7;24;-7;-181.0;18.0;70;-18;408;18;24
11;-58;8;-47.0;274.0;65;-337;451;337;-58
0;-52;-8;88.0;105.0;71;-52;379;52;-52
210;-826;-201;252.0;-63.0;96;201;474;-201;-826
41;-36;-22;1878.0;-835.0;67;-20;377;20;-36
-1;-7;-6;-365.0;393.0;79;-35;451;35;-7
0;26;6;-52.0;194.0;74;-16;372;16;26
-3;14;3;-6.0;204.0;70;-13;374;13;14
13;38;12;-185.0;83.0;78;2;377;-2;38
5;13;-5;-1229.0;1029.0;64;6;390;-6;13
-173;19;30;-107.0;332.0;87;50;390;-50;19
4;-7;7;-167.0;122.0;74;-21;364;21;-7
-34;3;-9;-521.0;224.0;67;-16;395;16;3
16;-11;-21;276.0;-80.0;76;-12;386;12;-11
115;21;-62;-40.0;150.0;76;39;389;-39;21
37;45;234;-15.0;335.0;128;30;342;-30;45
-978;-3094;-808;-743.0;562.0;683;-2650;-379;2650;-3094
-10;26;-4;42.0;12.0;142;-7;832;7;26
-41;233;29;-29.0;64.0;38;146;678;-146;233
21;-146;46;-327.0;9.0;59;-769;364;769;-146
-3;26;90;-332.0;239.0;71;6;384;-6;26
-3;59;0;-151.0;-63.0;73;24;415;-24;59
6;28;0;261.0;86.0;69;20;390;-20;28
-312;415;403;-54.0;-245.0;136;-174;353;174;415
-49;-8;94;-84.0;67.0;39;21;529;-21;-8
3;-15;1;293.0;230.0;70;8;382;-8;-15
-18;-146;-13;415.0;437.0;64;15;368;-15;-146
4;10;-2;-33.0;275.0;77;-78;393;78;10
2;-29;5;-236.0;503.0;72;-198;407;198;-29
6;2;-16;105.0;-148.0;90;-3;387;3;2
69;-45;-2;-130.0;135.0;68;44;391;-44;-45
-67;28;-30;98.0;691.0;67;49;384;-49;28
-57;-110;-32;-215.0;194.0;70;-94;480;94;-110
46;23;-3;-120.0;88.0;71;67;396;-67;23
1;-21;7;223.0;161.0;73;56;382;-56;-21
4;-20;6;-10.0;315.0;68;-11;381;11;-20
-82;-27;171;-54.0;-33.0;94;-9;399;9;-27
9;-27;-1;44.0;153.0;73;-3;360;3;-27
38;28;10;-320.0;9.0;65;-12;385;12;28
1;-38;-4;-213.0;-99.0;73;-104;436;104;-38
2;11;-3;-35.0;221.0;73;-13;366;13;11
3;-34;2;177.0;-798.0;72;-24;380;24;-34
-21;-39;-142;-135.0;148.0;78;-2;382;2;-39
1;-42;0;15.0;-82.0;74;56;388;-56;-42
-228;1377;-131;-382.0;621.0;13;-1051;817;1051;1377
-61;-23;-154;290.0;-236.0;91;279;456;-279;-23
5;22;-2;-147.0;26.0;67;-25;374;25;22
-17;241;-83;361.0;-650.0;73;588;438;-588;241
-9;47;4;-502.0;629.0;70;2;371;-2;47
6;-57;1;185.0;-152.0;71;-4;391;4;-57
-8;-60;-6;-41.0;-130.0;76;-57;389;57;-60
57;-13;0;-95.0;19.0;76;61;382;-61;-13
-432;53;243;-58.0;-215.0;188;-7;379;7;53
-1;-48;5;94.0;-316.0;63;38;366;-38;-48
51;-31;46;-52.0;-15.0;54;-52;620;52;-31
-8;-7;-9;-122.0;145.0;67;-139;402;139;-7
8;-50;-4;83.0;-126.0;66;-10;385;10;-50
4;28;-9;143.0;-113.0;56;30;379;-30;28
-115;35;254;279.0;-129.0;115;37;417;-37;35
-52;-18;22;-174.0;265.0;64;22;379;-22;-18
-3;-52;-8;-100.0;-393.0;68;-92;389;92;-52
1;-15;-3;707.0;-30.0;138;13;836;-13;-15
49;97;-48;-122.0;2.0;71;20;379;-20;97
81;-72;17;163.0;15.0;98;-70;573;70;-72
-1285;-459;-1251;164.0;-236.0;340;-541;1801;541;-459
-1;-16;-6;-73.0;-169.0;68;-26;394;26;-16
-2;2;-4;20.0;159.0;98;-2;634;2;2
2;-26;-1;289.0;380.0;135;-30;837;30;-26
-26;45;-73;-18.0;171.0;93;-16;395;16;45
-249;421;799;392.0;1163.0;587;3474;372;-3474;421
0;17;-3;-4.0;15.0;138;3;833;-3;17
105;-153;56;-171.0;-339.0;27;1291;527;-1291;-153
14;43;14;184.0;171.0;68;-1;377;1;43
-8;-2;5;-392.0;205.0;131;20;830;-20;-2
-2;-9;-2;103.0;-144.0;68;-16;399;16;-9
-32;-26;35;-115.0;60.0;75;-23;382;23;-26
0;3;1;-107.0;-21.0;66;-42;388;42;3
66;-840;144;-373.0;1203.0;31;-1296;510;1296;-840
-2;5;4;142.0;165.0;70;49;386;-49;5
-155;-430;79;106.0;13.0;71;-67;375;67;-430
114;41;-116;15.0;183.0;83;17;403;-17;41
24;-217;2;316.0;385.0;65;-213;372;213;-217
-7;-46;-9;-100.0;-123.0;69;-91;398;91;-46
-306;158;155;-2480.0;-603.0;128;29;375;-29;158
-138;15;-32;-170.0;24.0;99;28;557;-28;15
-285;30;-76;428.0;-217.0;123;44;392;-44;30
13;-27;38;-148.0;-40.0;73;-10;376;10;-27
58;11;-1;-54.0;171.0;71;17;380;-17;11
-1;-2;19;-299.0;-241.0;65;43;393;-43;-2
300;6;-2;335.0;-161.0;101;44;363;-44;6
-13;-3;5;176.0;-85.0;66;-15;390;15;-3
-160;122;24;19.0;-624.0;74;-1245;434;1245;122
5;9;1;205.0;35.0;72;-12;367;12;9
0;3;1;217.0;-122.0;72;10;386;-10;3
102;345;-92;-379.0;-460.0;135;-3638;443;3638;345
-70;164;-277;309.0;-379.0;112;-26;386;26;164
113;-53;-33;645.0;-226.0;96;-117;521;117;-53
122;742;74;-1263.0;1521.0;69;1551;696;-1551;742
-65;508;-39;-426.0;334.0;91;-104;592;104;508
-148;-233;218;-205.0;424.0;9;-46;338;46;-233
16;53;-7;350.0;22.0;67;6;382;-6;53
0;17;-4;-434.0;-121.0;70;-17;400;17;17
1;-53;-6;-177.0;-69.0;65;-14;405;14;-53
2;-103;13;70.0;-111.0;69;-172;432;172;-103
7;-2;16;61.0;-153.0;77;-27;369;27;-2
-5;-47;6;225.0;-178.0;70;-33;390;33;-47
-7;13;-3;-124.0;152.0;69;-9;377;9;13
-29;-4;4;134.0;-264.0;78;-90;377;90;-4
-6;40;4;207.0;-116.0;66;44;390;-44;40
4;-3;5;-67.0;228.0;68;3;382;-3;-3
0;23;-24;323.0;-114.0;72;-26;386;26;23
-11;47;1;149.0;-111.0;73;-39;380;39;47
-8;91;18;295.0;139.0;84;-160;539;160;91
-2;-5;-1;880.0;-452.0;74;-44;411;44;-5
3;16;-1;77.0;45.0;139;-9;831;9;16
2;12;0;37.0;33.0;134;-8;837;8;12
43;-34;6;-113.0;21.0;74;23;388;-23;-34
-4;-49;6;158.0;-91.0;70;-30;390;30;-49
59;15;0;-108.0;169.0;72;16;379;-16;15
1;13;4;46.0;24.0;133;7;837;-7;13
1;14;0;16.0;48.0;123;-1;847;1;14
-4;23;1;-20.0;47.0;136;-12;837;12;23
32;97;-24;-347.0;1128.0;72;-13;378;13;97
-4;-23;1;41.0;44.0;133;0;839;0;-23
4;-45;3;115.0;111.0;130;9;841;-9;-45
-2;12;3;4.0;29.0;134;-23;837;23;12
4;9;-5;-231.0;55.0;128;22;843;-22;9
0;-15;-5;52.0;102.0;132;1;835;-1;-15
-2;9;-6;34.0;46.0;127;-27;844;27;9
-7;-20;-6;37.0;40.0;134;-19;838;19;-20
-1;-25;1;9.0;60.0;133;23;839;-23;-25
1;22;-3;12.0;48.0;133;-3;839;3;22
3;-10;-6;27.0;28.0;136;10;835;-10;-10
2;26;7;31.0;44.0;129;6;840;-6;26
-2;5;-1;1.0;38.0;129;-26;842;26;5
4;15;-6;22.0;42.0;131;-27;841;27;15
-2;-1;-1;32.0;56.0;134;3;837;-3;-1
1;-3;0;206.0;52.0;123;12;847;-12;-3
-5;314;-250;661.0;8.0;66;-38;439;38;314
8;-7;1;17.0;64.0;130;-11;840;11;-7
3;-5;-2;68.0;-9.0;128;-8;843;8;-5
0;7;1;32.0;11.0;134;-27;836;27;7
3;35;3;-2.0;58.0;132;10;838;-10;35
5;-15;-1;2.0;13.0;130;-21;841;21;-15
2;12;-2;9.0;45.0;131;-6;841;6;12
2;-8;2;-93.0;-67.0;132;16;838;-16;-8
-81;1;6;1092.0;-2247.0;27;-303;406;303;1
-677;-687;-69;73.0;-955.0;-206;-8075;724;8075;-687
-4;11;11;-114.0;737.0;79;37;432;-37;11
1;-14;3;652.0;-1078.0;65;-56;385;56;-14
16;68;-13;-895.0;-112.0;74;0;437;0;68
-2;-2;-4;-111.0;177.0;136;-18;837;18;-2
-8;-6;-3;170.0;-266.0;132;-32;841;32;-6
2;5;1;-7.0;32.0;129;-7;842;7;5
6;-17;5;76.0;64.0;138;17;833;-17;-17
-1;31;1;11.0;3.0;131;42;841;-42;31
0;-6;-5;13.0;46.0;126;44;845;-44;-6
-2;18;0;-78.0;-58.0;136;-10;835;10;18
-1;27;0;41.0;46.0;132;43;839;-43;27
-904;1755;-1642;-629.0;1859.0;2896;51;1832;-51;1755
2;15;-3;43.0;53.0;133;-3;836;3;15
0;-14;-3;28.0;32.0;130;-1;841;1;-14
8;-18;-4;-11.0;82.0;125;17;837;-17;-18
-11;-15;17;699.0;31.0;60;12;416;-12;-15
-5;-3;4;26.0;-13.0;131;-27;841;27;-3
0;-2;3;50.0;62.0;135;-28;835;28;-2
2;18;2;1.0;34.0;132;-36;839;36;18
3;3;2;22.0;22.0;131;-29;839;29;3
0;-7;1;41.0;-9.0;133;11;837;-11;-7
10;-13;-5;-5.0;25.0;127;-37;843;37;-13
7;35;1;13.0;44.0;133;27;836;-27;35
13;703;-317;-801.0;-579.0;141;172;329;-172;703
-6;13;0;41.0;46.0;130;-57;842;57;13
-3;12;3;4.0;43.0;128;-17;844;17;12
4;-7;-1;0.0;-37.0;127;-31;842;31;-7
3;-23;4;14.0;29.0;131;-43;837;43;-23
1;9;0;40.0;19.0;128;-43;843;43;9
-4;-40;3;10.0;81.0;129;-21;843;21;-40
9;6;-8;18.0;32.0;134;11;837;-11;6
6;13;-1;37.0;64.0;132;18;837;-18;13
5;9;0;312.0;-54.0;127;9;843;-9;9
8;26;-3;6.0;26.0;130;-22;840;22;26
-4;-22;-1;-35.0;73.0;134;-28;839;28;-22
6;-20;-3;0.0;194.0;131;14;839;-14;-20
8;-18;0;-4.0;4.0;130;19;840;-19;-18
-7;-7;38;766.0;696.0;70;1;391;-1;-7
-6;16;2;26.0;44.0;134;25;837;-25;16
-8;1220;-337;-574.0;587.0;-200;5837;829;-5837;1220
3;-33;1;27.0;-6.0;137;-22;835;22;-33
-4;3;1;-40.0;27.0;130;-16;841;16;3
-2;-5;4;-20.0;-13.0;130;-4;840;4;-5
-9;11;3;56.0;12.0;130;14;842;-14;11
1;46;0;10.0;33.0;131;-12;839;12;46
6;22;-2;38.0;7.0;128;-7;839;7;22
-6;-1;2;57.0;0.0;136;23;836;-23;-1
-1;-20;2;85.0;48.0;138;16;832;-16;-20
2;-1;-6;31.0;26.0;131;-19;840;19;-1
