InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-92.0;-211.0;27;24;652;-219.0;530.0;27;-724.0;7;-41
-25.0;-16.0;23;16;746;-62.0;563.0;23;-148.0;19;-50
-119.0;236.0;6;18;656;-30.0;501.0;6;-847.0;11;-41
-93.0;19.0;7;15;658;-14.0;509.0;7;-856.0;5;-41
-140.0;37.0;-35;19;658;101.0;515.0;-35;-868.0;10;-41
-45.0;-8.0;-7;11;747;-35.0;577.0;-7;-244.0;23;-50
-126.0;16.0;-2;20;656;15.0;508.0;-2;-858.0;5;-41
-120.0;-62.0;3;25;654;-11.0;508.0;3;-857.0;14;-41
-130.0;73.0;12;20;652;74.0;501.0;12;-857.0;6;-41
-150.0;-5.0;-15;16;654;40.0;512.0;-15;-863.0;10;-41
-147.0;25.0;25;15;658;86.0;513.0;25;-864.0;11;-41
-142.0;16.0;2;23;652;63.0;513.0;2;-865.0;13;-41
-148.0;-82.0;-4;18;653;-20.0;510.0;-4;-870.0;12;-41
-138.0;-147.0;-14;21;651;-134.0;513.0;-14;-869.0;12;-41
-104.0;-93.0;29;22;654;-111.0;509.0;29;-870.0;14;-41
-151.0;-112.0;-16;18;653;-58.0;508.0;-16;-868.0;16;-41
-44.0;-16.0;11;11;746;-47.0;577.0;11;-250.0;23;-50
-120.0;165.0;-16;18;657;163.0;519.0;-16;-835.0;13;-41
-120.0;22.0;24;22;653;7.0;515.0;24;-824.0;12;-41
-142.0;-193.0;7;16;657;-163.0;513.0;7;-824.0;12;-41
-114.0;-119.0;-2;17;655;-146.0;514.0;-2;-826.0;17;-41
-163.0;-157.0;0;22;651;-157.0;517.0;0;-845.0;13;-41
-168.0;-146.0;20;34;638;-149.0;512.0;20;-853.0;23;-41
-126.0;-97.0;-15;26;649;-53.0;507.0;-15;-863.0;10;-41
-137.0;-150.0;-8;15;654;-80.0;502.0;-8;-872.0;8;-41
-139.0;-44.0;36;17;657;-61.0;509.0;36;-872.0;12;-41
-149.0;-50.0;-19;19;656;-52.0;510.0;-19;-872.0;9;-41
-149.0;-67.0;-9;18;658;-58.0;509.0;-9;-873.0;13;-41
-158.0;-54.0;-27;25;649;-42.0;510.0;-27;-873.0;17;-41
-154.0;-71.0;-17;17;660;-10.0;512.0;-17;-873.0;8;-41
-143.0;-78.0;43;20;658;-35.0;513.0;43;-873.0;13;-41
-158.0;-118.0;-1;21;654;-65.0;514.0;-1;-875.0;13;-41
-148.0;-95.0;21;21;656;-53.0;510.0;21;-857.0;28;-41
-31.0;-31.0;1;15;741;2.0;578.0;1;-211.0;17;-50
-17.0;-119.0;-27;17;739;5.0;592.0;-27;-167.0;26;-50
-19.0;-94.0;6;12;746;-32.0;605.0;6;-244.0;22;-50
-8.0;-73.0;14;11;747;-99.0;603.0;14;-216.0;19;-50
20.0;-11.0;-26;16;741;-96.0;596.0;-26;-25.0;26;-50
-146.0;-94.0;-8;20;656;-1.0;544.0;-8;-857.0;15;-41
-153.0;-104.0;0;17;660;-21.0;530.0;0;-858.0;15;-41
-157.0;-82.0;-14;24;651;-43.0;532.0;-14;-862.0;19;-41
-159.0;-97.0;-11;14;665;-74.0;530.0;-11;-860.0;11;-41
-118.0;32.0;-11;16;654;59.0;520.0;-11;-854.0;15;-41
-66.0;-1.0;7;15;745;-70.0;606.0;7;305.0;28;-50
-145.0;-80.0;-9;18;655;-62.0;518.0;-9;-878.0;15;-41
-118.0;31.0;-62;24;647;28.0;516.0;-62;-877.0;15;-41
-103.0;-241.0;12;23;650;-172.0;517.0;12;-881.0;12;-41
-127.0;-78.0;-4;14;748;-47.0;618.0;-4;273.0;30;-50
-134.0;-54.0;6;14;747;-38.0;618.0;6;273.0;27;-50
-132.0;-5.0;-1;15;749;-26.0;621.0;-1;144.0;22;-50
-135.0;-29.0;-12;10;751;-24.0;622.0;-12;143.0;26;-50
-131.0;-26.0;-22;12;752;-56.0;622.0;-22;145.0;27;-50
-125.0;234.0;20;11;753;27.0;623.0;20;142.0;28;-50
-124.0;-36.0;-2;13;749;-13.0;621.0;-2;143.0;29;-50
-126.0;-73.0;-3;14;749;-20.0;622.0;-3;145.0;29;-50
-207.0;-160.0;-48;18;658;-83.0;26.0;-48;-17.0;-31;-44
-131.0;127.0;30;7;755;-54.0;623.0;30;147.0;22;-50
-137.0;-54.0;-26;17;745;-38.0;617.0;-26;144.0;25;-50
-126.0;-58.0;-8;16;746;-37.0;618.0;-8;143.0;21;-50
-139.0;-72.0;-22;15;748;-54.0;618.0;-22;138.0;30;-50
-299.0;351.0;-109;3;674;209.0;622.0;-109;-560.0;39;-42
-127.0;-95.0;-23;12;755;-87.0;616.0;-23;136.0;27;-50
-110.0;-124.0;-18;16;743;-89.0;623.0;-18;118.0;26;-50
-101.0;155.0;-20;14;746;-81.0;622.0;-20;121.0;26;-50
-138.0;-523.0;4;17;746;-173.0;616.0;4;112.0;25;-50
-135.0;-485.0;13;17;746;-53.0;613.0;13;110.0;28;-50
-179.0;-326.0;-63;16;907;-46.0;781.0;-63;-668.0;-288;-54
-140.0;-423.0;-45;14;744;75.0;614.0;-45;68.0;23;-50
-130.0;248.0;-3;14;746;-38.0;617.0;-3;51.0;18;-50
-191.0;-296.0;-115;8;843;341.0;689.0;-115;-564.0;-2;-49
-224.0;-470.0;-11;7;805;-94.0;690.0;-11;-563.0;-19;-49
-123.0;31.0;-20;15;748;365.0;615.0;-20;44.0;26;-50
-138.0;254.0;-37;14;749;-422.0;613.0;-37;48.0;22;-50
53.0;-467.0;11;10;753;-173.0;574.0;11;-252.0;20;-50
41.0;-667.0;32;14;749;-7.0;579.0;32;-265.0;19;-50
44.0;-425.0;-4;18;743;-62.0;577.0;-4;-207.0;18;-50
43.0;-333.0;21;8;752;25.0;578.0;21;-213.0;18;-50
67.0;-506.0;-5;11;750;-115.0;590.0;-5;-113.0;24;-50
78.0;-211.0;-12;12;755;-73.0;588.0;-12;-113.0;28;-50
28.0;-126.0;15;2;759;-234.0;591.0;15;-106.0;20;-50
80.0;-153.0;-13;13;747;-90.0;568.0;-13;-139.0;20;-50
-175.0;-357.0;-13;21;669;-423.0;448.0;-13;-563.0;26;-39
1.0;-21.0;15;10;748;-242.0;596.0;15;149.0;25;-50
-104.0;-11.0;-31;10;752;-150.0;607.0;-31;172.0;30;-50
-142.0;-9.0;9;13;749;-53.0;613.0;9;157.0;19;-50
-125.0;-16.0;10;11;748;-53.0;614.0;10;155.0;21;-50
-132.0;-135.0;-22;13;754;-76.0;614.0;-22;156.0;29;-50
-130.0;202.0;19;14;758;-52.0;612.0;19;156.0;32;-50
-126.0;-107.0;-6;10;753;-1.0;614.0;-6;154.0;25;-50
-119.0;-94.0;4;8;758;-73.0;611.0;4;150.0;23;-50
-122.0;-59.0;8;18;753;-39.0;612.0;8;149.0;23;-50
-124.0;-96.0;7;17;753;-43.0;612.0;7;149.0;23;-50
-120.0;-47.0;-1;10;757;-32.0;611.0;-1;149.0;30;-50
-116.0;-27.0;-24;9;755;-40.0;611.0;-24;151.0;24;-50
-121.0;-66.0;16;12;757;-30.0;612.0;16;151.0;25;-50
-174.0;82.0;-25;27;654;-73.0;264.0;-25;161.0;22;-40
-86.0;-14.0;-11;20;665;-11.0;270.0;-11;173.0;20;-40
-63.0;-43.0;-6;23;661;-16.0;267.0;-6;166.0;27;-40
-63.0;-97.0;-2;20;660;-35.0;266.0;-2;167.0;22;-40
-114.0;-149.0;-20;15;665;-14.0;260.0;-20;187.0;15;-40
-127.0;223.0;-46;22;666;-33.0;257.0;-46;185.0;26;-40
-125.0;-46.0;7;13;755;-7.0;612.0;7;152.0;27;-50
-115.0;-40.0;-42;16;752;-22.0;610.0;-42;152.0;28;-50
-117.0;-78.0;-2;13;754;-47.0;609.0;-2;150.0;24;-50
-109.0;57.0;-34;14;755;43.0;612.0;-34;148.0;27;-50
207.0;57.0;34;-18;654;95.0;439.0;34;-114.0;-151;-42
-118.0;-22.0;-1;11;761;58.0;612.0;-1;147.0;28;-50
-145.0;-58.0;-14;11;759;23.0;613.0;-14;142.0;28;-50
-150.0;14.0;40;9;758;-32.0;613.0;40;137.0;21;-50
-141.0;-178.0;28;64;663;-183.0;495.0;28;-463.0;19;39
-160.0;249.0;94;-16;728;203.0;521.0;94;-440.0;-5;-45
-150.0;-14.0;18;9;760;-25.0;613.0;18;132.0;25;-50
-94.0;165.0;-32;14;754;-290.0;601.0;-32;144.0;25;-50
-330.0;-229.0;10;293;670;-65.0;527.0;10;-298.0;13;39
7.0;-270.0;-7;21;749;291.0;529.0;-7;94.0;24;-50
-138.0;-157.0;-40;16;756;-135.0;484.0;-40;-111.0;9;-51
-95.0;-173.0;-174;29;644;-88.0;413.0;-174;-188.0;20;-47
-167.0;-499.0;6;9;761;-322.0;483.0;6;-292.0;2;-51
-122.0;-199.0;16;7;766;-213.0;494.0;16;-299.0;5;-51
-92.0;15.0;129;292;485;89.0;429.0;129;-135.0;66;-44
-139.0;-359.0;-44;11;672;-287.0;412.0;-44;-111.0;-5;-46
-157.0;-295.0;-14;-17;682;-204.0;405.0;-14;-113.0;3;-46
-269.0;-74.0;16;24;664;145.0;309.0;16;-112.0;-2;-46
-307.0;7.0;-15;14;673;18.0;-65.0;-15;-17.0;8;-46
-151.0;-72.0;-20;7;766;-135.0;506.0;-20;-329.0;7;-51
-140.0;-58.0;20;6;763;86.0;509.0;20;-349.0;0;-51
-147.0;12.0;-1;18;750;35.0;502.0;-1;-336.0;2;-51
-139.0;271.0;-22;14;757;83.0;499.0;-22;-331.0;5;-51
-186.0;-155.0;17;15;755;-733.0;489.0;17;-311.0;9;-51
-121.0;36.0;17;15;760;-232.0;486.0;17;-271.0;8;-52
-73.0;-331.0;10;18;755;177.0;493.0;10;-304.0;3;-52
-100.0;-294.0;-62;14;763;205.0;498.0;-62;-296.0;16;-52
-114.0;-64.0;-1;16;758;-44.0;496.0;-1;-275.0;-1;-52
-148.0;-61.0;9;10;765;-192.0;497.0;9;-262.0;14;-52
-78.0;-83.0;-31;12;763;-59.0;500.0;-31;-267.0;7;-52
-74.0;-447.0;-43;15;756;117.0;500.0;-43;-284.0;8;-52
-162.0;79.0;-7;10;764;-28.0;499.0;-7;-263.0;11;-52
-131.0;-198.0;-16;10;762;-143.0;489.0;-16;-216.0;11;-52
-134.0;-28.0;-53;14;755;-24.0;493.0;-53;-239.0;10;-52
-140.0;-72.0;-56;13;756;-23.0;492.0;-56;-243.0;11;-52
-152.0;81.0;-53;12;762;29.0;492.0;-53;-230.0;17;-52
-154.0;93.0;-4;13;755;-18.0;492.0;-4;-238.0;4;-52
-226.0;-125.0;30;476;667;101.0;543.0;30;-376.0;25;39
-90.0;60.0;-33;14;757;113.0;485.0;-33;-263.0;9;-52
-129.0;219.0;12;16;751;85.0;486.0;12;-53.0;12;-52
-20.0;-24.0;25;20;756;106.0;494.0;25;-293.0;21;-52
-172.0;-383.0;22;15;756;-394.0;501.0;22;190.0;21;-52
-218.0;-63.0;-22;9;755;-17.0;504.0;-22;165.0;7;-52
-159.0;-323.0;-23;9;756;27.0;510.0;-23;111.0;7;-52
-145.0;-49.0;3;13;749;-81.0;506.0;3;214.0;8;-52
-142.0;-37.0;12;13;758;-32.0;507.0;12;277.0;4;-52
-249.0;-382.0;87;-31;723;-43.0;617.0;87;-752.0;-13;-37
-152.0;-76.0;1;15;754;-8.0;506.0;1;-120.0;4;-52
-118.0;9.0;-12;11;760;-5.0;502.0;-12;-124.0;13;-52
-140.0;36.0;23;10;762;54.0;501.0;23;-124.0;4;-52
-98.0;-15.0;18;16;752;28.0;516.0;18;-155.0;5;-52
-97.0;-50.0;4;15;759;-32.0;506.0;4;-168.0;11;-52
-87.0;26.0;-29;13;759;-26.0;506.0;-29;-141.0;11;-52
-148.0;-55.0;-20;8;772;134.0;496.0;-20;183.0;-2;-52
-163.0;-205.0;18;13;767;-144.0;510.0;18;-40.0;-12;-52
-167.0;-592.0;-42;9;772;-314.0;535.0;-42;34.0;-4;-52
-171.0;-550.0;-74;10;771;-186.0;540.0;-74;42.0;-22;-52
-180.0;-225.0;-43;11;777;45.0;542.0;-43;35.0;-22;-52
-467.0;-38.0;-40;40;705;170.0;486.0;-40;-412.0;44;-42
-500.0;-139.0;-45;-12;687;55.0;488.0;-45;-403.0;-4;-44
-111.0;149.0;-90;54;584;160.0;455.0;-90;-449.0;19;-39
-193.0;53.0;-77;18;628;115.0;433.0;-77;-371.0;-5;-39
-185.0;-318.0;34;20;648;-122.0;471.0;34;-72.0;5;-39
-192.0;-177.0;-12;18;649;-137.0;468.0;-12;-68.0;-3;-39
-104.0;129.0;0;18;670;347.0;410.0;0;-189.0;38;-40
-76.0;-60.0;13;17;745;-41.0;618.0;13;-208.0;21;-50
-66.0;-58.0;-39;20;662;-200.0;400.0;-39;-187.0;38;-40
-91.0;-539.0;13;17;667;-135.0;400.0;13;-114.0;40;-40
-104.0;-148.0;-15;15;669;-70.0;406.0;-15;-150.0;39;-40
-87.0;-52.0;-21;16;669;-59.0;415.0;-21;-147.0;38;-40
-61.0;-485.0;-40;18;654;-482.0;429.0;-40;-206.0;18;-40
-52.0;-133.0;-12;17;675;411.0;596.0;-12;-422.0;20;-44
-234.0;379.0;-16;18;661;-422.0;601.0;-16;-294.0;34;-44
-174.0;-131.0;-39;17;671;-166.0;610.0;-39;-272.0;31;-44
-158.0;-52.0;-7;6;677;-57.0;613.0;-7;-222.0;30;-44
-156.0;-56.0;-13;25;664;-42.0;616.0;-13;-884.0;43;-44
-146.0;-61.0;-10;19;660;-13.0;612.0;-10;-310.0;38;-44
-153.0;-21.0;6;17;664;-48.0;616.0;6;-766.0;34;-44
-109.0;-91.0;11;12;666;-9.0;618.0;11;-773.0;33;-44
-170.0;205.0;5;12;669;-169.0;615.0;5;-509.0;29;-44
-147.0;-183.0;-13;21;662;217.0;615.0;-13;-565.0;31;-44
102.0;-453.0;-27;12;670;-365.0;615.0;-27;-455.0;35;-44
-368.0;346.0;-5;12;663;133.0;457.0;-5;-290.0;27;-17
-338.0;-118.0;30;19;660;-45.0;467.0;30;-433.0;29;-17
-364.0;-225.0;25;16;667;-71.0;471.0;25;-458.0;27;-17
-379.0;-513.0;39;22;661;-210.0;472.0;39;-457.0;36;-17
-220.0;-150.0;-23;44;626;-155.0;883.0;-23;-616.0;19;-44
-74.0;-84.0;-31;13;741;-49.0;613.0;-31;-208.0;13;-50
-77.0;-48.0;-41;12;748;-35.0;617.0;-41;-208.0;17;-50
-76.0;-41.0;-6;6;752;-48.0;616.0;-6;-214.0;21;-50
-71.0;-132.0;-17;15;747;-47.0;619.0;-17;-216.0;28;-50
-74.0;-75.0;-14;12;748;-39.0;620.0;-14;-217.0;19;-50
-354.0;213.0;25;-19;708;221.0;325.0;25;107.0;19;-44
-172.0;-120.0;-28;18;667;-300.0;313.0;-28;129.0;39;-44
-188.0;-331.0;-17;17;670;-406.0;317.0;-17;105.0;39;-44
-71.0;-45.0;25;21;741;-19.0;619.0;25;-211.0;27;-50
-226.0;-76.0;47;-21;650;178.0;521.0;47;11.0;91;-39
-242.0;-84.0;42;28;667;61.0;520.0;42;7.0;-8;-39
-147.0;140.0;10;24;667;76.0;331.0;10;-177.0;32;-44
-107.0;-170.0;98;-11;678;-160.0;258.0;98;171.0;140;-51
-12.0;155.0;3;2;690;-160.0;281.0;3;205.0;39;-43
-81.0;-252.0;-39;23;734;-69.0;618.0;-39;-210.0;22;-50
-63.0;-70.0;-1;14;744;-77.0;619.0;-1;-223.0;21;-50
-91.0;-236.0;117;205;641;-398.0;276.0;117;80.0;-68;-35
-177.0;135.0;6;25;658;522.0;532.0;6;-371.0;40;-41
-72.0;-9.0;-29;15;748;-68.0;621.0;-29;-226.0;19;-50
-68.0;202.0;-37;18;743;-115.0;619.0;-37;-236.0;23;-50
6.0;253.0;-137;46;584;177.0;532.0;-137;-532.0;140;-37
-63.0;363.0;-31;14;743;112.0;619.0;-31;-246.0;16;-50
-168.0;-92.0;-55;43;667;-89.0;804.0;-55;219.0;-27;-40
-378.0;-485.0;-6;14;679;-267.0;219.0;-6;-44.0;-10;-44
-66.0;-96.0;24;20;738;-26.0;619.0;24;-243.0;29;-50
-69.0;-87.0;0;13;747;-6.0;619.0;0;-242.0;17;-50
-180.0;-433.0;-67;4;693;104.0;708.0;-67;-135.0;13;-43
-54.0;-332.0;68;-79;700;-354.0;803.0;68;-268.0;-26;-40
-20.0;-125.0;-13;13;739;-102.0;611.0;-13;-284.0;-7;-50
15.0;-12.0;-3;14;738;-89.0;581.0;-3;-340.0;14;-50
-2.0;-76.0;-41;12;742;-126.0;596.0;-41;-175.0;22;-50
57.0;-3.0;-41;182;696;141.0;499.0;-41;-552.0;24;-46
-19.0;-114.0;-42;12;742;-220.0;596.0;-42;-176.0;22;-50
-26.0;-86.0;-30;12;741;-53.0;606.0;-30;-182.0;17;-50
-31.0;-82.0;-19;11;741;-31.0;606.0;-19;-186.0;18;-50
-266.0;-179.0;89;131;620;-13.0;412.0;89;-670.0;4;-24
-560.0;-77.0;-29;15;665;-36.0;610.0;-29;-235.0;36;-38
-84.0;208.0;-5;4;658;276.0;448.0;-5;-394.0;56;-38
-137.0;20.0;-38;22;665;148.0;411.0;-38;-534.0;12;-32
-125.0;96.0;-73;14;682;106.0;412.0;-73;-523.0;9;-32
-127.0;-6.0;-31;13;671;7.0;412.0;-31;-509.0;15;-32
-127.0;-21.0;-28;21;671;11.0;413.0;-28;-520.0;16;-32
-115.0;-181.0;-17;14;672;-125.0;424.0;-17;-572.0;19;-32
-112.0;-23.0;-21;22;659;58.0;422.0;-21;-578.0;11;-32
-82.0;100.0;16;18;656;5.0;428.0;16;-540.0;19;-32
-375.0;129.0;-17;7;669;-16.0;550.0;-17;-288.0;22;-25
-515.0;208.0;-5;45;658;64.0;588.0;-5;-236.0;11;-25
-461.0;256.0;-33;43;650;275.0;583.0;-33;-285.0;-7;-25
-463.0;205.0;-55;60;661;286.0;574.0;-55;-322.0;2;-25
-15.0;-43.0;-24;14;741;-27.0;608.0;-24;-189.0;22;-50
-32.0;-54.0;-13;13;736;-24.0;611.0;-13;-183.0;10;-50
-35.0;-58.0;-12;20;729;16.0;601.0;-12;-232.0;11;-50
-321.0;241.0;-52;7;690;-290.0;554.0;-52;-690.0;25;-29
-7.0;-327.0;53;18;672;-406.0;553.0;53;-655.0;32;-29
102.0;-21.0;37;20;672;-99.0;551.0;37;-651.0;47;-29
122.0;-171.0;2;15;685;62.0;541.0;2;-654.0;57;-29
-393.0;-1.0;-71;18;668;261.0;569.0;-71;-547.0;37;-28
-339.0;150.0;10;18;663;283.0;570.0;10;-536.0;21;-28
-280.0;46.0;-99;74;634;-397.0;367.0;-99;-39.0;51;-28
-26.0;160.0;-101;39;501;272.0;654.0;-101;-459.0;95;-43
-57.0;-57.0;-21;22;733;-50.0;602.0;-21;-257.0;15;-50
-35.0;-87.0;-18;17;736;-15.0;598.0;-18;-276.0;14;-50
-47.0;-77.0;7;15;740;-27.0;590.0;7;-229.0;15;-50
-23.0;-25.0;22;12;740;16.0;588.0;22;-219.0;20;-50
-346.0;-159.0;-55;15;668;29.0;338.0;-55;156.0;9;-40
-257.0;-67.0;-149;14;683;81.0;26.0;-149;-70.0;13;-40
-286.0;56.0;-61;20;681;84.0;-57.0;-61;-83.0;18;-39
-285.0;-363.0;-20;19;672;-461.0;511.0;-20;-606.0;51;-43
-197.0;-297.0;60;29;641;205.0;502.0;60;21.0;25;-40
-186.0;-225.0;-5;15;656;30.0;441.0;-5;40.0;2;-40
-236.0;-278.0;-17;19;656;24.0;429.0;-17;-106.0;10;-41
-232.0;-54.0;-7;14;656;13.0;418.0;-7;-96.0;9;-41
-295.0;-301.0;87;-2;683;103.0;547.0;87;-277.0;30;-41
-21.0;-34.0;27;7;748;-21.0;585.0;27;-210.0;19;-50
-20.0;-66.0;-18;16;739;-47.0;580.0;-18;-198.0;14;-50
-417.0;204.0;42;16;654;211.0;484.0;42;-146.0;10;-46
-144.0;-54.0;-15;26;671;-378.0;648.0;-15;-632.0;-10;-41
-238.0;-362.0;2;17;677;-155.0;637.0;2;-611.0;8;-41
-6.0;-36.0;-32;14;747;-49.0;549.0;-32;-5.0;23;-50
-196.0;-67.0;-76;-10;818;-103.0;324.0;-76;-267.0;-139;-34
-3.0;-29.0;12;12;746;-47.0;548.0;12;2.0;13;-50
6.0;-78.0;31;15;748;-79.0;537.0;31;91.0;19;-50
9.0;-89.0;-7;17;744;-34.0;533.0;-7;109.0;17;-50
3.0;-83.0;-31;19;740;-56.0;534.0;-31;110.0;21;-50
8.0;-73.0;3;16;744;-32.0;534.0;3;113.0;16;-50
35.0;-53.0;-7;10;745;-79.0;569.0;-7;-49.0;17;-50
-375.0;-11.0;14;16;662;-126.0;138.0;14;150.0;8;-41
-410.0;-184.0;19;13;652;-259.0;126.0;19;15.0;11;-41
-16.0;-84.0;30;21;740;-100.0;583.0;30;-104.0;24;-50
-288.0;-368.0;-206;10;620;-358.0;803.0;-206;-244.0;179;-55
-40.0;-513.0;26;16;652;-149.0;367.0;26;107.0;13;-32
22.0;-180.0;6;17;655;-71.0;371.0;6;90.0;23;-32
28.0;-40.0;-3;14;652;13.0;372.0;-3;90.0;23;-32
-22.0;-158.0;3;16;651;-313.0;372.0;3;87.0;3;-32
-96.0;257.0;-10;16;667;-194.0;354.0;-10;111.0;26;-32
-67.0;-336.0;8;8;747;7.0;593.0;8;-310.0;23;-50
-161.0;129.0;31;16;663;-422.0;380.0;31;75.0;9;-32
136.0;-187.0;10;47;638;171.0;428.0;10;-53.0;-39;-32
-62.0;-77.0;2;14;741;-38.0;610.0;2;-371.0;21;-50
-100.0;-31.0;-15;12;744;-22.0;609.0;-15;-408.0;24;-50
-89.0;-34.0;-23;15;744;-5.0;611.0;-23;-405.0;22;-50
-95.0;-160.0;11;8;748;-58.0;613.0;11;-410.0;23;-50
-63.0;-59.0;-24;12;744;-24.0;602.0;-24;-420.0;22;-50
-70.0;-45.0;-1;14;743;-37.0;602.0;-1;-419.0;23;-50
-72.0;-27.0;-2;14;745;-38.0;602.0;-2;-421.0;22;-50
-555.0;-5.0;62;-27;709;80.0;561.0;62;-540.0;-31;-24
-63.0;-80.0;-8;17;743;-51.0;603.0;-8;-416.0;21;-50
-65.0;-78.0;-3;10;747;-34.0;611.0;-3;-432.0;18;-50
-62.0;-86.0;10;11;742;-39.0;611.0;10;-429.0;18;-50
-97.0;-338.0;-35;21;665;-582.0;421.0;-35;-319.0;76;-43
-59.0;-14.0;31;18;739;-56.0;610.0;31;-427.0;21;-50
10.0;-328.0;124;175;444;-64.0;281.0;124;54.0;-11;-50
-64.0;-54.0;31;17;741;-5.0;612.0;31;-424.0;22;-50
-70.0;-52.0;59;12;735;-13.0;608.0;59;-415.0;8;-50
-493.0;-11.0;42;45;658;74.0;472.0;42;-160.0;-29;-24
-92.0;-42.0;31;21;731;31.0;597.0;31;-350.0;3;-51
-63.0;106.0;81;6;730;31.0;594.0;81;-319.0;25;-51
-18.0;-22.0;133;6;781;44.0;588.0;133;-282.0;-37;-54
-111.0;-86.0;-61;16;710;-72.0;482.0;-61;-306.0;69;12
-91.0;-40.0;-30;35;698;-33.0;485.0;-30;-251.0;67;14
-107.0;-453.0;25;215;682;-438.0;483.0;25;-166.0;34;15
-63.0;-19.0;5;218;689;-101.0;483.0;5;-211.0;41;15
-97.0;-35.0;3;453;691;-10.0;472.0;3;-316.0;40;15
-68.0;-280.0;-65;15;664;-221.0;501.0;-65;-486.0;8;-44
-211.0;40.0;-104;40;648;-116.0;500.0;-104;-484.0;31;-44
-207.0;-454.0;-63;-18;642;-309.0;386.0;-63;-145.0;103;-39
-109.0;-284.0;106;-149;781;-159.0;388.0;106;-178.0;-44;-38
-407.0;-134.0;16;15;656;78.0;594.0;16;-577.0;11;-43
-366.0;-14.0;-4;23;657;180.0;586.0;-4;-581.0;11;-43
-174.0;-161.0;41;14;663;-115.0;492.0;41;-518.0;30;-43
