Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
396.0;986.0;-226.0;847.0;991.0;653.0;-928.0;-295.0;413.0
391.0;975.0;-271.0;887.0;1029.0;542.0;-948.0;-381.0;505.0
389.0;945.0;-246.0;858.0;994.0;611.0;-925.0;-353.0;457.0
358.0;957.0;-221.0;887.0;1037.0;592.0;-931.0;-335.0;448.0
361.0;934.0;-272.0;874.0;1013.0;589.0;-948.0;-335.0;410.0
351.0;962.0;-213.0;840.0;980.0;554.0;-941.0;-336.0;394.0
373.0;965.0;-224.0;860.0;993.0;575.0;-947.0;-311.0;402.0
339.0;962.0;-213.0;875.0;987.0;626.0;-951.0;-337.0;389.0
361.0;948.0;-197.0;843.0;1005.0;610.0;-958.0;-311.0;406.0
363.0;968.0;-225.0;888.0;1035.0;603.0;-930.0;-350.0;367.0
358.0;955.0;-270.0;881.0;1018.0;571.0;-974.0;-349.0;407.0
361.0;951.0;-202.0;878.0;983.0;621.0;-936.0;-325.0;398.0
323.0;952.0;-216.0;864.0;1007.0;591.0;-937.0;-340.0;405.0
352.0;944.0;-203.0;869.0;975.0;610.0;-956.0;-309.0;377.0
361.0;958.0;-212.0;885.0;1025.0;568.0;-960.0;-308.0;413.0
385.0;960.0;-210.0;852.0;996.0;617.0;-958.0;-322.0;416.0
360.0;927.0;-214.0;887.0;986.0;579.0;-945.0;-337.0;401.0
363.0;943.0;-220.0;849.0;986.0;618.0;-952.0;-336.0;393.0
320.0;962.0;-223.0;861.0;968.0;603.0;-939.0;-339.0;381.0
372.0;933.0;-220.0;877.0;988.0;600.0;-940.0;-343.0;374.0
359.0;971.0;-206.0;879.0;985.0;565.0;-963.0;-305.0;411.0
344.0;961.0;-220.0;861.0;1020.0;592.0;-956.0;-313.0;419.0
358.0;966.0;-204.0;876.0;991.0;608.0;-969.0;-340.0;403.0
349.0;969.0;-191.0;890.0;985.0;610.0;-958.0;-308.0;402.0
368.0;945.0;-184.0;877.0;1014.0;589.0;-957.0;-306.0;387.0
349.0;933.0;-200.0;870.0;985.0;637.0;-948.0;-318.0;370.0
350.0;955.0;-221.0;860.0;972.0;607.0;-947.0;-307.0;384.0
363.0;970.0;-215.0;878.0;983.0;552.0;-944.0;-322.0;383.0
384.0;990.0;-209.0;883.0;1016.0;582.0;-945.0;-320.0;419.0
359.0;972.0;-228.0;875.0;1003.0;621.0;-953.0;-351.0;419.0
358.0;950.0;-223.0;882.0;1020.0;560.0;-943.0;-315.0;425.0
386.0;978.0;-203.0;881.0;1005.0;572.0;-944.0;-322.0;392.0
369.0;953.0;-214.0;857.0;997.0;670.0;-929.0;-316.0;396.0
376.0;953.0;-237.0;882.0;974.0;593.0;-941.0;-322.0;412.0
398.0;952.0;-264.0;868.0;1016.0;618.0;-959.0;-370.0;454.0
402.0;948.0;-238.0;849.0;964.0;611.0;-948.0;-370.0;384.0
395.0;962.0;-251.0;869.0;1005.0;606.0;-941.0;-345.0;412.0
397.0;947.0;-242.0;840.0;986.0;646.0;-948.0;-344.0;424.0
388.0;951.0;-250.0;842.0;989.0;592.0;-943.0;-350.0;445.0
377.0;942.0;-255.0;833.0;978.0;618.0;-945.0;-374.0;424.0
397.0;970.0;-202.0;877.0;1009.0;584.0;-947.0;-291.0;414.0
359.0;961.0;-230.0;879.0;1006.0;581.0;-962.0;-355.0;424.0
350.0;934.0;-239.0;871.0;986.0;574.0;-954.0;-370.0;416.0
359.0;942.0;-217.0;873.0;1010.0;592.0;-949.0;-322.0;415.0
373.0;961.0;-237.0;873.0;1004.0;578.0;-943.0;-335.0;409.0
354.0;948.0;-257.0;870.0;996.0;570.0;-944.0;-349.0;417.0
347.0;925.0;-249.0;873.0;990.0;611.0;-942.0;-354.0;382.0
368.0;943.0;-222.0;857.0;990.0;592.0;-947.0;-317.0;393.0
383.0;932.0;-224.0;880.0;1006.0;593.0;-946.0;-328.0;417.0
379.0;934.0;-230.0;880.0;996.0;610.0;-953.0;-345.0;413.0
341.0;956.0;-237.0;885.0;999.0;554.0;-946.0;-337.0;404.0
349.0;968.0;-248.0;871.0;986.0;552.0;-941.0;-343.0;422.0
372.0;982.0;-230.0;869.0;1011.0;576.0;-957.0;-328.0;434.0
364.0;973.0;-256.0;885.0;972.0;547.0;-939.0;-304.0;354.0
337.0;953.0;-202.0;868.0;989.0;627.0;-952.0;-291.0;412.0
352.0;979.0;-199.0;871.0;990.0;587.0;-956.0;-319.0;364.0
390.0;948.0;-207.0;867.0;1012.0;592.0;-940.0;-307.0;393.0
388.0;962.0;-204.0;868.0;1059.0;591.0;-966.0;-288.0;445.0
347.0;979.0;-201.0;873.0;1015.0;539.0;-961.0;-306.0;406.0
338.0;946.0;-211.0;888.0;977.0;642.0;-950.0;-325.0;396.0
340.0;972.0;-243.0;887.0;995.0;564.0;-925.0;-349.0;358.0
329.0;947.0;-229.0;912.0;1005.0;566.0;-966.0;-338.0;386.0
344.0;957.0;-190.0;890.0;987.0;615.0;-961.0;-312.0;363.0
348.0;953.0;-217.0;887.0;996.0;599.0;-950.0;-348.0;397.0
312.0;961.0;-63.0;937.0;1003.0;591.0;-1033.0;-212.0;371.0
311.0;946.0;-212.0;872.0;1002.0;502.0;-934.0;-318.0;279.0
446.0;952.0;-267.0;818.0;966.0;334.0;-928.0;-388.0;501.0
439.0;915.0;-245.0;848.0;973.0;387.0;-918.0;-311.0;472.0
414.0;909.0;-221.0;836.0;1000.0;372.0;-935.0;-357.0;483.0
396.0;1074.0;-165.0;852.0;1013.0;471.0;-910.0;-170.0;246.0
413.0;905.0;-119.0;832.0;968.0;616.0;-954.0;-249.0;495.0
185.0;961.0;-120.0;973.0;1025.0;814.0;-1044.0;-301.0;210.0
543.0;673.0;-109.0;868.0;1046.0;778.0;-868.0;-288.0;462.0
427.0;734.0;180.0;661.0;804.0;393.0;-1272.0;-196.0;354.0
631.0;875.0;-419.0;922.0;1148.0;609.0;-646.0;-864.0;462.0
196.0;891.0;-145.0;732.0;753.0;474.0;-1131.0;-410.0;352.0
398.0;814.0;-112.0;768.0;755.0;557.0;-741.0;-96.0;591.0
485.0;916.0;-94.0;902.0;1140.0;678.0;-1050.0;-429.0;223.0
398.0;1000.0;-329.0;816.0;1035.0;750.0;-1104.0;-494.0;274.0
402.0;792.0;-175.0;1023.0;1008.0;663.0;-753.0;-265.0;430.0
386.0;998.0;-224.0;1010.0;1126.0;611.0;-862.0;-310.0;481.0
438.0;779.0;-160.0;921.0;1048.0;683.0;-891.0;-464.0;529.0
411.0;896.0;67.0;811.0;1033.0;758.0;-1099.0;-262.0;493.0
353.0;806.0;-278.0;971.0;1008.0;557.0;-1127.0;-471.0;322.0
292.0;1007.0;-78.0;827.0;988.0;982.0;-962.0;-300.0;377.0
324.0;985.0;-123.0;875.0;974.0;581.0;-952.0;-267.0;433.0
366.0;963.0;-89.0;889.0;1164.0;591.0;-960.0;-282.0;404.0
365.0;969.0;-209.0;819.0;915.0;675.0;-910.0;-266.0;363.0
424.0;1085.0;-67.0;842.0;823.0;776.0;-1030.0;-276.0;364.0
426.0;844.0;-230.0;775.0;920.0;540.0;-827.0;-299.0;686.0
387.0;945.0;-361.0;667.0;864.0;350.0;-879.0;-362.0;438.0
366.0;788.0;-235.0;735.0;1192.0;743.0;-1076.0;-419.0;219.0
332.0;1132.0;-272.0;715.0;934.0;485.0;-814.0;-231.0;391.0
179.0;1251.0;-315.0;818.0;811.0;480.0;-1074.0;-469.0;83.0
331.0;938.0;-243.0;968.0;1045.0;940.0;-971.0;-421.0;429.0
411.0;779.0;-61.0;901.0;1039.0;648.0;-1106.0;-497.0;491.0
445.0;843.0;-272.0;1206.0;1243.0;753.0;-987.0;-323.0;581.0
287.0;1048.0;75.0;941.0;926.0;448.0;-875.0;-158.0;411.0
288.0;860.0;-129.0;931.0;980.0;450.0;-958.0;-229.0;365.0
271.0;785.0;-163.0;818.0;983.0;481.0;-1023.0;-251.0;351.0
391.0;840.0;-125.0;600.0;740.0;567.0;-905.0;-267.0;255.0
429.0;938.0;-252.0;1003.0;903.0;683.0;-981.0;-382.0;467.0
600.0;602.0;-113.0;942.0;1041.0;550.0;-1029.0;-392.0;518.0
209.0;1102.0;-411.0;1091.0;1074.0;692.0;-1258.0;-433.0;152.0
354.0;927.0;-255.0;972.0;1074.0;487.0;-963.0;-414.0;472.0
398.0;875.0;-230.0;856.0;900.0;437.0;-1023.0;-405.0;412.0
412.0;975.0;-245.0;767.0;918.0;422.0;-1023.0;-379.0;397.0
49.0;825.0;-110.0;836.0;937.0;961.0;-1188.0;-205.0;356.0
396.0;929.0;-135.0;911.0;1009.0;992.0;-909.0;-140.0;468.0
344.0;892.0;-65.0;1019.0;1160.0;746.0;-1130.0;-391.0;310.0
432.0;752.0;-105.0;689.0;836.0;834.0;-1080.0;-252.0;239.0
297.0;977.0;-137.0;869.0;916.0;954.0;-1040.0;-453.0;293.0
232.0;1013.0;-11.0;958.0;1082.0;718.0;-944.0;-247.0;371.0
428.0;781.0;-196.0;715.0;824.0;1014.0;-986.0;-347.0;422.0
468.0;923.0;-374.0;755.0;962.0;972.0;-784.0;-410.0;581.0
235.0;967.0;-115.0;767.0;1068.0;445.0;-1025.0;-441.0;655.0
456.0;815.0;-197.0;896.0;1069.0;967.0;-1054.0;-357.0;497.0
413.0;880.0;-195.0;819.0;1009.0;943.0;-980.0;-349.0;414.0
256.0;901.0;-179.0;873.0;1108.0;703.0;-884.0;-171.0;380.0
341.0;1060.0;-208.0;994.0;1056.0;481.0;-957.0;-243.0;485.0
315.0;1185.0;-201.0;910.0;1066.0;499.0;-931.0;-277.0;487.0
301.0;1019.0;-32.0;736.0;1085.0;572.0;-929.0;-325.0;599.0
425.0;837.0;-271.0;804.0;895.0;440.0;-931.0;-361.0;410.0
490.0;1044.0;-295.0;777.0;1033.0;403.0;-875.0;-354.0;456.0
320.0;807.0;-11.0;819.0;890.0;566.0;-1102.0;-147.0;137.0
366.0;970.0;-16.0;722.0;1057.0;606.0;-1027.0;-271.0;564.0
449.0;891.0;-174.0;726.0;806.0;462.0;-942.0;-296.0;239.0
400.0;890.0;-254.0;983.0;1060.0;679.0;-890.0;-375.0;289.0
372.0;968.0;-266.0;922.0;1036.0;630.0;-923.0;-366.0;246.0
303.0;1222.0;-92.0;867.0;991.0;597.0;-890.0;-324.0;439.0
446.0;881.0;-246.0;843.0;913.0;662.0;-834.0;-636.0;570.0
718.0;725.0;5.0;510.0;267.0;633.0;-666.0;-678.0;742.0
416.0;867.0;-111.0;651.0;919.0;489.0;-954.0;-195.0;186.0
509.0;850.0;-321.0;692.0;608.0;610.0;-795.0;-412.0;639.0
488.0;822.0;-426.0;738.0;833.0;455.0;-854.0;-338.0;676.0
634.0;704.0;-601.0;602.0;700.0;554.0;-807.0;-652.0;731.0
463.0;827.0;-413.0;790.0;916.0;494.0;-836.0;-367.0;607.0
512.0;832.0;-65.0;765.0;893.0;477.0;-894.0;-356.0;238.0
507.0;807.0;-420.0;794.0;873.0;506.0;-843.0;-434.0;628.0
247.0;984.0;91.0;963.0;990.0;510.0;-1044.0;-240.0;510.0
383.0;1021.0;-24.0;833.0;1080.0;510.0;-1013.0;-180.0;594.0
439.0;850.0;-186.0;856.0;1057.0;531.0;-989.0;-162.0;600.0
492.0;870.0;-149.0;878.0;986.0;605.0;-1059.0;-297.0;571.0
499.0;884.0;-181.0;819.0;965.0;618.0;-984.0;-205.0;560.0
490.0;934.0;-72.0;756.0;1170.0;749.0;-986.0;-143.0;453.0
370.0;964.0;-254.0;888.0;1244.0;547.0;-928.0;-440.0;419.0
410.0;704.0;-245.0;668.0;882.0;609.0;-1029.0;-258.0;271.0
383.0;970.0;-230.0;1072.0;1117.0;500.0;-806.0;-336.0;267.0
474.0;763.0;-22.0;718.0;916.0;562.0;-966.0;-139.0;265.0
459.0;820.0;-37.0;720.0;963.0;575.0;-920.0;-109.0;260.0
316.0;1001.0;3.0;953.0;1128.0;655.0;-1016.0;-227.0;65.0
146.0;1004.0;-41.0;943.0;1015.0;620.0;-941.0;-290.0;265.0
374.0;849.0;-296.0;786.0;1084.0;508.0;-671.0;-420.0;563.0
373.0;876.0;-161.0;846.0;1050.0;336.0;-902.0;-317.0;420.0
292.0;911.0;-145.0;957.0;1027.0;739.0;-933.0;-408.0;455.0
304.0;957.0;-178.0;896.0;1016.0;701.0;-966.0;-448.0;395.0
298.0;1008.0;-139.0;954.0;1062.0;743.0;-981.0;-330.0;306.0
355.0;966.0;-127.0;880.0;1000.0;661.0;-972.0;-341.0;433.0
302.0;1002.0;-146.0;888.0;1069.0;765.0;-968.0;-307.0;402.0
274.0;948.0;-141.0;904.0;1010.0;704.0;-1017.0;-277.0;404.0
241.0;960.0;-88.0;913.0;1023.0;682.0;-939.0;-260.0;345.0
220.0;988.0;11.0;934.0;1047.0;688.0;-972.0;-129.0;314.0
146.0;977.0;13.0;909.0;1032.0;917.0;-1025.0;-105.0;322.0
166.0;926.0;68.0;935.0;962.0;801.0;-1012.0;-28.0;307.0
197.0;988.0;27.0;807.0;911.0;671.0;-999.0;-183.0;376.0
443.0;926.0;-16.0;818.0;942.0;687.0;-1000.0;-127.0;500.0
474.0;923.0;-88.0;794.0;888.0;659.0;-954.0;-198.0;413.0
460.0;929.0;-214.0;786.0;886.0;733.0;-873.0;-350.0;301.0
391.0;910.0;-252.0;776.0;856.0;923.0;-903.0;-471.0;243.0
481.0;853.0;-52.0;761.0;781.0;930.0;-821.0;-244.0;166.0
312.0;898.0;287.0;767.0;644.0;995.0;-916.0;-184.0;32.0
297.0;957.0;269.0;815.0;698.0;786.0;-863.0;-151.0;41.0
576.0;805.0;-31.0;670.0;797.0;715.0;-682.0;-268.0;251.0
660.0;686.0;184.0;521.0;548.0;542.0;-846.0;-339.0;69.0
523.0;773.0;-44.0;629.0;610.0;782.0;-662.0;-309.0;-34.0
239.0;964.0;-250.0;813.0;1080.0;639.0;-1043.0;-225.0;263.0
416.0;790.0;-23.0;1107.0;1700.0;850.0;-1056.0;-265.0;294.0
288.0;840.0;-162.0;901.0;1186.0;601.0;-1016.0;-340.0;458.0
481.0;864.0;61.0;715.0;882.0;748.0;-1104.0;-311.0;235.0
415.0;945.0;-121.0;1119.0;1293.0;878.0;-894.0;-390.0;488.0
362.0;1076.0;-266.0;937.0;1006.0;712.0;-969.0;-320.0;274.0
260.0;1076.0;-197.0;905.0;979.0;746.0;-1015.0;-334.0;314.0
157.0;923.0;-237.0;834.0;896.0;696.0;-1083.0;-293.0;286.0
213.0;1002.0;59.0;700.0;864.0;787.0;-873.0;-151.0;370.0
566.0;923.0;44.0;900.0;807.0;966.0;-896.0;-370.0;408.0
512.0;873.0;169.0;688.0;484.0;1059.0;-854.0;-507.0;674.0
448.0;883.0;-113.0;775.0;680.0;922.0;-784.0;-444.0;399.0
404.0;854.0;-145.0;657.0;689.0;907.0;-832.0;-537.0;280.0
534.0;824.0;89.0;627.0;670.0;970.0;-755.0;-499.0;313.0
542.0;808.0;79.0;696.0;739.0;757.0;-780.0;-457.0;295.0
213.0;1025.0;479.0;775.0;350.0;736.0;-942.0;-348.0;506.0
582.0;861.0;147.0;475.0;632.0;541.0;-837.0;-508.0;350.0
437.0;971.0;-116.0;784.0;1101.0;556.0;-809.0;-535.0;447.0
473.0;906.0;-126.0;798.0;836.0;725.0;-894.0;-420.0;495.0
140.0;1005.0;10.0;902.0;1032.0;666.0;-928.0;-245.0;458.0
552.0;788.0;-21.0;698.0;826.0;433.0;-953.0;-262.0;160.0
369.0;959.0;-53.0;911.0;898.0;427.0;-691.0;-272.0;134.0
358.0;847.0;-198.0;995.0;1189.0;686.0;-963.0;-348.0;581.0
345.0;778.0;-272.0;896.0;1122.0;633.0;-784.0;-402.0;471.0
318.0;873.0;-36.0;755.0;941.0;642.0;-1005.0;-372.0;493.0
323.0;1037.0;-222.0;930.0;693.0;435.0;-693.0;-437.0;104.0
384.0;933.0;195.0;814.0;930.0;339.0;-1097.0;-139.0;189.0
526.0;903.0;-208.0;681.0;1064.0;706.0;-916.0;-253.0;254.0
565.0;905.0;-232.0;700.0;851.0;531.0;-769.0;-448.0;312.0
377.0;917.0;-181.0;820.0;956.0;482.0;-782.0;-272.0;333.0
403.0;941.0;-136.0;742.0;1028.0;564.0;-888.0;-582.0;523.0
472.0;869.0;-206.0;660.0;1034.0;601.0;-944.0;-269.0;262.0
443.0;988.0;-240.0;840.0;1119.0;661.0;-836.0;-272.0;338.0
434.0;1084.0;-318.0;844.0;934.0;554.0;-859.0;-545.0;282.0
347.0;832.0;-194.0;887.0;891.0;625.0;-875.0;-549.0;69.0
724.0;833.0;6.0;828.0;929.0;487.0;-899.0;-187.0;402.0
432.0;896.0;-295.0;825.0;990.0;534.0;-773.0;-447.0;445.0
446.0;971.0;-303.0;815.0;1086.0;552.0;-802.0;-411.0;503.0
350.0;931.0;-69.0;796.0;1035.0;612.0;-864.0;-423.0;593.0
389.0;804.0;-96.0;779.0;1016.0;610.0;-842.0;-420.0;650.0
418.0;864.0;-144.0;811.0;1084.0;604.0;-829.0;-407.0;656.0
406.0;956.0;-152.0;722.0;1061.0;986.0;-904.0;-220.0;235.0
592.0;844.0;-328.0;849.0;969.0;569.0;-866.0;-195.0;557.0
330.0;1082.0;-299.0;936.0;959.0;621.0;-967.0;-479.0;208.0
396.0;813.0;-31.0;767.0;757.0;839.0;-794.0;-299.0;419.0
361.0;972.0;-75.0;905.0;1059.0;714.0;-968.0;-150.0;551.0
373.0;971.0;-276.0;829.0;1093.0;952.0;-1123.0;-351.0;418.0
273.0;988.0;-61.0;944.0;1012.0;656.0;-1085.0;-259.0;299.0
318.0;892.0;-148.0;884.0;896.0;738.0;-952.0;-273.0;437.0
362.0;931.0;-153.0;832.0;1036.0;724.0;-972.0;-275.0;486.0
457.0;912.0;-167.0;951.0;1134.0;818.0;-923.0;-357.0;525.0
417.0;900.0;-275.0;804.0;1086.0;848.0;-1014.0;-358.0;578.0
387.0;979.0;-336.0;851.0;997.0;815.0;-895.0;-505.0;472.0
307.0;992.0;-261.0;942.0;1071.0;740.0;-934.0;-350.0;474.0
427.0;893.0;-199.0;766.0;967.0;663.0;-963.0;-270.0;385.0
332.0;1018.0;-224.0;933.0;1088.0;848.0;-917.0;-359.0;550.0
299.0;985.0;-159.0;913.0;1041.0;903.0;-936.0;-337.0;335.0
340.0;913.0;-118.0;863.0;965.0;988.0;-977.0;-255.0;319.0
392.0;973.0;-183.0;877.0;1022.0;878.0;-947.0;-268.0;437.0
585.0;930.0;-220.0;809.0;1009.0;690.0;-948.0;-315.0;608.0
219.0;911.0;-356.0;771.0;778.0;582.0;-854.0;-498.0;138.0
197.0;1032.0;-345.0;1026.0;1266.0;458.0;-1026.0;-417.0;332.0
342.0;864.0;-300.0;606.0;931.0;698.0;-1079.0;-455.0;110.0
408.0;977.0;-258.0;1000.0;1126.0;636.0;-810.0;-433.0;446.0
439.0;766.0;-35.0;819.0;997.0;463.0;-946.0;-401.0;404.0
261.0;1055.0;-265.0;1253.0;1462.0;668.0;-1083.0;-222.0;535.0
386.0;931.0;-130.0;855.0;1019.0;518.0;-918.0;-354.0;504.0
312.0;966.0;-258.0;805.0;899.0;448.0;-1007.0;-285.0;244.0
16.0;1025.0;-12.0;1007.0;1024.0;446.0;-957.0;-145.0;138.0
279.0;1026.0;-27.0;990.0;1140.0;766.0;-995.0;-168.0;284.0
197.0;1144.0;-7.0;1105.0;990.0;834.0;-953.0;-65.0;305.0
386.0;914.0;-143.0;824.0;960.0;499.0;-966.0;-228.0;260.0
402.0;933.0;-166.0;841.0;1000.0;595.0;-977.0;-340.0;439.0
368.0;981.0;-186.0;864.0;1002.0;597.0;-964.0;-370.0;414.0
344.0;946.0;-171.0;869.0;998.0;532.0;-954.0;-337.0;353.0
364.0;955.0;-177.0;876.0;1024.0;550.0;-955.0;-290.0;366.0
388.0;950.0;-173.0;878.0;1011.0;565.0;-948.0;-296.0;372.0
351.0;971.0;-166.0;885.0;1003.0;527.0;-951.0;-292.0;369.0
377.0;953.0;-172.0;869.0;1007.0;566.0;-953.0;-294.0;376.0
369.0;953.0;-173.0;873.0;1006.0;524.0;-953.0;-330.0;366.0
349.0;971.0;-169.0;885.0;1007.0;541.0;-952.0;-322.0;375.0
348.0;956.0;-171.0;869.0;1014.0;568.0;-958.0;-313.0;368.0
340.0;964.0;-169.0;878.0;993.0;560.0;-962.0;-306.0;366.0
331.0;979.0;-160.0;911.0;1006.0;539.0;-955.0;-303.0;383.0
318.0;960.0;-119.0;930.0;1037.0;618.0;-978.0;-290.0;337.0
329.0;988.0;-120.0;903.0;1020.0;562.0;-983.0;-287.0;353.0
320.0;949.0;-124.0;904.0;1014.0;555.0;-981.0;-276.0;333.0
339.0;932.0;-123.0;891.0;1016.0;575.0;-987.0;-275.0;332.0
395.0;933.0;-114.0;877.0;988.0;593.0;-958.0;-256.0;404.0
438.0;873.0;-235.0;854.0;959.0;511.0;-912.0;-339.0;398.0
184.0;1025.0;-379.0;1170.0;1096.0;505.0;-1172.0;-379.0;462.0
264.0;851.0;-68.0;765.0;794.0;535.0;-1096.0;-337.0;127.0
281.0;961.0;46.0;1035.0;1214.0;478.0;-1099.0;-149.0;281.0
370.0;907.0;-56.0;855.0;955.0;375.0;-1070.0;-359.0;315.0
444.0;809.0;-113.0;806.0;910.0;492.0;-1081.0;-238.0;260.0
447.0;628.0;-17.0;838.0;979.0;529.0;-910.0;-545.0;650.0
262.0;1019.0;-324.0;968.0;1025.0;626.0;-851.0;-409.0;353.0
452.0;902.0;-359.0;822.0;1016.0;421.0;-862.0;-373.0;446.0
457.0;906.0;-146.0;1190.0;1168.0;986.0;-857.0;-198.0;568.0
464.0;952.0;-371.0;864.0;1078.0;504.0;-892.0;-415.0;656.0
307.0;942.0;-155.0;810.0;838.0;1043.0;-981.0;-218.0;435.0
349.0;971.0;-129.0;927.0;1003.0;949.0;-1001.0;-231.0;440.0
282.0;892.0;-81.0;926.0;1000.0;487.0;-1070.0;-375.0;267.0
262.0;848.0;-56.0;871.0;944.0;466.0;-987.0;-291.0;173.0
240.0;722.0;-35.0;792.0;880.0;476.0;-987.0;-228.0;134.0
417.0;964.0;-100.0;772.0;976.0;534.0;-954.0;-196.0;164.0
298.0;1043.0;-234.0;953.0;989.0;509.0;-905.0;-483.0;277.0
