Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer LUA^ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit RLA magneticX;Accelerometer RKN^ accX;Accelerometer RWR accY;InertialMeasurementUnit LLA magneticY;Accelerometer BACK accY
241.0;-995.0;1102.0;338.0;1065.0;-872.0;87.0;332.0;734.0;410.0;828.0
51.0;-992.0;1010.0;304.0;1008.0;-902.0;68.0;201.0;776.0;461.0;861.0
201.0;-950.0;1033.0;341.0;997.0;-845.0;74.0;250.0;734.0;495.0;786.0
179.0;-930.0;1103.0;298.0;961.0;-823.0;80.0;399.0;797.0;533.0;795.0
192.0;-951.0;1090.0;384.0;997.0;-838.0;96.0;233.0;782.0;554.0;830.0
135.0;-973.0;1100.0;430.0;958.0;-866.0;9.0;238.0;794.0;679.0;894.0
188.0;-945.0;1089.0;516.0;990.0;-827.0;92.0;110.0;791.0;344.0;917.0
244.0;-968.0;1098.0;320.0;961.0;-840.0;49.0;225.0;739.0;-287.0;908.0
266.0;-944.0;1088.0;459.0;949.0;-821.0;34.0;161.0;769.0;171.0;894.0
366.0;-741.0;992.0;291.0;615.0;-416.0;-279.0;345.0;627.0;538.0;783.0
243.0;-961.0;1075.0;309.0;958.0;-819.0;44.0;201.0;771.0;476.0;913.0
207.0;-964.0;1071.0;306.0;978.0;-838.0;48.0;233.0;750.0;468.0;907.0
241.0;-967.0;1090.0;305.0;989.0;-843.0;36.0;203.0;960.0;471.0;895.0
371.0;-1016.0;1142.0;330.0;993.0;-954.0;-16.0;200.0;692.0;480.0;877.0
263.0;-1011.0;1119.0;320.0;1014.0;-868.0;-30.0;204.0;765.0;505.0;849.0
243.0;-976.0;1081.0;323.0;996.0;-836.0;1.0;248.0;759.0;478.0;868.0
250.0;-951.0;1068.0;311.0;959.0;-815.0;-26.0;216.0;726.0;442.0;880.0
267.0;-983.0;1082.0;352.0;974.0;-831.0;1.0;215.0;761.0;455.0;865.0
235.0;-977.0;1063.0;358.0;985.0;-840.0;14.0;163.0;784.0;492.0;895.0
283.0;-971.0;1100.0;328.0;977.0;-830.0;12.0;168.0;743.0;505.0;919.0
267.0;-978.0;1052.0;334.0;998.0;-836.0;-1.0;160.0;725.0;523.0;898.0
276.0;-967.0;1077.0;340.0;957.0;-819.0;10.0;191.0;748.0;517.0;920.0
315.0;-960.0;1038.0;323.0;963.0;-812.0;-5.0;216.0;725.0;516.0;885.0
281.0;-951.0;1039.0;328.0;957.0;-804.0;-8.0;168.0;707.0;521.0;930.0
306.0;-970.0;1061.0;331.0;988.0;-824.0;3.0;204.0;769.0;530.0;932.0
265.0;-978.0;1063.0;328.0;993.0;-839.0;6.0;220.0;780.0;509.0;893.0
274.0;-962.0;1080.0;332.0;968.0;-828.0;9.0;230.0;760.0;519.0;917.0
286.0;-984.0;1090.0;314.0;983.0;-842.0;9.0;187.0;755.0;521.0;913.0
274.0;-969.0;1079.0;326.0;973.0;-831.0;8.0;229.0;748.0;523.0;909.0
244.0;-986.0;1053.0;320.0;985.0;-846.0;7.0;200.0;756.0;525.0;911.0
271.0;-954.0;1080.0;303.0;972.0;-816.0;7.0;191.0;752.0;523.0;895.0
262.0;-967.0;1060.0;303.0;972.0;-823.0;5.0;218.0;753.0;519.0;901.0
257.0;-965.0;1071.0;304.0;980.0;-826.0;9.0;189.0;756.0;516.0;904.0
256.0;-971.0;1060.0;304.0;990.0;-835.0;9.0;201.0;767.0;514.0;894.0
267.0;-977.0;1083.0;333.0;971.0;-845.0;16.0;178.0;782.0;515.0;906.0
259.0;-958.0;1060.0;341.0;960.0;-821.0;-10.0;189.0;764.0;556.0;903.0
276.0;-974.0;1076.0;313.0;989.0;-834.0;-17.0;141.0;740.0;595.0;888.0
292.0;-959.0;1072.0;333.0;971.0;-819.0;-12.0;200.0;766.0;626.0;886.0
291.0;-973.0;1079.0;302.0;974.0;-834.0;-15.0;220.0;751.0;609.0;915.0
277.0;-964.0;1072.0;311.0;980.0;-827.0;0.0;211.0;729.0;558.0;918.0
311.0;-970.0;1075.0;322.0;960.0;-827.0;-1.0;231.0;733.0;557.0;898.0
290.0;-974.0;1073.0;322.0;980.0;-829.0;0.0;190.0;750.0;554.0;904.0
285.0;-967.0;1070.0;316.0;966.0;-835.0;0.0;196.0;740.0;541.0;909.0
273.0;-963.0;1049.0;328.0;971.0;-825.0;-1.0;199.0;733.0;539.0;922.0
230.0;-973.0;1077.0;333.0;999.0;-843.0;12.0;220.0;755.0;542.0;903.0
258.0;-979.0;1069.0;320.0;988.0;-847.0;14.0;206.0;752.0;533.0;906.0
253.0;-971.0;1072.0;320.0;999.0;-843.0;15.0;202.0;767.0;552.0;892.0
269.0;-963.0;1070.0;341.0;985.0;-830.0;10.0;229.0;754.0;560.0;923.0
260.0;-974.0;1080.0;345.0;989.0;-843.0;14.0;218.0;759.0;556.0;919.0
260.0;-966.0;1103.0;333.0;971.0;-837.0;14.0;215.0;766.0;560.0;911.0
250.0;-981.0;1090.0;338.0;993.0;-850.0;14.0;216.0;747.0;574.0;886.0
228.0;-985.0;1110.0;323.0;995.0;-854.0;8.0;199.0;775.0;553.0;936.0
236.0;-975.0;1096.0;314.0;996.0;-851.0;3.0;227.0;704.0;560.0;893.0
246.0;-968.0;1066.0;311.0;970.0;-832.0;-7.0;191.0;770.0;564.0;876.0
226.0;-969.0;1091.0;361.0;980.0;-847.0;2.0;205.0;738.0;639.0;881.0
290.0;-962.0;1089.0;323.0;971.0;-827.0;-6.0;211.0;738.0;633.0;873.0
270.0;-1013.0;1105.0;331.0;1001.0;-870.0;-4.0;188.0;735.0;631.0;876.0
225.0;-967.0;1071.0;312.0;988.0;-842.0;14.0;201.0;748.0;559.0;883.0
222.0;-975.0;1058.0;342.0;981.0;-852.0;2.0;236.0;764.0;513.0;867.0
247.0;-986.0;1079.0;321.0;988.0;-852.0;21.0;185.0;763.0;504.0;877.0
282.0;-964.0;1048.0;352.0;971.0;-828.0;15.0;191.0;743.0;529.0;922.0
287.0;-964.0;1060.0;327.0;971.0;-825.0;16.0;183.0;735.0;530.0;912.0
285.0;-970.0;1070.0;316.0;972.0;-824.0;44.0;210.0;706.0;511.0;857.0
-57.0;-813.0;807.0;523.0;838.0;-774.0;99.0;1802.0;448.0;635.0;347.0
391.0;-869.0;777.0;352.0;987.0;-699.0;93.0;53.0;314.0;614.0;753.0
128.0;-830.0;916.0;254.0;872.0;-759.0;237.0;233.0;721.0;-164.0;802.0
270.0;-812.0;1099.0;591.0;787.0;-824.0;258.0;-155.0;637.0;578.0;871.0
332.0;-915.0;1139.0;433.0;790.0;-855.0;703.0;176.0;930.0;164.0;960.0
72.0;-1050.0;1022.0;520.0;1087.0;-997.0;243.0;-72.0;716.0;-68.0;659.0
-14.0;-871.0;1021.0;390.0;882.0;-798.0;222.0;215.0;840.0;-60.0;577.0
102.0;-878.0;1066.0;357.0;953.0;-825.0;847.0;292.0;732.0;101.0;797.0
13.0;-877.0;1156.0;486.0;1190.0;-652.0;569.0;110.0;678.0;148.0;728.0
301.0;-868.0;838.0;296.0;924.0;-830.0;823.0;433.0;603.0;155.0;842.0
751.0;-834.0;827.0;396.0;461.0;-86.0;811.0;240.0;0.0;-301.0;802.0
298.0;-840.0;927.0;423.0;794.0;-764.0;829.0;660.0;652.0;161.0;854.0
468.0;-761.0;916.0;233.0;829.0;-645.0;673.0;81.0;506.0;210.0;974.0
482.0;-858.0;1310.0;255.0;840.0;-710.0;567.0;150.0;999.0;301.0;782.0
333.0;-877.0;1016.0;516.0;629.0;-295.0;305.0;290.0;302.0;-8.0;771.0
310.0;-910.0;1013.0;237.0;511.0;-423.0;102.0;236.0;217.0;155.0;864.0
410.0;-1009.0;936.0;211.0;609.0;-336.0;11.0;229.0;213.0;197.0;804.0
444.0;-1023.0;1021.0;211.0;662.0;-373.0;-289.0;251.0;230.0;354.0;916.0
351.0;-1085.0;946.0;266.0;599.0;-425.0;-345.0;228.0;234.0;379.0;798.0
297.0;-1074.0;954.0;279.0;548.0;-383.0;-366.0;220.0;320.0;392.0;736.0
154.0;-957.0;1065.0;190.0;1009.0;-847.0;870.0;185.0;626.0;-66.0;713.0
-120.0;-946.0;1081.0;348.0;1161.0;-822.0;718.0;275.0;720.0;-340.0;522.0
37.0;-1035.0;1116.0;212.0;949.0;-782.0;746.0;270.0;682.0;170.0;898.0
318.0;-776.0;1020.0;479.0;815.0;-418.0;-299.0;333.0;529.0;645.0;491.0
17.0;-1023.0;1144.0;243.0;943.0;-755.0;730.0;307.0;639.0;131.0;902.0
34.0;-1077.0;1094.0;180.0;977.0;-755.0;609.0;322.0;676.0;115.0;925.0
251.0;-1057.0;1036.0;466.0;960.0;-942.0;159.0;172.0;724.0;623.0;942.0
256.0;-892.0;1037.0;287.0;851.0;-669.0;177.0;270.0;520.0;618.0;922.0
278.0;-842.0;971.0;169.0;912.0;-794.0;519.0;372.0;598.0;161.0;875.0
284.0;-892.0;1085.0;309.0;856.0;-605.0;109.0;175.0;575.0;627.0;1076.0
485.0;-951.0;976.0;463.0;709.0;-394.0;-296.0;201.0;185.0;302.0;843.0
414.0;-960.0;1000.0;236.0;679.0;-533.0;768.0;234.0;429.0;-134.0;870.0
410.0;-929.0;971.0;252.0;716.0;-495.0;759.0;166.0;417.0;-90.0;937.0
464.0;-966.0;1009.0;493.0;604.0;-412.0;-291.0;323.0;203.0;318.0;838.0
143.0;-1003.0;1067.0;636.0;830.0;-880.0;570.0;-9.0;676.0;553.0;547.0
409.0;-900.0;1001.0;301.0;848.0;-630.0;-162.0;253.0;547.0;453.0;836.0
404.0;-935.0;1023.0;326.0;762.0;-604.0;-180.0;-5.0;546.0;517.0;829.0
359.0;-800.0;1297.0;202.0;915.0;-662.0;669.0;460.0;889.0;772.0;1177.0
124.0;-831.0;1120.0;410.0;948.0;-821.0;430.0;35.0;817.0;597.0;873.0
-226.0;-1184.0;1123.0;570.0;1216.0;-1214.0;100.0;186.0;828.0;485.0;154.0
432.0;-938.0;1029.0;333.0;820.0;-582.0;-199.0;-9.0;519.0;513.0;838.0
163.0;-982.0;990.0;529.0;848.0;-736.0;847.0;294.0;764.0;-181.0;765.0
346.0;-904.0;931.0;381.0;949.0;-672.0;143.0;223.0;548.0;542.0;853.0
356.0;-968.0;1092.0;337.0;811.0;-553.0;-213.0;67.0;577.0;534.0;837.0
352.0;-927.0;842.0;370.0;1024.0;-691.0;144.0;265.0;539.0;543.0;828.0
299.0;-1006.0;1254.0;431.0;956.0;-760.0;318.0;327.0;1084.0;316.0;887.0
397.0;-993.0;1036.0;291.0;842.0;-645.0;-215.0;80.0;519.0;548.0;866.0
601.0;-933.0;1285.0;296.0;815.0;-538.0;684.0;471.0;832.0;226.0;747.0
11.0;-1073.0;1027.0;270.0;895.0;-770.0;854.0;319.0;745.0;-3.0;744.0
376.0;-966.0;990.0;274.0;785.0;-635.0;-239.0;86.0;517.0;569.0;874.0
336.0;-922.0;1014.0;259.0;797.0;-557.0;-282.0;75.0;617.0;596.0;865.0
101.0;-976.0;1003.0;244.0;997.0;-855.0;846.0;353.0;716.0;-112.0;705.0
1009.0;-735.0;1026.0;244.0;890.0;-215.0;-269.0;340.0;371.0;350.0;844.0
314.0;-885.0;984.0;375.0;546.0;-132.0;-438.0;290.0;220.0;399.0;816.0
178.0;-1049.0;969.0;307.0;772.0;-813.0;675.0;106.0;653.0;39.0;836.0
315.0;-979.0;1106.0;433.0;602.0;-112.0;-214.0;240.0;394.0;522.0;787.0
260.0;-961.0;1090.0;446.0;717.0;-293.0;-326.0;235.0;499.0;555.0;781.0
479.0;-865.0;1001.0;320.0;547.0;-93.0;-235.0;166.0;170.0;566.0;906.0
199.0;-1028.0;906.0;310.0;892.0;-775.0;672.0;35.0;616.0;51.0;816.0
418.0;-1072.0;1087.0;489.0;922.0;-657.0;-121.0;150.0;509.0;393.0;677.0
166.0;-987.0;892.0;337.0;1115.0;-676.0;663.0;-27.0;578.0;78.0;776.0
308.0;-966.0;1067.0;530.0;688.0;-521.0;-188.0;192.0;555.0;389.0;700.0
134.0;-1112.0;1046.0;620.0;1336.0;-1016.0;634.0;-506.0;898.0;216.0;757.0
445.0;-1048.0;985.0;503.0;544.0;-658.0;-231.0;-39.0;-106.0;346.0;814.0
178.0;-933.0;1121.0;474.0;732.0;-228.0;31.0;236.0;479.0;345.0;790.0
279.0;-1034.0;1083.0;449.0;540.0;-567.0;123.0;254.0;463.0;335.0;784.0
69.0;-1105.0;1242.0;518.0;976.0;-800.0;535.0;262.0;897.0;189.0;1005.0
237.0;-1042.0;1159.0;498.0;794.0;-785.0;429.0;36.0;735.0;199.0;813.0
178.0;-969.0;1147.0;613.0;1011.0;-628.0;-282.0;271.0;678.0;335.0;772.0
204.0;-1053.0;1060.0;488.0;1001.0;-980.0;844.0;-28.0;707.0;-112.0;897.0
261.0;-947.0;1049.0;475.0;952.0;-814.0;624.0;314.0;671.0;54.0;796.0
244.0;-894.0;1101.0;466.0;848.0;-297.0;159.0;254.0;339.0;306.0;783.0
270.0;-898.0;1058.0;272.0;886.0;-820.0;87.0;89.0;619.0;489.0;827.0
68.0;-996.0;1129.0;236.0;1089.0;-900.0;172.0;207.0;816.0;319.0;695.0
306.0;-975.0;1080.0;396.0;949.0;-778.0;956.0;521.0;700.0;-240.0;791.0
339.0;-1010.0;981.0;441.0;784.0;-508.0;169.0;240.0;210.0;307.0;765.0
311.0;-993.0;1041.0;468.0;663.0;-521.0;170.0;229.0;476.0;302.0;796.0
211.0;-925.0;1124.0;421.0;751.0;-384.0;174.0;250.0;500.0;299.0;773.0
263.0;-1014.0;1025.0;464.0;585.0;-634.0;166.0;223.0;350.0;303.0;789.0
352.0;-1120.0;1018.0;295.0;857.0;-989.0;118.0;568.0;489.0;430.0;903.0
280.0;-938.0;1023.0;349.0;873.0;-792.0;102.0;275.0;574.0;472.0;787.0
365.0;-987.0;1087.0;258.0;551.0;-419.0;353.0;284.0;153.0;-77.0;976.0
246.0;-940.0;1111.0;459.0;748.0;-316.0;164.0;258.0;422.0;301.0;786.0
252.0;-996.0;994.0;404.0;767.0;-506.0;173.0;212.0;292.0;299.0;790.0
710.0;-285.0;507.0;363.0;454.0;-164.0;-573.0;480.0;58.0;-50.0;755.0
341.0;-988.0;1046.0;409.0;626.0;-418.0;138.0;249.0;253.0;297.0;797.0
68.0;-990.0;1097.0;440.0;1098.0;-843.0;177.0;112.0;771.0;591.0;680.0
394.0;-774.0;888.0;609.0;547.0;-705.0;202.0;17.0;58.0;171.0;819.0
173.0;-978.0;993.0;360.0;915.0;-924.0;848.0;376.0;664.0;285.0;852.0
11.0;-1091.0;1094.0;729.0;928.0;-801.0;666.0;372.0;693.0;-193.0;-376.0
430.0;-959.0;941.0;280.0;802.0;-690.0;801.0;274.0;333.0;-223.0;694.0
56.0;-988.0;1154.0;234.0;856.0;-735.0;821.0;143.0;630.0;-175.0;439.0
372.0;-1002.0;1043.0;416.0;638.0;-405.0;127.0;251.0;291.0;298.0;795.0
413.0;-740.0;953.0;323.0;484.0;-213.0;408.0;231.0;288.0;56.0;870.0
492.0;-908.0;837.0;247.0;606.0;64.0;207.0;303.0;124.0;14.0;761.0
590.0;-858.0;913.0;524.0;-181.0;560.0;-566.0;440.0;-594.0;-109.0;646.0
268.0;-958.0;1051.0;401.0;623.0;-353.0;111.0;220.0;248.0;302.0;810.0
398.0;-834.0;956.0;197.0;794.0;-660.0;-219.0;453.0;135.0;32.0;838.0
257.0;-866.0;1086.0;201.0;924.0;-782.0;6.0;153.0;254.0;91.0;819.0
237.0;-838.0;1077.0;243.0;931.0;-777.0;38.0;182.0;328.0;109.0;810.0
109.0;-1079.0;1171.0;361.0;1116.0;-954.0;326.0;624.0;750.0;263.0;737.0
19.0;-851.0;1034.0;423.0;1082.0;-691.0;370.0;348.0;829.0;335.0;734.0
294.0;-957.0;1034.0;411.0;634.0;-385.0;89.0;234.0;264.0;331.0;810.0
306.0;-970.0;1060.0;409.0;671.0;-326.0;81.0;241.0;266.0;347.0;813.0
348.0;-879.0;940.0;346.0;908.0;-758.0;370.0;154.0;603.0;483.0;911.0
340.0;-984.0;1077.0;415.0;719.0;-411.0;51.0;231.0;293.0;332.0;829.0
326.0;-904.0;999.0;467.0;915.0;-751.0;148.0;363.0;620.0;754.0;876.0
365.0;-899.0;964.0;321.0;911.0;-745.0;160.0;293.0;613.0;811.0;902.0
487.0;-907.0;1226.0;469.0;868.0;-802.0;258.0;326.0;586.0;311.0;985.0
572.0;-1111.0;1127.0;434.0;969.0;-967.0;272.0;388.0;530.0;415.0;986.0
346.0;-987.0;1051.0;420.0;659.0;-380.0;49.0;222.0;255.0;332.0;829.0
269.0;-1077.0;1079.0;398.0;952.0;-910.0;294.0;512.0;696.0;514.0;764.0
276.0;-934.0;996.0;360.0;914.0;-838.0;140.0;750.0;678.0;443.0;911.0
635.0;-899.0;967.0;310.0;682.0;-331.0;-182.0;-13.0;100.0;309.0;609.0
170.0;-841.0;925.0;539.0;976.0;-734.0;389.0;8.0;506.0;-272.0;710.0
165.0;-853.0;916.0;298.0;1043.0;-698.0;516.0;81.0;607.0;56.0;774.0
287.0;-967.0;1008.0;401.0;676.0;-346.0;48.0;221.0;212.0;331.0;838.0
-51.0;-884.0;1086.0;558.0;1019.0;-665.0;532.0;250.0;839.0;352.0;735.0
410.0;-761.0;897.0;674.0;862.0;-406.0;156.0;317.0;345.0;712.0;540.0
348.0;-855.0;1181.0;547.0;1005.0;-732.0;675.0;111.0;827.0;385.0;1026.0
237.0;-946.0;1130.0;419.0;758.0;-337.0;37.0;242.0;422.0;340.0;816.0
209.0;-988.0;932.0;287.0;959.0;-837.0;280.0;272.0;614.0;217.0;801.0
-27.0;-766.0;1196.0;668.0;1122.0;-653.0;259.0;88.0;880.0;32.0;739.0
256.0;-968.0;1110.0;430.0;757.0;-378.0;34.0;239.0;396.0;345.0;807.0
25.0;-1033.0;1071.0;180.0;888.0;-883.0;-35.0;184.0;824.0;212.0;748.0
292.0;-886.0;1032.0;273.0;1210.0;-734.0;90.0;423.0;785.0;527.0;734.0
304.0;-1027.0;975.0;390.0;632.0;-483.0;-29.0;226.0;283.0;371.0;832.0
427.0;-969.0;1061.0;48.0;761.0;-921.0;434.0;546.0;782.0;-285.0;1124.0
285.0;-963.0;1018.0;356.0;1018.0;-870.0;301.0;201.0;814.0;553.0;923.0
274.0;-970.0;1088.0;437.0;1009.0;-842.0;255.0;163.0;726.0;508.0;912.0
340.0;-968.0;1011.0;390.0;993.0;-837.0;236.0;203.0;665.0;633.0;911.0
351.0;-934.0;1029.0;499.0;925.0;-791.0;231.0;186.0;694.0;655.0;914.0
357.0;-934.0;1052.0;446.0;978.0;-783.0;243.0;103.0;703.0;683.0;904.0
308.0;-972.0;1065.0;354.0;994.0;-820.0;252.0;186.0;791.0;628.0;856.0
320.0;-1006.0;1048.0;643.0;1001.0;-882.0;330.0;182.0;744.0;425.0;792.0
269.0;-944.0;1097.0;456.0;974.0;-815.0;327.0;204.0;800.0;349.0;811.0
257.0;-969.0;1080.0;309.0;990.0;-847.0;316.0;179.0;787.0;389.0;843.0
255.0;-984.0;1066.0;334.0;984.0;-859.0;212.0;202.0;712.0;545.0;885.0
276.0;-970.0;1054.0;314.0;979.0;-841.0;276.0;185.0;735.0;439.0;869.0
269.0;-974.0;1088.0;303.0;986.0;-840.0;251.0;205.0;761.0;443.0;857.0
275.0;-968.0;1082.0;287.0;982.0;-833.0;255.0;190.0;744.0;444.0;876.0
246.0;-970.0;1080.0;292.0;1000.0;-839.0;269.0;180.0;768.0;439.0;874.0
275.0;-970.0;1070.0;285.0;980.0;-841.0;270.0;198.0;766.0;442.0;869.0
270.0;-976.0;1068.0;293.0;1008.0;-844.0;265.0;188.0;745.0;437.0;876.0
313.0;-958.0;1055.0;276.0;968.0;-818.0;263.0;176.0;753.0;452.0;881.0
310.0;-953.0;1060.0;295.0;977.0;-812.0;258.0;192.0;749.0;466.0;894.0
188.0;-985.0;1072.0;449.0;948.0;-854.0;129.0;169.0;808.0;717.0;768.0
152.0;-989.0;1062.0;446.0;971.0;-851.0;126.0;161.0;843.0;711.0;830.0
125.0;-1241.0;1102.0;452.0;1267.0;-1153.0;182.0;301.0;889.0;647.0;728.0
242.0;-989.0;1049.0;307.0;1022.0;-921.0;155.0;201.0;710.0;666.0;849.0
346.0;-866.0;1043.0;447.0;590.0;-180.0;-161.0;160.0;446.0;691.0;717.0
204.0;-999.0;1091.0;531.0;931.0;-707.0;-245.0;30.0;643.0;376.0;705.0
169.0;-1042.0;1053.0;546.0;879.0;-736.0;-241.0;270.0;777.0;293.0;731.0
326.0;-854.0;939.0;336.0;830.0;-801.0;220.0;280.0;620.0;656.0;821.0
345.0;-948.0;1056.0;499.0;896.0;-611.0;-213.0;266.0;603.0;380.0;498.0
256.0;-872.0;1126.0;489.0;929.0;-427.0;-220.0;240.0;603.0;388.0;505.0
176.0;-989.0;1029.0;241.0;929.0;-962.0;238.0;135.0;663.0;559.0;854.0
380.0;-924.0;949.0;342.0;892.0;-792.0;110.0;1075.0;552.0;662.0;937.0
263.0;-991.0;1049.0;427.0;622.0;-240.0;-210.0;259.0;105.0;405.0;19.0
-116.0;-961.0;1137.0;482.0;699.0;-615.0;-118.0;389.0;437.0;366.0;-81.0
339.0;-965.0;1060.0;459.0;861.0;-711.0;-163.0;270.0;568.0;485.0;412.0
287.0;-785.0;1160.0;446.0;888.0;-373.0;-125.0;330.0;711.0;575.0;359.0
188.0;-920.0;955.0;291.0;978.0;-771.0;-128.0;207.0;664.0;163.0;883.0
383.0;-1029.0;1482.0;383.0;1089.0;-851.0;523.0;161.0;805.0;105.0;779.0
237.0;-900.0;1028.0;356.0;861.0;-895.0;-44.0;134.0;527.0;176.0;807.0
282.0;-918.0;827.0;487.0;798.0;-827.0;719.0;383.0;514.0;-158.0;741.0
-156.0;-885.0;1195.0;168.0;908.0;-439.0;175.0;466.0;698.0;119.0;558.0
-74.0;-906.0;1121.0;237.0;929.0;-579.0;223.0;-253.0;657.0;-16.0;565.0
145.0;-779.0;1149.0;152.0;793.0;-531.0;307.0;223.0;568.0;-185.0;843.0
-7.0;-1154.0;1016.0;246.0;900.0;-388.0;188.0;217.0;554.0;101.0;753.0
-139.0;-1165.0;1015.0;173.0;808.0;-403.0;125.0;221.0;645.0;113.0;683.0
-158.0;-975.0;861.0;195.0;943.0;-397.0;98.0;185.0;587.0;98.0;687.0
80.0;-967.0;1085.0;443.0;855.0;-406.0;248.0;341.0;430.0;253.0;-197.0
224.0;-991.0;1088.0;137.0;808.0;-485.0;-63.0;-116.0;508.0;480.0;460.0
152.0;-1053.0;1004.0;251.0;902.0;-857.0;365.0;-160.0;621.0;68.0;779.0
504.0;-873.0;968.0;628.0;523.0;-668.0;233.0;235.0;229.0;104.0;525.0
420.0;-895.0;943.0;611.0;873.0;-708.0;345.0;160.0;497.0;206.0;548.0
266.0;-966.0;1034.0;624.0;871.0;-760.0;302.0;34.0;738.0;417.0;1109.0
337.0;-932.0;1099.0;475.0;919.0;-750.0;34.0;85.0;638.0;457.0;1123.0
150.0;-930.0;854.0;583.0;1161.0;-775.0;427.0;178.0;723.0;382.0;678.0
148.0;-1126.0;1041.0;179.0;941.0;-1020.0;542.0;1513.0;723.0;-242.0;764.0
278.0;-866.0;1054.0;131.0;875.0;-787.0;429.0;597.0;605.0;338.0;788.0
26.0;-855.0;1158.0;465.0;1205.0;-708.0;376.0;155.0;769.0;141.0;712.0
149.0;-744.0;1170.0;320.0;838.0;-707.0;917.0;-332.0;1039.0;195.0;1086.0
366.0;-849.0;1022.0;365.0;935.0;-754.0;155.0;-73.0;519.0;433.0;970.0
315.0;-1051.0;869.0;432.0;745.0;-990.0;683.0;162.0;584.0;176.0;793.0
27.0;-876.0;1121.0;457.0;1089.0;-695.0;772.0;412.0;758.0;-116.0;703.0
461.0;-958.0;819.0;241.0;491.0;-728.0;-184.0;316.0;571.0;269.0;782.0
386.0;-1103.0;899.0;647.0;779.0;-1061.0;443.0;350.0;518.0;579.0;764.0
140.0;-984.0;1151.0;239.0;1129.0;-882.0;748.0;-254.0;662.0;-302.0;742.0
473.0;-948.0;848.0;379.0;980.0;-803.0;570.0;9.0;318.0;-179.0;861.0
236.0;-985.0;991.0;355.0;896.0;-876.0;885.0;191.0;633.0;43.0;888.0
303.0;-1011.0;948.0;408.0;873.0;-924.0;513.0;37.0;607.0;-136.0;850.0
192.0;-893.0;1095.0;404.0;998.0;-557.0;632.0;168.0;689.0;16.0;858.0
175.0;-983.0;993.0;380.0;997.0;-1016.0;734.0;-58.0;640.0;200.0;787.0
44.0;-803.0;1059.0;482.0;1289.0;-649.0;183.0;378.0;924.0;594.0;755.0
390.0;-934.0;956.0;224.0;893.0;-909.0;247.0;-86.0;492.0;118.0;948.0
343.0;-1009.0;1110.0;47.0;707.0;-724.0;160.0;58.0;108.0;-27.0;683.0
334.0;-929.0;961.0;339.0;818.0;-885.0;-5.0;199.0;593.0;6.0;909.0
122.0;-823.0;960.0;296.0;693.0;-295.0;-222.0;276.0;668.0;293.0;876.0
-2.0;-921.0;1142.0;178.0;779.0;-418.0;678.0;-107.0;561.0;-106.0;742.0
