Accelerometer LUA^ accY;InertialMeasurementUnit LUA magneticX;Accelerometer RKN^ accY;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit R-SHOE EuY
837.0;489.0;1004.0;-14.0;-185.0;300.0;288.0;275.0;-887.0;-27
843.0;488.0;1030.0;-39.0;-175.0;284.0;336.0;174.0;-876.0;-27
870.0;491.0;1008.0;-36.0;-149.0;366.0;326.0;-28.0;-903.0;-27
892.0;495.0;1015.0;-36.0;-142.0;346.0;293.0;146.0;-886.0;-27
914.0;351.0;906.0;275.0;398.0;186.0;203.0;114.0;-945.0;-28
890.0;337.0;1051.0;104.0;105.0;245.0;198.0;40.0;-1018.0;-32
892.0;532.0;958.0;539.0;-181.0;437.0;-14.0;-141.0;-962.0;-13
760.0;306.0;991.0;89.0;159.0;9.0;506.0;60.0;-878.0;-35
847.0;490.0;998.0;-35.0;4.0;251.0;137.0;230.0;-1079.0;-28
579.0;613.0;1222.0;-229.0;283.0;-234.0;723.0;-67.0;-598.0;-39
933.0;263.0;970.0;87.0;-4.0;230.0;113.0;150.0;-931.0;-34
1135.0;352.0;991.0;-28.0;257.0;223.0;122.0;122.0;-936.0;-33
915.0;356.0;917.0;59.0;-19.0;241.0;68.0;172.0;-842.0;-47
872.0;488.0;1764.0;71.0;-146.0;224.0;460.0;61.0;-965.0;-55
923.0;417.0;1037.0;248.0;-157.0;268.0;243.0;68.0;-777.0;-6
862.0;391.0;950.0;65.0;-94.0;406.0;222.0;114.0;-953.0;-34
859.0;376.0;1029.0;223.0;309.0;256.0;315.0;-100.0;-925.0;-29
837.0;325.0;1534.0;1049.0;224.0;296.0;318.0;148.0;-831.0;-13
711.0;677.0;885.0;357.0;369.0;258.0;411.0;17.0;-800.0;-28
920.0;502.0;1025.0;149.0;404.0;192.0;220.0;9.0;-956.0;-24
912.0;499.0;1025.0;126.0;393.0;259.0;204.0;51.0;-950.0;-24
921.0;495.0;1030.0;128.0;404.0;234.0;187.0;16.0;-947.0;-24
905.0;499.0;1029.0;138.0;415.0;245.0;197.0;12.0;-958.0;-24
900.0;501.0;1021.0;120.0;419.0;254.0;185.0;48.0;-952.0;-24
745.0;532.0;993.0;394.0;249.0;261.0;311.0;98.0;-926.0;-11
903.0;499.0;1020.0;112.0;415.0;266.0;196.0;74.0;-974.0;-24
943.0;494.0;1030.0;139.0;436.0;283.0;170.0;111.0;-976.0;-24
894.0;510.0;998.0;-30.0;445.0;216.0;263.0;67.0;-945.0;-31
1185.0;553.0;755.0;91.0;372.0;87.0;288.0;240.0;-820.0;20
750.0;513.0;1023.0;230.0;-95.0;155.0;72.0;225.0;-784.0;-24
651.0;805.0;752.0;189.0;-300.0;76.0;229.0;138.0;-734.0;-21
1094.0;131.0;968.0;370.0;-274.0;390.0;413.0;-294.0;-1186.0;-78
904.0;363.0;971.0;31.0;-156.0;306.0;246.0;-165.0;-897.0;-31
870.0;438.0;938.0;375.0;-118.0;47.0;412.0;15.0;-876.0;-39
903.0;461.0;924.0;376.0;-126.0;183.0;270.0;-9.0;-902.0;-39
971.0;473.0;880.0;369.0;-139.0;198.0;232.0;-22.0;-887.0;-39
856.0;344.0;609.0;1415.0;-671.0;248.0;296.0;-18.0;-867.0;-35
1033.0;553.0;772.0;111.0;232.0;261.0;336.0;8.0;-979.0;-8
920.0;591.0;1023.0;70.0;198.0;399.0;253.0;41.0;-976.0;-12
752.0;362.0;983.0;66.0;-85.0;60.0;199.0;7.0;-827.0;-22
765.0;543.0;944.0;460.0;240.0;62.0;242.0;770.0;-994.0;-22
925.0;363.0;914.0;406.0;65.0;-31.0;346.0;-46.0;-940.0;-25
927.0;367.0;934.0;406.0;98.0;-14.0;355.0;-168.0;-921.0;-25
812.0;395.0;373.0;511.0;92.0;170.0;125.0;60.0;-1100.0;-43
917.0;373.0;985.0;15.0;88.0;231.0;236.0;258.0;-937.0;-23
839.0;459.0;936.0;551.0;340.0;-203.0;306.0;-34.0;-833.0;-34
933.0;353.0;936.0;386.0;56.0;-52.0;350.0;-30.0;-933.0;-25
779.0;898.0;652.0;427.0;127.0;180.0;356.0;79.0;-834.0;-11
934.0;377.0;964.0;302.0;91.0;247.0;165.0;-113.0;-963.0;-23
1035.0;501.0;1019.0;-72.0;116.0;80.0;293.0;162.0;-968.0;-23
868.0;345.0;1013.0;11.0;-74.0;196.0;310.0;7.0;-909.0;-20
920.0;569.0;943.0;79.0;-12.0;-80.0;103.0;94.0;-893.0;-27
930.0;227.0;1021.0;8.0;-328.0;130.0;276.0;51.0;-973.0;-31
808.0;452.0;1039.0;127.0;-195.0;69.0;376.0;130.0;-772.0;-25
938.0;237.0;1017.0;86.0;-571.0;239.0;153.0;91.0;-954.0;-31
1002.0;274.0;870.0;119.0;-60.0;273.0;341.0;-13.0;-867.0;-31
936.0;578.0;1048.0;117.0;-346.0;171.0;282.0;163.0;-908.0;-25
854.0;965.0;1320.0;-150.0;126.0;120.0;413.0;-75.0;-869.0;-18
954.0;557.0;932.0;358.0;-108.0;259.0;185.0;263.0;-1006.0;-24
682.0;546.0;956.0;247.0;597.0;-375.0;100.0;43.0;-989.0;-47
1008.0;486.0;999.0;68.0;488.0;60.0;462.0;552.0;-835.0;-27
824.0;503.0;939.0;281.0;-163.0;2.0;298.0;195.0;-967.0;-24
804.0;254.0;948.0;-92.0;-100.0;56.0;322.0;80.0;-942.0;-56
745.0;928.0;188.0;-9.0;-92.0;194.0;372.0;181.0;-753.0;-10
914.0;363.0;952.0;394.0;43.0;-31.0;362.0;-245.0;-919.0;-25
931.0;356.0;876.0;309.0;55.0;-15.0;309.0;-144.0;-936.0;-25
942.0;402.0;918.0;297.0;172.0;-7.0;483.0;-73.0;-930.0;-25
927.0;415.0;964.0;342.0;234.0;-24.0;161.0;-28.0;-771.0;-24
835.0;345.0;1022.0;149.0;-260.0;-49.0;548.0;29.0;-846.0;-25
932.0;544.0;915.0;466.0;-220.0;191.0;288.0;54.0;-958.0;-28
1322.0;975.0;621.0;1018.0;40.0;336.0;313.0;-83.0;-1454.0;-79
917.0;539.0;920.0;384.0;-227.0;135.0;290.0;73.0;-949.0;-28
832.0;738.0;110.0;1094.0;-323.0;217.0;431.0;1.0;-948.0;-9
916.0;582.0;875.0;368.0;-138.0;121.0;281.0;74.0;-951.0;-28
985.0;579.0;921.0;297.0;-169.0;112.0;355.0;-21.0;-968.0;-28
920.0;500.0;313.0;138.0;-257.0;317.0;253.0;100.0;-942.0;-12
927.0;560.0;2017.0;1425.0;-368.0;218.0;356.0;123.0;-1025.0;-26
950.0;410.0;1013.0;-40.0;-625.0;271.0;83.0;80.0;-1005.0;-27
889.0;540.0;1207.0;190.0;-184.0;221.0;263.0;168.0;-1246.0;-77
894.0;296.0;975.0;182.0;-288.0;-240.0;494.0;536.0;-914.0;-32
854.0;522.0;974.0;401.0;-254.0;70.0;452.0;-92.0;-899.0;-5
923.0;494.0;1054.0;216.0;670.0;156.0;232.0;41.0;-1028.0;-12
836.0;486.0;953.0;180.0;610.0;93.0;282.0;-9.0;-913.0;-30
958.0;554.0;982.0;250.0;593.0;254.0;156.0;78.0;-966.0;-24
931.0;443.0;1034.0;-32.0;510.0;253.0;168.0;111.0;-941.0;-31
884.0;377.0;1021.0;-49.0;329.0;296.0;231.0;-78.0;-927.0;-29
926.0;543.0;1028.0;156.0;536.0;239.0;182.0;87.0;-957.0;-24
927.0;210.0;1028.0;0.0;-241.0;334.0;210.0;322.0;-931.0;-31
755.0;349.0;1144.0;-35.0;-130.0;275.0;246.0;116.0;-1018.0;-31
928.0;277.0;1021.0;175.0;-149.0;182.0;276.0;-660.0;-951.0;-34
901.0;354.0;647.0;-284.0;-355.0;215.0;302.0;223.0;-840.0;-46
931.0;537.0;1013.0;164.0;534.0;264.0;178.0;26.0;-965.0;-24
942.0;501.0;1033.0;74.0;422.0;262.0;191.0;64.0;-932.0;-24
906.0;900.0;1025.0;134.0;118.0;178.0;191.0;33.0;-983.0;-26
949.0;868.0;1030.0;48.0;-30.0;183.0;151.0;58.0;-969.0;-28
903.0;882.0;1004.0;83.0;-88.0;134.0;190.0;257.0;-886.0;-27
869.0;228.0;1033.0;-23.0;-221.0;360.0;136.0;68.0;-1002.0;-28
879.0;382.0;1003.0;-37.0;339.0;289.0;229.0;-47.0;-933.0;-29
897.0;214.0;1035.0;-25.0;-76.0;422.0;183.0;-90.0;-947.0;-26
613.0;-251.0;1041.0;-9.0;-702.0;915.0;-82.0;-566.0;-589.0;-31
883.0;392.0;1026.0;-58.0;355.0;274.0;239.0;-29.0;-927.0;-29
880.0;390.0;1016.0;-47.0;352.0;279.0;250.0;-56.0;-929.0;-29
850.0;360.0;929.0;206.0;-85.0;293.0;148.0;-36.0;-1242.0;-31
1243.0;510.0;923.0;-91.0;304.0;289.0;259.0;195.0;-911.0;-31
763.0;488.0;995.0;-116.0;386.0;292.0;253.0;34.0;-976.0;-23
931.0;535.0;1015.0;134.0;514.0;279.0;170.0;50.0;-964.0;-24
855.0;242.0;962.0;257.0;-340.0;-326.0;439.0;671.0;-830.0;-36
849.0;231.0;889.0;477.0;-288.0;269.0;356.0;-359.0;-959.0;-31
912.0;521.0;1013.0;139.0;486.0;284.0;184.0;55.0;-943.0;-24
884.0;485.0;1002.0;-40.0;-5.0;281.0;88.0;275.0;-1043.0;-28
571.0;-149.0;900.0;482.0;-632.0;-463.0;808.0;-855.0;-494.0;-13
514.0;-699.0;314.0;881.0;-579.0;706.0;169.0;-424.0;-600.0;-73
859.0;48.0;657.0;450.0;-887.0;66.0;522.0;46.0;-554.0;-41
712.0;-382.0;295.0;875.0;-618.0;611.0;86.0;-710.0;-768.0;-72
702.0;1083.0;880.0;-274.0;47.0;238.0;231.0;93.0;-772.0;-50
849.0;707.0;1025.0;126.0;-96.0;137.0;388.0;-293.0;-899.0;-23
730.0;773.0;758.0;-355.0;-468.0;183.0;245.0;91.0;-679.0;-19
823.0;295.0;940.0;439.0;-282.0;162.0;468.0;-114.0;-852.0;-27
1039.0;996.0;1629.0;345.0;-44.0;73.0;391.0;279.0;-1167.0;-26
816.0;292.0;1007.0;388.0;-310.0;181.0;490.0;-121.0;-825.0;-27
842.0;336.0;934.0;572.0;-300.0;147.0;633.0;-273.0;-867.0;-27
782.0;553.0;1001.0;159.0;407.0;-53.0;610.0;11.0;-781.0;-29
842.0;537.0;1049.0;145.0;-213.0;-3.0;74.0;-43.0;-985.0;-70
66.0;708.0;1029.0;32.0;400.0;1200.0;62.0;520.0;-321.0;-24
587.0;373.0;922.0;52.0;158.0;-355.0;674.0;37.0;-680.0;-59
544.0;-73.0;878.0;376.0;-292.0;-688.0;651.0;209.0;-505.0;-24
873.0;335.0;933.0;-61.0;284.0;314.0;203.0;30.0;-958.0;-50
882.0;195.0;1039.0;33.0;237.0;13.0;191.0;561.0;-1005.0;-42
959.0;706.0;1047.0;101.0;315.0;146.0;192.0;776.0;-930.0;-25
740.0;378.0;994.0;-73.0;-522.0;387.0;408.0;-562.0;-815.0;-26
854.0;442.0;1026.0;29.0;423.0;177.0;383.0;85.0;-908.0;-27
892.0;461.0;1023.0;-11.0;594.0;154.0;346.0;42.0;-928.0;-23
785.0;473.0;1006.0;6.0;532.0;153.0;392.0;9.0;-861.0;-23
810.0;266.0;1002.0;231.0;-447.0;174.0;181.0;-178.0;-909.0;-59
848.0;349.0;927.0;227.0;-342.0;-71.0;303.0;-695.0;-1170.0;-78
879.0;472.0;942.0;176.0;-74.0;44.0;90.0;-272.0;-925.0;-22
902.0;354.0;1152.0;88.0;305.0;349.0;283.0;315.0;-979.0;-15
952.0;498.0;1010.0;58.0;523.0;285.0;323.0;636.0;-1381.0;-24
936.0;586.0;1015.0;153.0;565.0;301.0;200.0;188.0;-952.0;-24
972.0;584.0;1030.0;144.0;378.0;288.0;370.0;71.0;-985.0;-35
892.0;311.0;1020.0;-88.0;346.0;285.0;221.0;252.0;-939.0;-25
686.0;447.0;1135.0;349.0;-19.0;233.0;64.0;142.0;-777.0;-30
889.0;313.0;1012.0;-69.0;360.0;239.0;212.0;170.0;-943.0;-28
927.0;408.0;1022.0;169.0;329.0;233.0;252.0;798.0;-904.0;-27
854.0;256.0;1010.0;50.0;225.0;284.0;317.0;403.0;-909.0;-26
902.0;317.0;998.0;-46.0;357.0;289.0;218.0;80.0;-943.0;-25
910.0;415.0;1027.0;8.0;-331.0;115.0;270.0;274.0;-829.0;-31
902.0;347.0;1018.0;-60.0;328.0;315.0;211.0;-195.0;-915.0;-28
912.0;352.0;1031.0;-49.0;333.0;285.0;283.0;-34.0;-945.0;-28
885.0;318.0;1020.0;-29.0;348.0;284.0;209.0;59.0;-945.0;-25
881.0;449.0;1162.0;-264.0;405.0;-98.0;464.0;73.0;-747.0;-43
930.0;317.0;1012.0;-90.0;309.0;282.0;278.0;101.0;-935.0;-25
948.0;153.0;995.0;180.0;214.0;78.0;271.0;-125.0;-971.0;-28
1090.0;400.0;952.0;306.0;322.0;118.0;220.0;192.0;-1011.0;-28
680.0;255.0;1004.0;-65.0;201.0;-124.0;257.0;83.0;-982.0;-65
876.0;618.0;909.0;-303.0;-319.0;-76.0;471.0;142.0;-960.0;-45
969.0;976.0;1057.0;42.0;-449.0;83.0;201.0;108.0;-1084.0;-27
984.0;423.0;945.0;409.0;370.0;64.0;176.0;54.0;-941.0;-28
930.0;387.0;936.0;397.0;197.0;-1.0;348.0;-213.0;-934.0;-25
910.0;422.0;1014.0;148.0;474.0;387.0;93.0;29.0;-965.0;-31
872.0;539.0;1035.0;104.0;-339.0;80.0;359.0;205.0;-932.0;-25
688.0;449.0;1015.0;77.0;106.0;121.0;679.0;-580.0;-694.0;-29
912.0;381.0;958.0;375.0;177.0;-61.0;343.0;-214.0;-929.0;-25
789.0;480.0;1004.0;-32.0;-344.0;376.0;342.0;401.0;-868.0;-26
516.0;-653.0;333.0;873.0;-577.0;664.0;8.0;579.0;-690.0;-73
931.0;506.0;1038.0;120.0;446.0;241.0;187.0;52.0;-939.0;-24
1017.0;126.0;979.0;-92.0;-625.0;267.0;212.0;892.0;-877.0;-40
1261.0;514.0;992.0;181.0;499.0;-141.0;448.0;190.0;-823.0;-22
860.0;892.0;931.0;51.0;17.0;171.0;213.0;255.0;-935.0;-28
928.0;502.0;994.0;122.0;445.0;287.0;170.0;35.0;-966.0;-24
872.0;694.0;1375.0;588.0;577.0;217.0;142.0;-38.0;-931.0;-27
855.0;461.0;1016.0;108.0;-344.0;111.0;453.0;105.0;-828.0;-25
946.0;467.0;963.0;424.0;431.0;200.0;218.0;53.0;-967.0;-23
942.0;469.0;956.0;405.0;438.0;205.0;220.0;103.0;-963.0;-23
906.0;429.0;1022.0;-21.0;587.0;207.0;280.0;66.0;-938.0;-23
850.0;489.0;928.0;452.0;-263.0;52.0;120.0;63.0;-957.0;-25
924.0;495.0;1009.0;137.0;440.0;267.0;181.0;34.0;-959.0;-24
949.0;344.0;1041.0;234.0;454.0;349.0;20.0;30.0;-903.0;-27
981.0;360.0;1010.0;119.0;388.0;89.0;114.0;486.0;-1002.0;-27
936.0;585.0;991.0;233.0;458.0;432.0;200.0;338.0;-1017.0;-28
911.0;210.0;1001.0;-109.0;-661.0;224.0;191.0;80.0;-1013.0;-26
954.0;222.0;1011.0;101.0;-509.0;173.0;214.0;30.0;-981.0;-31
880.0;250.0;878.0;101.0;111.0;400.0;158.0;265.0;-829.0;-39
937.0;257.0;1081.0;-89.0;230.0;88.0;224.0;142.0;-1142.0;-31
1139.0;467.0;1014.0;153.0;-263.0;202.0;264.0;278.0;-914.0;-21
937.0;537.0;1017.0;99.0;524.0;261.0;181.0;90.0;-959.0;-24
960.0;433.0;1018.0;47.0;399.0;232.0;335.0;114.0;-968.0;-22
1092.0;459.0;1021.0;10.0;103.0;112.0;43.0;166.0;-1058.0;-34
1024.0;439.0;957.0;74.0;121.0;270.0;526.0;172.0;-1042.0;-43
828.0;639.0;1075.0;351.0;276.0;276.0;433.0;234.0;-859.0;-32
1111.0;438.0;994.0;-19.0;53.0;152.0;105.0;115.0;-1037.0;-34
803.0;1067.0;1393.0;1411.0;51.0;269.0;409.0;116.0;-859.0;2
944.0;365.0;962.0;366.0;109.0;-22.0;349.0;-199.0;-931.0;-25
829.0;570.0;753.0;136.0;391.0;253.0;283.0;52.0;-938.0;-32
947.0;733.0;1041.0;80.0;353.0;138.0;227.0;306.0;-989.0;-25
936.0;516.0;989.0;98.0;578.0;-18.0;421.0;77.0;-894.0;-35
882.0;454.0;1041.0;108.0;460.0;203.0;373.0;-87.0;-966.0;-34
804.0;427.0;1007.0;104.0;-325.0;60.0;457.0;105.0;-814.0;-7
804.0;424.0;1118.0;-219.0;-345.0;59.0;526.0;40.0;-872.0;-8
752.0;417.0;1022.0;-48.0;-396.0;382.0;377.0;28.0;-815.0;-26
1109.0;521.0;887.0;103.0;-201.0;123.0;124.0;211.0;-1013.0;-9
988.0;244.0;933.0;251.0;-581.0;74.0;251.0;283.0;-1014.0;-11
1034.0;164.0;820.0;474.0;-553.0;239.0;336.0;210.0;-814.0;-37
793.0;741.0;836.0;380.0;414.0;145.0;305.0;-84.0;-868.0;-24
813.0;349.0;1055.0;-101.0;-426.0;12.0;533.0;-61.0;-800.0;-39
767.0;128.0;896.0;391.0;98.0;-580.0;383.0;406.0;-766.0;-38
1061.0;505.0;673.0;-454.0;51.0;172.0;291.0;240.0;-829.0;4
1046.0;587.0;802.0;-298.0;538.0;291.0;231.0;20.0;-753.0;-21
945.0;541.0;1031.0;106.0;533.0;242.0;170.0;37.0;-965.0;-24
929.0;259.0;1286.0;74.0;-38.0;305.0;128.0;70.0;-936.0;-26
949.0;266.0;1383.0;961.0;-615.0;132.0;584.0;88.0;-935.0;-12
939.0;752.0;951.0;456.0;718.0;-257.0;340.0;337.0;-897.0;-10
855.0;324.0;1018.0;-51.0;375.0;325.0;235.0;67.0;-944.0;-23
942.0;381.0;941.0;454.0;426.0;267.0;165.0;112.0;-969.0;-19
676.0;11.0;892.0;484.0;-178.0;-638.0;536.0;224.0;-640.0;-43
988.0;650.0;967.0;294.0;138.0;134.0;-26.0;182.0;-1027.0;-24
1054.0;388.0;900.0;-131.0;188.0;25.0;240.0;111.0;-937.0;-31
756.0;178.0;950.0;407.0;-210.0;-409.0;601.0;153.0;-737.0;-28
863.0;409.0;1021.0;-12.0;430.0;185.0;353.0;-42.0;-915.0;-27
