Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-254.0;94.0;-178;-637.0;495.0;722.0
-387.0;115.0;-159;-736.0;284.0;266.0
-315.0;-1.0;-23;-479.0;418.0;387.0
-341.0;8.0;-179;-538.0;436.0;516.0
-287.0;89.0;-175;-662.0;318.0;561.0
-293.0;16.0;-131;-456.0;364.0;441.0
-325.0;47.0;-179;-488.0;378.0;510.0
-334.0;-4.0;-179;-494.0;400.0;488.0
-342.0;-27.0;-178;-521.0;416.0;500.0
-331.0;348.0;-179;-718.0;354.0;515.0
-242.0;-18.0;-175;-553.0;215.0;494.0
-348.0;8.0;-178;-501.0;407.0;497.0
-356.0;9.0;-178;-500.0;403.0;492.0
-341.0;3.0;-178;-508.0;405.0;484.0
-321.0;-3.0;-178;-501.0;396.0;494.0
-370.0;7.0;-178;-502.0;419.0;490.0
-352.0;13.0;-178;-493.0;396.0;491.0
-395.0;0.0;-178;-503.0;378.0;491.0
-373.0;-9.0;-178;-504.0;374.0;488.0
-334.0;11.0;-178;-493.0;400.0;500.0
-266.0;84.0;-178;-606.0;391.0;557.0
-288.0;34.0;-178;-590.0;388.0;543.0
-295.0;-46.0;-178;-514.0;432.0;517.0
-383.0;48.0;-171;-525.0;384.0;398.0
-342.0;49.0;-178;-533.0;387.0;421.0
-196.0;23.0;-178;-512.0;347.0;461.0
-346.0;-61.0;-168;-597.0;304.0;660.0
-370.0;27.0;-161;-605.0;435.0;453.0
-213.0;92.0;-179;-606.0;340.0;620.0
-181.0;32.0;-175;-610.0;406.0;659.0
-432.0;-157.0;-172;-932.0;-99.0;536.0
-294.0;3.0;-177;-493.0;418.0;533.0
-252.0;-43.0;143;-504.0;350.0;330.0
-260.0;193.0;-177;-582.0;406.0;599.0
-319.0;6.0;-179;-628.0;494.0;543.0
-569.0;-75.0;164;-436.0;456.0;690.0
-292.0;45.0;-180;-471.0;376.0;483.0
-297.0;24.0;-193;-520.0;387.0;510.0
-298.0;-14.0;-177;-453.0;398.0;523.0
-371.0;-93.0;-151;-602.0;451.0;359.0
-237.0;-39.0;-5;-444.0;365.0;465.0
-276.0;46.0;-160;-516.0;267.0;454.0
-338.0;-39.0;-174;-468.0;465.0;691.0
-112.0;-61.0;-175;-648.0;101.0;662.0
-553.0;-187.0;134;-619.0;202.0;314.0
-217.0;103.0;-175;-731.0;252.0;250.0
-154.0;145.0;-168;-635.0;364.0;572.0
-517.0;-269.0;-156;-659.0;139.0;323.0
-359.0;-21.0;-169;-1024.0;329.0;228.0
26.0;100.0;173;-978.0;-2.0;454.0
-344.0;4.0;-195;-619.0;328.0;403.0
-364.0;64.0;-175;-537.0;557.0;469.0
-73.0;6.0;-179;-769.0;192.0;501.0
-289.0;58.0;-179;-511.0;402.0;467.0
-383.0;-39.0;-179;-613.0;348.0;465.0
-388.0;-42.0;-168;-603.0;421.0;465.0
-314.0;-2.0;-180;-616.0;384.0;421.0
-322.0;-35.0;-177;-500.0;415.0;490.0
-316.0;-4.0;-180;-597.0;375.0;437.0
-430.0;-4.0;-170;-593.0;336.0;428.0
-383.0;-126.0;178;-672.0;427.0;458.0
-401.0;-48.0;-171;-556.0;205.0;419.0
-330.0;-61.0;-184;-600.0;381.0;211.0
-456.0;36.0;-179;-637.0;421.0;410.0
87.0;-140.0;-147;-610.0;214.0;348.0
-236.0;4.0;-174;-650.0;-27.0;601.0
-301.0;20.0;-177;-460.0;424.0;486.0
-275.0;15.0;-177;-463.0;424.0;484.0
-304.0;20.0;-177;-481.0;410.0;472.0
-314.0;41.0;-182;-516.0;352.0;423.0
-322.0;8.0;-177;-460.0;401.0;462.0
-308.0;33.0;-176;-505.0;448.0;447.0
-293.0;27.0;-176;-513.0;457.0;454.0
-275.0;17.0;-176;-504.0;442.0;445.0
-281.0;34.0;-177;-457.0;388.0;474.0
-295.0;-13.0;-176;-509.0;445.0;448.0
-261.0;47.0;-176;-505.0;454.0;462.0
-286.0;19.0;-176;-458.0;405.0;455.0
-300.0;38.0;-177;-473.0;375.0;483.0
-253.0;36.0;-177;-448.0;385.0;485.0
-286.0;55.0;-176;-477.0;395.0;466.0
-278.0;22.0;-177;-470.0;399.0;460.0
114.0;54.0;-147;-569.0;524.0;257.0
-373.0;10.0;-177;-442.0;407.0;453.0
-439.0;-124.0;129;-431.0;505.0;324.0
-304.0;-4.0;-177;-451.0;404.0;481.0
-251.0;39.0;-175;-359.0;239.0;644.0
-195.0;136.0;-179;-485.0;243.0;448.0
-345.0;-40.0;127;-374.0;319.0;490.0
-360.0;-12.0;-202;-585.0;341.0;405.0
-46.0;245.0;-167;-580.0;494.0;386.0
-324.0;29.0;-172;-469.0;136.0;572.0
-295.0;6.0;-177;-451.0;407.0;473.0
-295.0;75.0;-169;-321.0;340.0;482.0
-399.0;54.0;-153;-521.0;273.0;684.0
-345.0;-92.0;-177;-371.0;306.0;310.0
-290.0;29.0;-177;-471.0;434.0;460.0
-424.0;57.0;-179;-477.0;475.0;544.0
-137.0;163.0;-177;-412.0;230.0;446.0
-413.0;-88.0;-166;-610.0;523.0;444.0
-253.0;143.0;-176;-695.0;527.0;511.0
-167.0;81.0;-176;-752.0;448.0;671.0
-253.0;1.0;-177;-452.0;419.0;454.0
-283.0;46.0;169;-435.0;261.0;675.0
-237.0;18.0;-173;-418.0;221.0;672.0
-287.0;112.0;-182;-528.0;456.0;470.0
-202.0;66.0;-176;-811.0;464.0;667.0
-10.0;12.0;-162;-523.0;437.0;606.0
69.0;272.0;-178;-642.0;224.0;687.0
-171.0;196.0;176;-794.0;-442.0;377.0
-347.0;-120.0;-192;-491.0;399.0;516.0
-444.0;-9.0;-177;-588.0;416.0;887.0
27.0;-11.0;-177;-560.0;431.0;438.0
44.0;201.0;177;-638.0;191.0;295.0
-462.0;45.0;-167;-557.0;401.0;385.0
-268.0;30.0;-177;-407.0;394.0;467.0
-261.0;-13.0;-167;-468.0;312.0;400.0
-342.0;-146.0;-153;-501.0;245.0;390.0
-326.0;41.0;-177;-449.0;405.0;467.0
-292.0;27.0;-176;-454.0;414.0;435.0
-484.0;-241.0;-138;-638.0;393.0;272.0
-251.0;70.0;-178;-539.0;420.0;775.0
33.0;255.0;-177;-511.0;425.0;545.0
-412.0;-58.0;-177;-634.0;514.0;832.0
-337.0;39.0;-177;-465.0;431.0;464.0
-318.0;91.0;-168;-678.0;670.0;412.0
-391.0;5.0;-180;-500.0;189.0;470.0
-304.0;18.0;-177;-453.0;422.0;449.0
-447.0;-45.0;-184;-642.0;344.0;294.0
28.0;146.0;-171;-799.0;651.0;506.0
235.0;313.0;-177;-550.0;313.0;676.0
-229.0;15.0;-174;-833.0;-366.0;343.0
28.0;123.0;-176;-754.0;414.0;562.0
-228.0;90.0;-174;-567.0;292.0;309.0
-463.0;-42.0;-163;-483.0;467.0;460.0
-487.0;15.0;-177;-663.0;467.0;681.0
112.0;299.0;-177;-568.0;215.0;411.0
-259.0;98.0;172;-666.0;92.0;547.0
-441.0;-133.0;-173;-741.0;575.0;421.0
-450.0;48.0;-173;-440.0;324.0;424.0
-414.0;-29.0;-178;-441.0;414.0;593.0
-319.0;37.0;-168;-403.0;296.0;414.0
-296.0;10.0;-177;-448.0;427.0;477.0
-163.0;233.0;-178;-490.0;444.0;618.0
-170.0;-80.0;179;-654.0;298.0;-13.0
-614.0;-115.0;-141;-648.0;501.0;385.0
-209.0;155.0;-171;-381.0;294.0;344.0
-309.0;10.0;-176;-444.0;414.0;465.0
-273.0;45.0;-176;-458.0;405.0;439.0
-327.0;-45.0;-193;-439.0;413.0;416.0
-334.0;-7.0;-176;-480.0;451.0;428.0
-264.0;88.0;-169;-390.0;305.0;612.0
-435.0;-76.0;-155;-708.0;516.0;365.0
-465.0;-161.0;-179;-557.0;431.0;458.0
-309.0;16.0;-176;-506.0;468.0;472.0
-422.0;159.0;-180;-503.0;376.0;426.0
-277.0;25.0;-176;-488.0;463.0;458.0
-352.0;2.0;-176;-484.0;447.0;478.0
-213.0;108.0;173;-390.0;325.0;481.0
-266.0;59.0;-177;-446.0;412.0;457.0
-502.0;-179.0;-177;-630.0;441.0;596.0
-267.0;-2.0;-176;-500.0;456.0;451.0
-312.0;17.0;-176;-510.0;465.0;450.0
-319.0;72.0;-176;-510.0;448.0;460.0
-353.0;5.0;-176;-492.0;475.0;442.0
-448.0;16.0;-175;-704.0;329.0;673.0
-295.0;20.0;-177;-460.0;420.0;463.0
-307.0;33.0;-176;-494.0;445.0;443.0
-371.0;-76.0;-166;-476.0;316.0;525.0
-88.0;160.0;-176;-790.0;565.0;588.0
-292.0;56.0;-176;-421.0;457.0;470.0
-313.0;-18.0;-179;-508.0;475.0;368.0
-158.0;128.0;-177;-482.0;142.0;688.0
-367.0;10.0;-177;-462.0;424.0;435.0
-330.0;147.0;-169;-534.0;294.0;263.0
-427.0;-121.0;177;-548.0;215.0;653.0
-286.0;26.0;-177;-451.0;471.0;463.0
-304.0;18.0;-176;-470.0;470.0;463.0
-274.0;46.0;-176;-480.0;486.0;461.0
-434.0;-48.0;-154;-413.0;353.0;512.0
-402.0;-91.0;-137;-801.0;430.0;488.0
-359.0;-27.0;-177;-431.0;437.0;494.0
351.0;274.0;-178;-629.0;334.0;337.0
-86.0;130.0;-174;-847.0;-383.0;245.0
-355.0;-8.0;-176;-449.0;463.0;487.0
-453.0;16.0;-156;-734.0;419.0;459.0
-300.0;-28.0;-177;-432.0;444.0;472.0
-266.0;28.0;-177;-419.0;446.0;454.0
-383.0;-84.0;-161;-450.0;443.0;414.0
-176.0;30.0;-175;-411.0;343.0;449.0
-306.0;-6.0;-176;-484.0;465.0;454.0
-417.0;7.0;177;-653.0;302.0;410.0
-477.0;49.0;-167;-791.0;538.0;446.0
-318.0;42.0;-176;-430.0;423.0;439.0
-523.0;28.0;-176;-503.0;186.0;349.0
-374.0;-95.0;-196;-450.0;365.0;445.0
-305.0;37.0;-177;-440.0;474.0;478.0
-410.0;14.0;-161;-527.0;274.0;294.0
-294.0;36.0;-177;-420.0;414.0;447.0
-385.0;-23.0;-178;-427.0;416.0;539.0
-286.0;-60.0;178;-434.0;378.0;637.0
-210.0;-45.0;-179;-445.0;270.0;535.0
-477.0;57.0;-179;-462.0;464.0;669.0
-270.0;-173.0;-174;-741.0;408.0;391.0
-531.0;-137.0;-156;-613.0;324.0;384.0
-346.0;11.0;-173;-432.0;405.0;496.0
-343.0;18.0;-176;-459.0;467.0;460.0
-348.0;-78.0;-157;-454.0;277.0;495.0
-54.0;77.0;-179;-597.0;457.0;894.0
-382.0;-106.0;-176;-816.0;132.0;452.0
-433.0;-68.0;-158;-913.0;607.0;457.0
-324.0;163.0;-178;-455.0;264.0;374.0
-332.0;57.0;-177;-448.0;435.0;500.0
-269.0;31.0;-176;-421.0;447.0;450.0
-458.0;132.0;-179;-662.0;376.0;879.0
-312.0;38.0;-176;-441.0;427.0;456.0
-283.0;204.0;-177;-570.0;386.0;694.0
-819.0;-179.0;-179;-426.0;447.0;980.0
-379.0;39.0;-180;-405.0;473.0;621.0
-321.0;-21.0;-172;-670.0;671.0;500.0
-349.0;162.0;-176;-496.0;469.0;877.0
-240.0;-21.0;-175;-748.0;282.0;616.0
-207.0;-72.0;-218;-515.0;352.0;479.0
-363.0;10.0;-150;-338.0;443.0;348.0
-327.0;-3.0;-143;-414.0;345.0;503.0
-193.0;58.0;163;-392.0;268.0;428.0
-203.0;183.0;-180;-536.0;231.0;381.0
-238.0;12.0;-175;-449.0;130.0;421.0
76.0;28.0;178;-866.0;-191.0;113.0
-467.0;36.0;-161;-540.0;493.0;407.0
-46.0;218.0;-180;-806.0;45.0;562.0
-225.0;8.0;-176;-461.0;470.0;469.0
-294.0;191.0;-157;-657.0;113.0;678.0
227.0;83.0;-175;-670.0;325.0;915.0
-107.0;131.0;-175;-437.0;399.0;845.0
-300.0;7.0;-177;-427.0;431.0;453.0
-290.0;54.0;-176;-432.0;440.0;449.0
-683.0;-318.0;-176;-702.0;584.0;894.0
-366.0;-14.0;-156;-420.0;499.0;468.0
-264.0;61.0;177;-556.0;253.0;428.0
-142.0;189.0;-174;-763.0;575.0;633.0
