Accelerometer LUA^ accY;InertialMeasurementUnit LUA magneticX;Accelerometer RKN^ accY;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit R-SHOE EuY
898.0;564.0;1010.0;30.0;-169.0;143.0;375.0;33.0;-908.0;-27
881.0;553.0;1025.0;111.0;-181.0;140.0;377.0;12.0;-893.0;-27
912.0;549.0;991.0;285.0;-189.0;220.0;245.0;186.0;-955.0;-3
964.0;571.0;998.0;284.0;-164.0;212.0;210.0;89.0;-1057.0;-3
911.0;574.0;998.0;88.0;-201.0;193.0;237.0;43.0;-951.0;-3
891.0;567.0;1019.0;22.0;-182.0;141.0;322.0;63.0;-974.0;-3
886.0;558.0;1013.0;29.0;-195.0;111.0;350.0;33.0;-959.0;-3
921.0;527.0;1007.0;50.0;-244.0;134.0;387.0;42.0;-946.0;-3
913.0;513.0;991.0;103.0;-264.0;117.0;428.0;51.0;-932.0;-3
863.0;592.0;964.0;-1.0;-66.0;178.0;191.0;197.0;-998.0;-8
831.0;555.0;948.0;76.0;-91.0;135.0;168.0;213.0;-1048.0;-8
903.0;410.0;1017.0;76.0;-199.0;276.0;179.0;86.0;-1018.0;-35
1022.0;435.0;1019.0;1.0;30.0;137.0;97.0;171.0;-1091.0;-34
936.0;434.0;1021.0;120.0;307.0;114.0;351.0;109.0;-925.0;-22
898.0;382.0;986.0;56.0;270.0;265.0;240.0;10.0;-942.0;-34
947.0;335.0;1146.0;597.0;170.0;193.0;305.0;-71.0;-837.0;-25
885.0;380.0;979.0;-14.0;272.0;263.0;236.0;-26.0;-921.0;-38
1067.0;502.0;1066.0;114.0;33.0;192.0;207.0;125.0;-726.0;-39
837.0;489.0;1004.0;-14.0;-185.0;300.0;288.0;275.0;-887.0;-27
843.0;488.0;1030.0;-39.0;-175.0;284.0;336.0;174.0;-876.0;-27
870.0;491.0;1008.0;-36.0;-149.0;366.0;326.0;-28.0;-903.0;-27
892.0;495.0;1015.0;-36.0;-142.0;346.0;293.0;146.0;-886.0;-27
914.0;351.0;906.0;275.0;398.0;186.0;203.0;114.0;-945.0;-28
890.0;337.0;1051.0;104.0;105.0;245.0;198.0;40.0;-1018.0;-32
865.0;649.0;952.0;253.0;-134.0;403.0;135.0;69.0;-992.0;-22
848.0;297.0;1062.0;153.0;121.0;-119.0;519.0;71.0;-844.0;-42
847.0;490.0;998.0;-35.0;4.0;251.0;137.0;230.0;-1079.0;-28
759.0;308.0;1001.0;81.0;163.0;32.0;492.0;24.0;-879.0;-36
933.0;263.0;970.0;87.0;-4.0;230.0;113.0;150.0;-931.0;-34
1061.0;290.0;960.0;107.0;108.0;219.0;130.0;35.0;-981.0;-34
915.0;356.0;917.0;59.0;-19.0;241.0;68.0;172.0;-842.0;-47
872.0;488.0;1764.0;71.0;-146.0;224.0;460.0;61.0;-965.0;-55
923.0;417.0;1037.0;248.0;-157.0;268.0;243.0;68.0;-777.0;-6
862.0;391.0;950.0;65.0;-94.0;406.0;222.0;114.0;-953.0;-34
859.0;376.0;1029.0;223.0;309.0;256.0;315.0;-100.0;-925.0;-29
806.0;545.0;1070.0;415.0;280.0;246.0;276.0;130.0;-934.0;-16
745.0;532.0;993.0;394.0;249.0;261.0;311.0;98.0;-926.0;-11
920.0;502.0;1025.0;149.0;404.0;192.0;220.0;9.0;-956.0;-24
912.0;499.0;1025.0;126.0;393.0;259.0;204.0;51.0;-950.0;-24
921.0;495.0;1030.0;128.0;404.0;234.0;187.0;16.0;-947.0;-24
905.0;499.0;1029.0;138.0;415.0;245.0;197.0;12.0;-958.0;-24
900.0;501.0;1021.0;120.0;419.0;254.0;185.0;48.0;-952.0;-24
850.0;524.0;949.0;298.0;219.0;329.0;319.0;119.0;-880.0;-1
903.0;499.0;1020.0;112.0;415.0;266.0;196.0;74.0;-974.0;-24
934.0;496.0;1014.0;111.0;415.0;278.0;196.0;74.0;-961.0;-24
945.0;495.0;1021.0;89.0;426.0;203.0;226.0;66.0;-941.0;-24
993.0;515.0;864.0;174.0;201.0;321.0;333.0;133.0;-841.0;-1
750.0;513.0;1023.0;230.0;-95.0;155.0;72.0;225.0;-784.0;-24
715.0;502.0;887.0;145.0;-137.0;78.0;247.0;44.0;-816.0;-21
1094.0;131.0;968.0;370.0;-274.0;390.0;413.0;-294.0;-1186.0;-78
904.0;363.0;971.0;31.0;-156.0;306.0;246.0;-165.0;-897.0;-31
870.0;438.0;938.0;375.0;-118.0;47.0;412.0;15.0;-876.0;-39
903.0;461.0;924.0;376.0;-126.0;183.0;270.0;-9.0;-902.0;-39
971.0;473.0;880.0;369.0;-139.0;198.0;232.0;-22.0;-887.0;-39
903.0;505.0;924.0;447.0;-218.0;475.0;-92.0;-254.0;-931.0;-13
1305.0;1207.0;511.0;924.0;208.0;-57.0;523.0;46.0;-1476.0;-75
920.0;591.0;1023.0;70.0;198.0;399.0;253.0;41.0;-976.0;-12
752.0;362.0;983.0;66.0;-85.0;60.0;199.0;7.0;-827.0;-22
910.0;406.0;944.0;408.0;206.0;128.0;262.0;315.0;-814.0;-25
925.0;363.0;914.0;406.0;65.0;-31.0;346.0;-46.0;-940.0;-25
927.0;367.0;934.0;406.0;98.0;-14.0;355.0;-168.0;-921.0;-25
971.0;298.0;845.0;386.0;182.0;233.0;359.0;202.0;-1044.0;-20
917.0;373.0;985.0;15.0;88.0;231.0;236.0;258.0;-937.0;-23
808.0;420.0;951.0;435.0;322.0;-171.0;399.0;25.0;-966.0;-29
933.0;353.0;936.0;386.0;56.0;-52.0;350.0;-30.0;-933.0;-25
640.0;847.0;622.0;84.0;240.0;140.0;193.0;25.0;-646.0;-47
934.0;377.0;964.0;302.0;91.0;247.0;165.0;-113.0;-963.0;-23
1035.0;501.0;1019.0;-72.0;116.0;80.0;293.0;162.0;-968.0;-23
868.0;345.0;1013.0;11.0;-74.0;196.0;310.0;7.0;-909.0;-20
920.0;569.0;943.0;79.0;-12.0;-80.0;103.0;94.0;-893.0;-27
930.0;227.0;1021.0;8.0;-328.0;130.0;276.0;51.0;-973.0;-31
808.0;452.0;1039.0;127.0;-195.0;69.0;376.0;130.0;-772.0;-25
938.0;237.0;1017.0;86.0;-571.0;239.0;153.0;91.0;-954.0;-31
1002.0;274.0;870.0;119.0;-60.0;273.0;341.0;-13.0;-867.0;-31
890.0;539.0;1020.0;110.0;-334.0;103.0;354.0;151.0;-923.0;-25
840.0;1016.0;1047.0;-41.0;213.0;73.0;466.0;102.0;-875.0;-27
954.0;557.0;932.0;358.0;-108.0;259.0;185.0;263.0;-1006.0;-24
818.0;343.0;941.0;95.0;275.0;-57.0;333.0;166.0;-884.0;-53
1005.0;364.0;1026.0;82.0;271.0;80.0;395.0;224.0;-888.0;-54
824.0;503.0;939.0;281.0;-163.0;2.0;298.0;195.0;-967.0;-24
804.0;254.0;948.0;-92.0;-100.0;56.0;322.0;80.0;-942.0;-56
937.0;554.0;819.0;-13.0;121.0;51.0;345.0;165.0;-912.0;-85
914.0;363.0;952.0;394.0;43.0;-31.0;362.0;-245.0;-919.0;-25
931.0;356.0;876.0;309.0;55.0;-15.0;309.0;-144.0;-936.0;-25
942.0;402.0;918.0;297.0;172.0;-7.0;483.0;-73.0;-930.0;-25
927.0;415.0;964.0;342.0;234.0;-24.0;161.0;-28.0;-771.0;-24
835.0;345.0;1022.0;149.0;-260.0;-49.0;548.0;29.0;-846.0;-25
921.0;554.0;903.0;438.0;-207.0;163.0;276.0;45.0;-976.0;-28
932.0;544.0;915.0;466.0;-220.0;191.0;288.0;54.0;-958.0;-28
917.0;539.0;920.0;384.0;-227.0;135.0;290.0;73.0;-949.0;-28
846.0;446.0;444.0;767.0;-179.0;190.0;275.0;161.0;-897.0;-36
916.0;582.0;875.0;368.0;-138.0;121.0;281.0;74.0;-951.0;-28
985.0;579.0;921.0;297.0;-169.0;112.0;355.0;-21.0;-968.0;-28
745.0;928.0;188.0;-9.0;-92.0;194.0;372.0;181.0;-753.0;-10
888.0;196.0;1770.0;1032.0;-677.0;363.0;228.0;99.0;-968.0;-29
877.0;412.0;1033.0;32.0;-626.0;251.0;270.0;0.0;-1103.0;-26
889.0;540.0;1207.0;190.0;-184.0;221.0;263.0;168.0;-1246.0;-77
776.0;331.0;962.0;287.0;182.0;-14.0;271.0;649.0;-1031.0;-68
894.0;510.0;998.0;-30.0;445.0;216.0;263.0;67.0;-945.0;-31
913.0;376.0;931.0;423.0;414.0;298.0;159.0;162.0;-964.0;-19
941.0;375.0;948.0;433.0;413.0;302.0;170.0;98.0;-959.0;-19
930.0;381.0;948.0;441.0;424.0;277.0;167.0;150.0;-964.0;-19
923.0;379.0;940.0;443.0;421.0;288.0;170.0;98.0;-955.0;-19
988.0;244.0;933.0;251.0;-581.0;74.0;251.0;283.0;-1014.0;-11
987.0;411.0;1011.0;-40.0;-535.0;183.0;77.0;363.0;-1017.0;-30
869.0;228.0;1033.0;-23.0;-221.0;360.0;136.0;68.0;-1002.0;-28
1050.0;596.0;971.0;56.0;35.0;168.0;150.0;-487.0;-1032.0;-25
928.0;277.0;1021.0;175.0;-149.0;182.0;276.0;-660.0;-951.0;-34
925.0;380.0;949.0;465.0;420.0;292.0;164.0;49.0;-958.0;-19
942.0;381.0;941.0;454.0;426.0;267.0;165.0;112.0;-969.0;-19
950.0;341.0;917.0;634.0;416.0;184.0;334.0;36.0;-923.0;-28
920.0;381.0;942.0;426.0;429.0;277.0;169.0;84.0;-956.0;-19
908.0;383.0;943.0;457.0;429.0;289.0;167.0;93.0;-952.0;-19
963.0;470.0;1000.0;130.0;485.0;253.0;388.0;93.0;-986.0;-19
822.0;229.0;1034.0;-27.0;-189.0;352.0;119.0;72.0;-1018.0;-28
809.0;336.0;1012.0;75.0;387.0;225.0;299.0;-204.0;-784.0;-18
942.0;225.0;1024.0;-38.0;-86.0;438.0;210.0;43.0;-923.0;-29
897.0;214.0;1035.0;-25.0;-76.0;422.0;183.0;-90.0;-947.0;-26
929.0;259.0;1286.0;74.0;-38.0;305.0;128.0;70.0;-936.0;-26
553.0;69.0;1000.0;163.0;-529.0;724.0;77.0;-357.0;-890.0;-49
853.0;377.0;1069.0;125.0;468.0;346.0;219.0;93.0;-987.0;-27
1054.0;963.0;1885.0;-90.0;167.0;-52.0;725.0;89.0;-688.0;-73
962.0;379.0;934.0;447.0;413.0;210.0;159.0;128.0;-955.0;-19
791.0;608.0;1048.0;-277.0;-305.0;117.0;293.0;118.0;-829.0;-31
862.0;232.0;830.0;936.0;-167.0;-270.0;469.0;229.0;-902.0;-20
849.0;231.0;889.0;477.0;-288.0;269.0;356.0;-359.0;-959.0;-31
969.0;381.0;945.0;439.0;410.0;208.0;159.0;161.0;-962.0;-19
941.0;379.0;961.0;422.0;405.0;205.0;150.0;167.0;-977.0;-19
863.0;295.0;951.0;440.0;-279.0;112.0;458.0;-124.0;-858.0;-27
815.0;291.0;951.0;446.0;-285.0;193.0;466.0;-107.0;-845.0;-27
818.0;292.0;947.0;433.0;-284.0;202.0;469.0;-109.0;-846.0;-27
798.0;191.0;766.0;445.0;-524.0;208.0;260.0;-15.0;-827.0;-23
751.0;838.0;906.0;-253.0;29.0;154.0;226.0;100.0;-779.0;-59
891.0;682.0;947.0;82.0;-160.0;180.0;357.0;-169.0;-984.0;-39
698.0;688.0;655.0;-233.0;-379.0;324.0;193.0;44.0;-721.0;0
830.0;295.0;932.0;448.0;-280.0;183.0;460.0;-109.0;-849.0;-27
939.0;696.0;1245.0;275.0;3.0;191.0;117.0;68.0;-931.0;-39
830.0;297.0;948.0;401.0;-281.0;194.0;471.0;-103.0;-847.0;-27
861.0;301.0;950.0;424.0;-274.0;165.0;443.0;-163.0;-890.0;-27
817.0;303.0;951.0;445.0;-281.0;181.0;476.0;-143.0;-842.0;-27
842.0;336.0;934.0;572.0;-300.0;147.0;633.0;-273.0;-867.0;-27
66.0;708.0;1029.0;32.0;400.0;1200.0;62.0;520.0;-321.0;-24
787.0;368.0;968.0;649.0;-392.0;11.0;554.0;-16.0;-800.0;-39
856.0;227.0;928.0;225.0;-481.0;250.0;541.0;31.0;-672.0;-13
570.0;412.0;899.0;44.0;313.0;235.0;171.0;-87.0;-1001.0;-45
967.0;648.0;954.0;313.0;308.0;189.0;272.0;813.0;-1032.0;-22
740.0;378.0;994.0;-73.0;-522.0;387.0;408.0;-562.0;-815.0;-26
531.0;0.0;878.0;-97.0;-326.0;-668.0;613.0;-780.0;-555.0;-34
854.0;442.0;1026.0;29.0;423.0;177.0;383.0;85.0;-908.0;-27
892.0;461.0;1023.0;-11.0;594.0;154.0;346.0;42.0;-928.0;-23
846.0;498.0;1016.0;-25.0;528.0;117.0;391.0;-51.0;-826.0;-23
863.0;409.0;1021.0;-12.0;430.0;185.0;353.0;-42.0;-915.0;-27
926.0;440.0;969.0;142.0;516.0;231.0;381.0;-36.0;-926.0;-23
873.0;448.0;935.0;311.0;436.0;224.0;373.0;-112.0;-820.0;-25
880.0;267.0;1014.0;36.0;259.0;339.0;243.0;306.0;-939.0;-26
901.0;249.0;1003.0;51.0;290.0;257.0;287.0;318.0;-922.0;-26
858.0;247.0;1005.0;51.0;256.0;285.0;305.0;389.0;-898.0;-26
1048.0;467.0;987.0;-167.0;-170.0;52.0;148.0;185.0;-1184.0;-33
849.0;242.0;1021.0;40.0;238.0;277.0;311.0;417.0;-894.0;-26
863.0;239.0;1023.0;21.0;231.0;304.0;306.0;438.0;-896.0;-26
854.0;256.0;1010.0;50.0;225.0;284.0;317.0;403.0;-909.0;-26
869.0;253.0;1017.0;66.0;231.0;263.0;323.0;373.0;-914.0;-26
862.0;258.0;998.0;55.0;230.0;245.0;309.0;353.0;-910.0;-26
884.0;359.0;1012.0;-18.0;359.0;251.0;227.0;302.0;-893.0;-26
910.0;415.0;1027.0;8.0;-331.0;115.0;270.0;274.0;-829.0;-31
886.0;352.0;1012.0;-37.0;339.0;279.0;223.0;-102.0;-924.0;-27
912.0;352.0;1031.0;-49.0;333.0;285.0;283.0;-34.0;-945.0;-28
988.0;650.0;967.0;294.0;138.0;134.0;-26.0;182.0;-1027.0;-24
825.0;317.0;1137.0;-294.0;130.0;-106.0;548.0;57.0;-788.0;-44
905.0;346.0;990.0;118.0;-376.0;176.0;248.0;346.0;-1031.0;-25
918.0;348.0;1032.0;-60.0;329.0;288.0;225.0;-189.0;-937.0;-28
786.0;38.0;1630.0;-76.0;-728.0;91.0;471.0;122.0;-725.0;-60
829.0;247.0;1026.0;-39.0;-38.0;-96.0;311.0;119.0;-1027.0;-69
841.0;1066.0;920.0;-307.0;-556.0;32.0;373.0;90.0;-824.0;-32
936.0;578.0;1048.0;117.0;-346.0;171.0;282.0;163.0;-908.0;-25
964.0;952.0;1611.0;994.0;36.0;178.0;87.0;484.0;-1066.0;-24
906.0;326.0;1004.0;-37.0;296.0;343.0;147.0;-148.0;-926.0;-28
885.0;729.0;885.0;300.0;110.0;123.0;353.0;-212.0;-761.0;-49
839.0;537.0;1046.0;123.0;-355.0;126.0;362.0;195.0;-926.0;-25
928.0;551.0;800.0;260.0;376.0;67.0;318.0;174.0;-743.0;20
872.0;72.0;1030.0;44.0;307.0;394.0;152.0;-201.0;-960.0;-36
843.0;230.0;1023.0;62.0;-389.0;-36.0;361.0;-210.0;-965.0;-43
875.0;-162.0;320.0;839.0;-540.0;519.0;-83.0;582.0;-887.0;-71
968.0;300.0;1414.0;727.0;-159.0;94.0;322.0;95.0;-832.0;-24
872.0;539.0;1035.0;104.0;-339.0;80.0;359.0;205.0;-932.0;-25
1107.0;417.0;953.0;112.0;241.0;-36.0;336.0;175.0;-994.0;-32
904.0;407.0;1502.0;1199.0;-15.0;136.0;374.0;127.0;-901.0;-24
865.0;508.0;1025.0;119.0;-415.0;128.0;514.0;97.0;-889.0;-25
784.0;442.0;1150.0;516.0;515.0;46.0;289.0;2.0;-1048.0;-37
855.0;461.0;1016.0;108.0;-344.0;111.0;453.0;105.0;-828.0;-25
923.0;549.0;1130.0;581.0;661.0;161.0;181.0;1.0;-988.0;-24
942.0;469.0;956.0;405.0;438.0;205.0;220.0;103.0;-963.0;-23
906.0;429.0;1022.0;-21.0;587.0;207.0;280.0;66.0;-938.0;-23
850.0;489.0;928.0;452.0;-263.0;52.0;120.0;63.0;-957.0;-25
1030.0;349.0;1012.0;233.0;429.0;223.0;9.0;33.0;-1167.0;-37
957.0;413.0;1020.0;149.0;397.0;302.0;132.0;134.0;-968.0;-31
977.0;389.0;1045.0;216.0;269.0;173.0;63.0;236.0;-1049.0;-31
867.0;950.0;1168.0;-12.0;133.0;134.0;270.0;-23.0;-995.0;-19
931.0;220.0;1041.0;85.0;-586.0;204.0;177.0;63.0;-965.0;-31
954.0;222.0;1011.0;101.0;-509.0;173.0;214.0;30.0;-981.0;-31
785.0;541.0;981.0;205.0;509.0;168.0;249.0;33.0;-921.0;-23
947.0;173.0;978.0;52.0;-524.0;318.0;-23.0;217.0;-982.0;-28
913.0;220.0;1025.0;-11.0;-252.0;345.0;176.0;296.0;-925.0;-31
796.0;-70.0;1170.0;16.0;-226.0;618.0;-29.0;662.0;-1035.0;-36
922.0;580.0;972.0;256.0;478.0;174.0;152.0;195.0;-767.0;-24
410.0;215.0;1011.0;52.0;-157.0;-695.0;326.0;-198.0;-955.0;-44
1024.0;439.0;957.0;74.0;121.0;270.0;526.0;172.0;-1042.0;-43
828.0;639.0;1075.0;351.0;276.0;276.0;433.0;234.0;-859.0;-32
746.0;660.0;1101.0;236.0;324.0;261.0;371.0;6.0;-736.0;-22
796.0;684.0;1225.0;858.0;-40.0;236.0;476.0;-88.0;-1098.0;-8
952.0;428.0;829.0;242.0;322.0;-58.0;480.0;155.0;-843.0;-43
1005.0;527.0;397.0;184.0;416.0;368.0;378.0;229.0;-779.0;-34
913.0;497.0;1041.0;60.0;438.0;196.0;275.0;94.0;-946.0;-32
860.0;524.0;953.0;110.0;432.0;170.0;368.0;15.0;-870.0;-32
721.0;538.0;1036.0;114.0;583.0;194.0;417.0;12.0;-785.0;-37
911.0;606.0;1047.0;32.0;342.0;25.0;291.0;643.0;-976.0;-28
902.0;354.0;1152.0;88.0;305.0;349.0;283.0;315.0;-979.0;-15
760.0;376.0;972.0;-48.0;-627.0;235.0;394.0;4.0;-862.0;-29
547.0;-13.0;881.0;583.0;-528.0;-443.0;762.0;-513.0;-640.0;-22
908.0;117.0;1256.0;694.0;-748.0;56.0;227.0;108.0;-1046.0;-20
1034.0;164.0;820.0;474.0;-553.0;239.0;336.0;210.0;-814.0;-37
926.0;543.0;1028.0;156.0;536.0;239.0;182.0;87.0;-957.0;-24
886.0;384.0;1051.0;114.0;-341.0;34.0;417.0;24.0;-903.0;-25
735.0;128.0;935.0;402.0;-216.0;-443.0;596.0;154.0;-707.0;-28
923.0;537.0;1032.0;131.0;523.0;253.0;176.0;61.0;-970.0;-24
921.0;536.0;1032.0;142.0;528.0;244.0;194.0;32.0;-962.0;-24
922.0;539.0;1014.0;156.0;527.0;257.0;177.0;52.0;-948.0;-24
937.0;532.0;1011.0;148.0;525.0;267.0;183.0;42.0;-958.0;-24
852.0;691.0;1327.0;500.0;-402.0;144.0;548.0;138.0;-911.0;-10
854.0;522.0;974.0;401.0;-254.0;70.0;452.0;-92.0;-899.0;-5
941.0;585.0;436.0;-660.0;187.0;216.0;379.0;-10.0;-793.0;-36
945.0;532.0;1016.0;136.0;521.0;241.0;177.0;73.0;-967.0;-24
899.0;532.0;1028.0;152.0;522.0;244.0;177.0;82.0;-949.0;-24
1081.0;482.0;1021.0;-119.0;108.0;60.0;229.0;252.0;-987.0;-23
957.0;567.0;1034.0;109.0;561.0;167.0;206.0;63.0;-1029.0;-25
809.0;484.0;1047.0;38.0;82.0;-181.0;292.0;192.0;-875.0;-61
939.0;752.0;951.0;456.0;718.0;-257.0;340.0;337.0;-897.0;-10
1066.0;619.0;422.0;1542.0;339.0;157.0;196.0;127.0;-1073.0;-21
776.0;592.0;1010.0;329.0;314.0;199.0;239.0;-123.0;-840.0;-3
921.0;536.0;1001.0;150.0;533.0;242.0;169.0;24.0;-974.0;-24
805.0;677.0;1028.0;-17.0;226.0;235.0;353.0;354.0;-992.0;-25
931.0;537.0;1013.0;164.0;534.0;264.0;178.0;26.0;-965.0;-24
947.0;537.0;1018.0;144.0;535.0;261.0;176.0;59.0;-972.0;-24
932.0;826.0;971.0;37.0;68.0;297.0;84.0;104.0;-1000.0;-17
933.0;899.0;1011.0;127.0;142.0;198.0;153.0;104.0;-1003.0;-26
1109.0;521.0;887.0;103.0;-201.0;123.0;124.0;211.0;-1013.0;-9
899.0;472.0;1035.0;99.0;-306.0;73.0;468.0;68.0;-877.0;-3
804.0;427.0;1007.0;104.0;-325.0;60.0;457.0;105.0;-814.0;-7
913.0;535.0;1006.0;120.0;498.0;255.0;187.0;61.0;-960.0;-24
944.0;365.0;962.0;366.0;109.0;-22.0;349.0;-199.0;-931.0;-25
901.0;354.0;647.0;-284.0;-355.0;215.0;302.0;223.0;-840.0;-46
938.0;531.0;1040.0;119.0;496.0;217.0;188.0;73.0;-961.0;-24
928.0;521.0;1040.0;96.0;479.0;273.0;181.0;64.0;-959.0;-24
1111.0;438.0;994.0;-19.0;53.0;152.0;105.0;115.0;-1037.0;-34
1092.0;459.0;1021.0;10.0;103.0;112.0;43.0;166.0;-1058.0;-34
735.0;577.0;1024.0;160.0;-398.0;220.0;273.0;88.0;-796.0;-12
960.0;433.0;1018.0;47.0;399.0;232.0;335.0;114.0;-968.0;-22
933.0;517.0;1029.0;98.0;471.0;265.0;177.0;79.0;-953.0;-24
1139.0;467.0;1014.0;153.0;-263.0;202.0;264.0;278.0;-914.0;-21
1141.0;596.0;794.0;-1.0;-472.0;183.0;307.0;186.0;-835.0;-27
894.0;441.0;899.0;-157.0;304.0;33.0;344.0;65.0;-969.0;-33
1243.0;510.0;923.0;-91.0;304.0;289.0;259.0;195.0;-911.0;-31
1095.0;417.0;888.0;-334.0;416.0;21.0;441.0;578.0;-855.0;-29
895.0;381.0;977.0;-198.0;281.0;243.0;266.0;-25.0;-916.0;-34
