Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-293.0;0.0;-43;-710.0;371.0;491.0
-369.0;59.0;-177;-686.0;338.0;577.0
-277.0;161.0;-172;-621.0;315.0;556.0
-258.0;-38.0;47;-469.0;388.0;555.0
-224.0;63.0;-176;-512.0;340.0;593.0
-323.0;69.0;-95;-548.0;426.0;456.0
-319.0;-54.0;-178;-523.0;429.0;531.0
-278.0;16.0;-151;-559.0;454.0;552.0
-358.0;66.0;-168;-604.0;329.0;386.0
-298.0;-13.0;-32;-469.0;377.0;430.0
-341.0;8.0;-179;-538.0;436.0;516.0
-287.0;89.0;-175;-662.0;318.0;561.0
-293.0;16.0;-131;-456.0;364.0;441.0
-325.0;47.0;-179;-488.0;378.0;510.0
-334.0;-4.0;-179;-494.0;400.0;488.0
-342.0;-27.0;-178;-521.0;416.0;500.0
-283.0;186.0;-132;-616.0;376.0;468.0
-242.0;-18.0;-175;-553.0;215.0;494.0
-348.0;8.0;-178;-501.0;407.0;497.0
-356.0;9.0;-178;-500.0;403.0;492.0
-341.0;3.0;-178;-508.0;405.0;484.0
-321.0;-3.0;-178;-501.0;396.0;494.0
-370.0;7.0;-178;-502.0;419.0;490.0
-352.0;13.0;-178;-493.0;396.0;491.0
-395.0;0.0;-178;-503.0;378.0;491.0
-373.0;-9.0;-178;-504.0;374.0;488.0
-334.0;11.0;-178;-493.0;400.0;500.0
-266.0;84.0;-178;-606.0;391.0;557.0
-288.0;34.0;-178;-590.0;388.0;543.0
-295.0;-46.0;-178;-514.0;432.0;517.0
-342.0;32.0;-178;-528.0;382.0;416.0
-342.0;49.0;-178;-533.0;387.0;421.0
-196.0;23.0;-178;-512.0;347.0;461.0
-479.0;-103.0;-178;-590.0;395.0;774.0
-373.0;64.0;-179;-559.0;404.0;458.0
-213.0;92.0;-179;-606.0;340.0;620.0
-253.0;58.0;-178;-589.0;351.0;658.0
-333.0;-31.0;-168;-692.0;261.0;495.0
-294.0;3.0;-177;-493.0;418.0;533.0
-283.0;-3.0;101;-506.0;333.0;431.0
-268.0;133.0;-179;-610.0;355.0;605.0
-344.0;-5.0;-174;-551.0;456.0;512.0
-362.0;-27.0;35;-508.0;403.0;531.0
-292.0;45.0;-180;-471.0;376.0;483.0
-297.0;24.0;-193;-520.0;387.0;510.0
-298.0;-14.0;-177;-453.0;398.0;523.0
-350.0;-47.0;-164;-575.0;434.0;463.0
-237.0;-39.0;-5;-444.0;365.0;465.0
-276.0;46.0;-160;-516.0;267.0;454.0
-302.0;-23.0;-158;-508.0;402.0;590.0
-242.0;-8.0;-168;-669.0;259.0;617.0
-311.0;1.0;49;-548.0;261.0;481.0
-253.0;122.0;-175;-614.0;337.0;450.0
-192.0;102.0;-168;-636.0;339.0;545.0
-339.0;-100.0;-132;-539.0;287.0;458.0
-265.0;36.0;-179;-728.0;333.0;446.0
-171.0;131.0;-52;-701.0;345.0;451.0
-344.0;4.0;-195;-619.0;328.0;403.0
-338.0;51.0;-175;-590.0;463.0;465.0
-179.0;33.0;-170;-680.0;337.0;474.0
-289.0;58.0;-179;-511.0;402.0;467.0
-383.0;-39.0;-179;-613.0;348.0;465.0
-359.0;-25.0;-179;-598.0;375.0;467.0
-314.0;-2.0;-180;-616.0;384.0;421.0
-322.0;-35.0;-177;-500.0;415.0;490.0
-316.0;-4.0;-180;-597.0;375.0;437.0
-374.0;-20.0;-180;-594.0;355.0;456.0
-300.0;-31.0;57;-684.0;424.0;506.0
-383.0;-66.0;-155;-534.0;306.0;453.0
-314.0;25.0;-151;-597.0;414.0;385.0
-370.0;27.0;-161;-605.0;435.0;453.0
-193.0;-42.0;-180;-572.0;298.0;412.0
-265.0;-61.0;-176;-575.0;216.0;519.0
-301.0;20.0;-177;-460.0;424.0;486.0
-275.0;15.0;-177;-463.0;424.0;484.0
-304.0;20.0;-177;-481.0;410.0;472.0
-314.0;41.0;-182;-516.0;352.0;423.0
-322.0;8.0;-177;-460.0;401.0;462.0
-308.0;33.0;-176;-505.0;448.0;447.0
-293.0;27.0;-176;-513.0;457.0;454.0
-275.0;17.0;-176;-504.0;442.0;445.0
-281.0;34.0;-177;-457.0;388.0;474.0
-295.0;-13.0;-176;-509.0;445.0;448.0
-261.0;47.0;-176;-505.0;454.0;462.0
-286.0;19.0;-176;-458.0;405.0;455.0
-300.0;38.0;-177;-473.0;375.0;483.0
-253.0;36.0;-177;-448.0;385.0;485.0
-286.0;55.0;-176;-477.0;395.0;466.0
-278.0;22.0;-177;-470.0;399.0;460.0
-118.0;57.0;-174;-599.0;399.0;496.0
-255.0;-11.0;-218;-477.0;449.0;447.0
-337.0;39.0;-177;-465.0;431.0;464.0
-340.0;44.0;-177;-453.0;414.0;444.0
-264.0;21.0;-177;-439.0;422.0;449.0
-342.0;57.0;-177;-409.0;410.0;461.0
-308.0;26.0;-177;-447.0;435.0;467.0
-266.0;28.0;-177;-419.0;446.0;454.0
-289.0;49.0;-177;-435.0;413.0;443.0
-335.0;19.0;-177;-457.0;436.0;459.0
-305.0;41.0;-177;-447.0;425.0;455.0
-339.0;6.0;-177;-453.0;463.0;472.0
-296.0;-11.0;-177;-454.0;465.0;487.0
-268.0;-1.0;-177;-447.0;456.0;479.0
-290.0;29.0;-177;-471.0;434.0;460.0
-352.0;26.0;-177;-460.0;474.0;448.0
-286.0;26.0;-177;-451.0;471.0;463.0
-305.0;37.0;-177;-440.0;474.0;478.0
-292.0;47.0;-177;-430.0;458.0;479.0
-298.0;20.0;-177;-446.0;476.0;484.0
-311.0;39.0;-177;-445.0;467.0;479.0
-261.0;30.0;-177;-439.0;456.0;476.0
-254.0;37.0;-177;-450.0;464.0;474.0
-266.0;55.0;-177;-460.0;489.0;453.0
-310.0;33.0;-177;-420.0;469.0;456.0
-286.0;10.0;-177;-439.0;453.0;448.0
-455.0;-24.0;178;-508.0;363.0;456.0
-313.0;69.0;-177;-435.0;476.0;446.0
-223.0;33.0;-177;-451.0;443.0;486.0
-207.0;16.0;-177;-433.0;445.0;470.0
-47.0;-27.0;-179;-630.0;366.0;476.0
-323.0;48.0;-177;-427.0;421.0;423.0
-277.0;26.0;-176;-409.0;454.0;469.0
-292.0;40.0;-177;-439.0;395.0;475.0
-279.0;42.0;-176;-437.0;426.0;442.0
-301.0;-8.0;-176;-426.0;426.0;445.0
-326.0;41.0;-177;-449.0;405.0;467.0
-292.0;27.0;-176;-454.0;414.0;435.0
-307.0;28.0;-176;-438.0;408.0;442.0
-298.0;57.0;-176;-408.0;411.0;454.0
-119.0;94.0;-174;-579.0;398.0;514.0
-273.0;-21.0;-155;-412.0;262.0;417.0
-272.0;43.0;-176;-410.0;445.0;464.0
-301.0;66.0;-176;-426.0;438.0;474.0
-292.0;56.0;-176;-421.0;457.0;470.0
-272.0;67.0;-176;-400.0;447.0;469.0
-292.0;66.0;-176;-400.0;431.0;465.0
-122.0;132.0;-179;-620.0;524.0;432.0
-235.0;28.0;-176;-459.0;457.0;454.0
-269.0;31.0;-176;-421.0;447.0;450.0
-272.0;39.0;-176;-441.0;430.0;441.0
-304.0;20.0;-176;-412.0;428.0;453.0
-301.0;5.0;-176;-420.0;443.0;445.0
-291.0;36.0;-176;-429.0;445.0;484.0
-290.0;39.0;-176;-411.0;436.0;452.0
-290.0;54.0;-176;-432.0;440.0;449.0
-320.0;41.0;-176;-430.0;421.0;453.0
-282.0;36.0;-176;-425.0;421.0;450.0
-248.0;47.0;-176;-420.0;433.0;450.0
-270.0;29.0;-176;-441.0;444.0;458.0
-297.0;49.0;-176;-422.0;444.0;453.0
-336.0;38.0;-176;-448.0;434.0;450.0
-295.0;33.0;-176;-423.0;415.0;456.0
-318.0;42.0;-176;-430.0;423.0;439.0
-312.0;38.0;-176;-441.0;427.0;456.0
-309.0;10.0;-176;-444.0;414.0;465.0
-273.0;45.0;-176;-458.0;405.0;439.0
-297.0;47.0;-176;-447.0;450.0;434.0
-372.0;1.0;-176;-430.0;434.0;448.0
-333.0;-21.0;-176;-428.0;458.0;461.0
-281.0;-3.0;-176;-443.0;443.0;468.0
-343.0;18.0;-176;-459.0;467.0;460.0
-342.0;1.0;-176;-430.0;456.0;431.0
-336.0;-11.0;-176;-517.0;503.0;446.0
-277.0;25.0;-176;-488.0;463.0;458.0
-352.0;2.0;-176;-484.0;447.0;478.0
-225.0;8.0;-176;-461.0;470.0;469.0
-266.0;59.0;-177;-446.0;412.0;457.0
-268.0;30.0;-177;-407.0;394.0;467.0
-267.0;-2.0;-176;-500.0;456.0;451.0
-312.0;17.0;-176;-510.0;465.0;450.0
-329.0;-4.0;-177;-412.0;376.0;479.0
-339.0;8.0;-176;-506.0;447.0;443.0
-304.0;18.0;-176;-481.0;461.0;439.0
-301.0;18.0;-176;-463.0;467.0;446.0
-279.0;47.0;-176;-456.0;449.0;458.0
-348.0;19.0;-177;-451.0;377.0;481.0
-307.0;33.0;-176;-494.0;445.0;443.0
-295.0;20.0;-177;-460.0;420.0;463.0
-370.0;61.0;-176;-484.0;463.0;445.0
-310.0;-2.0;-176;-435.0;470.0;462.0
-319.0;72.0;-176;-510.0;448.0;460.0
-288.0;-28.0;-176;-452.0;469.0;455.0
-295.0;25.0;-176;-476.0;486.0;456.0
-289.0;15.0;-176;-462.0;464.0;461.0
-304.0;18.0;-176;-470.0;470.0;463.0
-284.0;43.0;-176;-489.0;473.0;457.0
-274.0;46.0;-176;-480.0;486.0;461.0
-272.0;32.0;-176;-462.0;510.0;458.0
-267.0;22.0;-176;-433.0;482.0;455.0
-90.0;89.0;-174;-606.0;413.0;527.0
-287.0;62.0;-176;-479.0;481.0;442.0
-349.0;10.0;-176;-478.0;453.0;483.0
-309.0;16.0;-176;-506.0;468.0;472.0
-338.0;-11.0;-176;-478.0;462.0;423.0
-334.0;-7.0;-176;-480.0;451.0;428.0
-331.0;19.0;-176;-480.0;436.0;433.0
-353.0;5.0;-176;-492.0;475.0;442.0
-306.0;-6.0;-176;-484.0;465.0;454.0
-338.0;-11.0;-176;-480.0;466.0;475.0
-355.0;-8.0;-176;-449.0;463.0;487.0
-333.0;10.0;-176;-449.0;453.0;479.0
-187.0;78.0;-178;-383.0;354.0;537.0
-244.0;52.0;-174;-500.0;514.0;477.0
-304.0;6.0;-177;-431.0;439.0;456.0
-211.0;124.0;-174;-496.0;418.0;554.0
-345.0;-40.0;127;-374.0;319.0;490.0
11.0;245.0;-177;-770.0;266.0;633.0
-135.0;174.0;-177;-634.0;335.0;589.0
-536.0;38.0;-179;-538.0;341.0;757.0
-324.0;9.0;-177;-425.0;406.0;457.0
-294.0;36.0;-177;-420.0;414.0;447.0
-100.0;262.0;-178;-657.0;298.0;417.0
-412.0;46.0;-175;-453.0;332.0;527.0
-300.0;7.0;-177;-427.0;431.0;453.0
-173.0;178.0;-177;-592.0;426.0;600.0
-188.0;171.0;172;-397.0;277.0;666.0
-326.0;64.0;-187;-354.0;419.0;512.0
-260.0;193.0;-177;-582.0;406.0;599.0
-407.0;62.0;-178;-580.0;390.0;603.0
-443.0;-37.0;-161;-556.0;286.0;411.0
-116.0;51.0;-174;-622.0;388.0;490.0
-347.0;97.0;-177;-589.0;385.0;653.0
-334.0;119.0;-177;-590.0;379.0;664.0
-318.0;128.0;-177;-588.0;393.0;647.0
-397.0;60.0;-145;-461.0;430.0;462.0
-304.0;18.0;-177;-453.0;422.0;449.0
-413.0;-88.0;-166;-610.0;523.0;444.0
-304.0;101.0;-177;-579.0;391.0;670.0
-315.0;190.0;-178;-585.0;373.0;664.0
-310.0;89.0;-177;-558.0;381.0;644.0
-95.0;52.0;178;-584.0;289.0;390.0
-237.0;132.0;-146;-511.0;373.0;820.0
-272.0;142.0;-177;-508.0;368.0;674.0
-290.0;-9.0;88;-320.0;212.0;535.0
129.0;169.0;-167;-613.0;230.0;82.0
-401.0;-48.0;-171;-556.0;205.0;419.0
-111.0;37.0;167;-610.0;530.0;231.0
-372.0;6.0;-173;-529.0;455.0;388.0
-92.0;154.0;-180;-478.0;189.0;332.0
-122.0;54.0;-177;-535.0;374.0;528.0
-193.0;-6.0;59;-333.0;232.0;525.0
-203.0;49.0;-177;-543.0;394.0;665.0
-244.0;59.0;-153;-410.0;271.0;609.0
-425.0;-58.0;-174;-476.0;152.0;320.0
-62.0;226.0;-176;-540.0;429.0;770.0
-163.0;-2.0;-190;-580.0;375.0;644.0
-409.0;-43.0;178;-478.0;361.0;560.0
-253.0;1.0;-177;-452.0;419.0;454.0
-420.0;33.0;-175;-591.0;443.0;499.0
-181.0;54.0;-174;-626.0;427.0;619.0
-333.0;181.0;-179;-519.0;384.0;547.0
-329.0;125.0;-179;-434.0;362.0;501.0
-174.0;45.0;-174;-626.0;428.0;676.0
-234.0;-57.0;-161;-467.0;456.0;567.0
-411.0;-81.0;-172;-508.0;282.0;538.0
-347.0;-120.0;-192;-491.0;399.0;516.0
-226.0;208.0;-176;-450.0;320.0;549.0
-303.0;-106.0;-46;-441.0;329.0;352.0
-240.0;42.0;17;-400.0;256.0;434.0
-295.0;6.0;-177;-451.0;407.0;473.0
-377.0;-49.0;-174;-717.0;527.0;488.0
-311.0;-114.0;-144;-512.0;489.0;548.0
-274.0;-101.0;-209;-512.0;447.0;514.0
-348.0;-78.0;-157;-454.0;277.0;495.0
-320.0;-31.0;-163;-469.0;238.0;551.0
-319.0;37.0;-168;-403.0;296.0;414.0
-419.0;-81.0;-162;-623.0;397.0;448.0
-360.0;-12.0;-202;-585.0;341.0;405.0
-306.0;0.0;81;-444.0;268.0;492.0
-186.0;132.0;-164;-405.0;285.0;559.0
-189.0;25.0;-177;-472.0;172.0;435.0
-272.0;85.0;164;-381.0;251.0;687.0
-166.0;56.0;-175;-610.0;418.0;668.0
-363.0;-67.0;-180;-693.0;387.0;491.0
-304.0;-4.0;-177;-451.0;404.0;481.0
-407.0;-74.0;-214;-412.0;416.0;445.0
-411.0;-62.0;-177;-463.0;417.0;518.0
-213.0;145.0;-172;-729.0;371.0;543.0
-455.0;-152.0;-156;-618.0;307.0;436.0
-252.0;-88.0;69;-472.0;364.0;563.0
-367.0;10.0;-177;-462.0;424.0;435.0
-196.0;0.0;-177;-464.0;436.0;430.0
-358.0;-131.0;-179;-643.0;344.0;520.0
-335.0;-64.0;81;-481.0;280.0;546.0
-150.0;171.0;-177;-543.0;272.0;539.0
-146.0;119.0;-174;-582.0;408.0;476.0
-181.0;32.0;-175;-610.0;406.0;659.0
-260.0;139.0;-177;-457.0;442.0;553.0
-553.0;-73.0;-167;-469.0;330.0;341.0
-209.0;133.0;-176;-495.0;252.0;460.0
-201.0;74.0;-176;-558.0;223.0;369.0
-385.0;-106.0;-76;-565.0;407.0;387.0
-287.0;112.0;-182;-528.0;456.0;470.0
-106.0;125.0;-179;-620.0;417.0;695.0
-132.0;69.0;169;-409.0;782.0;506.0
-261.0;-13.0;-167;-468.0;312.0;400.0
-296.0;-26.0;-176;-461.0;219.0;386.0
-336.0;10.0;-168;-461.0;274.0;446.0
-126.0;75.0;-169;-502.0;349.0;559.0
-163.0;116.0;-170;-517.0;247.0;431.0
-315.0;204.0;-169;-625.0;406.0;479.0
19.0;270.0;-173;-805.0;110.0;626.0
-315.0;16.0;-176;-415.0;224.0;593.0
-276.0;-75.0;-167;-704.0;403.0;447.0
-279.0;57.0;151;-474.0;313.0;448.0
-226.0;112.0;-169;-481.0;301.0;349.0
-280.0;3.0;-8;-407.0;451.0;477.0
-353.0;-1.0;-190;-641.0;468.0;527.0
-390.0;-61.0;-148;-622.0;406.0;427.0
-393.0;142.0;-176;-518.0;405.0;450.0
-171.0;196.0;176;-794.0;-442.0;377.0
-245.0;179.0;-176;-527.0;438.0;588.0
-281.0;-39.0;-170;-393.0;284.0;530.0
-315.0;-1.0;-23;-479.0;418.0;387.0
-335.0;47.0;-170;-440.0;429.0;551.0
-314.0;53.0;175;-368.0;364.0;366.0
-335.0;48.0;-167;-480.0;309.0;327.0
-222.0;209.0;-185;-479.0;266.0;327.0
-322.0;104.0;-170;-478.0;263.0;361.0
-239.0;130.0;-168;-463.0;281.0;400.0
-145.0;-37.0;-160;-551.0;325.0;652.0
-328.0;-122.0;-173;-481.0;428.0;455.0
-88.0;1.0;-171;-678.0;396.0;563.0
-391.0;-144.0;-179;-554.0;369.0;522.0
-240.0;39.0;-177;-400.0;291.0;569.0
-251.0;4.0;-174;-392.0;317.0;581.0
-208.0;-41.0;-172;-757.0;264.0;502.0
-226.0;-49.0;-155;-766.0;303.0;440.0
-154.0;145.0;-168;-635.0;364.0;572.0
-312.0;-46.0;146;-603.0;283.0;441.0
-228.0;9.0;-168;-489.0;264.0;613.0
-213.0;-9.0;-179;-530.0;145.0;440.0
-577.0;-132.0;-170;-790.0;155.0;596.0
-289.0;-107.0;66;-517.0;218.0;536.0
-372.0;-47.0;172;-588.0;552.0;183.0
-203.0;52.0;185;-601.0;303.0;428.0
-321.0;-105.0;136;-448.0;162.0;445.0
-375.0;-37.0;-152;-895.0;271.0;269.0
-450.0;-24.0;-221;-949.0;350.0;295.0
-383.0;-30.0;-178;-455.0;355.0;499.0
-380.0;-109.0;-176;-776.0;288.0;445.0
-225.0;180.0;-159;-668.0;271.0;357.0
-378.0;42.0;-186;-583.0;296.0;382.0
-236.0;103.0;-160;-361.0;305.0;661.0
-356.0;69.0;-175;-598.0;324.0;642.0
-322.0;-1.0;94;-484.0;266.0;569.0
-447.0;1.0;-191;-534.0;328.0;520.0
-218.0;25.0;69;-495.0;172.0;550.0
-196.0;153.0;-178;-564.0;278.0;369.0
-204.0;180.0;-182;-541.0;307.0;404.0
-410.0;-18.0;-177;-453.0;408.0;503.0
-460.0;18.0;-202;-640.0;324.0;549.0
-413.0;-49.0;-178;-442.0;365.0;528.0
-149.0;-8.0;-170;-530.0;460.0;471.0
-287.0;-80.0;-171;-731.0;243.0;553.0
-362.0;-66.0;-178;-440.0;361.0;562.0
-227.0;76.0;-202;-480.0;444.0;593.0
-254.0;35.0;-144;-491.0;442.0;687.0
-108.0;-72.0;-179;-531.0;404.0;476.0
-313.0;91.0;-176;-472.0;261.0;416.0
-349.0;-67.0;-174;-647.0;439.0;493.0
-292.0;-72.0;-158;-510.0;445.0;468.0
-382.0;-64.0;-177;-548.0;390.0;487.0
-168.0;37.0;-175;-362.0;395.0;431.0
-176.0;30.0;-175;-411.0;343.0;449.0
-171.0;18.0;-175;-410.0;359.0;471.0
-211.0;18.0;-175;-424.0;355.0;434.0
-189.0;-50.0;-175;-418.0;332.0;508.0
-203.0;-66.0;111;-554.0;250.0;434.0
-201.0;-17.0;-175;-409.0;325.0;475.0
-391.0;-20.0;-170;-528.0;178.0;443.0
-201.0;11.0;-175;-420.0;370.0;547.0
-315.0;33.0;-175;-390.0;371.0;548.0
-239.0;-70.0;-175;-412.0;370.0;449.0
-228.0;63.0;112;-446.0;-19.0;419.0
-157.0;133.0;-175;-534.0;322.0;412.0
-261.0;-8.0;178;-524.0;314.0;432.0
-258.0;85.0;-171;-451.0;286.0;420.0
-308.0;52.0;-174;-458.0;293.0;416.0
-412.0;-111.0;-177;-557.0;433.0;503.0
-290.0;-3.0;-177;-540.0;517.0;593.0
-279.0;-99.0;-179;-549.0;476.0;569.0
-391.0;-9.0;-164;-495.0;392.0;548.0
-395.0;-115.0;-177;-579.0;494.0;578.0
-336.0;5.0;-177;-428.0;413.0;511.0
-233.0;-59.0;-157;-491.0;395.0;644.0
-296.0;-87.0;-159;-469.0;344.0;466.0
97.0;21.0;182;-708.0;332.0;348.0
-351.0;-88.0;-182;-510.0;391.0;484.0
-327.0;-3.0;-143;-414.0;345.0;503.0
-396.0;-11.0;-153;-729.0;283.0;490.0
-399.0;-124.0;-178;-554.0;217.0;730.0
-377.0;-56.0;-177;-461.0;427.0;505.0
-386.0;45.0;-156;-540.0;451.0;610.0
-314.0;22.0;-177;-431.0;424.0;470.0
-371.0;-76.0;-166;-476.0;316.0;525.0
-652.0;-99.0;63;-713.0;263.0;439.0
-193.0;-159.0;-174;-741.0;459.0;520.0
-424.0;-11.0;-172;-673.0;344.0;500.0
-254.0;33.0;-160;-549.0;504.0;760.0
-276.0;4.0;-178;-460.0;295.0;607.0
-382.0;-28.0;-176;-410.0;405.0;722.0
-317.0;-26.0;179;-520.0;261.0;479.0
-387.0;115.0;-159;-736.0;284.0;266.0
-354.0;93.0;127;-596.0;306.0;438.0
28.0;123.0;-176;-754.0;414.0;562.0
-268.0;143.0;-185;-452.0;272.0;578.0
-197.0;174.0;-172;-712.0;423.0;770.0
-63.0;414.0;-180;-610.0;120.0;315.0
-434.0;30.0;-168;-592.0;295.0;435.0
-192.0;140.0;-179;-493.0;406.0;395.0
-339.0;66.0;-179;-493.0;488.0;514.0
-430.0;-4.0;-170;-593.0;336.0;428.0
-235.0;-16.0;-154;-435.0;403.0;616.0
-358.0;43.0;-179;-497.0;477.0;543.0
-437.0;47.0;-179;-468.0;468.0;650.0
-300.0;-28.0;-177;-432.0;444.0;472.0
-297.0;-48.0;-162;-504.0;287.0;392.0
-340.0;-20.0;-151;-405.0;364.0;522.0
-359.0;-27.0;-177;-431.0;437.0;494.0
-459.0;-96.0;-176;-573.0;458.0;536.0
-373.0;5.0;-177;-489.0;426.0;503.0
-207.0;-72.0;-218;-515.0;352.0;479.0
-216.0;127.0;-179;-533.0;233.0;413.0
-177.0;120.0;-165;-505.0;213.0;386.0
-289.0;19.0;-176;-564.0;213.0;360.0
-267.0;2.0;-183;-760.0;297.0;440.0
-108.0;48.0;-173;-650.0;407.0;337.0
-356.0;-97.0;-182;-481.0;375.0;534.0
-218.0;101.0;-180;-464.0;359.0;628.0
-373.0;10.0;-177;-442.0;407.0;453.0
-211.0;122.0;-137;-415.0;432.0;628.0
-234.0;26.0;85;-435.0;338.0;611.0
112.0;299.0;-177;-568.0;215.0;411.0
-291.0;28.0;-141;-770.0;354.0;566.0
-300.0;-16.0;179;-638.0;286.0;475.0
-241.0;114.0;-170;-768.0;393.0;551.0
-399.0;-114.0;-179;-525.0;391.0;490.0
-734.0;-274.0;189;-525.0;475.0;992.0
-215.0;125.0;-170;-459.0;384.0;414.0
-287.0;-104.0;58;-453.0;353.0;379.0
108.0;-40.0;160;-494.0;459.0;443.0
-206.0;35.0;167;-690.0;404.0;554.0
-338.0;58.0;-179;-592.0;389.0;653.0
-185.0;104.0;-171;-649.0;99.0;309.0
-314.0;61.0;156;-571.0;284.0;459.0
285.0;-197.0;175;-483.0;280.0;843.0
-238.0;129.0;-173;-572.0;221.0;364.0
-248.0;137.0;-175;-605.0;169.0;454.0
38.0;153.0;-171;-765.0;643.0;490.0
-264.0;61.0;177;-556.0;253.0;428.0
75.0;210.0;-174;-358.0;383.0;530.0
-259.0;39.0;178;-585.0;228.0;580.0
-237.0;-12.0;81;-448.0;259.0;461.0
-214.0;90.0;177;-580.0;233.0;542.0
-321.0;-30.0;-177;-424.0;439.0;474.0
-336.0;-13.0;-177;-432.0;393.0;488.0
-313.0;-52.0;-177;-410.0;305.0;484.0
-374.0;-80.0;-149;-620.0;400.0;418.0
-387.0;46.0;-185;-478.0;435.0;428.0
-349.0;54.0;-80;-430.0;388.0;393.0
-251.0;159.0;-181;-528.0;205.0;418.0
-301.0;63.0;-161;-420.0;222.0;466.0
-246.0;109.0;-174;-489.0;253.0;332.0
-495.0;-117.0;-171;-607.0;368.0;514.0
-360.0;-46.0;-177;-427.0;417.0;500.0
-332.0;57.0;-177;-448.0;435.0;500.0
-271.0;-43.0;119;-459.0;329.0;420.0
-390.0;-19.0;-184;-455.0;383.0;427.0
-412.0;-39.0;-161;-480.0;393.0;461.0
-410.0;-10.0;-171;-500.0;350.0;500.0
-204.0;26.0;-176;-715.0;219.0;603.0
-229.0;23.0;176;-597.0;285.0;563.0
-399.0;54.0;-153;-521.0;273.0;684.0
-260.0;20.0;-164;-762.0;67.0;484.0
-217.0;120.0;49;-417.0;369.0;395.0
-228.0;-46.0;-177;-439.0;282.0;542.0
-183.0;91.0;-172;-529.0;464.0;599.0
-349.0;-17.0;-177;-459.0;425.0;517.0
-325.0;-152.0;-167;-393.0;151.0;611.0
-292.0;123.0;-176;-474.0;382.0;345.0
-271.0;-32.0;-177;-421.0;433.0;464.0
-392.0;-53.0;-214;-571.0;401.0;463.0
-479.0;-196.0;47;-524.0;271.0;446.0
-315.0;43.0;106;-416.0;294.0;540.0
-482.0;-340.0;-177;-613.0;500.0;511.0
-516.0;-46.0;-179;-630.0;436.0;933.0
-422.0;31.0;-169;-621.0;346.0;374.0
-282.0;7.0;-168;-479.0;146.0;580.0
-335.0;-56.0;-220;-540.0;368.0;425.0
-193.0;-29.0;-177;-467.0;202.0;520.0
-295.0;-57.0;-177;-422.0;437.0;486.0
-211.0;-16.0;-45;-546.0;291.0;326.0
-257.0;39.0;162;-490.0;335.0;590.0
-368.0;-21.0;135;-396.0;257.0;449.0
