InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
-10;910.0;188.0;10;348.0;123.0;69.0;-12;-23.0;156.0;-162.0;-44.0;978.0
155;509.0;118.0;-155;349.0;31.0;359.0;-49;166.0;-833.0;-51.0;585.0;-795.0
52;198.0;174.0;-52;264.0;-113.0;596.0;135;201.0;-1004.0;-147.0;-593.0;782.0
46;217.0;648.0;-46;880.0;-377.0;223.0;3;308.0;-790.0;-228.0;-303.0;173.0
-22;402.0;452.0;22;671.0;-388.0;555.0;110;159.0;224.0;-303.0;409.0;-309.0
-8;418.0;820.0;8;529.0;364.0;845.0;2;686.0;7.0;-345.0;-29.0;-74.0
1;344.0;930.0;-1;566.0;164.0;281.0;3;561.0;-18.0;-364.0;-5.0;-55.0
5252;144.0;87.0;-5252;186.0;125.0;475.0;293;110.0;145.0;-148.0;444.0;-678.0
-41;186.0;857.0;41;320.0;-62.0;909.0;-1;716.0;270.0;-352.0;-25.0;-56.0
2;330.0;454.0;-2;416.0;-24.0;846.0;-1;479.0;-536.0;-354.0;-8.0;-8.0
-17;844.0;689.0;17;781.0;-312.0;1030.0;-2;-111.0;21.0;26.0;-102.0;153.0
-15;176.0;226.0;15;244.0;-353.0;220.0;8;186.0;155.0;-134.0;290.0;-234.0
-3103;102.0;464.0;3103;371.0;-58.0;-87.0;201;180.0;-238.0;-300.0;-117.0;-9.0
-90;291.0;321.0;90;492.0;-166.0;330.0;-2;150.0;3.0;-164.0;-592.0;801.0
-20;247.0;887.0;20;512.0;-241.0;340.0;0;489.0;1523.0;-237.0;-298.0;192.0
-36;132.0;323.0;36;318.0;-448.0;254.0;1;210.0;-300.0;-175.0;339.0;-294.0
-10;215.0;825.0;10;669.0;-485.0;295.0;-3;147.0;111.0;38.0;-365.0;283.0
-4398;100.0;23.0;4398;312.0;-53.0;142.0;283;320.0;-362.0;-207.0;-109.0;2.0
0;192.0;920.0;0;868.0;-134.0;374.0;-1;399.0;50.0;20.0;-47.0;123.0
-10;381.0;1000.0;10;703.0;57.0;836.0;0;346.0;-9.0;-355.0;-23.0;-51.0
-20;206.0;942.0;20;935.0;-159.0;275.0;4;396.0;-310.0;-21.0;-50.0;117.0
35;321.0;613.0;-35;-46.0;-187.0;857.0;-4;451.0;-196.0;-373.0;-37.0;44.0
-15;522.0;521.0;15;662.0;-204.0;67.0;5;333.0;-103.0;-145.0;340.0;-207.0
-166;237.0;235.0;166;180.0;-503.0;293.0;-49;148.0;75.0;-111.0;300.0;-336.0
-20;115.0;260.0;20;243.0;-511.0;325.0;-2;216.0;544.0;-111.0;369.0;-348.0
13;227.0;511.0;-13;633.0;-495.0;332.0;0;150.0;-61.0;-318.0;-410.0;279.0
3;407.0;936.0;-3;561.0;110.0;1108.0;-1;488.0;8.0;-351.0;-19.0;-35.0
