PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
910.0;36.5;8.7;21.1;0.9019;1081.0;929.0;1518.0;937.0;1.2;65.0;75.0;-200.0
781.0;44.2;10.4;23.1;1.2317;1075.0;993.0;1682.0;946.0;1.9;139.0;110.0;-200.0
897.0;51.8;7.5;19.9;1.1911;915.0;877.0;1651.0;937.0;1.0;92.0;69.0;-200.0
975.0;37.0;7.0;22.9;1.0197;1093.0;858.0;1495.0;816.0;1.6;96.0;95.0;-200.0
878.0;28.7;12.1;23.0;0.7976;1159.0;1054.0;1603.0;1046.0;2.5;158.0;120.0;-200.0
910.0;27.1;11.0;23.8;0.7858;1125.0;1016.0;1564.0;991.0;2.3;148.0;117.0;-200.0
997.0;23.5;9.4;25.6;0.7611;1025.0;955.0;1457.0;834.0;1.7;111.0;94.0;-200.0
869.0;21.6;12.5;27.1;0.7618;1048.0;1068.0;1573.0;993.0;2.1;147.0;110.0;-200.0
776.0;49.5;9.6;22.2;1.3081;1016.0;963.0;1661.0;811.0;1.5;91.0;95.0;-200.0
794.0;43.4;9.5;23.7;1.2495;1049.0;958.0;1648.0;861.0;1.5;98.0;104.0;-200.0
905.0;23.6;10.5;25.9;0.7771;984.0;998.0;1523.0;862.0;2.0;134.0;97.0;-200.0
883.0;57.0;6.9;16.3;1.0484;1014.0;853.0;1538.0;975.0;1.3;75.0;91.0;-200.0
865.0;59.8;6.9;20.9;1.4659;986.0;853.0;1645.0;794.0;1.4;61.0;81.0;-200.0
891.0;45.0;7.9;19.5;1.0114;1056.0;894.0;1576.0;771.0;1.7;131.0;93.0;-200.0
789.0;49.6;11.1;18.2;1.0268;1105.0;1016.0;1736.0;930.0;2.4;142.0;98.0;-200.0
846.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;1.9;138.0;97.0;-200.0
907.0;49.7;7.2;17.6;0.9944;1020.0;866.0;1554.0;799.0;1.6;139.0;90.0;-200.0
882.0;57.4;6.8;20.6;1.3753;936.0;849.0;1640.0;886.0;1.0;70.0;61.0;-200.0
800.0;65.7;9.6;14.5;1.0804;1152.0;964.0;1705.0;1096.0;1.5;134.0;73.0;-200.0
819.0;15.0;9.9;41.8;1.1989;1076.0;972.0;1525.0;923.0;1.3;111.0;109.0;-200.0
837.0;36.6;10.0;28.0;1.3603;1041.0;979.0;1705.0;1053.0;1.9;169.0;125.0;-200.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;1.7;152.0;117.0;-200.0
881.0;28.7;9.5;31.5;1.3058;998.0;958.0;1657.0;778.0;1.8;125.0;107.0;-200.0
922.0;65.2;8.0;13.4;0.9996;1041.0;898.0;1595.0;891.0;2.0;130.0;97.0;-200.0
1021.0;71.1;6.6;11.9;0.9915;1134.0;840.0;1501.0;917.0;1.6;103.0;96.0;-200.0
857.0;62.7;10.5;13.9;0.9905;1016.0;995.0;1642.0;854.0;2.2;117.0;96.0;-200.0
879.0;64.7;8.2;13.8;1.0168;1059.0;907.0;1579.0;970.0;2.3;145.0;102.0;-200.0
918.0;75.1;6.9;15.1;1.2799;1023.0;854.0;1637.0;744.0;1.8;111.0;89.0;-200.0
850.0;70.7;9.2;15.9;1.2672;1110.0;949.0;1733.0;842.0;2.1;96.0;79.0;-200.0
857.0;56.9;10.0;17.7;1.1392;981.0;978.0;1682.0;835.0;1.6;79.0;72.0;-200.0
806.0;44.9;9.1;24.6;1.3661;1031.0;945.0;1697.0;964.0;1.4;100.0;86.0;-200.0
948.0;58.3;8.3;14.2;0.938;1215.0;912.0;1547.0;993.0;2.1;127.0;109.0;-200.0
872.0;62.5;6.7;18.9;1.3521;1135.0;842.0;1653.0;973.0;1.5;84.0;83.0;-200.0
896.0;19.7;11.2;30.9;0.8649;1058.0;1023.0;1580.0;795.0;1.5;81.0;74.0;-200.0
886.0;25.2;11.0;26.8;0.8721;1048.0;1013.0;1584.0;940.0;1.9;127.0;96.0;-200.0
923.0;44.1;8.3;19.1;0.966;1080.0;910.0;1548.0;929.0;2.0;153.0;121.0;-200.0
884.0;32.3;9.5;24.5;0.9815;1160.0;957.0;1637.0;861.0;1.9;131.0;106.0;-200.0
866.0;55.5;9.4;17.8;1.1174;1085.0;954.0;1656.0;871.0;2.0;109.0;100.0;-200.0
854.0;54.6;8.8;19.4;1.2184;1131.0;932.0;1693.0;1048.0;1.8;104.0;86.0;-200.0
926.0;62.0;6.5;17.7;1.2458;1049.0;836.0;1615.0;901.0;1.5;79.0;73.0;-200.0
916.0;66.5;6.5;16.9;1.2688;1012.0;833.0;1632.0;862.0;1.2;75.0;67.0;-200.0
934.0;52.3;6.7;20.3;1.2367;917.0;842.0;1656.0;819.0;1.0;73.0;51.0;-200.0
796.0;19.9;11.8;35.4;1.1222;1023.0;1042.0;1711.0;910.0;2.1;132.0;101.0;-200.0
1026.0;36.7;7.3;18.5;0.7764;1090.0;868.0;1509.0;766.0;1.6;124.0;87.0;-200.0
955.0;28.1;10.4;21.3;0.7067;1102.0;994.0;1599.0;783.0;2.0;107.0;87.0;-200.0
965.0;26.8;10.7;21.3;0.6681;1094.0;1003.0;1574.0;813.0;2.1;130.0;99.0;-200.0
827.0;33.9;9.2;30.5;1.4564;1100.0;946.0;1726.0;932.0;1.9;111.0;98.0;-200.0
827.0;40.6;9.5;27.7;1.4828;1085.0;959.0;1747.0;963.0;1.7;75.0;88.0;-200.0
873.0;47.8;6.4;25.2;1.5076;948.0;829.0;1638.0;937.0;1.0;40.0;53.0;-200.0
823.0;41.1;7.9;27.2;1.4611;1063.0;894.0;1688.0;1025.0;1.6;104.0;100.0;-200.0
835.0;54.3;6.1;23.7;1.5731;1022.0;817.0;1669.0;821.0;1.1;64.0;69.0;-200.0
900.0;19.7;9.1;32.3;0.9345;971.0;942.0;1541.0;776.0;1.6;104.0;103.0;-200.0
866.0;23.5;9.1;30.1;0.9869;985.0;944.0;1541.0;833.0;1.6;102.0;97.0;-200.0
783.0;17.3;11.7;37.4;1.0914;1066.0;1041.0;1641.0;1036.0;2.1;165.0;137.0;-200.0
776.0;32.8;10.7;28.8;1.2776;1058.0;1004.0;1684.0;947.0;1.8;92.0;98.0;-200.0
967.0;52.8;5.9;22.0;1.3752;919.0;807.0;1598.0;775.0;1.0;48.0;66.0;-200.0
884.0;36.0;9.0;25.6;1.1629;1223.0;938.0;1610.0;880.0;1.7;91.0;89.0;192.0
1015.0;36.4;6.1;23.6;1.0431;1008.0;816.0;1531.0;689.0;1.3;78.0;72.0;-200.0
1012.0;40.6;6.7;15.6;0.7146;1098.0;842.0;1440.0;828.0;1.5;117.0;85.0;118.0
959.0;34.6;8.7;16.9;0.6597;1118.0;927.0;1477.0;825.0;1.7;119.0;96.0;144.0
825.0;17.7;14.8;37.7;1.1383;1083.0;1141.0;1793.0;1008.0;2.6;177.0;143.0;-200.0
1064.0;66.9;5.9;10.1;0.8248;1047.0;809.0;1435.0;766.0;1.7;118.0;108.0;97.0
794.0;18.1;16.5;37.5;1.1529;1111.0;1194.0;1875.0;1015.0;2.4;160.0;130.0;-200.0
1001.0;59.4;5.4;19.5;1.3328;872.0;782.0;1607.0;874.0;0.9;75.0;76.0;-200.0
958.0;48.4;8.9;14.2;0.778;1106.0;935.0;1570.0;819.0;2.0;132.0;96.0;211.0
976.0;46.3;8.2;14.2;0.7438;1038.0;907.0;1492.0;723.0;1.9;106.0;81.0;168.0
782.0;17.2;13.8;40.4;1.2774;1142.0;1109.0;1789.0;1047.0;2.3;140.0;133.0;-200.0
825.0;36.7;13.4;27.0;1.2898;1029.0;1097.0;1827.0;980.0;2.5;155.0;125.0;-200.0
1160.0;64.3;3.7;9.3;0.7531;949.0;694.0;1310.0;772.0;1.0;61.0;68.0;62.0
826.0;32.6;12.0;27.5;1.176;1056.0;1051.0;1758.0;1078.0;2.4;163.0;116.0;-200.0
870.0;13.9;10.8;33.8;0.7172;888.0;1007.0;1448.0;794.0;2.0;149.0;105.0;-200.0
811.0;37.5;12.5;17.8;0.7568;1163.0;1068.0;1616.0;977.0;3.0;135.0;111.0;334.0
916.0;51.1;10.6;10.0;0.628;1140.0;1000.0;1490.0;962.0;2.6;120.0;93.0;261.0
942.0;36.1;9.7;15.5;0.6313;1167.0;966.0;1520.0;1016.0;2.1;129.0;93.0;184.0
992.0;29.2;9.4;17.8;0.592;1121.0;955.0;1451.0;834.0;2.1;130.0;99.0;156.0
994.0;30.1;9.0;17.6;0.6013;1071.0;940.0;1449.0;756.0;1.9;111.0;93.0;176.0
950.0;26.8;10.0;19.1;0.5861;1065.0;979.0;1467.0;766.0;2.1;106.0;96.0;232.0
916.0;31.3;11.2;17.1;0.6038;1119.0;1022.0;1508.0;853.0;2.3;137.0;117.0;221.0
969.0;38.4;11.6;14.3;0.6243;1263.0;1037.0;1598.0;1167.0;2.7;216.0;143.0;166.0
1080.0;39.2;7.0;21.8;1.0115;877.0;858.0;1535.0;724.0;1.4;118.0;89.0;-200.0
1013.0;62.2;6.3;9.3;0.7294;1135.0;827.0;1395.0;1070.0;1.7;87.0;79.0;95.0
801.0;19.6;13.1;35.9;1.1422;1096.0;1087.0;1759.0;910.0;2.0;120.0;111.0;-200.0
1037.0;66.5;5.2;18.3;1.381;881.0;776.0;1623.0;677.0;1.0;63.0;62.0;-200.0
926.0;81.8;5.2;17.1;1.5816;892.0;773.0;1660.0;724.0;1.0;49.0;62.0;-200.0
1010.0;26.0;8.0;30.7;1.1287;914.0;900.0;1596.0;706.0;1.4;86.0;68.0;-200.0
1260.0;61.1;2.8;14.6;1.0075;817.0;639.0;1364.0;489.0;0.7;51.0;48.0;-200.0
995.0;61.0;6.9;21.7;1.5617;963.0;853.0;1732.0;789.0;-200.0;62.0;43.0;-200.0
915.0;56.1;8.7;22.8;1.5353;1026.0;927.0;1781.0;878.0;-200.0;102.0;82.0;-200.0
965.0;48.4;4.1;23.3;1.3677;881.0;718.0;1510.0;837.0;0.7;43.0;60.0;-200.0
931.0;33.9;5.1;25.7;1.1065;895.0;767.0;1463.0;985.0;0.8;55.0;69.0;-200.0
834.0;51.0;11.8;24.5;1.5454;1109.0;1042.0;1888.0;998.0;-200.0;140.0;95.0;-200.0
966.0;35.7;8.1;28.9;1.3985;1010.0;902.0;1676.0;724.0;-200.0;59.0;44.0;-200.0
1105.0;61.4;5.4;11.0;0.8057;1041.0;782.0;1425.0;911.0;1.3;78.0;86.0;74.0
1033.0;45.7;5.4;19.3;1.0161;993.0;783.0;1482.0;630.0;-200.0;-200.0;-200.0;-200.0
925.0;56.6;8.5;22.2;1.4973;1043.0;920.0;1777.0;955.0;-200.0;95.0;53.0;-200.0
911.0;39.4;7.1;20.9;0.9596;898.0;863.0;1493.0;777.0;1.6;118.0;101.0;-200.0
957.0;35.4;8.2;14.5;0.5839;1127.0;907.0;1404.0;796.0;2.1;108.0;106.0;163.0
1064.0;13.4;5.5;35.8;0.7749;854.0;788.0;1310.0;562.0;0.9;60.0;71.0;-200.0
1085.0;75.7;4.7;18.6;1.6074;922.0;750.0;1585.0;685.0;0.3;46.0;45.0;-200.0
986.0;80.3;6.5;17.8;1.6212;1017.0;834.0;1676.0;734.0;0.6;61.0;59.0;-200.0
827.0;29.8;15.7;28.1;1.1132;1104.0;1171.0;1803.0;968.0;1.8;150.0;128.0;-200.0
921.0;23.4;12.1;30.7;1.015;1006.0;1054.0;1636.0;769.0;1.2;115.0;111.0;-200.0
863.0;24.4;14.2;30.9;1.0724;1060.0;1122.0;1721.0;836.0;1.5;116.0;119.0;-200.0
950.0;46.0;5.6;19.8;1.0524;890.0;791.0;1489.0;886.0;0.7;62.0;61.0;-200.0
944.0;61.1;8.7;12.0;0.8537;1132.0;927.0;1570.0;781.0;2.0;128.0;100.0;118.0
1102.0;19.6;7.7;29.2;0.7817;963.0;885.0;1447.0;695.0;0.9;84.0;90.0;-200.0
902.0;70.0;7.7;12.2;0.9924;1277.0;886.0;1579.0;1004.0;1.9;140.0;109.0;156.0
1078.0;42.0;6.5;19.2;0.9248;869.0;835.0;1437.0;807.0;0.6;61.0;76.0;-200.0
1088.0;34.8;8.6;18.0;0.7127;1207.0;924.0;1488.0;850.0;2.0;118.0;102.0;112.0
911.0;46.4;5.7;20.7;1.1198;903.0;800.0;1478.0;751.0;0.8;50.0;68.0;-200.0
1044.0;57.0;5.5;12.6;0.8315;1060.0;787.0;1418.0;833.0;1.5;81.0;91.0;109.0
1031.0;63.9;5.1;11.5;0.8652;1044.0;770.0;1425.0;944.0;1.2;85.0;70.0;100.0
1085.0;67.2;4.1;10.7;0.863;1034.0;716.0;1405.0;891.0;1.1;50.0;55.0;71.0
818.0;30.9;9.7;25.3;0.9815;1011.0;967.0;1565.0;748.0;1.6;111.0;116.0;-200.0
1002.0;68.8;7.4;9.6;0.8243;1154.0;876.0;1561.0;987.0;1.7;153.0;67.0;134.0
640.0;56.9;18.9;21.3;1.4226;1244.0;1265.0;2084.0;1257.0;2.7;176.0;95.0;-200.0
986.0;58.8;5.6;13.3;0.8922;1072.0;795.0;1442.0;1048.0;1.3;84.0;93.0;88.0
1128.0;16.4;14.0;31.6;0.7489;1088.0;1116.0;1449.0;1060.0;1.8;127.0;112.0;-200.0
1055.0;71.8;4.3;11.4;0.9671;1067.0;727.0;1448.0;903.0;1.1;91.0;82.0;93.0
997.0;37.8;4.0;24.0;1.1077;894.0;709.0;1432.0;853.0;0.5;46.0;53.0;-200.0
728.0;35.8;11.6;26.7;1.2318;1125.0;1035.0;1726.0;1150.0;2.0;122.0;109.0;-200.0
909.0;17.5;8.0;36.9;1.0789;970.0;900.0;1524.0;664.0;1.2;79.0;93.0;-200.0
930.0;16.8;7.1;38.0;1.0933;956.0;862.0;1479.0;636.0;1.1;65.0;82.0;-200.0
991.0;38.7;5.2;21.3;0.9686;865.0;773.0;1414.0;653.0;1.3;93.0;85.0;-200.0
992.0;43.6;6.3;22.4;1.1637;929.0;825.0;1561.0;692.0;1.4;115.0;87.0;-200.0
1104.0;30.2;7.5;21.4;0.7616;1207.0;879.0;1490.0;872.0;1.8;103.0;102.0;84.0
1320.0;60.0;2.7;11.3;0.8025;948.0;634.0;1326.0;715.0;0.9;43.0;61.0;35.0
1103.0;61.6;3.3;13.7;0.9631;1005.0;673.0;1387.0;905.0;0.8;56.0;64.0;57.0
946.0;15.2;7.4;36.6;0.9177;912.0;873.0;1436.0;614.0;1.3;89.0;86.0;-200.0
1012.0;39.2;5.5;25.4;1.2534;928.0;787.0;1585.0;606.0;1.3;85.0;68.0;-200.0
1010.0;30.9;7.8;17.5;0.6111;1002.0;893.0;1394.0;775.0;1.6;165.0;111.0;-200.0
1034.0;48.6;4.3;20.0;1.1199;1008.0;729.0;1490.0;795.0;0.8;68.0;65.0;-200.0
1092.0;49.3;4.0;18.9;1.0668;988.0;713.0;1455.0;716.0;0.8;78.0;79.0;-200.0
772.0;28.1;12.9;27.2;0.9989;1259.0;1080.0;1736.0;1072.0;2.2;138.0;104.0;-200.0
1156.0;67.4;3.9;11.9;0.9375;1075.0;703.0;1464.0;1010.0;1.0;88.0;74.0;39.0
1024.0;53.8;3.6;15.8;0.9615;941.0;687.0;1374.0;777.0;0.5;50.0;59.0;-200.0
749.0;21.5;12.7;31.7;0.9902;1298.0;1075.0;1690.0;1022.0;1.9;103.0;98.0;-200.0
1109.0;77.1;3.5;14.6;1.2727;927.0;682.0;1526.0;580.0;0.8;56.0;54.0;-200.0
1039.0;42.0;3.8;20.1;0.9763;937.0;698.0;1382.0;768.0;0.6;42.0;64.0;-200.0
745.0;31.1;12.7;26.1;1.0338;1090.0;1073.0;1693.0;1124.0;2.1;133.0;122.0;-200.0
778.0;23.0;10.5;37.1;1.4229;1105.0;995.0;1681.0;821.0;1.9;162.0;149.0;-200.0
726.0;39.3;11.6;27.7;1.4372;1140.0;1035.0;1779.0;1059.0;2.1;107.0;112.0;-200.0
772.0;19.3;13.7;32.6;0.935;1248.0;1108.0;1701.0;969.0;2.2;145.0;138.0;-200.0
884.0;51.8;7.7;17.4;1.023;1196.0;885.0;1589.0;973.0;1.7;85.0;89.0;160.0
796.0;23.3;12.0;30.3;0.9869;1218.0;1051.0;1689.0;881.0;2.0;121.0;108.0;-200.0
779.0;25.8;12.5;28.6;0.9989;1239.0;1067.0;1702.0;1071.0;2.2;146.0;117.0;-200.0
787.0;30.0;12.4;26.1;0.9972;1232.0;1062.0;1707.0;1092.0;2.2;155.0;117.0;-200.0
1012.0;47.8;3.3;23.5;1.3607;865.0;671.0;1477.0;807.0;0.6;-200.0;-200.0;-200.0
896.0;49.4;8.5;15.7;0.8768;1095.0;918.0;1527.0;800.0;1.8;91.0;90.0;227.0
985.0;39.9;6.7;23.9;1.1639;917.0;842.0;1563.0;674.0;1.6;108.0;83.0;-200.0
1055.0;46.0;5.1;21.6;1.1742;886.0;767.0;1532.0;702.0;1.2;68.0;79.0;-200.0
813.0;26.3;11.5;27.7;0.9652;1156.0;1034.0;1640.0;1123.0;2.1;154.0;122.0;-200.0
865.0;61.4;8.6;13.6;0.9519;1150.0;925.0;1576.0;820.0;2.3;152.0;116.0;211.0
937.0;40.3;7.8;17.4;0.7922;1029.0;892.0;1474.0;760.0;1.6;122.0;110.0;164.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;1.8;115.0;103.0;151.0
695.0;35.0;17.2;26.5;1.1981;1173.0;1217.0;1930.0;1175.0;3.5;202.0;139.0;-200.0
842.0;19.8;15.6;24.3;0.5933;1153.0;1168.0;1644.0;1021.0;3.1;163.0;121.0;-200.0
892.0;59.1;4.6;24.6;1.8013;952.0;742.0;1656.0;953.0;0.7;49.0;57.0;-200.0
990.0;19.5;9.1;25.8;0.6392;984.0;945.0;1423.0;747.0;1.7;115.0;88.0;-200.0
888.0;25.4;10.7;21.0;0.6264;1085.0;1004.0;1454.0;816.0;1.9;106.0;95.0;209.0
974.0;28.5;8.6;19.8;0.652;990.0;924.0;1404.0;861.0;1.8;140.0;90.0;-200.0
1008.0;61.4;6.9;15.3;1.058;1142.0;852.0;1547.0;1164.0;1.4;89.0;101.0;67.0
1213.0;63.8;2.6;14.0;1.0167;867.0;625.0;1385.0;652.0;-200.0;-200.0;-200.0;-200.0
726.0;25.5;12.3;37.2;1.5914;1166.0;1062.0;1825.0;924.0;2.1;124.0;130.0;-200.0
1098.0;60.6;5.4;14.8;1.0148;1074.0;784.0;1483.0;1040.0;1.2;79.0;88.0;49.0
1155.0;18.1;5.8;21.7;0.4642;847.0;800.0;1179.0;649.0;1.0;116.0;90.0;-200.0
859.0;41.6;6.8;25.0;1.301;959.0;848.0;1572.0;739.0;1.1;91.0;84.0;-200.0
1014.0;66.9;5.4;12.0;0.9336;1047.0;783.0;1449.0;975.0;1.3;83.0;79.0;77.0
973.0;30.0;7.8;20.6;0.7213;1032.0;892.0;1457.0;756.0;1.8;101.0;87.0;166.0
844.0;35.3;10.4;20.4;0.8352;1121.0;992.0;1505.0;1255.0;1.9;126.0;115.0;-200.0
845.0;51.9;6.7;21.6;1.3254;940.0;845.0;1539.0;704.0;1.0;57.0;70.0;-200.0
699.0;24.9;16.6;28.3;0.9412;1097.0;1199.0;1738.0;1006.0;2.8;190.0;158.0;-200.0
740.0;57.5;11.1;16.8;1.0912;1141.0;1017.0;1690.0;1188.0;2.1;112.0;104.0;-200.0
779.0;17.1;14.0;32.2;0.8124;1009.0;1116.0;1602.0;877.0;2.3;202.0;180.0;-200.0
745.0;38.7;11.7;27.8;1.4187;1085.0;1039.0;1790.0;1092.0;2.0;100.0;96.0;-200.0
822.0;20.4;10.3;33.2;1.0195;989.0;990.0;1577.0;705.0;1.5;113.0;138.0;-200.0
727.0;57.6;14.8;17.4;1.1342;1358.0;1144.0;1851.0;1243.0;3.6;184.0;115.0;-200.0
772.0;20.1;11.6;39.9;1.4495;1148.0;1037.0;1720.0;835.0;1.8;110.0;130.0;-200.0
1005.0;63.3;7.7;10.6;0.8067;1166.0;885.0;1551.0;1075.0;1.5;139.0;85.0;78.0
797.0;26.0;12.2;33.0;1.2877;1101.0;1057.0;1772.0;863.0;2.3;122.0;113.0;-200.0
751.0;23.4;13.2;36.3;1.3902;1132.0;1091.0;1795.0;1092.0;2.1;169.0;144.0;-200.0
765.0;31.7;14.4;23.8;0.9212;1140.0;1129.0;1728.0;1023.0;2.3;132.0;94.0;-200.0
751.0;40.6;12.9;20.8;0.9888;1105.0;1080.0;1758.0;981.0;2.2;139.0;104.0;-200.0
767.0;44.1;11.7;20.3;1.0392;1108.0;1040.0;1748.0;1051.0;2.1;145.0;95.0;-200.0
960.0;68.7;6.9;10.0;0.8456;1124.0;853.0;1531.0;873.0;1.6;149.0;99.0;163.0
877.0;40.5;9.8;15.8;0.7241;1098.0;971.0;1527.0;966.0;2.1;145.0;103.0;227.0
952.0;40.0;5.0;26.7;1.3754;923.0;765.0;1508.0;786.0;1.0;47.0;63.0;-200.0
761.0;30.4;12.7;30.5;1.3031;1116.0;1075.0;1784.0;1081.0;2.3;135.0;134.0;-200.0
868.0;45.6;11.6;12.1;0.6403;1168.0;1037.0;1580.0;990.0;2.4;125.0;105.0;239.0
745.0;43.4;13.7;23.3;1.2251;1067.0;1106.0;1840.0;1125.0;2.5;143.0;107.0;-200.0
1054.0;64.9;6.7;12.4;0.9332;1182.0;845.0;1539.0;704.0;1.5;115.0;99.0;-200.0
747.0;21.6;14.8;37.2;1.3514;1104.0;1143.0;1840.0;896.0;2.4;133.0;147.0;-200.0
916.0;42.2;7.6;26.6;1.4452;971.0;881.0;1635.0;672.0;1.5;78.0;105.0;-200.0
816.0;46.6;10.2;25.2;1.4733;1062.0;984.0;1796.0;842.0;1.7;84.0;98.0;-200.0
1043.0;47.3;4.3;23.8;1.3783;861.0;729.0;1528.0;689.0;0.6;39.0;62.0;-200.0
1080.0;52.6;3.1;20.4;1.247;842.0;656.0;1427.0;620.0;0.4;40.0;48.0;-200.0
882.0;66.8;7.1;13.7;1.041;1209.0;863.0;1547.0;1084.0;2.0;120.0;108.0;114.0
1030.0;74.8;3.6;11.9;1.038;1033.0;686.0;1420.0;948.0;1.0;63.0;69.0;70.0
731.0;43.8;12.8;25.5;1.4095;1195.0;1077.0;1860.0;1151.0;2.3;130.0;113.0;-200.0
971.0;55.2;6.3;19.9;1.2701;960.0;828.0;1565.0;617.0;1.2;55.0;54.0;-200.0
753.0;54.0;12.1;20.4;1.2757;1142.0;1053.0;1814.0;979.0;2.4;136.0;105.0;-200.0
928.0;28.5;12.4;20.2;0.6682;1152.0;1062.0;1606.0;850.0;2.6;138.0;103.0;185.0
706.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;2.8;166.0;122.0;-200.0
748.0;33.8;15.9;22.9;0.9322;1341.0;1176.0;1825.0;1347.0;3.1;167.0;135.0;454.0
792.0;11.6;11.3;41.0;0.8872;1056.0;1024.0;1555.0;1068.0;1.8;159.0;121.0;-200.0
1038.0;79.2;3.7;16.4;1.4681;999.0;692.0;1588.0;778.0;1.0;58.0;69.0;-200.0
902.0;58.0;8.9;13.8;0.9083;1300.0;935.0;1623.0;1145.0;2.1;170.0;113.0;-200.0
978.0;19.4;8.3;29.5;0.7872;875.0;912.0;1504.0;601.0;1.4;85.0;84.0;-200.0
947.0;20.1;10.0;30.3;0.8539;998.0;977.0;1496.0;695.0;1.4;74.0;69.0;-200.0
920.0;18.2;9.6;31.1;0.8079;907.0;961.0;1564.0;668.0;1.6;105.0;102.0;-200.0
781.0;35.8;13.4;23.3;1.0098;1438.0;1096.0;1779.0;1266.0;-200.0;-200.0;-200.0;-200.0
910.0;16.0;8.2;37.7;1.0231;960.0;909.0;1523.0;675.0;1.4;70.0;86.0;-200.0
713.0;64.0;12.6;17.1;1.2413;1248.0;1072.0;1797.0;1188.0;2.5;183.0;114.0;-200.0
741.0;14.5;13.1;40.4;1.0736;1119.0;1088.0;1640.0;1124.0;2.0;155.0;149.0;-200.0
1010.0;31.7;6.8;24.6;0.9647;1026.0;847.0;1519.0;617.0;1.2;70.0;73.0;-200.0
876.0;59.3;8.4;17.2;1.1551;1167.0;914.0;1599.0;1126.0;2.3;105.0;99.0;-200.0
949.0;33.5;8.3;25.5;1.0767;1053.0;911.0;1603.0;683.0;2.0;98.0;91.0;-200.0
928.0;30.3;9.2;26.1;1.0101;1050.0;948.0;1584.0;652.0;1.8;80.0;82.0;-200.0
1035.0;64.3;5.2;13.0;0.9586;885.0;772.0;1450.0;524.0;1.1;57.0;56.0;-200.0
