PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
724.0;47.5;19.0;16.4;0.8791;1410.0;1268.0;1957.0;1344.0;3.5;212.0;139.0;-200.0
677.0;50.6;21.7;15.5;0.884;1469.0;1344.0;1997.0;1471.0;4.5;251.0;144.0;-200.0
948.0;58.3;8.3;14.2;0.938;1215.0;912.0;1547.0;993.0;2.1;127.0;109.0;-200.0
902.0;58.0;8.9;13.8;0.9083;1300.0;935.0;1623.0;1145.0;2.1;170.0;113.0;-200.0
776.0;52.3;12.5;15.0;0.8881;1425.0;1068.0;1764.0;1341.0;2.6;166.0;107.0;-200.0
782.0;50.0;11.7;16.3;0.9158;1490.0;1039.0;1757.0;1422.0;2.6;182.0;108.0;-200.0
900.0;42.9;9.3;19.0;0.937;1376.0;953.0;1636.0;1153.0;2.1;125.0;93.0;-200.0
734.0;51.6;16.6;17.4;1.0159;1633.0;1199.0;1919.0;1417.0;3.5;215.0;136.0;-200.0
733.0;51.3;16.4;17.1;0.9914;1625.0;1191.0;1885.0;1442.0;3.9;229.0;139.0;-200.0
1062.0;65.3;4.4;14.5;1.0704;1155.0;734.0;1528.0;1035.0;1.2;122.0;91.0;-200.0
914.0;59.0;7.1;16.3;1.0868;1301.0;862.0;1633.0;1114.0;1.7;123.0;93.0;-200.0
911.0;49.6;7.3;18.9;1.07;1279.0;870.0;1646.0;1000.0;1.8;106.0;81.0;-200.0
961.0;41.3;9.0;19.4;0.9206;1306.0;938.0;1607.0;762.0;2.3;132.0;105.0;-200.0
883.0;49.1;9.9;17.4;0.9688;1316.0;974.0;1673.0;1272.0;2.8;188.0;123.0;-200.0
1026.0;36.7;7.3;18.5;0.7764;1090.0;868.0;1509.0;766.0;1.6;124.0;87.0;-200.0
955.0;28.1;10.4;21.3;0.7067;1102.0;994.0;1599.0;783.0;2.0;107.0;87.0;-200.0
965.0;26.8;10.7;21.3;0.6681;1094.0;1003.0;1574.0;813.0;2.1;130.0;99.0;-200.0
964.0;24.2;11.6;21.3;0.606;1076.0;1034.0;1544.0;813.0;2.3;150.0;101.0;451.0
928.0;28.5;12.4;20.2;0.6682;1152.0;1062.0;1606.0;850.0;2.6;138.0;103.0;185.0
678.0;47.4;21.0;15.3;0.8178;1425.0;1325.0;1965.0;1356.0;4.5;238.0;146.0;624.0
1142.0;49.4;4.3;14.5;0.8106;1006.0;729.0;1370.0;795.0;1.1;65.0;80.0;89.0
760.0;62.9;16.2;12.0;0.8803;1343.0;1185.0;1857.0;1311.0;3.4;237.0;132.0;340.0
944.0;61.1;8.7;12.0;0.8537;1132.0;927.0;1570.0;781.0;2.0;128.0;100.0;118.0
818.0;54.6;13.8;13.6;0.8465;1225.0;1111.0;1719.0;1013.0;3.0;176.0;122.0;276.0
1105.0;61.4;5.4;11.0;0.8057;1041.0;782.0;1425.0;911.0;1.3;78.0;86.0;74.0
1320.0;60.0;2.7;11.3;0.8025;948.0;634.0;1326.0;715.0;0.9;43.0;61.0;35.0
1493.0;61.6;1.6;10.6;0.7856;878.0;551.0;1272.0;683.0;0.6;-200.0;-200.0;29.0
1186.0;59.2;4.8;10.4;0.7455;1045.0;751.0;1403.0;800.0;1.2;79.0;75.0;84.0
652.0;56.9;23.7;11.2;0.7565;1597.0;1395.0;2080.0;1519.0;4.4;235.0;110.0;553.0
1012.0;40.6;6.7;15.6;0.7146;1098.0;842.0;1440.0;828.0;1.5;117.0;85.0;118.0
959.0;34.6;8.7;16.9;0.6597;1118.0;927.0;1477.0;825.0;1.7;119.0;96.0;144.0
828.0;68.5;12.0;10.7;0.8794;1260.0;1050.0;1722.0;979.0;2.7;156.0;111.0;263.0
1064.0;66.9;5.9;10.1;0.8248;1047.0;809.0;1435.0;766.0;1.7;118.0;108.0;97.0
1400.0;58.4;2.5;11.0;0.7686;970.0;621.0;1249.0;479.0;1.0;42.0;58.0;52.0
740.0;75.1;17.8;8.6;0.8415;1353.0;1235.0;1937.0;1175.0;3.5;202.0;119.0;434.0
958.0;48.4;8.9;14.2;0.778;1106.0;935.0;1570.0;819.0;2.0;132.0;96.0;211.0
976.0;46.3;8.2;14.2;0.7438;1038.0;907.0;1492.0;723.0;1.9;106.0;81.0;168.0
836.0;40.5;14.6;14.9;0.6835;1240.0;1137.0;1748.0;991.0;2.9;158.0;103.0;374.0
904.0;53.2;10.3;12.2;0.7555;1183.0;989.0;1539.0;1205.0;2.5;150.0;119.0;234.0
1098.0;61.1;5.5;9.6;0.7323;1048.0;787.0;1373.0;835.0;1.7;93.0;97.0;88.0
1208.0;62.6;3.6;9.4;0.7398;974.0;690.0;1313.0;733.0;1.2;67.0;83.0;61.0
1152.0;36.8;5.3;14.2;0.5922;962.0;776.0;1279.0;550.0;1.3;89.0;75.0;81.0
868.0;45.6;11.6;12.1;0.6403;1168.0;1037.0;1580.0;990.0;2.4;125.0;105.0;239.0
916.0;51.1;10.6;10.0;0.628;1140.0;1000.0;1490.0;962.0;2.6;120.0;93.0;261.0
942.0;36.1;9.7;15.5;0.6313;1167.0;966.0;1520.0;1016.0;2.1;129.0;93.0;184.0
992.0;29.2;9.4;17.8;0.592;1121.0;955.0;1451.0;834.0;2.1;130.0;99.0;156.0
994.0;30.1;9.0;17.6;0.6013;1071.0;940.0;1449.0;756.0;1.9;111.0;93.0;176.0
950.0;26.8;10.0;19.1;0.5861;1065.0;979.0;1467.0;766.0;2.1;106.0;96.0;232.0
916.0;31.3;11.2;17.1;0.6038;1119.0;1022.0;1508.0;853.0;2.3;137.0;117.0;221.0
886.0;36.1;12.4;15.8;0.644;1210.0;1062.0;1586.0;981.0;2.7;165.0;125.0;219.0
906.0;56.1;8.6;10.9;0.7326;1231.0;924.0;1483.0;1245.0;2.1;130.0;105.0;122.0
1013.0;62.2;6.3;9.3;0.7294;1135.0;827.0;1395.0;1070.0;1.7;87.0;79.0;95.0
1325.0;58.5;2.6;9.6;0.7;870.0;626.0;1284.0;755.0;0.8;39.0;52.0;54.0
1219.0;68.0;3.6;7.4;0.7043;995.0;691.0;1321.0;836.0;1.4;91.0;69.0;72.0
1189.0;27.3;4.8;18.0;0.5594;1002.0;754.0;1260.0;470.0;1.4;70.0;65.0;104.0
1174.0;35.0;4.7;15.6;0.617;1012.0;746.0;1301.0;555.0;1.4;86.0;86.0;93.0
1261.0;46.8;3.3;12.3;0.6686;968.0;669.0;1246.0;538.0;1.1;67.0;81.0;75.0
1300.0;46.6;2.9;11.5;0.6319;942.0;648.0;1204.0;500.0;1.1;63.0;77.0;57.0
1396.0;48.0;2.2;10.6;0.6135;888.0;598.0;1156.0;417.0;0.9;46.0;58.0;40.0
1557.0;47.8;1.3;10.1;0.5913;894.0;524.0;1095.0;397.0;0.7;-200.0;-200.0;28.0
1496.0;46.9;1.2;11.3;0.628;864.0;516.0;1153.0;502.0;0.6;39.0;59.0;21.0
1441.0;51.2;1.7;10.1;0.6341;898.0;559.0;1180.0;648.0;0.7;55.0;70.0;33.0
844.0;56.8;14.3;8.1;0.615;1309.0;1125.0;1687.0;1183.0;2.9;181.0;103.0;279.0
714.0;44.1;19.7;10.9;0.5748;1326.0;1289.0;1806.0;1431.0;4.1;259.0;134.0;743.0
1111.0;37.6;5.5;11.8;0.5184;966.0;786.0;1258.0;705.0;1.5;118.0;98.0;147.0
1129.0;29.0;5.5;16.5;0.5406;971.0;786.0;1272.0;546.0;1.4;92.0;78.0;91.0
1131.0;26.1;5.2;18.2;0.5387;962.0;776.0;1247.0;535.0;1.4;102.0;81.0;155.0
957.0;35.4;8.2;14.5;0.5839;1127.0;907.0;1404.0;796.0;2.1;108.0;106.0;163.0
1221.0;34.4;3.8;13.1;0.517;949.0;700.0;1178.0;553.0;1.2;78.0;90.0;80.0
1080.0;40.3;5.3;11.3;0.5376;1054.0;779.0;1266.0;1013.0;1.1;111.0;98.0;86.0
642.0;35.6;23.8;13.3;0.5416;1584.0;1399.0;1947.0;1675.0;4.0;244.0;130.0;664.0
742.0;22.5;18.9;20.8;0.5463;1419.0;1267.0;1763.0;1490.0;3.7;219.0;138.0;586.0
1060.0;30.6;6.2;18.1;0.6295;1085.0;820.0;1325.0;699.0;1.6;99.0;81.0;130.0
815.0;42.0;11.9;15.9;0.7541;1334.0;1047.0;1638.0;1038.0;2.7;129.0;106.0;301.0
1094.0;43.5;4.7;14.9;0.7302;1098.0;747.0;1360.0;764.0;1.5;80.0;91.0;101.0
1613.0;36.1;1.0;14.2;0.5823;832.0;496.0;1066.0;381.0;0.5;-200.0;-200.0;22.0
639.0;61.1;19.9;13.2;0.9256;1580.0;1295.0;1957.0;1489.0;4.1;230.0;115.0;644.0
902.0;70.0;7.7;12.2;0.9924;1277.0;886.0;1579.0;1004.0;1.9;140.0;109.0;156.0
755.0;59.3;13.5;14.9;0.9974;1390.0;1100.0;1799.0;1192.0;3.1;195.0;119.0;386.0
850.0;50.9;10.1;15.7;0.8997;1224.0;980.0;1637.0;1055.0;2.3;152.0;111.0;278.0
810.0;52.9;11.3;15.2;0.9087;1253.0;1026.0;1681.0;1048.0;2.4;128.0;103.0;263.0
1044.0;57.0;5.5;12.6;0.8315;1060.0;787.0;1418.0;833.0;1.5;81.0;91.0;109.0
1031.0;63.9;5.1;11.5;0.8652;1044.0;770.0;1425.0;944.0;1.2;85.0;70.0;100.0
1085.0;67.2;4.1;10.7;0.863;1034.0;716.0;1405.0;891.0;1.1;50.0;55.0;71.0
1099.0;73.1;4.0;9.0;0.8394;956.0;713.0;1422.0;849.0;0.9;-200.0;-200.0;72.0
1002.0;68.8;7.4;9.6;0.8243;1154.0;876.0;1561.0;987.0;1.7;153.0;67.0;134.0
827.0;44.0;10.8;16.8;0.8341;1192.0;1007.0;1604.0;1223.0;2.5;154.0;124.0;254.0
986.0;58.8;5.6;13.3;0.8922;1072.0;795.0;1442.0;1048.0;1.3;84.0;93.0;88.0
1180.0;60.9;3.2;13.3;0.9229;954.0;667.0;1350.0;718.0;1.0;58.0;60.0;68.0
1055.0;71.8;4.3;11.4;0.9671;1067.0;727.0;1448.0;903.0;1.1;91.0;82.0;93.0
738.0;44.1;14.2;19.4;0.9855;1328.0;1123.0;1821.0;1368.0;2.9;180.0;127.0;468.0
748.0;33.8;15.9;22.9;0.9322;1341.0;1176.0;1825.0;1347.0;3.1;167.0;135.0;454.0
765.0;31.3;16.1;23.6;0.9001;1297.0;1183.0;1773.0;1242.0;3.0;159.0;130.0;461.0
778.0;22.3;19.7;26.9;0.7792;1382.0;1288.0;1799.0;1212.0;3.7;185.0;138.0;588.0
771.0;43.0;14.1;18.5;0.9074;1374.0;1121.0;1685.0;1399.0;3.0;180.0;146.0;415.0
841.0;47.0;10.1;17.8;0.9467;1287.0;982.0;1582.0;1291.0;1.9;115.0;124.0;245.0
1145.0;58.0;3.0;14.5;0.9488;986.0;651.0;1380.0;891.0;0.8;60.0;74.0;57.0
1103.0;61.6;3.3;13.7;0.9631;1005.0;673.0;1387.0;905.0;0.8;56.0;64.0;57.0
1112.0;59.6;3.5;13.9;0.9408;1041.0;683.0;1398.0;899.0;0.9;73.0;69.0;60.0
785.0;43.3;11.2;19.7;0.9837;1418.0;1023.0;1720.0;1410.0;-200.0;-200.0;-200.0;-200.0
781.0;35.8;13.4;23.3;1.0098;1438.0;1096.0;1779.0;1266.0;-200.0;-200.0;-200.0;-200.0
866.0;30.5;10.6;23.8;0.8897;1278.0;1000.0;1621.0;1014.0;-200.0;-200.0;-200.0;-200.0
915.0;27.0;10.8;24.8;0.8325;1257.0;1006.0;1573.0;870.0;-200.0;-200.0;-200.0;-200.0
834.0;26.5;13.5;25.8;0.8675;1361.0;1102.0;1704.0;991.0;-200.0;-200.0;-200.0;-200.0
764.0;28.6;17.1;23.7;0.8273;1483.0;1213.0;1798.0;1249.0;-200.0;-200.0;-200.0;-200.0
965.0;65.0;5.6;14.7;1.0766;1124.0;793.0;1521.0;791.0;-200.0;-200.0;-200.0;-200.0
1171.0;66.5;3.0;13.7;1.0393;1010.0;650.0;1434.0;664.0;-200.0;-200.0;-200.0;-200.0
1020.0;69.1;4.4;12.9;1.0264;1074.0;731.0;1488.0;891.0;-200.0;-200.0;-200.0;-200.0
1057.0;31.1;5.6;25.8;1.0143;1136.0;792.0;1476.0;536.0;-200.0;-200.0;-200.0;-200.0
930.0;60.8;6.4;15.3;1.0501;1188.0;829.0;1540.0;785.0;-200.0;-200.0;-200.0;-200.0
1456.0;56.9;1.1;15.5;0.9961;876.0;505.0;1294.0;467.0;-200.0;-200.0;-200.0;-200.0
703.0;57.4;14.3;15.6;1.0075;1461.0;1127.0;1836.0;1451.0;3.1;236.0;124.0;424.0
682.0;51.5;15.4;18.0;1.0552;1454.0;1162.0;1915.0;1457.0;3.1;188.0;114.0;535.0
832.0;38.3;9.6;22.2;1.0106;1273.0;963.0;1662.0;931.0;2.0;98.0;82.0;245.0
884.0;51.8;7.7;17.4;1.023;1196.0;885.0;1589.0;973.0;1.7;85.0;89.0;160.0
494.0;52.5;33.7;16.2;0.9576;1757.0;1636.0;2560.0;1806.0;6.2;302.0;129.0;1084.0
707.0;41.8;14.1;19.6;0.9407;1329.0;1119.0;1823.0;1288.0;2.9;182.0;107.0;470.0
760.0;40.6;14.0;17.5;0.8068;1251.0;1116.0;1716.0;923.0;2.7;143.0;116.0;456.0
726.0;47.7;15.1;16.3;0.8746;1314.0;1150.0;1784.0;1083.0;3.3;181.0;126.0;503.0
896.0;49.4;8.5;15.7;0.8768;1095.0;918.0;1527.0;800.0;1.8;91.0;90.0;227.0
996.0;48.6;5.9;15.8;0.8653;1027.0;808.0;1458.0;647.0;1.3;76.0;81.0;152.0
1826.0;45.4;0.7;15.7;0.8063;804.0;468.0;1166.0;320.0;0.3;12.0;19.0;30.0
777.0;58.2;12.9;14.3;0.9431;1307.0;1082.0;1769.0;830.0;2.8;152.0;111.0;277.0
865.0;61.4;8.6;13.6;0.9519;1150.0;925.0;1576.0;820.0;2.3;152.0;116.0;211.0
937.0;40.3;7.8;17.4;0.7922;1029.0;892.0;1474.0;760.0;1.6;122.0;110.0;164.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;1.8;115.0;103.0;151.0
1038.0;47.7;5.9;16.4;0.8819;1045.0;808.0;1421.0;589.0;1.2;65.0;69.0;120.0
876.0;74.0;11.0;10.0;0.9087;1207.0;1013.0;1632.0;982.0;3.3;174.0;116.0;343.0
676.0;54.2;19.1;13.0;0.809;1435.0;1271.0;1885.0;1569.0;4.2;300.0;130.0;585.0
845.0;22.6;13.9;20.6;0.5432;1144.0;1114.0;1551.0;1010.0;2.8;181.0;128.0;294.0
888.0;25.4;10.7;21.0;0.6264;1085.0;1004.0;1454.0;816.0;1.9;106.0;95.0;209.0
579.0;32.9;29.1;18.0;0.6737;1618.0;1530.0;2167.0;1791.0;6.3;326.0;171.0;974.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.4;154.0;109.0;189.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.9;145.0;84.0;79.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.7;237.0;122.0;254.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.5;141.0;117.0;194.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.8;166.0;127.0;278.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.1;159.0;107.0;128.0
1014.0;66.9;5.4;12.0;0.9336;1047.0;783.0;1449.0;975.0;1.3;83.0;79.0;77.0
973.0;30.0;7.8;20.6;0.7213;1032.0;892.0;1457.0;756.0;1.8;101.0;87.0;166.0
1054.0;26.7;6.4;19.9;0.6137;936.0;829.0;1336.0;607.0;1.5;90.0;88.0;94.0
1027.0;24.5;7.4;21.1;0.604;1007.0;875.0;1357.0;620.0;1.7;103.0;104.0;144.0
1144.0;56.6;4.0;11.0;0.7418;978.0;711.0;1304.0;750.0;1.2;48.0;63.0;75.0
1160.0;64.3;3.7;9.3;0.7531;949.0;694.0;1310.0;772.0;1.0;61.0;68.0;62.0
1259.0;71.0;2.9;7.4;0.7346;856.0;644.0;1301.0;746.0;0.8;41.0;49.0;44.0
1452.0;18.9;2.3;22.2;0.4993;797.0;606.0;1076.0;368.0;0.6;26.0;35.0;54.0
1299.0;27.4;3.3;19.6;0.6162;935.0;672.0;1183.0;415.0;1.2;65.0;61.0;65.0
1220.0;37.5;3.4;15.6;0.6575;922.0;674.0;1205.0;498.0;1.1;63.0;78.0;65.0
1452.0;32.8;1.7;14.4;0.5364;830.0;560.0;1066.0;350.0;0.6;-200.0;-200.0;34.0
1268.0;56.0;2.2;13.4;0.8576;975.0;598.0;1293.0;536.0;0.8;63.0;73.0;38.0
1149.0;58.9;3.9;11.0;0.7714;1040.0;705.0;1324.0;612.0;1.3;100.0;91.0;83.0
1368.0;58.2;2.0;10.7;0.7459;893.0;587.0;1219.0;433.0;0.7;46.0;58.0;48.0
1499.0;59.9;1.3;10.5;0.7624;844.0;532.0;1176.0;376.0;0.5;25.0;36.0;27.0
1581.0;60.8;1.2;10.5;0.7704;837.0;518.0;1182.0;360.0;0.3;18.0;29.0;29.0
1565.0;60.1;0.9;11.1;0.7925;825.0;489.0;1171.0;363.0;0.3;21.0;28.0;47.0
960.0;68.7;6.9;10.0;0.8456;1124.0;853.0;1531.0;873.0;1.6;149.0;99.0;163.0
877.0;40.5;9.8;15.8;0.7241;1098.0;971.0;1527.0;966.0;2.1;145.0;103.0;227.0
1325.0;64.4;1.9;10.7;0.8284;839.0;576.0;1285.0;759.0;0.4;-200.0;-200.0;60.0
659.0;46.8;18.3;15.8;0.8328;1397.0;1248.0;1906.0;1534.0;4.3;263.0;119.0;655.0
859.0;34.2;10.4;18.4;0.7185;1122.0;993.0;1571.0;993.0;2.1;132.0;95.0;238.0
790.0;27.3;12.9;21.3;0.6856;1188.0;1082.0;1653.0;1077.0;-200.0;-200.0;-200.0;-200.0
826.0;34.8;11.0;18.7;0.7436;1180.0;1014.0;1595.0;1036.0;-200.0;-200.0;-200.0;-200.0
1331.0;63.2;1.7;10.2;0.7865;889.0;559.0;1241.0;714.0;-200.0;-200.0;-200.0;-200.0
1255.0;65.8;2.6;9.3;0.7722;918.0;625.0;1298.0;744.0;-200.0;-200.0;-200.0;-200.0
633.0;53.4;19.1;13.5;0.8196;1489.0;1270.0;1889.0;1638.0;3.9;309.0;114.0;536.0
689.0;36.9;17.0;18.4;0.7758;1392.0;1210.0;1792.0;1559.0;3.9;257.0;135.0;597.0
681.0;35.7;19.5;19.2;0.7826;1418.0;1282.0;1890.0;1418.0;4.0;231.0;129.0;542.0
882.0;66.8;7.1;13.7;1.041;1209.0;863.0;1547.0;1084.0;2.0;120.0;108.0;114.0
1030.0;74.8;3.6;11.9;1.038;1033.0;686.0;1420.0;948.0;1.0;63.0;69.0;70.0
827.0;51.4;9.9;15.3;0.8886;1150.0;973.0;1590.0;1188.0;2.6;186.0;105.0;251.0
802.0;42.7;10.5;19.2;0.9425;1196.0;997.0;1644.0;1128.0;2.4;127.0;100.0;263.0
613.0;75.7;18.9;14.5;1.2425;1544.0;1266.0;2066.0;1415.0;4.6;280.0;148.0;609.0
582.0;76.0;23.0;14.6;1.2573;1593.0;1378.0;2159.0;1449.0;5.7;309.0;142.0;743.0
627.0;78.0;19.9;13.8;1.2229;1535.0;1295.0;2039.0;1380.0;6.0;307.0;140.0;706.0
803.0;80.1;9.6;13.1;1.2016;1235.0;963.0;1680.0;1095.0;2.7;166.0;103.0;159.0
905.0;79.6;8.1;12.5;1.1538;1141.0;902.0;1672.0;965.0;-200.0;-200.0;-200.0;-200.0
911.0;78.1;7.2;13.5;1.1997;1107.0;864.0;1604.0;963.0;-200.0;-200.0;-200.0;-200.0
838.0;74.9;9.2;14.6;1.2348;1228.0;949.0;1706.0;1069.0;-200.0;-200.0;-200.0;-200.0
1054.0;44.4;5.0;19.7;1.0081;979.0;764.0;1462.0;572.0;-200.0;-200.0;-200.0;-200.0
1033.0;45.7;5.4;19.3;1.0161;993.0;783.0;1482.0;630.0;-200.0;-200.0;-200.0;-200.0
1043.0;49.9;5.0;17.9;1.0135;970.0;763.0;1462.0;608.0;-200.0;-200.0;-200.0;-200.0
982.0;60.2;5.6;15.6;1.0617;1024.0;795.0;1501.0;705.0;-200.0;-200.0;-200.0;-200.0
1268.0;72.7;2.3;13.8;1.1402;895.0;609.0;1410.0;477.0;-200.0;-200.0;-200.0;-200.0
901.0;77.2;6.8;14.5;1.2695;1219.0;849.0;1664.0;912.0;-200.0;-200.0;-200.0;-200.0
980.0;67.4;5.3;15.5;1.178;1097.0;779.0;1565.0;803.0;-200.0;-200.0;-200.0;-200.0
1238.0;78.2;2.1;13.0;1.1664;885.0;589.0;1443.0;635.0;-200.0;-200.0;-200.0;-200.0
811.0;46.7;10.9;18.0;0.9569;1105.0;1010.0;1709.0;947.0;-200.0;-200.0;-200.0;-200.0
892.0;75.6;7.9;12.1;1.0662;1088.0;893.0;1565.0;741.0;-200.0;-200.0;-200.0;-200.0
