PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
785.0;32.0;9.7;27.4;1.1545;1079.0;966.0;1640.0;927.0;-200.0;1.8;154.0;115.0
847.0;40.3;7.2;26.9;1.4041;1020.0;866.0;1636.0;744.0;-200.0;1.0;92.0;83.0
848.0;34.6;6.2;27.5;1.2518;990.0;821.0;1511.0;1079.0;-200.0;0.6;57.0;62.0
853.0;34.0;5.8;27.5;1.231;962.0;803.0;1507.0;1066.0;-200.0;0.6;43.0;60.0
799.0;13.0;10.8;41.3;1.0154;1098.0;1007.0;1546.0;937.0;-200.0;1.8;120.0;116.0
792.0;11.6;11.3;41.0;0.8872;1056.0;1024.0;1555.0;1068.0;-200.0;1.8;159.0;121.0
789.0;13.9;12.7;40.2;1.02;1037.0;1075.0;1604.0;917.0;-200.0;2.0;172.0;151.0
794.0;15.8;11.3;39.9;1.141;1058.0;1026.0;1622.0;931.0;-200.0;1.8;165.0;132.0
931.0;41.0;4.9;25.8;1.3461;917.0;761.0;1497.0;893.0;-200.0;0.9;55.0;75.0
776.0;39.7;9.6;26.2;1.3249;1062.0;962.0;1674.0;1030.0;-200.0;1.9;108.0;104.0
738.0;36.8;11.3;27.3;1.3207;1081.0;1025.0;1757.0;1059.0;-200.0;1.9;104.0;103.0
776.0;32.8;10.7;28.8;1.2776;1058.0;1004.0;1684.0;947.0;-200.0;1.8;92.0;98.0
791.0;16.1;11.1;40.1;1.1699;1087.0;1018.0;1624.0;883.0;-200.0;1.8;130.0;132.0
776.0;14.9;12.7;40.4;1.1033;1097.0;1074.0;1671.0;960.0;-200.0;2.0;156.0;138.0
783.0;17.3;11.7;37.4;1.0914;1066.0;1041.0;1641.0;1036.0;-200.0;2.1;165.0;137.0
778.0;18.0;12.2;36.2;1.0636;1076.0;1057.0;1633.0;1076.0;-200.0;2.2;189.0;140.0
766.0;39.2;9.9;25.3;1.2452;1086.0;973.0;1656.0;1089.0;-200.0;1.9;121.0;104.0
853.0;35.7;7.4;26.0;1.1842;1012.0;876.0;1580.0;967.0;-200.0;1.3;89.0;87.0
866.0;23.5;9.1;30.1;0.9869;985.0;944.0;1541.0;833.0;-200.0;1.6;102.0;97.0
877.0;37.7;5.9;29.6;1.544;1025.0;809.0;1606.0;690.0;-200.0;1.0;56.0;68.0
859.0;49.3;6.0;25.4;1.5732;1009.0;810.0;1634.0;772.0;-200.0;1.0;56.0;65.0
835.0;54.3;6.1;23.7;1.5731;1022.0;817.0;1669.0;821.0;-200.0;1.1;64.0;69.0
816.0;51.0;7.2;22.6;1.3805;1007.0;864.0;1639.0;987.0;-200.0;1.1;65.0;71.0
864.0;29.6;7.5;29.1;1.1792;1003.0;880.0;1537.0;695.0;-200.0;1.1;59.0;67.0
865.0;16.0;9.9;36.3;0.9465;977.0;973.0;1550.0;712.0;-200.0;1.5;99.0;94.0
781.0;31.1;9.9;29.9;1.2883;1079.0;976.0;1669.0;999.0;-200.0;1.7;139.0;113.0
854.0;37.3;7.4;24.2;1.1118;953.0;874.0;1528.0;899.0;-200.0;1.1;72.0;84.0
778.0;23.0;10.5;37.1;1.4229;1105.0;995.0;1681.0;821.0;-200.0;1.9;162.0;149.0
763.0;20.7;11.0;38.8;1.4036;1099.0;1015.0;1732.0;839.0;-200.0;1.7;125.0;117.0
777.0;27.7;10.1;34.6;1.4991;1105.0;980.0;1745.0;980.0;-200.0;1.8;164.0;112.0
791.0;47.6;7.6;25.3;1.513;1024.0;882.0;1662.0;1072.0;-200.0;1.5;77.0;87.0
778.0;34.7;10.2;28.7;1.3457;1078.0;985.0;1697.0;925.0;-200.0;1.9;106.0;111.0
918.0;49.3;5.1;26.9;1.7196;893.0;767.0;1607.0;805.0;-200.0;0.9;36.0;50.0
763.0;49.4;9.9;26.2;1.6555;1032.0;974.0;1800.0;982.0;-200.0;1.5;66.0;77.0
797.0;53.1;7.4;26.4;1.7987;1009.0;875.0;1738.0;1060.0;-200.0;0.9;81.0;61.0
844.0;52.4;6.1;26.8;1.8141;965.0;818.0;1681.0;777.0;-200.0;0.9;35.0;47.0
928.0;47.6;5.4;25.3;1.5108;956.0;784.0;1634.0;934.0;-200.0;0.7;57.0;62.0
873.0;41.3;6.0;27.5;1.4962;941.0;814.0;1592.0;979.0;-200.0;0.8;52.0;65.0
754.0;33.9;11.1;29.7;1.3874;1079.0;1020.0;1760.0;1014.0;-200.0;1.8;89.0;92.0
793.0;19.3;11.1;40.1;1.4013;1079.0;1018.0;1739.0;850.0;-200.0;1.6;93.0;97.0
857.0;38.9;7.9;27.2;1.3821;991.0;896.0;1616.0;926.0;-200.0;1.2;69.0;78.0
799.0;27.7;10.5;32.7;1.3439;1095.0;996.0;1695.0;934.0;-200.0;2.0;111.0;120.0
916.0;15.5;7.9;41.4;1.2089;1042.0;894.0;1537.0;800.0;-200.0;1.6;95.0;109.0
844.0;24.8;9.0;35.2;1.3854;1055.0;941.0;1648.0;932.0;-200.0;1.7;100.0;110.0
782.0;32.4;10.5;31.0;1.4294;1110.0;996.0;1771.0;1090.0;-200.0;1.9;121.0;111.0
913.0;47.6;6.2;24.7;1.4597;966.0;820.0;1634.0;807.0;-200.0;1.0;56.0;60.0
827.0;33.9;9.2;30.5;1.4564;1100.0;946.0;1726.0;932.0;-200.0;1.9;111.0;98.0
917.0;30.4;6.7;32.3;1.445;1030.0;844.0;1599.0;747.0;-200.0;1.5;90.0;78.0
918.0;17.5;8.5;36.3;1.0411;985.0;919.0;1540.0;737.0;-200.0;1.4;89.0;90.0
912.0;18.9;9.0;34.5;1.0168;961.0;939.0;1508.0;846.0;-200.0;1.6;118.0;101.0
960.0;45.8;5.5;18.6;0.9723;891.0;790.0;1466.0;816.0;-200.0;0.9;74.0;70.0
817.0;15.3;13.3;35.4;0.8613;983.0;1094.0;1659.0;854.0;-200.0;2.4;149.0;115.0
802.0;18.6;11.7;36.2;1.0945;1033.0;1038.0;1690.0;826.0;-200.0;2.1;127.0;111.0
808.0;25.6;10.0;34.0;1.3363;1070.0;976.0;1688.0;819.0;-200.0;2.1;130.0;108.0
828.0;28.0;9.1;32.9;1.3789;1090.0;942.0;1713.0;876.0;-200.0;1.9;145.0;102.0
818.0;57.0;8.9;20.1;1.3216;1028.0;934.0;1743.0;987.0;-200.0;1.6;141.0;88.0
750.0;48.1;10.9;23.0;1.3322;1035.0;1011.0;1752.0;1039.0;-200.0;2.0;95.0;94.0
874.0;32.4;7.2;31.1;1.4351;1029.0;866.0;1651.0;727.0;-200.0;1.5;93.0;83.0
879.0;37.4;6.6;29.1;1.4833;1045.0;840.0;1656.0;807.0;-200.0;1.6;118.0;92.0
864.0;40.8;7.1;27.0;1.4286;1020.0;860.0;1649.0;875.0;-200.0;1.3;93.0;74.0
783.0;45.9;8.6;24.7;1.4061;1059.0;926.0;1750.0;989.0;-200.0;1.5;111.0;77.0
929.0;59.4;5.3;23.3;1.6753;962.0;778.0;1645.0;726.0;-200.0;1.0;35.0;44.0
783.0;60.5;8.6;23.3;1.706;1054.0;923.0;1793.0;899.0;-200.0;1.5;63.0;64.0
922.0;56.5;6.4;17.8;1.1375;890.0;831.0;1594.0;826.0;-200.0;0.9;93.0;67.0
956.0;49.9;6.4;20.5;1.1903;889.0;831.0;1570.0;760.0;-200.0;1.1;74.0;79.0
862.0;25.8;10.2;27.8;0.9473;938.0;987.0;1597.0;817.0;-200.0;1.8;134.0;111.0
857.0;56.0;8.3;18.6;1.1865;934.0;911.0;1639.0;863.0;-200.0;1.3;85.0;64.0
819.0;26.6;9.8;34.4;1.423;1101.0;972.0;1714.0;752.0;-200.0;1.7;75.0;84.0
843.0;35.9;8.6;29.3;1.4411;1095.0;923.0;1736.0;999.0;-200.0;1.6;109.0;98.0
806.0;44.9;9.1;24.6;1.3661;1031.0;945.0;1697.0;964.0;-200.0;1.4;100.0;86.0
816.0;46.6;10.2;25.2;1.4733;1062.0;984.0;1796.0;842.0;-200.0;1.7;84.0;98.0
936.0;48.3;6.0;23.5;1.3777;886.0;813.0;1592.0;918.0;-200.0;1.0;63.0;81.0
868.0;43.0;8.7;25.2;1.358;1016.0;929.0;1724.0;853.0;-200.0;1.7;87.0;94.0
878.0;40.9;8.2;25.8;1.3389;976.0;909.0;1675.0;830.0;-200.0;1.7;103.0;97.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;-200.0;1.7;152.0;117.0
837.0;36.6;10.0;28.0;1.3603;1041.0;979.0;1705.0;1053.0;-200.0;1.9;169.0;125.0
812.0;60.8;9.3;18.3;1.2635;966.0;951.0;1735.0;996.0;-200.0;1.3;123.0;77.0
822.0;51.0;9.9;20.9;1.2446;1017.0;975.0;1722.0;1014.0;-200.0;2.1;109.0;95.0
797.0;26.0;12.2;33.0;1.2877;1101.0;1057.0;1772.0;863.0;-200.0;2.3;122.0;113.0
802.0;24.4;12.0;33.6;1.2472;1072.0;1050.0;1748.0;836.0;-200.0;2.2;112.0;107.0
948.0;64.2;8.3;13.1;0.9606;1262.0;911.0;1545.0;1062.0;-200.0;1.7;95.0;99.0
1021.0;71.1;6.6;11.9;0.9915;1134.0;840.0;1501.0;917.0;-200.0;1.6;103.0;96.0
862.0;30.9;9.0;30.1;1.2958;1032.0;940.0;1703.0;733.0;-200.0;1.7;102.0;85.0
881.0;34.4;8.3;28.4;1.314;1005.0;910.0;1670.0;751.0;-200.0;1.7;109.0;84.0
806.0;39.4;11.5;25.3;1.2524;1009.0;1034.0;1763.0;925.0;-200.0;2.2;110.0;109.0
824.0;21.4;13.1;33.9;1.1135;1024.0;1087.0;1745.0;924.0;-200.0;2.3;140.0;118.0
823.0;35.8;10.9;25.3;1.1421;1003.0;1009.0;1710.0;1015.0;-200.0;2.4;181.0;96.0
897.0;51.8;7.5;19.9;1.1911;915.0;877.0;1651.0;937.0;-200.0;1.0;92.0;69.0
846.0;41.2;10.2;23.5;1.1759;1000.0;985.0;1726.0;879.0;-200.0;2.3;157.0;103.0
941.0;39.1;7.0;24.8;1.2039;962.0;858.0;1613.0;779.0;-200.0;1.5;118.0;84.0
886.0;44.5;8.7;21.5;1.129;993.0;927.0;1665.0;842.0;-200.0;1.8;151.0;96.0
941.0;46.2;7.0;21.1;1.1389;973.0;858.0;1584.0;779.0;-200.0;1.5;137.0;92.0
904.0;57.6;9.1;14.7;0.9573;1175.0;945.0;1604.0;1081.0;-200.0;2.2;143.0;116.0
948.0;58.3;8.3;14.2;0.938;1215.0;912.0;1547.0;993.0;-200.0;2.1;127.0;109.0
1064.0;57.9;5.8;13.8;0.9085;1127.0;802.0;1447.0;837.0;-200.0;1.7;104.0;92.0
955.0;45.5;5.8;25.4;1.457;972.0;804.0;1620.0;734.0;-200.0;1.0;47.0;53.0
922.0;39.7;6.3;26.9;1.3898;1048.0;828.0;1618.0;683.0;-200.0;1.1;52.0;59.0
901.0;22.6;7.9;35.2;1.267;1042.0;897.0;1605.0;681.0;-200.0;1.3;63.0;76.0
860.0;21.8;9.6;35.1;1.2093;1067.0;962.0;1658.0;802.0;-200.0;1.6;95.0;91.0
850.0;41.8;8.9;21.3;1.0449;1003.0;937.0;1622.0;1005.0;-200.0;1.3;125.0;81.0
950.0;46.0;5.6;19.8;1.0524;890.0;791.0;1489.0;886.0;-200.0;0.7;62.0;61.0
894.0;32.2;8.9;23.5;0.922;988.0;937.0;1543.0;1008.0;-200.0;1.3;98.0;91.0
797.0;18.2;13.3;37.2;1.1389;1093.0;1094.0;1769.0;912.0;-200.0;2.0;108.0;110.0
923.0;50.4;7.0;19.8;1.1525;912.0;858.0;1608.0;894.0;-200.0;1.0;92.0;69.0
915.0;39.5;7.5;24.2;1.1764;919.0;880.0;1628.0;1013.0;-200.0;1.1;70.0;86.0
826.0;32.6;12.0;27.5;1.176;1056.0;1051.0;1758.0;1078.0;-200.0;2.4;163.0;116.0
887.0;56.6;8.7;20.0;1.3095;949.0;929.0;1711.0;973.0;-200.0;1.2;101.0;78.0
1001.0;59.4;5.4;19.5;1.3328;872.0;782.0;1607.0;874.0;-200.0;0.9;75.0;76.0
967.0;52.8;5.9;22.0;1.3752;919.0;807.0;1598.0;775.0;-200.0;1.0;48.0;66.0
917.0;40.1;8.7;25.4;1.2822;984.0;929.0;1654.0;817.0;-200.0;1.5;83.0;84.0
805.0;38.6;11.7;26.5;1.3154;1065.0;1038.0;1763.0;1026.0;-200.0;1.9;110.0;107.0
981.0;41.6;6.8;20.8;1.0091;1239.0;848.0;1568.0;822.0;-200.0;1.9;102.0;80.0
896.0;14.2;11.1;40.3;1.0494;1052.0;1019.0;1610.0;836.0;-200.0;2.0;140.0;125.0
853.0;45.1;10.2;23.7;1.3033;1020.0;984.0;1753.0;1031.0;-200.0;1.6;81.0;81.0
917.0;62.3;8.8;18.2;1.2903;946.0;931.0;1745.0;884.0;-200.0;1.4;126.0;69.0
980.0;50.8;6.7;21.7;1.3019;942.0;846.0;1615.0;905.0;-200.0;1.3;78.0;92.0
920.0;55.1;7.9;16.4;1.0198;1211.0;896.0;1624.0;1066.0;-200.0;1.9;112.0;93.0
1050.0;60.5;5.1;15.8;1.0805;1095.0;767.0;1547.0;818.0;-200.0;1.5;74.0;76.0
919.0;44.5;8.9;23.3;1.2566;979.0;937.0;1683.0;858.0;-200.0;1.8;94.0;101.0
1061.0;47.9;7.0;19.3;1.059;870.0;858.0;1557.0;811.0;-200.0;1.4;102.0;95.0
1048.0;37.8;7.6;22.5;1.0157;904.0;882.0;1549.0;744.0;-200.0;1.6;127.0;94.0
907.0;53.6;8.0;21.6;1.3674;1008.0;900.0;1681.0;850.0;-200.0;1.7;55.0;67.0
1032.0;38.4;6.9;17.9;0.7793;1074.0;854.0;1484.0;772.0;-200.0;1.8;115.0;83.0
1026.0;36.7;7.3;18.5;0.7764;1090.0;868.0;1509.0;766.0;-200.0;1.6;124.0;87.0
947.0;29.6;9.6;21.0;0.7263;1110.0;964.0;1577.0;829.0;-200.0;1.9;122.0;90.0
952.0;26.1;11.2;21.3;0.6539;1100.0;1021.0;1607.0;822.0;-200.0;2.2;133.0;99.0
954.0;44.4;8.2;23.4;1.2646;989.0;906.0;1681.0;826.0;-200.0;1.8;118.0;102.0
917.0;31.3;9.0;30.4;1.3331;1042.0;939.0;1744.0;860.0;-200.0;1.7;108.0;89.0
1010.0;26.0;8.0;30.7;1.1287;914.0;900.0;1596.0;706.0;-200.0;1.4;86.0;68.0
985.0;47.9;7.6;22.4;1.2817;990.0;881.0;1685.0;874.0;-200.0;1.6;133.0;81.0
954.0;54.8;8.0;20.9;1.3387;983.0;901.0;1691.0;986.0;-200.0;1.5;187.0;96.0
929.0;31.2;8.9;31.4;1.4127;1043.0;934.0;1707.0;811.0;-200.0;-200.0;61.0;47.0
925.0;46.5;8.8;25.0;1.4492;1063.0;930.0;1749.0;957.0;-200.0;-200.0;102.0;62.0
987.0;78.6;6.1;17.3;1.5412;985.0;816.0;1677.0;799.0;-200.0;0.3;107.0;65.0
986.0;80.3;6.5;17.8;1.6212;1017.0;834.0;1676.0;734.0;-200.0;0.6;61.0;59.0
977.0;68.8;7.5;19.3;1.519;1035.0;878.0;1694.0;825.0;-200.0;0.8;78.0;69.0
904.0;46.9;10.7;21.7;1.2044;1020.0;1003.0;1716.0;916.0;-200.0;1.1;97.0;96.0
921.0;23.4;12.1;30.7;1.015;1006.0;1054.0;1636.0;769.0;-200.0;1.2;115.0;111.0
909.0;22.8;13.1;30.3;0.9695;1018.0;1088.0;1677.0;795.0;-200.0;1.4;127.0;120.0
889.0;26.0;12.6;28.9;1.0188;1044.0;1069.0;1683.0;942.0;-200.0;1.4;144.0;123.0
1031.0;52.1;6.5;16.6;0.9785;909.0;834.0;1527.0;763.0;-200.0;0.5;82.0;60.0
993.0;30.1;9.8;23.6;0.8663;997.0;971.0;1573.0;930.0;-200.0;1.5;127.0;128.0
986.0;26.9;10.1;25.0;0.8408;1025.0;980.0;1591.0;891.0;-200.0;1.3;114.0;113.0
1045.0;23.8;8.8;27.4;0.858;990.0;930.0;1506.0;739.0;-200.0;1.1;89.0;95.0
907.0;39.4;13.8;18.5;0.832;1035.0;1110.0;1652.0;1044.0;-200.0;2.7;148.0;125.0
897.0;38.2;13.7;19.0;0.8327;1065.0;1106.0;1707.0;929.0;-200.0;2.7;142.0;112.0
1056.0;36.9;8.5;19.5;0.8258;955.0;918.0;1511.0;762.0;-200.0;1.3;102.0;93.0
1091.0;48.7;6.8;18.5;1.0286;940.0;849.0;1509.0;764.0;-200.0;1.1;93.0;103.0
950.0;44.3;8.0;15.1;0.7535;1138.0;898.0;1505.0;966.0;118.0;1.7;136.0;88.0
1082.0;46.8;7.0;19.8;1.0697;979.0;857.0;1546.0;797.0;-200.0;1.0;97.0;96.0
1070.0;47.6;7.0;20.0;1.103;976.0;858.0;1547.0;839.0;-200.0;0.9;104.0;102.0
959.0;47.2;10.4;20.2;1.1043;1081.0;992.0;1680.0;935.0;-200.0;1.8;147.0;119.0
966.0;23.2;12.2;28.0;0.8613;1039.0;1055.0;1590.0;845.0;-200.0;1.7;131.0;117.0
982.0;18.9;12.3;29.6;0.7692;1026.0;1061.0;1564.0;814.0;-200.0;1.7;133.0;115.0
944.0;24.0;9.7;18.4;0.5046;970.0;966.0;1379.0;907.0;-200.0;2.0;118.0;81.0
972.0;36.3;5.8;25.3;1.1513;1085.0;805.0;1528.0;718.0;-200.0;1.1;69.0;65.0
991.0;27.7;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;-200.0;1.5;93.0;81.0
1034.0;48.6;4.3;20.0;1.1199;1008.0;729.0;1490.0;795.0;-200.0;0.8;68.0;65.0
930.0;48.3;6.4;21.2;1.2034;1123.0;832.0;1565.0;792.0;-200.0;1.2;65.0;68.0
800.0;27.0;10.5;29.2;1.081;1237.0;997.0;1688.0;924.0;-200.0;1.8;97.0;87.0
872.0;27.8;8.3;28.3;1.0539;1154.0;912.0;1605.0;825.0;-200.0;1.4;78.0;76.0
813.0;32.5;11.6;25.6;1.053;1238.0;1037.0;1698.0;978.0;-200.0;1.8;113.0;91.0
791.0;22.3;12.3;31.1;0.9888;1196.0;1061.0;1649.0;899.0;-200.0;1.9;116.0;120.0
796.0;23.3;12.0;30.3;0.9869;1218.0;1051.0;1689.0;881.0;-200.0;2.0;121.0;108.0
885.0;59.0;6.6;15.8;1.0495;1086.0;837.0;1553.0;906.0;-200.0;0.9;83.0;68.0
900.0;53.0;5.8;18.0;1.0832;1046.0;803.0;1490.0;823.0;-200.0;0.8;48.0;73.0
821.0;50.1;8.2;18.5;1.0539;1164.0;908.0;1574.0;1019.0;-200.0;1.5;90.0;102.0
815.0;47.1;9.0;19.7;1.0666;1238.0;940.0;1622.0;877.0;-200.0;1.7;95.0;103.0
823.0;41.8;9.3;20.8;1.0155;1197.0;950.0;1592.0;918.0;-200.0;2.0;110.0;118.0
813.0;26.3;11.5;27.7;0.9652;1156.0;1034.0;1640.0;1123.0;-200.0;2.1;154.0;122.0
910.0;36.5;8.7;21.1;0.9019;1081.0;929.0;1518.0;937.0;-200.0;1.2;65.0;75.0
862.0;19.5;10.1;31.7;0.8981;1158.0;981.0;1573.0;775.0;-200.0;1.9;96.0;105.0
818.0;20.2;12.5;30.6;0.8719;1182.0;1066.0;1663.0;965.0;-200.0;2.0;121.0;106.0
902.0;17.1;13.4;26.7;0.5909;1106.0;1097.0;1552.0;941.0;-200.0;2.4;135.0;105.0
950.0;20.8;10.1;25.1;0.6516;1029.0;983.0;1470.0;879.0;-200.0;1.9;129.0;97.0
1028.0;21.7;8.3;24.2;0.6451;979.0;910.0;1396.0;788.0;-200.0;1.5;123.0;92.0
974.0;28.5;8.6;19.8;0.652;990.0;924.0;1404.0;861.0;-200.0;1.8;140.0;90.0
944.0;38.1;7.0;16.0;0.6879;1009.0;859.0;1420.0;1016.0;-200.0;1.3;132.0;102.0
856.0;33.5;9.9;26.8;1.1602;1242.0;973.0;1632.0;819.0;-200.0;1.8;99.0;106.0
1013.0;19.0;7.9;28.2;0.7164;1017.0;897.0;1400.0;780.0;-200.0;1.6;96.0;92.0
930.0;21.1;9.8;25.5;0.677;1053.0;970.0;1473.0;991.0;-200.0;2.0;138.0;105.0
919.0;43.3;7.1;17.0;0.8341;998.0;859.0;1450.0;1045.0;-200.0;1.5;90.0;88.0
852.0;33.2;10.2;20.9;0.8098;1101.0;986.0;1574.0;1100.0;-200.0;2.2;163.0;124.0
878.0;28.7;12.1;23.0;0.7976;1159.0;1054.0;1603.0;1046.0;-200.0;2.5;158.0;120.0
997.0;23.5;9.4;25.6;0.7611;1025.0;955.0;1457.0;834.0;-200.0;1.7;111.0;94.0
890.0;47.4;9.1;16.0;0.8564;1065.0;942.0;1576.0;1067.0;-200.0;1.4;106.0;68.0
964.0;40.5;5.7;18.0;0.8271;947.0;798.0;1395.0;930.0;-200.0;1.2;67.0;81.0
907.0;20.2;11.4;28.4;0.7697;1042.0;1029.0;1540.0;879.0;-200.0;2.1;123.0;103.0
882.0;52.3;8.4;17.2;1.0169;1033.0;917.0;1617.0;905.0;-200.0;1.5;118.0;95.0
908.0;59.9;6.1;15.5;1.0498;988.0;814.0;1512.0;921.0;-200.0;-200.0;74.0;87.0
818.0;45.5;9.8;19.5;1.0189;1084.0;970.0;1626.0;845.0;-200.0;2.1;132.0;98.0
846.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;-200.0;1.9;138.0;97.0
907.0;49.7;7.2;17.6;0.9944;1020.0;866.0;1554.0;799.0;-200.0;1.6;139.0;90.0
815.0;55.6;9.4;16.2;1.0151;1133.0;957.0;1652.0;944.0;-200.0;2.0;174.0;106.0
949.0;50.2;6.5;16.2;0.9156;1003.0;836.0;1455.0;748.0;-200.0;1.6;98.0;96.0
846.0;47.2;9.4;16.7;0.892;1074.0;954.0;1570.0;956.0;-200.0;2.2;136.0;112.0
800.0;65.7;9.6;14.5;1.0804;1152.0;964.0;1705.0;1096.0;-200.0;1.5;134.0;73.0
964.0;57.6;5.2;17.6;1.1484;986.0;771.0;1518.0;947.0;-200.0;0.8;54.0;67.0
824.0;27.2;12.2;26.5;0.9282;1131.0;1058.0;1664.0;931.0;-200.0;1.9;121.0;91.0
826.0;31.2;11.6;24.2;0.9257;1105.0;1035.0;1643.0;877.0;-200.0;2.0;117.0;86.0
882.0;70.4;8.4;11.3;0.9443;1035.0;917.0;1606.0;968.0;-200.0;1.4;135.0;64.0
775.0;53.6;12.4;16.8;1.0167;1084.0;1063.0;1703.0;1031.0;-200.0;2.1;128.0;109.0
800.0;30.1;13.7;25.0;0.9394;1100.0;1108.0;1731.0;932.0;-200.0;2.3;148.0;109.0
751.0;40.6;12.9;20.8;0.9888;1105.0;1080.0;1758.0;981.0;-200.0;2.2;139.0;104.0
767.0;44.1;11.7;20.3;1.0392;1108.0;1040.0;1748.0;1051.0;-200.0;2.1;145.0;95.0
927.0;64.6;7.7;13.4;0.9864;1027.0;887.0;1568.0;876.0;-200.0;2.0;133.0;97.0
922.0;65.2;8.0;13.4;0.9996;1041.0;898.0;1595.0;891.0;-200.0;2.0;130.0;97.0
869.0;60.5;9.4;14.2;0.9765;1052.0;956.0;1600.0;725.0;-200.0;2.3;140.0;116.0
879.0;64.7;8.2;13.8;1.0168;1059.0;907.0;1579.0;970.0;-200.0;2.3;145.0;102.0
973.0;66.4;6.6;12.3;0.944;934.0;841.0;1497.0;756.0;-200.0;1.6;100.0;93.0
870.0;65.8;8.9;13.7;1.0254;1034.0;935.0;1605.0;941.0;-200.0;2.2;122.0;98.0
892.0;58.3;9.4;15.6;1.0266;1008.0;954.0;1626.0;834.0;-200.0;1.8;92.0;92.0
869.0;42.8;9.8;18.5;0.9026;992.0;970.0;1624.0;884.0;-200.0;2.1;135.0;100.0
789.0;37.7;12.5;20.2;0.8833;1043.0;1066.0;1692.0;1014.0;-200.0;2.5;161.0;114.0
850.0;70.7;9.2;15.9;1.2672;1110.0;949.0;1733.0;842.0;-200.0;2.1;96.0;79.0
881.0;63.9;8.5;17.5;1.2667;1000.0;918.0;1661.0;802.0;-200.0;1.6;68.0;67.0
824.0;59.2;11.2;17.5;1.1725;1070.0;1022.0;1740.0;933.0;-200.0;2.4;126.0;88.0
912.0;78.3;6.9;14.5;1.2851;1060.0;851.0;1673.0;805.0;-200.0;1.3;108.0;81.0
772.0;47.7;12.3;21.4;1.2047;1131.0;1059.0;1784.0;978.0;-200.0;2.3;132.0;100.0
898.0;54.8;7.9;20.3;1.2867;1035.0;895.0;1657.0;863.0;-200.0;1.3;84.0;65.0
936.0;65.8;5.5;18.4;1.3802;1065.0;789.0;1620.0;929.0;-200.0;1.3;79.0;81.0
872.0;62.5;6.7;18.9;1.3521;1135.0;842.0;1653.0;973.0;-200.0;1.5;84.0;83.0
967.0;57.1;5.3;19.5;1.2806;1016.0;780.0;1566.0;806.0;-200.0;1.1;61.0;70.0
896.0;19.7;11.2;30.9;0.8649;1058.0;1023.0;1580.0;795.0;-200.0;1.5;81.0;74.0
947.0;20.1;10.0;30.3;0.8539;998.0;977.0;1496.0;695.0;-200.0;1.4;74.0;69.0
911.0;23.6;10.8;28.4;0.8983;1051.0;1008.0;1561.0;921.0;-200.0;1.7;102.0;90.0
858.0;30.7;10.9;23.9;0.9002;1060.0;1010.0;1623.0;1074.0;-200.0;2.0;135.0;102.0
815.0;65.8;8.2;16.0;1.1844;1147.0;906.0;1687.0;1126.0;-200.0;1.3;152.0;80.0
903.0;49.3;7.1;18.0;1.0086;1031.0;861.0;1534.0;825.0;-200.0;1.6;97.0;94.0
