PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
714.0;1326.0;1431.0;4.1;259.0;134.0;743.0;1289.0;1806.0;44.1;19.7;10.9;0.5748
742.0;1419.0;1490.0;3.7;219.0;138.0;586.0;1267.0;1763.0;22.5;18.9;20.8;0.5463
1699.0;851.0;343.0;0.5;15.0;26.0;18.0;477.0;1064.0;36.1;0.8;14.5;0.5928
755.0;1390.0;1192.0;3.1;195.0;119.0;386.0;1100.0;1799.0;59.3;13.5;14.9;0.9974
793.0;1308.0;1187.0;3.3;163.0;106.0;388.0;1193.0;1193.0;27.5;16.4;23.6;0.7913
986.0;1141.0;1060.0;1.2;69.0;83.0;88.0;777.0;1455.0;58.2;5.3;15.1;0.9886
989.0;1113.0;646.0;-200.0;-200.0;-200.0;-200.0;772.0;1493.0;56.1;5.2;16.6;1.0481
713.0;1430.0;1409.0;3.0;228.0;121.0;339.0;1107.0;1853.0;55.2;13.7;16.6;1.0382
849.0;1143.0;710.0;1.9;109.0;98.0;226.0;988.0;1590.0;36.8;10.3;18.8;0.7883
1087.0;965.0;827.0;1.1;56.0;72.0;83.0;716.0;1383.0;79.6;4.1;8.2;0.8672
813.0;1207.0;1319.0;2.6;189.0;113.0;324.0;1041.0;1620.0;42.6;11.7;16.5;0.7912
1084.0;943.0;544.0;1.5;92.0;91.0;132.0;850.0;1296.0;21.3;6.8;22.1;0.5605
949.0;1037.0;740.0;2.0;122.0;111.0;165.0;927.0;1426.0;31.6;8.7;18.3;0.6562
1453.0;922.0;432.0;0.6;45.0;57.0;39.0;541.0;1246.0;53.6;1.5;13.3;0.8169
1197.0;1025.0;537.0;1.2;88.0;77.0;67.0;682.0;1313.0;65.2;3.5;10.3;0.8151
1191.0;905.0;820.0;0.9;79.0;62.0;47.0;670.0;1346.0;65.8;3.3;10.2;0.8196
669.0;1417.0;1403.0;3.9;263.0;94.0;478.0;1246.0;1921.0;64.0;18.2;10.8;0.8307
964.0;1060.0;1089.0;-200.0;-200.0;-200.0;-200.0;805.0;1418.0;54.2;5.8;13.4;0.8319
1163.0;943.0;862.0;-200.0;-200.0;-200.0;-200.0;660.0;1297.0;58.8;3.1;11.6;0.7996
560.0;1689.0;1492.0;6.4;323.0;149.0;783.0;1474.0;2298.0;78.0;26.8;13.9;1.2303
803.0;1235.0;1095.0;2.7;166.0;103.0;159.0;963.0;1680.0;80.1;9.6;13.1;1.2016
1136.0;938.0;564.0;-200.0;-200.0;-200.0;-200.0;674.0;1433.0;56.0;3.4;16.7;1.0544
811.0;1105.0;947.0;-200.0;-200.0;-200.0;-200.0;1010.0;1709.0;46.7;10.9;18.0;0.9569
892.0;1088.0;741.0;-200.0;-200.0;-200.0;-200.0;893.0;1565.0;75.6;7.9;12.1;1.0662
599.0;1428.0;1526.0;-200.0;-200.0;-200.0;-200.0;1437.0;2156.0;39.5;25.3;22.6;1.0679
976.0;1005.0;952.0;-200.0;-200.0;-200.0;-200.0;802.0;1474.0;67.7;5.8;12.2;0.9625
1242.0;843.0;727.0;-200.0;-200.0;-200.0;-200.0;597.0;1341.0;59.2;2.2;14.3;0.9601
990.0;977.0;926.0;-200.0;-200.0;-200.0;-200.0;800.0;1474.0;64.1;5.7;12.2;0.9062
729.0;1356.0;1342.0;3.2;174.0;147.0;483.0;1312.0;1865.0;20.1;20.6;29.6;0.8181
679.0;1497.0;1532.0;4.6;281.0;186.0;698.0;1449.0;1985.0;20.1;25.8;29.5;0.8136
770.0;1294.0;1321.0;2.2;121.0;108.0;208.0;1083.0;1687.0;44.9;13.0;19.2;0.9875
1045.0;948.0;939.0;-200.0;45.0;60.0;55.0;700.0;1430.0;49.8;3.8;16.9;0.9514
931.0;1021.0;1019.0;0.9;75.0;64.0;119.0;800.0;1483.0;59.7;5.7;14.0;0.9499
681.0;1311.0;1351.0;2.5;166.0;86.0;305.0;1147.0;1838.0;51.9;15.0;16.7;0.9788
906.0;1169.0;873.0;2.0;88.0;79.0;202.0;850.0;1584.0;73.5;6.8;15.6;1.2953
1192.0;893.0;515.0;1.1;55.0;57.0;66.0;703.0;1283.0;44.9;3.9;14.1;0.7206
1722.0;775.0;335.0;0.3;-200.0;-200.0;26.0;477.0;1115.0;44.3;0.8;14.0;0.7038
1826.0;767.0;319.0;-200.0;10.0;17.0;17.0;454.0;1091.0;43.0;0.6;14.1;0.689
982.0;1053.0;786.0;1.9;116.0;91.0;155.0;880.0;1464.0;43.6;7.5;14.4;0.7113
811.0;1163.0;977.0;3.0;135.0;111.0;334.0;1068.0;1616.0;37.5;12.5;17.8;0.7568
1424.0;826.0;402.0;0.7;25.0;39.0;41.0;560.0;1197.0;42.5;1.7;15.7;0.7539
843.0;1120.0;1126.0;1.4;112.0;76.0;111.0;935.0;1593.0;53.1;8.9;14.4;0.8677
892.0;1030.0;996.0;1.1;76.0;69.0;95.0;880.0;1539.0;60.7;7.5;13.9;0.9597
553.0;1664.0;1820.0;5.4;271.0;145.0;657.0;1519.0;2312.0;48.6;28.6;20.2;1.1354
502.0;1761.0;2006.0;6.5;332.0;146.0;830.0;1610.0;2488.0;50.8;32.6;20.2;1.1924
608.0;1524.0;1740.0;4.3;245.0;122.0;435.0;1275.0;2046.0;57.6;19.2;18.6;1.2233
950.0;1009.0;938.0;1.3;-200.0;-200.0;-200.0;825.0;1629.0;73.1;6.3;15.7;1.2902
727.0;1358.0;1243.0;3.6;184.0;115.0;-200.0;1144.0;1851.0;57.6;14.8;17.4;1.1342
577.0;1493.0;1597.0;3.4;283.0;101.0;-200.0;1328.0;2193.0;62.5;21.1;16.8;1.1869
1335.0;881.0;458.0;-200.0;21.0;28.0;-200.0;546.0;1465.0;81.0;1.5;15.6;1.4216
649.0;1309.0;1308.0;3.2;192.0;104.0;-200.0;1186.0;1973.0;70.8;16.2;17.7;1.4171
918.0;1023.0;744.0;1.8;111.0;89.0;-200.0;854.0;1637.0;75.1;6.9;15.1;1.2799
1130.0;861.0;500.0;1.1;56.0;67.0;-200.0;695.0;1438.0;72.5;3.7;13.9;1.1502
1053.0;945.0;637.0;-200.0;-200.0;-200.0;-200.0;726.0;1432.0;55.3;4.3;16.3;1.0146
879.0;993.0;989.0;-200.0;-200.0;-200.0;-200.0;913.0;1601.0;65.4;8.3;12.6;0.9529
633.0;1378.0;1494.0;4.4;257.0;117.0;-200.0;1303.0;2051.0;51.1;20.2;17.8;1.0362
674.0;1336.0;1255.0;3.5;188.0;125.0;-200.0;1326.0;1923.0;27.5;21.1;26.3;0.9306
907.0;1020.0;799.0;1.6;139.0;90.0;-200.0;866.0;1554.0;49.7;7.2;17.6;0.9944
706.0;1302.0;1698.0;4.5;230.0;164.0;-200.0;1346.0;1880.0;25.1;21.8;24.6;0.7636
843.0;1131.0;1223.0;1.9;107.0;103.0;-200.0;965.0;1520.0;38.3;9.7;19.1;0.8381
964.0;935.0;954.0;1.0;55.0;71.0;-200.0;786.0;1389.0;43.4;5.4;17.4;0.8553
1091.0;873.0;756.0;0.6;41.0;49.0;-200.0;704.0;1322.0;49.7;3.9;15.3;0.8552
1015.0;988.0;835.0;1.6;113.0;93.0;-200.0;924.0;1463.0;24.2;8.6;25.0;0.7568
975.0;1093.0;816.0;1.6;96.0;95.0;-200.0;858.0;1495.0;37.0;7.0;22.9;1.0197
1566.0;771.0;360.0;0.4;-200.0;-200.0;-200.0;533.0;1110.0;30.2;1.4;17.4;0.5945
1014.0;964.0;735.0;1.2;69.0;73.0;-200.0;861.0;1398.0;28.8;7.1;20.9;0.7014
862.0;1158.0;775.0;1.9;96.0;105.0;-200.0;981.0;1573.0;19.5;10.1;31.7;0.8981
796.0;1192.0;971.0;2.0;118.0;113.0;-200.0;1097.0;1688.0;22.1;13.4;30.1;0.9281
689.0;1358.0;1192.0;3.4;176.0;149.0;-200.0;1278.0;1899.0;26.3;19.3;28.8;1.0271
900.0;1046.0;823.0;0.8;48.0;73.0;-200.0;803.0;1490.0;53.0;5.8;18.0;1.0832
1043.0;956.0;701.0;0.5;38.0;59.0;-200.0;661.0;1398.0;51.7;3.1;18.4;1.0819
771.0;1251.0;1280.0;2.9;181.0;143.0;-200.0;1097.0;1680.0;34.4;13.4;22.2;0.9072
1024.0;941.0;777.0;0.5;50.0;59.0;-200.0;687.0;1374.0;53.8;3.6;15.8;0.9615
1472.0;752.0;436.0;-200.0;-200.0;-200.0;-200.0;515.0;1068.0;35.6;1.2;13.3;0.5393
913.0;1047.0;1103.0;2.1;159.0;114.0;-200.0;1101.0;1391.0;9.8;13.5;29.2;0.3914
774.0;1245.0;1324.0;-200.0;-200.0;-200.0;-200.0;1281.0;1952.0;43.6;19.4;20.8;1.0614
1247.0;873.0;589.0;0.6;73.0;79.0;-200.0;792.0;1397.0;30.2;5.6;23.2;0.8442
863.0;1060.0;836.0;1.5;116.0;119.0;-200.0;1122.0;1721.0;24.4;14.2;30.9;1.0724
722.0;1259.0;1367.0;1.9;191.0;89.0;-200.0;1178.0;2060.0;61.8;15.9;21.6;1.5775
822.0;1148.0;1168.0;1.6;136.0;75.0;-200.0;1048.0;1883.0;66.9;12.0;20.5;1.5914
1025.0;905.0;707.0;-200.0;-200.0;-200.0;-200.0;923.0;1582.0;27.7;8.6;28.7;1.071
876.0;1043.0;1001.0;-200.0;-200.0;-200.0;-200.0;1139.0;1756.0;28.3;14.7;27.2;1.0016
1100.0;885.0;675.0;-200.0;-200.0;-200.0;-200.0;812.0;1495.0;37.6;6.0;22.8;1.0315
950.0;993.0;790.0;-200.0;-200.0;-200.0;-200.0;985.0;1680.0;32.6;10.2;25.8;1.072
1135.0;841.0;609.0;1.0;61.0;62.0;-200.0;811.0;1463.0;25.4;6.0;30.1;1.0641
793.0;1124.0;1021.0;2.3;134.0;105.0;-200.0;1118.0;1915.0;35.0;14.0;27.8;1.282
871.0;922.0;728.0;1.1;-200.0;-200.0;-200.0;859.0;1739.0;78.6;7.0;17.6;1.5722
871.0;1022.0;979.0;2.3;172.0;113.0;-200.0;1155.0;1840.0;19.4;15.2;34.3;1.0279
728.0;1160.0;1330.0;2.9;220.0;149.0;-200.0;1208.0;1925.0;28.6;16.9;31.4;1.298
751.0;1145.0;1376.0;2.8;157.0;123.0;-200.0;1170.0;1894.0;35.4;15.7;26.7;1.2233
721.0;1183.0;1308.0;2.8;183.0;167.0;-200.0;1241.0;1937.0;18.3;18.0;39.5;1.2917
826.0;1056.0;1078.0;2.4;163.0;116.0;-200.0;1051.0;1758.0;32.6;12.0;27.5;1.176
990.0;936.0;921.0;1.3;108.0;97.0;-200.0;871.0;1430.0;27.2;7.3;24.9;0.8429
847.0;1086.0;945.0;2.0;126.0;89.0;-200.0;946.0;1729.0;45.2;9.2;25.2;1.4262
1305.0;814.0;446.0;0.8;46.0;57.0;-200.0;627.0;1351.0;45.3;2.6;19.6;1.0244
886.0;993.0;842.0;1.8;151.0;96.0;-200.0;927.0;1665.0;44.5;8.7;21.5;1.129
846.0;1000.0;879.0;2.3;157.0;103.0;-200.0;985.0;1726.0;41.2;10.2;23.5;1.1759
1134.0;851.0;561.0;1.0;57.0;67.0;-200.0;718.0;1471.0;44.9;4.1;22.0;1.1699
838.0;1037.0;1004.0;2.1;177.0;109.0;-200.0;1046.0;1763.0;29.1;11.9;28.8;1.1349
1163.0;810.0;595.0;0.5;27.0;34.0;-200.0;612.0;1462.0;54.5;2.4;21.3;1.3682
756.0;1090.0;902.0;2.2;117.0;107.0;-200.0;1119.0;1811.0;25.7;14.1;32.4;1.2271
841.0;1037.0;865.0;1.9;127.0;105.0;-200.0;969.0;1728.0;37.0;9.8;27.4;1.3319
801.0;1092.0;910.0;1.6;104.0;99.0;-200.0;967.0;1774.0;39.9;9.7;27.0;1.402
876.0;905.0;776.0;1.7;124.0;90.0;-200.0;931.0;1460.0;21.3;8.8;28.3;0.8054
-200.0;-200.0;-200.0;1.4;74.0;85.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
857.0;934.0;863.0;1.3;85.0;64.0;-200.0;911.0;1639.0;56.0;8.3;18.6;1.1865
736.0;1043.0;967.0;2.7;149.0;126.0;-200.0;1121.0;1793.0;35.7;14.1;24.5;1.0807
796.0;1023.0;910.0;2.1;132.0;101.0;-200.0;1042.0;1711.0;19.9;11.8;35.4;1.1222
1061.0;833.0;705.0;0.7;-200.0;-200.0;-200.0;671.0;1482.0;47.4;3.3;23.1;1.3208
761.0;1109.0;1274.0;2.3;187.0;144.0;-200.0;1074.0;1734.0;25.6;12.7;30.0;1.0674
861.0;1079.0;928.0;1.8;107.0;99.0;-200.0;909.0;1686.0;37.8;8.2;29.2;1.5098
770.0;1103.0;940.0;1.9;126.0;118.0;-200.0;1060.0;1748.0;21.5;12.3;37.5;1.3673
952.0;901.0;800.0;0.7;-200.0;-200.0;-200.0;697.0;1586.0;51.9;3.7;26.8;1.8058
643.0;1225.0;1338.0;2.2;178.0;106.0;-200.0;1155.0;1992.0;46.4;15.2;27.3;1.6542
628.0;1276.0;1430.0;2.9;246.0;134.0;-200.0;1138.0;2021.0;47.1;14.6;28.2;1.7752
736.0;1065.0;1103.0;1.7;83.0;90.0;-200.0;977.0;1733.0;46.1;10.0;25.9;1.5174
888.0;993.0;770.0;0.8;60.0;63.0;-200.0;795.0;1629.0;50.6;5.6;24.8;1.5654
648.0;1173.0;1401.0;2.3;208.0;120.0;-200.0;1130.0;1885.0;43.9;14.4;23.2;1.2344
781.0;1079.0;999.0;1.7;139.0;113.0;-200.0;976.0;1669.0;31.1;9.9;29.9;1.2883
905.0;947.0;659.0;1.4;81.0;90.0;-200.0;926.0;1484.0;20.4;8.7;31.9;0.9462
877.0;1025.0;690.0;1.0;56.0;68.0;-200.0;809.0;1606.0;37.7;5.9;29.6;1.544
1007.0;936.0;523.0;0.8;40.0;52.0;-200.0;757.0;1459.0;22.4;4.9;35.8;1.2933
1106.0;872.0;489.0;0.6;39.0;56.0;-200.0;708.0;1331.0;15.6;4.0;38.9;1.0613
1102.0;839.0;515.0;0.7;52.0;64.0;-200.0;752.0;1298.0;12.7;4.8;37.9;0.8211
776.0;1058.0;947.0;1.8;92.0;98.0;-200.0;1004.0;1684.0;32.8;10.7;28.8;1.2776
740.0;1072.0;1340.0;1.3;144.0;88.0;-200.0;976.0;1673.0;39.3;9.9;23.9;1.1522
538.0;1502.0;1919.0;5.3;337.0;223.0;-200.0;1546.0;2199.0;20.4;29.8;35.6;1.1646
487.0;1611.0;1948.0;5.1;317.0;206.0;-200.0;1552.0;2371.0;29.3;30.0;34.9;1.611
559.0;1387.0;1677.0;4.5;309.0;192.0;-200.0;1419.0;2113.0;26.4;24.6;33.6;1.3515
1070.0;903.0;550.0;0.5;-200.0;-200.0;-200.0;631.0;1458.0;43.7;2.7;27.8;1.6039
828.0;1002.0;786.0;1.7;149.0;137.0;-200.0;964.0;1546.0;20.1;9.6;32.9;0.9902
845.0;1008.0;742.0;1.7;145.0;129.0;-200.0;962.0;1545.0;19.3;9.6;34.4;1.0325
794.0;1049.0;861.0;1.5;98.0;104.0;-200.0;958.0;1648.0;43.4;9.5;23.7;1.2495
1071.0;821.0;457.0;0.6;48.0;62.0;-200.0;766.0;1323.0;16.8;5.0;33.1;0.8391
1185.0;804.0;424.0;0.4;21.0;36.0;-200.0;636.0;1321.0;22.3;2.8;31.8;1.0366
567.0;1176.0;1494.0;4.0;339.0;111.0;-200.0;1398.0;2120.0;54.3;23.8;17.3;1.0631
-200.0;-200.0;-200.0;1.6;75.0;87.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
