InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
-24;443.0;-432.0;172.0;-410.0;928.0;875.0
87;463.0;-443.0;256.0;-367.0;939.0;954.0
-66;690.0;-436.0;170.0;-609.0;1048.0;1063.0
66;303.0;-355.0;548.0;-721.0;909.0;770.0
67;257.0;-346.0;296.0;-284.0;924.0;1159.0
-26;465.0;-281.0;186.0;-357.0;852.0;906.0
149;128.0;-432.0;623.0;-256.0;874.0;999.0
14;268.0;-457.0;257.0;-241.0;745.0;964.0
130;165.0;-193.0;700.0;-207.0;661.0;802.0
102;480.0;-479.0;182.0;-491.0;1030.0;977.0
-41;472.0;-661.0;413.0;-466.0;884.0;590.0
-22;505.0;-363.0;147.0;-310.0;928.0;991.0
-23;454.0;-286.0;143.0;-367.0;863.0;896.0
-24;437.0;-436.0;169.0;-423.0;944.0;850.0
-24;424.0;-400.0;167.0;-418.0;925.0;858.0
-24;422.0;-362.0;164.0;-402.0;915.0;866.0
-24;434.0;-395.0;147.0;-468.0;937.0;845.0
-45;329.0;-479.0;46.0;-281.0;812.0;855.0
-24;421.0;-398.0;152.0;-387.0;948.0;890.0
-24;410.0;-436.0;144.0;-381.0;940.0;891.0
-24;421.0;-306.0;143.0;-446.0;1235.0;1131.0
96;321.0;-418.0;199.0;-407.0;924.0;1018.0
-24;418.0;-402.0;142.0;-402.0;943.0;891.0
-9;448.0;-251.0;205.0;-446.0;901.0;849.0
-24;417.0;-398.0;139.0;-416.0;926.0;842.0
-24;426.0;-503.0;139.0;-421.0;965.0;896.0
160;355.0;-456.0;93.0;-435.0;1081.0;1151.0
-24;389.0;-412.0;177.0;-409.0;968.0;880.0
112;450.0;-285.0;397.0;-274.0;881.0;926.0
105;393.0;-271.0;49.0;-262.0;977.0;1041.0
2;527.0;-325.0;32.0;-387.0;826.0;907.0
0;359.0;-158.0;82.0;-329.0;768.0;835.0
-24;344.0;-393.0;128.0;-390.0;984.0;1068.0
-37;487.0;-447.0;133.0;-366.0;1072.0;1168.0
46;502.0;-522.0;76.0;-293.0;836.0;961.0
-54;427.0;-380.0;302.0;-353.0;990.0;972.0
-71;355.0;-151.0;287.0;-390.0;859.0;853.0
-54;458.0;-365.0;316.0;-153.0;844.0;1043.0
64;791.0;-612.0;486.0;-118.0;823.0;152.0
-24;352.0;-337.0;161.0;-459.0;917.0;919.0
-24;451.0;-244.0;174.0;-352.0;963.0;883.0
105;365.0;-270.0;46.0;-271.0;942.0;1053.0
-155;518.0;-529.0;800.0;-519.0;836.0;821.0
-46;203.0;-540.0;555.0;-342.0;635.0;588.0
-24;354.0;-293.0;181.0;-190.0;916.0;860.0
-24;344.0;-348.0;176.0;-177.0;986.0;972.0
-24;484.0;-471.0;165.0;-429.0;947.0;1063.0
-57;504.0;-458.0;480.0;-431.0;1079.0;1044.0
-43;665.0;-668.0;496.0;-405.0;749.0;816.0
-52;639.0;-609.0;142.0;-442.0;1035.0;1066.0
34;237.0;-302.0;-20.0;-369.0;997.0;952.0
-55;214.0;-181.0;381.0;-180.0;998.0;1229.0
-7;192.0;-111.0;59.0;-267.0;903.0;976.0
-20;353.0;-435.0;71.0;-369.0;971.0;1036.0
89;506.0;-394.0;501.0;-438.0;1258.0;1317.0
-20;256.0;-291.0;130.0;-377.0;914.0;1025.0
-28;429.0;-349.0;282.0;-391.0;1243.0;1389.0
-7;404.0;-300.0;227.0;-267.0;688.0;902.0
23;338.0;-282.0;82.0;-328.0;902.0;987.0
-44;294.0;-439.0;132.0;-262.0;944.0;1096.0
103;352.0;-298.0;-68.0;-226.0;955.0;1007.0
-38;405.0;-481.0;317.0;-366.0;923.0;986.0
-35;453.0;-361.0;338.0;-330.0;824.0;886.0
56;375.0;-442.0;406.0;-272.0;779.0;1243.0
-63;378.0;-252.0;367.0;-282.0;745.0;771.0
-34;483.0;-296.0;322.0;-242.0;865.0;914.0
-27;436.0;-419.0;289.0;-369.0;973.0;1006.0
-27;442.0;-241.0;291.0;-420.0;877.0;877.0
-17;694.0;-827.0;241.0;-647.0;549.0;712.0
-108;600.0;-406.0;455.0;152.0;689.0;700.0
66;397.0;-368.0;-27.0;-463.0;905.0;902.0
-22;520.0;-428.0;210.0;-471.0;1005.0;962.0
-23;623.0;-157.0;318.0;-297.0;1189.0;1078.0
-15;493.0;-463.0;297.0;-340.0;875.0;939.0
-14;389.0;-217.0;294.0;-359.0;783.0;845.0
102;391.0;-540.0;252.0;-406.0;898.0;920.0
-14;448.0;-329.0;272.0;-111.0;858.0;1035.0
-45;441.0;-302.0;100.0;-361.0;980.0;1031.0
63;345.0;-333.0;234.0;-400.0;849.0;1029.0
36;326.0;-322.0;219.0;-362.0;803.0;970.0
-21;462.0;-335.0;362.0;-373.0;1013.0;1059.0
-22;423.0;-357.0;362.0;-358.0;901.0;928.0
-22;463.0;-287.0;362.0;-345.0;867.0;910.0
14;181.0;-230.0;168.0;-276.0;606.0;905.0
12;256.0;-312.0;188.0;-364.0;817.0;883.0
-23;381.0;-186.0;346.0;-248.0;842.0;929.0
-16;318.0;-198.0;417.0;-294.0;1031.0;1082.0
12;208.0;-87.0;9.0;-366.0;965.0;932.0
-42;427.0;-367.0;194.0;-325.0;934.0;1018.0
-23;555.0;-387.0;150.0;-266.0;1027.0;1161.0
-68;191.0;-222.0;724.0;-248.0;784.0;874.0
-84;238.0;-383.0;710.0;-211.0;738.0;883.0
-24;181.0;-315.0;498.0;-220.0;697.0;882.0
119;255.0;-588.0;68.0;-279.0;1068.0;1172.0
8;147.0;-288.0;26.0;-302.0;974.0;980.0
-30;401.0;-253.0;56.0;-246.0;1015.0;1278.0
3;339.0;-396.0;140.0;-184.0;987.0;1000.0
-6;602.0;-323.0;300.0;-427.0;867.0;974.0
-6;515.0;-338.0;285.0;-419.0;934.0;1064.0
-61;440.0;-216.0;217.0;-255.0;969.0;1152.0
2;436.0;-287.0;199.0;-322.0;853.0;969.0
3;463.0;-396.0;203.0;-283.0;930.0;1024.0
-9;626.0;-362.0;136.0;-556.0;1196.0;1227.0
11;167.0;-235.0;153.0;-65.0;810.0;953.0
-9;268.0;-312.0;229.0;-282.0;925.0;979.0
117;494.0;-234.0;615.0;-335.0;943.0;1025.0
-2;276.0;-297.0;110.0;-406.0;1004.0;1074.0
13;155.0;-155.0;-139.0;-184.0;717.0;1029.0
105;376.0;-228.0;63.0;-244.0;959.0;1010.0
105;408.0;-245.0;66.0;-254.0;1010.0;1002.0
105;343.0;-271.0;66.0;-231.0;912.0;1076.0
104;384.0;-276.0;65.0;-263.0;1030.0;1061.0
6;418.0;-174.0;8.0;-406.0;1072.0;1088.0
-40;253.0;-593.0;-205.0;-350.0;1004.0;1026.0
100;325.0;-280.0;-596.0;-375.0;1275.0;780.0
130;559.0;-384.0;655.0;-198.0;927.0;1095.0
-3;317.0;-294.0;20.0;-250.0;898.0;1012.0
8;171.0;-415.0;-254.0;-188.0;951.0;765.0
105;391.0;-231.0;62.0;-231.0;970.0;1001.0
99;393.0;-338.0;-689.0;-325.0;961.0;994.0
109;513.0;-542.0;451.0;-308.0;898.0;991.0
109;391.0;-479.0;-235.0;-218.0;1201.0;1272.0
105;399.0;-285.0;57.0;-206.0;973.0;1030.0
105;375.0;-269.0;57.0;-228.0;988.0;1023.0
105;365.0;-255.0;56.0;-225.0;952.0;1035.0
92;445.0;-233.0;141.0;-166.0;928.0;1016.0
65;496.0;-331.0;77.0;-52.0;871.0;1071.0
116;620.0;-1008.0;-658.0;-195.0;-465.0;-801.0
-45;268.0;-657.0;43.0;-224.0;716.0;721.0
105;362.0;-253.0;56.0;-216.0;932.0;1034.0
76;331.0;-337.0;14.0;-310.0;989.0;1007.0
106;329.0;-320.0;-179.0;-414.0;1023.0;821.0
40;370.0;-406.0;-434.0;-283.0;891.0;896.0
103;465.0;-219.0;-21.0;-179.0;903.0;1018.0
-29;376.0;-85.0;300.0;-146.0;806.0;999.0
-126;620.0;-781.0;746.0;-552.0;620.0;637.0
-154;356.0;-303.0;752.0;-325.0;970.0;986.0
-62;58.0;-271.0;253.0;-191.0;942.0;1038.0
-43;266.0;-398.0;194.0;-554.0;994.0;838.0
-55;238.0;-205.0;455.0;-346.0;1227.0;1279.0
122;502.0;-377.0;721.0;-328.0;1024.0;1275.0
-161;413.0;-112.0;776.0;-167.0;1277.0;1356.0
93;381.0;-259.0;68.0;-168.0;979.0;1112.0
103;406.0;-337.0;-45.0;-272.0;929.0;1030.0
88;382.0;-270.0;-29.0;-225.0;1000.0;1036.0
-178;327.0;-365.0;363.0;-443.0;995.0;945.0
-23;505.0;-130.0;357.0;-338.0;908.0;946.0
-17;534.0;-777.0;172.0;-848.0;443.0;-24.0
-24;461.0;-433.0;141.0;-461.0;924.0;845.0
-17;602.0;-868.0;286.0;-761.0;522.0;403.0
101;660.0;-339.0;63.0;-360.0;949.0;505.0
28;313.0;-460.0;188.0;-466.0;979.0;1048.0
67;-230.0;-603.0;233.0;-774.0;910.0;819.0
72;391.0;-564.0;336.0;-265.0;956.0;1145.0
-133;448.0;-347.0;736.0;-284.0;922.0;1012.0
-116;468.0;-780.0;740.0;-878.0;548.0;218.0
105;387.0;-253.0;43.0;-276.0;973.0;1020.0
-20;169.0;-505.0;120.0;-599.0;892.0;682.0
-46;423.0;-80.0;270.0;-313.0;771.0;815.0
3;195.0;-320.0;153.0;-447.0;822.0;898.0
102;161.0;-170.0;-502.0;-336.0;873.0;891.0
31;336.0;-223.0;-5.0;-247.0;914.0;1014.0
-19;165.0;-181.0;308.0;-221.0;636.0;775.0
66;470.0;-422.0;-16.0;-506.0;1223.0;1393.0
40;472.0;-356.0;-404.0;-442.0;981.0;1109.0
44;180.0;-99.0;-7.0;-228.0;891.0;1334.0
-32;406.0;-82.0;339.0;-363.0;964.0;1319.0
-27;441.0;-304.0;-618.0;-369.0;830.0;1354.0
11;417.0;113.0;157.0;-50.0;856.0;987.0
99;364.0;-271.0;-712.0;-270.0;943.0;998.0
40;191.0;-54.0;-18.0;-185.0;1010.0;1045.0
103;340.0;-295.0;-11.0;-134.0;911.0;989.0
110;459.0;-105.0;-30.0;-97.0;1022.0;984.0
-151;326.0;60.0;-793.0;-85.0;981.0;1283.0
-41;157.0;-346.0;291.0;-147.0;552.0;781.0
105;380.0;-225.0;40.0;-309.0;996.0;984.0
-162;439.0;-431.0;752.0;-510.0;1321.0;1502.0
34;183.0;-382.0;-168.0;-330.0;921.0;1125.0
-50;441.0;-175.0;354.0;-307.0;754.0;913.0
-150;778.0;-957.0;708.0;-514.0;511.0;228.0
70;435.0;-670.0;356.0;-601.0;800.0;998.0
91;609.0;-462.0;-27.0;-142.0;755.0;787.0
17;-8.0;121.0;28.0;-199.0;1018.0;1033.0
-40;397.0;-164.0;424.0;-249.0;781.0;847.0
-24;393.0;-136.0;181.0;-320.0;841.0;782.0
105;356.0;-147.0;23.0;-245.0;1014.0;1088.0
2;432.0;-270.0;35.0;-179.0;771.0;907.0
146;249.0;-343.0;371.0;-416.0;968.0;991.0
90;512.0;-669.0;-73.0;-463.0;986.0;755.0
105;373.0;-253.0;56.0;-199.0;946.0;1025.0
136;548.0;-620.0;150.0;-305.0;1003.0;1163.0
-171;453.0;-154.0;783.0;-201.0;908.0;1006.0
-40;134.0;-150.0;576.0;-132.0;541.0;718.0
-135;802.0;-314.0;758.0;-399.0;903.0;1125.0
104;371.0;-197.0;-20.0;-72.0;934.0;1050.0
-39;555.0;-405.0;330.0;-554.0;1201.0;1173.0
124;573.0;-140.0;-93.0;-380.0;1227.0;1192.0
76;337.0;8.0;369.0;-287.0;870.0;855.0
27;548.0;-502.0;-57.0;-387.0;1019.0;1091.0
166;689.0;-438.0;679.0;-551.0;1267.0;1033.0
99;413.0;-631.0;-652.0;-40.0;-712.0;-552.0
169;364.0;-232.0;654.0;-105.0;946.0;1087.0
-61;386.0;-284.0;201.0;-200.0;640.0;775.0
91;672.0;-364.0;-58.0;41.0;818.0;887.0
2;473.0;-442.0;-139.0;-478.0;1047.0;1343.0
105;449.0;-407.0;-685.0;-411.0;1010.0;1014.0
-27;601.0;-221.0;234.0;-314.0;1255.0;1562.0
99;434.0;-351.0;-676.0;-292.0;952.0;1028.0
92;77.0;72.0;-42.0;-172.0;999.0;1020.0
