InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
-7;133.0;-211.0;354.0;-150.0;532.0;738.0
-66;571.0;-197.0;423.0;30.0;918.0;1243.0
-162;363.0;-559.0;567.0;-374.0;1180.0;1164.0
45;581.0;-410.0;53.0;-342.0;923.0;962.0
45;562.0;-396.0;54.0;-350.0;996.0;1102.0
-108;600.0;-406.0;455.0;152.0;689.0;700.0
-24;181.0;-315.0;498.0;-220.0;697.0;882.0
153;652.0;-412.0;652.0;-513.0;1420.0;1023.0
-53;640.0;-198.0;419.0;-221.0;1032.0;1319.0
28;563.0;-489.0;-55.0;-416.0;1066.0;1116.0
60;417.0;-411.0;489.0;-307.0;1006.0;1057.0
-137;579.0;-532.0;737.0;-515.0;1135.0;989.0
-119;370.0;-412.0;724.0;-295.0;1026.0;1159.0
44;396.0;-268.0;39.0;-192.0;990.0;1102.0
-161;440.0;-93.0;780.0;-475.0;920.0;830.0
-101;437.0;-268.0;759.0;-292.0;973.0;1022.0
-102;374.0;-320.0;677.0;-353.0;964.0;999.0
-56;432.0;-187.0;458.0;-338.0;844.0;918.0
-26;345.0;-286.0;472.0;-336.0;807.0;880.0
-26;325.0;-72.0;484.0;-364.0;848.0;899.0
44;435.0;-290.0;16.0;-288.0;961.0;1092.0
44;485.0;-334.0;7.0;-292.0;932.0;1041.0
-108;715.0;-309.0;653.0;333.0;687.0;594.0
-63;409.0;-150.0;432.0;-342.0;793.0;833.0
-25;324.0;-576.0;682.0;-232.0;871.0;1065.0
-17;276.0;-85.0;546.0;-398.0;1080.0;1042.0
-166;457.0;-466.0;704.0;-360.0;980.0;1034.0
-40;373.0;-214.0;479.0;-338.0;836.0;896.0
122;321.0;96.0;622.0;-215.0;666.0;894.0
-29;185.0;-331.0;299.0;-209.0;925.0;1045.0
106;329.0;-320.0;-179.0;-414.0;1023.0;821.0
21;350.0;-375.0;298.0;-336.0;735.0;1020.0
44;383.0;-471.0;293.0;-351.0;796.0;1073.0
-55;238.0;-205.0;455.0;-346.0;1227.0;1279.0
7;109.0;-278.0;-96.0;-823.0;905.0;1213.0
101;374.0;-264.0;179.0;-384.0;1068.0;920.0
101;426.0;-260.0;265.0;-429.0;981.0;1125.0
99;276.0;-371.0;343.0;-303.0;964.0;979.0
99;309.0;-317.0;378.0;-145.0;1073.0;1005.0
98;491.0;-269.0;466.0;-353.0;957.0;1137.0
124;532.0;-386.0;713.0;-396.0;1204.0;1342.0
130;563.0;-126.0;715.0;-313.0;1063.0;1089.0
141;314.0;-42.0;694.0;-372.0;761.0;827.0
-42;433.0;-136.0;439.0;-206.0;961.0;1179.0
87;463.0;-443.0;256.0;-367.0;939.0;954.0
-24;549.0;-337.0;151.0;-488.0;1022.0;947.0
-17;462.0;-189.0;344.0;-139.0;1054.0;977.0
14;376.0;-318.0;122.0;-277.0;1176.0;1180.0
-26;465.0;-281.0;186.0;-357.0;852.0;906.0
116;343.0;-744.0;-672.0;-272.0;-803.0;-913.0
37;344.0;-427.0;194.0;-331.0;767.0;977.0
68;302.0;-636.0;177.0;-262.0;806.0;929.0
82;478.0;-426.0;163.0;-386.0;967.0;957.0
-1;588.0;-418.0;119.0;-355.0;1084.0;1180.0
-22;505.0;-363.0;147.0;-310.0;928.0;991.0
-23;454.0;-286.0;143.0;-367.0;863.0;896.0
2;432.0;-270.0;35.0;-179.0;771.0;907.0
44;461.0;-316.0;-1.0;-296.0;952.0;1018.0
104;479.0;-397.0;-723.0;-288.0;902.0;1350.0
104;413.0;-351.0;-47.0;-284.0;944.0;983.0
133;356.0;-349.0;716.0;-216.0;871.0;975.0
40;370.0;-406.0;-434.0;-283.0;891.0;896.0
102;480.0;-479.0;182.0;-491.0;1030.0;977.0
109;382.0;-261.0;186.0;-430.0;1055.0;1019.0
96;321.0;-418.0;199.0;-407.0;924.0;1018.0
139;479.0;-319.0;689.0;-519.0;974.0;946.0
67;288.0;-625.0;311.0;-673.0;871.0;930.0
28;313.0;-460.0;188.0;-466.0;979.0;1048.0
-29;344.0;-153.0;108.0;-252.0;929.0;886.0
30;301.0;-430.0;181.0;-422.0;1003.0;1061.0
13;223.0;-252.0;164.0;-385.0;946.0;1166.0
14;308.0;-461.0;-442.0;-255.0;888.0;992.0
-38;454.0;-209.0;253.0;-67.0;1193.0;1467.0
-38;483.0;-361.0;117.0;-339.0;869.0;933.0
0;359.0;-158.0;82.0;-329.0;768.0;835.0
5;274.0;-439.0;293.0;-230.0;705.0;936.0
15;299.0;-580.0;315.0;-211.0;796.0;1011.0
136;548.0;-620.0;150.0;-305.0;1003.0;1163.0
-54;427.0;-380.0;302.0;-353.0;990.0;972.0
-55;377.0;-194.0;303.0;-408.0;888.0;894.0
-54;458.0;-365.0;316.0;-153.0;844.0;1043.0
-133;477.0;-357.0;725.0;-272.0;924.0;1019.0
-139;619.0;-498.0;716.0;-263.0;898.0;795.0
-131;382.0;-196.0;741.0;-278.0;859.0;849.0
-77;532.0;-434.0;745.0;-396.0;1131.0;1155.0
-155;497.0;-501.0;803.0;-518.0;838.0;822.0
-46;203.0;-540.0;555.0;-342.0;635.0;588.0
-154;659.0;-849.0;710.0;-680.0;539.0;100.0
-43;394.0;-333.0;393.0;-207.0;753.0;838.0
93;435.0;-427.0;-151.0;-193.0;1138.0;1079.0
-62;435.0;-448.0;458.0;-409.0;1003.0;1135.0
-50;644.0;-673.0;417.0;-399.0;812.0;617.0
-50;441.0;-175.0;354.0;-307.0;754.0;913.0
103;430.0;-342.0;-48.0;-233.0;977.0;1051.0
-52;243.0;-269.0;330.0;-170.0;1065.0;1188.0
61;305.0;46.0;-9.0;-202.0;749.0;881.0
169;281.0;-698.0;642.0;-457.0;-46.0;2432.0
86;495.0;-412.0;357.0;-394.0;1043.0;1107.0
-44;536.0;-374.0;333.0;-380.0;1111.0;1153.0
-48;497.0;-392.0;334.0;-324.0;1060.0;1155.0
-46;379.0;-239.0;312.0;-298.0;819.0;914.0
23;338.0;-282.0;82.0;-328.0;902.0;987.0
72;391.0;-564.0;336.0;-265.0;956.0;1145.0
39;397.0;-425.0;476.0;-596.0;1429.0;1557.0
-38;405.0;-481.0;317.0;-366.0;923.0;986.0
-38;407.0;-406.0;247.0;-102.0;952.0;1126.0
43;352.0;-486.0;322.0;-352.0;829.0;1091.0
75;404.0;-517.0;320.0;-252.0;877.0;1100.0
-31;432.0;-455.0;290.0;-370.0;1227.0;1331.0
-27;436.0;-419.0;289.0;-369.0;973.0;1006.0
-27;442.0;-241.0;291.0;-420.0;877.0;877.0
-17;694.0;-827.0;241.0;-647.0;549.0;712.0
-58;429.0;-295.0;204.0;-67.0;719.0;786.0
23;422.0;-294.0;83.0;-380.0;922.0;954.0
-16;512.0;-422.0;274.0;-450.0;1023.0;947.0
-15;542.0;-439.0;292.0;-314.0;1057.0;1171.0
-15;493.0;-463.0;297.0;-340.0;875.0;939.0
-14;389.0;-217.0;294.0;-359.0;783.0;845.0
-17;534.0;-777.0;172.0;-848.0;443.0;-24.0
-14;448.0;-329.0;272.0;-111.0;858.0;1035.0
-45;441.0;-302.0;100.0;-361.0;980.0;1031.0
-58;666.0;-314.0;195.0;-188.0;951.0;1091.0
-21;601.0;-363.0;361.0;-412.0;969.0;1110.0
-21;462.0;-335.0;362.0;-373.0;1013.0;1059.0
-22;423.0;-357.0;362.0;-358.0;901.0;928.0
-22;463.0;-287.0;362.0;-345.0;867.0;910.0
-23;505.0;-130.0;357.0;-338.0;908.0;946.0
-32;381.0;-48.0;346.0;-375.0;888.0;1144.0
-23;381.0;-186.0;346.0;-248.0;842.0;929.0
-30;226.0;-238.0;422.0;-303.0;1042.0;1074.0
-152;177.0;-213.0;720.0;-298.0;1153.0;1194.0
103;433.0;-303.0;-22.0;-240.0;873.0;995.0
91;700.0;-353.0;-58.0;-22.0;803.0;884.0
-43;358.0;-433.0;405.0;-352.0;782.0;840.0
119;299.0;-347.0;746.0;-282.0;693.0;721.0
2;240.0;-425.0;503.0;-223.0;712.0;960.0
119;255.0;-588.0;68.0;-279.0;1068.0;1172.0
76;78.0;-358.0;39.0;-291.0;932.0;933.0
104;350.0;-293.0;-28.0;-279.0;977.0;1003.0
108;409.0;-297.0;-38.0;-281.0;909.0;1033.0
-6;602.0;-323.0;300.0;-427.0;867.0;974.0
-6;515.0;-338.0;285.0;-419.0;934.0;1064.0
-6;469.0;-281.0;257.0;-307.0;849.0;1071.0
61;371.0;-283.0;-46.0;-268.0;933.0;1028.0
-61;386.0;-284.0;201.0;-200.0;640.0;775.0
-33;351.0;-251.0;-452.0;-247.0;785.0;983.0
102;161.0;-170.0;-502.0;-336.0;873.0;891.0
107;304.0;-222.0;-700.0;-272.0;900.0;936.0
124;418.0;-153.0;702.0;-94.0;966.0;992.0
166;211.0;-260.0;694.0;-193.0;978.0;1229.0
149;466.0;-175.0;714.0;-70.0;1286.0;1338.0
162;555.0;-167.0;663.0;-111.0;983.0;1433.0
67;457.0;-291.0;528.0;-103.0;915.0;1113.0
112;357.0;-255.0;551.0;-207.0;974.0;1026.0
112;411.0;-318.0;505.0;-166.0;947.0;1046.0
112;443.0;-351.0;500.0;-175.0;918.0;1013.0
112;481.0;-370.0;494.0;-174.0;957.0;1034.0
134;614.0;-298.0;671.0;-252.0;929.0;1082.0
112;492.0;-408.0;486.0;-229.0;983.0;1088.0
116;459.0;-385.0;585.0;-370.0;959.0;1013.0
109;472.0;-324.0;460.0;-348.0;922.0;996.0
109;541.0;-558.0;445.0;-315.0;868.0;960.0
-94;350.0;-272.0;-763.0;-294.0;959.0;999.0
109;557.0;-410.0;439.0;-300.0;903.0;968.0
-9;268.0;-312.0;229.0;-282.0;925.0;979.0
101;264.0;-200.0;286.0;-146.0;741.0;898.0
107;404.0;-323.0;-718.0;-272.0;976.0;1038.0
4;570.0;-375.0;219.0;-396.0;1025.0;1069.0
3;463.0;-396.0;203.0;-283.0;930.0;1024.0
2;436.0;-287.0;199.0;-322.0;853.0;969.0
-5;587.0;-475.0;118.0;-680.0;449.0;205.0
-45;329.0;-479.0;46.0;-281.0;812.0;855.0
3;339.0;-396.0;140.0;-184.0;987.0;1000.0
99;386.0;-318.0;-699.0;-315.0;951.0;995.0
11;491.0;-94.0;160.0;-61.0;855.0;1055.0
-30;401.0;-253.0;56.0;-246.0;1015.0;1278.0
-1;533.0;-387.0;110.0;-277.0;978.0;1062.0
7;138.0;-429.0;-178.0;-183.0;800.0;900.0
-42;427.0;-367.0;194.0;-325.0;934.0;1018.0
64;174.0;-403.0;-43.0;-223.0;1085.0;1243.0
16;49.0;-310.0;43.0;-43.0;982.0;1071.0
2;527.0;-388.0;31.0;-340.0;916.0;952.0
91;805.0;-546.0;12.0;-324.0;754.0;685.0
-94;426.0;-331.0;-729.0;-280.0;1129.0;1051.0
9;239.0;-317.0;123.0;-474.0;1015.0;1010.0
12;208.0;-87.0;9.0;-366.0;965.0;932.0
33;568.0;-198.0;-437.0;-356.0;906.0;1168.0
3;195.0;-320.0;153.0;-447.0;822.0;898.0
-22;195.0;-239.0;233.0;-267.0;691.0;816.0
12;256.0;-312.0;188.0;-364.0;817.0;883.0
36;326.0;-322.0;219.0;-362.0;803.0;970.0
63;345.0;-333.0;234.0;-400.0;849.0;1029.0
86;346.0;-510.0;251.0;-397.0;882.0;985.0
70;435.0;-670.0;356.0;-601.0;800.0;998.0
-35;487.0;-345.0;313.0;-250.0;1027.0;1036.0
-34;483.0;-296.0;322.0;-242.0;865.0;914.0
-35;444.0;-234.0;329.0;-271.0;806.0;843.0
-35;453.0;-361.0;338.0;-330.0;824.0;886.0
62;384.0;-284.0;12.0;-262.0;941.0;1033.0
91;639.0;-412.0;-53.0;-261.0;850.0;608.0
-138;286.0;-274.0;757.0;-302.0;968.0;1014.0
64;366.0;-231.0;41.0;-164.0;881.0;914.0
105;315.0;-83.0;11.0;-155.0;971.0;1024.0
64;316.0;-270.0;10.0;-319.0;954.0;1022.0
-63;226.0;-238.0;155.0;-266.0;1132.0;1205.0
105;356.0;-147.0;23.0;-245.0;1014.0;1088.0
83;396.0;-581.0;96.0;-157.0;908.0;920.0
-27;477.0;-772.0;111.0;-367.0;801.0;906.0
-44;294.0;-439.0;132.0;-262.0;944.0;1096.0
103;168.0;-295.0;101.0;-518.0;1010.0;1037.0
99;362.0;-490.0;-652.0;111.0;-338.0;431.0
-20;256.0;-291.0;130.0;-377.0;914.0;1025.0
-20;353.0;-435.0;71.0;-369.0;971.0;1036.0
-20;342.0;-440.0;66.0;-370.0;948.0;1122.0
105;377.0;-224.0;38.0;-258.0;996.0;1031.0
32;264.0;-286.0;7.0;-364.0;966.0;959.0
-3;317.0;-294.0;20.0;-250.0;898.0;1012.0
-12;205.0;-137.0;68.0;-269.0;924.0;1017.0
105;380.0;-225.0;40.0;-309.0;996.0;984.0
-66;690.0;-436.0;170.0;-609.0;1048.0;1063.0
105;387.0;-253.0;43.0;-276.0;973.0;1020.0
-52;639.0;-609.0;142.0;-442.0;1035.0;1066.0
-24;430.0;-481.0;164.0;-380.0;979.0;1025.0
65;762.0;-574.0;489.0;-122.0;849.0;124.0
-24;214.0;-503.0;174.0;-251.0;985.0;1054.0
-24;344.0;-348.0;176.0;-177.0;986.0;972.0
-24;354.0;-293.0;181.0;-190.0;916.0;860.0
-24;393.0;-136.0;181.0;-320.0;841.0;782.0
105;365.0;-270.0;46.0;-271.0;942.0;1053.0
-24;451.0;-244.0;174.0;-352.0;963.0;883.0
-24;352.0;-337.0;161.0;-459.0;917.0;919.0
-24;563.0;-311.0;155.0;-261.0;894.0;937.0
-24;247.0;-371.0;141.0;-419.0;932.0;892.0
-24;470.0;-458.0;139.0;-373.0;923.0;1053.0
122;68.0;-396.0;612.0;-52.0;986.0;888.0
-24;428.0;-352.0;127.0;-350.0;971.0;1119.0
-24;344.0;-393.0;128.0;-390.0;984.0;1068.0
109;498.0;-212.0;435.0;-222.0;859.0;1030.0
105;393.0;-271.0;49.0;-262.0;977.0;1041.0
112;450.0;-285.0;397.0;-274.0;881.0;926.0
105;377.0;-255.0;51.0;-253.0;1001.0;1044.0
-24;389.0;-412.0;177.0;-409.0;968.0;880.0
172;217.0;-321.0;373.0;-366.0;927.0;1074.0
146;249.0;-343.0;371.0;-416.0;968.0;991.0
-24;395.0;-429.0;139.0;-406.0;962.0;888.0
-24;417.0;-398.0;139.0;-416.0;926.0;842.0
-41;211.0;-458.0;468.0;-437.0;1153.0;1144.0
-24;416.0;-413.0;140.0;-436.0;924.0;833.0
-9;448.0;-251.0;205.0;-446.0;901.0;849.0
67;484.0;-518.0;279.0;-526.0;943.0;688.0
-24;461.0;-433.0;141.0;-461.0;924.0;845.0
-24;418.0;-402.0;142.0;-402.0;943.0;891.0
-24;410.0;-436.0;144.0;-381.0;940.0;891.0
-24;434.0;-395.0;147.0;-468.0;937.0;845.0
-178;327.0;-365.0;363.0;-443.0;995.0;945.0
-24;421.0;-398.0;152.0;-387.0;948.0;890.0
-24;398.0;-433.0;153.0;-394.0;924.0;871.0
-24;443.0;-408.0;160.0;-454.0;943.0;854.0
105;347.0;-312.0;53.0;-224.0;980.0;1044.0
-24;422.0;-362.0;164.0;-402.0;915.0;866.0
-24;424.0;-400.0;167.0;-418.0;925.0;858.0
162;429.0;-91.0;652.0;-98.0;865.0;1465.0
102;389.0;-243.0;417.0;-174.0;823.0;1108.0
-24;437.0;-436.0;169.0;-423.0;944.0;850.0
-24;453.0;-461.0;170.0;-439.0;940.0;875.0
112;330.0;-269.0;415.0;-347.0;871.0;868.0
137;285.0;-390.0;396.0;-342.0;970.0;971.0
142;300.0;-488.0;385.0;-357.0;988.0;917.0
67;340.0;-57.0;337.0;-382.0;1015.0;1288.0
73;364.0;-476.0;362.0;-295.0;837.0;1253.0
66;303.0;-355.0;548.0;-721.0;909.0;770.0
105;368.0;-272.0;54.0;-211.0;955.0;1046.0
-24;443.0;-432.0;172.0;-410.0;928.0;875.0
-24;424.0;-397.0;173.0;-418.0;928.0;857.0
-24;454.0;-437.0;175.0;-418.0;942.0;873.0
153;269.0;-456.0;369.0;-418.0;1011.0;1011.0
105;377.0;-261.0;55.0;-199.0;946.0;1019.0
-24;387.0;-414.0;176.0;-401.0;920.0;862.0
145;367.0;-490.0;365.0;-405.0;1004.0;1064.0
124;336.0;-450.0;359.0;-356.0;915.0;1076.0
113;321.0;-462.0;354.0;-385.0;872.0;1039.0
105;365.0;-247.0;56.0;-187.0;947.0;1023.0
-24;414.0;-419.0;177.0;-439.0;954.0;884.0
-20;169.0;-505.0;120.0;-599.0;892.0;682.0
-31;314.0;-336.0;324.0;-574.0;884.0;808.0
-66;328.0;-327.0;212.0;-479.0;971.0;859.0
36;196.0;-395.0;-312.0;-606.0;960.0;940.0
-89;389.0;-355.0;235.0;-456.0;956.0;904.0
-107;406.0;-339.0;254.0;-449.0;1038.0;969.0
-125;308.0;-360.0;274.0;-466.0;1087.0;906.0
105;373.0;-253.0;56.0;-199.0;946.0;1025.0
84;372.0;-384.0;-207.0;-495.0;839.0;941.0
105;360.0;-251.0;56.0;-192.0;953.0;1016.0
105;353.0;-247.0;56.0;-204.0;975.0;1037.0
-6;240.0;-276.0;466.0;-622.0;962.0;929.0
-16;241.0;-315.0;373.0;-357.0;886.0;913.0
-38;264.0;-386.0;347.0;-282.0;1132.0;889.0
-40;544.0;-327.0;505.0;-389.0;1155.0;1181.0
-70;433.0;-172.0;654.0;-352.0;1514.0;1648.0
-30;536.0;-366.0;352.0;-348.0;950.0;1140.0
-30;506.0;-359.0;354.0;-275.0;856.0;1158.0
-53;567.0;-333.0;535.0;-181.0;964.0;1446.0
-30;497.0;-342.0;360.0;-196.0;950.0;999.0
-30;554.0;-352.0;364.0;-201.0;942.0;998.0
-30;493.0;-389.0;387.0;-205.0;886.0;1002.0
-30;492.0;-485.0;410.0;-242.0;925.0;967.0
-30;469.0;-538.0;432.0;-295.0;906.0;948.0
-176;358.0;-720.0;730.0;-320.0;912.0;893.0
-173;629.0;-860.0;871.0;-334.0;750.0;742.0
-44;432.0;-414.0;486.0;-334.0;885.0;961.0
-30;584.0;-397.0;438.0;-350.0;962.0;951.0
-154;552.0;-676.0;785.0;-575.0;821.0;741.0
-135;802.0;-314.0;758.0;-399.0;903.0;1125.0
-30;530.0;-291.0;398.0;-257.0;881.0;979.0
-30;542.0;-303.0;388.0;-215.0;915.0;983.0
-30;508.0;-264.0;368.0;-264.0;920.0;976.0
-31;445.0;-215.0;357.0;-272.0;911.0;978.0
-31;421.0;-160.0;346.0;-260.0;890.0;979.0
-29;376.0;-85.0;300.0;-146.0;806.0;999.0
-31;313.0;-482.0;316.0;-257.0;850.0;907.0
-31;457.0;-372.0;296.0;-203.0;844.0;821.0
-31;421.0;-292.0;296.0;-57.0;975.0;1068.0
103;465.0;-219.0;-21.0;-179.0;903.0;1018.0
105;394.0;-237.0;56.0;-215.0;969.0;1032.0
114;389.0;-433.0;352.0;-450.0;1002.0;962.0
105;403.0;-248.0;56.0;-217.0;962.0;1017.0
103;405.0;-248.0;-22.0;-40.0;938.0;1078.0
91;652.0;-344.0;-48.0;47.0;820.0;865.0
121;570.0;-328.0;423.0;-338.0;1102.0;1243.0
62;379.0;-342.0;28.0;-216.0;911.0;940.0
62;433.0;-314.0;23.0;-238.0;917.0;962.0
62;421.0;-284.0;20.0;-261.0;903.0;979.0
105;383.0;-258.0;56.0;-232.0;957.0;1006.0
105;362.0;-253.0;56.0;-216.0;932.0;1034.0
45;416.0;-166.0;-174.0;-2.0;947.0;1081.0
92;460.0;-264.0;146.0;-136.0;911.0;1008.0
40;403.0;-274.0;-13.0;-243.0;943.0;994.0
61;375.0;-246.0;-48.0;-319.0;980.0;1043.0
41;352.0;-264.0;3.0;-282.0;1020.0;1070.0
92;445.0;-233.0;141.0;-166.0;928.0;1016.0
40;376.0;-295.0;16.0;-254.0;924.0;1011.0
92;440.0;-243.0;133.0;-167.0;978.0;1022.0
39;380.0;-298.0;18.0;-265.0;964.0;1035.0
-116;524.0;-262.0;757.0;-255.0;895.0;1027.0
-172;378.0;-168.0;858.0;-76.0;962.0;1044.0
38;382.0;-302.0;19.0;-270.0;972.0;1044.0
36;410.0;-301.0;20.0;-295.0;995.0;1049.0
-52;521.0;-370.0;446.0;-378.0;1414.0;773.0
92;474.0;-201.0;129.0;-189.0;990.0;1049.0
92;378.0;-195.0;91.0;-58.0;919.0;1062.0
105;372.0;-263.0;56.0;-236.0;951.0;1024.0
-50;364.0;-221.0;416.0;-281.0;759.0;817.0
-33;340.0;-393.0;393.0;-420.0;1022.0;954.0
105;365.0;-255.0;56.0;-225.0;952.0;1035.0
-102;401.0;-449.0;664.0;-1165.0;791.0;1492.0
20;328.0;-397.0;317.0;-394.0;933.0;996.0
26;364.0;-305.0;306.0;-371.0;908.0;940.0
14;365.0;-262.0;297.0;-321.0;886.0;971.0
-29;756.0;-282.0;98.0;48.0;1120.0;1579.0
-20;415.0;-331.0;208.0;-152.0;887.0;1065.0
-20;435.0;-345.0;197.0;-183.0;903.0;975.0
-20;376.0;-206.0;158.0;-361.0;947.0;894.0
105;375.0;-269.0;57.0;-228.0;988.0;1023.0
-21;410.0;-203.0;50.0;-229.0;993.0;1092.0
-21;367.0;-230.0;36.0;-195.0;985.0;1071.0
105;399.0;-285.0;57.0;-206.0;973.0;1030.0
35;402.0;-307.0;20.0;-284.0;1002.0;1069.0
17;365.0;-425.0;-452.0;-145.0;1043.0;1243.0
-21;391.0;-320.0;-13.0;-223.0;972.0;1027.0
-154;530.0;-330.0;-824.0;53.0;864.0;1129.0
-21;486.0;-315.0;-11.0;-245.0;967.0;1054.0
7;554.0;-274.0;-181.0;-249.0;1009.0;1210.0
-21;485.0;-263.0;-11.0;-305.0;912.0;1076.0
-21;448.0;-340.0;-16.0;-243.0;952.0;1024.0
-21;432.0;-338.0;-18.0;-258.0;948.0;1045.0
-21;391.0;-337.0;-15.0;-319.0;952.0;984.0
-21;452.0;-336.0;-14.0;-370.0;961.0;986.0
9;435.0;-234.0;3.0;-478.0;1113.0;1093.0
58;454.0;-409.0;-53.0;-411.0;992.0;863.0
-40;253.0;-593.0;-205.0;-350.0;1004.0;1026.0
7;659.0;-186.0;-179.0;-427.0;1052.0;1163.0
-9;549.0;-229.0;-310.0;-382.0;951.0;1254.0
33;366.0;-320.0;20.0;-272.0;994.0;1020.0
31;394.0;-315.0;22.0;-282.0;933.0;979.0
104;371.0;-197.0;-20.0;-72.0;934.0;1050.0
105;348.0;-240.0;61.0;-220.0;954.0;1012.0
105;391.0;-231.0;62.0;-231.0;970.0;1001.0
-154;125.0;-157.0;-765.0;104.0;880.0;1098.0
-21;340.0;-343.0;5.0;-263.0;955.0;996.0
-17;357.0;-332.0;6.0;-267.0;940.0;999.0
-11;332.0;-335.0;7.0;-265.0;942.0;1018.0
-13;353.0;-333.0;8.0;-319.0;1005.0;1010.0
31;318.0;-365.0;-32.0;-256.0;1008.0;1096.0
109;391.0;-479.0;-235.0;-218.0;1201.0;1272.0
31;405.0;-325.0;22.0;-282.0;920.0;1011.0
31;427.0;-331.0;23.0;-302.0;981.0;1021.0
31;417.0;-343.0;23.0;-298.0;979.0;1021.0
31;453.0;-347.0;23.0;-295.0;950.0;1006.0
31;435.0;-328.0;28.0;-340.0;968.0;1026.0
31;424.0;-335.0;28.0;-331.0;989.0;1024.0
31;440.0;-345.0;27.0;-348.0;987.0;1041.0
31;443.0;-319.0;26.0;-341.0;992.0;1035.0
110;621.0;-89.0;-10.0;-508.0;928.0;1010.0
31;423.0;-252.0;21.0;-311.0;990.0;1025.0
31;414.0;-242.0;19.0;-309.0;957.0;987.0
93;252.0;-113.0;-161.0;-247.0;855.0;901.0
31;336.0;-223.0;-5.0;-247.0;914.0;1014.0
40;191.0;-54.0;-18.0;-185.0;1010.0;1045.0
104;389.0;-214.0;3.0;-137.0;1050.0;1202.0
92;331.0;-259.0;66.0;-218.0;1006.0;1032.0
99;311.0;-245.0;64.0;-258.0;963.0;1057.0
105;392.0;-274.0;65.0;-271.0;1061.0;1041.0
104;384.0;-276.0;65.0;-263.0;1030.0;1061.0
105;343.0;-271.0;66.0;-231.0;912.0;1076.0
105;408.0;-245.0;66.0;-254.0;1010.0;1002.0
105;351.0;-232.0;66.0;-253.0;982.0;1063.0
105;363.0;-235.0;65.0;-268.0;948.0;1051.0
105;376.0;-244.0;64.0;-251.0;947.0;1024.0
103;352.0;-327.0;-65.0;-209.0;966.0;1025.0
-74;185.0;-182.0;751.0;-164.0;586.0;757.0
56;716.0;-296.0;10.0;-452.0;766.0;1348.0
