InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
633.0;163.0;703.0;56.0;491.0;50.0;-290.0;84;146.0;-331.0
659.0;25.0;718.0;321.0;525.0;155.0;-211.0;81;76.0;-294.0
168.0;-278.0;524.0;421.0;670.0;284.0;-550.0;-107;629.0;-257.0
686.0;67.0;665.0;603.0;531.0;94.0;-294.0;79;28.0;-346.0
687.0;447.0;621.0;301.0;444.0;125.0;-344.0;158;154.0;-236.0
681.0;512.0;611.0;330.0;495.0;-11.0;-373.0;74;152.0;-285.0
-551.0;260.0;-497.0;264.0;-495.0;103.0;542.0;37;-395.0;456.0
706.0;459.0;608.0;276.0;457.0;125.0;-337.0;158;136.0;-216.0
112.0;-660.0;-465.0;893.0;-223.0;-657.0;-423.0;-58;769.0;-749.0
-529.0;88.0;-252.0;94.0;-332.0;405.0;652.0;94;-481.0;606.0
-367.0;-513.0;-531.0;829.0;-394.0;-788.0;-501.0;-26;577.0;-570.0
676.0;480.0;700.0;745.0;529.0;229.0;-226.0;49;46.0;-173.0
691.0;173.0;596.0;506.0;571.0;115.0;-403.0;33;66.0;-264.0
328.0;-208.0;492.0;335.0;274.0;-102.0;-533.0;72;605.0;-531.0
24.0;-622.0;-228.0;601.0;4.0;-810.0;-704.0;-29;673.0;-764.0
-617.0;-224.0;-644.0;895.0;-535.0;-81.0;387.0;-136;-236.0;370.0
712.0;534.0;566.0;31.0;514.0;184.0;-415.0;28;-11.0;-173.0
657.0;-29.0;713.0;720.0;561.0;4.0;-245.0;114;-9.0;-255.0
697.0;39.0;619.0;622.0;552.0;39.0;-343.0;127;-117.0;-260.0
79.0;-448.0;421.0;863.0;-20.0;814.0;561.0;-9;-708.0;691.0
718.0;-2.0;550.0;624.0;540.0;-9.0;-411.0;136;-109.0;-312.0
703.0;32.0;630.0;699.0;547.0;56.0;-303.0;129;-131.0;-252.0
694.0;104.0;652.0;683.0;544.0;66.0;-298.0;52;-70.0;-207.0
761.0;264.0;432.0;269.0;550.0;-42.0;-482.0;86;42.0;-381.0
707.0;277.0;570.0;762.0;514.0;29.0;-408.0;85;88.0;-322.0
492.0;107.0;241.0;19.0;-146.0;790.0;-711.0;91;441.0;-110.0
676.0;432.0;634.0;195.0;182.0;368.0;-367.0;63;83.0;-371.0
639.0;416.0;720.0;311.0;423.0;369.0;-270.0;62;25.0;-180.0
656.0;490.0;743.0;340.0;520.0;326.0;-134.0;37;-15.0;-70.0
696.0;527.0;642.0;311.0;511.0;147.0;-320.0;75;39.0;-264.0
680.0;294.0;642.0;879.0;564.0;157.0;-354.0;43;-9.0;-223.0
653.0;423.0;695.0;264.0;496.0;271.0;-298.0;62;40.0;-245.0
696.0;66.0;615.0;690.0;536.0;36.0;-362.0;122;-84.0;-273.0
694.0;456.0;649.0;341.0;473.0;162.0;-296.0;158;94.0;-160.0
663.0;441.0;687.0;396.0;492.0;194.0;-283.0;159;88.0;-143.0
658.0;440.0;692.0;399.0;497.0;212.0;-282.0;159;87.0;-137.0
633.0;378.0;680.0;311.0;499.0;270.0;-337.0;66;153.0;-228.0
632.0;378.0;682.0;320.0;490.0;274.0;-332.0;66;159.0;-238.0
635.0;374.0;683.0;318.0;481.0;276.0;-324.0;69;158.0;-248.0
677.0;482.0;658.0;201.0;525.0;271.0;-313.0;93;101.0;-363.0
683.0;513.0;596.0;308.0;480.0;-40.0;-389.0;74;163.0;-305.0
-653.0;446.0;-616.0;310.0;-506.0;-125.0;377.0;141;-226.0;281.0
-284.0;-386.0;-83.0;311.0;-277.0;573.0;704.0;150;-646.0;719.0
671.0;471.0;701.0;255.0;376.0;682.0;-241.0;62;4.0;-126.0
727.0;446.0;104.0;-577.0;321.0;412.0;-676.0;120;52.0;-257.0
689.0;221.0;675.0;1167.0;557.0;220.0;-262.0;55;40.0;-127.0
-564.0;-6.0;-404.0;845.0;82.0;44.0;572.0;117;-438.0;697.0
703.0;452.0;599.0;127.0;195.0;224.0;-381.0;-185;38.0;-264.0
660.0;-17.0;667.0;592.0;545.0;-110.0;-342.0;20;-45.0;-323.0
503.0;197.0;696.0;392.0;470.0;-220.0;-421.0;69;292.0;-504.0
660.0;19.0;743.0;890.0;524.0;153.0;-57.0;123;-95.0;-198.0
683.0;511.0;679.0;230.0;522.0;306.0;-269.0;154;19.0;-211.0
-622.0;-278.0;508.0;-207.0;-263.0;575.0;397.0;150;-444.0;713.0
645.0;380.0;700.0;299.0;536.0;247.0;-293.0;61;88.0;-195.0
642.0;383.0;730.0;348.0;532.0;258.0;-231.0;50;40.0;-179.0
680.0;437.0;631.0;296.0;232.0;287.0;-360.0;-178;101.0;-239.0
674.0;435.0;638.0;319.0;225.0;304.0;-356.0;-178;107.0;-224.0
658.0;448.0;568.0;44.0;-161.0;754.0;-454.0;92;195.0;-154.0
600.0;118.0;727.0;575.0;508.0;448.0;211.0;20;-258.0;85.0
643.0;398.0;761.0;563.0;503.0;307.0;13.0;29;-85.0;-67.0
671.0;419.0;701.0;318.0;508.0;244.0;-241.0;32;-1.0;-205.0
722.0;548.0;632.0;314.0;505.0;164.0;-283.0;75;-18.0;-226.0
-581.0;-264.0;-579.0;653.0;-461.0;252.0;504.0;-169;-271.0;577.0
-671.0;-27.0;-729.0;990.0;-33.0;-338.0;137.0;68;5.0;16.0
692.0;526.0;678.0;424.0;508.0;151.0;-248.0;75;1.0;-249.0
659.0;-334.0;689.0;902.0;526.0;87.0;-300.0;36;2.0;-230.0
655.0;-50.0;736.0;1162.0;505.0;387.0;26.0;83;-169.0;-29.0
672.0;496.0;678.0;414.0;513.0;135.0;-291.0;74;60.0;-279.0
-63.0;-536.0;166.0;762.0;-125.0;786.0;700.0;69;-691.0;717.0
696.0;527.0;635.0;356.0;496.0;61.0;-321.0;74;98.0;-232.0
696.0;274.0;441.0;-85.0;396.0;-4.0;-519.0;88;227.0;-557.0
696.0;-93.0;637.0;834.0;570.0;-45.0;-330.0;53;23.0;-317.0
589.0;309.0;563.0;53.0;132.0;-174.0;-483.0;55;320.0;-531.0
203.0;58.0;464.0;-168.0;-404.0;100.0;-611.0;74;-609.0;-439.0
675.0;-6.0;711.0;983.0;564.0;236.0;-196.0;42;32.0;-195.0
667.0;395.0;640.0;278.0;460.0;102.0;-370.0;-178;91.0;-278.0
662.0;418.0;640.0;185.0;534.0;91.0;-368.0;91;134.0;-337.0
691.0;268.0;447.0;-70.0;416.0;30.0;-513.0;88;244.0;-567.0
634.0;514.0;439.0;-162.0;391.0;132.0;-630.0;119;92.0;-535.0
261.0;-639.0;409.0;1087.0;95.0;858.0;611.0;72;-626.0;695.0
