InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
106;471.0;-243.0;-701.0;-334.0;?;1080.0
105;479.0;-272.0;-703.0;-362.0;990.0;?
105;488.0;-323.0;-706.0;-360.0;?;1093.0
106;471.0;-380.0;-708.0;?;1019.0;1099.0
106;505.0;-421.0;-709.0;-404.0;1007.0;1078.0
106;568.0;-411.0;-710.0;-449.0;1011.0;1069.0
106;556.0;-379.0;-712.0;-409.0;1005.0;1050.0
106;505.0;-399.0;-713.0;-396.0;980.0;1051.0
105;495.0;?;-713.0;-408.0;963.0;1016.0
?;501.0;-451.0;-712.0;-408.0;914.0;1005.0
103;454.0;-397.0;-711.0;-418.0;885.0;1000.0
103;?;-387.0;-709.0;-409.0;863.0;?
103;231.0;?;-706.0;-428.0;841.0;901.0
103;422.0;-404.0;-704.0;-412.0;?;803.0
102;408.0;-382.0;-701.0;-345.0;907.0;775.0
103;396.0;-315.0;-698.0;-366.0;1429.0;548.0
100;306.0;-361.0;-696.0;-270.0;1252.0;1186.0
98;375.0;-393.0;-694.0;-399.0;905.0;1538.0
99;435.0;-337.0;-693.0;?;835.0;1135.0
100;337.0;-304.0;-693.0;-470.0;815.0;770.0
100;301.0;-251.0;?;-297.0;903.0;824.0
100;?;-410.0;-681.0;-255.0;956.0;1007.0
100;670.0;-312.0;-678.0;?;?;1261.0
100;516.0;-255.0;-675.0;-243.0;906.0;1258.0
100;450.0;-338.0;-675.0;-112.0;908.0;1116.0
100;512.0;-620.0;-678.0;-214.0;945.0;1016.0
100;457.0;-524.0;-682.0;-290.0;958.0;978.0
100;472.0;-269.0;-685.0;-283.0;952.0;?
100;?;-297.0;?;-253.0;?;1057.0
100;456.0;-387.0;-684.0;?;893.0;?
100;402.0;-415.0;-683.0;?;917.0;1010.0
100;396.0;-371.0;?;-367.0;942.0;953.0
100;349.0;-303.0;-685.0;?;943.0;958.0
100;389.0;-299.0;-686.0;-389.0;952.0;1016.0
100;387.0;-330.0;-686.0;?;964.0;980.0
100;389.0;-353.0;-687.0;-435.0;1006.0;951.0
101;393.0;-362.0;?;?;1023.0;990.0
101;409.0;-358.0;-691.0;-445.0;950.0;1050.0
?;437.0;-363.0;-693.0;-459.0;930.0;1028.0
102;417.0;-374.0;-695.0;?;933.0;943.0
102;421.0;-382.0;-697.0;-443.0;?;972.0
102;432.0;-376.0;-701.0;-437.0;956.0;?
102;452.0;?;-703.0;-421.0;936.0;?
103;453.0;-411.0;-706.0;-371.0;935.0;996.0
103;463.0;?;-709.0;-360.0;917.0;958.0
103;?;?;-712.0;-359.0;926.0;1005.0
104;424.0;-405.0;?;?;948.0;955.0
104;420.0;-376.0;-718.0;-338.0;977.0;983.0
103;399.0;-367.0;-720.0;-329.0;990.0;1016.0
103;391.0;-347.0;-721.0;-333.0;1000.0;?
103;379.0;-336.0;-721.0;?;1000.0;1059.0
103;369.0;-330.0;-720.0;-327.0;986.0;1018.0
103;367.0;-323.0;?;-349.0;958.0;995.0
103;383.0;-326.0;-718.0;-344.0;948.0;994.0
104;375.0;?;-717.0;-333.0;?;986.0
104;386.0;-286.0;-716.0;-324.0;927.0;1007.0
104;412.0;-297.0;?;-305.0;932.0;1012.0
104;406.0;-310.0;-714.0;?;936.0;1007.0
104;394.0;?;-713.0;-330.0;?;1022.0
104;424.0;-312.0;-713.0;-340.0;960.0;989.0
104;422.0;-313.0;-711.0;-349.0;979.0;1008.0
103;419.0;-331.0;-709.0;-330.0;?;1009.0
103;436.0;-355.0;?;-360.0;?;1005.0
?;408.0;-360.0;-705.0;-373.0;883.0;988.0
103;463.0;-355.0;-703.0;?;779.0;940.0
103;413.0;-364.0;-700.0;-363.0;658.0;895.0
103;449.0;-369.0;-698.0;-366.0;1385.0;674.0
103;344.0;-361.0;-695.0;?;1150.0;984.0
106;273.0;-357.0;-692.0;-398.0;877.0;1524.0
107;497.0;-346.0;-690.0;-519.0;790.0;930.0
107;408.0;-365.0;-688.0;-502.0;898.0;741.0
107;356.0;-280.0;-686.0;-376.0;1042.0;?
107;560.0;-372.0;-687.0;-248.0;1067.0;1064.0
107;633.0;-457.0;-687.0;?;896.0;1359.0
107;548.0;-376.0;-687.0;-253.0;810.0;1262.0
107;463.0;-376.0;-686.0;-243.0;836.0;1011.0
107;484.0;-471.0;?;-212.0;879.0;934.0
107;495.0;-370.0;-689.0;-181.0;911.0;972.0
?;494.0;-283.0;?;-182.0;922.0;1033.0
107;415.0;-341.0;-688.0;-234.0;924.0;1026.0
107;396.0;-403.0;?;-259.0;924.0;986.0
107;414.0;-388.0;-683.0;-277.0;905.0;962.0
?;458.0;-359.0;?;-281.0;907.0;1005.0
107;427.0;-331.0;-680.0;-263.0;935.0;974.0
107;429.0;-334.0;-679.0;-307.0;929.0;992.0
107;434.0;-342.0;-678.0;-340.0;926.0;996.0
107;426.0;-335.0;?;-353.0;?;993.0
107;425.0;-319.0;-676.0;-361.0;968.0;985.0
106;391.0;-345.0;-675.0;-367.0;962.0;989.0
106;431.0;?;-675.0;-387.0;894.0;1004.0
105;?;-371.0;-674.0;-408.0;867.0;954.0
105;414.0;-372.0;?;-409.0;908.0;?
105;404.0;?;-675.0;-408.0;920.0;943.0
105;427.0;-379.0;-676.0;?;923.0;958.0
105;432.0;-405.0;?;?;958.0;950.0
105;439.0;-413.0;-679.0;-398.0;978.0;958.0
105;455.0;-401.0;-682.0;-402.0;999.0;998.0
105;449.0;-407.0;-685.0;-411.0;1010.0;1014.0
106;435.0;-399.0;-689.0;-401.0;1018.0;1011.0
106;413.0;-405.0;-692.0;-384.0;999.0;?
107;392.0;-390.0;-695.0;-399.0;?;1035.0
107;380.0;-359.0;-699.0;?;1001.0;1043.0
?;393.0;-337.0;-701.0;-350.0;961.0;1048.0
107;399.0;-348.0;-705.0;-314.0;?;1030.0
107;?;-353.0;-708.0;-327.0;975.0;1040.0
107;414.0;-325.0;-711.0;-315.0;978.0;1048.0
107;424.0;-315.0;-714.0;?;992.0;1057.0
107;404.0;-323.0;-718.0;-272.0;976.0;1038.0
107;403.0;-328.0;-720.0;-273.0;934.0;1035.0
?;381.0;-310.0;-722.0;-281.0;954.0;1012.0
106;359.0;-290.0;-724.0;-272.0;962.0;995.0
?;333.0;-277.0;?;-302.0;978.0;1006.0
106;373.0;?;-725.0;-305.0;972.0;999.0
105;396.0;-285.0;-725.0;-313.0;962.0;1033.0
104;417.0;-281.0;-725.0;-333.0;930.0;1030.0
103;420.0;-295.0;-726.0;-339.0;885.0;1006.0
103;428.0;-315.0;-727.0;-346.0;741.0;987.0
102;?;-309.0;?;-316.0;1006.0;801.0
?;?;-307.0;-727.0;?;1244.0;867.0
103;230.0;-306.0;-724.0;-297.0;854.0;1339.0
98;374.0;-307.0;-721.0;-444.0;864.0;1034.0
96;348.0;-316.0;-718.0;-464.0;860.0;786.0
97;314.0;-327.0;-715.0;-390.0;880.0;764.0
97;494.0;?;-710.0;-348.0;981.0;?
97;701.0;-385.0;-707.0;?;1037.0;1115.0
97;496.0;-336.0;-708.0;-263.0;932.0;1339.0
97;500.0;-394.0;-708.0;-236.0;881.0;1197.0
?;515.0;-550.0;-711.0;-250.0;866.0;?
97;500.0;-443.0;-714.0;-190.0;902.0;958.0
97;507.0;-296.0;?;-162.0;?;?
97;448.0;?;-722.0;?;932.0;1054.0
97;364.0;-364.0;-725.0;-223.0;913.0;1013.0
97;351.0;?;-726.0;-257.0;912.0;981.0
97;?;-306.0;-725.0;-266.0;919.0;?
97;384.0;-283.0;-725.0;-252.0;931.0;964.0
97;399.0;-284.0;-724.0;-268.0;942.0;988.0
97;397.0;-293.0;-724.0;-279.0;961.0;1000.0
97;393.0;-302.0;?;-318.0;?;1013.0
97;414.0;-291.0;?;?;931.0;1010.0
97;413.0;-290.0;?;-341.0;927.0;993.0
97;404.0;-311.0;-719.0;-338.0;938.0;969.0
97;400.0;-331.0;?;-345.0;958.0;?
98;386.0;-333.0;-716.0;-374.0;955.0;1004.0
99;428.0;?;?;-380.0;?;1016.0
99;455.0;-350.0;-714.0;?;923.0;985.0
99;432.0;-369.0;-714.0;-384.0;962.0;968.0
?;452.0;-386.0;-715.0;-401.0;951.0;982.0
101;452.0;?;-715.0;-399.0;943.0;995.0
102;448.0;-391.0;-716.0;-386.0;944.0;986.0
102;?;-396.0;-717.0;-390.0;952.0;1001.0
103;484.0;-411.0;-719.0;-395.0;956.0;1004.0
104;?;-403.0;-721.0;-401.0;993.0;985.0
104;429.0;-388.0;-721.0;-381.0;993.0;987.0
105;443.0;-402.0;?;-378.0;995.0;1028.0
106;424.0;-403.0;-724.0;-379.0;998.0;1039.0
107;405.0;-369.0;-726.0;-360.0;1007.0;1047.0
?;411.0;-371.0;-728.0;-347.0;1001.0;1039.0
107;411.0;-360.0;-731.0;-318.0;1013.0;?
107;423.0;-346.0;-734.0;-307.0;1006.0;1056.0
107;365.0;?;-736.0;-287.0;989.0;1073.0
106;356.0;-317.0;-738.0;-283.0;991.0;?
?;334.0;-299.0;-740.0;?;?;1042.0
106;?;-269.0;-741.0;?;959.0;1011.0
106;333.0;-242.0;-742.0;?;934.0;1024.0
?;332.0;-245.0;-742.0;-273.0;939.0;1027.0
106;346.0;-254.0;-742.0;-263.0;929.0;?
106;325.0;-254.0;-741.0;-276.0;979.0;985.0
106;364.0;-239.0;-741.0;-291.0;912.0;?
106;392.0;-244.0;-740.0;-292.0;909.0;1027.0
105;404.0;-263.0;-739.0;-283.0;823.0;974.0
103;404.0;-287.0;-737.0;-292.0;874.0;949.0
103;421.0;-308.0;-735.0;-321.0;?;895.0
103;452.0;-309.0;-733.0;-344.0;?;783.0
103;481.0;-310.0;-731.0;-316.0;1279.0;824.0
104;354.0;-351.0;-729.0;?;874.0;1488.0
105;534.0;-385.0;-728.0;?;883.0;?
104;419.0;-410.0;?;-529.0;891.0;794.0
104;386.0;-400.0;-727.0;-440.0;943.0;828.0
104;566.0;-367.0;-724.0;-319.0;1050.0;1008.0
104;652.0;-465.0;-723.0;-283.0;996.0;1313.0
104;479.0;-397.0;-723.0;-288.0;902.0;1350.0
104;485.0;-413.0;-724.0;-288.0;882.0;1111.0
104;499.0;-491.0;-725.0;-248.0;?;1020.0
104;493.0;?;-727.0;-183.0;939.0;1015.0
104;458.0;-310.0;?;-173.0;925.0;1053.0
?;435.0;-388.0;-728.0;-194.0;879.0;1065.0
103;373.0;-358.0;-728.0;?;?;993.0
104;335.0;-302.0;-728.0;-204.0;827.0;954.0
104;335.0;-277.0;-726.0;?;848.0;918.0
104;348.0;-264.0;-722.0;-218.0;863.0;891.0
104;353.0;-261.0;-720.0;-252.0;888.0;928.0
104;?;-256.0;-717.0;-278.0;920.0;959.0
103;?;-263.0;-716.0;-303.0;943.0;989.0
?;455.0;-286.0;-713.0;-328.0;933.0;1034.0
103;488.0;-300.0;-712.0;-333.0;973.0;1072.0
103;520.0;?;-711.0;-352.0;?;1082.0
103;547.0;-384.0;-711.0;-370.0;976.0;?
?;558.0;-407.0;-711.0;-396.0;963.0;1098.0
104;572.0;-421.0;-711.0;-392.0;969.0;1070.0
104;547.0;-448.0;-712.0;-380.0;?;1039.0
104;516.0;?;-712.0;-386.0;958.0;1027.0
108;474.0;-459.0;?;-417.0;?;985.0
109;?;?;-712.0;-409.0;957.0;990.0
110;425.0;-435.0;-713.0;-428.0;964.0;970.0
111;431.0;-442.0;-714.0;-404.0;947.0;976.0
112;414.0;?;-716.0;-389.0;941.0;?
112;407.0;-431.0;?;?;943.0;968.0
112;399.0;-400.0;-721.0;-378.0;943.0;969.0
112;403.0;-371.0;-724.0;-363.0;933.0;?
?;366.0;-343.0;?;-336.0;952.0;971.0
112;376.0;-337.0;-732.0;-305.0;991.0;951.0
?;?;-346.0;-736.0;-285.0;998.0;1009.0
112;343.0;-322.0;-739.0;-319.0;995.0;1054.0
112;374.0;-299.0;-743.0;-321.0;1050.0;1032.0
111;364.0;-296.0;-746.0;-314.0;1041.0;1079.0
111;382.0;?;-750.0;-303.0;965.0;1102.0
112;383.0;-293.0;-754.0;-275.0;937.0;1060.0
112;404.0;-286.0;-757.0;?;929.0;1001.0
112;384.0;-265.0;-758.0;-243.0;937.0;1009.0
112;394.0;-246.0;-760.0;-253.0;915.0;1011.0
?;384.0;-237.0;-760.0;-252.0;?;996.0
?;380.0;-268.0;-760.0;-255.0;985.0;1022.0
112;384.0;-301.0;-760.0;-280.0;992.0;1044.0
112;434.0;-309.0;-760.0;?;?;1044.0
111;427.0;-306.0;-760.0;-325.0;963.0;1043.0
109;400.0;-301.0;-760.0;-335.0;933.0;1042.0
?;401.0;-310.0;-759.0;-342.0;911.0;976.0
108;389.0;-312.0;-759.0;-333.0;888.0;972.0
106;403.0;-308.0;-758.0;-340.0;830.0;906.0
104;392.0;-304.0;-756.0;-361.0;849.0;937.0
102;378.0;-316.0;-756.0;-344.0;1223.0;782.0
101;406.0;-321.0;-755.0;-339.0;1239.0;?
98;305.0;-342.0;-756.0;-357.0;1039.0;1381.0
?;479.0;-358.0;?;-474.0;898.0;1062.0
99;502.0;-342.0;-755.0;-530.0;932.0;?
99;543.0;-297.0;?;-378.0;1011.0;880.0
99;641.0;-311.0;?;-326.0;1004.0;1191.0
99;613.0;-440.0;-743.0;-267.0;947.0;1365.0
99;488.0;-445.0;?;-221.0;934.0;1369.0
99;?;-498.0;-737.0;-170.0;947.0;1190.0
99;465.0;-509.0;-736.0;?;?;1072.0
99;580.0;-361.0;-736.0;-221.0;971.0;1043.0
99;651.0;-229.0;-734.0;-297.0;878.0;1094.0
99;810.0;-277.0;-732.0;-424.0;742.0;?
99;881.0;-356.0;-729.0;-627.0;678.0;1108.0
99;882.0;?;-724.0;-773.0;658.0;950.0
99;964.0;-513.0;-719.0;-799.0;639.0;861.0
99;931.0;-762.0;-714.0;-854.0;514.0;?
99;900.0;-954.0;?;-1050.0;334.0;740.0
99;799.0;-1099.0;?;-1070.0;2.0;578.0
99;703.0;-1107.0;?;-1094.0;-39.0;434.0
99;588.0;-1147.0;-695.0;-952.0;-154.0;358.0
99;428.0;-1173.0;-691.0;?;-270.0;189.0
99;345.0;-1180.0;-686.0;-851.0;?;51.0
99;345.0;-1135.0;-682.0;-760.0;-515.0;-122.0
99;226.0;-1006.0;-677.0;-793.0;-577.0;-163.0
99;253.0;-927.0;-673.0;-589.0;-634.0;-352.0
99;284.0;-823.0;-670.0;-380.0;-667.0;-244.0
99;337.0;?;?;-171.0;-672.0;-146.0
99;301.0;-776.0;-665.0;76.0;-661.0;-137.0
99;229.0;-674.0;-663.0;183.0;-764.0;?
99;168.0;?;-661.0;155.0;-749.0;-267.0
99;214.0;-576.0;-658.0;249.0;-811.0;-416.0
99;206.0;-365.0;-656.0;239.0;-835.0;-506.0
99;271.0;-301.0;-654.0;148.0;-860.0;-602.0
99;276.0;-367.0;-653.0;117.0;?;-595.0
99;335.0;-288.0;-653.0;37.0;-839.0;?
99;455.0;-288.0;-652.0;20.0;-830.0;?
99;432.0;-403.0;-652.0;62.0;-806.0;-555.0
99;464.0;-434.0;?;74.0;-814.0;-532.0
?;483.0;-543.0;-651.0;32.0;-803.0;?
99;445.0;-578.0;-650.0;74.0;-809.0;-502.0
99;450.0;-572.0;-649.0;25.0;-791.0;-550.0
99;478.0;?;?;-25.0;-810.0;-575.0
99;?;-569.0;-648.0;-63.0;?;-557.0
99;459.0;-558.0;-649.0;-68.0;-791.0;-531.0
99;505.0;-617.0;-651.0;-22.0;-790.0;-553.0
99;473.0;-621.0;-652.0;-32.0;?;-613.0
99;488.0;-654.0;-653.0;?;-792.0;-581.0
99;435.0;-649.0;-653.0;-62.0;-757.0;-530.0
99;413.0;-631.0;-652.0;-40.0;-712.0;-552.0
99;393.0;-632.0;-653.0;-19.0;-641.0;-509.0
99;367.0;-654.0;-653.0;-10.0;-585.0;-408.0
99;382.0;-604.0;?;?;-575.0;-191.0
99;360.0;-569.0;-653.0;262.0;-586.0;-17.0
99;290.0;-535.0;-652.0;441.0;-481.0;188.0
99;278.0;-534.0;-652.0;345.0;-549.0;324.0
99;362.0;-490.0;-652.0;111.0;-338.0;431.0
99;230.0;-308.0;-653.0;127.0;-266.0;640.0
99;208.0;-251.0;?;-75.0;-32.0;729.0
99;?;-430.0;-655.0;-272.0;419.0;911.0
99;548.0;-457.0;?;-757.0;356.0;960.0
99;717.0;-342.0;?;-1028.0;?;1075.0
99;574.0;?;-664.0;-931.0;878.0;1632.0
99;532.0;-646.0;-668.0;-881.0;1035.0;1830.0
99;790.0;-1168.0;-672.0;-888.0;1485.0;2072.0
99;915.0;?;-676.0;?;1382.0;2375.0
?;896.0;-950.0;?;-764.0;1268.0;?
99;841.0;-959.0;-682.0;-910.0;1191.0;1669.0
99;1000.0;-992.0;-686.0;-857.0;?;1289.0
99;1132.0;?;-689.0;-440.0;1008.0;1383.0
99;1044.0;-774.0;-693.0;-223.0;974.0;1518.0
?;901.0;-878.0;-698.0;-245.0;955.0;1374.0
99;741.0;-848.0;-700.0;-371.0;959.0;1286.0
99;701.0;-646.0;-702.0;-440.0;963.0;1201.0
99;662.0;-574.0;-702.0;-397.0;952.0;1127.0
99;565.0;?;-701.0;-345.0;971.0;1068.0
99;524.0;-725.0;-699.0;?;?;1070.0
99;427.0;-689.0;-697.0;-260.0;961.0;?
99;388.0;-577.0;?;-288.0;893.0;1017.0
99;319.0;-465.0;-692.0;-276.0;904.0;1000.0
99;?;-354.0;-690.0;-280.0;893.0;948.0
99;?;-290.0;-690.0;-302.0;894.0;900.0
99;?;-263.0;-689.0;-322.0;899.0;895.0
99;236.0;-233.0;-689.0;-331.0;904.0;910.0
99;?;-243.0;-688.0;-330.0;914.0;911.0
99;248.0;-245.0;-687.0;-317.0;920.0;910.0
99;?;-260.0;-687.0;?;938.0;947.0
99;?;-262.0;-687.0;-323.0;1003.0;988.0
99;412.0;?;-687.0;-321.0;985.0;1040.0
99;388.0;-272.0;-687.0;-340.0;989.0;1059.0
?;460.0;-287.0;-687.0;-324.0;971.0;1035.0
?;513.0;-310.0;-686.0;-311.0;?;1060.0
99;531.0;-318.0;-686.0;-337.0;936.0;1060.0
99;530.0;-341.0;-685.0;-329.0;969.0;1069.0
99;529.0;-369.0;-685.0;-296.0;939.0;1086.0
99;?;-409.0;-684.0;-284.0;?;1062.0
99;491.0;-438.0;-684.0;?;925.0;1028.0
99;474.0;-440.0;-684.0;?;949.0;1024.0
99;452.0;-385.0;-685.0;-331.0;956.0;1019.0
?;410.0;?;-685.0;-333.0;961.0;1013.0
99;407.0;-411.0;-686.0;-366.0;964.0;1010.0
99;410.0;-416.0;?;-389.0;941.0;986.0
99;390.0;-382.0;?;-376.0;931.0;997.0
99;396.0;-360.0;-686.0;-381.0;932.0;940.0
99;365.0;-362.0;-686.0;-354.0;942.0;969.0
99;344.0;-347.0;-686.0;?;926.0;958.0
99;366.0;-337.0;-686.0;-335.0;924.0;968.0
99;?;-339.0;-686.0;-366.0;953.0;958.0
?;398.0;-309.0;-686.0;-370.0;963.0;991.0
?;383.0;-299.0;-686.0;-339.0;?;1007.0
99;414.0;-322.0;-686.0;-311.0;939.0;1000.0
99;?;-370.0;-686.0;?;916.0;?
99;403.0;?;-686.0;-362.0;941.0;1008.0
99;443.0;?;-685.0;-331.0;948.0;997.0
99;433.0;-347.0;-684.0;?;922.0;998.0
99;434.0;-384.0;-684.0;-288.0;?;994.0
99;420.0;-371.0;-684.0;-333.0;959.0;1015.0
?;402.0;-345.0;-684.0;-313.0;972.0;998.0
99;426.0;?;-684.0;-320.0;971.0;1024.0
99;421.0;-361.0;-683.0;-340.0;962.0;?
99;415.0;-369.0;-682.0;-328.0;970.0;1015.0
99;450.0;-350.0;-683.0;-334.0;962.0;1002.0
99;431.0;-360.0;-683.0;-348.0;962.0;1014.0
99;410.0;-350.0;-685.0;-339.0;923.0;1013.0
99;408.0;-355.0;-686.0;-322.0;934.0;987.0
?;405.0;-356.0;?;-325.0;946.0;988.0
99;366.0;-350.0;-689.0;-356.0;975.0;967.0
99;374.0;?;-689.0;-343.0;966.0;?
?;373.0;-335.0;-690.0;-348.0;978.0;1019.0
?;404.0;-336.0;-692.0;-350.0;971.0;1028.0
99;385.0;-352.0;-693.0;-311.0;962.0;1009.0
99;416.0;-360.0;-696.0;-323.0;943.0;1006.0
99;415.0;-335.0;-698.0;?;915.0;990.0
99;424.0;-309.0;-700.0;-342.0;?;978.0
99;428.0;-308.0;-702.0;-332.0;940.0;997.0
99;429.0;-324.0;-703.0;-302.0;958.0;?
99;452.0;-348.0;-704.0;-316.0;954.0;1007.0
99;432.0;-363.0;-704.0;-351.0;943.0;1014.0
99;384.0;-342.0;-705.0;?;943.0;1004.0
99;399.0;-329.0;-705.0;-316.0;953.0;985.0
99;389.0;-353.0;-704.0;-331.0;961.0;957.0
99;416.0;-357.0;-703.0;-328.0;948.0;991.0
99;436.0;-332.0;-702.0;-355.0;930.0;994.0
99;415.0;-326.0;-700.0;-353.0;939.0;1001.0
99;424.0;-342.0;-698.0;?;969.0;980.0
