InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
-25;324.0;-576.0;682.0;-232.0;871.0;1065.0
12;263.0;-142.0;139.0;-293.0;1009.0;1137.0
-6;206.0;-249.0;128.0;-294.0;1007.0;1110.0
-53;297.0;-149.0;99.0;-172.0;925.0;1109.0
-50;377.0;-554.0;116.0;-223.0;880.0;1026.0
-53;517.0;-522.0;140.0;-312.0;853.0;976.0
-44;294.0;-439.0;132.0;-262.0;944.0;1096.0
9;239.0;-317.0;123.0;-474.0;1015.0;1010.0
-20;367.0;-385.0;102.0;-180.0;745.0;988.0
-20;256.0;-291.0;130.0;-377.0;914.0;1025.0
-20;353.0;-435.0;71.0;-369.0;971.0;1036.0
-20;342.0;-440.0;66.0;-370.0;948.0;1122.0
-20;448.0;-232.0;55.0;-493.0;1200.0;1157.0
-12;341.0;-312.0;27.0;-339.0;973.0;957.0
-3;317.0;-294.0;20.0;-250.0;898.0;1012.0
36;259.0;-248.0;14.0;-334.0;978.0;983.0
-20;308.0;-136.0;87.0;-330.0;1026.0;1089.0
110;621.0;-89.0;-10.0;-508.0;928.0;1010.0
-17;694.0;-827.0;241.0;-647.0;549.0;712.0
-24;484.0;-471.0;165.0;-429.0;947.0;1063.0
-24;430.0;-481.0;164.0;-380.0;979.0;1025.0
101;660.0;-339.0;63.0;-360.0;949.0;505.0
-24;214.0;-503.0;174.0;-251.0;985.0;1054.0
-24;344.0;-348.0;176.0;-177.0;986.0;972.0
-24;354.0;-293.0;181.0;-190.0;916.0;860.0
-24;390.0;-146.0;182.0;-259.0;874.0;867.0
-24;393.0;-136.0;181.0;-320.0;841.0;782.0
-24;451.0;-244.0;174.0;-352.0;963.0;883.0
-24;352.0;-337.0;161.0;-459.0;917.0;919.0
-24;563.0;-311.0;155.0;-261.0;894.0;937.0
-24;247.0;-371.0;141.0;-419.0;932.0;892.0
-24;470.0;-458.0;139.0;-373.0;923.0;1053.0
67;308.0;-237.0;472.0;-186.0;963.0;924.0
-24;428.0;-352.0;127.0;-350.0;971.0;1119.0
-24;344.0;-393.0;128.0;-390.0;984.0;1068.0
109;498.0;-212.0;435.0;-222.0;859.0;1030.0
-24;294.0;-410.0;128.0;-528.0;1067.0;994.0
112;450.0;-285.0;397.0;-274.0;881.0;926.0
105;351.0;-195.0;381.0;-112.0;1015.0;1072.0
-24;426.0;-503.0;139.0;-421.0;965.0;896.0
172;217.0;-321.0;373.0;-366.0;927.0;1074.0
146;249.0;-343.0;371.0;-416.0;968.0;991.0
-24;395.0;-429.0;139.0;-406.0;962.0;888.0
-24;417.0;-398.0;139.0;-416.0;926.0;842.0
-191;208.0;-376.0;369.0;-392.0;974.0;1016.0
-24;416.0;-413.0;140.0;-436.0;924.0;833.0
-9;448.0;-251.0;205.0;-446.0;901.0;849.0
67;484.0;-518.0;279.0;-526.0;943.0;688.0
-24;461.0;-433.0;141.0;-461.0;924.0;845.0
-24;418.0;-402.0;142.0;-402.0;943.0;891.0
-24;410.0;-436.0;144.0;-381.0;940.0;891.0
-24;434.0;-395.0;147.0;-468.0;937.0;845.0
-178;327.0;-365.0;363.0;-443.0;995.0;945.0
-24;421.0;-398.0;152.0;-387.0;948.0;890.0
-24;398.0;-433.0;153.0;-394.0;924.0;871.0
-24;443.0;-408.0;160.0;-454.0;943.0;854.0
182;396.0;-525.0;369.0;-336.0;1034.0;1050.0
-24;422.0;-362.0;164.0;-402.0;915.0;866.0
-24;424.0;-400.0;167.0;-418.0;925.0;858.0
98;357.0;-243.0;415.0;-206.0;897.0;1146.0
102;389.0;-243.0;417.0;-174.0;823.0;1108.0
-24;437.0;-436.0;169.0;-423.0;944.0;850.0
-24;453.0;-461.0;170.0;-439.0;940.0;875.0
112;330.0;-269.0;415.0;-347.0;871.0;868.0
137;285.0;-390.0;396.0;-342.0;970.0;971.0
142;300.0;-488.0;385.0;-357.0;988.0;917.0
67;296.0;-260.0;308.0;-365.0;945.0;1222.0
67;257.0;-346.0;296.0;-284.0;924.0;1159.0
-31;378.0;-316.0;333.0;-504.0;860.0;866.0
-31;314.0;-336.0;324.0;-574.0;884.0;808.0
-24;443.0;-432.0;172.0;-410.0;928.0;875.0
-24;424.0;-397.0;173.0;-418.0;928.0;857.0
-24;454.0;-437.0;175.0;-418.0;942.0;873.0
153;269.0;-456.0;369.0;-418.0;1011.0;1011.0
-32;148.0;-208.0;327.0;-312.0;859.0;903.0
-24;387.0;-414.0;176.0;-401.0;920.0;862.0
145;367.0;-490.0;365.0;-405.0;1004.0;1064.0
124;336.0;-450.0;359.0;-356.0;915.0;1076.0
113;321.0;-462.0;354.0;-385.0;872.0;1039.0
-191;175.0;-377.0;645.0;-248.0;681.0;774.0
-24;414.0;-419.0;177.0;-439.0;954.0;884.0
-35;348.0;-403.0;184.0;-457.0;987.0;837.0
-66;328.0;-327.0;212.0;-479.0;971.0;859.0
-79;348.0;-340.0;224.0;-470.0;969.0;879.0
32;264.0;-286.0;7.0;-364.0;966.0;959.0
-89;389.0;-355.0;235.0;-456.0;956.0;904.0
-107;406.0;-339.0;254.0;-449.0;1038.0;969.0
-125;308.0;-360.0;274.0;-466.0;1087.0;906.0
-1;559.0;-266.0;-96.0;-311.0;929.0;959.0
66;411.0;-360.0;-37.0;-383.0;903.0;1002.0
-15;290.0;-211.0;424.0;-517.0;999.0;897.0
61;360.0;-278.0;-40.0;-188.0;949.0;1059.0
61;40.0;-252.0;479.0;-514.0;956.0;977.0
-16;241.0;-315.0;373.0;-357.0;886.0;913.0
-38;264.0;-386.0;347.0;-282.0;1132.0;889.0
-36;474.0;-386.0;348.0;-310.0;1080.0;1100.0
-147;404.0;-196.0;701.0;-248.0;1545.0;1666.0
-30;536.0;-366.0;352.0;-348.0;950.0;1140.0
-30;506.0;-359.0;354.0;-275.0;856.0;1158.0
-30;458.0;-347.0;356.0;-220.0;927.0;1187.0
-30;497.0;-342.0;360.0;-196.0;950.0;999.0
-30;554.0;-352.0;364.0;-201.0;942.0;998.0
-30;493.0;-389.0;387.0;-205.0;886.0;1002.0
-30;492.0;-485.0;410.0;-242.0;925.0;967.0
-30;465.0;-523.0;426.0;-273.0;912.0;972.0
-30;469.0;-538.0;432.0;-295.0;906.0;948.0
-30;471.0;-544.0;436.0;-312.0;856.0;976.0
-30;432.0;-474.0;440.0;-298.0;892.0;971.0
-30;584.0;-397.0;438.0;-350.0;962.0;951.0
-30;633.0;-390.0;434.0;-377.0;918.0;921.0
-30;629.0;-354.0;427.0;-350.0;871.0;995.0
-30;530.0;-291.0;398.0;-257.0;881.0;979.0
-30;542.0;-303.0;388.0;-215.0;915.0;983.0
-30;508.0;-264.0;368.0;-264.0;920.0;976.0
-31;445.0;-215.0;357.0;-272.0;911.0;978.0
-31;421.0;-160.0;346.0;-260.0;890.0;979.0
-31;394.0;-123.0;336.0;-251.0;830.0;984.0
-31;313.0;-482.0;316.0;-257.0;850.0;907.0
-31;457.0;-372.0;296.0;-203.0;844.0;821.0
-31;421.0;-292.0;296.0;-57.0;975.0;1068.0
61;421.0;-256.0;3.0;-197.0;883.0;1037.0
62;413.0;-369.0;10.0;-125.0;886.0;1054.0
114;389.0;-433.0;352.0;-450.0;1002.0;962.0
62;462.0;-351.0;24.0;-129.0;926.0;1076.0
62;453.0;-299.0;26.0;-154.0;952.0;1057.0
62;416.0;-312.0;30.0;-168.0;918.0;979.0
121;527.0;-285.0;420.0;-285.0;1107.0;1267.0
62;379.0;-342.0;28.0;-216.0;911.0;940.0
62;433.0;-314.0;23.0;-238.0;917.0;962.0
62;421.0;-284.0;20.0;-261.0;903.0;979.0
40;291.0;-245.0;-20.0;-203.0;976.0;1007.0
40;372.0;-218.0;-23.0;-236.0;1023.0;1030.0
40;345.0;-260.0;-14.0;-177.0;960.0;1023.0
92;460.0;-264.0;146.0;-136.0;911.0;1008.0
40;403.0;-274.0;-13.0;-243.0;943.0;994.0
41;365.0;-251.0;-2.0;-299.0;970.0;1042.0
41;352.0;-264.0;3.0;-282.0;1020.0;1070.0
92;445.0;-233.0;141.0;-166.0;928.0;1016.0
40;376.0;-295.0;16.0;-254.0;924.0;1011.0
92;440.0;-243.0;133.0;-167.0;978.0;1022.0
39;380.0;-298.0;18.0;-265.0;964.0;1035.0
-52;498.0;-261.0;502.0;-316.0;809.0;1101.0
-52;443.0;-153.0;500.0;-294.0;896.0;979.0
38;382.0;-302.0;19.0;-270.0;972.0;1044.0
36;410.0;-301.0;20.0;-295.0;995.0;1049.0
-52;393.0;-388.0;450.0;-291.0;1094.0;990.0
92;474.0;-201.0;129.0;-189.0;990.0;1049.0
92;430.0;-196.0;121.0;-146.0;957.0;1080.0
92;407.0;-185.0;116.0;-122.0;895.0;1073.0
-50;364.0;-221.0;416.0;-281.0;759.0;817.0
-33;340.0;-393.0;393.0;-420.0;1022.0;954.0
92;551.0;-158.0;729.0;-350.0;1458.0;913.0
-12;450.0;-369.0;354.0;-567.0;1036.0;1052.0
20;328.0;-397.0;317.0;-394.0;933.0;996.0
26;364.0;-305.0;306.0;-371.0;908.0;940.0
14;365.0;-262.0;297.0;-321.0;886.0;971.0
-18;543.0;-337.0;239.0;-236.0;978.0;1214.0
-20;415.0;-331.0;208.0;-152.0;887.0;1065.0
-20;435.0;-345.0;197.0;-183.0;903.0;975.0
-20;376.0;-206.0;158.0;-361.0;947.0;894.0
-21;365.0;-68.0;94.0;-321.0;949.0;1022.0
-21;410.0;-203.0;50.0;-229.0;993.0;1092.0
-21;367.0;-230.0;36.0;-195.0;985.0;1071.0
44;180.0;-99.0;-7.0;-228.0;891.0;1334.0
35;402.0;-307.0;20.0;-284.0;1002.0;1069.0
-21;357.0;-337.0;-15.0;-276.0;966.0;1133.0
-21;391.0;-320.0;-13.0;-223.0;972.0;1027.0
-21;474.0;-319.0;-12.0;-225.0;989.0;1040.0
-21;486.0;-315.0;-11.0;-245.0;967.0;1054.0
-21;471.0;-327.0;-11.0;-268.0;953.0;1073.0
-21;452.0;-326.0;-12.0;-245.0;923.0;1050.0
-21;448.0;-340.0;-16.0;-243.0;952.0;1024.0
-21;432.0;-338.0;-18.0;-258.0;948.0;1045.0
-21;391.0;-337.0;-15.0;-319.0;952.0;984.0
-21;452.0;-336.0;-14.0;-370.0;961.0;986.0
-21;423.0;-289.0;-15.0;-378.0;1012.0;979.0
-21;423.0;-328.0;-15.0;-384.0;1011.0;978.0
-21;430.0;-416.0;-14.0;-365.0;961.0;1017.0
-21;473.0;-256.0;-12.0;-321.0;966.0;1060.0
-21;485.0;-263.0;-11.0;-305.0;912.0;1076.0
33;366.0;-320.0;20.0;-272.0;994.0;1020.0
31;394.0;-315.0;22.0;-282.0;933.0;979.0
-21;445.0;-235.0;-9.0;-173.0;894.0;941.0
-21;420.0;-228.0;-6.0;-146.0;971.0;961.0
-21;434.0;-256.0;-4.0;-156.0;986.0;1060.0
-21;382.0;-290.0;-1.0;-187.0;904.0;1099.0
-21;340.0;-343.0;5.0;-263.0;955.0;996.0
-17;357.0;-332.0;6.0;-267.0;940.0;999.0
-11;332.0;-335.0;7.0;-265.0;942.0;1018.0
-13;353.0;-333.0;8.0;-319.0;1005.0;1010.0
-11;349.0;-375.0;9.0;-323.0;996.0;1033.0
-15;390.0;-374.0;10.0;-331.0;1049.0;1067.0
31;405.0;-325.0;22.0;-282.0;920.0;1011.0
31;427.0;-331.0;23.0;-302.0;981.0;1021.0
31;417.0;-343.0;23.0;-298.0;979.0;1021.0
31;453.0;-347.0;23.0;-295.0;950.0;1006.0
31;435.0;-328.0;28.0;-340.0;968.0;1026.0
31;424.0;-335.0;28.0;-331.0;989.0;1024.0
31;440.0;-345.0;27.0;-348.0;987.0;1041.0
31;443.0;-319.0;26.0;-341.0;992.0;1035.0
31;443.0;-246.0;23.0;-340.0;980.0;1028.0
31;423.0;-252.0;21.0;-311.0;990.0;1025.0
31;414.0;-242.0;19.0;-309.0;957.0;987.0
31;331.0;-225.0;4.0;-225.0;886.0;937.0
31;336.0;-223.0;-5.0;-247.0;914.0;1014.0
31;294.0;-234.0;-15.0;-269.0;967.0;1025.0
93;381.0;-259.0;68.0;-168.0;979.0;1112.0
92;331.0;-259.0;66.0;-218.0;1006.0;1032.0
99;311.0;-245.0;64.0;-258.0;963.0;1057.0
105;392.0;-274.0;65.0;-271.0;1061.0;1041.0
104;384.0;-276.0;65.0;-263.0;1030.0;1061.0
105;343.0;-271.0;66.0;-231.0;912.0;1076.0
105;408.0;-245.0;66.0;-254.0;1010.0;1002.0
105;351.0;-232.0;66.0;-253.0;982.0;1063.0
105;363.0;-235.0;65.0;-268.0;948.0;1051.0
105;376.0;-244.0;64.0;-251.0;947.0;1024.0
105;376.0;-228.0;63.0;-244.0;959.0;1010.0
105;391.0;-231.0;62.0;-231.0;970.0;1001.0
105;348.0;-240.0;61.0;-220.0;954.0;1012.0
