InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
685.0;525.0;666.0;396.0;502.0;101.0;-292.0;75;41.0;-213.0
685.0;522.0;666.0;395.0;504.0;97.0;-292.0;75;40.0;-214.0
686.0;521.0;664.0;393.0;507.0;86.0;-295.0;75;37.0;-221.0
686.0;522.0;663.0;391.0;507.0;82.0;-297.0;75;38.0;-222.0
691.0;523.0;658.0;386.0;505.0;75.0;-296.0;75;42.0;-227.0
692.0;525.0;656.0;387.0;504.0;72.0;-297.0;75;47.0;-228.0
695.0;521.0;651.0;381.0;502.0;74.0;-299.0;75;57.0;-230.0
697.0;523.0;648.0;375.0;502.0;75.0;-301.0;75;59.0;-230.0
709.0;543.0;644.0;355.0;496.0;51.0;-285.0;75;38.0;-233.0
698.0;523.0;644.0;364.0;503.0;78.0;-307.0;75;61.0;-228.0
698.0;524.0;643.0;358.0;505.0;83.0;-309.0;75;62.0;-225.0
698.0;521.0;644.0;356.0;504.0;85.0;-309.0;75;62.0;-224.0
694.0;518.0;644.0;359.0;504.0;86.0;-315.0;75;71.0;-225.0
693.0;519.0;643.0;365.0;503.0;73.0;-316.0;75;80.0;-233.0
695.0;520.0;641.0;363.0;501.0;69.0;-315.0;75;81.0;-235.0
696.0;522.0;637.0;359.0;497.0;65.0;-318.0;75;88.0;-237.0
696.0;523.0;632.0;351.0;495.0;64.0;-326.0;75;96.0;-239.0
693.0;526.0;635.0;368.0;498.0;67.0;-325.0;75;100.0;-237.0
692.0;522.0;636.0;367.0;498.0;73.0;-326.0;75;101.0;-233.0
694.0;523.0;635.0;364.0;498.0;74.0;-324.0;74;100.0;-232.0
695.0;524.0;635.0;361.0;497.0;74.0;-323.0;74;99.0;-231.0
695.0;525.0;635.0;360.0;496.0;73.0;-324.0;74;98.0;-231.0
693.0;528.0;633.0;351.0;489.0;65.0;-331.0;74;93.0;-230.0
694.0;529.0;633.0;349.0;488.0;64.0;-332.0;74;90.0;-229.0
694.0;533.0;632.0;344.0;487.0;63.0;-333.0;74;87.0;-229.0
695.0;534.0;631.0;342.0;487.0;61.0;-334.0;74;85.0;-229.0
695.0;533.0;629.0;339.0;488.0;62.0;-337.0;74;89.0;-229.0
694.0;530.0;629.0;338.0;492.0;60.0;-338.0;74;96.0;-231.0
693.0;530.0;632.0;343.0;495.0;61.0;-334.0;74;96.0;-231.0
692.0;527.0;638.0;352.0;497.0;65.0;-325.0;74;93.0;-229.0
691.0;522.0;642.0;364.0;498.0;70.0;-320.0;74;92.0;-226.0
690.0;521.0;643.0;366.0;498.0;72.0;-318.0;74;91.0;-225.0
690.0;520.0;644.0;368.0;498.0;73.0;-318.0;74;93.0;-225.0
691.0;519.0;640.0;368.0;500.0;69.0;-322.0;74;96.0;-229.0
691.0;518.0;639.0;365.0;501.0;67.0;-323.0;74;97.0;-231.0
693.0;522.0;635.0;357.0;501.0;58.0;-325.0;74;99.0;-235.0
694.0;523.0;634.0;355.0;499.0;55.0;-326.0;74;102.0;-237.0
694.0;522.0;634.0;354.0;498.0;54.0;-326.0;74;103.0;-237.0
694.0;523.0;634.0;353.0;498.0;53.0;-325.0;74;104.0;-238.0
693.0;522.0;635.0;356.0;498.0;54.0;-325.0;74;103.0;-238.0
693.0;521.0;635.0;357.0;498.0;55.0;-326.0;74;103.0;-238.0
692.0;522.0;635.0;356.0;498.0;56.0;-326.0;74;102.0;-237.0
693.0;522.0;635.0;352.0;499.0;57.0;-327.0;74;101.0;-236.0
695.0;526.0;634.0;354.0;498.0;60.0;-325.0;74;100.0;-234.0
695.0;525.0;634.0;354.0;498.0;60.0;-324.0;74;100.0;-233.0
695.0;526.0;634.0;353.0;497.0;61.0;-324.0;74;100.0;-232.0
696.0;527.0;635.0;356.0;496.0;61.0;-321.0;74;98.0;-232.0
696.0;528.0;635.0;354.0;496.0;60.0;-321.0;74;98.0;-233.0
696.0;527.0;636.0;354.0;497.0;60.0;-320.0;74;98.0;-233.0
696.0;530.0;637.0;361.0;496.0;62.0;-318.0;74;97.0;-232.0
697.0;528.0;637.0;360.0;496.0;63.0;-316.0;74;96.0;-231.0
698.0;529.0;637.0;360.0;497.0;64.0;-315.0;74;95.0;-230.0
699.0;528.0;636.0;361.0;497.0;63.0;-314.0;74;97.0;-232.0
699.0;527.0;636.0;361.0;498.0;61.0;-314.0;74;97.0;-233.0
698.0;527.0;636.0;362.0;499.0;59.0;-315.0;74;97.0;-234.0
697.0;524.0;637.0;363.0;502.0;61.0;-314.0;74;95.0;-234.0
695.0;523.0;638.0;366.0;501.0;60.0;-316.0;74;98.0;-235.0
694.0;520.0;638.0;367.0;501.0;59.0;-319.0;74;101.0;-237.0
697.0;525.0;633.0;358.0;499.0;54.0;-322.0;74;98.0;-239.0
697.0;523.0;631.0;352.0;491.0;44.0;-326.0;74;105.0;-246.0
695.0;530.0;640.0;353.0;428.0;-20.0;-316.0;75;86.0;-269.0
692.0;519.0;637.0;361.0;510.0;42.0;-322.0;75;108.0;-251.0
694.0;522.0;629.0;355.0;501.0;30.0;-332.0;74;115.0;-257.0
694.0;520.0;629.0;355.0;500.0;30.0;-332.0;74;115.0;-257.0
694.0;521.0;630.0;359.0;499.0;33.0;-330.0;74;114.0;-256.0
693.0;520.0;632.0;363.0;501.0;38.0;-328.0;74;110.0;-252.0
693.0;522.0;634.0;370.0;503.0;42.0;-324.0;74;108.0;-249.0
690.0;518.0;640.0;381.0;499.0;51.0;-318.0;74;116.0;-244.0
688.0;519.0;640.0;378.0;497.0;49.0;-320.0;74;119.0;-246.0
688.0;518.0;638.0;376.0;496.0;47.0;-322.0;74;121.0;-248.0
688.0;520.0;637.0;372.0;495.0;44.0;-325.0;74;123.0;-250.0
687.0;520.0;635.0;367.0;494.0;41.0;-330.0;74;127.0;-253.0
686.0;521.0;629.0;357.0;495.0;30.0;-340.0;74;134.0;-261.0
674.0;496.0;597.0;324.0;485.0;-27.0;-393.0;74;186.0;-302.0
690.0;516.0;620.0;345.0;493.0;32.0;-346.0;74;138.0;-264.0
692.0;523.0;625.0;351.0;499.0;32.0;-339.0;74;126.0;-256.0
660.0;167.0;720.0;1069.0;495.0;179.0;-196.0;86;83.0;-180.0
692.0;521.0;625.0;351.0;499.0;30.0;-338.0;74;128.0;-258.0
691.0;518.0;621.0;340.0;502.0;30.0;-345.0;74;132.0;-259.0
688.0;516.0;619.0;338.0;500.0;27.0;-355.0;74;130.0;-259.0
683.0;513.0;596.0;308.0;480.0;-40.0;-389.0;74;163.0;-305.0
686.0;512.0;610.0;332.0;482.0;-8.0;-367.0;74;150.0;-285.0
681.0;517.0;619.0;335.0;499.0;20.0;-366.0;74;139.0;-268.0
687.0;516.0;624.0;342.0;500.0;24.0;-350.0;74;125.0;-260.0
687.0;521.0;620.0;333.0;499.0;35.0;-358.0;74;126.0;-254.0
686.0;514.0;625.0;343.0;501.0;25.0;-352.0;74;125.0;-260.0
686.0;517.0;626.0;340.0;501.0;27.0;-351.0;74;122.0;-257.0
686.0;516.0;625.0;339.0;501.0;29.0;-351.0;74;121.0;-256.0
687.0;518.0;625.0;338.0;499.0;32.0;-350.0;74;121.0;-255.0
688.0;520.0;625.0;337.0;498.0;33.0;-349.0;74;121.0;-253.0
687.0;519.0;625.0;337.0;497.0;32.0;-350.0;74;121.0;-253.0
687.0;521.0;624.0;336.0;497.0;29.0;-352.0;74;121.0;-256.0
687.0;521.0;624.0;336.0;497.0;28.0;-352.0;74;121.0;-256.0
686.0;526.0;625.0;334.0;491.0;29.0;-355.0;74;113.0;-251.0
686.0;526.0;625.0;332.0;491.0;29.0;-355.0;74;113.0;-251.0
689.0;521.0;623.0;335.0;497.0;30.0;-351.0;74;122.0;-256.0
689.0;520.0;622.0;334.0;497.0;30.0;-350.0;74;122.0;-256.0
690.0;529.0;627.0;336.0;490.0;38.0;-344.0;74;107.0;-245.0
688.0;526.0;630.0;339.0;493.0;33.0;-345.0;74;106.0;-248.0
687.0;525.0;628.0;337.0;494.0;26.0;-350.0;74;105.0;-252.0
685.0;518.0;624.0;332.0;495.0;25.0;-359.0;74;113.0;-254.0
690.0;520.0;622.0;336.0;497.0;34.0;-349.0;74;119.0;-254.0
690.0;521.0;626.0;339.0;497.0;29.0;-341.0;74;123.0;-255.0
690.0;518.0;630.0;348.0;497.0;30.0;-335.0;74;123.0;-255.0
690.0;518.0;631.0;351.0;497.0;30.0;-334.0;74;121.0;-255.0
689.0;519.0;632.0;352.0;498.0;30.0;-334.0;74;120.0;-255.0
689.0;519.0;632.0;353.0;498.0;30.0;-334.0;74;118.0;-255.0
688.0;518.0;632.0;350.0;499.0;30.0;-338.0;74;116.0;-254.0
688.0;518.0;630.0;350.0;499.0;31.0;-340.0;74;115.0;-254.0
-564.0;-6.0;-404.0;845.0;82.0;44.0;572.0;117;-438.0;697.0
687.0;522.0;623.0;333.0;496.0;27.0;-357.0;74;115.0;-254.0
702.0;540.0;646.0;339.0;507.0;119.0;-295.0;75;58.0;-256.0
687.0;528.0;625.0;334.0;492.0;30.0;-352.0;74;113.0;-250.0
203.0;58.0;464.0;-168.0;-404.0;100.0;-611.0;74;-609.0;-439.0
686.0;527.0;621.0;326.0;490.0;31.0;-360.0;74;116.0;-252.0
686.0;526.0;622.0;326.0;491.0;31.0;-359.0;74;115.0;-253.0
653.0;448.0;568.0;41.0;-176.0;752.0;-460.0;92;198.0;-157.0
693.0;522.0;633.0;356.0;506.0;33.0;-328.0;74;111.0;-255.0
688.0;526.0;623.0;338.0;496.0;31.0;-350.0;74;124.0;-255.0
691.0;531.0;627.0;337.0;491.0;37.0;-344.0;74;106.0;-246.0
693.0;525.0;624.0;347.0;499.0;32.0;-340.0;74;122.0;-255.0
686.0;522.0;620.0;330.0;498.0;34.0;-359.0;74;126.0;-255.0
700.0;520.0;689.0;466.0;513.0;88.0;-187.0;74;22.0;-289.0
625.0;385.0;778.0;575.0;486.0;323.0;7.0;31;-56.0;-42.0
615.0;159.0;725.0;563.0;511.0;424.0;189.0;20;-246.0;66.0
698.0;534.0;617.0;328.0;498.0;41.0;-345.0;74;110.0;-249.0
688.0;524.0;620.0;332.0;498.0;35.0;-355.0;74;126.0;-254.0
675.0;467.0;722.0;553.0;524.0;171.0;-124.0;98;-89.0;-169.0
