InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
27.0;-42.0;14;-8;951.0;110.0;339.0;-24;801;-978.0;282.0;989.0;209.0
-8.0;-60.0;16;26;934.0;139.0;323.0;-24;806;-967.0;276.0;991.0;207.0
34.0;-21.0;21;14;960.0;109.0;348.0;-24;802;-974.0;276.0;980.0;216.0
43.0;-99.0;20;11;947.0;157.0;332.0;-24;801;-971.0;264.0;980.0;203.0
-4.0;-62.0;17;20;943.0;111.0;380.0;-24;803;-960.0;262.0;970.0;223.0
53.0;-52.0;21;-8;933.0;123.0;334.0;-24;800;-961.0;311.0;980.0;233.0
59.0;-30.0;18;-4;923.0;129.0;314.0;-24;799;-953.0;268.0;959.0;184.0
-14.0;8.0;20;-25;939.0;100.0;300.0;-31;800;-972.0;252.0;990.0;184.0
-50.0;-145.0;35;26;957.0;146.0;354.0;-24;805;-983.0;293.0;1002.0;224.0
23.0;-70.0;18;18;939.0;108.0;352.0;-24;802;-975.0;282.0;977.0;232.0
-21.0;-62.0;25;-19;928.0;119.0;318.0;-24;805;-955.0;254.0;980.0;218.0
-5.0;9.0;21;0;922.0;112.0;332.0;-24;805;-970.0;311.0;989.0;246.0
-24.0;19.0;13;15;912.0;125.0;342.0;-24;805;-967.0;316.0;990.0;251.0
-22.0;-76.0;23;21;968.0;220.0;300.0;-24;798;-992.0;268.0;988.0;202.0
-39.0;88.0;24;-19;911.0;101.0;343.0;-24;799;-976.0;290.0;971.0;215.0
-47.0;-15.0;19;4;983.0;154.0;276.0;-24;798;-930.0;283.0;964.0;183.0
4.0;13.0;19;10;974.0;106.0;336.0;-24;797;-965.0;252.0;992.0;186.0
50.0;4.0;15;-7;966.0;143.0;363.0;-24;796;-964.0;281.0;985.0;191.0
126.0;-3.0;20;1;934.0;140.0;370.0;-24;797;-968.0;281.0;983.0;191.0
106.0;-27.0;16;-17;924.0;142.0;352.0;-24;793;-970.0;262.0;1018.0;179.0
-47.0;-71.0;18;9;911.0;148.0;291.0;-24;803;-973.0;292.0;974.0;207.0
-23.0;-30.0;17;5;930.0;149.0;307.0;-24;802;-970.0;288.0;968.0;216.0
-13.0;-103.0;15;-24;949.0;172.0;304.0;-24;803;-965.0;299.0;989.0;231.0
-37.0;4.0;18;-7;936.0;107.0;285.0;-31;797;-970.0;261.0;980.0;187.0
-2.0;-37.0;11;-26;962.0;58.0;431.0;-26;798;-971.0;435.0;937.0;45.0
13.0;-43.0;23;22;950.0;131.0;320.0;-24;800;-986.0;303.0;985.0;260.0
-22.0;-40.0;14;4;950.0;107.0;285.0;-31;805;-971.0;249.0;992.0;187.0
-11.0;-44.0;19;2;976.0;152.0;326.0;-24;802;-969.0;293.0;973.0;232.0
-6.0;-9.0;20;10;919.0;140.0;333.0;-24;803;-957.0;310.0;978.0;248.0
21.0;7.0;24;-8;928.0;170.0;331.0;-24;796;-967.0;295.0;978.0;233.0
-8.0;28.0;22;30;934.0;158.0;332.0;-24;807;-962.0;299.0;968.0;226.0
1.0;42.0;18;-14;949.0;158.0;318.0;-24;798;-973.0;280.0;979.0;224.0
-54.0;-18.0;16;16;928.0;208.0;383.0;-24;806;-963.0;301.0;976.0;236.0
-76.0;-96.0;21;6;951.0;169.0;292.0;-24;804;-931.0;306.0;962.0;183.0
94.0;-36.0;17;26;933.0;185.0;295.0;-24;803;-971.0;270.0;1009.0;178.0
-18.0;-83.0;20;-8;916.0;179.0;370.0;-24;805;-991.0;260.0;1006.0;197.0
41.0;-25.0;18;-10;937.0;207.0;341.0;-24;801;-965.0;252.0;990.0;194.0
-70.0;-29.0;17;-6;940.0;156.0;332.0;-24;800;-981.0;292.0;977.0;228.0
-17.0;43.0;15;-20;958.0;156.0;330.0;-24;802;-987.0;269.0;991.0;211.0
-38.0;-49.0;24;-29;937.0;156.0;296.0;-24;803;-980.0;486.0;895.0;244.0
-41.0;-362.0;75;-259;958.0;86.0;345.0;-34;794;-875.0;605.0;861.0;433.0
-14.0;-41.0;17;5;966.0;91.0;303.0;-31;804;-974.0;247.0;986.0;192.0
7.0;-58.0;20;11;949.0;91.0;292.0;-31;807;-971.0;223.0;988.0;192.0
-24.0;-73.0;22;9;937.0;168.0;322.0;-24;801;-972.0;276.0;988.0;220.0
-41.0;-99.0;22;20;948.0;166.0;333.0;-24;801;-984.0;304.0;1001.0;238.0
-36.0;35.0;18;14;916.0;162.0;352.0;-24;801;-983.0;304.0;974.0;221.0
-41.0;-141.0;24;-13;947.0;144.0;345.0;-24;794;-983.0;311.0;986.0;229.0
-17.0;3.0;17;10;953.0;139.0;321.0;-24;798;-971.0;310.0;991.0;200.0
-47.0;-147.0;14;39;946.0;128.0;325.0;-24;805;-965.0;309.0;978.0;244.0
15.0;-10.0;26;-6;881.0;161.0;304.0;-24;805;-989.0;278.0;996.0;225.0
20.0;54.0;23;14;958.0;148.0;354.0;-24;797;-979.0;252.0;997.0;178.0
20.0;76.0;5;-17;963.0;138.0;349.0;-24;797;-986.0;259.0;992.0;171.0
-56.0;4.0;21;-1;940.0;185.0;323.0;-24;794;-956.0;307.0;951.0;270.0
-9.0;-8.0;28;15;946.0;184.0;322.0;-24;794;-988.0;325.0;993.0;264.0
-51.0;19.0;15;-30;938.0;99.0;342.0;-24;802;-979.0;279.0;1001.0;202.0
3.0;72.0;20;29;918.0;134.0;335.0;-24;802;-970.0;294.0;966.0;208.0
38.0;-34.0;19;15;960.0;198.0;330.0;-24;792;-983.0;308.0;974.0;279.0
29.0;-47.0;17;13;982.0;188.0;318.0;-24;797;-937.0;294.0;939.0;236.0
-17.0;69.0;35;13;944.0;132.0;332.0;-24;802;-974.0;291.0;979.0;206.0
-28.0;65.0;22;-31;943.0;96.0;323.0;-24;800;-966.0;291.0;977.0;221.0
-21.0;-46.0;18;-7;964.0;110.0;340.0;-24;801;-967.0;309.0;957.0;246.0
-16.0;36.0;16;1;986.0;128.0;306.0;-24;803;-990.0;280.0;1017.0;222.0
8.0;-14.0;23;9;948.0;159.0;282.0;-24;796;-958.0;274.0;950.0;217.0
83.0;21.0;17;-2;964.0;144.0;319.0;-24;792;-972.0;272.0;988.0;197.0
-45.0;117.0;15;-4;911.0;119.0;341.0;-24;800;-953.0;291.0;953.0;231.0
635.0;-1415.0;-79;2884;874.0;21.0;247.0;-28;802;-879.0;426.0;837.0;40.0
104.0;114.0;23;-9;948.0;141.0;315.0;-24;799;-968.0;292.0;979.0;245.0
50.0;121.0;19;6;935.0;78.0;327.0;-24;798;-968.0;300.0;988.0;225.0
-13.0;84.0;20;17;928.0;99.0;334.0;-24;798;-988.0;272.0;999.0;207.0
23.0;118.0;19;9;938.0;138.0;347.0;-24;797;-982.0;261.0;979.0;197.0
66.0;132.0;18;13;932.0;149.0;318.0;-24;797;-983.0;258.0;982.0;199.0
-109.0;90.0;-73;471;916.0;209.0;340.0;-24;800;-948.0;240.0;997.0;119.0
121.0;-49.0;18;15;950.0;139.0;289.0;-24;805;-959.0;233.0;967.0;167.0
157.0;-463.0;11;22;1009.0;465.0;401.0;-28;809;-919.0;382.0;932.0;224.0
117.0;37.0;27;-12;907.0;214.0;253.0;-27;802;-447.0;545.0;345.0;743.0
-6.0;-26.0;20;-10;927.0;75.0;441.0;-26;798;-978.0;471.0;918.0;20.0
67.0;139.0;17;9;935.0;176.0;304.0;-24;799;-955.0;294.0;956.0;225.0
207.0;117.0;20;-1;948.0;167.0;388.0;-24;803;-971.0;253.0;971.0;174.0
625.0;278.0;7;3;948.0;65.0;445.0;-27;799;-1081.0;319.0;978.0;102.0
-14.0;-71.0;24;36;947.0;-39.0;495.0;-23;797;-913.0;663.0;786.0;300.0
133.0;32.0;37;16;851.0;262.0;361.0;-3;817;-936.0;369.0;959.0;296.0
-547.0;89.0;13;-35;956.0;60.0;364.0;-27;785;-899.0;548.0;797.0;380.0
62.0;-8.0;21;-15;810.0;501.0;437.0;-22;817;-996.0;142.0;1018.0;-50.0
-121.0;144.0;-125;-275;832.0;565.0;431.0;-78;2124;-1184.0;288.0;1414.0;158.0
121.0;250.0;23;17;927.0;119.0;363.0;-24;792;-958.0;247.0;957.0;196.0
7.0;126.0;19;-37;927.0;148.0;322.0;-24;798;-1022.0;281.0;997.0;191.0
96.0;158.0;20;27;928.0;109.0;337.0;-24;798;-981.0;235.0;1009.0;170.0
26.0;-25.0;11;32;917.0;-18.0;373.0;-25;797;-235.0;604.0;-447.0;943.0
0.0;-33.0;18;-8;950.0;-1.0;400.0;-23;792;-972.0;778.0;647.0;145.0
-119.0;-13.0;19;-12;974.0;-21.0;391.0;-23;785;-919.0;402.0;870.0;64.0
338.0;110.0;-8;22;953.0;-108.0;522.0;-23;780;-895.0;306.0;924.0;213.0
-38.0;-63.0;24;-18;925.0;236.0;251.0;-24;796;-995.0;281.0;990.0;202.0
26.0;137.0;21;41;910.0;101.0;333.0;-24;798;-987.0;297.0;1005.0;250.0
790.0;-585.0;13;-26;994.0;22.0;350.0;-38;896;-1014.0;169.0;1030.0;180.0
82.0;84.0;21;15;977.0;72.0;524.0;-29;682;-955.0;432.0;934.0;374.0
157.0;-18.0;19;-11;979.0;-9.0;434.0;-27;786;-1000.0;533.0;889.0;109.0
-104.0;-162.0;18;0;918.0;145.0;325.0;-24;807;-989.0;309.0;987.0;254.0
12.0;12.0;18;-26;976.0;325.0;523.0;-25;792;-978.0;343.0;969.0;223.0
-5.0;406.0;20;22;913.0;117.0;458.0;-24;802;-979.0;263.0;972.0;187.0
-14.0;6.0;15;-28;944.0;94.0;287.0;-31;803;-968.0;223.0;991.0;177.0
46.0;69.0;14;-38;926.0;107.0;328.0;-24;796;-997.0;293.0;1011.0;256.0
81.0;21.0;23;-15;937.0;109.0;285.0;-31;807;-976.0;231.0;1002.0;181.0
0.0;28.0;17;4;948.0;107.0;279.0;-31;808;-976.0;230.0;993.0;179.0
-19.0;-106.0;17;-14;950.0;99.0;281.0;-31;799;-971.0;242.0;1002.0;201.0
-182.0;746.0;-3;146;920.0;410.0;293.0;-25;814;-971.0;188.0;1004.0;121.0
-40.0;-153.0;22;-97;928.0;93.0;300.0;-31;808;-971.0;238.0;997.0;192.0
-93.0;53.0;16;67;954.0;499.0;396.0;-28;811;-975.0;383.0;949.0;205.0
-678.0;146.0;779;112;1038.0;-1.0;356.0;-27;814;-824.0;147.0;1067.0;4.0
394.0;-228.0;21;-6;990.0;125.0;495.0;-28;804;-1001.0;500.0;953.0;340.0
-94.0;-240.0;20;0;1008.0;47.0;725.0;-48;627;-1006.0;748.0;836.0;209.0
-110.0;24.0;17;-26;955.0;-43.0;386.0;-31;807;-982.0;272.0;1010.0;213.0
-27.0;-12.0;15;7;979.0;-87.0;565.0;-26;791;-970.0;133.0;1028.0;48.0
-55.0;94.0;22;-26;962.0;-9.0;436.0;-31;807;-976.0;375.0;987.0;352.0
-28.0;-170.0;8;-146;947.0;79.0;273.0;-31;807;-962.0;250.0;972.0;185.0
-26.0;-449.0;-19;-10;837.0;-329.0;297.0;-76;961;-1232.0;229.0;1382.0;216.0
19.0;69.0;21;-9;929.0;11.0;368.0;-31;806;-963.0;310.0;953.0;326.0
386.0;-689.0;20;-35;859.0;-307.0;576.0;-47;1058;-1009.0;156.0;898.0;70.0
-17.0;145.0;13;5;924.0;58.0;424.0;-31;803;-919.0;297.0;925.0;280.0
-3.0;-22.0;18;-24;984.0;315.0;510.0;-25;806;-976.0;347.0;951.0;196.0
30.0;53.0;23;16;970.0;72.0;506.0;-29;678;-956.0;475.0;894.0;407.0
-244.0;132.0;-8;-189;1201.0;606.0;665.0;-67;420;-1311.0;218.0;1254.0;187.0
-471.0;-242.0;32;113;952.0;73.0;683.0;-21;649;-1005.0;399.0;951.0;129.0
-209.0;-428.0;24;7;1001.0;397.0;568.0;-28;809;-891.0;408.0;965.0;256.0
-433.0;22.0;44;977;882.0;304.0;247.0;-26;809;-866.0;885.0;524.0;338.0
35.0;-28.0;11;-14;1033.0;39.0;436.0;-26;796;-991.0;522.0;898.0;60.0
-179.0;143.0;508;1450;770.0;101.0;487.0;-29;841;-954.0;135.0;827.0;-99.0
-197.0;-85.0;-58;12;958.0;126.0;365.0;-23;812;-986.0;300.0;1000.0;180.0
35.0;-35.0;22;28;939.0;44.0;456.0;-26;805;-996.0;497.0;886.0;50.0
46.0;-53.0;17;31;952.0;43.0;438.0;-26;795;-984.0;492.0;904.0;50.0
7.0;-49.0;15;-20;948.0;30.0;457.0;-26;803;-983.0;481.0;897.0;52.0
-130.0;43.0;1;-87;953.0;406.0;336.0;-23;804;-956.0;620.0;824.0;291.0
20.0;-35.0;10;-24;939.0;48.0;449.0;-26;795;-976.0;504.0;893.0;57.0
4.0;-32.0;24;-34;938.0;21.0;449.0;-26;797;-982.0;486.0;886.0;61.0
-34.0;64.0;18;11;949.0;318.0;427.0;-28;812;-979.0;364.0;945.0;220.0
478.0;-473.0;-13;-2;697.0;-332.0;491.0;-60;656;-1164.0;52.0;982.0;16.0
2.0;-27.0;16;-22;944.0;58.0;452.0;-26;799;-978.0;496.0;872.0;49.0
42.0;2.0;20;19;933.0;39.0;474.0;-26;796;-979.0;485.0;886.0;49.0
672.0;6.0;44;-69;948.0;-77.0;360.0;-39;859;-1014.0;143.0;962.0;146.0
19.0;-40.0;23;7;947.0;42.0;460.0;-26;802;-980.0;494.0;895.0;49.0
189.0;-152.0;23;-29;948.0;115.0;357.0;-31;805;-981.0;207.0;1010.0;146.0
32.0;-16.0;15;7;947.0;44.0;477.0;-26;804;-976.0;476.0;894.0;52.0
30.0;-14.0;20;7;947.0;42.0;437.0;-26;791;-977.0;483.0;888.0;47.0
-114.0;192.0;44;-144;908.0;236.0;334.0;-24;794;-1043.0;300.0;1045.0;144.0
-39.0;118.0;20;-34;932.0;113.0;332.0;-24;802;-981.0;281.0;998.0;186.0
-23.0;123.0;20;-14;919.0;88.0;330.0;-24;797;-989.0;258.0;1000.0;193.0
-19.0;144.0;20;6;917.0;76.0;349.0;-24;802;-982.0;293.0;985.0;211.0
46.0;159.0;17;-11;909.0;129.0;338.0;-24;796;-976.0;261.0;999.0;199.0
72.0;117.0;22;-9;927.0;128.0;341.0;-24;799;-977.0;265.0;990.0;195.0
-178.0;529.0;-483;2065;786.0;-35.0;221.0;-31;780;-762.0;310.0;883.0;114.0
119.0;-37.0;21;-8;946.0;117.0;334.0;-31;801;-984.0;213.0;984.0;163.0
4.0;-31.0;21;-13;937.0;66.0;447.0;-26;803;-982.0;488.0;891.0;36.0
0.0;82.0;15;-4;958.0;96.0;276.0;-31;802;-969.0;242.0;978.0;182.0
-55.0;70.0;17;-12;948.0;90.0;278.0;-31;806;-978.0;264.0;978.0;189.0
-99.0;252.0;18;1;943.0;89.0;306.0;-24;800;-957.0;270.0;962.0;221.0
-410.0;344.0;1919;-624;1029.0;114.0;192.0;-35;697;-800.0;271.0;1009.0;269.0
-159.0;-11.0;-37;80;1033.0;74.0;379.0;-24;798;-998.0;266.0;1006.0;162.0
440.0;-729.0;30;12;1044.0;-155.0;450.0;-41;-345;-850.0;114.0;823.0;107.0
-196.0;164.0;22;-2;926.0;122.0;323.0;-24;797;-981.0;264.0;991.0;188.0
41.0;61.0;24;-21;965.0;110.0;503.0;-32;797;-997.0;605.0;876.0;108.0
-271.0;-584.0;21;-10;943.0;197.0;327.0;-24;803;-1022.0;262.0;1046.0;157.0
8.0;-51.0;18;-9;941.0;77.0;454.0;-26;799;-967.0;481.0;894.0;27.0
22.0;6.0;17;-2;957.0;65.0;296.0;-31;805;-970.0;234.0;993.0;203.0
522.0;-697.0;40;-7;841.0;-382.0;360.0;-21;1473;-808.0;189.0;756.0;80.0
195.0;-612.0;9;65;965.0;75.0;314.0;-32;770;-928.0;193.0;1070.0;126.0
114.0;-221.0;-31;-34;752.0;137.0;522.0;-75;845;-1120.0;-20.0;1140.0;124.0
-76.0;-75.0;84;-284;925.0;100.0;348.0;-23;803;-928.0;292.0;958.0;163.0
16.0;104.0;19;10;934.0;83.0;314.0;-24;801;-971.0;298.0;973.0;234.0
-404.0;141.0;-991;-657;1248.0;104.0;498.0;-18;658;-1131.0;279.0;1189.0;222.0
-169.0;-331.0;22;16;910.0;120.0;331.0;-24;799;-1013.0;307.0;1001.0;257.0
40.0;-122.0;8;-124;969.0;162.0;275.0;-24;801;-950.0;289.0;955.0;147.0
245.0;-470.0;18;-22;1025.0;28.0;646.0;-37;392;-1088.0;220.0;1132.0;93.0
-250.0;429.0;11;35;935.0;423.0;532.0;-25;809;-1190.0;268.0;1024.0;-155.0
454.0;-1363.0;11;1;1010.0;88.0;317.0;-28;789;-967.0;192.0;975.0;98.0
-73.0;159.0;-315;-940;1150.0;1383.0;450.0;-52;1297;-910.0;238.0;1302.0;302.0
-601.0;844.0;20;11;920.0;-37.0;452.0;-26;800;-973.0;666.0;817.0;136.0
-1.0;-85.0;22;-36;978.0;-12.0;466.0;-27;796;-1046.0;543.0;845.0;-15.0
-38.0;276.0;16;4;929.0;9.0;449.0;-26;799;-960.0;491.0;891.0;104.0
-136.0;287.0;375;-1088;880.0;410.0;370.0;-31;814;-955.0;469.0;842.0;231.0
-218.0;-150.0;10;19;1110.0;-350.0;628.0;-74;772;-1078.0;248.0;1158.0;157.0
141.0;198.0;20;-16;1021.0;126.0;465.0;-23;779;-912.0;423.0;975.0;120.0
103.0;-299.0;15;-30;928.0;112.0;316.0;-24;799;-966.0;240.0;979.0;182.0
46.0;-58.0;12;-54;809.0;355.0;550.0;-23;802;-1025.0;388.0;978.0;143.0
-451.0;101.0;13;-47;964.0;-96.0;297.0;-11;713;-1008.0;273.0;1002.0;120.0
-148.0;-196.0;16;14;973.0;194.0;174.0;-25;764;-943.0;453.0;925.0;141.0
109.0;103.0;40;-14;939.0;376.0;492.0;-33;659;-1065.0;117.0;1104.0;-100.0
-372.0;229.0;-1888;-1142;975.0;221.0;234.0;-35;787;-796.0;385.0;1077.0;224.0
-58.0;-36.0;23;-12;934.0;524.0;504.0;-28;754;-910.0;683.0;623.0;318.0
-21.0;443.0;24;-4;985.0;126.0;192.0;-40;478;-918.0;264.0;934.0;-65.0
121.0;-29.0;22;-21;958.0;-72.0;583.0;-26;794;-959.0;178.0;960.0;92.0
-115.0;454.0;-66;-2470;1317.0;15.0;176.0;-36;812;-780.0;222.0;879.0;243.0
315.0;-266.0;22;-37;928.0;-32.0;479.0;-26;791;-859.0;928.0;288.0;437.0
483.0;-2.0;16;16;980.0;389.0;514.0;-28;807;-904.0;173.0;1006.0;-344.0
66.0;-2.0;20;2;930.0;-49.0;405.0;-27;775;-691.0;969.0;284.0;564.0
585.0;435.0;33;50;1033.0;619.0;390.0;-8;-520;-863.0;304.0;950.0;123.0
