InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
-32.0;-144.0;18;-10;945.0;263.0;428.0;-24;796;-1013.0;148.0;1068.0;-3.0
518.0;-345.0;-34;-172;840.0;-320.0;353.0;-2;-325;-743.0;261.0;752.0;153.0
-159.0;-11.0;-37;80;1033.0;74.0;379.0;-24;798;-998.0;266.0;1006.0;162.0
-146.0;20.0;68;44;1043.0;115.0;361.0;-24;798;-1006.0;281.0;1007.0;165.0
-146.0;133.0;-33;44;965.0;183.0;336.0;-24;800;-1018.0;279.0;1034.0;159.0
-267.0;316.0;-44;-172;788.0;230.0;483.0;-71;416;-1116.0;463.0;1344.0;277.0
-447.0;510.0;543;55;975.0;-34.0;326.0;-17;827;-945.0;-19.0;1191.0;-26.0
-333.0;724.0;-208;203;1066.0;-23.0;236.0;-25;806;-969.0;231.0;1034.0;202.0
-182.0;746.0;-3;146;920.0;410.0;293.0;-25;814;-971.0;188.0;1004.0;121.0
-41.0;41.0;195;383;925.0;228.0;334.0;-23;799;-938.0;249.0;978.0;136.0
-179.0;143.0;508;1450;770.0;101.0;487.0;-29;841;-954.0;135.0;827.0;-99.0
239.0;-5.0;19;-5;1024.0;119.0;537.0;-40;607;-1014.0;392.0;952.0;163.0
275.0;78.0;19;-6;1021.0;125.0;543.0;-40;579;-1019.0;488.0;919.0;183.0
491.0;-27.0;20;249;930.0;163.0;417.0;-26;802;-813.0;537.0;799.0;-230.0
-148.0;-196.0;16;14;973.0;194.0;174.0;-25;764;-943.0;453.0;925.0;141.0
597.0;-230.0;136;8;1192.0;9.0;422.0;-1;-1027;-828.0;136.0;987.0;164.0
180.0;46.0;20;-7;1010.0;214.0;578.0;-40;549;-1001.0;502.0;897.0;160.0
152.0;62.0;25;-36;919.0;135.0;463.0;-23;799;-1018.0;195.0;1072.0;98.0
92.0;-19.0;20;-39;1058.0;400.0;419.0;-23;802;-990.0;173.0;998.0;8.0
-217.0;183.0;17;38;976.0;227.0;352.0;-25;714;-959.0;538.0;955.0;134.0
-110.0;-46.0;-34;42;972.0;-221.0;386.0;-23;802;-960.0;296.0;946.0;163.0
-102.0;-41.0;-362;338;961.0;-161.0;371.0;-24;795;-993.0;277.0;973.0;157.0
-197.0;-85.0;-58;12;958.0;126.0;365.0;-23;812;-986.0;300.0;1000.0;180.0
-77.0;88.0;54;160;883.0;129.0;351.0;-23;807;-1030.0;308.0;1030.0;183.0
-114.0;192.0;44;-144;908.0;236.0;334.0;-24;794;-1043.0;300.0;1045.0;144.0
-351.0;692.0;37;-1601;844.0;185.0;225.0;-41;809;-913.0;316.0;950.0;334.0
723.0;-179.0;71;34;1095.0;-43.0;286.0;7;-3290;-757.0;173.0;846.0;157.0
114.0;-577.0;-259;-2351;983.0;89.0;277.0;-27;812;-1071.0;148.0;804.0;138.0
784.0;-180.0;64;-27;1230.0;1403.0;338.0;4;-1253;-855.0;108.0;965.0;159.0
52.0;31.0;20;37;1002.0;59.0;713.0;-47;636;-1029.0;506.0;829.0;356.0
-94.0;-193.0;18;29;1008.0;34.0;758.0;-48;621;-1023.0;669.0;824.0;222.0
-15.0;261.0;0;-8;985.0;316.0;434.0;-26;800;-1108.0;40.0;1001.0;-106.0
28.0;-252.0;13;-4;966.0;28.0;418.0;-23;801;-943.0;275.0;963.0;144.0
-21.0;-253.0;12;23;961.0;-277.0;433.0;-48;485;-1102.0;353.0;860.0;31.0
-37.0;-265.0;14;-29;954.0;79.0;276.0;-31;807;-958.0;267.0;968.0;215.0
-28.0;-170.0;8;-146;947.0;79.0;273.0;-31;807;-962.0;250.0;972.0;185.0
-667.0;-141.0;624;-1480;1249.0;-57.0;293.0;-20;831;-1252.0;0.0;1116.0;112.0
-84.0;365.0;42;75;917.0;128.0;300.0;-24;796;-938.0;238.0;967.0;136.0
-177.0;107.0;30;-293;958.0;167.0;323.0;-24;801;-944.0;206.0;958.0;152.0
-166.0;80.0;-799;-1862;825.0;299.0;396.0;-65;908;-1120.0;288.0;1341.0;225.0
-451.0;101.0;13;-47;964.0;-96.0;297.0;-11;713;-1008.0;273.0;1002.0;120.0
-156.0;-6.0;57;101;942.0;145.0;309.0;-24;805;-955.0;209.0;958.0;111.0
-178.0;365.0;-871;2405;809.0;96.0;287.0;-22;830;-641.0;200.0;674.0;210.0
-40.0;-153.0;22;-97;928.0;93.0;300.0;-31;808;-971.0;238.0;997.0;192.0
-74.0;-29.0;27;-15;931.0;-19.0;446.0;-26;804;-781.0;878.0;356.0;491.0
-19.0;-106.0;17;-14;950.0;99.0;281.0;-31;799;-971.0;242.0;1002.0;201.0
0.0;28.0;17;4;948.0;107.0;279.0;-31;808;-976.0;230.0;993.0;179.0
81.0;21.0;23;-15;937.0;109.0;285.0;-31;807;-976.0;231.0;1002.0;181.0
-14.0;6.0;15;-28;944.0;94.0;287.0;-31;803;-968.0;223.0;991.0;177.0
-14.0;8.0;20;-25;939.0;100.0;300.0;-31;800;-972.0;252.0;990.0;184.0
-286.0;-525.0;19;-43;768.0;464.0;523.0;-31;705;-1072.0;204.0;1110.0;-64.0
454.0;-1363.0;11;1;1010.0;88.0;317.0;-28;789;-967.0;192.0;975.0;98.0
166.0;-786.0;-30;56;1074.0;107.0;334.0;-34;821;-965.0;158.0;1022.0;59.0
379.0;-886.0;8;10;891.0;-415.0;392.0;-61;762;-1042.0;89.0;858.0;50.0
188.0;-260.0;19;-3;976.0;229.0;393.0;-24;805;-943.0;297.0;956.0;177.0
-22.0;-76.0;23;21;968.0;220.0;300.0;-24;798;-992.0;268.0;988.0;202.0
-38.0;-63.0;24;-18;925.0;236.0;251.0;-24;796;-995.0;281.0;990.0;202.0
-47.0;-15.0;19;4;983.0;154.0;276.0;-24;798;-930.0;283.0;964.0;183.0
7.0;126.0;19;-37;927.0;148.0;322.0;-24;798;-1022.0;281.0;997.0;191.0
50.0;4.0;15;-7;966.0;143.0;363.0;-24;796;-964.0;281.0;985.0;191.0
126.0;-3.0;20;1;934.0;140.0;370.0;-24;797;-968.0;281.0;983.0;191.0
106.0;-27.0;16;-17;924.0;142.0;352.0;-24;793;-970.0;262.0;1018.0;179.0
109.0;193.0;20;21;890.0;134.0;352.0;-24;797;-949.0;243.0;970.0;153.0
750.0;1264.0;15;86;957.0;448.0;425.0;-65;866;-875.0;302.0;977.0;236.0
101.0;951.0;23;60;961.0;4.0;409.0;-31;803;-957.0;231.0;988.0;229.0
-37.0;4.0;18;-7;936.0;107.0;285.0;-31;797;-970.0;261.0;980.0;187.0
-195.0;437.0;51;-243;868.0;54.0;309.0;-25;787;-1044.0;311.0;916.0;312.0
-202.0;107.0;18;0;945.0;126.0;311.0;-24;802;-955.0;320.0;977.0;300.0
-22.0;-40.0;14;4;950.0;107.0;285.0;-31;805;-971.0;249.0;992.0;187.0
-63.0;-578.0;18;-9;944.0;48.0;424.0;-24;801;-967.0;300.0;990.0;145.0
142.0;-78.0;18;21;957.0;184.0;185.0;-24;807;-990.0;218.0;1015.0;119.0
207.0;117.0;20;-1;948.0;167.0;388.0;-24;803;-971.0;253.0;971.0;174.0
157.0;137.0;21;-31;944.0;161.0;348.0;-24;805;-975.0;233.0;980.0;195.0
67.0;139.0;17;9;935.0;176.0;304.0;-24;799;-955.0;294.0;956.0;225.0
-54.0;-18.0;16;16;928.0;208.0;383.0;-24;806;-963.0;301.0;976.0;236.0
-76.0;-96.0;21;6;951.0;169.0;292.0;-24;804;-931.0;306.0;962.0;183.0
94.0;-36.0;17;26;933.0;185.0;295.0;-24;803;-971.0;270.0;1009.0;178.0
-18.0;-83.0;20;-8;916.0;179.0;370.0;-24;805;-991.0;260.0;1006.0;197.0
41.0;-25.0;18;-10;937.0;207.0;341.0;-24;801;-965.0;252.0;990.0;194.0
1057.0;270.0;21;40;976.0;54.0;450.0;-28;735;-823.0;749.0;422.0;449.0
7.0;51.0;20;29;920.0;187.0;324.0;-24;800;-926.0;511.0;791.0;301.0
-38.0;-49.0;24;-29;937.0;156.0;296.0;-24;803;-980.0;486.0;895.0;244.0
-46.0;-154.0;21;15;898.0;168.0;322.0;-24;799;-938.0;470.0;867.0;296.0
-14.0;-41.0;17;5;966.0;91.0;303.0;-31;804;-974.0;247.0;986.0;192.0
7.0;-58.0;20;11;949.0;91.0;292.0;-31;807;-971.0;223.0;988.0;192.0
138.0;-171.0;17;8;955.0;168.0;324.0;-24;801;-963.0;272.0;999.0;185.0
121.0;-49.0;18;15;950.0;139.0;289.0;-24;805;-959.0;233.0;967.0;167.0
-36.0;35.0;18;14;916.0;162.0;352.0;-24;801;-983.0;304.0;974.0;221.0
-78.0;45.0;16;20;933.0;148.0;298.0;-24;801;-986.0;288.0;1007.0;222.0
-17.0;3.0;17;10;953.0;139.0;321.0;-24;798;-971.0;310.0;991.0;200.0
66.0;132.0;18;13;932.0;149.0;318.0;-24;797;-983.0;258.0;982.0;199.0
15.0;-10.0;26;-6;881.0;161.0;304.0;-24;805;-989.0;278.0;996.0;225.0
20.0;54.0;23;14;958.0;148.0;354.0;-24;797;-979.0;252.0;997.0;178.0
20.0;76.0;5;-17;963.0;138.0;349.0;-24;797;-986.0;259.0;992.0;171.0
23.0;118.0;19;9;938.0;138.0;347.0;-24;797;-982.0;261.0;979.0;197.0
-13.0;84.0;20;17;928.0;99.0;334.0;-24;798;-988.0;272.0;999.0;207.0
-51.0;19.0;15;-30;938.0;99.0;342.0;-24;802;-979.0;279.0;1001.0;202.0
3.0;72.0;20;29;918.0;134.0;335.0;-24;802;-970.0;294.0;966.0;208.0
50.0;121.0;19;6;935.0;78.0;327.0;-24;798;-968.0;300.0;988.0;225.0
16.0;104.0;19;10;934.0;83.0;314.0;-24;801;-971.0;298.0;973.0;234.0
-17.0;69.0;35;13;944.0;132.0;332.0;-24;802;-974.0;291.0;979.0;206.0
-28.0;65.0;22;-31;943.0;96.0;323.0;-24;800;-966.0;291.0;977.0;221.0
-21.0;-46.0;18;-7;964.0;110.0;340.0;-24;801;-967.0;309.0;957.0;246.0
-16.0;36.0;16;1;986.0;128.0;306.0;-24;803;-990.0;280.0;1017.0;222.0
8.0;-14.0;23;9;948.0;159.0;282.0;-24;796;-958.0;274.0;950.0;217.0
83.0;21.0;17;-2;964.0;144.0;319.0;-24;792;-972.0;272.0;988.0;197.0
104.0;114.0;23;-9;948.0;141.0;315.0;-24;799;-968.0;292.0;979.0;245.0
42.0;-10.0;21;-16;929.0;168.0;324.0;-24;795;-944.0;323.0;935.0;259.0
29.0;-47.0;17;13;982.0;188.0;318.0;-24;797;-937.0;294.0;939.0;236.0
38.0;-34.0;19;15;960.0;198.0;330.0;-24;792;-983.0;308.0;974.0;279.0
-9.0;-8.0;28;15;946.0;184.0;322.0;-24;794;-988.0;325.0;993.0;264.0
-56.0;4.0;21;-1;940.0;185.0;323.0;-24;794;-956.0;307.0;951.0;270.0
-47.0;-147.0;14;39;946.0;128.0;325.0;-24;805;-965.0;309.0;978.0;244.0
-41.0;-141.0;24;-13;947.0;144.0;345.0;-24;794;-983.0;311.0;986.0;229.0
-41.0;-99.0;22;20;948.0;166.0;333.0;-24;801;-984.0;304.0;1001.0;238.0
-24.0;-73.0;22;9;937.0;168.0;322.0;-24;801;-972.0;276.0;988.0;220.0
-17.0;43.0;15;-20;958.0;156.0;330.0;-24;802;-987.0;269.0;991.0;211.0
-70.0;-29.0;17;-6;940.0;156.0;332.0;-24;800;-981.0;292.0;977.0;228.0
1.0;42.0;18;-14;949.0;158.0;318.0;-24;798;-973.0;280.0;979.0;224.0
-8.0;28.0;22;30;934.0;158.0;332.0;-24;807;-962.0;299.0;968.0;226.0
21.0;7.0;24;-8;928.0;170.0;331.0;-24;796;-967.0;295.0;978.0;233.0
-6.0;-9.0;20;10;919.0;140.0;333.0;-24;803;-957.0;310.0;978.0;248.0
-11.0;-44.0;19;2;976.0;152.0;326.0;-24;802;-969.0;293.0;973.0;232.0
13.0;-43.0;23;22;950.0;131.0;320.0;-24;800;-986.0;303.0;985.0;260.0
-13.0;-103.0;15;-24;949.0;172.0;304.0;-24;803;-965.0;299.0;989.0;231.0
-23.0;-30.0;17;5;930.0;149.0;307.0;-24;802;-970.0;288.0;968.0;216.0
-47.0;-71.0;18;9;911.0;148.0;291.0;-24;803;-973.0;292.0;974.0;207.0
4.0;13.0;19;10;974.0;106.0;336.0;-24;797;-965.0;252.0;992.0;186.0
96.0;158.0;20;27;928.0;109.0;337.0;-24;798;-981.0;235.0;1009.0;170.0
115.0;260.0;19;46;898.0;108.0;320.0;-24;799;-970.0;242.0;1002.0;172.0
121.0;250.0;23;17;927.0;119.0;363.0;-24;792;-958.0;247.0;957.0;196.0
57.0;301.0;17;1;918.0;100.0;324.0;-24;796;-962.0;258.0;955.0;216.0
-45.0;117.0;15;-4;911.0;119.0;341.0;-24;800;-953.0;291.0;953.0;231.0
-39.0;88.0;24;-19;911.0;101.0;343.0;-24;799;-976.0;290.0;971.0;215.0
26.0;137.0;21;41;910.0;101.0;333.0;-24;798;-987.0;297.0;1005.0;250.0
-24.0;19.0;13;15;912.0;125.0;342.0;-24;805;-967.0;316.0;990.0;251.0
-5.0;9.0;21;0;922.0;112.0;332.0;-24;805;-970.0;311.0;989.0;246.0
-21.0;-62.0;25;-19;928.0;119.0;318.0;-24;805;-955.0;254.0;980.0;218.0
-104.0;-162.0;18;0;918.0;145.0;325.0;-24;807;-989.0;309.0;987.0;254.0
23.0;-70.0;18;18;939.0;108.0;352.0;-24;802;-975.0;282.0;977.0;232.0
-50.0;-145.0;35;26;957.0;146.0;354.0;-24;805;-983.0;293.0;1002.0;224.0
59.0;-30.0;18;-4;923.0;129.0;314.0;-24;799;-953.0;268.0;959.0;184.0
46.0;69.0;14;-38;926.0;107.0;328.0;-24;796;-997.0;293.0;1011.0;256.0
53.0;-52.0;21;-8;933.0;123.0;334.0;-24;800;-961.0;311.0;980.0;233.0
-4.0;-62.0;17;20;943.0;111.0;380.0;-24;803;-960.0;262.0;970.0;223.0
43.0;-99.0;20;11;947.0;157.0;332.0;-24;801;-971.0;264.0;980.0;203.0
34.0;-21.0;21;14;960.0;109.0;348.0;-24;802;-974.0;276.0;980.0;216.0
-8.0;-60.0;16;26;934.0;139.0;323.0;-24;806;-967.0;276.0;991.0;207.0
27.0;-42.0;14;-8;951.0;110.0;339.0;-24;801;-978.0;282.0;989.0;209.0
27.0;18.0;20;26;920.0;116.0;331.0;-24;803;-970.0;298.0;968.0;239.0
56.0;22.0;24;-29;928.0;96.0;329.0;-24;800;-957.0;302.0;963.0;231.0
40.0;33.0;21;-2;933.0;146.0;325.0;-24;803;-967.0;320.0;978.0;262.0
-28.0;-16.0;18;-11;937.0;121.0;351.0;-24;805;-969.0;291.0;980.0;261.0
-33.0;-36.0;19;9;941.0;103.0;333.0;-24;798;-979.0;328.0;977.0;250.0
5.0;-19.0;21;5;925.0;102.0;334.0;-24;799;-970.0;321.0;980.0;253.0
-7.0;-21.0;15;-1;927.0;143.0;324.0;-24;807;-971.0;303.0;984.0;260.0
-22.0;-41.0;15;-40;935.0;119.0;322.0;-24;806;-970.0;313.0;960.0;253.0
-9.0;-68.0;15;32;933.0;110.0;311.0;-24;801;-969.0;321.0;978.0;258.0
10.0;-76.0;21;-11;925.0;116.0;330.0;-24;807;-964.0;294.0;988.0;239.0
26.0;5.0;18;10;921.0;133.0;316.0;-24;803;-967.0;287.0;966.0;224.0
-15.0;20.0;18;-2;936.0;146.0;320.0;-24;803;-963.0;290.0;969.0;242.0
-4.0;7.0;20;12;937.0;143.0;328.0;-24;797;-963.0;283.0;971.0;247.0
-46.0;-54.0;21;12;918.0;150.0;334.0;-24;804;-974.0;274.0;987.0;224.0
-35.0;-47.0;20;8;937.0;148.0;339.0;-24;799;-973.0;264.0;987.0;217.0
18.0;-26.0;21;-18;927.0;131.0;324.0;-24;801;-975.0;282.0;980.0;206.0
0.0;-31.0;22;10;934.0;132.0;352.0;-24;800;-970.0;280.0;980.0;213.0
25.0;-11.0;21;19;934.0;118.0;320.0;-24;802;-979.0;265.0;988.0;219.0
4.0;-31.0;22;-7;946.0;148.0;342.0;-24;800;-975.0;291.0;976.0;226.0
-11.0;-26.0;21;19;956.0;134.0;317.0;-24;805;-973.0;277.0;982.0;226.0
-8.0;-18.0;20;6;919.0;111.0;331.0;-24;803;-976.0;283.0;970.0;218.0
0.0;-8.0;24;-8;936.0;147.0;325.0;-24;802;-973.0;263.0;990.0;209.0
-28.0;-17.0;19;8;949.0;99.0;341.0;-24;801;-978.0;281.0;980.0;229.0
-40.0;9.0;25;20;940.0;139.0;333.0;-24;802;-976.0;289.0;982.0;240.0
-8.0;17.0;20;7;917.0;132.0;345.0;-24;801;-974.0;295.0;989.0;232.0
-15.0;-18.0;21;-8;956.0;126.0;322.0;-24;802;-973.0;292.0;982.0;229.0
-13.0;-104.0;14;32;907.0;134.0;328.0;-24;802;-968.0;268.0;984.0;193.0
26.0;-94.0;18;20;952.0;148.0;344.0;-24;801;-976.0;258.0;990.0;192.0
50.0;-25.0;17;44;910.0;148.0;326.0;-24;800;-971.0;263.0;973.0;195.0
10.0;-72.0;20;-26;915.0;133.0;322.0;-24;799;-960.0;280.0;970.0;224.0
18.0;-81.0;21;-11;937.0;137.0;316.0;-24;803;-961.0;269.0;972.0;221.0
48.0;-15.0;19;-10;910.0;112.0;344.0;-24;798;-988.0;231.0;994.0;176.0
-104.0;249.0;20;8;910.0;99.0;311.0;-24;801;-962.0;240.0;967.0;226.0
-99.0;252.0;18;1;943.0;89.0;306.0;-24;800;-957.0;270.0;962.0;221.0
-196.0;164.0;22;-2;926.0;122.0;323.0;-24;797;-981.0;264.0;991.0;188.0
-141.0;144.0;13;-40;923.0;159.0;319.0;-24;800;-986.0;298.0;994.0;210.0
-39.0;118.0;20;-34;932.0;113.0;332.0;-24;802;-981.0;281.0;998.0;186.0
-23.0;123.0;20;-14;919.0;88.0;330.0;-24;797;-989.0;258.0;1000.0;193.0
-19.0;144.0;20;6;917.0;76.0;349.0;-24;802;-982.0;293.0;985.0;211.0
46.0;159.0;17;-11;909.0;129.0;338.0;-24;796;-976.0;261.0;999.0;199.0
72.0;117.0;22;-9;927.0;128.0;341.0;-24;799;-977.0;265.0;990.0;195.0
35.0;62.0;16;6;915.0;119.0;330.0;-24;795;-974.0;250.0;990.0;206.0
52.0;48.0;24;1;924.0;149.0;361.0;-24;802;-969.0;251.0;980.0;174.0
62.0;54.0;18;-3;910.0;129.0;357.0;-24;798;-989.0;286.0;1002.0;226.0
79.0;-23.0;23;-4;942.0;111.0;316.0;-24;796;-978.0;266.0;988.0;200.0
48.0;17.0;14;1;916.0;100.0;327.0;-24;797;-962.0;281.0;957.0;185.0
-10.0;-21.0;16;-14;935.0;119.0;335.0;-24;805;-969.0;293.0;971.0;238.0
-4.0;-58.0;19;4;913.0;132.0;381.0;-24;797;-977.0;287.0;992.0;221.0
26.0;26.0;17;-11;917.0;120.0;348.0;-24;799;-977.0;300.0;989.0;237.0
35.0;34.0;22;-12;909.0;109.0;341.0;-24;797;-985.0;300.0;999.0;232.0
12.0;2.0;16;-5;899.0;93.0;344.0;-24;796;-970.0;284.0;995.0;211.0
36.0;35.0;21;-22;903.0;81.0;346.0;-24;794;-967.0;286.0;969.0;231.0
-161.0;-261.0;21;9;914.0;136.0;336.0;-24;801;-996.0;299.0;989.0;251.0
-169.0;-331.0;22;16;910.0;120.0;331.0;-24;799;-1013.0;307.0;1001.0;257.0
-262.0;-587.0;26;33;883.0;142.0;307.0;-24;804;-957.0;287.0;980.0;234.0
103.0;-299.0;15;-30;928.0;112.0;316.0;-24;799;-966.0;240.0;979.0;182.0
75.0;-258.0;19;-22;914.0;124.0;330.0;-24;806;-967.0;237.0;972.0;192.0
61.0;-201.0;20;6;909.0;115.0;342.0;-24;803;-975.0;245.0;981.0;178.0
43.0;-144.0;19;-1;915.0;140.0;325.0;-24;807;-980.0;227.0;981.0;173.0
-53.0;-122.0;23;-3;918.0;110.0;305.0;-24;805;-978.0;262.0;990.0;194.0
-67.0;-63.0;18;49;924.0;107.0;324.0;-24;803;-983.0;251.0;985.0;186.0
7.0;22.0;18;23;923.0;92.0;326.0;-24;801;-983.0;273.0;1003.0;187.0
-4.0;56.0;24;-8;922.0;109.0;324.0;-24;801;-970.0;270.0;987.0;205.0
-62.0;-13.0;25;-4;931.0;135.0;339.0;-24;794;-958.0;300.0;955.0;235.0
-53.0;-28.0;15;-10;907.0;89.0;352.0;-24;799;-964.0;301.0;971.0;236.0
-138.0;-200.0;16;5;934.0;108.0;342.0;-24;804;-970.0;300.0;960.0;246.0
16.0;-54.0;22;14;953.0;89.0;281.0;-31;802;-967.0;239.0;999.0;192.0
38.0;-49.0;23;17;947.0;89.0;297.0;-31;802;-966.0;243.0;981.0;197.0
5.0;-43.0;17;-6;954.0;89.0;296.0;-31;803;-976.0;251.0;980.0;200.0
-2.0;-17.0;19;3;953.0;90.0;301.0;-31;801;-968.0;232.0;989.0;201.0
22.0;6.0;17;-2;957.0;65.0;296.0;-31;805;-970.0;234.0;993.0;203.0
19.0;2.0;13;3;939.0;93.0;295.0;-31;811;-968.0;244.0;999.0;206.0
-763.0;-282.0;23;1;940.0;37.0;425.0;-27;739;-905.0;357.0;1082.0;309.0
24.0;12.0;14;-6;950.0;85.0;303.0;-31;806;-961.0;240.0;993.0;210.0
-650.0;66.0;904;-28;1177.0;-395.0;362.0;-18;769;-922.0;58.0;1064.0;-115.0
-142.0;123.0;14;19;955.0;97.0;323.0;-31;810;-969.0;273.0;981.0;213.0
245.0;386.0;29;-14;903.0;1228.0;642.0;-37;777;-1194.0;177.0;1168.0;-71.0
-109.0;132.0;25;-8;933.0;122.0;343.0;-31;802;-975.0;261.0;980.0;190.0
-55.0;70.0;17;-12;948.0;90.0;278.0;-31;806;-978.0;264.0;978.0;189.0
0.0;82.0;15;-4;958.0;96.0;276.0;-31;802;-969.0;242.0;978.0;182.0
-121.0;144.0;-125;-275;832.0;565.0;431.0;-78;2124;-1184.0;288.0;1414.0;158.0
119.0;-37.0;21;-8;946.0;117.0;334.0;-31;801;-984.0;213.0;984.0;163.0
343.0;-101.0;17;-23;959.0;489.0;390.0;-43;813;-1041.0;112.0;1050.0;13.0
113.0;-112.0;20;1;894.0;461.0;401.0;-43;811;-984.0;203.0;1008.0;-13.0
150.0;-78.0;19;-2;956.0;137.0;340.0;-31;800;-982.0;212.0;989.0;161.0
45.0;-10.0;17;-1;864.0;465.0;388.0;-43;810;-1008.0;226.0;960.0;-47.0
191.0;-106.0;16;-18;955.0;141.0;346.0;-31;802;-980.0;214.0;1001.0;153.0
