InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
694.0;489.0;690.0;490.0;509.0;155.0;-200.0;74;-33.0;-244.0
704.0;504.0;676.0;460.0;503.0;176.0;-215.0;75;-43.0;-230.0
706.0;522.0;673.0;448.0;499.0;181.0;-217.0;75;-41.0;-214.0
698.0;154.0;655.0;648.0;549.0;78.0;-280.0;-130;-64.0;-199.0
660.0;167.0;720.0;1069.0;495.0;179.0;-196.0;86;83.0;-180.0
696.0;66.0;615.0;690.0;536.0;36.0;-362.0;122;-84.0;-273.0
667.0;392.0;643.0;294.0;474.0;114.0;-368.0;-179;81.0;-278.0
669.0;391.0;638.0;283.0;473.0;110.0;-371.0;-178;83.0;-277.0
670.0;394.0;637.0;274.0;465.0;101.0;-372.0;-178;87.0;-279.0
699.0;519.0;673.0;448.0;510.0;106.0;-239.0;75;33.0;-278.0
709.0;528.0;652.0;404.0;517.0;134.0;-268.0;75;31.0;-275.0
709.0;528.0;651.0;400.0;517.0;134.0;-269.0;75;31.0;-274.0
710.0;531.0;650.0;397.0;515.0;135.0;-270.0;75;29.0;-273.0
714.0;531.0;645.0;380.0;513.0;134.0;-271.0;75;26.0;-269.0
714.0;534.0;646.0;378.0;512.0;134.0;-270.0;75;26.0;-267.0
708.0;534.0;656.0;389.0;508.0;138.0;-262.0;75;22.0;-264.0
701.0;533.0;666.0;407.0;507.0;141.0;-256.0;75;18.0;-259.0
692.0;526.0;678.0;424.0;508.0;151.0;-248.0;75;1.0;-249.0
692.0;524.0;679.0;428.0;509.0;155.0;-245.0;75;-7.0;-246.0
707.0;544.0;658.0;386.0;501.0;173.0;-259.0;75;-14.0;-236.0
711.0;546.0;648.0;359.0;501.0;172.0;-274.0;75;-11.0;-231.0
729.0;585.0;621.0;275.0;494.0;149.0;-289.0;75;2.0;-239.0
697.0;546.0;655.0;332.0;517.0;191.0;-291.0;75;-4.0;-230.0
683.0;533.0;682.0;398.0;525.0;185.0;-263.0;74;-2.0;-232.0
678.0;519.0;695.0;441.0;529.0;175.0;-239.0;74;-3.0;-237.0
678.0;512.0;697.0;452.0;528.0;169.0;-232.0;74;-2.0;-240.0
682.0;500.0;697.0;483.0;520.0;149.0;-219.0;74;19.0;-260.0
695.0;511.0;680.0;469.0;511.0;140.0;-232.0;73;31.0;-270.0
708.0;523.0;660.0;429.0;507.0;135.0;-249.0;74;37.0;-279.0
713.0;522.0;640.0;373.0;513.0;118.0;-283.0;74;49.0;-291.0
711.0;522.0;641.0;371.0;514.0;117.0;-285.0;75;48.0;-292.0
686.0;507.0;674.0;416.0;519.0;133.0;-274.0;74;19.0;-288.0
710.0;529.0;637.0;335.0;495.0;142.0;-299.0;75;29.0;-262.0
712.0;527.0;626.0;295.0;496.0;144.0;-317.0;75;30.0;-258.0
712.0;526.0;622.0;284.0;498.0;152.0;-324.0;75;29.0;-256.0
711.0;519.0;634.0;107.0;551.0;263.0;-298.0;-12;-53.0;-121.0
711.0;527.0;621.0;276.0;499.0;160.0;-327.0;75;28.0;-255.0
703.0;524.0;632.0;291.0;505.0;155.0;-326.0;75;32.0;-262.0
696.0;527.0;642.0;311.0;511.0;147.0;-320.0;75;39.0;-264.0
685.0;521.0;666.0;376.0;523.0;126.0;-292.0;75;45.0;-273.0
682.0;515.0;676.0;408.0;527.0;122.0;-275.0;74;45.0;-276.0
678.0;497.0;692.0;465.0;521.0;123.0;-243.0;74;56.0;-281.0
678.0;494.0;692.0;471.0;519.0;123.0;-240.0;75;60.0;-282.0
682.0;492.0;687.0;479.0;511.0;125.0;-241.0;75;67.0;-285.0
688.0;499.0;678.0;466.0;507.0;124.0;-250.0;74;68.0;-288.0
695.0;502.0;665.0;451.0;505.0;124.0;-263.0;74;70.0;-289.0
702.0;504.0;645.0;409.0;503.0;118.0;-292.0;74;77.0;-298.0
703.0;506.0;639.0;397.0;504.0;113.0;-301.0;74;78.0;-301.0
705.0;509.0;634.0;386.0;505.0;109.0;-307.0;74;77.0;-304.0
710.0;512.0;625.0;358.0;510.0;109.0;-316.0;74;72.0;-302.0
712.0;512.0;621.0;345.0;512.0;108.0;-320.0;74;70.0;-301.0
712.0;512.0;620.0;334.0;513.0;106.0;-323.0;74;68.0;-301.0
710.0;509.0;624.0;330.0;516.0;109.0;-321.0;74;66.0;-298.0
706.0;509.0;629.0;333.0;516.0;115.0;-318.0;74;67.0;-295.0
672.0;496.0;678.0;414.0;513.0;135.0;-291.0;74;60.0;-279.0
667.0;509.0;682.0;433.0;505.0;144.0;-293.0;74;59.0;-267.0
682.0;514.0;651.0;376.0;495.0;130.0;-327.0;74;64.0;-272.0
692.0;516.0;634.0;341.0;494.0;120.0;-340.0;74;65.0;-272.0
715.0;534.0;548.0;-14.0;517.0;179.0;-433.0;27;-19.0;-179.0
667.0;395.0;640.0;278.0;460.0;102.0;-370.0;-178;91.0;-278.0
664.0;395.0;644.0;285.0;456.0;102.0;-367.0;-178;97.0;-277.0
641.0;410.0;678.0;362.0;400.0;167.0;-339.0;-178;117.0;-322.0
651.0;425.0;666.0;375.0;222.0;307.0;-342.0;-178;126.0;-259.0
673.0;535.0;654.0;338.0;503.0;114.0;-330.0;74;104.0;-279.0
656.0;498.0;689.0;445.0;515.0;105.0;-291.0;74;99.0;-289.0
670.0;483.0;672.0;451.0;516.0;107.0;-297.0;75;100.0;-296.0
676.0;483.0;665.0;444.0;515.0;108.0;-302.0;75;101.0;-298.0
690.0;482.0;644.0;418.0;513.0;111.0;-314.0;75;105.0;-301.0
693.0;484.0;638.0;405.0;514.0;110.0;-319.0;75;108.0;-302.0
696.0;487.0;627.0;389.0;519.0;110.0;-330.0;75;116.0;-302.0
704.0;486.0;614.0;357.0;525.0;104.0;-336.0;75;118.0;-305.0
694.0;483.0;628.0;366.0;525.0;102.0;-331.0;75;121.0;-309.0
674.0;473.0;658.0;415.0;527.0;114.0;-316.0;75;116.0;-303.0
671.0;470.0;661.0;422.0;527.0;116.0;-315.0;75;114.0;-301.0
669.0;466.0;664.0;429.0;528.0;123.0;-315.0;75;111.0;-296.0
666.0;467.0;666.0;432.0;527.0;132.0;-318.0;75;108.0;-290.0
665.0;466.0;666.0;435.0;525.0;140.0;-321.0;75;104.0;-287.0
671.0;499.0;658.0;429.0;512.0;138.0;-324.0;75;103.0;-276.0
674.0;435.0;638.0;319.0;225.0;304.0;-356.0;-178;107.0;-224.0
677.0;438.0;634.0;308.0;228.0;297.0;-359.0;-178;104.0;-228.0
680.0;437.0;631.0;296.0;232.0;287.0;-360.0;-178;101.0;-239.0
699.0;67.0;615.0;694.0;533.0;36.0;-353.0;121;-96.0;-269.0
701.0;70.0;631.0;751.0;527.0;42.0;-313.0;120;-107.0;-266.0
699.0;73.0;647.0;779.0;525.0;49.0;-285.0;122;-107.0;-266.0
694.0;75.0;667.0;823.0;525.0;59.0;-250.0;121;-103.0;-268.0
687.0;79.0;688.0;862.0;526.0;70.0;-213.0;122;-96.0;-266.0
664.0;38.0;737.0;892.0;525.0;135.0;-101.0;122;-80.0;-220.0
660.0;19.0;743.0;890.0;524.0;153.0;-57.0;123;-95.0;-198.0
646.0;-99.0;751.0;853.0;505.0;131.0;18.0;140;-138.0;-196.0
68.0;-604.0;-109.0;499.0;130.0;-749.0;-744.0;-21;655.0;-747.0
643.0;384.0;695.0;368.0;280.0;208.0;-291.0;-170;137.0;-290.0
644.0;392.0;703.0;380.0;271.0;210.0;-274.0;-171;128.0;-287.0
690.0;451.0;661.0;316.0;221.0;204.0;-286.0;-171;73.0;-294.0
698.0;457.0;630.0;260.0;203.0;201.0;-333.0;-171;66.0;-291.0
705.0;462.0;613.0;239.0;195.0;199.0;-352.0;-171;59.0;-288.0
721.0;461.0;576.0;165.0;185.0;195.0;-383.0;-172;41.0;-284.0
729.0;451.0;552.0;78.0;183.0;197.0;-404.0;-170;27.0;-277.0
562.0;581.0;-113.0;-655.0;514.0;342.0;-706.0;38;-415.0;-136.0
699.0;639.0;633.0;113.0;118.0;249.0;-328.0;11;-57.0;-158.0
650.0;453.0;700.0;300.0;218.0;271.0;-288.0;216;69.0;-270.0
715.0;532.0;569.0;160.0;505.0;119.0;-403.0;74;49.0;-279.0
681.0;495.0;672.0;407.0;509.0;139.0;-290.0;75;22.0;-251.0
697.0;508.0;646.0;339.0;493.0;172.0;-310.0;75;-3.0;-241.0
699.0;511.0;642.0;332.0;490.0;177.0;-313.0;75;0.0;-240.0
700.0;515.0;640.0;329.0;488.0;180.0;-316.0;75;8.0;-239.0
701.0;518.0;639.0;327.0;487.0;182.0;-317.0;75;20.0;-239.0
704.0;542.0;636.0;337.0;494.0;159.0;-308.0;75;70.0;-242.0
702.0;540.0;646.0;339.0;507.0;119.0;-295.0;75;58.0;-256.0
690.0;535.0;660.0;367.0;508.0;123.0;-294.0;75;54.0;-254.0
684.0;528.0;664.0;379.0;504.0;129.0;-298.0;75;55.0;-251.0
683.0;527.0;663.0;385.0;502.0;138.0;-301.0;75;56.0;-252.0
684.0;523.0;662.0;384.0;502.0;143.0;-300.0;75;58.0;-250.0
688.0;524.0;660.0;381.0;503.0;151.0;-296.0;75;57.0;-243.0
704.0;537.0;644.0;351.0;504.0;158.0;-296.0;75;55.0;-235.0
704.0;539.0;644.0;348.0;503.0;157.0;-294.0;75;55.0;-235.0
700.0;539.0;646.0;353.0;488.0;91.0;-297.0;75;63.0;-244.0
698.0;537.0;647.0;356.0;487.0;19.0;-299.0;75;64.0;-254.0
694.0;533.0;642.0;355.0;436.0;-40.0;-315.0;75;80.0;-268.0
695.0;530.0;640.0;353.0;428.0;-20.0;-316.0;75;86.0;-269.0
706.0;543.0;639.0;346.0;500.0;38.0;-302.0;75;43.0;-235.0
708.0;543.0;640.0;346.0;500.0;41.0;-296.0;75;40.0;-236.0
709.0;543.0;644.0;355.0;496.0;51.0;-285.0;75;38.0;-233.0
708.0;545.0;648.0;361.0;494.0;58.0;-279.0;75;39.0;-230.0
706.0;544.0;651.0;371.0;491.0;66.0;-275.0;75;42.0;-227.0
697.0;539.0;661.0;395.0;485.0;98.0;-273.0;75;48.0;-219.0
685.0;525.0;666.0;396.0;502.0;101.0;-292.0;75;41.0;-213.0
685.0;522.0;666.0;395.0;504.0;97.0;-292.0;75;40.0;-214.0
686.0;521.0;664.0;393.0;507.0;86.0;-295.0;75;37.0;-221.0
686.0;522.0;663.0;391.0;507.0;82.0;-297.0;75;38.0;-222.0
691.0;523.0;658.0;386.0;505.0;75.0;-296.0;75;42.0;-227.0
692.0;525.0;656.0;387.0;504.0;72.0;-297.0;75;47.0;-228.0
695.0;521.0;651.0;381.0;502.0;74.0;-299.0;75;57.0;-230.0
697.0;523.0;648.0;375.0;502.0;75.0;-301.0;75;59.0;-230.0
698.0;523.0;646.0;370.0;502.0;76.0;-302.0;75;60.0;-229.0
698.0;523.0;644.0;364.0;503.0;78.0;-307.0;75;61.0;-228.0
698.0;524.0;643.0;358.0;505.0;83.0;-309.0;75;62.0;-225.0
698.0;521.0;644.0;356.0;504.0;85.0;-309.0;75;62.0;-224.0
694.0;518.0;644.0;359.0;504.0;86.0;-315.0;75;71.0;-225.0
693.0;519.0;643.0;365.0;503.0;73.0;-316.0;75;80.0;-233.0
695.0;520.0;641.0;363.0;501.0;69.0;-315.0;75;81.0;-235.0
696.0;522.0;637.0;359.0;497.0;65.0;-318.0;75;88.0;-237.0
696.0;523.0;632.0;351.0;495.0;64.0;-326.0;75;96.0;-239.0
693.0;526.0;635.0;368.0;498.0;67.0;-325.0;75;100.0;-237.0
692.0;522.0;636.0;367.0;498.0;73.0;-326.0;75;101.0;-233.0
694.0;523.0;635.0;364.0;498.0;74.0;-324.0;74;100.0;-232.0
695.0;524.0;635.0;361.0;497.0;74.0;-323.0;74;99.0;-231.0
695.0;525.0;635.0;360.0;496.0;73.0;-324.0;74;98.0;-231.0
693.0;528.0;633.0;351.0;489.0;65.0;-331.0;74;93.0;-230.0
694.0;529.0;633.0;349.0;488.0;64.0;-332.0;74;90.0;-229.0
694.0;533.0;632.0;344.0;487.0;63.0;-333.0;74;87.0;-229.0
695.0;534.0;631.0;342.0;487.0;61.0;-334.0;74;85.0;-229.0
695.0;533.0;629.0;339.0;488.0;62.0;-337.0;74;89.0;-229.0
694.0;530.0;629.0;338.0;492.0;60.0;-338.0;74;96.0;-231.0
693.0;530.0;632.0;343.0;495.0;61.0;-334.0;74;96.0;-231.0
692.0;527.0;638.0;352.0;497.0;65.0;-325.0;74;93.0;-229.0
691.0;522.0;642.0;364.0;498.0;70.0;-320.0;74;92.0;-226.0
690.0;521.0;643.0;366.0;498.0;72.0;-318.0;74;91.0;-225.0
690.0;520.0;644.0;368.0;498.0;73.0;-318.0;74;93.0;-225.0
691.0;519.0;640.0;368.0;500.0;69.0;-322.0;74;96.0;-229.0
691.0;518.0;639.0;365.0;501.0;67.0;-323.0;74;97.0;-231.0
693.0;522.0;635.0;357.0;501.0;58.0;-325.0;74;99.0;-235.0
694.0;523.0;634.0;355.0;499.0;55.0;-326.0;74;102.0;-237.0
694.0;522.0;634.0;354.0;498.0;54.0;-326.0;74;103.0;-237.0
694.0;523.0;634.0;353.0;498.0;53.0;-325.0;74;104.0;-238.0
693.0;522.0;635.0;356.0;498.0;54.0;-325.0;74;103.0;-238.0
693.0;521.0;635.0;357.0;498.0;55.0;-326.0;74;103.0;-238.0
692.0;522.0;635.0;356.0;498.0;56.0;-326.0;74;102.0;-237.0
693.0;522.0;635.0;352.0;499.0;57.0;-327.0;74;101.0;-236.0
695.0;526.0;634.0;354.0;498.0;60.0;-325.0;74;100.0;-234.0
695.0;525.0;634.0;354.0;498.0;60.0;-324.0;74;100.0;-233.0
695.0;526.0;634.0;353.0;497.0;61.0;-324.0;74;100.0;-232.0
696.0;527.0;635.0;356.0;496.0;61.0;-321.0;74;98.0;-232.0
696.0;528.0;635.0;354.0;496.0;60.0;-321.0;74;98.0;-233.0
696.0;527.0;636.0;354.0;497.0;60.0;-320.0;74;98.0;-233.0
696.0;530.0;637.0;361.0;496.0;62.0;-318.0;74;97.0;-232.0
697.0;528.0;637.0;360.0;496.0;63.0;-316.0;74;96.0;-231.0
698.0;529.0;637.0;360.0;497.0;64.0;-315.0;74;95.0;-230.0
699.0;528.0;636.0;361.0;497.0;63.0;-314.0;74;97.0;-232.0
699.0;527.0;636.0;361.0;498.0;61.0;-314.0;74;97.0;-233.0
698.0;527.0;636.0;362.0;499.0;59.0;-315.0;74;97.0;-234.0
697.0;524.0;637.0;363.0;502.0;61.0;-314.0;74;95.0;-234.0
695.0;523.0;638.0;366.0;501.0;60.0;-316.0;74;98.0;-235.0
694.0;520.0;638.0;367.0;501.0;59.0;-319.0;74;101.0;-237.0
697.0;525.0;633.0;358.0;499.0;54.0;-322.0;74;98.0;-239.0
697.0;523.0;631.0;352.0;491.0;44.0;-326.0;74;105.0;-246.0
690.0;515.0;630.0;358.0;489.0;29.0;-336.0;74;120.0;-256.0
688.0;515.0;615.0;334.0;488.0;-1.0;-361.0;74;135.0;-276.0
686.0;514.0;612.0;333.0;484.0;-4.0;-365.0;74;145.0;-282.0
686.0;513.0;611.0;334.0;483.0;-6.0;-367.0;74;148.0;-283.0
686.0;512.0;610.0;332.0;482.0;-8.0;-367.0;74;150.0;-285.0
686.0;514.0;609.0;333.0;482.0;-12.0;-368.0;74;152.0;-288.0
686.0;512.0;607.0;331.0;482.0;-17.0;-370.0;74;155.0;-291.0
685.0;512.0;602.0;324.0;481.0;-33.0;-377.0;74;161.0;-300.0
685.0;512.0;601.0;324.0;481.0;-37.0;-379.0;74;162.0;-303.0
685.0;511.0;600.0;319.0;481.0;-40.0;-381.0;74;163.0;-305.0
683.0;511.0;597.0;313.0;481.0;-43.0;-386.0;74;164.0;-307.0
683.0;511.0;596.0;310.0;481.0;-42.0;-389.0;74;163.0;-306.0
674.0;486.0;652.0;147.0;474.0;-106.0;-310.0;20;157.0;-363.0
685.0;517.0;595.0;307.0;477.0;-25.0;-388.0;74;163.0;-297.0
685.0;517.0;598.0;311.0;481.0;-18.0;-383.0;74;164.0;-292.0
680.0;514.0;606.0;321.0;490.0;-18.0;-383.0;74;157.0;-292.0
680.0;512.0;610.0;324.0;495.0;-18.0;-378.0;74;152.0;-288.0
681.0;512.0;611.0;330.0;495.0;-11.0;-373.0;74;152.0;-285.0
680.0;513.0;613.0;334.0;493.0;-5.0;-371.0;74;152.0;-284.0
682.0;513.0;613.0;328.0;502.0;8.0;-376.0;74;136.0;-276.0
683.0;516.0;613.0;324.0;502.0;12.0;-374.0;74;135.0;-273.0
681.0;517.0;619.0;335.0;499.0;20.0;-366.0;74;139.0;-268.0
683.0;518.0;620.0;335.0;500.0;23.0;-363.0;74;135.0;-267.0
686.0;522.0;620.0;330.0;498.0;34.0;-359.0;74;126.0;-255.0
687.0;521.0;620.0;333.0;499.0;35.0;-358.0;74;126.0;-254.0
687.0;526.0;620.0;332.0;498.0;35.0;-357.0;74;127.0;-254.0
688.0;524.0;620.0;332.0;498.0;35.0;-355.0;74;126.0;-254.0
688.0;526.0;623.0;338.0;496.0;31.0;-350.0;74;124.0;-255.0
687.0;526.0;625.0;336.0;495.0;28.0;-351.0;74;118.0;-255.0
687.0;529.0;624.0;334.0;493.0;29.0;-354.0;74;112.0;-254.0
686.0;526.0;622.0;326.0;491.0;31.0;-359.0;74;115.0;-253.0
686.0;527.0;621.0;326.0;490.0;31.0;-360.0;74;116.0;-252.0
685.0;526.0;623.0;325.0;491.0;27.0;-359.0;74;116.0;-254.0
686.0;526.0;625.0;334.0;491.0;29.0;-355.0;74;113.0;-251.0
686.0;526.0;625.0;332.0;491.0;29.0;-355.0;74;113.0;-251.0
687.0;528.0;625.0;334.0;492.0;30.0;-352.0;74;113.0;-250.0
691.0;531.0;627.0;337.0;491.0;37.0;-344.0;74;106.0;-246.0
690.0;529.0;627.0;336.0;490.0;38.0;-344.0;74;107.0;-245.0
688.0;526.0;630.0;339.0;493.0;33.0;-345.0;74;106.0;-248.0
687.0;525.0;628.0;337.0;494.0;26.0;-350.0;74;105.0;-252.0
685.0;518.0;624.0;332.0;495.0;25.0;-359.0;74;113.0;-254.0
687.0;522.0;623.0;333.0;496.0;27.0;-357.0;74;115.0;-254.0
690.0;521.0;626.0;339.0;497.0;29.0;-341.0;74;123.0;-255.0
690.0;518.0;630.0;348.0;497.0;30.0;-335.0;74;123.0;-255.0
690.0;518.0;631.0;351.0;497.0;30.0;-334.0;74;121.0;-255.0
689.0;519.0;632.0;352.0;498.0;30.0;-334.0;74;120.0;-255.0
689.0;519.0;632.0;353.0;498.0;30.0;-334.0;74;118.0;-255.0
688.0;518.0;632.0;350.0;499.0;30.0;-338.0;74;116.0;-254.0
688.0;518.0;630.0;350.0;499.0;31.0;-340.0;74;115.0;-254.0
690.0;520.0;623.0;335.0;498.0;35.0;-350.0;74;118.0;-253.0
690.0;520.0;622.0;336.0;497.0;34.0;-349.0;74;119.0;-254.0
689.0;520.0;622.0;334.0;497.0;30.0;-350.0;74;122.0;-256.0
689.0;521.0;623.0;335.0;497.0;30.0;-351.0;74;122.0;-256.0
687.0;521.0;624.0;336.0;497.0;28.0;-352.0;74;121.0;-256.0
687.0;521.0;624.0;336.0;497.0;29.0;-352.0;74;121.0;-256.0
687.0;519.0;625.0;337.0;497.0;32.0;-350.0;74;121.0;-253.0
688.0;520.0;625.0;337.0;498.0;33.0;-349.0;74;121.0;-253.0
687.0;518.0;625.0;338.0;499.0;32.0;-350.0;74;121.0;-255.0
686.0;516.0;625.0;339.0;501.0;29.0;-351.0;74;121.0;-256.0
686.0;517.0;626.0;340.0;501.0;27.0;-351.0;74;122.0;-257.0
686.0;514.0;625.0;343.0;501.0;25.0;-352.0;74;125.0;-260.0
687.0;516.0;624.0;342.0;500.0;24.0;-350.0;74;125.0;-260.0
688.0;516.0;619.0;338.0;500.0;27.0;-355.0;74;130.0;-259.0
689.0;515.0;618.0;338.0;500.0;27.0;-355.0;74;131.0;-260.0
689.0;517.0;618.0;336.0;501.0;27.0;-355.0;74;131.0;-259.0
691.0;517.0;620.0;339.0;501.0;30.0;-348.0;74;132.0;-259.0
691.0;518.0;621.0;340.0;502.0;30.0;-345.0;74;132.0;-259.0
692.0;521.0;625.0;351.0;499.0;30.0;-338.0;74;128.0;-258.0
692.0;523.0;625.0;351.0;499.0;32.0;-339.0;74;126.0;-256.0
693.0;525.0;624.0;347.0;499.0;32.0;-340.0;74;122.0;-255.0
697.0;533.0;619.0;333.0;498.0;39.0;-345.0;74;110.0;-250.0
698.0;534.0;617.0;328.0;498.0;41.0;-345.0;74;110.0;-249.0
698.0;530.0;617.0;324.0;497.0;43.0;-347.0;74;111.0;-249.0
696.0;528.0;616.0;325.0;493.0;43.0;-348.0;74;119.0;-253.0
690.0;516.0;620.0;345.0;493.0;32.0;-346.0;74;138.0;-264.0
688.0;513.0;622.0;351.0;494.0;25.0;-345.0;74;143.0;-268.0
677.0;494.0;621.0;372.0;502.0;-24.0;-357.0;74;170.0;-296.0
676.0;493.0;618.0;367.0;501.0;-26.0;-363.0;74;171.0;-301.0
676.0;493.0;612.0;357.0;499.0;-28.0;-372.0;74;175.0;-304.0
675.0;488.0;602.0;350.0;497.0;-24.0;-384.0;74;183.0;-303.0
674.0;485.0;597.0;337.0;495.0;-20.0;-393.0;74;188.0;-302.0
675.0;487.0;591.0;323.0;494.0;-18.0;-399.0;74;189.0;-302.0
676.0;487.0;591.0;316.0;493.0;-19.0;-399.0;74;188.0;-302.0
671.0;486.0;591.0;312.0;491.0;-29.0;-405.0;74;192.0;-307.0
670.0;484.0;592.0;314.0;490.0;-32.0;-405.0;74;192.0;-308.0
658.0;370.0;628.0;219.0;517.0;-101.0;-398.0;86;120.0;-407.0
667.0;489.0;597.0;325.0;487.0;-35.0;-404.0;74;191.0;-307.0
666.0;486.0;596.0;327.0;487.0;-33.0;-405.0;74;192.0;-306.0
670.0;489.0;594.0;326.0;488.0;-28.0;-402.0;74;191.0;-304.0
670.0;494.0;600.0;332.0;486.0;-26.0;-395.0;74;187.0;-301.0
669.0;492.0;601.0;331.0;485.0;-27.0;-396.0;74;186.0;-301.0
669.0;494.0;600.0;331.0;485.0;-29.0;-398.0;74;186.0;-303.0
668.0;489.0;599.0;334.0;484.0;-32.0;-400.0;74;186.0;-303.0
668.0;488.0;598.0;333.0;483.0;-34.0;-402.0;74;186.0;-304.0
668.0;489.0;596.0;331.0;484.0;-35.0;-404.0;74;187.0;-306.0
675.0;496.0;592.0;316.0;484.0;-28.0;-399.0;74;186.0;-303.0
675.0;496.0;594.0;320.0;485.0;-23.0;-396.0;74;187.0;-301.0
674.0;496.0;597.0;324.0;485.0;-27.0;-393.0;74;186.0;-302.0
674.0;497.0;598.0;327.0;485.0;-29.0;-392.0;74;186.0;-303.0
674.0;501.0;599.0;330.0;484.0;-33.0;-392.0;74;182.0;-303.0
675.0;501.0;596.0;324.0;481.0;-31.0;-398.0;74;179.0;-303.0
675.0;500.0;595.0;323.0;481.0;-30.0;-397.0;74;178.0;-303.0
676.0;502.0;595.0;320.0;481.0;-29.0;-397.0;74;177.0;-302.0
675.0;501.0;593.0;317.0;483.0;-27.0;-401.0;74;178.0;-302.0
