InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
-11.0;-44.0;19;2;976.0;152.0;326.0;-24;802;-969.0;293.0;973.0;232.0
13.0;-43.0;23;22;950.0;131.0;320.0;-24;800;-986.0;303.0;985.0;260.0
-23.0;-30.0;17;5;930.0;149.0;307.0;-24;802;-970.0;288.0;968.0;216.0
66.0;132.0;18;13;932.0;149.0;318.0;-24;797;-983.0;258.0;982.0;199.0
-8.0;17.0;20;7;917.0;132.0;345.0;-24;801;-974.0;295.0;989.0;232.0
23.0;-70.0;18;18;939.0;108.0;352.0;-24;802;-975.0;282.0;977.0;232.0
189.0;-152.0;23;-29;948.0;115.0;357.0;-31;805;-981.0;207.0;1010.0;146.0
108.0;-64.0;17;26;955.0;139.0;372.0;-3;807;-950.0;320.0;938.0;269.0
-12.0;51.0;16;15;977.0;-70.0;537.0;-27;780;-998.0;151.0;1023.0;57.0
79.0;-23.0;23;-4;942.0;111.0;316.0;-24;796;-978.0;266.0;988.0;200.0
-329.0;118.0;46;-42;942.0;-67.0;347.0;-9;656;-992.0;250.0;1021.0;121.0
-153.0;443.0;2618;-89;1314.0;70.0;162.0;-28;790;-786.0;195.0;816.0;330.0
-13.0;-104.0;14;32;907.0;134.0;328.0;-24;802;-968.0;268.0;984.0;193.0
-78.0;-127.0;25;-23;976.0;-75.0;598.0;-26;788;-975.0;125.0;1023.0;43.0
-292.0;379.0;-985;-2156;1318.0;157.0;173.0;-34;825;-857.0;272.0;988.0;222.0
27.0;-42.0;14;-8;951.0;110.0;339.0;-24;801;-978.0;282.0;989.0;209.0
27.0;18.0;20;26;920.0;116.0;331.0;-24;803;-970.0;298.0;968.0;239.0
-53.0;-28.0;15;-10;907.0;89.0;352.0;-24;799;-964.0;301.0;971.0;236.0
-162.0;41.0;17;-36;968.0;416.0;318.0;-23;806;-963.0;657.0;792.0;250.0
5.0;-19.0;21;5;925.0;102.0;334.0;-24;799;-970.0;321.0;980.0;253.0
-7.0;-21.0;15;-1;927.0;143.0;324.0;-24;807;-971.0;303.0;984.0;260.0
-263.0;306.0;969;-1987;1200.0;402.0;213.0;-49;906;-819.0;311.0;1021.0;249.0
572.0;-1313.0;125;2460;890.0;121.0;258.0;-32;809;-909.0;182.0;985.0;234.0
-26.0;-449.0;-19;-10;837.0;-329.0;297.0;-76;961;-1232.0;229.0;1382.0;216.0
-32.0;-144.0;18;-10;945.0;263.0;428.0;-24;796;-1013.0;148.0;1068.0;-3.0
-10.0;-21.0;16;-14;935.0;119.0;335.0;-24;805;-969.0;293.0;971.0;238.0
26.0;5.0;18;10;921.0;133.0;316.0;-24;803;-967.0;287.0;966.0;224.0
-4.0;7.0;20;12;937.0;143.0;328.0;-24;797;-963.0;283.0;971.0;247.0
18.0;-26.0;21;-18;927.0;131.0;324.0;-24;801;-975.0;282.0;980.0;206.0
0.0;-31.0;22;10;934.0;132.0;352.0;-24;800;-970.0;280.0;980.0;213.0
4.0;-31.0;22;-7;946.0;148.0;342.0;-24;800;-975.0;291.0;976.0;226.0
-11.0;-26.0;21;19;956.0;134.0;317.0;-24;805;-973.0;277.0;982.0;226.0
-169.0;-331.0;22;16;910.0;120.0;331.0;-24;799;-1013.0;307.0;1001.0;257.0
10.0;-72.0;20;-26;915.0;133.0;322.0;-24;799;-960.0;280.0;970.0;224.0
12.0;2.0;16;-5;899.0;93.0;344.0;-24;796;-970.0;284.0;995.0;211.0
-141.0;-95.0;-99;76;949.0;-73.0;389.0;-23;799;-983.0;282.0;988.0;163.0
-17.0;69.0;35;13;944.0;132.0;332.0;-24;802;-974.0;291.0;979.0;206.0
-15.0;20.0;18;-2;936.0;146.0;320.0;-24;803;-963.0;290.0;969.0;242.0
-125.0;189.0;165;-181;936.0;200.0;324.0;-24;795;-1020.0;252.0;1075.0;116.0
-45.0;371.0;29;172;943.0;289.0;322.0;-23;796;-976.0;186.0;991.0;90.0
75.0;-258.0;19;-22;914.0;124.0;330.0;-24;806;-967.0;237.0;972.0;192.0
-14.0;8.0;20;-25;939.0;100.0;300.0;-31;800;-972.0;252.0;990.0;184.0
-178.0;365.0;-871;2405;809.0;96.0;287.0;-22;830;-641.0;200.0;674.0;210.0
8.0;-14.0;23;9;948.0;159.0;282.0;-24;796;-958.0;274.0;950.0;217.0
-314.0;362.0;81;-981;885.0;406.0;291.0;-23;811;-993.0;551.0;842.0;187.0
-2.0;-17.0;19;3;953.0;90.0;301.0;-31;801;-968.0;232.0;989.0;201.0
-678.0;146.0;779;112;1038.0;-1.0;356.0;-27;814;-824.0;147.0;1067.0;4.0
-121.0;144.0;-125;-275;832.0;565.0;431.0;-78;2124;-1184.0;288.0;1414.0;158.0
-41.0;-141.0;24;-13;947.0;144.0;345.0;-24;794;-983.0;311.0;986.0;229.0
-46.0;-54.0;21;12;918.0;150.0;334.0;-24;804;-974.0;274.0;987.0;224.0
-404.0;141.0;-991;-657;1248.0;104.0;498.0;-18;658;-1131.0;279.0;1189.0;222.0
-22.0;-76.0;23;21;968.0;220.0;300.0;-24;798;-992.0;268.0;988.0;202.0
370.0;110.0;24;-15;947.0;-1.0;366.0;-23;788;-949.0;248.0;1084.0;65.0
35.0;34.0;22;-12;909.0;109.0;341.0;-24;797;-985.0;300.0;999.0;232.0
-63.0;-578.0;18;-9;944.0;48.0;424.0;-24;801;-967.0;300.0;990.0;145.0
149.0;-75.0;59;85;840.0;-355.0;690.0;-67;855;-1101.0;86.0;1301.0;139.0
533.0;-752.0;21;-64;891.0;-312.0;402.0;-28;1415;-860.0;184.0;822.0;120.0
239.0;-5.0;19;-5;1024.0;119.0;537.0;-40;607;-1014.0;392.0;952.0;163.0
715.0;-371.0;94;163;996.0;320.0;313.0;-2;-3128;-803.0;177.0;874.0;202.0
318.0;-32.0;23;-1;973.0;385.0;523.0;-28;808;-970.0;395.0;909.0;203.0
133.0;32.0;37;16;851.0;262.0;361.0;-3;817;-936.0;369.0;959.0;296.0
56.0;22.0;24;-29;928.0;96.0;329.0;-24;800;-957.0;302.0;963.0;231.0
-244.0;-721.0;-2;88;1031.0;245.0;673.0;-36;578;-922.0;370.0;938.0;186.0
-213.0;-96.0;788;1146;881.0;-77.0;336.0;-17;802;-854.0;203.0;830.0;56.0
-341.0;-187.0;27;273;882.0;24.0;350.0;-69;623;-1138.0;176.0;1229.0;179.0
-76.0;-96.0;21;6;951.0;169.0;292.0;-24;804;-931.0;306.0;962.0;183.0
-167.0;806.0;18;39;968.0;40.0;356.0;-31;800;-963.0;321.0;1018.0;262.0
-76.0;-75.0;84;-284;925.0;100.0;348.0;-23;803;-928.0;292.0;958.0;163.0
543.0;-1133.0;31;-65;920.0;-66.0;384.0;-68;663;-999.0;198.0;922.0;190.0
-202.0;48.0;-801;-942;1254.0;1519.0;434.0;-74;1038;-1141.0;194.0;1242.0;253.0
62.0;-8.0;21;-15;810.0;501.0;437.0;-22;817;-996.0;142.0;1018.0;-50.0
-173.0;1061.0;16;5;910.0;593.0;271.0;-38;700;-972.0;212.0;1007.0;32.0
597.0;-230.0;136;8;1192.0;9.0;422.0;-1;-1027;-828.0;136.0;987.0;164.0
-170.0;586.0;-179;1545;889.0;95.0;276.0;-10;757;-839.0;254.0;832.0;124.0
59.0;-44.0;15;35;910.0;4.0;480.0;-27;789;-762.0;913.0;341.0;520.0
664.0;-127.0;8;68;847.0;-25.0;426.0;-71;852;-1036.0;215.0;929.0;-78.0
-19.0;144.0;20;6;917.0;76.0;349.0;-24;802;-982.0;293.0;985.0;211.0
