InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
496.0;-177;159.0;56.0;336.0;-74.0;70.0;-242.0;492.0
523.0;-177;134.0;53.0;336.0;-58.0;69.0;-246.0;471.0
494.0;-177;127.0;54.0;336.0;-55.0;67.0;-250.0;469.0
455.0;-177;138.0;66.0;340.0;-64.0;56.0;-252.0;476.0
510.0;-177;157.0;62.0;345.0;-64.0;55.0;-235.0;469.0
519.0;-131;205.0;279.0;17.0;251.0;-375.0;562.0;606.0
472.0;-177;56.0;35.0;348.0;-143.0;100.0;-238.0;526.0
469.0;-177;60.0;41.0;353.0;-136.0;95.0;-234.0;516.0
267.0;-91;403.0;137.0;-421.0;29.0;-91.0;41.0;93.0
463.0;-177;64.0;43.0;350.0;-135.0;95.0;-230.0;512.0
642.0;178;-838.0;25.0;274.0;406.0;-158.0;-6.0;463.0
521.0;-177;45.0;75.0;361.0;-88.0;38.0;-235.0;469.0
474.0;-177;80.0;76.0;375.0;-127.0;62.0;-227.0;492.0
473.0;-177;62.0;41.0;348.0;-139.0;97.0;-232.0;517.0
450.0;-177;80.0;66.0;368.0;-132.0;78.0;-228.0;505.0
470.0;-177;74.0;66.0;363.0;-129.0;79.0;-232.0;506.0
462.0;-177;65.0;49.0;349.0;-133.0;95.0;-238.0;520.0
481.0;-177;63.0;44.0;344.0;-132.0;101.0;-241.0;518.0
476.0;-177;73.0;47.0;347.0;-132.0;98.0;-231.0;508.0
473.0;-177;71.0;49.0;344.0;-138.0;97.0;-230.0;508.0
469.0;-177;66.0;49.0;344.0;-144.0;95.0;-230.0;521.0
457.0;-177;61.0;50.0;349.0;-150.0;92.0;-230.0;533.0
456.0;-177;71.0;47.0;355.0;-145.0;96.0;-229.0;509.0
441.0;-177;53.0;38.0;349.0;-141.0;103.0;-238.0;517.0
463.0;-177;56.0;38.0;349.0;-147.0;102.0;-236.0;524.0
465.0;-177;57.0;39.0;349.0;-147.0;101.0;-236.0;524.0
612.0;-175;1.0;-47.0;-194.0;-41.0;98.0;-293.0;667.0
377.0;-176;132.0;-1.0;307.0;-63.0;104.0;-280.0;543.0
472.0;175;843.0;543.0;-575.0;462.0;-662.0;600.0;-290.0
450.0;-176;30.0;23.0;339.0;-159.0;121.0;-254.0;561.0
461.0;-176;39.0;25.0;336.0;-149.0;110.0;-250.0;557.0
499.0;-163;-514.0;-483.0;172.0;-445.0;634.0;-703.0;430.0
461.0;-176;41.0;26.0;336.0;-151.0;110.0;-249.0;559.0
449.0;-176;38.0;41.0;348.0;-162.0;106.0;-245.0;541.0
455.0;-176;28.0;20.0;341.0;-158.0;122.0;-255.0;547.0
442.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;539.0
484.0;-176;35.0;24.0;340.0;-152.0;118.0;-253.0;556.0
321.0;-178;140.0;59.0;338.0;-81.0;29.0;-261.0;482.0
317.0;-177;-40.0;40.0;320.0;-372.0;80.0;-268.0;505.0
459.0;-176;29.0;37.0;343.0;-168.0;113.0;-251.0;556.0
564.0;-176;133.0;-152.0;-32.0;-412.0;264.0;-576.0;-124.0
250.0;-177;271.0;25.0;-337.0;-379.0;40.0;-245.0;389.0
455.0;-176;-32.0;-29.0;291.0;-188.0;179.0;-304.0;623.0
