InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;Accelerometer RUA_ accY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LH accZ;InertialMeasurementUnit R-SHOE Body_Ax
605.0;-595.0;987.0;696.0;874.0;517.0;125;-151;125;80.0;480
599.0;-469.0;558.0;499.0;1110.0;1015.0;-297;-150;-297;6.0;239
596.0;-515.0;537.0;438.0;1156.0;967.0;-85;-150;-85;21.0;184
578.0;-762.0;707.0;497.0;905.0;818.0;-353;-152;-353;-2.0;137
511.0;-757.0;567.0;409.0;744.0;788.0;116;-154;116;202.0;272
803.0;-848.0;232.0;249.0;572.0;1003.0;19;-158;19;233.0;256
813.0;-784.0;275.0;314.0;547.0;958.0;-31;-158;-31;-392.0;256
819.0;-725.0;221.0;292.0;620.0;908.0;-150;-157;-150;133.0;269
548.0;-737.0;426.0;144.0;706.0;903.0;-219;-173;-219;-140.0;325
544.0;-633.0;398.0;70.0;767.0;958.0;-103;-180;-103;-548.0;326
544.0;-644.0;408.0;104.0;783.0;820.0;-55;-223;-55;-239.0;319
701.0;-1166.0;115.0;74.0;458.0;1317.0;30;-156;30;78.0;205
692.0;-1110.0;78.0;114.0;469.0;1145.0;161;-156;161;66.0;335
669.0;-698.0;51.0;203.0;524.0;902.0;91;-157;91;187.0;301
643.0;-776.0;217.0;288.0;531.0;895.0;65;-157;65;109.0;284
630.0;-747.0;282.0;357.0;610.0;925.0;81;-156;81;-55.0;304
552.0;-704.0;442.0;89.0;700.0;837.0;-49;181;-49;-457.0;319
563.0;-794.0;557.0;106.0;672.0;890.0;-45;186;-45;-83.0;310
590.0;-936.0;558.0;168.0;631.0;977.0;16;179;16;541.0;303
489.0;-526.0;737.0;420.0;798.0;595.0;92;-155;92;309.0;259
490.0;-544.0;692.0;557.0;888.0;621.0;92;-155;92;196.0;274
395.0;-619.0;707.0;486.0;861.0;640.0;43;169;43;597.0;258
529.0;-777.0;364.0;489.0;830.0;896.0;54;-156;54;161.0;253
424.0;-761.0;264.0;127.0;681.0;1226.0;-33;-185;-33;599.0;142
139.0;-881.0;70.0;224.0;492.0;916.0;-7;-164;-7;724.0;463
356.0;-878.0;140.0;90.0;498.0;1030.0;221;-163;221;734.0;261
346.0;-868.0;64.0;6.0;558.0;1071.0;-139;-161;-139;744.0;253
548.0;-42.0;507.0;999.0;603.0;278.0;32;-157;32;105.0;260
504.0;-168.0;591.0;676.0;668.0;530.0;-44;-157;-44;73.0;269
489.0;-253.0;594.0;919.0;766.0;477.0;-16;-157;-16;48.0;283
404.0;-385.0;472.0;220.0;519.0;1318.0;4;-161;4;676.0;241
373.0;-493.0;576.0;266.0;839.0;571.0;32;-161;32;758.0;261
-41.0;-957.0;424.0;217.0;682.0;800.0;-6;-161;-6;566.0;155
-67.0;-1121.0;239.0;94.0;628.0;1059.0;-65;-162;-65;223.0;232
-200.0;-368.0;583.0;96.0;662.0;923.0;12;-162;12;210.0;265
460.0;49.0;827.0;611.0;553.0;239.0;-26;-156;-26;-42.0;271
451.0;-324.0;588.0;590.0;779.0;485.0;13;-156;13;78.0;268
452.0;-631.0;692.0;589.0;1003.0;812.0;-41;-156;-41;322.0;272
396.0;-815.0;301.0;287.0;540.0;972.0;44;-156;44;156.0;281
409.0;-871.0;196.0;232.0;537.0;1008.0;7;-156;7;123.0;280
405.0;-839.0;237.0;271.0;549.0;972.0;-13;-156;-13;31.0;278
398.0;-839.0;239.0;274.0;589.0;1007.0;-48;-156;-48;91.0;278
400.0;-841.0;244.0;277.0;558.0;999.0;-37;-156;-37;107.0;279
404.0;-832.0;243.0;285.0;527.0;981.0;-29;-156;-29;65.0;285
404.0;-837.0;237.0;283.0;577.0;990.0;7;-156;7;81.0;279
413.0;-842.0;252.0;277.0;556.0;990.0;-2;-156;-2;93.0;279
417.0;-835.0;242.0;261.0;585.0;1002.0;6;-156;6;121.0;273
425.0;-815.0;264.0;308.0;599.0;980.0;-21;-156;-21;126.0;269
429.0;-811.0;271.0;288.0;562.0;972.0;-44;-156;-44;79.0;278
433.0;-811.0;289.0;285.0;575.0;971.0;0;-156;0;81.0;271
-180.0;-578.0;786.0;-31.0;759.0;783.0;15;-162;15;267.0;258
626.0;-860.0;178.0;167.0;543.0;1007.0;373;-165;373;-51.0;214
698.0;-667.0;326.0;338.0;612.0;836.0;-186;-166;-186;-94.0;244
766.0;-840.0;322.0;235.0;527.0;997.0;609;-139;609;228.0;414
-215.0;-847.0;128.0;258.0;467.0;1078.0;-28;-162;-28;254.0;264
782.0;-958.0;-174.0;137.0;492.0;1141.0;50;-167;50;314.0;309
865.0;-746.0;321.0;333.0;692.0;907.0;-101;-167;-101;234.0;285
318.0;-875.0;166.0;28.0;409.0;623.0;-47;-164;-47;185.0;267
457.0;-450.0;335.0;208.0;541.0;1131.0;259;-164;259;376.0;300
883.0;-1002.0;173.0;230.0;452.0;1087.0;-359;-130;-359;195.0;68
471.0;194.0;514.0;494.0;808.0;768.0;-72;-156;-72;-400.0;299
818.0;-870.0;-12.0;201.0;519.0;1040.0;71;-156;71;290.0;237
744.0;-686.0;238.0;250.0;466.0;845.0;79;-156;79;165.0;261
501.0;-103.0;796.0;574.0;628.0;511.0;-187;-160;-187;303.0;209
521.0;-131.0;582.0;699.0;721.0;640.0;254;-167;254;251.0;154
539.0;-850.0;174.0;290.0;410.0;867.0;219;-150;219;73.0;-36
433.0;-677.0;285.0;326.0;467.0;810.0;-28;-157;-28;193.0;271
500.0;-772.0;446.0;418.0;655.0;935.0;-4;176;-4;198.0;264
501.0;-824.0;523.0;385.0;470.0;915.0;0;176;0;211.0;263
505.0;-621.0;522.0;355.0;780.0;859.0;-29;176;-29;97.0;267
495.0;-454.0;533.0;197.0;795.0;892.0;23;176;23;317.0;278
454.0;-667.0;704.0;277.0;857.0;616.0;-30;176;-30;513.0;279
521.0;-589.0;250.0;393.0;608.0;756.0;-66;-147;-66;253.0;310
421.0;-284.0;629.0;111.0;741.0;892.0;-41;175;-41;776.0;270
595.0;-628.0;311.0;417.0;715.0;821.0;147;-143;147;152.0;332
588.0;-644.0;378.0;367.0;704.0;855.0;-121;-144;-121;71.0;60
396.0;-974.0;746.0;378.0;780.0;465.0;-10;176;-10;422.0;261
433.0;-448.0;293.0;165.0;777.0;1167.0;-12;176;-12;606.0;270
598.0;-792.0;241.0;264.0;357.0;815.0;87;-143;87;59.0;131
774.0;-631.0;268.0;285.0;480.0;776.0;-128;-148;-128;-75.0;231
440.0;-273.0;850.0;205.0;871.0;560.0;24;176;24;654.0;272
417.0;-846.0;342.0;246.0;1015.0;970.0;-9;176;-9;320.0;261
1053.0;-814.0;170.0;296.0;503.0;769.0;5;-150;5;77.0;245
1052.0;-602.0;278.0;275.0;540.0;772.0;-238;-150;-238;43.0;216
1041.0;-716.0;201.0;305.0;661.0;912.0;42;-149;42;206.0;187
422.0;-791.0;126.0;294.0;586.0;1109.0;-18;176;-18;431.0;262
421.0;-704.0;189.0;183.0;642.0;1016.0;-24;176;-24;342.0;257
412.0;-785.0;239.0;359.0;524.0;1043.0;-24;176;-24;305.0;266
539.0;-563.0;883.0;477.0;658.0;518.0;23;179;23;165.0;341
1079.0;-662.0;296.0;418.0;684.0;884.0;-21;-151;-21;75.0;177
541.0;-805.0;522.0;246.0;1061.0;807.0;66;161;66;148.0;275
471.0;207.0;413.0;611.0;898.0;928.0;-54;-156;-54;-237.0;320
473.0;-933.0;235.0;439.0;644.0;916.0;-99;-170;-99;58.0;315
448.0;-996.0;110.0;281.0;737.0;1009.0;5;-171;5;176.0;270
325.0;-920.0;320.0;263.0;656.0;984.0;-11;-171;-11;161.0;266
779.0;-574.0;252.0;305.0;539.0;709.0;-72;-156;-72;166.0;357
1098.0;-1010.0;-26.0;294.0;511.0;1173.0;37;-156;37;129.0;284
1109.0;-869.0;149.0;337.0;501.0;766.0;-15;-156;-15;27.0;223
1114.0;-673.0;276.0;344.0;519.0;724.0;14;-156;14;46.0;246
1122.0;-695.0;180.0;382.0;622.0;884.0;116;-156;116;210.0;323
468.0;-276.0;883.0;451.0;1226.0;267.0;55;-159;55;390.0;253
1163.0;-574.0;259.0;314.0;607.0;767.0;-44;-157;-44;96.0;243
181.0;-718.0;654.0;84.0;492.0;636.0;613;-168;613;-77.0;332
327.0;-818.0;465.0;-209.0;737.0;912.0;-9;-164;-9;425.0;370
433.0;-721.0;177.0;108.0;672.0;905.0;-20;-168;-20;-133.0;215
1068.0;-539.0;224.0;299.0;553.0;735.0;-57;-157;-57;159.0;282
476.0;-325.0;365.0;117.0;559.0;956.0;82;-171;82;189.0;256
951.0;-986.0;116.0;128.0;529.0;1297.0;351;-85;351;80.0;149
491.0;-493.0;238.0;149.0;529.0;895.0;211;-170;211;667.0;198
498.0;-568.0;345.0;57.0;562.0;807.0;225;-169;225;754.0;209
579.0;-576.0;600.0;-53.0;846.0;760.0;-44;-156;-44;572.0;254
1088.0;-629.0;226.0;464.0;717.0;787.0;173;-157;173;234.0;382
628.0;-618.0;273.0;-108.0;766.0;1288.0;-3;-111;-3;76.0;507
972.0;-693.0;206.0;270.0;479.0;756.0;-43;-162;-43;8.0;192
543.0;-660.0;217.0;306.0;521.0;784.0;-55;-164;-55;79.0;289
627.0;-620.0;188.0;-41.0;646.0;1230.0;-24;-111;-24;65.0;526
220.0;-1088.0;-5.0;146.0;427.0;1027.0;166;-152;166;49.0;208
165.0;-869.0;-19.0;200.0;453.0;1191.0;-92;-166;-92;250.0;114
208.0;-628.0;194.0;300.0;573.0;764.0;-51;-164;-51;7.0;220
597.0;-518.0;637.0;-41.0;914.0;687.0;-26;-156;-26;337.0;258
485.0;-567.0;850.0;444.0;795.0;426.0;109;-170;109;416.0;262
454.0;-851.0;-16.0;210.0;449.0;1266.0;-150;-163;-150;160.0;15
523.0;-640.0;240.0;239.0;454.0;713.0;-73;-162;-73;231.0;217
541.0;-639.0;241.0;391.0;694.0;783.0;97;-162;97;374.0;209
479.0;-687.0;787.0;488.0;891.0;499.0;55;-170;55;422.0;227
372.0;-468.0;712.0;159.0;772.0;517.0;553;-159;553;550.0;471
288.0;-671.0;671.0;241.0;709.0;536.0;467;-160;467;531.0;458
270.0;-701.0;730.0;207.0;640.0;580.0;537;-161;537;539.0;480
194.0;-567.0;694.0;162.0;810.0;873.0;290;-162;290;564.0;479
149.0;-440.0;665.0;50.0;906.0;746.0;178;-167;178;766.0;191
1255.0;-640.0;167.0;382.0;692.0;840.0;-119;-161;-119;269.0;389
124.0;-556.0;710.0;280.0;883.0;762.0;-44;-169;-44;692.0;153
116.0;-494.0;663.0;147.0;905.0;834.0;-24;-169;-24;668.0;156
113.0;-477.0;764.0;246.0;875.0;685.0;-16;-169;-16;661.0;154
137.0;-489.0;635.0;221.0;941.0;800.0;-6;-168;-6;618.0;178
137.0;-720.0;871.0;272.0;885.0;664.0;-28;-168;-28;688.0;174
911.0;-1067.0;65.0;-43.0;414.0;1142.0;-75;-161;-75;290.0;312
919.0;-830.0;-138.0;169.0;435.0;1348.0;-2;-162;-2;171.0;112
138.0;-394.0;424.0;98.0;951.0;918.0;37;-168;37;618.0;189
126.0;-566.0;762.0;227.0;748.0;726.0;49;-168;49;636.0;187
956.0;-1058.0;116.0;-17.0;416.0;886.0;91;-166;91;256.0;279
71.0;-607.0;439.0;414.0;865.0;893.0;154;-167;154;627.0;182
10.0;-607.0;632.0;167.0;910.0;824.0;44;-167;44;720.0;239
-48.0;-471.0;526.0;281.0;881.0;734.0;-31;-168;-31;650.0;245
356.0;-894.0;165.0;17.0;450.0;890.0;31;-170;31;-557.0;239
362.0;-850.0;140.0;34.0;473.0;1095.0;-66;-174;-66;-498.0;279
414.0;-779.0;132.0;-31.0;561.0;984.0;-27;168;-27;471.0;253
434.0;-861.0;100.0;135.0;469.0;873.0;-8;172;-8;528.0;256
619.0;-331.0;699.0;-32.0;949.0;680.0;-11;-156;-11;-213.0;261
433.0;-694.0;174.0;20.0;698.0;1045.0;108;-167;108;50.0;254
943.0;-711.0;243.0;267.0;472.0;670.0;-102;-159;-102;49.0;231
908.0;-572.0;202.0;325.0;721.0;822.0;68;-159;68;441.0;319
818.0;-987.0;70.0;198.0;506.0;1194.0;-71;-157;-71;130.0;297
474.0;-539.0;253.0;-178.0;522.0;839.0;13;-165;13;55.0;326
472.0;-519.0;448.0;-64.0;646.0;891.0;200;-164;200;29.0;288
883.0;-641.0;223.0;312.0;512.0;632.0;-11;-159;-11;64.0;258
891.0;-590.0;252.0;367.0;733.0;778.0;31;-158;31;330.0;286
483.0;-237.0;639.0;256.0;702.0;902.0;213;-163;213;303.0;311
621.0;-317.0;701.0;4.0;970.0;575.0;68;-156;68;36.0;254
513.0;-238.0;769.0;209.0;1150.0;605.0;209;-151;209;47.0;75
940.0;-1057.0;121.0;250.0;488.0;738.0;76;-155;76;73.0;249
519.0;-396.0;872.0;284.0;870.0;580.0;524;-154;524;-261.0;562
529.0;-572.0;731.0;430.0;853.0;516.0;-24;-156;-24;14.0;415
610.0;-402.0;733.0;16.0;1020.0;679.0;-1;-156;-1;-116.0;249
955.0;-739.0;294.0;307.0;419.0;647.0;64;-158;64;257.0;309
613.0;-307.0;741.0;28.0;940.0;632.0;-18;-156;-18;-126.0;249
329.0;-218.0;841.0;369.0;705.0;677.0;111;-169;111;-149.0;294
497.0;-17.0;753.0;273.0;843.0;646.0;286;-173;286;-290.0;195
485.0;-826.0;833.0;379.0;560.0;462.0;39;-171;39;720.0;368
433.0;-227.0;655.0;467.0;1091.0;615.0;-22;-157;-22;-38.0;345
608.0;-924.0;260.0;204.0;448.0;1491.0;-194;-158;-194;310.0;309
566.0;-623.0;322.0;235.0;365.0;651.0;-518;-150;-518;79.0;260
417.0;-549.0;629.0;609.0;1135.0;593.0;209;-156;209;-40.0;470
398.0;165.0;624.0;472.0;775.0;645.0;-192;-157;-192;-49.0;370
617.0;-331.0;737.0;74.0;1013.0;632.0;21;-156;21;-88.0;249
616.0;-319.0;742.0;104.0;971.0;629.0;1;-156;1;-458.0;251
118.0;-1018.0;230.0;187.0;440.0;827.0;276;-159;276;35.0;8
228.0;-789.0;193.0;223.0;691.0;984.0;528;198;528;98.0;284
245.0;-758.0;144.0;206.0;631.0;922.0;165;-222;165;3.0;150
260.0;-691.0;130.0;263.0;622.0;916.0;88;-155;88;-83.0;263
834.0;-620.0;189.0;208.0;460.0;692.0;-99;-147;-99;-243.0;491
839.0;-567.0;158.0;348.0;613.0;764.0;-320;-144;-320;-11.0;313
614.0;-297.0;791.0;212.0;1016.0;622.0;-6;-156;-6;-19.0;256
480.0;-353.0;26.0;406.0;732.0;992.0;-6;-155;-6;53.0;265
621.0;-291.0;791.0;182.0;949.0;599.0;9;-156;9;-180.0;256
777.0;-1222.0;61.0;38.0;412.0;1079.0;99;-150;99;276.0;440
791.0;-723.0;347.0;340.0;557.0;877.0;42;-156;42;290.0;271
611.0;-256.0;741.0;287.0;920.0;628.0;20;-156;20;-245.0;263
834.0;-875.0;311.0;364.0;665.0;916.0;9;-158;9;-97.0;284
800.0;-879.0;259.0;137.0;573.0;1240.0;249;-164;249;29.0;278
