InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;Accelerometer RUA_ accY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LH accZ;InertialMeasurementUnit R-SHOE Body_Ax
513.0;-842.0;271.0;269.0;604.0;998.0;8;-159;8;55.0;315
516.0;-838.0;295.0;236.0;609.0;981.0;1;-159;1;9.0;311
509.0;-862.0;231.0;230.0;547.0;994.0;-28;-159;-28;227.0;306
545.0;-849.0;281.0;237.0;609.0;998.0;21;-159;21;241.0;297
534.0;-835.0;314.0;272.0;588.0;974.0;37;-159;37;51.0;301
536.0;-835.0;270.0;262.0;601.0;970.0;21;-159;21;26.0;306
535.0;-831.0;290.0;233.0;586.0;980.0;9;-159;9;33.0;304
527.0;-835.0;284.0;261.0;606.0;995.0;-32;-159;-32;63.0;311
522.0;-816.0;270.0;267.0;615.0;949.0;11;-159;11;51.0;306
527.0;-870.0;311.0;252.0;601.0;1020.0;9;-159;9;66.0;303
518.0;-848.0;266.0;247.0;604.0;1010.0;-72;-159;-72;82.0;304
517.0;-837.0;270.0;278.0;552.0;987.0;-19;-159;-19;51.0;308
516.0;-828.0;301.0;282.0;612.0;971.0;64;-159;64;48.0;310
519.0;-834.0;287.0;266.0;560.0;976.0;-12;-159;-12;133.0;298
520.0;-824.0;298.0;285.0;558.0;972.0;-7;-160;-7;144.0;297
423.0;-395.0;724.0;307.0;909.0;656.0;-24;-162;-24;69.0;288
429.0;-510.0;725.0;318.0;888.0;723.0;-15;-162;-15;30.0;281
432.0;-425.0;666.0;244.0;867.0;889.0;-8;-162;-8;77.0;276
394.0;-904.0;188.0;262.0;672.0;845.0;74;-170;74;-95.0;123
445.0;-318.0;620.0;238.0;908.0;827.0;6;-162;6;129.0;277
447.0;-378.0;721.0;252.0;893.0;739.0;0;-162;0;72.0;275
486.0;-576.0;690.0;274.0;815.0;796.0;-46;-163;-46;39.0;280
475.0;-739.0;584.0;395.0;933.0;849.0;23;-163;23;9.0;268
440.0;-696.0;497.0;189.0;840.0;886.0;-28;-158;-28;373.0;289
441.0;-688.0;481.0;149.0;802.0;897.0;26;-158;26;391.0;293
439.0;-689.0;504.0;172.0;789.0;905.0;-8;-158;-8;434.0;293
440.0;-692.0;502.0;160.0;785.0;870.0;38;-158;38;411.0;288
441.0;-693.0;485.0;180.0;773.0;886.0;-21;-158;-21;414.0;292
444.0;-692.0;475.0;169.0;737.0;896.0;-31;-158;-31;392.0;288
447.0;-695.0;466.0;133.0;748.0;894.0;13;-158;13;365.0;294
467.0;-625.0;478.0;267.0;1072.0;886.0;-27;-162;-27;182.0;272
466.0;-575.0;485.0;317.0;752.0;891.0;-20;-163;-20;150.0;265
475.0;-557.0;576.0;336.0;794.0;797.0;-47;-163;-47;140.0;264
485.0;-607.0;547.0;280.0;804.0;864.0;25;-163;25;131.0;263
360.0;-697.0;434.0;541.0;834.0;870.0;19;-173;19;28.0;260
478.0;-592.0;691.0;438.0;841.0;702.0;0;-163;0;91.0;271
479.0;-581.0;600.0;346.0;876.0;772.0;-18;-163;-18;81.0;266
479.0;-598.0;664.0;396.0;855.0;798.0;-29;-163;-29;139.0;267
466.0;-684.0;154.0;354.0;598.0;834.0;104;-169;104;178.0;261
469.0;-703.0;299.0;366.0;664.0;854.0;243;-166;243;24.0;258
472.0;-790.0;345.0;214.0;805.0;1030.0;-8;-166;-8;101.0;319
482.0;-608.0;620.0;395.0;866.0;798.0;-3;-163;-3;72.0;258
483.0;-598.0;592.0;515.0;843.0;799.0;-15;-163;-15;113.0;265
483.0;-694.0;430.0;449.0;752.0;896.0;-35;-164;-35;101.0;258
406.0;-633.0;415.0;542.0;866.0;812.0;86;-169;86;80.0;300
490.0;-831.0;243.0;228.0;702.0;862.0;-123;-121;-123;273.0;357
426.0;-728.0;446.0;296.0;701.0;971.0;65;-170;65;-38.0;390
498.0;-801.0;228.0;316.0;500.0;792.0;-39;-121;-39;132.0;266
542.0;-669.0;426.0;256.0;765.0;851.0;-21;-171;-21;-39.0;211
523.0;-748.0;417.0;252.0;704.0;831.0;38;-174;38;57.0;236
491.0;-862.0;350.0;148.0;665.0;959.0;20;-173;20;236.0;293
564.0;-595.0;294.0;399.0;702.0;883.0;13;-165;13;-68.0;259
576.0;-779.0;289.0;388.0;649.0;861.0;30;-165;30;133.0;301
431.0;-752.0;407.0;287.0;688.0;895.0;-171;-160;-171;40.0;312
427.0;-757.0;403.0;277.0;663.0;858.0;-52;-160;-52;61.0;314
419.0;-721.0;432.0;277.0;653.0;929.0;-49;-160;-49;79.0;327
450.0;-724.0;385.0;415.0;676.0;945.0;16;-163;16;162.0;248
538.0;-797.0;207.0;337.0;539.0;884.0;42;-166;42;80.0;251
541.0;-721.0;88.0;271.0;483.0;917.0;20;-165;20;176.0;255
273.0;-766.0;433.0;306.0;483.0;881.0;15;-167;15;133.0;257
281.0;-792.0;460.0;363.0;677.0;828.0;-6;-167;-6;61.0;273
286.0;-778.0;369.0;323.0;647.0;936.0;0;-167;0;99.0;250
293.0;-802.0;355.0;227.0;643.0;958.0;-33;-167;-33;26.0;262
443.0;-724.0;293.0;326.0;610.0;872.0;107;-165;107;-85.0;219
572.0;-725.0;312.0;247.0;650.0;865.0;114;-158;114;-67.0;274
572.0;-814.0;318.0;291.0;562.0;944.0;46;-159;46;113.0;278
275.0;-776.0;385.0;283.0;691.0;949.0;-32;-167;-32;30.0;263
418.0;-795.0;246.0;391.0;668.0;926.0;24;-175;24;232.0;283
414.0;-707.0;455.0;348.0;647.0;862.0;-18;-175;-18;19.0;261
424.0;-806.0;357.0;284.0;662.0;939.0;-17;-175;-17;143.0;285
426.0;-771.0;394.0;323.0;642.0;925.0;-9;-175;-9;80.0;277
429.0;-779.0;396.0;288.0;678.0;943.0;4;-175;4;71.0;273
425.0;-815.0;339.0;253.0;672.0;980.0;3;-175;3;7.0;272
423.0;-806.0;328.0;270.0;672.0;970.0;-2;-175;-2;73.0;275
423.0;-812.0;339.0;337.0;687.0;966.0;6;-175;6;50.0;273
412.0;-758.0;382.0;260.0;674.0;932.0;-56;-175;-56;30.0;277
370.0;-774.0;298.0;122.0;763.0;1153.0;85;-161;85;18.0;260
500.0;-671.0;297.0;231.0;735.0;1032.0;-71;-162;-71;50.0;331
366.0;-696.0;302.0;316.0;599.0;973.0;-17;-163;-17;82.0;305
604.0;-539.0;381.0;242.0;798.0;981.0;438;-153;438;11.0;556
457.0;-723.0;454.0;387.0;755.0;828.0;11;172;11;186.0;262
467.0;-890.0;420.0;346.0;702.0;917.0;29;-180;29;111.0;244
488.0;-710.0;176.0;306.0;536.0;908.0;189;-143;189;318.0;229
482.0;-702.0;260.0;283.0;621.0;886.0;296;-142;296;210.0;247
407.0;-663.0;390.0;507.0;755.0;843.0;17;-160;17;54.0;256
402.0;-628.0;307.0;476.0;696.0;842.0;-42;-160;-42;110.0;258
391.0;-671.0;346.0;403.0;681.0;850.0;89;-160;89;213.0;250
605.0;-599.0;657.0;444.0;917.0;846.0;-5;-152;-5;-50.0;348
224.0;-848.0;242.0;276.0;670.0;933.0;-59;-173;-59;86.0;265
432.0;-780.0;269.0;255.0;555.0;954.0;23;-179;23;275.0;273
326.0;-749.0;292.0;190.0;755.0;996.0;136;-211;136;186.0;347
220.0;-711.0;222.0;382.0;631.0;840.0;14;-173;14;29.0;234
478.0;-905.0;396.0;516.0;834.0;965.0;54;-164;54;197.0;244
511.0;-757.0;567.0;409.0;744.0;788.0;116;-154;116;202.0;272
500.0;-908.0;185.0;163.0;528.0;942.0;2;-169;2;-13.0;278
663.0;-760.0;273.0;457.0;728.0;897.0;14;-174;14;132.0;292
699.0;-688.0;385.0;315.0;605.0;871.0;95;-175;95;212.0;286
442.0;-850.0;126.0;188.0;532.0;972.0;46;-168;46;150.0;287
442.0;-545.0;381.0;115.0;927.0;838.0;7;-168;7;183.0;201
544.0;-644.0;408.0;104.0;783.0;820.0;-55;-223;-55;-239.0;319
577.0;-587.0;233.0;329.0;765.0;848.0;-101;-169;-101;336.0;273
561.0;-585.0;242.0;349.0;682.0;805.0;-21;-166;-21;232.0;293
669.0;-698.0;51.0;203.0;524.0;902.0;91;-157;91;187.0;301
643.0;-776.0;217.0;288.0;531.0;895.0;65;-157;65;109.0;284
630.0;-747.0;282.0;357.0;610.0;925.0;81;-156;81;-55.0;304
547.0;-638.0;251.0;261.0;608.0;731.0;8;-168;8;228.0;249
930.0;-547.0;442.0;304.0;746.0;877.0;28;-160;28;173.0;246
730.0;-782.0;338.0;251.0;672.0;920.0;15;-165;15;72.0;257
353.0;-623.0;158.0;232.0;565.0;776.0;50;-170;50;178.0;236
490.0;-544.0;692.0;557.0;888.0;621.0;92;-155;92;196.0;274
268.0;-706.0;208.0;262.0;662.0;868.0;55;-152;55;296.0;239
529.0;-777.0;364.0;489.0;830.0;896.0;54;-156;54;161.0;253
486.0;-760.0;370.0;457.0;774.0;873.0;97;168;97;127.0;252
522.0;-837.0;223.0;74.0;485.0;926.0;119;-167;119;266.0;224
774.0;-552.0;225.0;393.0;741.0;836.0;-24;-165;-24;277.0;211
463.0;-914.0;333.0;189.0;565.0;784.0;-5;-169;-5;29.0;198
459.0;-917.0;285.0;169.0;564.0;822.0;4;-169;4;38.0;211
536.0;-670.0;302.0;246.0;811.0;1025.0;-134;-160;-134;118.0;146
802.0;-779.0;344.0;299.0;622.0;987.0;20;-158;20;298.0;319
840.0;-774.0;329.0;245.0;681.0;961.0;5;-157;5;142.0;334
844.0;-774.0;337.0;253.0;680.0;969.0;-4;-157;-4;111.0;342
831.0;-791.0;346.0;261.0;684.0;983.0;-57;-157;-57;151.0;338
838.0;-779.0;331.0;257.0;710.0;963.0;-48;-157;-48;124.0;327
827.0;-801.0;337.0;263.0;679.0;1018.0;-24;-157;-24;134.0;328
827.0;-679.0;328.0;83.0;649.0;988.0;30;-157;30;51.0;328
819.0;-785.0;348.0;286.0;830.0;889.0;87;-156;87;265.0;331
791.0;-723.0;347.0;340.0;557.0;877.0;42;-156;42;290.0;271
396.0;-815.0;301.0;287.0;540.0;972.0;44;-156;44;156.0;281
409.0;-871.0;196.0;232.0;537.0;1008.0;7;-156;7;123.0;280
405.0;-839.0;237.0;271.0;549.0;972.0;-13;-156;-13;31.0;278
398.0;-839.0;239.0;274.0;589.0;1007.0;-48;-156;-48;91.0;278
400.0;-841.0;244.0;277.0;558.0;999.0;-37;-156;-37;107.0;279
404.0;-832.0;243.0;285.0;527.0;981.0;-29;-156;-29;65.0;285
404.0;-837.0;237.0;283.0;577.0;990.0;7;-156;7;81.0;279
413.0;-842.0;252.0;277.0;556.0;990.0;-2;-156;-2;93.0;279
417.0;-835.0;242.0;261.0;585.0;1002.0;6;-156;6;121.0;273
425.0;-815.0;264.0;308.0;599.0;980.0;-21;-156;-21;126.0;269
429.0;-811.0;271.0;288.0;562.0;972.0;-44;-156;-44;79.0;278
433.0;-811.0;289.0;285.0;575.0;971.0;0;-156;0;81.0;271
260.0;-691.0;130.0;263.0;622.0;916.0;88;-155;88;-83.0;263
226.0;-691.0;291.0;217.0;706.0;822.0;183;-223;183;158.0;419
789.0;-800.0;185.0;182.0;308.0;753.0;-666;-148;-666;-10.0;308
472.0;-519.0;448.0;-64.0;646.0;891.0;200;-164;200;29.0;288
433.0;-694.0;174.0;20.0;698.0;1045.0;108;-167;108;50.0;254
541.0;-639.0;241.0;391.0;694.0;783.0;97;-162;97;374.0;209
523.0;-640.0;240.0;239.0;454.0;713.0;-73;-162;-73;231.0;217
208.0;-628.0;194.0;300.0;573.0;764.0;-51;-164;-51;7.0;220
543.0;-660.0;217.0;306.0;521.0;784.0;-55;-164;-55;79.0;289
476.0;-325.0;365.0;117.0;559.0;956.0;82;-171;82;189.0;256
433.0;-721.0;177.0;108.0;672.0;905.0;-20;-168;-20;-133.0;215
779.0;-574.0;252.0;305.0;539.0;709.0;-72;-156;-72;166.0;357
744.0;-686.0;238.0;250.0;466.0;845.0;79;-156;79;165.0;261
325.0;-920.0;320.0;263.0;656.0;984.0;-11;-171;-11;161.0;266
473.0;-933.0;235.0;439.0;644.0;916.0;-99;-170;-99;58.0;315
598.0;-792.0;241.0;264.0;357.0;815.0;87;-143;87;59.0;131
433.0;-677.0;285.0;326.0;467.0;810.0;-28;-157;-28;193.0;271
500.0;-772.0;446.0;418.0;655.0;935.0;-4;176;-4;198.0;264
588.0;-644.0;378.0;367.0;704.0;855.0;-121;-144;-121;71.0;60
505.0;-621.0;522.0;355.0;780.0;859.0;-29;176;-29;97.0;267
595.0;-628.0;311.0;417.0;715.0;821.0;147;-143;147;152.0;332
238.0;-885.0;290.0;295.0;524.0;812.0;106;-150;106;253.0;259
943.0;-622.0;416.0;245.0;741.0;900.0;61;-162;61;415.0;331
433.0;-227.0;655.0;467.0;1091.0;615.0;-22;-157;-22;-38.0;345
495.0;-454.0;533.0;197.0;795.0;892.0;23;176;23;317.0;278
501.0;-824.0;523.0;385.0;470.0;915.0;0;176;0;211.0;263
299.0;-1059.0;193.0;334.0;531.0;760.0;61;168;61;120.0;255
432.0;-497.0;805.0;680.0;855.0;720.0;16;-159;16;49.0;257
585.0;-910.0;68.0;294.0;645.0;1061.0;534;-156;534;-54.0;-385
698.0;-667.0;326.0;338.0;612.0;836.0;-186;-166;-186;-94.0;244
564.0;-1016.0;310.0;149.0;675.0;974.0;242;-126;242;294.0;345
417.0;-846.0;342.0;246.0;1015.0;970.0;-9;176;-9;320.0;261
1053.0;-814.0;170.0;296.0;503.0;769.0;5;-150;5;77.0;245
489.0;-632.0;237.0;92.0;712.0;1157.0;-402;-120;-402;132.0;49
1041.0;-716.0;201.0;305.0;661.0;912.0;42;-149;42;206.0;187
422.0;-791.0;126.0;294.0;586.0;1109.0;-18;176;-18;431.0;262
421.0;-704.0;189.0;183.0;642.0;1016.0;-24;176;-24;342.0;257
412.0;-785.0;239.0;359.0;524.0;1043.0;-24;176;-24;305.0;266
539.0;-563.0;883.0;477.0;658.0;518.0;23;179;23;165.0;341
1079.0;-662.0;296.0;418.0;684.0;884.0;-21;-151;-21;75.0;177
541.0;-805.0;522.0;246.0;1061.0;807.0;66;161;66;148.0;275
433.0;-335.0;835.0;272.0;938.0;682.0;-51;-157;-51;-141.0;254
531.0;-512.0;127.0;224.0;427.0;1097.0;75;-148;75;134.0;441
448.0;-996.0;110.0;281.0;737.0;1009.0;5;-171;5;176.0;270
450.0;-744.0;329.0;315.0;902.0;958.0;56;-160;56;490.0;257
818.0;-870.0;-12.0;201.0;519.0;1040.0;71;-156;71;290.0;237
515.0;-484.0;618.0;368.0;806.0;770.0;-92;-152;-92;406.0;268
523.0;-724.0;730.0;343.0;871.0;707.0;-22;-151;-22;417.0;285
1114.0;-673.0;276.0;344.0;519.0;724.0;14;-156;14;46.0;246
549.0;-708.0;210.0;52.0;453.0;872.0;-64;-159;-64;302.0;333
-144.0;-539.0;457.0;-144.0;817.0;977.0;-3;-164;-3;-624.0;263
455.0;-709.0;495.0;221.0;817.0;961.0;1;-157;1;-331.0;261
559.0;-902.0;82.0;51.0;497.0;1008.0;1;-159;1;-168.0;320
424.0;-360.0;805.0;317.0;951.0;602.0;-26;-162;-26;79.0;287
428.0;-376.0;776.0;338.0;926.0;660.0;-8;-162;-8;68.0;284
1068.0;-539.0;224.0;299.0;553.0;735.0;-57;-157;-57;159.0;282
428.0;-360.0;827.0;298.0;973.0;646.0;-9;-162;-9;60.0;283
432.0;-388.0;746.0;296.0;1004.0;683.0;-18;-162;-18;70.0;285
432.0;-417.0;734.0;315.0;1026.0;737.0;21;-162;21;67.0;281
431.0;-413.0;796.0;321.0;941.0;608.0;-15;-162;-15;91.0;280
412.0;-759.0;-18.0;128.0;314.0;872.0;59;-163;59;277.0;272
1088.0;-629.0;226.0;464.0;717.0;787.0;173;-157;173;234.0;382
446.0;-657.0;765.0;344.0;869.0;563.0;-7;-162;-7;17.0;281
972.0;-693.0;206.0;270.0;479.0;756.0;-43;-162;-43;8.0;192
457.0;-450.0;335.0;208.0;541.0;1131.0;259;-164;259;376.0;300
627.0;-620.0;188.0;-41.0;646.0;1230.0;-24;-111;-24;65.0;526
445.0;-286.0;785.0;289.0;962.0;570.0;-60;-162;-60;20.0;286
484.0;-548.0;716.0;429.0;988.0;649.0;-18;-163;-18;-23.0;276
318.0;-875.0;166.0;28.0;409.0;623.0;-47;-164;-47;185.0;267
597.0;-518.0;637.0;-41.0;914.0;687.0;-26;-156;-26;337.0;258
485.0;-567.0;850.0;444.0;795.0;426.0;109;-170;109;416.0;262
435.0;-575.0;622.0;396.0;961.0;783.0;-112;-140;-112;311.0;328
865.0;-746.0;321.0;333.0;692.0;907.0;-101;-167;-101;234.0;285
434.0;-670.0;647.0;313.0;1054.0;819.0;26;-158;26;506.0;298
479.0;-687.0;787.0;488.0;891.0;499.0;55;-170;55;422.0;227
435.0;-694.0;575.0;271.0;1070.0;863.0;-68;-158;-68;421.0;296
443.0;-293.0;815.0;260.0;965.0;717.0;38;-158;38;316.0;285
458.0;-424.0;786.0;518.0;1002.0;681.0;52;-140;52;92.0;271
400.0;-675.0;396.0;381.0;794.0;797.0;-109;180;-109;485.0;261
426.0;-138.0;822.0;473.0;667.0;371.0;95;-160;95;99.0;412
417.0;-890.0;344.0;237.0;760.0;969.0;-151;-164;-151;-7.0;442
429.0;-797.0;80.0;128.0;667.0;1120.0;-162;-168;-162;60.0;490
425.0;-862.0;357.0;57.0;537.0;1082.0;45;-170;45;107.0;394
486.0;-982.0;231.0;259.0;696.0;832.0;-123;-120;-123;179.0;329
529.0;-185.0;836.0;292.0;1001.0;560.0;5;-156;5;20.0;291
522.0;-204.0;822.0;290.0;988.0;565.0;12;-156;12;39.0;295
521.0;-195.0;813.0;309.0;1002.0;559.0;8;-157;8;18.0;295
363.0;-662.0;167.0;212.0;538.0;934.0;-79;-163;-79;-261.0;265
571.0;-93.0;865.0;505.0;603.0;540.0;8;-156;8;193.0;284
576.0;-123.0;854.0;587.0;721.0;589.0;-38;-156;-38;74.0;290
184.0;-738.0;129.0;-13.0;467.0;1295.0;-2326;-178;-2326;241.0;1166
446.0;-672.0;455.0;194.0;836.0;959.0;45;-170;45;-84.0;739
267.0;-907.0;171.0;180.0;559.0;1029.0;-260;-159;-260;128.0;365
290.0;-915.0;178.0;188.0;579.0;1051.0;142;-156;142;-176.0;321
296.0;-909.0;214.0;197.0;574.0;1068.0;31;-156;31;-179.0;295
494.0;-928.0;-24.0;238.0;689.0;1051.0;-28;-166;-28;141.0;269
677.0;-977.0;172.0;182.0;421.0;935.0;1255;-144;1255;142.0;424
508.0;-140.0;735.0;425.0;914.0;490.0;8;-170;8;30.0;267
619.0;-331.0;699.0;-32.0;949.0;680.0;-11;-156;-11;-213.0;261
562.0;-119.0;753.0;310.0;946.0;572.0;419;-153;419;-533.0;583
943.0;-711.0;243.0;267.0;472.0;670.0;-102;-159;-102;49.0;231
908.0;-572.0;202.0;325.0;721.0;822.0;68;-159;68;441.0;319
442.0;-786.0;75.0;163.0;436.0;923.0;40;-156;40;-312.0;283
474.0;-539.0;253.0;-178.0;522.0;839.0;13;-165;13;55.0;326
271.0;-895.0;174.0;174.0;566.0;1010.0;-297;-159;-297;-345.0;340
883.0;-641.0;223.0;312.0;512.0;632.0;-11;-159;-11;64.0;258
891.0;-590.0;252.0;367.0;733.0;778.0;31;-158;31;330.0;286
483.0;-237.0;639.0;256.0;702.0;902.0;213;-163;213;303.0;311
621.0;-317.0;701.0;4.0;970.0;575.0;68;-156;68;36.0;254
415.0;-812.0;17.0;109.0;372.0;950.0;-26;-156;-26;-44.0;268
412.0;-812.0;19.0;122.0;456.0;946.0;-34;-156;-34;-65.0;266
515.0;-779.0;242.0;180.0;785.0;881.0;325;-153;325;347.0;382
529.0;-572.0;731.0;430.0;853.0;516.0;-24;-156;-24;14.0;415
610.0;-402.0;733.0;16.0;1020.0;679.0;-1;-156;-1;-116.0;249
955.0;-739.0;294.0;307.0;419.0;647.0;64;-158;64;257.0;309
613.0;-307.0;741.0;28.0;940.0;632.0;-18;-156;-18;-126.0;249
329.0;-218.0;841.0;369.0;705.0;677.0;111;-169;111;-149.0;294
506.0;-432.0;598.0;-111.0;588.0;711.0;-8;-161;-8;174.0;317
518.0;-290.0;825.0;438.0;992.0;548.0;36;-163;36;24.0;298
851.0;-855.0;156.0;158.0;445.0;889.0;677;-133;677;41.0;208
428.0;-797.0;366.0;465.0;1205.0;1064.0;23;-163;23;12.0;299
-433.0;-1010.0;546.0;15.0;511.0;743.0;12;-163;12;256.0;271
524.0;-500.0;942.0;573.0;852.0;456.0;675;-158;675;-75.0;245
360.0;-1054.0;669.0;388.0;666.0;910.0;242;-163;242;139.0;155
617.0;-331.0;737.0;74.0;1013.0;632.0;21;-156;21;-88.0;249
423.0;-712.0;600.0;331.0;821.0;933.0;-198;-168;-198;-105.0;313
353.0;-967.0;501.0;424.0;779.0;956.0;57;-179;57;89.0;249
404.0;-760.0;222.0;247.0;664.0;1013.0;345;-145;345;141.0;263
245.0;-758.0;144.0;206.0;631.0;922.0;165;-222;165;3.0;150
397.0;-809.0;276.0;227.0;830.0;1047.0;11;-146;11;247.0;94
834.0;-620.0;189.0;208.0;460.0;692.0;-99;-147;-99;-243.0;491
1027.0;-916.0;255.0;228.0;649.0;1150.0;-945;-100;-945;150.0;443
614.0;-297.0;791.0;212.0;1016.0;622.0;-6;-156;-6;-19.0;256
480.0;-353.0;26.0;406.0;732.0;992.0;-6;-155;-6;53.0;265
621.0;-291.0;791.0;182.0;949.0;599.0;9;-156;9;-180.0;256
-77.0;-800.0;361.0;203.0;651.0;972.0;23;-175;23;173.0;279
452.0;-631.0;692.0;589.0;1003.0;812.0;-41;-156;-41;322.0;272
611.0;-256.0;741.0;287.0;920.0;628.0;20;-156;20;-245.0;263
834.0;-875.0;311.0;364.0;665.0;916.0;9;-158;9;-97.0;284
951.0;-986.0;116.0;128.0;529.0;1297.0;351;-85;351;80.0;149
586.0;-795.0;717.0;290.0;1028.0;669.0;-127;-149;-127;-115.0;458
826.0;-819.0;88.0;253.0;524.0;1033.0;7;-155;7;152.0;299
853.0;-866.0;103.0;193.0;498.0;874.0;1984;-148;1984;29.0;760
