InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
456.0;-176;30.0;26.0;336.0;-161.0;123.0;-256.0;549.0
453.0;-176;28.0;30.0;337.0;-162.0;118.0;-255.0;552.0
450.0;-176;32.0;36.0;341.0;-167.0;113.0;-252.0;561.0
452.0;-176;31.0;33.0;340.0;-173.0;116.0;-252.0;567.0
462.0;-176;27.0;34.0;343.0;-170.0;115.0;-253.0;563.0
459.0;-176;29.0;37.0;343.0;-168.0;113.0;-251.0;556.0
477.0;-176;31.0;36.0;344.0;-167.0;112.0;-249.0;554.0
469.0;-176;33.0;38.0;346.0;-165.0;110.0;-247.0;546.0
449.0;-176;38.0;41.0;348.0;-162.0;106.0;-245.0;541.0
442.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;539.0
436.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;538.0
455.0;-176;28.0;20.0;341.0;-158.0;122.0;-255.0;547.0
450.0;-176;29.0;20.0;341.0;-156.0;124.0;-256.0;538.0
450.0;-176;30.0;22.0;342.0;-155.0;121.0;-255.0;529.0
444.0;-176;30.0;25.0;342.0;-155.0;118.0;-255.0;528.0
448.0;-176;31.0;27.0;342.0;-156.0;115.0;-254.0;536.0
484.0;-176;35.0;24.0;340.0;-152.0;118.0;-253.0;556.0
456.0;-176;29.0;24.0;339.0;-159.0;121.0;-256.0;559.0
450.0;-176;30.0;23.0;339.0;-159.0;121.0;-254.0;561.0
453.0;-176;30.0;23.0;340.0;-159.0;121.0;-254.0;560.0
448.0;-176;31.0;23.0;340.0;-159.0;121.0;-253.0;559.0
444.0;-176;33.0;25.0;342.0;-160.0;121.0;-253.0;553.0
452.0;-176;31.0;25.0;342.0;-161.0;121.0;-255.0;553.0
443.0;-176;24.0;20.0;337.0;-159.0;125.0;-259.0;557.0
463.0;-176;27.0;10.0;329.0;-152.0;131.0;-259.0;574.0
461.0;-176;39.0;25.0;336.0;-149.0;110.0;-250.0;557.0
461.0;-176;41.0;26.0;336.0;-151.0;110.0;-249.0;559.0
430.0;-176;32.0;4.0;322.0;-163.0;138.0;-264.0;565.0
443.0;-176;-20.0;-41.0;290.0;-181.0;187.0;-303.0;639.0
446.0;-176;-24.0;-40.0;290.0;-185.0;188.0;-305.0;641.0
447.0;-176;-28.0;-40.0;289.0;-190.0;191.0;-304.0;642.0
450.0;-176;-26.0;-37.0;293.0;-187.0;189.0;-302.0;633.0
454.0;-176;-37.0;-34.0;290.0;-195.0;186.0;-306.0;634.0
464.0;-176;-37.0;-32.0;293.0;-192.0;184.0;-305.0;632.0
458.0;-176;-33.0;-29.0;292.0;-187.0;182.0;-303.0;615.0
455.0;-176;-32.0;-29.0;291.0;-188.0;179.0;-304.0;623.0
472.0;-176;-2.0;-4.0;320.0;-154.0;146.0;-282.0;583.0
452.0;-176;36.0;28.0;341.0;-136.0;111.0;-254.0;519.0
461.0;-176;31.0;25.0;343.0;-131.0;112.0;-256.0;525.0
479.0;-176;61.0;31.0;346.0;-105.0;100.0;-239.0;502.0
293.0;-177;353.0;261.0;536.0;62.0;-161.0;15.0;25.0
564.0;-176;132.0;-152.0;-32.0;-413.0;263.0;-576.0;-125.0
564.0;-176;132.0;-152.0;-32.0;-412.0;263.0;-576.0;-126.0
564.0;-176;134.0;-151.0;-31.0;-411.0;257.0;-576.0;-131.0
390.0;-161;837.0;577.0;584.0;519.0;-651.0;698.0;-102.0
452.0;-164;345.0;336.0;483.0;106.0;-291.0;-18.0;108.0
633.0;-178;287.0;287.0;495.0;138.0;-215.0;-30.0;57.0
423.0;-182;409.0;313.0;541.0;131.0;-205.0;55.0;-449.0
260.0;142;322.0;267.0;462.0;-20.0;-181.0;-65.0;1.0
542.0;222;125.0;156.0;396.0;-24.0;-85.0;-213.0;461.0
352.0;-157;-35.0;57.0;304.0;-111.0;31.0;-352.0;686.0
461.0;-177;-172.0;-76.0;252.0;-180.0;198.0;-457.0;653.0
208.0;-177;-212.0;-129.0;207.0;-316.0;296.0;-503.0;598.0
565.0;-176;137.0;-152.0;-30.0;-410.0;255.0;-575.0;-135.0
564.0;-176;136.0;-152.0;-29.0;-411.0;254.0;-575.0;-131.0
562.0;-176;136.0;-152.0;-29.0;-411.0;255.0;-575.0;-129.0
562.0;-176;138.0;-154.0;-24.0;-412.0;253.0;-573.0;-131.0
572.0;-176;137.0;-156.0;-24.0;-412.0;250.0;-573.0;-134.0
561.0;-176;134.0;-153.0;-46.0;-414.0;241.0;-583.0;-138.0
563.0;-176;132.0;-152.0;-49.0;-412.0;236.0;-584.0;-143.0
567.0;-176;127.0;-150.0;-74.0;-413.0;226.0;-599.0;-153.0
587.0;-176;122.0;-148.0;-99.0;-419.0;202.0;-610.0;-154.0
578.0;-176;123.0;-149.0;-99.0;-418.0;201.0;-610.0;-152.0
1001.0;137;50.0;-176.0;54.0;-67.0;296.0;-283.0;667.0
981.0;133;51.0;-165.0;43.0;-46.0;278.0;-292.0;659.0
819.0;142;21.0;-235.0;-39.0;71.0;123.0;-337.0;307.0
848.0;141;54.0;-164.0;-124.0;126.0;30.0;-378.0;-101.0
924.0;142;74.0;-118.0;-146.0;148.0;10.0;-384.0;-198.0
944.0;141;81.0;-105.0;-159.0;154.0;8.0;-384.0;-252.0
580.0;-176;124.0;-151.0;-95.0;-418.0;197.0;-604.0;-141.0
600.0;-176;260.0;-160.0;2.0;-308.0;351.0;-514.0;174.0
763.0;-176;377.0;-171.0;-29.0;-202.0;301.0;-422.0;18.0
985.0;-176;424.0;-171.0;-41.0;-125.0;284.0;-348.0;-58.0
965.0;-176;423.0;-171.0;-41.0;-124.0;281.0;-349.0;-60.0
949.0;-176;409.0;-172.0;-36.0;-56.0;273.0;-341.0;-13.0
1027.0;-176;420.0;-173.0;-38.0;-34.0;260.0;-330.0;-43.0
604.0;-176;188.0;-128.0;7.0;-250.0;171.0;-518.0;-96.0
734.0;-176;71.0;-99.0;-19.0;-277.0;132.0;-543.0;-119.0
1012.0;-177;196.0;-173.0;-43.0;-181.0;293.0;-548.0;84.0
946.0;-177;462.0;-198.0;-26.0;-229.0;265.0;-370.0;-38.0
784.0;-177;467.0;-204.0;-23.0;-274.0;273.0;-404.0;-25.0
674.0;-177;437.0;-207.0;-36.0;-380.0;274.0;-451.0;-14.0
777.0;-177;431.0;-202.0;-35.0;-396.0;269.0;-474.0;-13.0
702.0;-177;436.0;-201.0;-34.0;-387.0;266.0;-470.0;-15.0
791.0;-177;427.0;-207.0;-21.0;-284.0;267.0;-466.0;-8.0
796.0;-177;459.0;-214.0;-14.0;-230.0;289.0;-412.0;11.0
785.0;-177;455.0;-215.0;-24.0;-227.0;279.0;-394.0;-12.0
861.0;-177;443.0;-216.0;-27.0;-253.0;269.0;-435.0;-19.0
719.0;-177;459.0;-217.0;-29.0;-250.0;264.0;-463.0;-29.0
907.0;-177;461.0;-214.0;-32.0;-240.0;265.0;-440.0;-26.0
749.0;-177;461.0;-220.0;-32.0;-276.0;277.0;-435.0;-16.0
703.0;-177;461.0;-215.0;-38.0;-265.0;265.0;-461.0;-30.0
787.0;-177;456.0;-221.0;-42.0;-290.0;275.0;-411.0;-15.0
920.0;-177;458.0;-220.0;-40.0;-294.0;276.0;-420.0;-11.0
702.0;-177;460.0;-222.0;-39.0;-303.0;275.0;-444.0;-18.0
764.0;-177;453.0;-217.0;-48.0;-290.0;268.0;-466.0;-19.0
595.0;-177;464.0;-222.0;-55.0;-323.0;274.0;-454.0;-25.0
937.0;-177;441.0;-221.0;-50.0;-307.0;275.0;-433.0;-25.0
759.0;-177;434.0;-222.0;-23.0;-347.0;267.0;-459.0;-38.0
693.0;-177;434.0;-222.0;-24.0;-348.0;268.0;-458.0;-38.0
737.0;-177;434.0;-219.0;-26.0;-352.0;268.0;-458.0;-40.0
705.0;-177;434.0;-219.0;-27.0;-356.0;267.0;-458.0;-42.0
746.0;-177;433.0;-218.0;-28.0;-358.0;267.0;-458.0;-46.0
753.0;-177;440.0;-213.0;-31.0;-346.0;261.0;-460.0;-47.0
747.0;-177;441.0;-213.0;-31.0;-346.0;262.0;-458.0;-45.0
711.0;-177;420.0;-214.0;-29.0;-364.0;262.0;-459.0;-44.0
722.0;-178;415.0;-213.0;-28.0;-370.0;262.0;-459.0;-44.0
704.0;-178;407.0;-214.0;-26.0;-381.0;262.0;-462.0;-42.0
657.0;-178;403.0;-215.0;-25.0;-387.0;262.0;-464.0;-42.0
723.0;-178;399.0;-216.0;-20.0;-391.0;266.0;-468.0;-32.0
716.0;-178;396.0;-219.0;-17.0;-388.0;267.0;-474.0;-26.0
617.0;-178;385.0;-219.0;-13.0;-396.0;263.0;-475.0;-21.0
672.0;-179;379.0;-219.0;-8.0;-390.0;263.0;-476.0;-28.0
708.0;-179;372.0;-219.0;-5.0;-396.0;257.0;-479.0;-29.0
660.0;-179;287.0;-138.0;-9.0;-341.0;243.0;-525.0;-27.0
661.0;-179;281.0;-138.0;-11.0;-344.0;243.0;-532.0;-29.0
568.0;-179;260.0;-143.0;-15.0;-384.0;242.0;-554.0;-6.0
352.0;-179;258.0;-146.0;-22.0;-517.0;190.0;-448.0;82.0
263.0;-179;252.0;-135.0;-24.0;-558.0;169.0;-427.0;68.0
267.0;-179;301.0;-109.0;-46.0;-585.0;103.0;-389.0;33.0
130.0;-179;329.0;-102.0;-55.0;-564.0;79.0;-353.0;10.0
991.0;-179;528.0;-86.0;-78.0;-178.0;30.0;-126.0;-29.0
1004.0;-179;565.0;-81.0;-88.0;-197.0;21.0;-104.0;-55.0
834.0;-179;560.0;-81.0;-88.0;-232.0;21.0;-115.0;-62.0
559.0;-179;534.0;-90.0;-92.0;-365.0;44.0;-152.0;-73.0
731.0;-179;540.0;-81.0;-91.0;-357.0;93.0;-160.0;-64.0
365.0;-179;155.0;-125.0;16.0;-395.0;270.0;-451.0;-64.0
520.0;-179;109.0;-137.0;22.0;-354.0;280.0;-463.0;-61.0
745.0;-179;30.0;-163.0;30.0;-268.0;305.0;-468.0;-60.0
745.0;-179;-26.0;-203.0;28.0;-214.0;345.0;-450.0;-37.0
931.0;-179;9.0;-224.0;2.0;-96.0;353.0;-411.0;-59.0
702.0;-179;1.0;-230.0;12.0;-139.0;363.0;-417.0;-68.0
722.0;-179;-2.0;-228.0;15.0;-181.0;366.0;-423.0;-70.0
181.0;178;-707.0;-323.0;-248.0;-374.0;579.0;-475.0;-567.0
453.0;-179;127.0;-246.0;62.0;-426.0;382.0;-553.0;101.0
616.0;-179;134.0;-255.0;50.0;-400.0;379.0;-571.0;82.0
810.0;-179;134.0;-260.0;42.0;-422.0;387.0;-574.0;132.0
652.0;-179;122.0;-253.0;41.0;-423.0;393.0;-584.0;147.0
569.0;-179;109.0;-255.0;45.0;-426.0;398.0;-579.0;220.0
515.0;-179;105.0;-255.0;43.0;-394.0;419.0;-581.0;302.0
715.0;-179;126.0;-247.0;39.0;-256.0;387.0;-574.0;210.0
824.0;-179;146.0;-238.0;27.0;-210.0;386.0;-563.0;196.0
763.0;-179;147.0;-239.0;31.0;-215.0;420.0;-570.0;271.0
850.0;-179;157.0;-249.0;12.0;-199.0;374.0;-592.0;106.0
868.0;-179;143.0;-275.0;-7.0;-179.0;296.0;-620.0;78.0
861.0;-179;139.0;-277.0;-5.0;-232.0;289.0;-594.0;87.0
338.0;-179;24.0;-281.0;3.0;-404.0;290.0;-638.0;82.0
380.0;179;-830.0;-542.0;-575.0;-435.0;532.0;-585.0;-324.0
619.0;-175;-856.0;-177.0;-72.0;-393.0;562.0;-828.0;96.0
750.0;-179;272.0;-236.0;-4.0;-306.0;202.0;-585.0;-11.0
840.0;-179;289.0;-240.0;-7.0;-300.0;199.0;-549.0;-14.0
812.0;-179;436.0;-266.0;-27.0;-274.0;161.0;-438.0;-24.0
720.0;-179;196.0;-378.0;54.0;-272.0;472.0;-585.0;347.0
868.0;-179;233.0;-346.0;36.0;-222.0;434.0;-561.0;262.0
756.0;-179;241.0;-295.0;22.0;-217.0;304.0;-566.0;34.0
647.0;-179;236.0;-272.0;20.0;-212.0;238.0;-573.0;-40.0
236.0;-179;208.0;-242.0;11.0;-251.0;237.0;-589.0;3.0
791.0;-179;416.0;-249.0;-8.0;-324.0;229.0;-465.0;17.0
892.0;-179;411.0;-249.0;-8.0;-314.0;227.0;-460.0;13.0
889.0;-179;407.0;-251.0;-2.0;-318.0;225.0;-498.0;18.0
834.0;-179;417.0;-252.0;-2.0;-303.0;225.0;-488.0;19.0
603.0;-179;247.0;-196.0;15.0;-457.0;239.0;-543.0;-227.0
724.0;-179;40.0;-132.0;9.0;-280.0;215.0;-635.0;-233.0
521.0;-179;79.0;-1.0;-64.0;-460.0;134.0;-620.0;-98.0
709.0;-179;123.0;1.0;-65.0;-430.0;133.0;-596.0;-104.0
855.0;-179;232.0;7.0;-72.0;-236.0;147.0;-545.0;-160.0
603.0;158;-189.0;55.0;-187.0;-247.0;-48.0;-544.0;318.0
450.0;-168;-72.0;38.0;-230.0;-328.0;-65.0;-496.0;286.0
306.0;-163;201.0;70.0;-307.0;-268.0;-119.0;-322.0;176.0
214.0;-163;318.0;128.0;-344.0;-262.0;-188.0;-258.0;103.0
484.0;-164;491.0;251.0;-439.0;-157.0;-263.0;-118.0;119.0
503.0;-164;496.0;248.0;-439.0;-144.0;-254.0;-115.0;98.0
644.0;-145;547.0;187.0;-409.0;-178.0;-166.0;-132.0;47.0
508.0;-156;395.0;46.0;-312.0;-253.0;-227.0;-358.0;22.0
471.0;173;319.0;-150.0;-82.0;-305.0;117.0;-456.0;332.0
469.0;173;332.0;-154.0;-78.0;-300.0;123.0;-450.0;335.0
432.0;173;353.0;-175.0;-82.0;-298.0;103.0;-445.0;279.0
427.0;173;372.0;-178.0;-68.0;-312.0;153.0;-437.0;306.0
464.0;173;388.0;-172.0;-68.0;-317.0;188.0;-422.0;320.0
478.0;173;395.0;-165.0;-63.0;-326.0;174.0;-417.0;258.0
477.0;173;312.0;-134.0;-96.0;-361.0;101.0;-439.0;275.0
443.0;173;306.0;-129.0;-106.0;-364.0;90.0;-435.0;386.0
696.0;174;332.0;-206.0;-134.0;-321.0;139.0;-348.0;407.0
614.0;174;315.0;-206.0;-134.0;-334.0;139.0;-351.0;348.0
570.0;174;311.0;-207.0;-132.0;-344.0;141.0;-355.0;336.0
740.0;174;297.0;-215.0;-128.0;-331.0;142.0;-356.0;389.0
615.0;174;296.0;-216.0;-118.0;-339.0;148.0;-373.0;346.0
603.0;174;295.0;-218.0;-113.0;-343.0;146.0;-382.0;335.0
605.0;174;322.0;-218.0;-104.0;-349.0;143.0;-392.0;329.0
509.0;174;321.0;-207.0;-102.0;-360.0;129.0;-403.0;328.0
494.0;174;319.0;-203.0;-102.0;-359.0;127.0;-405.0;363.0
421.0;174;314.0;-210.0;-100.0;-382.0;123.0;-406.0;365.0
281.0;174;294.0;-221.0;-92.0;-423.0;133.0;-412.0;322.0
354.0;174;323.0;-208.0;-39.0;-390.0;162.0;-398.0;413.0
413.0;174;334.0;-196.0;0.0;-366.0;177.0;-390.0;335.0
317.0;175;344.0;-158.0;31.0;-352.0;204.0;-392.0;48.0
208.0;172;323.0;-98.0;29.0;-325.0;144.0;-364.0;360.0
259.0;172;312.0;-82.0;17.0;-310.0;126.0;-348.0;366.0
203.0;172;333.0;13.0;-221.0;-317.0;20.0;-222.0;400.0
202.0;180;365.0;-70.0;-254.0;-316.0;106.0;-205.0;475.0
265.0;177;388.0;-86.0;-252.0;-308.0;118.0;-198.0;480.0
247.0;177;398.0;-93.0;-253.0;-303.0;115.0;-202.0;478.0
735.0;176;567.0;-45.0;-302.0;-80.0;43.0;-136.0;417.0
771.0;176;394.0;74.0;-362.0;-234.0;-127.0;-216.0;203.0
541.0;175;344.0;98.0;-384.0;-299.0;-166.0;-258.0;168.0
343.0;175;309.0;111.0;-406.0;-370.0;-183.0;-297.0;176.0
424.0;-135;139.0;111.0;-95.0;289.0;-287.0;427.0;563.0
557.0;61;121.0;104.0;-88.0;237.0;-272.0;422.0;619.0
228.0;174;325.0;140.0;-421.0;-426.0;-206.0;-302.0;177.0
413.0;166;545.0;170.0;-455.0;-254.0;-155.0;109.0;229.0
368.0;177;190.0;-112.0;-246.0;-265.0;227.0;-261.0;536.0
516.0;-134;-77.0;60.0;-246.0;84.0;-180.0;300.0;700.0
354.0;-173;-207.0;-15.0;-355.0;24.0;-146.0;164.0;527.0
315.0;-171;-232.0;-35.0;-362.0;26.0;-114.0;141.0;480.0
317.0;-201;-364.0;-119.0;-407.0;92.0;-14.0;49.0;219.0
439.0;-165;-35.0;-181.0;-156.0;-329.0;349.0;-352.0;610.0
525.0;-175;-123.0;29.0;320.0;490.0;-139.0;263.0;400.0
698.0;-175;-98.0;42.0;288.0;390.0;-154.0;270.0;417.0
366.0;-174;-114.0;72.0;273.0;-3.0;-154.0;161.0;545.0
871.0;-176;-138.0;71.0;275.0;-24.0;-148.0;158.0;550.0
833.0;-162;-163.0;35.0;292.0;-76.0;-111.0;101.0;498.0
1055.0;-153;-193.0;-17.0;343.0;-94.0;-93.0;61.0;361.0
663.0;-150;-21.0;243.0;48.0;296.0;-369.0;462.0;284.0
449.0;152;35.0;86.0;149.0;158.0;-234.0;383.0;573.0
405.0;-11;15.0;75.0;155.0;160.0;-224.0;365.0;574.0
373.0;-147;-39.0;105.0;199.0;146.0;-227.0;324.0;658.0
385.0;-141;-152.0;-161.0;342.0;16.0;81.0;236.0;507.0
495.0;-154;-260.0;-201.0;484.0;-22.0;99.0;76.0;-48.0
397.0;-156;-267.0;-258.0;503.0;-12.0;134.0;71.0;-106.0
724.0;-160;-310.0;-206.0;488.0;101.0;131.0;99.0;43.0
351.0;-177;-303.0;-93.0;419.0;227.0;7.0;201.0;169.0
493.0;198;-284.0;-29.0;393.0;289.0;-85.0;242.0;259.0
419.0;-179;50.0;93.0;373.0;398.0;-191.0;317.0;425.0
507.0;-179;48.0;94.0;373.0;402.0;-193.0;317.0;420.0
572.0;-179;45.0;95.0;373.0;411.0;-195.0;319.0;411.0
453.0;-179;59.0;94.0;371.0;439.0;-204.0;305.0;394.0
468.0;-179;55.0;107.0;360.0;428.0;-216.0;300.0;420.0
425.0;176;79.0;55.0;373.0;479.0;-132.0;334.0;242.0
628.0;152;-17.0;-18.0;385.0;358.0;-32.0;225.0;276.0
609.0;132;-53.0;-45.0;388.0;339.0;10.0;215.0;256.0
641.0;-36;-105.0;-136.0;402.0;136.0;-29.0;260.0;-10.0
568.0;164;-80.0;-122.0;403.0;128.0;-50.0;260.0;82.0
582.0;181;-64.0;-126.0;402.0;122.0;-54.0;260.0;206.0
209.0;148;-211.0;48.0;105.0;310.0;-124.0;317.0;545.0
235.0;148;-177.0;59.0;62.0;300.0;-136.0;350.0;566.0
149.0;147;-150.0;3.0;250.0;344.0;-40.0;278.0;429.0
116.0;146;-51.0;4.0;396.0;394.0;50.0;159.0;229.0
132.0;146;-5.0;20.0;379.0;438.0;53.0;139.0;236.0
194.0;146;3.0;50.0;314.0;471.0;-18.0;203.0;278.0
561.0;165;616.0;173.0;-532.0;-173.0;-85.0;-54.0;327.0
710.0;-165;220.0;-323.0;-158.0;-238.0;394.0;-459.0;643.0
650.0;-164;154.0;-211.0;-187.0;-366.0;243.0;-427.0;563.0
210.0;170;425.0;191.0;-498.0;12.0;-81.0;62.0;209.0
628.0;172;-117.0;28.0;-349.0;-299.0;99.0;-451.0;422.0
846.0;160;-120.0;31.0;-354.0;-303.0;99.0;-448.0;417.0
808.0;160;-121.0;30.0;-354.0;-373.0;103.0;-452.0;415.0
438.0;160;123.0;13.0;-321.0;-482.0;101.0;-514.0;496.0
