Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
76.0;-74.0;12;502.0;183.0;415.0;-291.0;-41.0;321.0
308.0;-225.0;14;29.0;342.0;174.0;-325.0;224.0;409.0
284.0;-147.0;52;36.0;339.0;171.0;-323.0;262.0;384.0
260.0;-36.0;178;56.0;376.0;166.0;-310.0;251.0;415.0
167.0;-70.0;54;323.0;249.0;238.0;-337.0;86.0;468.0
171.0;-81.0;40;272.0;295.0;183.0;-296.0;148.0;495.0
225.0;-148.0;-9;210.0;368.0;311.0;-364.0;119.0;274.0
250.0;-110.0;-11;206.0;371.0;278.0;-341.0;255.0;354.0
277.0;-119.0;-31;174.0;383.0;236.0;-284.0;197.0;300.0
307.0;-99.0;-29;163.0;400.0;267.0;-293.0;184.0;327.0
287.0;-100.0;-6;157.0;344.0;235.0;-299.0;202.0;496.0
272.0;-159.0;100;23.0;300.0;191.0;-329.0;231.0;434.0
213.0;-110.0;153;33.0;347.0;213.0;-242.0;205.0;422.0
469.0;49.0;1031;157.0;437.0;180.0;-392.0;323.0;294.0
281.0;-82.0;-69;164.0;339.0;257.0;-288.0;242.0;457.0
343.0;-98.0;-3;175.0;342.0;240.0;-307.0;193.0;450.0
512.0;-185.0;-369;271.0;435.0;158.0;-367.0;215.0;250.0
102.0;-72.0;35;192.0;375.0;247.0;-310.0;296.0;280.0
124.0;-71.0;1;174.0;422.0;222.0;-277.0;258.0;367.0
307.0;-90.0;-47;171.0;478.0;231.0;-263.0;232.0;356.0
507.0;-161.0;-190;149.0;437.0;170.0;-384.0;256.0;405.0
334.0;-85.0;16;172.0;311.0;239.0;-322.0;214.0;443.0
297.0;-225.0;-13;63.0;310.0;200.0;-346.0;276.0;414.0
337.0;-83.0;1;140.0;355.0;228.0;-326.0;217.0;472.0
343.0;-86.0;-21;165.0;373.0;232.0;-328.0;220.0;440.0
303.0;-89.0;-8;176.0;361.0;237.0;-321.0;239.0;449.0
474.0;-46.0;-3;227.0;688.0;285.0;-361.0;203.0;374.0
329.0;-95.0;1;167.0;363.0;232.0;-326.0;228.0;465.0
350.0;-73.0;27;171.0;365.0;234.0;-338.0;244.0;467.0
335.0;-80.0;11;172.0;376.0;222.0;-326.0;241.0;447.0
350.0;-89.0;-20;165.0;380.0;217.0;-328.0;231.0;473.0
460.0;-125.0;0;63.0;656.0;-131.0;-1045.0;861.0;356.0
383.0;-112.0;-7;222.0;466.0;70.0;-823.0;560.0;405.0
362.0;-91.0;-12;153.0;363.0;218.0;-328.0;275.0;460.0
338.0;-101.0;18;154.0;408.0;226.0;-328.0;235.0;463.0
348.0;-23.0;4;166.0;386.0;230.0;-319.0;248.0;464.0
334.0;-56.0;-1;168.0;359.0;231.0;-319.0;234.0;450.0
330.0;-133.0;0;173.0;391.0;221.0;-318.0;247.0;456.0
356.0;216.0;-11;163.0;340.0;244.0;-335.0;225.0;443.0
273.0;-158.0;-28;232.0;320.0;35.0;-689.0;295.0;411.0
349.0;-145.0;27;134.0;445.0;201.0;-409.0;225.0;433.0
350.0;-127.0;11;166.0;368.0;172.0;-360.0;301.0;425.0
351.0;-149.0;-8;151.0;419.0;183.0;-348.0;293.0;459.0
347.0;-118.0;17;125.0;379.0;178.0;-350.0;285.0;429.0
380.0;-117.0;26;136.0;379.0;177.0;-360.0;275.0;456.0
368.0;-122.0;27;130.0;388.0;177.0;-350.0;267.0;367.0
362.0;-136.0;11;205.0;379.0;174.0;-355.0;305.0;446.0
316.0;-140.0;0;203.0;375.0;177.0;-356.0;266.0;441.0
334.0;-128.0;1;135.0;354.0;184.0;-325.0;272.0;443.0
271.0;-125.0;-10;187.0;401.0;155.0;-323.0;273.0;395.0
315.0;-99.0;-8;170.0;369.0;168.0;-369.0;266.0;403.0
337.0;-107.0;30;190.0;378.0;139.0;-327.0;286.0;424.0
392.0;-122.0;22;147.0;387.0;154.0;-315.0;280.0;429.0
341.0;-116.0;0;219.0;396.0;148.0;-356.0;278.0;448.0
276.0;-90.0;15;192.0;371.0;170.0;-303.0;286.0;414.0
288.0;-92.0;2;182.0;365.0;175.0;-312.0;247.0;425.0
372.0;-98.0;24;156.0;393.0;200.0;-343.0;257.0;441.0
381.0;-119.0;-16;192.0;369.0;190.0;-341.0;265.0;414.0
347.0;-128.0;-3;132.0;363.0;190.0;-366.0;284.0;393.0
332.0;-116.0;-31;155.0;361.0;187.0;-355.0;294.0;439.0
391.0;-142.0;-18;166.0;393.0;172.0;-305.0;267.0;388.0
392.0;-144.0;2;139.0;387.0;174.0;-357.0;252.0;395.0
397.0;-154.0;-17;111.0;388.0;168.0;-358.0;283.0;399.0
347.0;-115.0;39;118.0;358.0;186.0;-349.0;263.0;394.0
350.0;-117.0;-19;146.0;364.0;171.0;-308.0;330.0;412.0
349.0;-148.0;0;149.0;352.0;178.0;-337.0;311.0;412.0
377.0;-129.0;-5;174.0;374.0;169.0;-353.0;259.0;385.0
354.0;-112.0;-30;150.0;370.0;183.0;-319.0;235.0;427.0
352.0;-90.0;28;156.0;361.0;185.0;-308.0;231.0;426.0
393.0;-118.0;29;133.0;320.0;205.0;-339.0;255.0;410.0
337.0;-105.0;-2;143.0;358.0;163.0;-315.0;293.0;427.0
303.0;-96.0;-18;114.0;343.0;158.0;-324.0;239.0;413.0
362.0;-107.0;-13;161.0;346.0;187.0;-328.0;245.0;436.0
331.0;-104.0;-7;132.0;356.0;200.0;-322.0;215.0;428.0
379.0;-106.0;22;84.0;349.0;173.0;-310.0;232.0;465.0
346.0;-100.0;25;144.0;350.0;181.0;-307.0;273.0;475.0
342.0;-120.0;-33;112.0;359.0;184.0;-351.0;252.0;476.0
320.0;-126.0;2;129.0;378.0;189.0;-341.0;264.0;477.0
296.0;-109.0;8;112.0;354.0;181.0;-330.0;269.0;490.0
350.0;-131.0;9;149.0;377.0;170.0;-285.0;283.0;457.0
371.0;-118.0;28;165.0;358.0;181.0;-315.0;267.0;466.0
302.0;-118.0;-2;136.0;386.0;173.0;-322.0;270.0;469.0
302.0;-92.0;-41;197.0;364.0;189.0;-332.0;238.0;445.0
311.0;-121.0;-23;200.0;394.0;200.0;-317.0;261.0;393.0
343.0;-109.0;43;183.0;361.0;208.0;-376.0;309.0;415.0
353.0;-102.0;32;197.0;345.0;176.0;-344.0;284.0;404.0
323.0;-109.0;-35;162.0;379.0;170.0;-370.0;301.0;439.0
359.0;-89.0;-13;184.0;377.0;172.0;-364.0;308.0;425.0
347.0;-104.0;-7;158.0;405.0;174.0;-352.0;300.0;425.0
366.0;-109.0;12;184.0;388.0;168.0;-358.0;286.0;418.0
381.0;-100.0;-5;181.0;388.0;162.0;-350.0;275.0;457.0
359.0;-105.0;6;183.0;413.0;169.0;-375.0;303.0;458.0
338.0;-100.0;-9;184.0;371.0;172.0;-377.0;309.0;435.0
339.0;-123.0;12;167.0;334.0;173.0;-370.0;328.0;443.0
330.0;-119.0;-2;156.0;349.0;180.0;-328.0;283.0;463.0
380.0;-118.0;-31;156.0;382.0;198.0;-303.0;254.0;455.0
342.0;-115.0;-4;159.0;363.0;193.0;-303.0;245.0;426.0
331.0;-127.0;-9;156.0;369.0;187.0;-326.0;252.0;455.0
351.0;-110.0;-6;153.0;354.0;195.0;-349.0;262.0;455.0
369.0;-106.0;-3;181.0;379.0;191.0;-341.0;295.0;435.0
337.0;-110.0;-3;173.0;351.0;187.0;-358.0;274.0;433.0
336.0;-116.0;33;182.0;350.0;192.0;-336.0;275.0;434.0
352.0;-137.0;11;172.0;361.0;201.0;-329.0;267.0;425.0
274.0;-100.0;10;174.0;347.0;202.0;-317.0;281.0;444.0
276.0;-109.0;48;169.0;338.0;192.0;-333.0;241.0;445.0
256.0;-108.0;16;173.0;371.0;181.0;-344.0;236.0;434.0
347.0;-97.0;18;135.0;343.0;181.0;-344.0;297.0;454.0
172.0;-109.0;30;162.0;294.0;190.0;-250.0;218.0;447.0
263.0;-117.0;21;130.0;316.0;202.0;-268.0;244.0;441.0
192.0;-108.0;-10;158.0;348.0;189.0;-233.0;206.0;433.0
153.0;-123.0;5;153.0;346.0;214.0;-276.0;216.0;456.0
337.0;-128.0;19;151.0;352.0;193.0;-319.0;209.0;428.0
336.0;-123.0;2;157.0;390.0;199.0;-307.0;237.0;449.0
309.0;-118.0;-21;135.0;398.0;198.0;-305.0;238.0;415.0
361.0;-107.0;-8;158.0;379.0;196.0;-308.0;253.0;464.0
411.0;-110.0;-14;171.0;387.0;198.0;-333.0;223.0;437.0
366.0;-108.0;19;215.0;330.0;183.0;-336.0;303.0;460.0
377.0;-115.0;15;186.0;360.0;211.0;-325.0;276.0;482.0
320.0;-119.0;21;161.0;328.0;192.0;-306.0;243.0;458.0
341.0;-99.0;-31;169.0;366.0;200.0;-306.0;253.0;492.0
364.0;-135.0;3;174.0;366.0;205.0;-331.0;245.0;473.0
290.0;-109.0;1;211.0;348.0;226.0;-281.0;203.0;477.0
330.0;-112.0;1;134.0;373.0;191.0;-288.0;233.0;430.0
347.0;-114.0;2;151.0;357.0;197.0;-311.0;244.0;476.0
388.0;-105.0;-15;172.0;349.0;173.0;-362.0;266.0;451.0
336.0;-115.0;-4;151.0;322.0;181.0;-338.0;265.0;466.0
325.0;-79.0;-13;147.0;340.0;171.0;-328.0;269.0;438.0
321.0;-80.0;3;134.0;324.0;194.0;-300.0;243.0;448.0
304.0;-115.0;25;99.0;283.0;191.0;-300.0;244.0;447.0
274.0;-101.0;-11;-1.0;299.0;180.0;-276.0;217.0;497.0
284.0;-98.0;-20;57.0;304.0;203.0;-244.0;210.0;456.0
-54.0;-92.0;-17;377.0;365.0;189.0;-243.0;231.0;266.0
-133.0;-82.0;21;372.0;335.0;223.0;-245.0;242.0;298.0
39.0;-55.0;19;334.0;160.0;314.0;-191.0;231.0;290.0
356.0;-187.0;3;155.0;341.0;229.0;-341.0;253.0;447.0
332.0;-100.0;2;168.0;382.0;239.0;-335.0;238.0;438.0
233.0;-383.0;-8;217.0;263.0;594.0;-119.0;31.0;277.0
190.0;-387.0;30;276.0;197.0;628.0;-79.0;-25.0;250.0
477.0;-200.0;152;400.0;302.0;231.0;-8.0;217.0;223.0
313.0;-280.0;281;346.0;305.0;546.0;-294.0;183.0;221.0
273.0;-223.0;194;328.0;119.0;501.0;-265.0;121.0;198.0
216.0;-53.0;-357;37.0;299.0;527.0;-69.0;40.0;446.0
394.0;-126.0;-10;297.0;181.0;675.0;-330.0;240.0;184.0
241.0;-70.0;25;361.0;329.0;220.0;-268.0;190.0;381.0
773.0;-133.0;129;391.0;370.0;419.0;-237.0;228.0;278.0
159.0;-95.0;44;373.0;345.0;221.0;-251.0;156.0;364.0
285.0;-26.0;-10;252.0;372.0;391.0;-423.0;152.0;354.0
497.0;-147.0;15;393.0;696.0;369.0;-481.0;340.0;265.0
603.0;-146.0;4;396.0;678.0;358.0;-530.0;296.0;263.0
125.0;224.0;108;318.0;77.0;282.0;-265.0;12.0;290.0
533.0;-17.0;32;270.0;647.0;502.0;-572.0;149.0;274.0
230.0;-100.0;-26;508.0;289.0;295.0;-251.0;173.0;243.0
276.0;-97.0;1;439.0;294.0;5.0;-207.0;75.0;253.0
590.0;-110.0;-71;-108.0;281.0;168.0;-316.0;135.0;485.0
315.0;-17.0;-9;70.0;296.0;211.0;-308.0;215.0;421.0
283.0;-52.0;2;146.0;318.0;178.0;-243.0;181.0;431.0
277.0;40.0;22;95.0;277.0;142.0;-259.0;127.0;464.0
304.0;180.0;0;74.0;278.0;144.0;-245.0;121.0;469.0
362.0;-109.0;-17;55.0;277.0;147.0;-264.0;163.0;463.0
346.0;-336.0;-34;40.0;306.0;148.0;-242.0;194.0;456.0
279.0;-419.0;1;29.0;289.0;182.0;-317.0;156.0;466.0
202.0;-431.0;23;17.0;299.0;210.0;-384.0;174.0;466.0
277.0;-497.0;21;48.0;313.0;289.0;-432.0;183.0;425.0
536.0;-173.0;19;190.0;456.0;255.0;-266.0;303.0;381.0
221.0;32.0;-706;189.0;463.0;181.0;-374.0;273.0;508.0
224.0;-116.0;684;94.0;452.0;35.0;-216.0;293.0;497.0
434.0;-38.0;-200;35.0;378.0;317.0;-347.0;265.0;595.0
350.0;-545.0;144;73.0;330.0;438.0;-283.0;66.0;84.0
386.0;-170.0;-19;170.0;369.0;251.0;-205.0;143.0;281.0
310.0;-372.0;4;237.0;295.0;402.0;-327.0;135.0;280.0
141.0;33.0;135;127.0;428.0;141.0;-470.0;401.0;128.0
109.0;33.0;141;229.0;417.0;241.0;-510.0;396.0;234.0
492.0;-155.0;129;173.0;354.0;230.0;-414.0;24.0;219.0
547.0;-64.0;163;164.0;352.0;229.0;-476.0;230.0;282.0
505.0;-499.0;2001;325.0;378.0;242.0;-304.0;96.0;355.0
363.0;-182.0;18;-17.0;267.0;263.0;-175.0;2.0;252.0
431.0;-664.0;66;144.0;307.0;400.0;-140.0;141.0;438.0
449.0;-24.0;30;281.0;683.0;457.0;-483.0;182.0;259.0
381.0;-216.0;11;336.0;431.0;386.0;-522.0;282.0;325.0
390.0;-24.0;20;463.0;461.0;306.0;-449.0;99.0;154.0
481.0;-305.0;3;382.0;455.0;266.0;-416.0;243.0;137.0
623.0;-54.0;-288;553.0;490.0;134.0;-515.0;203.0;-28.0
472.0;-174.0;-20;366.0;349.0;361.0;-305.0;194.0;232.0
352.0;-43.0;317;270.0;285.0;309.0;-66.0;198.0;265.0
341.0;24.0;127;343.0;245.0;374.0;-153.0;24.0;206.0
408.0;-19.0;96;267.0;369.0;391.0;-45.0;-123.0;120.0
237.0;-281.0;13;527.0;348.0;589.0;-517.0;6.0;31.0
78.0;-199.0;5;473.0;337.0;584.0;-322.0;30.0;66.0
386.0;-70.0;204;290.0;389.0;298.0;-221.0;305.0;378.0
350.0;27.0;20;531.0;317.0;451.0;-305.0;3.0;39.0
405.0;-467.0;36;543.0;403.0;369.0;-427.0;152.0;72.0
418.0;235.0;-417;110.0;343.0;257.0;-395.0;163.0;240.0
425.0;232.0;-40;427.0;406.0;487.0;-282.0;38.0;135.0
595.0;-120.0;21;59.0;396.0;94.0;-385.0;118.0;427.0
475.0;-50.0;354;259.0;439.0;416.0;-180.0;270.0;353.0
296.0;40.0;-42;142.0;504.0;394.0;-359.0;357.0;354.0
272.0;-59.0;-33;138.0;505.0;418.0;-382.0;410.0;332.0
240.0;24.0;23;127.0;522.0;387.0;-372.0;354.0;328.0
302.0;-62.0;3;84.0;551.0;391.0;-353.0;377.0;336.0
339.0;44.0;11;163.0;482.0;390.0;-390.0;354.0;285.0
361.0;45.0;-10;207.0;536.0;460.0;-460.0;426.0;319.0
489.0;28.0;33;304.0;613.0;403.0;-462.0;265.0;283.0
620.0;22.0;17;299.0;690.0;404.0;-471.0;353.0;304.0
632.0;23.0;7;288.0;669.0;357.0;-455.0;368.0;322.0
519.0;21.0;16;279.0;629.0;444.0;-555.0;373.0;296.0
851.0;35.0;46;302.0;519.0;437.0;-647.0;343.0;315.0
428.0;-649.0;63;194.0;459.0;382.0;-47.0;198.0;236.0
518.0;-134.0;-70;98.0;344.0;225.0;-110.0;294.0;341.0
665.0;-196.0;205;349.0;413.0;286.0;-233.0;277.0;314.0
327.0;-311.0;177;282.0;294.0;176.0;-259.0;110.0;118.0
269.0;-245.0;70;171.0;417.0;330.0;-150.0;186.0;278.0
425.0;-266.0;229;206.0;410.0;314.0;-261.0;172.0;307.0
362.0;-251.0;194;281.0;285.0;444.0;-151.0;193.0;208.0
302.0;-112.0;327;308.0;280.0;604.0;-244.0;18.0;401.0
136.0;97.0;-11;394.0;358.0;678.0;-340.0;-42.0;-3.0
56.0;-253.0;12;477.0;356.0;581.0;-292.0;-29.0;89.0
255.0;-348.0;52;315.0;463.0;472.0;-276.0;-36.0;152.0
68.0;-127.0;396;396.0;405.0;111.0;-397.0;52.0;363.0
263.0;-276.0;187;154.0;304.0;228.0;-448.0;145.0;302.0
189.0;-16.0;66;182.0;351.0;336.0;-225.0;110.0;366.0
271.0;-36.0;124;183.0;387.0;314.0;-229.0;81.0;386.0
232.0;-149.0;-273;128.0;324.0;276.0;-295.0;163.0;321.0
250.0;-95.0;-30;343.0;234.0;411.0;-262.0;77.0;169.0
15.0;1.0;-9;346.0;137.0;577.0;-70.0;-139.0;-15.0
-21.0;-61.0;5;331.0;155.0;236.0;-363.0;-50.0;305.0
224.0;-24.0;-43;426.0;141.0;581.0;-406.0;-65.0;221.0
262.0;-54.0;87;315.0;350.0;231.0;123.0;248.0;314.0
577.0;-281.0;39;330.0;339.0;182.0;-261.0;60.0;354.0
352.0;-220.0;72;-45.0;659.0;230.0;-518.0;438.0;380.0
490.0;47.0;204;354.0;458.0;92.0;-424.0;285.0;323.0
453.0;-127.0;12;135.0;426.0;612.0;-1300.0;430.0;388.0
311.0;-209.0;419;303.0;335.0;61.0;-167.0;-102.0;122.0
483.0;224.0;270;409.0;431.0;307.0;-274.0;272.0;349.0
302.0;2.0;120;260.0;306.0;155.0;-118.0;173.0;367.0
102.0;19.0;141;306.0;326.0;510.0;-196.0;224.0;296.0
580.0;13.0;-258;388.0;511.0;40.0;-442.0;303.0;560.0
329.0;-145.0;-43;302.0;585.0;32.0;-37.0;356.0;334.0
490.0;-78.0;-159;103.0;380.0;366.0;-260.0;233.0;396.0
394.0;-612.0;-61;388.0;311.0;280.0;-371.0;124.0;272.0
426.0;-182.0;18;313.0;389.0;277.0;-269.0;332.0;345.0
201.0;-126.0;56;407.0;369.0;376.0;-320.0;211.0;384.0
186.0;-112.0;45;314.0;366.0;500.0;-437.0;167.0;390.0
344.0;-24.0;22;330.0;393.0;437.0;-523.0;189.0;373.0
111.0;-159.0;-12;334.0;425.0;423.0;-246.0;267.0;293.0
97.0;-206.0;-1;265.0;303.0;264.0;-431.0;117.0;345.0
393.0;-251.0;-45;248.0;300.0;116.0;-286.0;205.0;329.0
498.0;-384.0;61;149.0;326.0;96.0;-275.0;252.0;451.0
383.0;-441.0;-23;74.0;369.0;182.0;-245.0;249.0;571.0
221.0;-143.0;22;60.0;343.0;205.0;-356.0;230.0;465.0
266.0;28.0;-46;156.0;276.0;197.0;-394.0;153.0;403.0
244.0;-16.0;-32;76.0;394.0;162.0;-406.0;278.0;397.0
362.0;20.0;1;163.0;414.0;110.0;-220.0;265.0;435.0
1008.0;-317.0;-6;77.0;394.0;189.0;-512.0;300.0;414.0
393.0;-63.0;3;70.0;507.0;135.0;-752.0;328.0;393.0
361.0;-53.0;-371;-5.0;376.0;226.0;-336.0;204.0;504.0
320.0;-419.0;590;298.0;491.0;206.0;-424.0;249.0;337.0
462.0;-55.0;-11;308.0;444.0;235.0;-247.0;344.0;375.0
152.0;-95.0;53;314.0;372.0;176.0;-466.0;295.0;373.0
163.0;-369.0;-20;435.0;404.0;397.0;-276.0;248.0;403.0
380.0;293.0;-17;131.0;328.0;-101.0;-248.0;128.0;383.0
362.0;-90.0;-19;51.0;591.0;339.0;-536.0;467.0;466.0
431.0;20.0;-36;70.0;654.0;346.0;-566.0;499.0;424.0
798.0;-238.0;-831;127.0;728.0;295.0;-734.0;43.0;324.0
528.0;-36.0;-34;25.0;608.0;364.0;-504.0;471.0;409.0
512.0;-12.0;140;304.0;396.0;425.0;-301.0;299.0;302.0
517.0;40.0;-48;-105.0;683.0;364.0;-604.0;469.0;404.0
270.0;-79.0;62;71.0;429.0;211.0;-742.0;-86.0;33.0
320.0;-108.0;-65;114.0;445.0;645.0;-538.0;-106.0;70.0
170.0;-304.0;34;131.0;432.0;510.0;-518.0;-102.0;70.0
766.0;-280.0;237;107.0;232.0;59.0;-331.0;269.0;340.0
650.0;-249.0;-42;171.0;305.0;94.0;-295.0;280.0;343.0
61.0;-258.0;71;196.0;345.0;630.0;-402.0;80.0;241.0
67.0;-283.0;78;192.0;318.0;408.0;-372.0;-8.0;245.0
86.0;-144.0;63;192.0;339.0;368.0;-261.0;179.0;348.0
236.0;-264.0;139;220.0;289.0;490.0;-232.0;113.0;362.0
738.0;35.0;15;273.0;393.0;136.0;-183.0;329.0;505.0
225.0;82.0;12;100.0;288.0;438.0;-149.0;80.0;551.0
23.0;-170.0;23;557.0;99.0;602.0;-55.0;-216.0;-71.0
181.0;22.0;135;294.0;313.0;152.0;-265.0;196.0;416.0
233.0;127.0;206;191.0;406.0;170.0;-261.0;264.0;504.0
389.0;27.0;-302;37.0;338.0;125.0;-302.0;208.0;567.0
0.0;-5.0;95;337.0;298.0;613.0;-313.0;-134.0;220.0
180.0;30.0;292;155.0;379.0;213.0;-462.0;258.0;459.0
282.0;23.0;-1;331.0;526.0;222.0;-377.0;339.0;431.0
215.0;26.0;33;310.0;517.0;222.0;-385.0;318.0;450.0
210.0;26.0;-34;206.0;458.0;211.0;-369.0;286.0;446.0
313.0;-8.0;191;325.0;223.0;298.0;-199.0;333.0;106.0
65.0;35.0;62;386.0;337.0;661.0;-677.0;53.0;222.0
100.0;-9.0;68;347.0;379.0;498.0;-386.0;-76.0;177.0
350.0;-135.0;53;369.0;404.0;115.0;-342.0;135.0;223.0
172.0;25.0;-32;212.0;420.0;216.0;-372.0;275.0;456.0
206.0;-169.0;19;385.0;396.0;327.0;-299.0;1.0;202.0
238.0;-322.0;-26;436.0;342.0;365.0;-411.0;208.0;111.0
245.0;-282.0;-23;352.0;355.0;501.0;-364.0;188.0;212.0
296.0;-500.0;-49;311.0;335.0;276.0;-287.0;130.0;205.0
317.0;-592.0;-31;309.0;374.0;470.0;-352.0;134.0;239.0
377.0;-80.0;0;195.0;286.0;417.0;-279.0;42.0;266.0
404.0;-337.0;6;180.0;271.0;332.0;-299.0;68.0;258.0
276.0;233.0;90;45.0;387.0;206.0;-335.0;182.0;404.0
340.0;62.0;165;180.0;413.0;154.0;-329.0;236.0;442.0
352.0;-12.0;177;189.0;453.0;178.0;-372.0;275.0;432.0
299.0;19.0;-322;27.0;315.0;93.0;-446.0;387.0;362.0
168.0;-89.0;-260;39.0;298.0;211.0;-212.0;103.0;434.0
384.0;-225.0;-22;346.0;399.0;350.0;-377.0;248.0;341.0
405.0;-186.0;-11;206.0;307.0;222.0;-350.0;257.0;298.0
341.0;-259.0;24;167.0;368.0;249.0;-269.0;234.0;404.0
468.0;-85.0;-18;95.0;332.0;140.0;-359.0;290.0;368.0
319.0;37.0;26;168.0;278.0;223.0;-337.0;182.0;299.0
255.0;-5.0;-24;194.0;364.0;260.0;-236.0;107.0;307.0
945.0;-74.0;2;195.0;684.0;253.0;-481.0;217.0;359.0
185.0;22.0;0;222.0;451.0;212.0;-357.0;280.0;463.0
187.0;20.0;37;211.0;452.0;228.0;-398.0;248.0;464.0
183.0;26.0;-8;209.0;408.0;227.0;-362.0;275.0;462.0
242.0;16.0;11;214.0;415.0;214.0;-371.0;287.0;446.0
215.0;24.0;26;230.0;417.0;213.0;-380.0;294.0;453.0
301.0;15.0;-8;205.0;437.0;217.0;-355.0;264.0;472.0
758.0;-121.0;-10;143.0;544.0;70.0;-489.0;525.0;431.0
302.0;31.0;-17;217.0;436.0;215.0;-385.0;291.0;475.0
306.0;-58.0;0;209.0;415.0;241.0;-395.0;278.0;466.0
316.0;-215.0;-15;219.0;432.0;225.0;-393.0;291.0;442.0
467.0;-149.0;34;115.0;423.0;427.0;-785.0;506.0;384.0
288.0;-236.0;-17;231.0;456.0;276.0;-347.0;228.0;443.0
208.0;-124.0;24;156.0;359.0;122.0;-309.0;130.0;389.0
221.0;-127.0;6;172.0;323.0;40.0;-583.0;218.0;394.0
387.0;-127.0;11;122.0;390.0;162.0;-281.0;265.0;373.0
362.0;-135.0;4;132.0;402.0;204.0;-300.0;225.0;384.0
309.0;-113.0;-10;135.0;350.0;166.0;-372.0;249.0;425.0
287.0;-113.0;-12;125.0;346.0;178.0;-369.0;214.0;381.0
273.0;-101.0;-19;134.0;338.0;189.0;-355.0;200.0;361.0
352.0;-108.0;-4;135.0;380.0;177.0;-323.0;227.0;413.0
322.0;-119.0;5;133.0;361.0;176.0;-342.0;234.0;381.0
329.0;-117.0;9;133.0;357.0;171.0;-337.0;205.0;377.0
283.0;-128.0;13;135.0;348.0;174.0;-313.0;195.0;405.0
306.0;-108.0;13;127.0;349.0;175.0;-300.0;214.0;410.0
281.0;-101.0;4;109.0;348.0;177.0;-303.0;213.0;424.0
291.0;-110.0;7;117.0;333.0;178.0;-300.0;191.0;417.0
300.0;-109.0;-8;105.0;340.0;179.0;-294.0;206.0;407.0
297.0;-116.0;-10;79.0;356.0;168.0;-308.0;187.0;406.0
279.0;-110.0;-36;97.0;316.0;173.0;-313.0;194.0;424.0
244.0;-109.0;1;327.0;411.0;298.0;-269.0;122.0;257.0
303.0;-118.0;19;328.0;380.0;278.0;-295.0;120.0;258.0
310.0;-113.0;-31;345.0;408.0;312.0;-330.0;191.0;228.0
