InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
124;801;1109.0;379.0;-39;-39;-1005.0;235.0
15;799;1077.0;358.0;44;63;-973.0;168.0
15;795;1095.0;371.0;65;39;-993.0;157.0
14;800;1150.0;336.0;-10;2;-1018.0;159.0
15;793;1062.0;283.0;-25;-1;-967.0;141.0
15;796;1035.0;300.0;-11;-12;-938.0;136.0
15;796;1086.0;315.0;66;-5;-951.0;144.0
15;800;1066.0;305.0;53;-10;-958.0;143.0
13;800;1075.0;340.0;-37;-10;-948.0;119.0
15;799;1050.0;389.0;57;20;-975.0;105.0
15;797;1038.0;374.0;-17;7;-957.0;177.0
14;799;1071.0;389.0;-12;36;-983.0;163.0
14;807;1099.0;351.0;-27;-34;-1030.0;183.0
15;805;1045.0;315.0;11;1;-981.0;137.0
16;801;1071.0;327.0;15;15;-945.0;113.0
16;795;1053.0;287.0;-76;5;-922.0;158.0
123;809;1041.0;371.0;-14;12;-964.0;275.0
121;813;1063.0;391.0;-4;28;-915.0;104.0
16;797;1085.0;398.0;35;49;-968.0;184.0
16;804;1030.0;407.0;38;35;-983.0;184.0
16;804;1067.0;417.0;30;44;-949.0;205.0
16;801;1080.0;418.0;-8;38;-943.0;144.0
17;797;1071.0;330.0;-18;47;-972.0;274.0
18;801;1070.0;329.0;-36;-70;-964.0;221.0
18;805;1113.0;309.0;28;-22;-955.0;111.0
18;799;1098.0;296.0;42;-42;-988.0;98.0
18;793;1091.0;345.0;-9;19;-984.0;60.0
16;793;1009.0;337.0;-1;131;-948.0;126.0
16;802;1084.0;363.0;-104;41;-919.0;130.0
109;798;1045.0;398.0;40;-43;-1004.0;61.0
16;810;1014.0;369.0;-14;-40;-950.0;12.0
16;804;1082.0;525.0;27;-4;-987.0;273.0
16;804;1092.0;471.0;-2;-4;-952.0;101.0
16;798;1100.0;396.0;-32;12;-976.0;105.0
16;797;1058.0;388.0;-2;-45;-959.0;177.0
16;797;1073.0;384.0;-45;8;-952.0;120.0
16;798;1079.0;343.0;1;41;-966.0;181.0
16;796;1095.0;363.0;1;-11;-964.0;191.0
16;797;1046.0;439.0;34;-10;-941.0;197.0
16;801;1061.0;406.0;-11;-4;-997.0;243.0
16;799;1050.0;186.0;-13;-12;-967.0;252.0
16;805;1114.0;463.0;-36;-17;-946.0;267.0
16;803;1116.0;307.0;0;-25;-957.0;210.0
16;800;1088.0;331.0;-18;5;-989.0;148.0
16;804;1089.0;324.0;-21;4;-981.0;209.0
16;805;1069.0;333.0;-13;11;-979.0;225.0
16;804;1093.0;370.0;49;52;-972.0;243.0
16;801;1035.0;325.0;29;-10;-966.0;287.0
16;802;1089.0;292.0;-19;0;-957.0;165.0
16;803;1089.0;313.0;-2;-1;-969.0;163.0
16;801;1103.0;311.0;30;-11;-987.0;204.0
16;802;1067.0;330.0;11;36;-955.0;390.0
16;801;1020.0;337.0;0;1;-978.0;136.0
16;801;1041.0;324.0;26;18;-963.0;185.0
16;805;1054.0;289.0;18;-10;-959.0;167.0
16;805;1068.0;311.0;-7;11;-951.0;191.0
16;803;1099.0;324.0;-9;-20;-989.0;188.0
16;797;1065.0;316.0;-73;20;-963.0;224.0
16;797;1099.0;314.0;-18;-5;-955.0;231.0
16;799;1080.0;323.0;-40;25;-966.0;213.0
16;805;1089.0;304.0;-31;-11;-989.0;225.0
16;794;1063.0;358.0;-40;-13;-977.0;218.0
16;800;1072.0;359.0;34;11;-997.0;201.0
16;800;1061.0;323.0;1;-34;-966.0;221.0
16;803;1079.0;322.0;27;-2;-955.0;228.0
16;797;1085.0;346.0;21;5;-975.0;215.0
16;794;1040.0;321.0;22;-30;-953.0;269.0
16;792;1080.0;330.0;28;-71;-983.0;279.0
16;805;1047.0;313.0;26;-54;-971.0;243.0
16;801;1086.0;308.0;-24;-22;-969.0;195.0
16;798;1070.0;326.0;49;-10;-987.0;206.0
16;801;1088.0;322.0;-14;0;-980.0;228.0
16;802;1073.0;340.0;19;33;-976.0;225.0
16;805;1077.0;345.0;-6;-20;-989.0;238.0
16;801;1118.0;316.0;-2;2;-979.0;221.0
16;798;1080.0;303.0;11;-5;-954.0;233.0
16;801;1093.0;325.0;21;-11;-953.0;195.0
16;802;1088.0;307.0;-18;-17;-970.0;216.0
16;795;1089.0;357.0;-15;0;-988.0;162.0
16;800;1099.0;333.0;4;-41;-978.0;224.0
16;799;1079.0;335.0;17;-18;-972.0;222.0
16;801;1076.0;313.0;-17;21;-974.0;229.0
16;805;1063.0;332.0;-53;-10;-970.0;246.0
16;807;1071.0;325.0;8;-25;-983.0;236.0
16;807;1057.0;291.0;7;-11;-979.0;256.0
16;802;1071.0;378.0;37;-4;-966.0;209.0
16;802;1051.0;321.0;-4;-32;-963.0;242.0
16;801;1085.0;320.0;69;9;-964.0;236.0
16;805;1071.0;333.0;-5;-21;-988.0;236.0
16;803;1095.0;324.0;18;22;-974.0;201.0
16;801;1105.0;333.0;27;-12;-975.0;214.0
16;797;1073.0;327.0;3;38;-996.0;166.0
16;800;1055.0;334.0;1;-3;-961.0;233.0
16;799;1088.0;324.0;-21;-19;-978.0;203.0
16;797;1067.0;326.0;-20;-3;-977.0;213.0
16;803;1079.0;333.0;17;9;-966.0;226.0
16;802;1081.0;318.0;10;7;-973.0;246.0
16;803;1071.0;315.0;-24;-3;-966.0;254.0
16;807;1067.0;329.0;60;20;-974.0;242.0
16;809;1072.0;311.0;-20;26;-964.0;240.0
16;806;1075.0;322.0;-20;-21;-970.0;253.0
16;801;1080.0;311.0;42;6;-969.0;258.0
16;803;1061.0;332.0;-9;-33;-970.0;271.0
16;800;1059.0;333.0;22;-14;-960.0;256.0
16;803;1068.0;324.0;28;-15;-963.0;241.0
16;804;1068.0;324.0;3;-34;-976.0;251.0
16;807;1083.0;331.0;26;-16;-975.0;255.0
16;799;1077.0;339.0;-39;-13;-973.0;217.0
16;805;1077.0;333.0;31;-8;-973.0;219.0
16;801;1077.0;324.0;22;20;-975.0;206.0
16;801;1088.0;352.0;8;12;-979.0;214.0
16;808;1070.0;337.0;-19;-29;-976.0;231.0
16;804;1083.0;344.0;-11;23;-979.0;198.0
16;800;1065.0;342.0;-16;19;-975.0;226.0
16;802;1075.0;334.0;-32;35;-972.0;218.0
16;803;1080.0;335.0;0;11;-976.0;227.0
16;805;1084.0;330.0;-26;10;-971.0;229.0
16;803;1103.0;333.0;-4;-2;-966.0;220.0
16;800;1110.0;323.0;-27;10;-985.0;219.0
16;799;1096.0;314.0;-11;21;-975.0;174.0
16;797;1079.0;330.0;-1;23;-989.0;193.0
16;805;1081.0;339.0;21;45;-974.0;193.0
16;795;1101.0;330.0;23;2;-974.0;206.0
16;799;1070.0;329.0;36;-9;-980.0;181.0
16;801;1100.0;338.0;8;-20;-983.0;205.0
16;799;1068.0;355.0;-13;-2;-970.0;232.0
16;797;1055.0;328.0;-16;24;-961.0;220.0
16;798;1044.0;334.0;-20;6;-968.0;242.0
16;799;1106.0;352.0;30;-25;-962.0;208.0
16;803;1071.0;364.0;-28;36;-965.0;262.0
16;800;1071.0;332.0;25;18;-952.0;209.0
16;797;1090.0;350.0;-8;-10;-972.0;210.0
16;806;1079.0;364.0;-15;-5;-965.0;194.0
16;796;1083.0;322.0;-27;-2;-971.0;209.0
16;798;1054.0;333.0;-11;-39;-982.0;233.0
16;794;1063.0;349.0;34;35;-958.0;228.0
16;798;1031.0;316.0;42;23;-950.0;239.0
16;807;1090.0;362.0;-25;36;-988.0;180.0
16;802;1071.0;361.0;-19;-51;-983.0;174.0
16;803;1077.0;322.0;13;-9;-974.0;211.0
16;799;1078.0;345.0;25;-9;-970.0;187.0
16;799;1098.0;302.0;-3;-10;-976.0;189.0
16;794;1078.0;339.0;-2;-67;-958.0;235.0
16;805;1060.0;308.0;-31;-16;-964.0;250.0
16;804;1040.0;307.0;-71;-27;-957.0;234.0
16;805;1126.0;318.0;-43;40;-941.0;193.0
16;805;1137.0;329.0;-51;38;-977.0;255.0
16;799;1130.0;370.0;-92;23;-985.0;148.0
0;843;1008.0;205.0;-44;9;-990.0;152.0
-40;801;1171.0;413.0;-14;0;-972.0;190.0
127;803;1118.0;417.0;12;-55;-931.0;109.0
115;801;1080.0;392.0;-33;-13;-863.0;178.0
114;786;1127.0;434.0;62;58;-1000.0;109.0
114;792;1056.0;399.0;22;17;-962.0;102.0
113;799;1055.0;386.0;31;20;-985.0;102.0
113;799;999.0;419.0;40;-1;-981.0;217.0
113;800;1050.0;411.0;8;13;-987.0;156.0
113;801;1055.0;409.0;-5;-11;-993.0;183.0
113;797;1027.0;400.0;0;17;-982.0;124.0
113;793;1054.0;399.0;15;31;-969.0;147.0
113;796;1056.0;394.0;-17;-57;-972.0;55.0
113;794;1067.0;401.0;-4;-18;-973.0;185.0
113;797;1034.0;411.0;68;32;-957.0;145.0
113;797;1037.0;413.0;56;31;-967.0;189.0
113;796;1065.0;423.0;54;30;-954.0;165.0
113;796;1026.0;371.0;69;35;-989.0;146.0
113;798;1004.0;382.0;16;20;-1011.0;150.0
113;798;1026.0;430.0;22;-27;-946.0;155.0
113;800;994.0;404.0;-17;-29;-996.0;182.0
113;797;1074.0;449.0;-27;6;-964.0;212.0
113;801;1011.0;447.0;-45;24;-993.0;203.0
113;796;1069.0;454.0;-64;11;-925.0;233.0
113;797;999.0;434.0;14;5;-1003.0;186.0
113;797;1069.0;462.0;14;-54;-931.0;236.0
113;796;1090.0;462.0;-24;-20;-919.0;293.0
113;788;1069.0;451.0;-6;-37;-1027.0;114.0
113;792;1071.0;436.0;-2;-31;-1026.0;69.0
113;797;1009.0;447.0;35;-42;-1016.0;154.0
113;802;1140.0;477.0;5;-15;-962.0;186.0
113;800;1064.0;473.0;-1;-8;-965.0;105.0
113;795;1070.0;476.0;-24;-7;-998.0;64.0
113;799;1041.0;514.0;-23;-6;-951.0;116.0
113;795;1040.0;476.0;-60;-12;-942.0;110.0
113;800;1019.0;504.0;44;36;-1016.0;179.0
113;797;1070.0;514.0;-1;21;-1011.0;194.0
113;801;1067.0;530.0;-4;24;-966.0;211.0
113;796;1031.0;514.0;-18;-10;-965.0;266.0
113;796;1010.0;485.0;16;-21;-946.0;311.0
113;799;1020.0;491.0;-15;-4;-941.0;303.0
113;798;985.0;520.0;-10;41;-943.0;279.0
114;774;1117.0;500.0;-45;-49;-1022.0;152.0
151;793;1016.0;293.0;32;-26;-921.0;256.0
154;805;1063.0;315.0;6;1;-908.0;322.0
156;799;959.0;292.0;-4;-21;-835.0;296.0
154;808;960.0;322.0;-9;17;-838.0;371.0
152;803;971.0;312.0;-10;-2;-850.0;374.0
141;805;935.0;342.0;27;-27;-880.0;380.0
141;802;986.0;369.0;0;-40;-981.0;259.0
141;798;1030.0;424.0;-2;-2;-948.0;217.0
141;795;1029.0;429.0;-37;-31;-966.0;136.0
141;801;1080.0;467.0;-6;34;-977.0;51.0
141;798;1078.0;458.0;-32;6;-974.0;52.0
141;796;1095.0;434.0;-7;-4;-976.0;39.0
141;803;1099.0;426.0;-2;-11;-967.0;38.0
141;799;1098.0;429.0;-13;2;-972.0;50.0
141;800;1094.0;452.0;-17;11;-973.0;136.0
141;802;1078.0;455.0;-3;4;-965.0;164.0
141;795;1071.0;447.0;35;44;-956.0;169.0
140;807;1090.0;446.0;-38;38;-961.0;232.0
112;811;1049.0;256.0;3;62;-873.0;244.0
108;807;1029.0;248.0;-1;14;-899.0;248.0
108;808;1074.0;304.0;-16;-4;-986.0;242.0
109;813;1090.0;295.0;-23;-22;-975.0;229.0
110;812;1073.0;307.0;-28;-22;-975.0;249.0
110;805;1092.0;337.0;-32;-23;-968.0;275.0
110;804;1060.0;339.0;-8;-3;-959.0;283.0
109;804;1060.0;336.0;-22;-17;-956.0;291.0
110;809;1018.0;363.0;-4;-63;-900.0;315.0
110;809;1036.0;346.0;35;-11;-949.0;334.0
109;811;1000.0;339.0;54;-25;-940.0;292.0
109;809;1019.0;342.0;-15;-22;-936.0;308.0
109;803;984.0;238.0;-13;-38;-954.0;266.0
108;821;1108.0;380.0;28;52;-887.0;366.0
-137;807;1122.0;368.0;-17;-43;-962.0;257.0
83;780;942.0;232.0;19;-20;-901.0;124.0
2;812;1030.0;256.0;-44;-30;-901.0;228.0
-5;803;1019.0;265.0;15;-23;-977.0;166.0
20;684;990.0;488.0;48;11;-968.0;286.0
14;812;1067.0;343.0;6;12;-888.0;399.0
16;789;1070.0;428.0;79;9;-838.0;164.0
71;805;968.0;370.0;-13;29;-913.0;456.0
71;806;950.0;408.0;16;20;-912.0;242.0
-38;801;1003.0;244.0;-52;0;-976.0;228.0
-17;798;1047.0;217.0;-26;15;-910.0;143.0
-18;806;1100.0;227.0;6;35;-975.0;218.0
-17;813;1097.0;228.0;-24;-13;-937.0;165.0
71;808;973.0;423.0;37;-9;-906.0;416.0
71;807;914.0;409.0;60;-24;-991.0;294.0
71;800;941.0;437.0;-16;10;-1027.0;37.0
-17;778;1104.0;537.0;-36;-36;-932.0;159.0
18;794;1051.0;417.0;-43;5;-1020.0;58.0
17;797;863.0;370.0;-29;28;-1001.0;97.0
18;779;939.0;438.0;19;-65;-968.0;112.0
162;796;1051.0;225.0;-94;-7;-871.0;227.0
57;810;1105.0;489.0;-156;75;-983.0;272.0
22;802;1043.0;445.0;-44;-8;-934.0;186.0
16;809;998.0;473.0;33;16;-973.0;223.0
15;807;1060.0;479.0;53;30;-980.0;199.0
16;801;1080.0;506.0;-27;-21;-978.0;195.0
16;801;1090.0;502.0;-23;9;-972.0;188.0
16;809;1059.0;505.0;-1;-19;-971.0;185.0
16;805;1070.0;493.0;-7;46;-980.0;220.0
16;805;1070.0;513.0;-17;13;-983.0;221.0
16;801;1067.0;519.0;-15;-12;-975.0;212.0
15;808;1077.0;495.0;-6;-16;-982.0;190.0
15;810;1060.0;506.0;9;-20;-976.0;172.0
15;801;1082.0;494.0;21;33;-934.0;280.0
-6;800;1000.0;435.0;-23;-6;-846.0;43.0
-7;802;990.0;312.0;-17;-24;-847.0;31.0
17;742;1094.0;511.0;-105;67;-971.0;227.0
17;789;1093.0;399.0;-23;-43;-998.0;376.0
24;801;1013.0;515.0;-105;55;-996.0;244.0
7;806;980.0;413.0;15;-14;-868.0;291.0
32;817;987.0;361.0;-28;-17;-936.0;296.0
46;813;1045.0;356.0;28;-34;-957.0;242.0
4;798;1053.0;295.0;-55;22;-901.0;312.0
63;814;1049.0;371.0;-92;15;-957.0;273.0
57;809;1067.0;508.0;35;-39;-933.0;166.0
57;804;967.0;446.0;35;-13;-993.0;235.0
56;805;1057.0;396.0;53;9;-874.0;291.0
62;810;1064.0;331.0;21;-5;-928.0;259.0
42;810;1049.0;438.0;-19;20;-985.0;232.0
38;806;1086.0;409.0;55;-1;-972.0;189.0
38;815;1070.0;399.0;-14;-28;-987.0;165.0
33;815;1064.0;412.0;1;6;-947.0;211.0
48;807;1089.0;449.0;-16;-3;-903.0;230.0
46;804;1049.0;495.0;-7;-16;-1001.0;340.0
44;811;1046.0;539.0;45;60;-952.0;247.0
45;811;1032.0;374.0;35;-1;-966.0;248.0
38;810;1058.0;374.0;36;-1;-924.0;270.0
41;810;1020.0;334.0;28;1;-938.0;147.0
40;810;1058.0;386.0;-34;-38;-900.0;234.0
17;806;1036.0;407.0;3;40;-1054.0;243.0
17;802;1037.0;371.0;-3;40;-958.0;419.0
17;797;1089.0;370.0;-21;8;-902.0;325.0
16;797;1072.0;371.0;6;30;-875.0;341.0
17;799;1085.0;389.0;-10;12;-849.0;364.0
17;804;1028.0;377.0;-10;-37;-963.0;341.0
17;797;998.0;337.0;23;-6;-951.0;250.0
17;812;1052.0;440.0;14;-8;-1061.0;73.0
16;801;986.0;469.0;-19;-10;-1009.0;158.0
4;808;1095.0;362.0;-40;-33;-988.0;358.0
4;800;1019.0;468.0;-15;24;-955.0;214.0
41;809;1076.0;526.0;-26;18;-1009.0;62.0
-15;809;868.0;349.0;13;3;-938.0;322.0
-118;805;1068.0;392.0;71;-7;-951.0;243.0
34;813;908.0;296.0;-143;-56;-872.0;123.0
149;811;1025.0;268.0;-24;-21;-877.0;95.0
147;803;935.0;375.0;5;-62;-944.0;137.0
75;784;951.0;426.0;-130;-64;-853.0;127.0
82;785;1000.0;418.0;13;64;-1029.0;44.0
82;778;1130.0;361.0;-99;-18;-927.0;67.0
36;809;919.0;369.0;-71;87;-888.0;135.0
43;795;1038.0;420.0;76;0;-781.0;350.0
77;818;1021.0;394.0;-103;-20;-796.0;74.0
74;827;900.0;356.0;-15;-2;-866.0;55.0
110;823;968.0;315.0;-52;4;-781.0;175.0
-147;782;1079.0;303.0;-29;-23;-919.0;166.0
-154;787;1092.0;375.0;-15;-21;-968.0;155.0
-154;783;1080.0;354.0;-24;-27;-963.0;161.0
-154;787;1080.0;355.0;-4;-2;-963.0;181.0
-154;784;1080.0;355.0;11;1;-966.0;172.0
-154;782;1087.0;354.0;-14;-11;-949.0;173.0
-32;783;1100.0;383.0;-72;21;-949.0;262.0
-116;787;1018.0;326.0;-77;-21;-892.0;262.0
-48;794;993.0;254.0;-20;-6;-938.0;281.0
14;808;950.0;257.0;36;-32;-897.0;201.0
-82;789;1016.0;407.0;-92;-114;-849.0;97.0
-67;776;950.0;340.0;-85;-62;-951.0;126.0
97;800;1130.0;411.0;-44;-59;-824.0;298.0
103;804;1080.0;411.0;-10;-5;-964.0;14.0
105;810;1077.0;404.0;-5;-14;-1003.0;90.0
55;820;1138.0;426.0;14;0;-953.0;178.0
104;807;1140.0;380.0;-8;17;-986.0;141.0
105;811;1114.0;457.0;16;-14;-993.0;76.0
77;799;1000.0;534.0;2;9;-838.0;295.0
105;819;1140.0;372.0;5;71;-977.0;99.0
90;807;1065.0;412.0;13;-22;-880.0;81.0
61;814;900.0;373.0;-96;36;-724.0;227.0
-25;730;960.0;270.0;-36;-67;-979.0;116.0
149;805;953.0;223.0;11;6;-927.0;230.0
168;807;1054.0;273.0;-23;-24;-962.0;185.0
168;808;1062.0;300.0;9;-29;-971.0;192.0
168;799;1089.0;281.0;-38;-32;-971.0;201.0
168;806;1081.0;288.0;13;-23;-966.0;202.0
167;805;1071.0;292.0;14;-28;-974.0;197.0
168;807;1084.0;295.0;6;9;-970.0;189.0
168;806;1075.0;291.0;-34;23;-973.0;185.0
168;802;1082.0;281.0;22;39;-967.0;192.0
168;801;1048.0;301.0;3;-16;-968.0;201.0
168;805;1070.0;296.0;6;-34;-970.0;203.0
168;806;1081.0;303.0;-19;-3;-961.0;210.0
168;805;1079.0;295.0;25;-32;-960.0;211.0
168;801;1076.0;291.0;9;-1;-966.0;207.0
168;802;1060.0;343.0;-3;-26;-975.0;190.0
168;806;1072.0;278.0;39;-13;-978.0;189.0
167;801;1049.0;446.0;9;-3;-1011.0;224.0
168;803;1060.0;496.0;1;17;-973.0;185.0
168;806;1035.0;450.0;-1;17;-957.0;212.0
168;808;1026.0;435.0;17;17;-966.0;231.0
168;802;1049.0;458.0;-22;-31;-953.0;264.0
67;853;1144.0;472.0;-7;6;-992.0;131.0
70;780;1064.0;483.0;-10;16;-912.0;126.0
168;806;1057.0;448.0;-13;33;-926.0;263.0
168;801;1041.0;472.0;-26;-48;-912.0;281.0
168;812;1029.0;499.0;30;12;-934.0;254.0
168;808;990.0;425.0;-22;6;-948.0;207.0
168;806;1097.0;368.0;24;-8;-963.0;326.0
168;803;1070.0;365.0;61;19;-977.0;191.0
167;800;1094.0;417.0;-2;-7;-968.0;178.0
168;802;1093.0;456.0;-10;-11;-945.0;260.0
168;803;1041.0;409.0;-2;24;-957.0;229.0
168;793;1041.0;389.0;-2;30;-959.0;241.0
-77;799;1021.0;247.0;-149;-58;-968.0;160.0
-171;531;1345.0;949.0;1212;106;-1050.0;-127.0
-146;794;1041.0;536.0;20;-17;-976.0;187.0
77;772;771.0;347.0;-74;-108;-828.0;482.0
92;733;790.0;485.0;-104;-337;-1104.0;753.0
-177;815;1075.0;392.0;-79;-21;-1016.0;177.0
149;796;1114.0;270.0;-149;116;-785.0;157.0
172;799;1002.0;214.0;-252;46;-853.0;96.0
201;786;970.0;217.0;-182;-2;-942.0;-27.0
-177;800;1049.0;435.0;-66;-56;-1129.0;24.0
-177;813;1039.0;440.0;-15;-62;-1125.0;154.0
-177;734;1062.0;394.0;-265;127;-983.0;298.0
-207;784;1040.0;296.0;-125;-40;-788.0;363.0
-177;728;1076.0;410.0;-294;75;-973.0;265.0
-177;725;1026.0;414.0;-257;-23;-954.0;129.0
-123;837;1020.0;305.0;70;-66;-732.0;67.0
-177;719;1027.0;414.0;-222;-10;-950.0;61.0
-158;812;908.0;307.0;-15;-43;-758.0;82.0
-177;703;1006.0;446.0;-83;-65;-1013.0;309.0
167;803;1106.0;416.0;-12;20;-1071.0;273.0
-85;792;950.0;185.0;-112;-35;-960.0;62.0
-161;791;1153.0;252.0;-174;-44;-795.0;301.0
161;836;1006.0;529.0;-6;-32;-1157.0;307.0
-100;811;988.0;289.0;-3;6;-813.0;-123.0
-97;812;1041.0;411.0;-65;-29;-1004.0;9.0
-177;701;1006.0;438.0;-2;-32;-1008.0;353.0
-124;791;1042.0;232.0;-50;95;-1054.0;156.0
155;810;1031.0;430.0;11;-54;-1160.0;346.0
81;806;784.0;310.0;-85;-30;-828.0;399.0
84;797;876.0;355.0;81;-18;-846.0;395.0
69;806;974.0;416.0;-24;46;-1010.0;-1.0
131;822;834.0;270.0;-4;18;-963.0;152.0
142;854;1089.0;186.0;-19;-1;-999.0;-20.0
126;828;1048.0;290.0;-5;85;-846.0;-58.0
-177;690;1014.0;427.0;-53;-1;-964.0;14.0
97;787;1115.0;504.0;-684;-1114;-913.0;240.0
168;805;1081.0;183.0;-20;-26;-979.0;171.0
186;813;1033.0;237.0;-68;-46;-927.0;271.0
-175;811;1015.0;300.0;-23;10;-858.0;349.0
-175;812;992.0;283.0;4;3;-878.0;304.0
-175;810;958.0;282.0;1;-17;-845.0;342.0
-175;810;953.0;285.0;-2;-19;-850.0;399.0
-175;807;939.0;342.0;-34;-42;-876.0;351.0
-175;814;921.0;304.0;6;29;-773.0;420.0
125;809;1000.0;221.0;-97;-54;-905.0;73.0
-177;681;961.0;459.0;-47;-62;-1020.0;231.0
-175;808;952.0;276.0;-14;8;-757.0;270.0
-175;812;882.0;267.0;7;19;-706.0;478.0
-174;813;882.0;236.0;21;-2;-814.0;386.0
-174;809;866.0;247.0;-57;-27;-849.0;513.0
-177;688;1062.0;455.0;-59;-29;-981.0;392.0
80;798;700.0;465.0;82;-47;-976.0;157.0
80;810;609.0;460.0;7;1;-992.0;238.0
16;765;1576.0;324.0;-144;-3;-842.0;84.0
19;765;955.0;291.0;4;-65;-920.0;16.0
18;815;1057.0;171.0;-15;1;-872.0;184.0
17;839;1061.0;121.0;-16;-23;-859.0;262.0
71;812;1021.0;590.0;-43;-22;-602.0;633.0
-177;677;969.0;441.0;-82;-42;-940.0;223.0
72;811;1179.0;650.0;-45;73;-875.0;280.0
71;801;978.0;493.0;45;56;-720.0;412.0
-177;674;1000.0;476.0;-82;-62;-972.0;336.0
-177;665;990.0;447.0;-82;0;-925.0;207.0
-177;659;1020.0;447.0;-10;22;-917.0;221.0
39;707;1068.0;625.0;16;235;-999.0;107.0
-177;650;1103.0;446.0;89;110;-988.0;112.0
178;798;1071.0;516.0;66;-185;-981.0;30.0
156;801;999.0;300.0;31;-10;-1094.0;-65.0
144;807;959.0;199.0;-117;-51;-888.0;263.0
39;732;1120.0;589.0;-89;562;-1025.0;224.0
156;-930;1243.0;425.0;-494;-33;-979.0;-177.0
140;803;742.0;490.0;41;10;-877.0;325.0
131;808;870.0;556.0;-14;-13;-957.0;294.0
127;808;1188.0;449.0;7;-2;-1053.0;331.0
114;792;921.0;428.0;-35;-37;-1068.0;38.0
17;802;1000.0;222.0;3;-104;-1054.0;-14.0
2;819;906.0;384.0;-25;-37;-858.0;-6.0
115;793;1189.0;484.0;-1;-12;-961.0;144.0
157;822;1099.0;448.0;-57;-51;-1040.0;53.0
165;773;927.0;311.0;-246;-106;-838.0;237.0
114;800;1163.0;495.0;-14;32;-1010.0;35.0
114;807;1036.0;497.0;30;17;-1027.0;-18.0
114;800;1026.0;491.0;5;-3;-1037.0;-32.0
56;785;983.0;397.0;-192;-277;-939.0;151.0
-145;788;953.0;234.0;-69;-86;-1024.0;-44.0
-154;804;872.0;381.0;-128;-20;-889.0;32.0
-148;807;869.0;430.0;-86;21;-801.0;173.0
-154;823;892.0;252.0;-142;-133;-789.0;266.0
161;823;957.0;548.0;65;-31;-968.0;39.0
-53;796;1188.0;269.0;-335;13;-828.0;236.0
4;785;840.0;613.0;-949;1188;-824.0;576.0
11;813;1051.0;533.0;-23;-126;-864.0;20.0
12;802;991.0;538.0;-42;-70;-889.0;-34.0
-70;792;827.0;487.0;-119;8;-918.0;39.0
23;809;916.0;254.0;-5;-92;-830.0;43.0
5;791;837.0;295.0;-29;-101;-1175.0;107.0
28;804;988.0;355.0;-97;-8;-955.0;-84.0
44;762;969.0;196.0;-320;-22;-908.0;67.0
103;916;938.0;477.0;-111;126;-972.0;3.0
162;793;959.0;225.0;-129;-64;-777.0;63.0
-152;801;1091.0;173.0;-177;20;-888.0;400.0
-82;804;1147.0;440.0;-76;-55;-1034.0;-36.0
-65;786;881.0;234.0;-22;-41;-926.0;-31.0
-25;757;869.0;411.0;-179;106;-765.0;255.0
-123;765;909.0;276.0;-307;-84;-883.0;144.0
-43;782;954.0;303.0;-33;-85;-976.0;14.0
