InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
473.0;176;110.0;-22.0;252.0;-40.0;112.0;-302.0;533.0
497.0;175;107.0;-36.0;251.0;-29.0;120.0;-303.0;555.0
472.0;-175;113.0;-20.0;262.0;-43.0;119.0;-305.0;530.0
448.0;-157;116.0;-12.0;266.0;-46.0;114.0;-301.0;516.0
377.0;-176;132.0;-1.0;307.0;-63.0;104.0;-280.0;543.0
344.0;-177;103.0;-7.0;319.0;-93.0;88.0;-285.0;670.0
544.0;-177;166.0;282.0;377.0;-33.0;-268.0;-248.0;263.0
358.0;-178;81.0;686.0;383.0;-288.0;-611.0;-459.0;580.0
530.0;158;159.0;129.0;-275.0;-25.0;-104.0;-212.0;209.0
612.0;-175;1.0;-47.0;-194.0;-41.0;98.0;-293.0;667.0
387.0;-76;-7.0;-27.0;-196.0;-140.0;75.0;-343.0;704.0
629.0;-176;-173.0;-63.0;-135.0;-129.0;91.0;-437.0;559.0
1024.0;-178;-564.0;-8.0;-316.0;-19.0;-107.0;-154.0;468.0
244.0;-15;288.0;180.0;-376.0;-25.0;-127.0;-78.0;-46.0
377.0;43;243.0;202.0;-387.0;-30.0;-147.0;-119.0;-60.0
447.0;-198;89.0;96.0;-333.0;-65.0;-120.0;-258.0;511.0
518.0;-177;144.0;141.0;349.0;-67.0;39.0;-254.0;588.0
542.0;-177;118.0;96.0;343.0;-33.0;42.0;-262.0;344.0
463.0;-177;179.0;75.0;338.0;-84.0;46.0;-238.0;499.0
496.0;-177;159.0;56.0;336.0;-74.0;70.0;-242.0;492.0
523.0;-177;134.0;53.0;336.0;-58.0;69.0;-246.0;471.0
494.0;-177;127.0;54.0;336.0;-55.0;67.0;-250.0;469.0
455.0;-177;138.0;66.0;340.0;-64.0;56.0;-252.0;476.0
510.0;-177;157.0;62.0;345.0;-64.0;55.0;-235.0;469.0
684.0;-178;27.0;-4.0;-326.0;-39.0;-4.0;-259.0;613.0
373.0;-177;-87.0;52.0;334.0;-332.0;65.0;-285.0;483.0
317.0;-177;-40.0;40.0;320.0;-372.0;80.0;-268.0;505.0
296.0;-168;232.0;63.0;-354.0;-43.0;-23.0;-129.0;255.0
413.0;-177;7.0;37.0;316.0;-313.0;82.0;-255.0;515.0
521.0;-177;45.0;75.0;361.0;-88.0;38.0;-235.0;469.0
506.0;-177;79.0;91.0;380.0;-106.0;38.0;-223.0;468.0
474.0;-177;80.0;76.0;375.0;-127.0;62.0;-227.0;492.0
481.0;-177;85.0;77.0;375.0;-125.0;62.0;-224.0;493.0
450.0;-177;80.0;66.0;368.0;-132.0;78.0;-228.0;505.0
470.0;-177;74.0;66.0;363.0;-129.0;79.0;-232.0;506.0
462.0;-177;65.0;49.0;349.0;-133.0;95.0;-238.0;520.0
481.0;-177;63.0;44.0;344.0;-132.0;101.0;-241.0;518.0
476.0;-177;73.0;47.0;347.0;-132.0;98.0;-231.0;508.0
473.0;-177;71.0;49.0;344.0;-138.0;97.0;-230.0;508.0
469.0;-177;66.0;49.0;344.0;-144.0;95.0;-230.0;521.0
457.0;-177;61.0;50.0;349.0;-150.0;92.0;-230.0;533.0
456.0;-177;71.0;47.0;355.0;-145.0;96.0;-229.0;509.0
441.0;-177;53.0;38.0;349.0;-141.0;103.0;-238.0;517.0
463.0;-177;56.0;38.0;349.0;-147.0;102.0;-236.0;524.0
465.0;-177;57.0;39.0;349.0;-147.0;101.0;-236.0;524.0
466.0;-177;60.0;40.0;349.0;-144.0;98.0;-233.0;519.0
473.0;-177;62.0;41.0;348.0;-139.0;97.0;-232.0;517.0
463.0;-177;64.0;43.0;350.0;-135.0;95.0;-230.0;512.0
469.0;-177;60.0;41.0;353.0;-136.0;95.0;-234.0;516.0
472.0;-177;56.0;35.0;348.0;-143.0;100.0;-238.0;526.0
462.0;-177;20.0;17.0;325.0;-165.0;119.0;-261.0;556.0
479.0;-177;-1.0;9.0;317.0;-176.0;131.0;-275.0;583.0
476.0;-177;-1.0;5.0;314.0;-178.0;137.0;-277.0;588.0
469.0;-177;-43.0;-21.0;291.0;-195.0;164.0;-307.0;622.0
478.0;-177;-43.0;-21.0;291.0;-195.0;163.0;-307.0;624.0
478.0;-177;-40.0;-20.0;292.0;-194.0;163.0;-305.0;626.0
450.0;-177;-25.0;-19.0;292.0;-196.0;163.0;-297.0;624.0
452.0;-177;-18.0;-18.0;295.0;-192.0;162.0;-292.0;620.0
444.0;-177;-19.0;-16.0;300.0;-194.0;163.0;-293.0;612.0
425.0;-177;-5.0;3.0;319.0;-183.0;152.0;-284.0;588.0
411.0;-177;1.0;5.0;322.0;-184.0;151.0;-281.0;584.0
469.0;-176;8.0;16.0;330.0;-175.0;136.0;-276.0;589.0
456.0;-176;30.0;26.0;336.0;-161.0;123.0;-256.0;549.0
453.0;-176;28.0;30.0;337.0;-162.0;118.0;-255.0;552.0
450.0;-176;32.0;36.0;341.0;-167.0;113.0;-252.0;561.0
452.0;-176;31.0;33.0;340.0;-173.0;116.0;-252.0;567.0
462.0;-176;27.0;34.0;343.0;-170.0;115.0;-253.0;563.0
459.0;-176;29.0;37.0;343.0;-168.0;113.0;-251.0;556.0
477.0;-176;31.0;36.0;344.0;-167.0;112.0;-249.0;554.0
469.0;-176;33.0;38.0;346.0;-165.0;110.0;-247.0;546.0
449.0;-176;38.0;41.0;348.0;-162.0;106.0;-245.0;541.0
442.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;539.0
436.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;538.0
455.0;-176;28.0;20.0;341.0;-158.0;122.0;-255.0;547.0
450.0;-176;29.0;20.0;341.0;-156.0;124.0;-256.0;538.0
450.0;-176;30.0;22.0;342.0;-155.0;121.0;-255.0;529.0
444.0;-176;30.0;25.0;342.0;-155.0;118.0;-255.0;528.0
448.0;-176;31.0;27.0;342.0;-156.0;115.0;-254.0;536.0
484.0;-176;35.0;24.0;340.0;-152.0;118.0;-253.0;556.0
456.0;-176;29.0;24.0;339.0;-159.0;121.0;-256.0;559.0
450.0;-176;30.0;23.0;339.0;-159.0;121.0;-254.0;561.0
453.0;-176;30.0;23.0;340.0;-159.0;121.0;-254.0;560.0
448.0;-176;31.0;23.0;340.0;-159.0;121.0;-253.0;559.0
444.0;-176;33.0;25.0;342.0;-160.0;121.0;-253.0;553.0
452.0;-176;31.0;25.0;342.0;-161.0;121.0;-255.0;553.0
443.0;-176;24.0;20.0;337.0;-159.0;125.0;-259.0;557.0
463.0;-176;27.0;10.0;329.0;-152.0;131.0;-259.0;574.0
461.0;-176;39.0;25.0;336.0;-149.0;110.0;-250.0;557.0
461.0;-176;41.0;26.0;336.0;-151.0;110.0;-249.0;559.0
430.0;-176;32.0;4.0;322.0;-163.0;138.0;-264.0;565.0
443.0;-176;-20.0;-41.0;290.0;-181.0;187.0;-303.0;639.0
446.0;-176;-24.0;-40.0;290.0;-185.0;188.0;-305.0;641.0
447.0;-176;-28.0;-40.0;289.0;-190.0;191.0;-304.0;642.0
450.0;-176;-26.0;-37.0;293.0;-187.0;189.0;-302.0;633.0
413.0;-173;-243.0;-164.0;253.0;-237.0;432.0;-619.0;562.0
454.0;-176;-37.0;-34.0;290.0;-195.0;186.0;-306.0;634.0
458.0;-176;-33.0;-29.0;292.0;-187.0;182.0;-303.0;615.0
455.0;-176;-32.0;-29.0;291.0;-188.0;179.0;-304.0;623.0
472.0;-176;-2.0;-4.0;320.0;-154.0;146.0;-282.0;583.0
452.0;-176;36.0;28.0;341.0;-136.0;111.0;-254.0;519.0
461.0;-176;31.0;25.0;343.0;-131.0;112.0;-256.0;525.0
479.0;-176;61.0;31.0;346.0;-105.0;100.0;-239.0;502.0
374.0;42;211.0;144.0;-370.0;-55.0;-104.0;-119.0;57.0
433.0;-194;59.0;63.0;-303.0;-81.0;-103.0;-268.0;477.0
297.0;-168;246.0;42.0;-319.0;-29.0;-4.0;-157.0;252.0
233.0;147;244.0;112.0;-332.0;-28.0;-76.0;-116.0;190.0
426.0;-182;182.0;20.0;-345.0;22.0;42.0;-162.0;327.0
396.0;-173;397.0;89.0;-393.0;109.0;-27.0;9.0;199.0
220.0;-42;213.0;1.0;-314.0;-64.0;104.0;-184.0;614.0
544.0;57;-95.0;-25.0;-211.0;48.0;-26.0;305.0;122.0
308.0;165;-140.0;23.0;-206.0;60.0;-75.0;263.0;159.0
542.0;222;125.0;156.0;396.0;-24.0;-85.0;-213.0;461.0
561.0;37;-157.0;-20.0;-281.0;39.0;-81.0;267.0;165.0
491.0;43;-173.0;-15.0;-290.0;48.0;-87.0;249.0;184.0
377.0;28;179.0;24.0;-313.0;-60.0;83.0;-180.0;548.0
445.0;-174;840.0;324.0;-27.0;454.0;-715.0;708.0;-258.0
316.0;-140;77.0;50.0;-276.0;-21.0;-14.0;-354.0;-77.0
409.0;-154;65.0;78.0;-283.0;-2.0;-31.0;-355.0;73.0
512.0;-165;66.0;94.0;-299.0;22.0;-25.0;-351.0;173.0
596.0;-164;82.0;76.0;-322.0;58.0;8.0;-328.0;194.0
701.0;-166;106.0;46.0;-335.0;64.0;32.0;-304.0;137.0
443.0;-165;236.0;48.0;-354.0;102.0;32.0;-195.0;16.0
399.0;-192;296.0;182.0;-429.0;113.0;-146.0;-137.0;132.0
635.0;-172;180.0;25.0;-370.0;72.0;-6.0;-159.0;569.0
398.0;-171;327.0;-28.0;-369.0;99.0;100.0;-52.0;364.0
253.0;-176;421.0;57.0;-406.0;68.0;-8.0;17.0;237.0
-110.0;-177;667.0;188.0;-483.0;-101.0;-68.0;141.0;102.0
1001.0;137;50.0;-176.0;54.0;-67.0;296.0;-283.0;667.0
458.0;-158;232.0;77.0;-376.0;28.0;-72.0;-148.0;346.0
402.0;-172;206.0;-72.0;-305.0;78.0;118.0;-147.0;533.0
414.0;-172;241.0;-78.0;-313.0;85.0;132.0;-126.0;514.0
227.0;-172;373.0;38.0;-355.0;13.0;1.0;-37.0;410.0
600.0;-176;260.0;-160.0;2.0;-308.0;351.0;-514.0;174.0
293.0;142;356.0;28.0;-381.0;-25.0;64.0;-21.0;326.0
566.0;157;183.0;-105.0;-250.0;-43.0;71.0;-204.0;-164.0
545.0;163;78.0;-23.0;-280.0;45.0;-64.0;-199.0;63.0
421.0;170;217.0;9.0;-378.0;100.0;-65.0;-74.0;-101.0
922.0;81;201.0;37.0;-260.0;-191.0;101.0;-297.0;301.0
604.0;-176;188.0;-128.0;7.0;-250.0;171.0;-518.0;-96.0
860.0;97;204.0;39.0;-257.0;-185.0;78.0;-296.0;312.0
768.0;164;201.0;20.0;-252.0;-184.0;66.0;-291.0;399.0
723.0;179;194.0;21.0;-250.0;-186.0;29.0;-279.0;487.0
766.0;176;292.0;39.0;-312.0;-162.0;79.0;-271.0;360.0
752.0;178;324.0;59.0;-330.0;-175.0;20.0;-319.0;365.0
347.0;178;109.0;28.0;-314.0;-239.0;60.0;-395.0;402.0
581.0;178;300.0;28.0;-329.0;76.0;54.0;-227.0;384.0
381.0;178;315.0;51.0;-340.0;-2.0;13.0;-204.0;343.0
449.0;-5;353.0;35.0;-332.0;-261.0;40.0;-143.0;369.0
396.0;-164;319.0;25.0;-320.0;-283.0;49.0;-140.0;380.0
473.0;-179;307.0;16.0;-311.0;-286.0;59.0;-132.0;394.0
248.0;-176;164.0;-18.0;-280.0;-344.0;92.0;-156.0;453.0
355.0;-176;126.0;-66.0;-247.0;-351.0;131.0;-202.0;506.0
293.0;-176;123.0;-72.0;-241.0;-361.0;139.0;-220.0;517.0
311.0;-176;130.0;-72.0;-239.0;-401.0;154.0;-229.0;516.0
349.0;-190;146.0;-77.0;-236.0;-416.0;164.0;-240.0;532.0
589.0;-177;331.0;46.0;-363.0;-263.0;24.0;-167.0;371.0
462.0;-177;396.0;41.0;-353.0;-265.0;22.0;-225.0;347.0
481.0;-179;170.0;-110.0;-220.0;-326.0;204.0;-329.0;566.0
370.0;178;282.0;-61.0;-314.0;-321.0;157.0;-261.0;420.0
372.0;178;264.0;-32.0;-357.0;-299.0;141.0;-222.0;445.0
330.0;178;252.0;-7.0;-376.0;-286.0;109.0;-208.0;419.0
295.0;178;254.0;35.0;-410.0;-241.0;55.0;-180.0;328.0
280.0;177;213.0;45.0;-403.0;-169.0;-24.0;-225.0;301.0
292.0;-149;345.0;147.0;-434.0;107.0;-41.0;-55.0;280.0
455.0;141;305.0;141.0;-429.0;26.0;-21.0;-94.0;303.0
537.0;-157;297.0;117.0;-402.0;-14.0;-72.0;-124.0;605.0
499.0;-158;285.0;112.0;-402.0;-13.0;-63.0;-132.0;603.0
605.0;-164;251.0;100.0;-409.0;20.0;-17.0;-130.0;606.0
503.0;-164;496.0;248.0;-439.0;-144.0;-254.0;-115.0;98.0
656.0;-165;413.0;-108.0;-170.0;-251.0;146.0;-167.0;549.0
658.0;-210;418.0;-98.0;-170.0;-236.0;130.0;-139.0;535.0
733.0;-193;288.0;-171.0;-177.0;-185.0;217.0;-136.0;476.0
736.0;-165;281.0;-175.0;-179.0;-178.0;222.0;-136.0;470.0
747.0;-183;282.0;-226.0;-120.0;-252.0;263.0;-316.0;358.0
496.0;-115;143.0;-8.0;18.0;-236.0;93.0;-526.0;499.0
583.0;146;239.0;-30.0;-5.0;-245.0;105.0;-433.0;501.0
581.0;-176;400.0;-67.0;-110.0;-287.0;66.0;-253.0;346.0
584.0;-181;407.0;-66.0;-121.0;-292.0;59.0;-253.0;325.0
581.0;-178;412.0;-64.0;-129.0;-302.0;52.0;-257.0;305.0
613.0;162;-57.0;-77.0;-270.0;-190.0;152.0;-344.0;444.0
638.0;157;95.0;27.0;-335.0;-124.0;69.0;-241.0;309.0
587.0;169;123.0;52.0;-347.0;-111.0;44.0;-219.0;266.0
461.0;-156;444.0;196.0;-462.0;-78.0;-80.0;33.0;172.0
473.0;-168;374.0;139.0;-432.0;58.0;-83.0;-30.0;62.0
463.0;-178;218.0;114.0;-420.0;34.0;-45.0;-110.0;579.0
267.0;-149;321.0;170.0;-436.0;26.0;-46.0;-45.0;160.0
609.0;137;276.0;173.0;-421.0;48.0;-77.0;-100.0;198.0
428.0;-185;204.0;77.0;-392.0;40.0;7.0;-148.0;583.0
441.0;176;198.0;-1.0;-412.0;-303.0;121.0;-253.0;299.0
520.0;-179;109.0;-137.0;22.0;-354.0;280.0;-463.0;-61.0
489.0;177;175.0;3.0;-417.0;-268.0;111.0;-240.0;282.0
740.0;166;-742.0;-523.0;425.0;91.0;639.0;-825.0;158.0
456.0;178;165.0;12.0;-424.0;-237.0;97.0;-219.0;292.0
336.0;175;-753.0;-557.0;-594.0;-334.0;604.0;-541.0;-344.0
376.0;177;138.0;27.0;-433.0;-205.0;76.0;-217.0;283.0
264.0;-177;-733.0;-258.0;66.0;-463.0;607.0;-577.0;-641.0
530.0;-132;425.0;129.0;-486.0;54.0;-33.0;-99.0;149.0
369.0;-176;369.0;185.0;-436.0;88.0;-50.0;-39.0;87.0
423.0;-168;264.0;-4.0;-374.0;44.0;141.0;-144.0;575.0
393.0;-171;281.0;0.0;-381.0;46.0;148.0;-128.0;564.0
625.0;168;340.0;117.0;-428.0;77.0;-9.0;-61.0;276.0
325.0;178;247.0;9.0;-390.0;-270.0;88.0;-195.0;386.0
204.0;-173;-275.0;114.0;324.0;20.0;-274.0;278.0;442.0
368.0;177;190.0;-112.0;-246.0;-265.0;227.0;-261.0;536.0
203.0;172;333.0;13.0;-221.0;-317.0;20.0;-222.0;400.0
259.0;172;312.0;-82.0;17.0;-310.0;126.0;-348.0;366.0
413.0;174;334.0;-196.0;0.0;-366.0;177.0;-390.0;335.0
421.0;174;314.0;-210.0;-100.0;-382.0;123.0;-406.0;365.0
494.0;174;319.0;-203.0;-102.0;-359.0;127.0;-405.0;363.0
509.0;174;321.0;-207.0;-102.0;-360.0;129.0;-403.0;328.0
605.0;174;322.0;-218.0;-104.0;-349.0;143.0;-392.0;329.0
603.0;174;295.0;-218.0;-113.0;-343.0;146.0;-382.0;335.0
615.0;174;296.0;-216.0;-118.0;-339.0;148.0;-373.0;346.0
740.0;174;297.0;-215.0;-128.0;-331.0;142.0;-356.0;389.0
570.0;174;311.0;-207.0;-132.0;-344.0;141.0;-355.0;336.0
614.0;174;315.0;-206.0;-134.0;-334.0;139.0;-351.0;348.0
894.0;219;415.0;-235.0;-76.0;-294.0;276.0;-437.0;587.0
443.0;173;306.0;-129.0;-106.0;-364.0;90.0;-435.0;386.0
477.0;173;312.0;-134.0;-96.0;-361.0;101.0;-439.0;275.0
478.0;173;395.0;-165.0;-63.0;-326.0;174.0;-417.0;258.0
464.0;173;388.0;-172.0;-68.0;-317.0;188.0;-422.0;320.0
427.0;173;372.0;-178.0;-68.0;-312.0;153.0;-437.0;306.0
432.0;173;353.0;-175.0;-82.0;-298.0;103.0;-445.0;279.0
469.0;173;332.0;-154.0;-78.0;-300.0;123.0;-450.0;335.0
471.0;173;319.0;-150.0;-82.0;-305.0;117.0;-456.0;332.0
306.0;-163;201.0;70.0;-307.0;-268.0;-119.0;-322.0;176.0
294.0;34;205.0;383.0;-266.0;-45.0;-251.0;10.0;422.0
352.0;-157;-35.0;57.0;304.0;-111.0;31.0;-352.0;686.0
191.0;-173;-443.0;-327.0;47.0;-591.0;521.0;-745.0;666.0
747.0;173;281.0;-5.0;-305.0;-288.0;106.0;-248.0;517.0
764.0;173;282.0;-6.0;-305.0;-287.0;104.0;-245.0;516.0
214.0;-163;318.0;128.0;-344.0;-262.0;-188.0;-258.0;103.0
499.0;-174;-4.0;-162.0;-88.0;-306.0;229.0;-559.0;586.0
504.0;-174;-5.0;-159.0;-88.0;-308.0;227.0;-557.0;582.0
525.0;-164;-128.0;-67.0;-252.0;-358.0;226.0;-541.0;677.0
508.0;-156;395.0;46.0;-312.0;-253.0;-227.0;-358.0;22.0
320.0;-180;45.0;-240.0;-53.0;-476.0;372.0;-438.0;727.0
253.0;-169;472.0;521.0;-362.0;143.0;-423.0;398.0;149.0
303.0;-169;249.0;395.0;-271.0;-25.0;-231.0;17.0;467.0
432.0;-173;189.0;387.0;-256.0;38.0;-200.0;-4.0;590.0
563.0;-172;307.0;544.0;-317.0;147.0;-476.0;351.0;580.0
250.0;-177;271.0;25.0;-337.0;-379.0;40.0;-245.0;389.0
659.0;-176;643.0;17.0;-270.0;-265.0;14.0;-228.0;462.0
647.0;-179;236.0;-272.0;20.0;-212.0;238.0;-573.0;-40.0
612.0;-172;146.0;-29.0;-316.0;54.0;49.0;-184.0;718.0
610.0;-177;618.0;61.0;-366.0;-127.0;17.0;-193.0;330.0
409.0;-176;198.0;-161.0;-8.0;-311.0;261.0;-563.0;-90.0
602.0;-177;630.0;64.0;-372.0;-118.0;16.0;-184.0;327.0
651.0;-177;629.0;55.0;-365.0;-114.0;29.0;-196.0;340.0
699.0;-177;615.0;47.0;-359.0;-118.0;39.0;-207.0;350.0
794.0;-176;632.0;-152.0;-212.0;-171.0;185.0;-227.0;437.0
566.0;-176;142.0;-157.0;-17.0;-311.0;269.0;-564.0;-85.0
206.0;-177;193.0;-96.0;-263.0;-237.0;186.0;-363.0;552.0
531.0;-174;45.0;-170.0;-81.0;-271.0;234.0;-563.0;602.0
281.0;174;294.0;-221.0;-92.0;-423.0;133.0;-412.0;322.0
354.0;174;323.0;-208.0;-39.0;-390.0;162.0;-398.0;413.0
499.0;-177;172.0;509.0;405.0;-36.0;-294.0;-229.0;-247.0
317.0;175;344.0;-158.0;31.0;-352.0;204.0;-392.0;48.0
208.0;172;323.0;-98.0;29.0;-325.0;144.0;-364.0;360.0
882.0;175;232.0;32.0;-281.0;-166.0;40.0;-261.0;467.0
419.0;178;308.0;-78.0;-286.0;-332.0;216.0;-294.0;553.0
202.0;180;365.0;-70.0;-254.0;-316.0;106.0;-205.0;475.0
265.0;177;388.0;-86.0;-252.0;-308.0;118.0;-198.0;480.0
247.0;177;398.0;-93.0;-253.0;-303.0;115.0;-202.0;478.0
710.0;164;899.0;81.0;-385.0;-273.0;77.0;158.0;424.0
923.0;173;590.0;163.0;-452.0;-179.0;-63.0;-202.0;189.0
541.0;175;344.0;98.0;-384.0;-299.0;-166.0;-258.0;168.0
603.0;158;-189.0;55.0;-187.0;-247.0;-48.0;-544.0;318.0
763.0;-176;377.0;-171.0;-29.0;-202.0;301.0;-422.0;18.0
924.0;142;74.0;-118.0;-146.0;148.0;10.0;-384.0;-198.0
559.0;-176;136.0;-149.0;-37.0;-409.0;330.0;-574.0;66.0
394.0;-176;-84.0;-16.0;-156.0;-160.0;14.0;-400.0;711.0
569.0;-172;123.0;75.0;-357.0;32.0;-99.0;-187.0;683.0
763.0;166;751.0;233.0;-513.0;13.0;-327.0;263.0;104.0
471.0;-172;529.0;110.0;-394.0;-276.0;-90.0;71.0;355.0
489.0;-159;250.0;198.0;-419.0;120.0;-185.0;-150.0;605.0
847.0;178;337.0;63.0;-333.0;-151.0;18.0;-309.0;353.0
485.0;-176;-215.0;-185.0;-190.0;-492.0;301.0;-507.0;629.0
561.0;-176;136.0;-149.0;-35.0;-411.0;321.0;-573.0;29.0
203.0;-163;439.0;162.0;-413.0;80.0;-89.0;-24.0;-129.0
763.0;-179;147.0;-239.0;31.0;-215.0;420.0;-570.0;271.0
540.0;-174;62.0;-162.0;-89.0;-265.0;225.0;-558.0;602.0
968.0;-181;-343.0;82.0;271.0;11.0;-177.0;171.0;585.0
493.0;-176;209.0;-267.0;-82.0;-390.0;308.0;-495.0;317.0
660.0;-179;287.0;-138.0;-9.0;-341.0;243.0;-525.0;-27.0
661.0;-179;281.0;-138.0;-11.0;-344.0;243.0;-532.0;-29.0
462.0;-171;752.0;588.0;445.0;508.0;-707.0;756.0;448.0
568.0;-179;260.0;-143.0;-15.0;-384.0;242.0;-554.0;-6.0
385.0;-141;-152.0;-161.0;342.0;16.0;81.0;236.0;507.0
352.0;-179;258.0;-146.0;-22.0;-517.0;190.0;-448.0;82.0
348.0;173;133.0;-3.0;-329.0;-394.0;117.0;-299.0;508.0
255.0;75;277.0;185.0;-386.0;-28.0;-132.0;-93.0;-55.0
770.0;-171;-161.0;-313.0;33.0;-328.0;392.0;-707.0;527.0
949.0;-179;652.0;188.0;-465.0;34.0;-94.0;205.0;191.0
562.0;85;408.0;265.0;-439.0;103.0;-223.0;-18.0;-127.0
219.0;-177;-93.0;51.0;335.0;-302.0;66.0;-281.0;482.0
292.0;-177;-26.0;35.0;316.0;-387.0;85.0;-269.0;510.0
345.0;-208;374.0;203.0;-459.0;110.0;-163.0;-42.0;141.0
991.0;-179;528.0;-86.0;-78.0;-178.0;30.0;-126.0;-29.0
522.0;-172;36.0;40.0;-273.0;-65.0;-84.0;-273.0;714.0
559.0;-179;534.0;-90.0;-92.0;-365.0;44.0;-152.0;-73.0
397.0;-171;-378.0;-147.0;306.0;505.0;75.0;237.0;431.0
495.0;-154;-260.0;-201.0;484.0;-22.0;99.0;76.0;-48.0
568.0;164;-80.0;-122.0;403.0;128.0;-50.0;260.0;82.0
493.0;198;-284.0;-29.0;393.0;289.0;-85.0;242.0;259.0
731.0;-179;540.0;-81.0;-91.0;-357.0;93.0;-160.0;-64.0
350.0;-159;184.0;80.0;-369.0;16.0;-11.0;-173.0;659.0
795.0;-177;170.0;51.0;-375.0;52.0;56.0;-192.0;577.0
621.0;173;191.0;0.0;-322.0;-361.0;118.0;-333.0;486.0
890.0;178;191.0;10.0;-322.0;-1.0;75.0;-331.0;393.0
658.0;-175;237.0;-101.0;-150.0;-239.0;170.0;-505.0;578.0
194.0;146;3.0;50.0;314.0;471.0;-18.0;203.0;278.0
249.0;72;-198.0;19.0;-175.0;109.0;-53.0;337.0;376.0
793.0;-177;47.0;-263.0;-35.0;-322.0;392.0;-384.0;744.0
504.0;-174;474.0;-61.0;-274.0;-502.0;187.0;-274.0;629.0
449.0;152;35.0;86.0;149.0;158.0;-234.0;383.0;573.0
468.0;-190;-83.0;109.0;-196.0;155.0;-244.0;297.0;480.0
933.0;178;-371.0;-65.0;348.0;41.0;34.0;95.0;382.0
212.0;-276;215.0;7.0;-316.0;-64.0;99.0;-172.0;595.0
713.0;174;405.0;55.0;-360.0;-203.0;80.0;-395.0;305.0
734.0;-176;71.0;-99.0;-19.0;-277.0;132.0;-543.0;-119.0
