InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;Accelerometer RUA_ accY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LH accZ;InertialMeasurementUnit R-SHOE Body_Ax
564.0;-823.0;479.0;194.0;759.0;957.0;462;-168;462;-82.0;275
472.0;-790.0;345.0;214.0;805.0;1030.0;-8;-166;-8;101.0;319
482.0;-608.0;620.0;395.0;866.0;798.0;-3;-163;-3;72.0;258
483.0;-598.0;592.0;515.0;843.0;799.0;-15;-163;-15;113.0;265
483.0;-694.0;430.0;449.0;752.0;896.0;-35;-164;-35;101.0;258
406.0;-633.0;415.0;542.0;866.0;812.0;86;-169;86;80.0;300
490.0;-831.0;243.0;228.0;702.0;862.0;-123;-121;-123;273.0;357
426.0;-728.0;446.0;296.0;701.0;971.0;65;-170;65;-38.0;390
498.0;-801.0;228.0;316.0;500.0;792.0;-39;-121;-39;132.0;266
542.0;-669.0;426.0;256.0;765.0;851.0;-21;-171;-21;-39.0;211
523.0;-748.0;417.0;252.0;704.0;831.0;38;-174;38;57.0;236
491.0;-862.0;350.0;148.0;665.0;959.0;20;-173;20;236.0;293
564.0;-595.0;294.0;399.0;702.0;883.0;13;-165;13;-68.0;259
576.0;-779.0;289.0;388.0;649.0;861.0;30;-165;30;133.0;301
431.0;-752.0;407.0;287.0;688.0;895.0;-171;-160;-171;40.0;312
427.0;-757.0;403.0;277.0;663.0;858.0;-52;-160;-52;61.0;314
419.0;-721.0;432.0;277.0;653.0;929.0;-49;-160;-49;79.0;327
450.0;-724.0;385.0;415.0;676.0;945.0;16;-163;16;162.0;248
538.0;-797.0;207.0;337.0;539.0;884.0;42;-166;42;80.0;251
541.0;-721.0;88.0;271.0;483.0;917.0;20;-165;20;176.0;255
273.0;-766.0;433.0;306.0;483.0;881.0;15;-167;15;133.0;257
281.0;-792.0;460.0;363.0;677.0;828.0;-6;-167;-6;61.0;273
286.0;-778.0;369.0;323.0;647.0;936.0;0;-167;0;99.0;250
293.0;-802.0;355.0;227.0;643.0;958.0;-33;-167;-33;26.0;262
443.0;-724.0;293.0;326.0;610.0;872.0;107;-165;107;-85.0;219
572.0;-725.0;312.0;247.0;650.0;865.0;114;-158;114;-67.0;274
572.0;-814.0;318.0;291.0;562.0;944.0;46;-159;46;113.0;278
275.0;-776.0;385.0;283.0;691.0;949.0;-32;-167;-32;30.0;263
418.0;-795.0;246.0;391.0;668.0;926.0;24;-175;24;232.0;283
414.0;-707.0;455.0;348.0;647.0;862.0;-18;-175;-18;19.0;261
424.0;-806.0;357.0;284.0;662.0;939.0;-17;-175;-17;143.0;285
426.0;-771.0;394.0;323.0;642.0;925.0;-9;-175;-9;80.0;277
429.0;-779.0;396.0;288.0;678.0;943.0;4;-175;4;71.0;273
425.0;-815.0;339.0;253.0;672.0;980.0;3;-175;3;7.0;272
423.0;-806.0;328.0;270.0;672.0;970.0;-2;-175;-2;73.0;275
423.0;-812.0;339.0;337.0;687.0;966.0;6;-175;6;50.0;273
412.0;-758.0;382.0;260.0;674.0;932.0;-56;-175;-56;30.0;277
370.0;-774.0;298.0;122.0;763.0;1153.0;85;-161;85;18.0;260
500.0;-671.0;297.0;231.0;735.0;1032.0;-71;-162;-71;50.0;331
366.0;-696.0;302.0;316.0;599.0;973.0;-17;-163;-17;82.0;305
473.0;-475.0;648.0;270.0;900.0;895.0;1434;-161;1434;51.0;422
457.0;-723.0;454.0;387.0;755.0;828.0;11;172;11;186.0;262
467.0;-890.0;420.0;346.0;702.0;917.0;29;-180;29;111.0;244
488.0;-710.0;176.0;306.0;536.0;908.0;189;-143;189;318.0;229
404.0;-760.0;222.0;247.0;664.0;1013.0;345;-145;345;141.0;263
407.0;-663.0;390.0;507.0;755.0;843.0;17;-160;17;54.0;256
402.0;-628.0;307.0;476.0;696.0;842.0;-42;-160;-42;110.0;258
391.0;-671.0;346.0;403.0;681.0;850.0;89;-160;89;213.0;250
605.0;-599.0;657.0;444.0;917.0;846.0;-5;-152;-5;-50.0;348
-349.0;-883.0;202.0;80.0;559.0;1045.0;-22;-155;-22;222.0;273
432.0;-780.0;269.0;255.0;555.0;954.0;23;-179;23;275.0;273
326.0;-749.0;292.0;190.0;755.0;996.0;136;-211;136;186.0;347
220.0;-711.0;222.0;382.0;631.0;840.0;14;-173;14;29.0;234
478.0;-905.0;396.0;516.0;834.0;965.0;54;-164;54;197.0;244
511.0;-757.0;567.0;409.0;744.0;788.0;116;-154;116;202.0;272
579.0;-1084.0;203.0;41.0;450.0;1291.0;115;-159;115;-203.0;314
663.0;-760.0;273.0;457.0;728.0;897.0;14;-174;14;132.0;292
699.0;-688.0;385.0;315.0;605.0;871.0;95;-175;95;212.0;286
442.0;-850.0;126.0;188.0;532.0;972.0;46;-168;46;150.0;287
442.0;-545.0;381.0;115.0;927.0;838.0;7;-168;7;183.0;201
455.0;-709.0;495.0;221.0;817.0;961.0;1;-157;1;-331.0;261
577.0;-587.0;233.0;329.0;765.0;848.0;-101;-169;-101;336.0;273
561.0;-585.0;242.0;349.0;682.0;805.0;-21;-166;-21;232.0;293
826.0;-819.0;88.0;253.0;524.0;1033.0;7;-155;7;152.0;299
643.0;-776.0;217.0;288.0;531.0;895.0;65;-157;65;109.0;284
630.0;-747.0;282.0;357.0;610.0;925.0;81;-156;81;-55.0;304
547.0;-638.0;251.0;261.0;608.0;731.0;8;-168;8;228.0;249
930.0;-547.0;442.0;304.0;746.0;877.0;28;-160;28;173.0;246
730.0;-782.0;338.0;251.0;672.0;920.0;15;-165;15;72.0;257
353.0;-623.0;158.0;232.0;565.0;776.0;50;-170;50;178.0;236
490.0;-544.0;692.0;557.0;888.0;621.0;92;-155;92;196.0;274
-343.0;-890.0;146.0;-134.0;545.0;993.0;-4;-162;-4;232.0;262
529.0;-777.0;364.0;489.0;830.0;896.0;54;-156;54;161.0;253
486.0;-760.0;370.0;457.0;774.0;873.0;97;168;97;127.0;252
496.0;-784.0;89.0;144.0;445.0;985.0;168;-168;168;338.0;242
891.0;-590.0;252.0;367.0;733.0;778.0;31;-158;31;330.0;286
463.0;-914.0;333.0;189.0;565.0;784.0;-5;-169;-5;29.0;198
459.0;-917.0;285.0;169.0;564.0;822.0;4;-169;4;38.0;211
536.0;-670.0;302.0;246.0;811.0;1025.0;-134;-160;-134;118.0;146
802.0;-779.0;344.0;299.0;622.0;987.0;20;-158;20;298.0;319
840.0;-774.0;329.0;245.0;681.0;961.0;5;-157;5;142.0;334
830.0;-813.0;287.0;153.0;655.0;998.0;2;-157;2;-51.0;321
831.0;-791.0;346.0;261.0;684.0;983.0;-57;-157;-57;151.0;338
838.0;-779.0;331.0;257.0;710.0;963.0;-48;-157;-48;124.0;327
827.0;-801.0;337.0;263.0;679.0;1018.0;-24;-157;-24;134.0;328
627.0;-620.0;188.0;-41.0;646.0;1230.0;-24;-111;-24;65.0;526
819.0;-785.0;348.0;286.0;830.0;889.0;87;-156;87;265.0;331
791.0;-723.0;347.0;340.0;557.0;877.0;42;-156;42;290.0;271
396.0;-815.0;301.0;287.0;540.0;972.0;44;-156;44;156.0;281
361.0;-1064.0;37.0;239.0;477.0;980.0;7;-170;7;140.0;171
405.0;-839.0;237.0;271.0;549.0;972.0;-13;-156;-13;31.0;278
398.0;-839.0;239.0;274.0;589.0;1007.0;-48;-156;-48;91.0;278
400.0;-841.0;244.0;277.0;558.0;999.0;-37;-156;-37;107.0;279
404.0;-832.0;243.0;285.0;527.0;981.0;-29;-156;-29;65.0;285
404.0;-837.0;237.0;283.0;577.0;990.0;7;-156;7;81.0;279
413.0;-842.0;252.0;277.0;556.0;990.0;-2;-156;-2;93.0;279
417.0;-835.0;242.0;261.0;585.0;1002.0;6;-156;6;121.0;273
425.0;-815.0;264.0;308.0;599.0;980.0;-21;-156;-21;126.0;269
429.0;-811.0;271.0;288.0;562.0;972.0;-44;-156;-44;79.0;278
433.0;-811.0;289.0;285.0;575.0;971.0;0;-156;0;81.0;271
260.0;-691.0;130.0;263.0;622.0;916.0;88;-155;88;-83.0;263
-300.0;-1012.0;57.0;162.0;819.0;1169.0;281;-152;281;170.0;563
789.0;-800.0;185.0;182.0;308.0;753.0;-666;-148;-666;-10.0;308
430.0;-576.0;476.0;-99.0;764.0;979.0;420;-140;420;216.0;462
433.0;-694.0;174.0;20.0;698.0;1045.0;108;-167;108;50.0;254
541.0;-639.0;241.0;391.0;694.0;783.0;97;-162;97;374.0;209
523.0;-640.0;240.0;239.0;454.0;713.0;-73;-162;-73;231.0;217
208.0;-628.0;194.0;300.0;573.0;764.0;-51;-164;-51;7.0;220
543.0;-660.0;217.0;306.0;521.0;784.0;-55;-164;-55;79.0;289
476.0;-325.0;365.0;117.0;559.0;956.0;82;-171;82;189.0;256
363.0;-662.0;167.0;212.0;538.0;934.0;-79;-163;-79;-261.0;265
883.0;-641.0;223.0;312.0;512.0;632.0;-11;-159;-11;64.0;258
744.0;-686.0;238.0;250.0;466.0;845.0;79;-156;79;165.0;261
325.0;-920.0;320.0;263.0;656.0;984.0;-11;-171;-11;161.0;266
473.0;-933.0;235.0;439.0;644.0;916.0;-99;-170;-99;58.0;315
598.0;-792.0;241.0;264.0;357.0;815.0;87;-143;87;59.0;131
433.0;-677.0;285.0;326.0;467.0;810.0;-28;-157;-28;193.0;271
500.0;-772.0;446.0;418.0;655.0;935.0;-4;176;-4;198.0;264
564.0;-896.0;169.0;90.0;508.0;1196.0;-614;-64;-614;-13.0;-96
505.0;-621.0;522.0;355.0;780.0;859.0;-29;176;-29;97.0;267
595.0;-628.0;311.0;417.0;715.0;821.0;147;-143;147;152.0;332
-41.0;-957.0;424.0;217.0;682.0;800.0;-6;-161;-6;566.0;155
388.0;-256.0;822.0;729.0;1088.0;505.0;214;-173;214;74.0;341
528.0;-755.0;154.0;181.0;571.0;1017.0;727;-153;727;30.0;294
421.0;-284.0;629.0;111.0;741.0;892.0;-41;175;-41;776.0;270
501.0;-824.0;523.0;385.0;470.0;915.0;0;176;0;211.0;263
761.0;-712.0;193.0;245.0;479.0;715.0;175;-164;175;-150.0;229
485.0;-567.0;850.0;444.0;795.0;426.0;109;-170;109;416.0;262
563.0;-794.0;557.0;106.0;672.0;890.0;-45;186;-45;-83.0;310
774.0;-631.0;268.0;285.0;480.0;776.0;-128;-148;-128;-75.0;231
402.0;-933.0;120.0;24.0;540.0;1032.0;-819;-147;-819;591.0;301
573.0;-952.0;256.0;257.0;745.0;1177.0;-1274;-77;-1274;-156.0;258
432.0;-569.0;527.0;-68.0;824.0;916.0;134;-165;134;-119.0;262
392.0;-827.0;212.0;-4.0;659.0;1007.0;-3696;-144;-3696;260.0;578
1117.0;-785.0;181.0;160.0;678.0;1293.0;-380;-165;-380;47.0;74
336.0;-859.0;284.0;235.0;535.0;958.0;342;178;342;318.0;341
807.0;-827.0;287.0;304.0;728.0;960.0;16;-158;16;353.0;309
822.0;-813.0;290.0;239.0;676.0;1013.0;39;-158;39;246.0;315
1014.0;-1263.0;78.0;99.0;392.0;1028.0;-34;-167;-34;215.0;333
913.0;-984.0;79.0;98.0;408.0;1120.0;-88;-115;-88;-164.0;233
-469.0;-717.0;140.0;-41.0;750.0;1316.0;68;-164;68;13.0;280
410.0;714.0;605.0;992.0;451.0;-422.0;4;-162;4;118.0;277
531.0;-512.0;127.0;224.0;427.0;1097.0;75;-148;75;134.0;441
448.0;-996.0;110.0;281.0;737.0;1009.0;5;-171;5;176.0;270
450.0;-744.0;329.0;315.0;902.0;958.0;56;-160;56;490.0;257
834.0;-875.0;311.0;364.0;665.0;916.0;9;-158;9;-97.0;284
113.0;-477.0;764.0;246.0;875.0;685.0;-16;-169;-16;661.0;154
454.0;-667.0;704.0;277.0;857.0;616.0;-30;176;-30;513.0;279
480.0;-353.0;26.0;406.0;732.0;992.0;-6;-155;-6;53.0;265
580.0;-793.0;-65.0;-121.0;281.0;997.0;-211;-160;-211;310.0;306
397.0;-809.0;276.0;227.0;830.0;1047.0;11;-146;11;247.0;94
596.0;-415.0;630.0;352.0;873.0;739.0;49;-174;49;-784.0;246
88.0;-923.0;407.0;120.0;610.0;997.0;534;-164;534;63.0;247
395.0;-93.0;846.0;479.0;1057.0;547.0;8;-159;8;213.0;265
428.0;-376.0;776.0;338.0;926.0;660.0;-8;-162;-8;68.0;284
481.0;-821.0;209.0;184.0;631.0;1036.0;2616;-161;2616;-52.0;429
521.0;-195.0;813.0;309.0;1002.0;559.0;8;-157;8;18.0;295
432.0;-388.0;746.0;296.0;1004.0;683.0;-18;-162;-18;70.0;285
432.0;-417.0;734.0;315.0;1026.0;737.0;21;-162;21;67.0;281
431.0;-413.0;796.0;321.0;941.0;608.0;-15;-162;-15;91.0;280
353.0;-967.0;501.0;424.0;779.0;956.0;57;-179;57;89.0;249
1081.0;107.0;545.0;968.0;758.0;292.0;-1214;-148;-1214;-45.0;455
446.0;-657.0;765.0;344.0;869.0;563.0;-7;-162;-7;17.0;281
506.0;-432.0;598.0;-111.0;588.0;711.0;-8;-161;-8;174.0;317
529.0;-572.0;731.0;430.0;853.0;516.0;-24;-156;-24;14.0;415
372.0;-468.0;712.0;159.0;772.0;517.0;553;-159;553;550.0;471
1122.0;-695.0;180.0;382.0;622.0;884.0;116;-156;116;210.0;323
492.0;309.0;941.0;704.0;870.0;97.0;6;-132;6;-569.0;223
1053.0;-814.0;170.0;296.0;503.0;769.0;5;-150;5;77.0;245
264.0;-869.0;145.0;99.0;497.0;1021.0;-52;-158;-52;-550.0;299
486.0;-982.0;231.0;259.0;696.0;832.0;-123;-120;-123;179.0;329
435.0;-575.0;622.0;396.0;961.0;783.0;-112;-140;-112;311.0;328
1208.0;-638.0;213.0;268.0;718.0;958.0;-128;-173;-128;304.0;259
425.0;-862.0;357.0;57.0;537.0;1082.0;45;-170;45;107.0;394
417.0;-890.0;344.0;237.0;760.0;969.0;-151;-164;-151;-7.0;442
474.0;-539.0;253.0;-178.0;522.0;839.0;13;-165;13;55.0;326
412.0;-785.0;239.0;359.0;524.0;1043.0;-24;176;-24;305.0;266
421.0;-704.0;189.0;183.0;642.0;1016.0;-24;176;-24;342.0;257
506.0;-987.0;116.0;85.0;516.0;956.0;116;-168;116;214.0;225
410.0;-906.0;-69.0;124.0;366.0;1032.0;139;-163;139;295.0;280
621.0;-291.0;791.0;182.0;949.0;599.0;9;-156;9;-180.0;256
916.0;-569.0;205.0;237.0;522.0;727.0;104;-171;104;-97.0;96
528.0;-21.0;639.0;810.0;608.0;380.0;40;-146;40;66.0;262
541.0;-805.0;522.0;246.0;1061.0;807.0;66;161;66;148.0;275
1098.0;-1010.0;-26.0;294.0;511.0;1173.0;37;-156;37;129.0;284
412.0;-812.0;19.0;122.0;456.0;946.0;-34;-156;-34;-65.0;266
677.0;-977.0;172.0;182.0;421.0;935.0;1255;-144;1255;142.0;424
-144.0;-539.0;457.0;-144.0;817.0;977.0;-3;-164;-3;-624.0;263
561.0;129.0;878.0;530.0;875.0;356.0;1;-157;1;202.0;278
1434.0;-575.0;220.0;331.0;764.0;776.0;-8;-166;-8;303.0;236
901.0;-977.0;134.0;92.0;523.0;1339.0;728;-91;728;64.0;13
918.0;-980.0;169.0;30.0;653.0;1213.0;-384;-155;-384;243.0;2726
453.0;-1056.0;253.0;134.0;423.0;867.0;-13;-176;-13;197.0;293
613.0;-307.0;741.0;28.0;940.0;632.0;-18;-156;-18;-126.0;249
290.0;-915.0;178.0;188.0;579.0;1051.0;142;-156;142;-176.0;321
597.0;-518.0;637.0;-41.0;914.0;687.0;-26;-156;-26;337.0;258
282.0;-685.0;135.0;71.0;457.0;940.0;784;84;784;-10.0;-512
