Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
208.0;-124.0;24;156.0;359.0;122.0;-309.0;130.0;389.0
315.0;-99.0;-8;170.0;369.0;168.0;-369.0;266.0;403.0
368.0;-122.0;27;130.0;388.0;177.0;-350.0;267.0;367.0
600.0;-171.0;6;-1.0;738.0;31.0;-715.0;465.0;583.0
330.0;-133.0;0;173.0;391.0;221.0;-318.0;247.0;456.0
338.0;-101.0;18;154.0;408.0;226.0;-328.0;235.0;463.0
335.0;-80.0;11;172.0;376.0;222.0;-326.0;241.0;447.0
102.0;-72.0;35;192.0;375.0;247.0;-310.0;296.0;280.0
277.0;-119.0;-31;174.0;383.0;236.0;-284.0;197.0;300.0
254.0;-170.0;-17;191.0;434.0;350.0;-227.0;188.0;344.0
375.0;55.0;22;335.0;448.0;567.0;-915.0;273.0;336.0
343.0;-86.0;-21;165.0;373.0;232.0;-328.0;220.0;440.0
299.0;-261.0;-7;221.0;358.0;240.0;-299.0;222.0;396.0
904.0;1.0;14;255.0;824.0;279.0;-846.0;305.0;456.0
410.0;-58.0;-69;486.0;561.0;544.0;-353.0;-36.0;52.0
336.0;-123.0;2;157.0;390.0;199.0;-307.0;237.0;449.0
316.0;-215.0;-15;219.0;432.0;225.0;-393.0;291.0;442.0
365.0;-86.0;21;152.0;379.0;150.0;-344.0;284.0;435.0
300.0;-178.0;-2228;94.0;381.0;100.0;-504.0;163.0;430.0
307.0;-90.0;-47;171.0;478.0;231.0;-263.0;232.0;356.0
508.0;-121.0;181;42.0;378.0;230.0;-399.0;271.0;411.0
398.0;6.0;7;304.0;397.0;388.0;-329.0;170.0;375.0
272.0;-156.0;-11;143.0;378.0;164.0;-318.0;256.0;417.0
383.0;-112.0;-7;222.0;466.0;70.0;-823.0;560.0;405.0
377.0;-115.0;15;186.0;360.0;211.0;-325.0;276.0;482.0
290.0;-109.0;1;211.0;348.0;226.0;-281.0;203.0;477.0
358.0;-554.0;-7;299.0;359.0;387.0;-320.0;137.0;346.0
329.0;-95.0;1;167.0;363.0;232.0;-326.0;228.0;465.0
340.0;62.0;165;180.0;413.0;154.0;-329.0;236.0;442.0
362.0;-107.0;-13;161.0;346.0;187.0;-328.0;245.0;436.0
350.0;-89.0;-20;165.0;380.0;217.0;-328.0;231.0;473.0
266.0;-16.0;-236;523.0;416.0;366.0;-501.0;56.0;-51.0
242.0;-245.0;-1;525.0;326.0;526.0;-312.0;59.0;135.0
281.0;-101.0;4;109.0;348.0;177.0;-303.0;213.0;424.0
349.0;34.0;5;306.0;370.0;328.0;-236.0;235.0;316.0
45.0;-108.0;2;51.0;691.0;-291.0;-732.0;848.0;339.0
348.0;-23.0;4;166.0;386.0;230.0;-319.0;248.0;464.0
482.0;6.0;1;245.0;601.0;314.0;-510.0;292.0;404.0
398.0;-5.0;-40;324.0;448.0;259.0;-363.0;275.0;350.0
-128.0;-294.0;1274;336.0;307.0;121.0;-137.0;269.0;417.0
337.0;-110.0;-3;173.0;351.0;187.0;-358.0;274.0;433.0
174.0;-123.0;-11;468.0;57.0;590.0;35.0;-479.0;-158.0
302.0;12.0;21;255.0;398.0;304.0;-333.0;246.0;269.0
316.0;6.0;-5;295.0;380.0;279.0;-328.0;209.0;415.0
360.0;-343.0;34;142.0;394.0;163.0;-339.0;256.0;421.0
338.0;-100.0;-9;184.0;371.0;172.0;-377.0;309.0;435.0
349.0;-148.0;0;149.0;352.0;178.0;-337.0;311.0;412.0
330.0;-119.0;-2;156.0;349.0;180.0;-328.0;283.0;463.0
334.0;-85.0;16;172.0;311.0;239.0;-322.0;214.0;443.0
362.0;-91.0;-12;153.0;363.0;218.0;-328.0;275.0;460.0
215.0;24.0;26;230.0;417.0;213.0;-380.0;294.0;453.0
445.0;-93.0;-740;86.0;413.0;109.0;-362.0;273.0;359.0
381.0;-100.0;-5;181.0;388.0;162.0;-350.0;275.0;457.0
388.0;-105.0;-15;172.0;349.0;173.0;-362.0;266.0;451.0
320.0;-126.0;2;129.0;378.0;189.0;-341.0;264.0;477.0
295.0;-109.0;3551;153.0;332.0;181.0;-351.0;229.0;348.0
362.0;-136.0;11;205.0;379.0;174.0;-355.0;305.0;446.0
176.0;-441.0;-4362;-32.0;269.0;154.0;-324.0;84.0;270.0
347.0;-118.0;17;125.0;379.0;178.0;-350.0;285.0;429.0
287.0;-113.0;-12;125.0;346.0;178.0;-369.0;214.0;381.0
602.0;-132.0;13;211.0;414.0;267.0;-436.0;235.0;354.0
706.0;-325.0;-40;123.0;990.0;100.0;-988.0;643.0;478.0
226.0;-34.0;-130;109.0;313.0;91.0;-294.0;141.0;274.0
347.0;-114.0;2;151.0;357.0;197.0;-311.0;244.0;476.0
294.0;8.0;14;347.0;352.0;339.0;-350.0;132.0;398.0
