InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
82.0;129.0;-426.0;60.0;-7;27.0
71.0;130.0;-403.0;14.0;-7;10.0
44.0;131.0;-406.0;-61.0;-7;43.0
45.0;117.0;-409.0;-3.0;-7;23.0
46.0;121.0;-410.0;-14.0;-7;10.0
43.0;103.0;-398.0;8.0;-7;39.0
47.0;81.0;-426.0;19.0;-7;10.0
46.0;102.0;-394.0;21.0;-7;6.0
48.0;130.0;-394.0;9.0;-7;27.0
40.0;119.0;-399.0;54.0;-7;4.0
32.0;130.0;-370.0;62.0;-7;19.0
32.0;123.0;-402.0;68.0;-7;19.0
35.0;111.0;-421.0;62.0;-7;29.0
38.0;115.0;-399.0;81.0;-7;4.0
37.0;126.0;-393.0;45.0;-7;-4.0
35.0;143.0;-412.0;4.0;-7;14.0
73.0;147.0;-459.0;191.0;-7;6.0
78.0;132.0;-420.0;9.0;-7;29.0
75.0;127.0;-441.0;-58.0;-7;38.0
83.0;134.0;-427.0;-21.0;-7;20.0
82.0;118.0;-431.0;16.0;-7;12.0
74.0;139.0;-441.0;-3.0;-7;40.0
76.0;114.0;-432.0;24.0;-7;17.0
77.0;133.0;-409.0;11.0;-7;35.0
79.0;102.0;-422.0;36.0;-7;10.0
70.0;109.0;-439.0;22.0;-7;31.0
77.0;128.0;-448.0;3.0;-7;21.0
83.0;134.0;-430.0;4.0;-7;10.0
96.0;126.0;-441.0;22.0;-7;19.0
106.0;147.0;-464.0;-1.0;-7;28.0
104.0;139.0;-469.0;38.0;-7;20.0
105.0;148.0;-448.0;134.0;-7;33.0
100.0;101.0;-469.0;111.0;-7;-15.0
107.0;137.0;-454.0;-58.0;-7;-10.0
107.0;128.0;-409.0;-95.0;-7;-24.0
94.0;116.0;-444.0;41.0;-7;12.0
91.0;115.0;-459.0;113.0;-7;8.0
153.0;89.0;-520.0;181.0;-7;17.0
181.0;159.0;-484.0;11.0;-7;-9.0
178.0;113.0;-498.0;-58.0;-7;5.0
187.0;88.0;-505.0;-101.0;-7;5.0
186.0;115.0;-490.0;-110.0;-7;46.0
172.0;128.0;-500.0;-112.0;-7;35.0
176.0;139.0;-510.0;-113.0;-7;34.0
177.0;147.0;-521.0;-21.0;-7;19.0
170.0;129.0;-447.0;-15.0;-7;27.0
177.0;149.0;-506.0;-38.0;-7;39.0
157.0;153.0;-463.0;-85.0;-7;27.0
159.0;138.0;-464.0;83.0;-7;6.0
113.0;141.0;-471.0;-26.0;-7;39.0
117.0;119.0;-481.0;-44.0;-7;40.0
122.0;129.0;-476.0;11.0;-7;30.0
130.0;120.0;-476.0;74.0;-7;38.0
133.0;104.0;-489.0;69.0;-7;0.0
127.0;111.0;-499.0;59.0;-7;12.0
131.0;72.0;-476.0;72.0;-7;10.0
140.0;121.0;-482.0;66.0;-7;13.0
129.0;120.0;-491.0;35.0;-7;6.0
131.0;109.0;-474.0;3.0;-7;12.0
102.0;116.0;-450.0;-45.0;-7;55.0
115.0;112.0;-442.0;-49.0;-7;59.0
119.0;111.0;-501.0;-14.0;-7;9.0
129.0;106.0;-503.0;-60.0;-7;30.0
104.0;89.0;-470.0;36.0;-7;25.0
147.0;120.0;-499.0;207.0;-7;8.0
110.0;85.0;-469.0;184.0;-7;-17.0
118.0;109.0;-462.0;12.0;-7;9.0
124.0;107.0;-449.0;16.0;-7;10.0
126.0;100.0;-460.0;-52.0;-7;10.0
126.0;78.0;-449.0;-35.0;-7;29.0
105.0;86.0;-471.0;54.0;-7;9.0
153.0;107.0;-528.0;113.0;-7;-15.0
186.0;125.0;-505.0;181.0;-7;27.0
172.0;149.0;-472.0;112.0;-6;77.0
164.0;143.0;-427.0;138.0;-6;60.0
76.0;55.0;-619.0;-120.0;-13;31.0
404.0;401.0;-733.0;138.0;1;71.0
52.0;-70.0;-485.0;117.0;-13;-25.0
227.0;115.0;-660.0;98.0;-31;136.0
222.0;123.0;-689.0;41.0;-31;175.0
214.0;110.0;-655.0;-25.0;-31;132.0
54.0;-60.0;-454.0;46.0;-14;71.0
220.0;101.0;-621.0;-76.0;-31;116.0
184.0;81.0;-495.0;236.0;-47;-111.0
196.0;138.0;-491.0;-175.0;-46;-97.0
223.0;138.0;-604.0;-62.0;-31;100.0
226.0;121.0;-630.0;-49.0;-31;94.0
247.0;67.0;-577.0;96.0;-31;96.0
252.0;89.0;-591.0;195.0;-31;113.0
57.0;-59.0;-458.0;11.0;-10;45.0
281.0;80.0;-592.0;170.0;-31;220.0
62.0;-62.0;-479.0;8.0;-10;37.0
62.0;-67.0;-471.0;10.0;-10;40.0
63.0;-79.0;-470.0;23.0;-10;48.0
63.0;-70.0;-478.0;11.0;-10;47.0
386.0;227.0;-575.0;148.0;-4;71.0
64.0;-83.0;-469.0;58.0;-10;51.0
63.0;-72.0;-476.0;32.0;-10;67.0
64.0;-69.0;-470.0;40.0;-10;48.0
61.0;-55.0;-474.0;18.0;-10;54.0
61.0;-75.0;-471.0;42.0;-10;71.0
58.0;-61.0;-467.0;-3.0;-10;45.0
60.0;-65.0;-473.0;-21.0;-10;57.0
59.0;-51.0;-454.0;-58.0;-10;48.0
58.0;-23.0;-482.0;82.0;-10;56.0
58.0;-11.0;-488.0;72.0;-10;58.0
55.0;-39.0;-480.0;62.0;-10;57.0
75.0;-25.0;-495.0;-15.0;-10;41.0
75.0;-54.0;-465.0;-9.0;-10;47.0
74.0;-82.0;-473.0;70.0;-10;36.0
101.0;29.0;-485.0;27.0;-10;79.0
237.0;-240.0;-889.0;169.0;-65;4.0
-39.0;-2.0;-130.0;-404.0;-7;277.0
112.0;-29.0;-489.0;67.0;-11;44.0
161.0;177.0;-489.0;100.0;11;-87.0
150.0;81.0;-540.0;168.0;10;124.0
77.0;-16.0;-505.0;153.0;-52;-87.0
258.0;287.0;-422.0;-162.0;-10;-124.0
253.0;398.0;-460.0;-193.0;-24;-67.0
320.0;293.0;-445.0;-152.0;-10;-180.0
347.0;311.0;-462.0;-198.0;-10;-87.0
401.0;360.0;-578.0;-122.0;-10;-136.0
441.0;84.0;-619.0;65.0;-10;-140.0
225.0;-8.0;-547.0;143.0;-134;55.0
196.0;220.0;-321.0;48.0;-21;176.0
165.0;83.0;-784.0;-49.0;-128;156.0
492.0;201.0;-768.0;-128.0;3;-113.0
865.0;471.0;-875.0;-348.0;-76;-49.0
302.0;100.0;-618.0;-14.0;-31;161.0
286.0;116.0;-660.0;71.0;-31;-231.0
95.0;291.0;-414.0;-174.0;-45;31.0
145.0;100.0;-445.0;313.0;-47;79.0
306.0;105.0;-672.0;-79.0;-31;-192.0
407.0;229.0;-812.0;-414.0;-1;-364.0
892.0;485.0;-849.0;-51.0;-76;-26.0
256.0;-130.0;-486.0;81.0;-30;-18.0
129.0;97.0;-532.0;157.0;85;-67.0
197.0;572.0;-505.0;-383.0;-102;101.0
221.0;-88.0;-433.0;149.0;-149;-41.0
172.0;-44.0;-454.0;75.0;-150;-64.0
153.0;136.0;-656.0;106.0;-141;-189.0
159.0;153.0;-589.0;118.0;-152;59.0
104.0;192.0;-685.0;115.0;-153;-10.0
100.0;335.0;-558.0;191.0;-162;61.0
397.0;190.0;-673.0;112.0;-100;-230.0
398.0;169.0;-613.0;135.0;-99;-218.0
512.0;170.0;-455.0;362.0;-156;-242.0
449.0;226.0;-645.0;37.0;-54;133.0
188.0;25.0;-590.0;-60.0;-40;-238.0
199.0;-29.0;-508.0;-30.0;-45;-162.0
199.0;-1.0;-558.0;-14.0;-46;-161.0
139.0;291.0;-526.0;126.0;-142;-237.0
280.0;155.0;-588.0;42.0;-27;-119.0
133.0;-32.0;-459.0;115.0;-143;-139.0
145.0;-26.0;-526.0;75.0;-143;-88.0
143.0;-47.0;-510.0;43.0;-142;-68.0
142.0;-48.0;-510.0;38.0;-142;-68.0
144.0;-37.0;-502.0;8.0;-142;-56.0
140.0;-33.0;-519.0;-3.0;-143;-55.0
141.0;-49.0;-510.0;-17.0;-143;-60.0
141.0;-49.0;-520.0;-19.0;-143;-74.0
291.0;19.0;-396.0;90.0;-28;192.0
294.0;129.0;-528.0;-213.0;-70;65.0
147.0;-42.0;-497.0;-1.0;-142;-71.0
148.0;-45.0;-504.0;13.0;-142;-61.0
148.0;-29.0;-534.0;-94.0;-142;-74.0
819.0;432.0;-905.0;-14.0;-71;74.0
416.0;107.0;-751.0;160.0;-31;-397.0
221.0;67.0;-509.0;-25.0;1;199.0
120.0;292.0;-522.0;-236.0;33;86.0
317.0;-31.0;-697.0;138.0;-163;154.0
312.0;-21.0;-742.0;40.0;-163;143.0
310.0;-27.0;-581.0;47.0;-162;204.0
300.0;-6.0;-679.0;96.0;-109;264.0
238.0;102.0;-723.0;162.0;-114;-5.0
298.0;-2.0;-722.0;211.0;-171;-26.0
244.0;180.0;-644.0;-4.0;-115;107.0
259.0;299.0;-619.0;22.0;-116;-12.0
148.0;136.0;-505.0;78.0;-141;-258.0
180.0;8.0;-616.0;134.0;-116;7.0
143.0;132.0;-524.0;40.0;-142;-264.0
194.0;477.0;-559.0;131.0;-163;-278.0
34.0;499.0;-455.0;297.0;-143;-439.0
142.0;345.0;-499.0;17.0;-147;-288.0
182.0;142.0;-629.0;37.0;-115;35.0
122.0;261.0;-532.0;433.0;-23;113.0
319.0;486.0;-524.0;20.0;-165;-326.0
193.0;28.0;-470.0;-53.0;-10;43.0
378.0;261.0;-644.0;6.0;17;150.0
346.0;168.0;-592.0;-53.0;15;188.0
208.0;209.0;-639.0;55.0;28;-29.0
253.0;-21.0;-398.0;349.0;11;89.0
372.0;-117.0;-705.0;230.0;-67;148.0
45.0;260.0;-501.0;85.0;24;119.0
276.0;167.0;-567.0;91.0;1;73.0
240.0;58.0;-463.0;-194.0;-100;50.0
346.0;232.0;-695.0;57.0;-143;163.0
276.0;219.0;-707.0;176.0;-10;72.0
363.0;107.0;-662.0;187.0;-1;194.0
201.0;375.0;-624.0;-30.0;-11;145.0
258.0;155.0;-557.0;122.0;-122;242.0
244.0;871.0;-524.0;998.0;19;67.0
302.0;873.0;-648.0;46.0;18;322.0
144.0;123.0;-737.0;396.0;-7;-511.0
314.0;190.0;-681.0;237.0;2;-187.0
81.0;165.0;-402.0;-139.0;-64;-57.0
313.0;168.0;-655.0;-155.0;-65;24.0
197.0;328.0;-648.0;-96.0;-66;60.0
288.0;-116.0;-626.0;212.0;-45;-97.0
310.0;-66.0;-720.0;77.0;-137;-81.0
345.0;-43.0;-699.0;-80.0;-138;-195.0
742.0;218.0;-572.0;-142.0;-171;-174.0
232.0;298.0;-285.0;3.0;-11;-60.0
232.0;-69.0;-759.0;42.0;-3;81.0
253.0;334.0;-520.0;12.0;-11;-74.0
238.0;360.0;-459.0;-25.0;-11;-68.0
147.0;9.0;-456.0;-17.0;-127;170.0
231.0;317.0;-518.0;82.0;-11;-30.0
174.0;336.0;-540.0;21.0;-11;4.0
67.0;215.0;-394.0;-129.0;-65;-39.0
135.0;273.0;-530.0;189.0;-148;72.0
311.0;-25.0;-696.0;-171.0;-137;272.0
212.0;52.0;-557.0;-229.0;-22;55.0
137.0;328.0;-644.0;-18.0;-11;-27.0
61.0;120.0;-743.0;26.0;-63;-109.0
110.0;346.0;-585.0;-56.0;-11;1.0
111.0;338.0;-541.0;-67.0;-11;-9.0
145.0;-7.0;-423.0;47.0;-112;63.0
114.0;340.0;-530.0;32.0;-11;-25.0
136.0;-18.0;-420.0;-87.0;-112;89.0
161.0;0.0;-461.0;-159.0;-112;71.0
173.0;-29.0;-495.0;-152.0;-111;72.0
188.0;-36.0;-488.0;-84.0;-111;107.0
191.0;19.0;-486.0;-63.0;-111;107.0
212.0;296.0;-519.0;8.0;-111;59.0
466.0;125.0;-746.0;-669.0;-11;-116.0
218.0;95.0;-520.0;14.0;-112;88.0
225.0;88.0;-518.0;134.0;-112;68.0
277.0;368.0;-628.0;-18.0;-71;35.0
285.0;318.0;-621.0;53.0;-71;24.0
294.0;499.0;-610.0;98.0;-70;63.0
236.0;123.0;-531.0;157.0;-112;56.0
253.0;189.0;-550.0;149.0;-111;131.0
316.0;772.0;-476.0;231.0;-17;-11.0
291.0;460.0;-618.0;147.0;-70;67.0
287.0;468.0;-609.0;175.0;-70;66.0
262.0;403.0;-595.0;-28.0;-69;90.0
259.0;419.0;-598.0;-18.0;-69;75.0
291.0;428.0;-656.0;199.0;-69;133.0
346.0;505.0;-718.0;275.0;-70;109.0
132.0;-31.0;-406.0;-88.0;-3;-62.0
85.0;-20.0;-398.0;28.0;-3;-109.0
168.0;430.0;-537.0;-283.0;-3;-16.0
172.0;237.0;-515.0;-209.0;-76;38.0
120.0;131.0;-492.0;45.0;-130;-6.0
117.0;246.0;-498.0;109.0;-127;30.0
88.0;137.0;-580.0;272.0;-105;82.0
187.0;339.0;-559.0;99.0;-93;-4.0
195.0;116.0;-575.0;-138.0;-92;-22.0
185.0;-112.0;-557.0;-54.0;-94;-58.0
183.0;-61.0;-594.0;-75.0;-95;-19.0
202.0;95.0;-561.0;29.0;-97;-1.0
207.0;91.0;-568.0;3.0;-97;14.0
207.0;-26.0;-581.0;-79.0;-98;-15.0
192.0;99.0;-542.0;0.0;-98;-16.0
188.0;105.0;-533.0;42.0;-98;-3.0
186.0;102.0;-570.0;81.0;-98;25.0
188.0;104.0;-572.0;73.0;-98;19.0
190.0;112.0;-600.0;33.0;-99;47.0
194.0;122.0;-530.0;-70.0;-98;-33.0
207.0;138.0;-540.0;-131.0;-98;-106.0
146.0;24.0;-677.0;78.0;-23;-5.0
156.0;44.0;-443.0;-30.0;-136;-397.0
133.0;251.0;-402.0;23.0;6;390.0
416.0;306.0;-668.0;148.0;4;105.0
92.0;332.0;-646.0;323.0;-29;46.0
150.0;-19.0;-454.0;707.0;24;-387.0
135.0;572.0;-633.0;538.0;-13;16.0
74.0;46.0;-670.0;169.0;-168;124.0
226.0;156.0;-570.0;-99.0;-10;105.0
228.0;49.0;-562.0;26.0;-11;116.0
228.0;199.0;-523.0;156.0;-11;125.0
233.0;131.0;-460.0;211.0;-11;144.0
187.0;-19.0;-515.0;568.0;-36;-168.0
142.0;62.0;-534.0;47.0;-11;-57.0
205.0;69.0;-647.0;225.0;-11;-16.0
214.0;8.0;-597.0;148.0;-11;-81.0
261.0;139.0;-575.0;-37.0;-10;-16.0
284.0;121.0;-541.0;-136.0;-10;-47.0
294.0;-77.0;-500.0;-588.0;-8;-34.0
97.0;195.0;-736.0;511.0;-13;68.0
257.0;414.0;-657.0;165.0;-12;68.0
218.0;149.0;-450.0;-144.0;-4;58.0
176.0;121.0;-470.0;-152.0;-4;47.0
108.0;144.0;-483.0;-131.0;-4;49.0
99.0;109.0;-432.0;-31.0;-4;39.0
28.0;324.0;-420.0;-3.0;-5;46.0
20.0;102.0;-426.0;41.0;-5;56.0
13.0;219.0;-438.0;101.0;-5;34.0
13.0;277.0;-407.0;105.0;-5;33.0
4.0;267.0;-420.0;74.0;-5;35.0
1.0;201.0;-410.0;-32.0;-5;19.0
3.0;203.0;-403.0;-42.0;-5;11.0
-9.0;187.0;-401.0;8.0;-5;27.0
-16.0;175.0;-400.0;-32.0;-5;47.0
-14.0;154.0;-419.0;-9.0;-5;40.0
-18.0;172.0;-390.0;47.0;-5;20.0
-12.0;179.0;-406.0;49.0;-5;35.0
-20.0;187.0;-389.0;33.0;-5;39.0
-18.0;188.0;-415.0;40.0;-5;40.0
-18.0;214.0;-396.0;-2.0;-5;51.0
-21.0;188.0;-398.0;30.0;-5;31.0
137.0;138.0;-716.0;-85.0;-24;326.0
211.0;139.0;-540.0;260.0;-13;223.0
313.0;337.0;-664.0;208.0;-12;88.0
296.0;165.0;-668.0;174.0;-11;30.0
230.0;814.0;-448.0;493.0;-14;21.0
214.0;395.0;-533.0;395.0;-8;168.0
-21.0;198.0;-401.0;28.0;-5;39.0
-21.0;181.0;-401.0;4.0;-5;40.0
14.0;441.0;-501.0;172.0;-4;-18.0
41.0;426.0;-462.0;61.0;-6;-32.0
304.0;159.0;-749.0;106.0;-11;29.0
336.0;161.0;-771.0;114.0;-11;43.0
456.0;-180.0;-542.0;-95.0;-71;252.0
11.0;95.0;-388.0;1.0;-5;9.0
106.0;245.0;-510.0;242.0;-11;-12.0
10.0;132.0;-410.0;40.0;-5;30.0
12.0;256.0;-410.0;20.0;-4;-12.0
5.0;286.0;-419.0;66.0;-4;-13.0
14.0;369.0;-405.0;85.0;-4;-29.0
17.0;362.0;-401.0;108.0;-4;-14.0
22.0;221.0;-414.0;118.0;-4;-24.0
124.0;432.0;-525.0;679.0;-17;24.0
175.0;28.0;-505.0;0.0;-7;54.0
180.0;12.0;-508.0;136.0;-7;-66.0
97.0;253.0;-493.0;270.0;-11;1.0
88.0;30.0;-505.0;244.0;-11;31.0
41.0;390.0;-405.0;22.0;-6;22.0
53.0;388.0;-399.0;65.0;-6;15.0
108.0;-22.0;-346.0;407.0;-7;17.0
163.0;320.0;-493.0;51.0;-72;216.0
105.0;43.0;-490.0;136.0;-11;29.0
249.0;263.0;-468.0;253.0;6;165.0
233.0;385.0;-400.0;286.0;-19;157.0
212.0;194.0;-500.0;167.0;-2;130.0
200.0;109.0;-680.0;-141.0;-3;63.0
-25.0;198.0;-416.0;48.0;-5;42.0
191.0;131.0;-451.0;-528.0;-3;4.0
310.0;83.0;-624.0;-48.0;3;-104.0
151.0;169.0;-490.0;-175.0;-6;-117.0
156.0;129.0;-503.0;-48.0;-6;43.0
238.0;79.0;-538.0;-157.0;-6;65.0
201.0;227.0;-713.0;253.0;10;225.0
262.0;64.0;-517.0;-52.0;-6;-9.0
270.0;43.0;-492.0;14.0;-6;19.0
284.0;38.0;-588.0;-83.0;-6;87.0
276.0;11.0;-604.0;78.0;-5;119.0
271.0;29.0;-596.0;107.0;-5;113.0
253.0;20.0;-594.0;231.0;-5;144.0
121.0;22.0;-520.0;-219.0;-11;-53.0
143.0;-92.0;-673.0;146.0;-14;186.0
137.0;2.0;-470.0;-121.0;-11;-40.0
203.0;-39.0;-568.0;-79.0;-4;61.0
194.0;-23.0;-552.0;-27.0;-4;48.0
138.0;-12.0;-461.0;-83.0;-11;-10.0
192.0;-6.0;-550.0;27.0;-4;47.0
188.0;-8.0;-538.0;22.0;-8;71.0
185.0;-29.0;-530.0;-4.0;-8;70.0
183.0;0.0;-520.0;12.0;-8;54.0
182.0;-42.0;-510.0;19.0;-8;47.0
197.0;-12.0;-522.0;27.0;-8;67.0
208.0;-20.0;-527.0;13.0;-7;55.0
