InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
81.0;114.0;-462.0;24.0;-7;26.0
90.0;108.0;-454.0;28.0;-7;12.0
32.0;123.0;-402.0;68.0;-7;19.0
45.0;117.0;-409.0;-3.0;-7;23.0
180.0;14.0;-491.0;115.0;-7;34.0
91.0;-71.0;-326.0;-124.0;-11;48.0
206.0;15.0;-471.0;130.0;-120;102.0
275.0;72.0;-654.0;-80.0;-109;107.0
71.0;-32.0;-381.0;133.0;-32;70.0
207.0;486.0;-517.0;37.0;-3;27.0
209.0;581.0;-648.0;-253.0;-50;-122.0
187.0;426.0;-559.0;49.0;-3;-17.0
150.0;406.0;-663.0;43.0;-83;130.0
183.0;434.0;-531.0;-2.0;-3;29.0
192.0;398.0;-543.0;-15.0;-3;28.0
207.0;858.0;-654.0;35.0;18;-216.0
256.0;32.0;-576.0;-90.0;-91;17.0
449.0;226.0;-645.0;37.0;-54;133.0
53.0;94.0;-327.0;270.0;-6;10.0
78.0;132.0;-420.0;9.0;-7;29.0
75.0;127.0;-441.0;-58.0;-7;38.0
83.0;134.0;-427.0;-21.0;-7;20.0
82.0;118.0;-431.0;16.0;-7;12.0
74.0;139.0;-441.0;-3.0;-7;40.0
76.0;114.0;-432.0;24.0;-7;17.0
77.0;133.0;-409.0;11.0;-7;35.0
47.0;81.0;-426.0;19.0;-7;10.0
70.0;109.0;-439.0;22.0;-7;31.0
77.0;128.0;-448.0;3.0;-7;21.0
83.0;134.0;-430.0;4.0;-7;10.0
96.0;126.0;-441.0;22.0;-7;19.0
106.0;147.0;-464.0;-1.0;-7;28.0
109.0;132.0;-466.0;-36.0;-7;16.0
105.0;148.0;-448.0;134.0;-7;33.0
100.0;101.0;-469.0;111.0;-7;-15.0
95.0;99.0;-241.0;-318.0;-6;22.0
118.0;485.0;-489.0;-145.0;-143;-380.0
94.0;116.0;-444.0;41.0;-7;12.0
91.0;115.0;-459.0;113.0;-7;8.0
153.0;89.0;-520.0;181.0;-7;17.0
121.0;143.0;-468.0;-34.0;-7;-28.0
107.0;117.0;-463.0;5.0;-7;13.0
187.0;88.0;-505.0;-101.0;-7;5.0
176.0;121.0;-470.0;-152.0;-4;47.0
172.0;128.0;-500.0;-112.0;-7;35.0
120.0;292.0;-522.0;-236.0;33;86.0
115.0;106.0;-449.0;-5.0;-7;7.0
92.0;139.0;-457.0;-8.0;-7;-3.0
105.0;149.0;-435.0;0.0;-7;3.0
175.0;147.0;-423.0;-136.0;-8;81.0
96.0;172.0;-452.0;44.0;-7;-1.0
113.0;141.0;-471.0;-26.0;-7;39.0
117.0;119.0;-481.0;-44.0;-7;40.0
91.0;147.0;-457.0;73.0;-7;-6.0
101.0;139.0;-434.0;40.0;-7;-3.0
84.0;161.0;-413.0;25.0;-7;21.0
95.0;170.0;-452.0;19.0;-7;10.0
91.0;158.0;-462.0;52.0;-8;8.0
87.0;173.0;-491.0;-5.0;-7;19.0
91.0;167.0;-463.0;16.0;-7;12.0
87.0;156.0;-453.0;21.0;-7;18.0
102.0;116.0;-450.0;-45.0;-7;55.0
115.0;112.0;-442.0;-49.0;-7;59.0
88.0;131.0;-457.0;65.0;-7;24.0
129.0;106.0;-503.0;-60.0;-7;30.0
104.0;89.0;-470.0;36.0;-7;25.0
147.0;120.0;-499.0;207.0;-7;8.0
112.0;5.0;-449.0;269.0;-36;-27.0
89.0;143.0;-471.0;71.0;-7;22.0
124.0;107.0;-449.0;16.0;-7;10.0
126.0;100.0;-460.0;-52.0;-7;10.0
126.0;78.0;-449.0;-35.0;-7;29.0
105.0;86.0;-471.0;54.0;-7;9.0
81.0;159.0;-442.0;83.0;-7;3.0
75.0;128.0;-439.0;104.0;-7;-1.0
66.0;179.0;-473.0;85.0;-7;2.0
164.0;143.0;-427.0;138.0;-6;60.0
168.0;-5.0;-510.0;48.0;-10;4.0
161.0;257.0;-508.0;142.0;-81;98.0
113.0;342.0;-593.0;-43.0;-25;705.0
227.0;115.0;-660.0;98.0;-31;136.0
243.0;126.0;-691.0;-130.0;-113;409.0
214.0;110.0;-655.0;-25.0;-31;132.0
392.0;161.0;-686.0;-41.0;-96;129.0
220.0;101.0;-621.0;-76.0;-31;116.0
150.0;-19.0;-454.0;707.0;24;-387.0
367.0;-121.0;-613.0;-37.0;-47;-210.0
-21.0;188.0;-398.0;30.0;-5;31.0
79.0;184.0;-407.0;-15.0;-8;6.0
83.0;250.0;-394.0;-192.0;-6;36.0
313.0;-63.0;-585.0;406.0;-70;170.0
235.0;245.0;-481.0;-178.0;58;211.0
168.0;430.0;-537.0;-283.0;-3;-16.0
124.0;79.0;-445.0;65.0;-16;332.0
375.0;354.0;-705.0;81.0;-89;79.0
347.0;286.0;-669.0;42.0;-91;131.0
420.0;583.0;-868.0;-100.0;7;247.0
678.0;202.0;-495.0;106.0;-171;-175.0
869.0;564.0;-861.0;87.0;-77;37.0
542.0;390.0;-752.0;468.0;1;271.0
400.0;375.0;-737.0;219.0;-100;-261.0
342.0;-72.0;-685.0;-144.0;-23;-16.0
346.0;-33.0;-481.0;372.0;-33;98.0
195.0;-14.0;-549.0;45.0;-84;108.0
132.0;127.0;-510.0;131.0;-57;-184.0
115.0;10.0;-479.0;85.0;-142;-292.0
113.0;159.0;-449.0;118.0;-57;-112.0
237.0;37.0;-503.0;92.0;-6;-352.0
199.0;-29.0;-508.0;-30.0;-45;-162.0
256.0;127.0;-646.0;626.0;-12;128.0
119.0;66.0;-599.0;363.0;-28;289.0
356.0;83.0;-536.0;211.0;-5;151.0
61.0;-55.0;-474.0;18.0;-10;54.0
139.0;94.0;-677.0;14.0;-15;94.0
378.0;17.0;-642.0;204.0;-14;229.0
272.0;109.0;-615.0;166.0;-8;145.0
347.0;-87.0;-690.0;-16.0;-130;359.0
114.0;61.0;-479.0;194.0;12;109.0
320.0;19.0;-600.0;10.0;-7;137.0
317.0;-31.0;-697.0;138.0;-163;154.0
263.0;8.0;-580.0;24.0;-7;130.0
259.0;0.0;-580.0;-67.0;-7;107.0
258.0;-18.0;-582.0;26.0;-8;106.0
253.0;-3.0;-607.0;25.0;-8;100.0
257.0;-9.0;-596.0;26.0;-8;115.0
107.0;-487.0;-660.0;349.0;-18;89.0
228.0;-29.0;-494.0;-241.0;-15;-142.0
208.0;-15.0;-558.0;-4.0;-84;107.0
207.0;20.0;-558.0;76.0;-84;85.0
249.0;-126.0;-886.0;481.0;-22;117.0
346.0;168.0;-592.0;-53.0;15;188.0
183.0;-901.0;-435.0;179.0;-38;54.0
258.0;812.0;-464.0;1169.0;0;112.0
414.0;-313.0;-432.0;-97.0;-113;144.0
252.0;-26.0;-570.0;-21.0;-7;86.0
392.0;-340.0;-671.0;279.0;35;77.0
317.0;-265.0;-677.0;-42.0;23;291.0
262.0;-8.0;-583.0;10.0;-7;97.0
129.0;97.0;-532.0;157.0;85;-67.0
213.0;14.0;-570.0;98.0;-84;75.0
258.0;-11.0;-569.0;-8.0;-7;95.0
420.0;124.0;-598.0;874.0;-2;-49.0
385.0;207.0;-689.0;-374.0;1;-331.0
159.0;153.0;-589.0;118.0;-152;59.0
61.0;120.0;-743.0;26.0;-63;-109.0
294.0;333.0;-617.0;-22.0;-7;61.0
228.0;356.0;-539.0;-17.0;-7;38.0
104.0;131.0;-429.0;72.0;-57;-87.0
235.0;236.0;-556.0;-681.0;-19;-4.0
333.0;288.0;-417.0;-44.0;-14;-77.0
133.0;-32.0;-459.0;115.0;-143;-139.0
131.0;55.0;-456.0;-250.0;-2;-100.0
137.0;2.0;-470.0;-121.0;-11;-40.0
115.0;375.0;-514.0;221.0;-142;-339.0
-84.0;-3.0;-183.0;-254.0;-7;-209.0
211.0;-4.0;-560.0;117.0;-83;80.0
517.0;82.0;-792.0;180.0;-9;176.0
197.0;97.0;-494.0;236.0;-16;10.0
373.0;-42.0;-441.0;1313.0;8;88.0
199.0;78.0;-517.0;296.0;-14;-10.0
188.0;8.0;-489.0;426.0;-6;-203.0
116.0;168.0;-441.0;110.0;-105;-132.0
268.0;-32.0;-580.0;69.0;-7;136.0
399.0;176.0;-660.0;523.0;2;-202.0
255.0;6.0;-582.0;39.0;-7;77.0
260.0;-50.0;-594.0;10.0;-7;67.0
249.0;-12.0;-585.0;-19.0;-7;71.0
248.0;-17.0;-563.0;24.0;-7;99.0
195.0;18.0;-549.0;-65.0;-87;81.0
243.0;-16.0;-558.0;29.0;-7;95.0
238.0;-13.0;-535.0;-39.0;-7;92.0
238.0;111.0;-524.0;-86.0;-4;124.0
80.0;141.0;-409.0;-20.0;-8;9.0
433.0;-544.0;-400.0;-668.0;-31;37.0
102.0;149.0;-406.0;-8.0;-8;-1.0
215.0;106.0;-513.0;129.0;-5;138.0
298.0;-2.0;-722.0;211.0;-171;-26.0
205.0;-20.0;-462.0;-45.0;-7;55.0
99.0;133.0;-449.0;13.0;-8;17.0
106.0;97.0;-476.0;43.0;-7;12.0
189.0;-4.0;-517.0;61.0;-7;97.0
161.0;-78.0;-604.0;148.0;-3;-49.0
57.0;-215.0;-419.0;124.0;-4;67.0
100.0;-80.0;-485.0;-218.0;-10;75.0
154.0;-79.0;-502.0;198.0;-16;188.0
82.0;12.0;-409.0;42.0;-58;-63.0
107.0;122.0;-451.0;48.0;-7;-13.0
97.0;132.0;-460.0;15.0;-7;-12.0
179.0;-10.0;-532.0;90.0;-7;95.0
193.0;28.0;-470.0;-53.0;-10;43.0
488.0;268.0;-700.0;32.0;-8;241.0
530.0;159.0;-660.0;-188.0;-2;231.0
104.0;78.0;-481.0;18.0;-7;19.0
186.0;4.0;-501.0;67.0;-7;120.0
194.0;-10.0;-520.0;-51.0;-7;87.0
269.0;-116.0;-440.0;-415.0;-15;129.0
203.0;-39.0;-568.0;-79.0;-4;61.0
219.0;8.0;-547.0;-19.0;-7;63.0
198.0;67.0;-463.0;228.0;-14;-124.0
201.0;227.0;-713.0;253.0;10;225.0
185.0;-12.0;-500.0;75.0;-10;127.0
97.0;195.0;-736.0;511.0;-13;68.0
158.0;-394.0;-530.0;640.0;-54;39.0
98.0;109.0;-428.0;74.0;-7;9.0
-90.0;-70.0;-437.0;27.0;-20;-95.0
224.0;-29.0;-551.0;45.0;-7;57.0
220.0;-32.0;-531.0;51.0;-7;64.0
217.0;10.0;-549.0;38.0;-8;108.0
466.0;125.0;-746.0;-669.0;-11;-116.0
144.0;456.0;-723.0;-587.0;-9;237.0
355.0;-312.0;-442.0;1072.0;-50;38.0
98.0;125.0;-463.0;46.0;-7;40.0
188.0;-36.0;-488.0;-84.0;-111;107.0
221.0;-22.0;-551.0;-98.0;-89;101.0
220.0;254.0;-367.0;192.0;-2;56.0
237.0;98.0;-573.0;-103.0;-99;10.0
111.0;138.0;-432.0;3.0;-7;15.0
253.0;398.0;-460.0;-193.0;-24;-67.0
219.0;-24.0;-542.0;100.0;-7;70.0
105.0;148.0;-427.0;2.0;-7;10.0
91.0;184.0;-445.0;-122.0;-7;39.0
430.0;119.0;-585.0;-450.0;-12;278.0
100.0;335.0;-558.0;191.0;-162;61.0
55.0;143.0;-429.0;95.0;-6;-42.0
219.0;-34.0;-542.0;41.0;-7;54.0
137.0;328.0;-644.0;-18.0;-11;-27.0
157.0;-227.0;-526.0;-62.0;-6;150.0
110.0;346.0;-585.0;-56.0;-11;1.0
111.0;338.0;-541.0;-67.0;-11;-9.0
130.0;154.0;-509.0;410.0;-10;-8.0
114.0;340.0;-530.0;32.0;-11;-25.0
243.0;864.0;-623.0;-410.0;18;143.0
213.0;-12.0;-543.0;8.0;-7;67.0
95.0;641.0;-638.0;234.0;-13;90.0
207.0;-21.0;-530.0;-7.0;-7;73.0
205.0;-20.0;-530.0;24.0;-7;57.0
104.0;119.0;-451.0;-18.0;-7;26.0
208.0;-20.0;-527.0;13.0;-7;55.0
94.0;152.0;-480.0;-59.0;-7;31.0
86.0;158.0;-491.0;-66.0;-7;19.0
262.0;403.0;-595.0;-28.0;-69;90.0
86.0;150.0;-461.0;47.0;-7;59.0
197.0;-12.0;-522.0;27.0;-8;67.0
85.0;149.0;-452.0;36.0;-7;27.0
253.0;189.0;-550.0;149.0;-111;131.0
144.0;-253.0;-477.0;14.0;-7;10.0
183.0;0.0;-520.0;12.0;-8;54.0
185.0;-29.0;-530.0;-4.0;-8;70.0
189.0;457.0;-557.0;-29.0;-56;239.0
279.0;855.0;-671.0;37.0;18;112.0
188.0;-8.0;-538.0;22.0;-8;71.0
223.0;-21.0;-535.0;98.0;-7;88.0
192.0;-6.0;-550.0;27.0;-4;47.0
311.0;-25.0;-696.0;-171.0;-137;272.0
381.0;74.0;-614.0;-176.0;-102;137.0
194.0;-23.0;-552.0;-27.0;-4;48.0
120.0;131.0;-492.0;45.0;-130;-6.0
117.0;246.0;-498.0;109.0;-127;30.0
249.0;-22.0;-610.0;151.0;-5;139.0
80.0;140.0;-444.0;33.0;-7;19.0
55.0;39.0;-707.0;-760.0;-57;-145.0
86.0;205.0;-618.0;-9.0;-12;-4.0
284.0;9.0;-592.0;87.0;-7;132.0
78.0;139.0;-446.0;5.0;-7;5.0
81.0;165.0;-402.0;-139.0;-64;-57.0
284.0;38.0;-588.0;-83.0;-6;87.0
115.0;139.0;-482.0;157.0;-7;28.0
126.0;170.0;-478.0;203.0;-7;-4.0
97.0;253.0;-493.0;270.0;-11;1.0
122.0;167.0;-464.0;-48.0;-7;-24.0
96.0;151.0;-452.0;9.0;-7;64.0
123.0;137.0;-470.0;-43.0;-7;16.0
254.0;38.0;-505.0;-712.0;-4;-233.0
145.0;-130.0;-768.0;115.0;0;2.0
104.0;-27.0;-430.0;-15.0;-143;-289.0
79.0;61.0;-616.0;-97.0;-13;-10.0
162.0;-49.0;-446.0;-1421.0;-24;-137.0
371.0;36.0;-785.0;-102.0;-66;-242.0
168.0;178.0;-875.0;-763.0;-28;152.0
249.0;263.0;-468.0;253.0;6;165.0
131.0;119.0;-460.0;-75.0;-7;6.0
226.0;156.0;-570.0;-99.0;-10;105.0
77.0;-16.0;-505.0;153.0;-52;-87.0
277.0;-27.0;-538.0;-249.0;-3;66.0
165.0;119.0;-514.0;360.0;-11;193.0
266.0;-176.0;-445.0;236.0;-36;-29.0
112.0;165.0;-458.0;-16.0;-7;-15.0
99.0;-36.0;-506.0;746.0;-40;35.0
356.0;-104.0;-679.0;196.0;-33;-210.0
175.0;28.0;-505.0;0.0;-7;54.0
249.0;-8.0;-496.0;-921.0;-4;-147.0
231.0;613.0;-497.0;565.0;-10;93.0
104.0;176.0;-442.0;145.0;-7;48.0
473.0;61.0;-857.0;86.0;-162;-29.0
325.0;206.0;-340.0;-431.0;-45;87.0
120.0;178.0;-596.0;-1101.0;-25;-12.0
50.0;65.0;-422.0;-231.0;-53;122.0
99.0;109.0;-432.0;-31.0;-4;39.0
304.0;159.0;-749.0;106.0;-11;29.0
369.0;89.0;-692.0;52.0;-31;-329.0
93.0;297.0;-378.0;1.0;13;305.0
102.0;1110.0;-752.0;725.0;3;72.0
147.0;-133.0;-411.0;298.0;-11;104.0
494.0;125.0;-715.0;-60.0;-23;218.0
171.0;-88.0;-389.0;-118.0;-4;16.0
88.0;131.0;-382.0;101.0;-59;-29.0
851.0;386.0;-903.0;101.0;-70;77.0
129.0;1916.0;-529.0;365.0;-92;104.0
81.0;-30.0;-409.0;19.0;-6;-321.0
194.0;900.0;-629.0;-60.0;19;-136.0
26.0;438.0;-398.0;-7.0;-6;30.0
135.0;310.0;-462.0;-554.0;-6;-27.0
83.0;162.0;-380.0;3.0;-8;10.0
201.0;43.0;-521.0;-90.0;-6;-329.0
398.0;726.0;-651.0;361.0;-69;137.0
185.0;-112.0;-557.0;-54.0;-94;-58.0
30.0;199.0;-523.0;181.0;-5;28.0
934.0;383.0;-844.0;-457.0;-81;-37.0
4.0;267.0;-420.0;74.0;-5;35.0
