InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
166.0;-24;120.0;759.0;13;646.0;756;-2
170.0;-8;130.0;760.0;15;643.0;759;4
176.0;-8;133.0;760.0;17;642.0;756;1
187.0;24;140.0;762.0;10;640.0;760;6
194.0;-25;123.0;760.0;18;643.0;755;4
195.0;10;124.0;758.0;13;645.0;760;3
194.0;-12;112.0;758.0;7;648.0;764;4
196.0;-27;109.0;758.0;13;647.0;763;13
208.0;12;103.0;755.0;11;651.0;759;4
206.0;-5;100.0;755.0;11;652.0;758;4
211.0;-4;98.0;753.0;14;654.0;757;3
243.0;-1;118.0;754.0;13;651.0;753;-1
252.0;-7;116.0;754.0;16;651.0;751;-3
263.0;-33;115.0;754.0;10;652.0;760;10
-572.0;-33;382.0;244.0;17;280.0;659;-31
-541.0;-72;345.0;230.0;42;254.0;642;-58
-532.0;-1;343.0;225.0;29;251.0;665;-102
-234.0;-3;121.0;91.0;20;62.0;660;8
-647.0;-150;414.0;381.0;-5;288.0;674;-9
-596.0;-38;377.0;352.0;17;262.0;663;-7
-553.0;-37;334.0;333.0;13;232.0;671;0
-539.0;-36;323.0;328.0;14;222.0;673;1
-522.0;-32;309.0;324.0;11;211.0;679;-8
-495.0;-39;285.0;322.0;15;200.0;670;0
-471.0;-26;265.0;321.0;24;187.0;660;7
-405.0;-63;236.0;323.0;11;159.0;688;-6
-432.0;55;258.0;329.0;17;171.0;669;-6
217.0;8;188.0;756.0;8;639.0;760;0
-16.0;18;299.0;755.0;17;625.0;754;7
-212.0;-37;329.0;761.0;14;610.0;755;2
-433.0;53;267.0;329.0;19;173.0;663;1
-446.0;-8;339.0;395.0;3;226.0;678;-24
-480.0;24;365.0;418.0;14;250.0;652;19
-542.0;86;414.0;441.0;12;290.0;695;-31
-666.0;-5;429.0;172.0;24;290.0;657;1
-612.0;-48;356.0;127.0;10;238.0;669;1
-558.0;-65;287.0;80.0;15;190.0;664;7
-540.0;14;223.0;-13.0;19;138.0;666;2
-562.0;16;232.0;-11.0;19;148.0;664;4
-572.0;49;232.0;-11.0;24;150.0;663;3
-572.0;-33;230.0;-18.0;24;149.0;666;3
-546.0;-7;225.0;-16.0;19;147.0;672;4
-514.0;-37;225.0;-15.0;16;148.0;678;7
-480.0;15;201.0;-12.0;21;136.0;680;8
-244.0;-13;322.0;765.0;9;606.0;755;1
-233.0;-16;255.0;769.0;11;613.0;754;1
-225.0;-26;246.0;771.0;16;614.0;752;0
-119.0;7;207.0;771.0;9;620.0;758;4
70.0;10;182.0;770.0;13;625.0;753;-4
100.0;8;174.0;768.0;13;628.0;754;-4
86.0;6;185.0;765.0;13;631.0;754;-4
85.0;1;185.0;765.0;13;631.0;757;-2
87.0;-61;182.0;764.0;9;633.0;755;-4
281.0;7;144.0;761.0;11;641.0;760;-2
259.0;-4;80.0;771.0;16;634.0;751;0
260.0;-2;83.0;771.0;16;634.0;752;1
260.0;-4;79.0;771.0;16;633.0;750;0
257.0;1;78.0;771.0;16;634.0;751;-2
245.0;22;172.0;761.0;10;639.0;760;1
123.0;38;200.0;758.0;12;639.0;756;3
18.0;36;206.0;757.0;12;638.0;755;2
-79.0;3;218.0;756.0;17;638.0;748;1
157.0;-23;178.0;751.0;11;649.0;760;-3
232.0;-55;156.0;757.0;17;644.0;751;2
233.0;5;155.0;758.0;20;644.0;752;-3
215.0;-6;103.0;764.0;13;641.0;757;-4
216.0;-22;103.0;764.0;11;641.0;760;2
219.0;-35;102.0;765.0;12;640.0;759;3
215.0;19;112.0;763.0;13;642.0;759;-2
-124.0;4;266.0;753.0;13;632.0;757;-5
-136.0;-43;260.0;752.0;20;634.0;755;-5
-142.0;4;253.0;749.0;9;640.0;762;-5
29.0;-3;195.0;747.0;11;649.0;765;-6
116.0;1;170.0;748.0;10;652.0;765;-7
-478.0;-8;177.0;-14.0;12;121.0;678;31
-541.0;-18;378.0;25.0;25;233.0;662;-3
-558.0;-31;409.0;39.0;47;245.0;637;12
-562.0;0;413.0;40.0;35;245.0;649;9
-552.0;26;382.0;31.0;25;239.0;657;9
-553.0;-45;378.0;25.0;17;241.0;671;-2
-517.0;-25;330.0;13.0;25;221.0;652;8
-512.0;3;325.0;14.0;20;218.0;661;2
-511.0;-1;325.0;14.0;17;214.0;667;2
-511.0;-37;325.0;14.0;15;214.0;666;6
-512.0;-39;322.0;15.0;18;214.0;665;5
-513.0;-26;321.0;15.0;17;215.0;666;6
-519.0;-7;330.0;17.0;21;217.0;674;-10
-517.0;-24;327.0;18.0;18;217.0;671;-3
-520.0;-30;331.0;20.0;21;217.0;671;-3
-522.0;-44;334.0;20.0;21;217.0;674;-6
-519.0;-23;329.0;20.0;20;217.0;670;0
-520.0;-15;334.0;20.0;20;217.0;671;-1
-522.0;5;337.0;21.0;17;217.0;675;-3
-547.0;3;364.0;39.0;26;224.0;662;-3
-578.0;-32;416.0;75.0;22;234.0;661;0
-596.0;1;467.0;84.0;25;261.0;661;-6
-597.0;19;483.0;82.0;23;273.0;661;-5
-625.0;-24;478.0;58.0;24;266.0;668;-53
-640.0;18;470.0;59.0;21;259.0;681;-69
-650.0;-103;433.0;52.0;28;238.0;679;-65
-679.0;-59;377.0;45.0;47;208.0;664;-78
-642.0;2;336.0;139.0;545;210.0;475;-29
-552.0;-21;188.0;-5.0;55;95.0;664;-117
-511.0;-612;178.0;52.0;53;106.0;762;177
-632.0;28;209.0;-47.0;2;95.0;634;65
-564.0;55;217.0;-53.0;48;98.0;651;49
-552.0;7;212.0;-55.0;40;93.0;662;45
-679.0;75;436.0;83.0;24;208.0;671;25
-657.0;124;421.0;95.0;78;193.0;653;16
-657.0;-136;416.0;104.0;-3;183.0;715;-53
178.0;-28;184.0;717.0;25;686.0;636;32
160.0;-15;198.0;716.0;25;686.0;639;28
168.0;-18;221.0;700.0;-1;699.0;663;4
321.0;-14;-23.0;790.0;11;601.0;670;1
290.0;-35;-44.0;858.0;24;446.0;657;-6
292.0;-29;-47.0;858.0;18;446.0;664;-6
294.0;-15;-48.0;857.0;28;447.0;653;-11
246.0;28;-246.0;744.0;26;596.0;656;2
223.0;44;-248.0;739.0;22;605.0;664;10
103.0;100;-174.0;713.0;10;670.0;677;15
112.0;-14;-174.0;711.0;17;673.0;654;6
110.0;-37;-174.0;712.0;18;673.0;656;-1
109.0;12;-169.0;713.0;21;672.0;645;-3
105.0;10;-167.0;715.0;20;670.0;651;2
91.0;3;-158.0;719.0;18;668.0;652;0
72.0;-32;-143.0;723.0;17;668.0;655;3
74.0;5;-142.0;723.0;15;670.0;656;2
73.0;2;-140.0;722.0;18;671.0;656;5
65.0;4;-146.0;723.0;18;671.0;647;0
97.0;-69;-182.0;722.0;20;666.0;656;21
113.0;-45;-189.0;728.0;12;658.0;661;15
218.0;-14;-182.0;750.0;2;616.0;652;18
316.0;-8;3.0;791.0;17;605.0;663;-1
286.0;49;24.0;797.0;19;595.0;657;2
269.0;-15;34.0;798.0;19;594.0;659;-5
269.0;19;35.0;799.0;20;593.0;659;2
263.0;5;39.0;801.0;20;591.0;662;5
264.0;-11;40.0;801.0;11;591.0;667;3
263.0;21;37.0;803.0;27;589.0;651;-1
261.0;-14;39.0;804.0;23;587.0;660;1
258.0;-51;41.0;804.0;13;588.0;663;5
-395.0;-53;-9.0;134.0;33;17.0;636;1
-424.0;-89;-18.0;136.0;16;22.0;667;-38
260.0;69;-342.0;685.0;-39;234.0;730;95
254.0;79;-315.0;671.0;-2;203.0;675;-2
332.0;-15;-289.0;657.0;18;159.0;664;7
-454.0;22;125.0;74.0;29;-65.0;655;-68
-622.0;-40;205.0;59.0;15;-109.0;683;-9
-614.0;-23;195.0;63.0;18;-102.0;681;-8
-582.0;14;159.0;67.0;19;-79.0;681;-5
-476.0;-33;124.0;62.0;16;-59.0;679;-4
-473.0;-31;120.0;59.0;0;-59.0;689;1
-505.0;-24;152.0;28.0;22;-85.0;670;-13
-580.0;31;220.0;-9.0;24;-135.0;669;0
259.0;-27;41.0;803.0;22;589.0;660;2
267.0;-4;36.0;803.0;17;590.0;656;-8
268.0;26;31.0;803.0;14;590.0;659;-2
365.0;3;-293.0;659.0;16;162.0;668;6
298.0;23;-13.0;804.0;19;587.0;652;-7
305.0;30;-27.0;804.0;24;586.0;652;1
312.0;-5;-37.0;804.0;25;585.0;652;-1
308.0;-13;-150.0;770.0;13;596.0;661;-10
278.0;-34;-88.0;792.0;14;584.0;660;-19
279.0;-51;-87.0;794.0;15;580.0;661;-11
282.0;-35;-88.0;800.0;13;570.0;661;-11
249.0;120;-27.0;821.0;17;550.0;641;-39
250.0;63;-26.0;819.0;27;554.0;636;-24
249.0;67;-25.0;815.0;16;560.0;651;-21
69.0;-74;-464.0;378.0;12;209.0;665;11
-181.0;-320;-303.0;243.0;20;108.0;645;-4
195.0;16;79.0;777.0;49;620.0;668;-162
-582.0;-137;470.0;412.0;17;356.0;639;23
-534.0;-131;409.0;353.0;21;293.0;649;17
-454.0;-4;274.0;205.0;36;177.0;658;5
-462.0;-4;281.0;204.0;24;181.0;665;11
-542.0;-39;170.0;-70.0;12;-101.0;666;58
-584.0;-38;167.0;-63.0;9;-105.0;679;10
-606.0;-24;162.0;-55.0;24;-104.0;661;5
-615.0;-22;161.0;-53.0;13;-103.0;672;4
-625.0;8;154.0;-53.0;14;-100.0;672;7
-633.0;27;131.0;-44.0;20;-85.0;666;7
-628.0;-29;113.0;-42.0;16;-76.0;669;0
-620.0;9;124.0;-56.0;17;-83.0;665;-11
-619.0;3;131.0;-58.0;18;-86.0;665;-3
-618.0;26;130.0;-57.0;15;-85.0;669;-1
-623.0;-16;140.0;-62.0;15;-95.0;668;-3
-625.0;14;145.0;-62.0;25;-99.0;658;12
-625.0;-11;150.0;-61.0;26;-102.0;658;4
-624.0;0;148.0;-57.0;15;-104.0;665;-6
-627.0;59;147.0;-46.0;22;-107.0;666;1
-628.0;45;119.0;57.0;18;-95.0;677;2
-546.0;-25;340.0;216.0;13;224.0;672;5
-577.0;3;387.0;239.0;14;258.0;672;19
-574.0;-12;404.0;268.0;26;271.0;664;25
-409.0;110;-174.0;225.0;-19;118.0;657;-69
6.0;1428;5.0;-756.0;140;-611.0;970;11
-133.0;-211;-268.0;383.0;-12;203.0;692;7
-572.0;4;402.0;271.0;29;271.0;662;25
-526.0;31;429.0;337.0;33;295.0;626;28
-628.0;-6;440.0;274.0;14;265.0;680;9
-594.0;-12;440.0;280.0;23;268.0;661;-13
-579.0;26;287.0;-26.0;12;175.0;666;0
-613.0;15;322.0;-27.0;21;198.0;667;5
-513.0;2136;402.0;421.0;-1146;388.0;1604;-209
-635.0;29;116.0;71.0;-24;-143.0;707;125
-620.0;34;168.0;77.0;47;-172.0;659;116
-610.0;-36;189.0;76.0;19;-181.0;679;96
-604.0;-15;191.0;72.0;25;-181.0;674;92
-571.0;2515;213.0;-18.0;-112;-120.0;698;-44
-591.0;16;138.0;-32.0;25;-119.0;652;125
-580.0;-16;130.0;-26.0;13;-114.0;666;77
-572.0;-30;126.0;-21.0;29;-108.0;653;99
-548.0;-20;107.0;-5.0;29;-94.0;658;60
-521.0;-27;92.0;12.0;15;-84.0;669;19
-519.0;-23;94.0;15.0;18;-83.0;661;34
-520.0;15;91.0;27.0;20;-80.0;681;9
-523.0;-9;90.0;28.0;19;-79.0;685;2
-527.0;-11;92.0;27.0;20;-79.0;683;3
-547.0;-8;99.0;23.0;32;-82.0;628;39
-549.0;-12;100.0;23.0;2;-81.0;680;2
-544.0;25;101.0;19.0;-18;-77.0;528;42
-548.0;78;199.0;10.0;24;176.0;697;-7
-402.0;-10;151.0;-30.0;-6;72.0;827;-139
-463.0;-46;156.0;-53.0;19;90.0;674;115
-647.0;31;379.0;67.0;20;243.0;653;-14
-641.0;-9;374.0;65.0;15;242.0;660;-11
-606.0;0;299.0;-17.0;14;-192.0;667;-3
-606.0;-11;284.0;-14.0;21;-182.0;666;4
-608.0;13;270.0;-11.0;22;-177.0;662;-1
-607.0;25;270.0;-11.0;24;-175.0;663;0
-605.0;-38;262.0;-12.0;18;-170.0;667;-8
-603.0;15;262.0;-13.0;16;-169.0;674;-3
-601.0;-7;256.0;-13.0;18;-167.0;670;-3
-589.0;9;256.0;-8.0;21;-167.0;668;-1
-590.0;0;260.0;-8.0;20;-172.0;667;2
-591.0;-15;266.0;-8.0;24;-173.0;663;2
-602.0;-6;293.0;-23.0;17;-188.0;670;-7
-643.0;-26;372.0;55.0;18;243.0;659;-1
-646.0;-4;372.0;56.0;20;243.0;662;2
-653.0;-26;394.0;38.0;24;253.0;657;-1
-662.0;-22;419.0;19.0;23;270.0;657;5
-501.0;-6;174.0;-55.0;19;107.0;663;1
-532.0;-12;351.0;-45.0;19;-220.0;680;-26
-531.0;119;340.0;-45.0;4;-217.0;691;-5
-499.0;6;163.0;-68.0;21;95.0;663;4
-532.0;-9;324.0;1.0;19;-237.0;680;-11
-529.0;-20;318.0;3.0;19;-233.0;676;-18
-510.0;-46;298.0;10.0;15;-218.0;682;-20
-494.0;-33;279.0;14.0;12;-206.0;689;-3
-495.0;-42;275.0;12.0;21;-203.0;681;-1
-494.0;11;280.0;11.0;19;-202.0;674;-9
-502.0;-51;282.0;5.0;23;-204.0;667;-12
-502.0;-47;288.0;2.0;22;-204.0;669;-11
-502.0;-14;299.0;-7.0;21;-202.0;681;-1
-521.0;-27;336.0;-32.0;24;-210.0;672;-7
-520.0;-7;178.0;-62.0;13;103.0;667;1
-528.0;-17;179.0;-59.0;19;105.0;660;0
-549.0;-7;191.0;-46.0;20;117.0;660;3
-473.0;-26;141.0;-78.0;20;81.0;660;-6
-459.0;14;127.0;-98.0;15;68.0;664;4
-470.0;27;142.0;-98.0;19;77.0;663;6
-495.0;56;175.0;-90.0;24;100.0;659;6
-515.0;53;204.0;-81.0;23;122.0;659;-1
-562.0;-19;264.0;-75.0;20;163.0;663;9
146.0;101;43.0;876.0;8;374.0;673;7
123.0;9;56.0;885.0;-1;353.0;712;36
50.0;32;-291.0;384.0;42;225.0;620;17
-244.0;0;-357.0;653.0;14;415.0;672;-3
-265.0;-124;-328.0;652.0;34;441.0;651;-3
-577.0;-15;284.0;-71.0;19;177.0;663;9
67.0;7;89.0;890.0;20;326.0;679;0
-608.0;25;318.0;-56.0;18;203.0;665;14
-616.0;-14;333.0;-39.0;21;216.0;664;14
203.0;112;-69.0;782.0;-31;599.0;745;-106
169.0;-40;-17.0;784.0;25;610.0;656;-46
141.0;-43;-1.0;784.0;28;611.0;641;-21
111.0;-72;9.0;786.0;9;610.0;671;-41
81.0;-106;23.0;792.0;14;601.0;667;-21
91.0;-17;29.0;799.0;22;591.0;653;-25
76.0;-35;22.0;809.0;-24;579.0;634;85
-346.0;-30;177.0;-149.0;10;24.0;675;41
-327.0;-8;166.0;-136.0;5;22.0;681;35
-538.0;-2404;379.0;-231.0;-193;-209.0;814;238
-581.0;-11;267.0;-22.0;16;176.0;660;40
185.0;1;12.0;807.0;-66;582.0;713;-38
-503.0;-29;163.0;-41.0;-45;95.0;721;-138
-515.0;-58;155.0;-55.0;28;82.0;656;2
-514.0;15;169.0;-54.0;22;89.0;667;4
-515.0;14;176.0;-53.0;20;91.0;660;10
-596.0;-38;276.0;-42.0;16;155.0;668;9
-625.0;13;319.0;-32.0;21;185.0;666;12
-667.0;36;393.0;22.0;31;237.0;658;53
-658.0;-18;377.0;17.0;17;226.0;682;54
-598.0;14;314.0;-2.0;41;183.0;653;80
-575.0;-40;292.0;-9.0;-15;167.0;709;108
-574.0;6;227.0;-37.0;-10;105.0;688;240
261.0;-74;-138.0;782.0;30;503.0;688;-234
173.0;-66;-97.0;828.0;75;355.0;636;-172
125.0;22;-79.0;849.0;22;256.0;666;-113
130.0;-14;-82.0;852.0;16;247.0;666;-54
176.0;73;-136.0;834.0;16;298.0;670;-5
234.0;-30;-177.0;812.0;19;366.0;660;-30
310.0;-2;-296.0;724.0;29;458.0;651;-7
285.0;13;-268.0;757.0;23;412.0;657;-1
273.0;-4;-255.0;769.0;15;390.0;656;-7
253.0;21;-243.0;782.0;16;361.0;658;-1
240.0;21;-240.0;786.0;16;345.0;661;2
228.0;24;119.0;751.0;10;653.0;657;11
209.0;-9;139.0;767.0;14;632.0;660;3
221.0;-11;141.0;766.0;19;631.0;657;0
163.0;23;207.0;747.0;24;647.0;647;-7
113.0;-29;245.0;739.0;-2;652.0;657;9
108.0;-28;252.0;739.0;18;653.0;628;-5
93.0;-15;255.0;739.0;20;652.0;649;6
25.0;-14;303.0;745.0;24;638.0;639;-6
8.0;16;310.0;746.0;19;636.0;645;-3
-5.0;10;321.0;746.0;16;634.0;652;0
-14.0;-7;330.0;746.0;18;633.0;646;1
-32.0;4;320.0;759.0;20;621.0;648;-7
-28.0;5;318.0;759.0;18;621.0;649;1
-22.0;13;316.0;752.0;23;629.0;643;3
2.0;-14;316.0;749.0;17;633.0;651;0
9.0;-6;315.0;749.0;21;634.0;648;3
29.0;48;304.0;749.0;16;636.0;660;4
26.0;43;335.0;744.0;18;634.0;656;-8
224.0;-1;-233.0;792.0;13;324.0;660;-11
219.0;53;-228.0;794.0;20;317.0;658;1
217.0;18;-226.0;795.0;18;314.0;659;-3
216.0;25;-223.0;797.0;21;309.0;656;-7
227.0;-28;-238.0;789.0;16;314.0;666;1
233.0;-49;-241.0;786.0;18;316.0;660;0
268.0;6;-305.0;738.0;28;345.0;651;11
270.0;123;-342.0;693.0;-9;349.0;690;75
236.0;-1662;-168.0;741.0;983;561.0;248;-588
-129.0;95;-221.0;375.0;24;182.0;673;-15
-149.0;26;-221.0;374.0;12;184.0;666;-19
-164.0;-118;-241.0;619.0;13;407.0;727;145
59.0;-57;-243.0;677.0;42;461.0;683;130
147.0;-26;-253.0;697.0;30;478.0;692;133
154.0;24;-213.0;754.0;-28;559.0;742;-12
226.0;54;-394.0;530.0;15;384.0;645;58
234.0;31;-387.0;566.0;-9;386.0;670;33
-12.0;-45;11.0;720.0;26;502.0;689;123
108.0;-29;-17.0;738.0;-3;525.0;631;265
32.0;27;-183.0;655.0;55;460.0;530;-108
143.0;-403;-223.0;723.0;15;646.0;581;-140
124.0;39;-69.0;694.0;40;469.0;670;192
-52.0;-108;-90.0;615.0;43;417.0;666;213
12.0;-33;-48.0;631.0;49;428.0;640;181
18.0;-17;-22.0;642.0;48;436.0;639;202
5.0;182;-44.0;626.0;-42;440.0;1031;347
-133.0;-222;12.0;750.0;79;576.0;458;-336
-160.0;-75;64.0;727.0;112;529.0;618;226
-30.0;-55;334.0;777.0;16;597.0;663;8
-272.0;310;404.0;569.0;728;514.0;332;178
-225.0;1;-3.0;686.0;28;476.0;591;-87
-214.0;60;7.0;691.0;24;480.0;649;11
-176.0;-143;37.0;708.0;57;492.0;673;178
58.0;-64;104.0;886.0;21;370.0;681;1
-23.0;-488;-13.0;774.0;621;601.0;510;-327
-563.0;-71;312.0;-70.0;-8;-144.0;684;9
-28.0;-221;-18.0;687.0;-11;478.0;629;3
-111.0;-188;-112.0;625.0;-25;401.0;771;86
21.0;18;111.0;884.0;22;397.0;674;5
-11.0;-48;151.0;876.0;18;453.0;660;-4
-37.0;-24;167.0;871.0;24;465.0;660;-2
-23.0;-36;155.0;860.0;21;494.0;677;80
-20.0;-24;152.0;861.0;19;493.0;681;99
9.0;-72;131.0;864.0;24;492.0;665;93
41.0;-184;-115.0;656.0;-172;430.0;695;202
-639.0;-83;182.0;-13.0;794;65.0;424;731
-521.0;48;152.0;80.0;60;-64.0;693;291
193.0;32;-129.0;774.0;8;582.0;686;83
-608.0;-27;247.0;22.0;31;-147.0;662;122
-596.0;-35;253.0;20.0;29;-153.0;682;86
-495.0;-6;345.0;-8.0;17;-201.0;678;16
136.0;-70;-44.0;758.0;43;539.0;647;71
-480.0;23;381.0;-31.0;17;-217.0;674;9
191.0;-30;-105.0;700.0;19;492.0;706;156
-163.0;-114;-177.0;605.0;-27;400.0;683;55
-74.0;-174;-150.0;617.0;49;404.0;664;87
15.0;-89;123.0;863.0;22;495.0;665;91
85.0;-46;74.0;848.0;25;525.0;654;136
-482.0;32;356.0;-83.0;16;-190.0;670;0
-129.0;-117;439.0;-658.0;33;-624.0;613;289
-462.0;106;340.0;-56.0;10;-196.0;676;3
-488.0;30;295.0;-40.0;18;-162.0;669;-6
-487.0;6;216.0;-16.0;20;-135.0;657;-1
26.0;-12;-126.0;702.0;29;469.0;697;121
67.0;70;-107.0;716.0;22;473.0;703;138
117.0;-90;-189.0;719.0;26;493.0;675;131
132.0;-43;-171.0;727.0;42;495.0;664;116
-494.0;-5;258.0;-11.0;22;-166.0;661;-2
-500.0;6;283.0;-19.0;14;-175.0;666;8
26.0;32;144.0;764.0;16;637.0;688;239
0.0;89;156.0;769.0;103;633.0;618;209
-562.0;-5;145.0;1.0;21;-107.0;665;90
-135.0;-16;0.0;745.0;30;543.0;685;67
-126.0;20;141.0;791.0;45;575.0;685;129
-14.0;-32;98.0;778.0;1;594.0;748;209
-186.0;-99;99.0;780.0;29;578.0;704;86
-89.0;-22;41.0;759.0;52;576.0;642;-80
-35.0;13;100.0;780.0;28;582.0;682;27
-12.0;130;109.0;783.0;134;601.0;650;121
-523.0;-647;388.0;336.0;-1292;334.0;2264;639
-22.0;8;127.0;780.0;16;554.0;687;31
-583.0;-8;418.0;241.0;15;315.0;652;8
-601.0;-34;443.0;260.0;16;343.0;657;-2
-632.0;16;470.0;297.0;23;375.0;646;4
-645.0;-2;482.0;298.0;17;383.0;653;9
-650.0;0;486.0;300.0;15;385.0;656;3
22.0;49;-251.0;-373.0;8;-182.0;652;-36
-651.0;-14;483.0;299.0;20;385.0;652;3
-160.0;-4;-55.0;-238.0;59;-72.0;679;-22
-238.0;21;-10.0;-216.0;41;-36.0;684;-11
-362.0;-9;19.0;85.0;26;-3.0;654;-16
-626.0;-47;524.0;222.0;-4;254.0;664;-32
-38.0;14;18.0;757.0;-33;529.0;680;-10
