InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;Accelerometer LWR accY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RLA Quaternion4;Accelerometer LUA_ accY
19.0;-622.0;858.0;-38.0;-24.0;655.0;72.0;-496.0;924.0
20.0;-621.0;849.0;-51.0;-34.0;654.0;64.0;-494.0;915.0
21.0;-621.0;848.0;-60.0;-53.0;653.0;67.0;-493.0;927.0
-443.0;400.0;976.0;54.0;-342.0;-475.0;-90.0;352.0;964.0
26.0;-620.0;738.0;-34.0;-72.0;654.0;69.0;-492.0;896.0
27.0;-620.0;772.0;-45.0;-23.0;654.0;66.0;-492.0;832.0
55.0;-618.0;830.0;20.0;-107.0;653.0;125.0;-478.0;1010.0
99.0;-594.0;943.0;145.0;-157.0;630.0;15.0;-892.0;1012.0
118.0;-600.0;846.0;427.0;-225.0;592.0;97.0;-843.0;996.0
75.0;-595.0;840.0;158.0;227.0;571.0;114.0;-915.0;945.0
91.0;-596.0;837.0;-106.0;-326.0;575.0;68.0;-914.0;929.0
-378.0;83.0;914.0;-728.0;-320.0;-268.0;-37.0;72.0;914.0
328.0;-480.0;771.0;-623.0;-1086.0;534.0;38.0;-728.0;867.0
560.0;-655.0;865.0;-170.0;122.0;706.0;70.0;-853.0;939.0
555.0;-651.0;862.0;33.0;-57.0;706.0;72.0;-853.0;964.0
559.0;-642.0;838.0;-1.0;63.0;690.0;-6.0;-851.0;942.0
559.0;-635.0;827.0;25.0;117.0;683.0;-32.0;-852.0;963.0
560.0;-634.0;871.0;-15.0;11.0;684.0;-38.0;-850.0;958.0
566.0;-636.0;878.0;-42.0;-207.0;688.0;-10.0;-848.0;916.0
572.0;-642.0;847.0;-122.0;-168.0;699.0;27.0;-846.0;938.0
571.0;-645.0;878.0;-88.0;-58.0;704.0;39.0;-847.0;971.0
361.0;-482.0;882.0;-253.0;-85.0;591.0;249.0;-802.0;910.0
-368.0;379.0;933.0;-74.0;-7.0;-430.0;-56.0;188.0;994.0
551.0;-641.0;886.0;-39.0;62.0;697.0;-2.0;-818.0;971.0
392.0;-472.0;911.0;-53.0;-407.0;590.0;226.0;-785.0;954.0
396.0;-469.0;905.0;-170.0;172.0;585.0;176.0;-781.0;938.0
557.0;-645.0;876.0;-111.0;-248.0;695.0;-5.0;-857.0;919.0
593.0;-506.0;1265.0;-205.0;-312.0;606.0;12.0;-837.0;1411.0
-451.0;136.0;839.0;-147.0;-462.0;-317.0;133.0;-154.0;886.0
-459.0;187.0;943.0;-165.0;230.0;-331.0;201.0;-143.0;967.0
591.0;-636.0;866.0;15.0;49.0;685.0;43.0;-850.0;953.0
591.0;-636.0;846.0;17.0;132.0;686.0;18.0;-851.0;950.0
-444.0;181.0;947.0;-327.0;-30.0;-315.0;172.0;-128.0;971.0
584.0;-633.0;862.0;-92.0;-13.0;692.0;10.0;-851.0;962.0
584.0;-635.0;865.0;-43.0;56.0;693.0;14.0;-851.0;961.0
582.0;-637.0;877.0;-4.0;131.0;695.0;16.0;-853.0;968.0
575.0;-639.0;885.0;-5.0;34.0;697.0;11.0;-856.0;952.0
574.0;-640.0;851.0;46.0;52.0;696.0;19.0;-856.0;952.0
576.0;-640.0;876.0;-83.0;-87.0;694.0;5.0;-855.0;976.0
577.0;-641.0;847.0;-13.0;144.0;694.0;21.0;-856.0;934.0
646.0;-596.0;688.0;295.0;-176.0;690.0;142.0;-773.0;711.0
572.0;-642.0;888.0;-11.0;86.0;693.0;16.0;-858.0;968.0
572.0;-644.0;893.0;-90.0;94.0;694.0;8.0;-859.0;944.0
571.0;-645.0;881.0;91.0;-24.0;695.0;10.0;-858.0;955.0
584.0;-636.0;860.0;-60.0;-112.0;690.0;5.0;-853.0;959.0
585.0;-634.0;855.0;48.0;19.0;690.0;2.0;-853.0;936.0
585.0;-634.0;889.0;40.0;8.0;690.0;10.0;-852.0;953.0
586.0;-634.0;856.0;63.0;28.0;691.0;13.0;-851.0;969.0
586.0;-636.0;875.0;14.0;11.0;693.0;16.0;-851.0;963.0
583.0;-638.0;877.0;-127.0;-136.0;694.0;2.0;-853.0;962.0
582.0;-639.0;858.0;-111.0;-71.0;695.0;-2.0;-853.0;965.0
581.0;-638.0;870.0;68.0;97.0;698.0;16.0;-853.0;954.0
583.0;-635.0;890.0;86.0;93.0;694.0;-3.0;-852.0;969.0
-374.0;625.0;861.0;-79.0;-1246.0;-733.0;195.0;669.0;939.0
-493.0;143.0;901.0;-83.0;-46.0;-289.0;99.0;198.0;975.0
564.0;-638.0;870.0;104.0;205.0;689.0;-4.0;-854.0;933.0
-498.0;140.0;923.0;-39.0;-1.0;-285.0;105.0;199.0;974.0
539.0;-645.0;882.0;-56.0;-123.0;685.0;-2.0;-857.0;950.0
541.0;-645.0;850.0;-121.0;-142.0;685.0;9.0;-857.0;964.0
544.0;-644.0;882.0;-25.0;0.0;685.0;17.0;-856.0;961.0
558.0;-637.0;859.0;-106.0;-9.0;681.0;27.0;-850.0;960.0
559.0;-637.0;878.0;-59.0;-28.0;679.0;35.0;-850.0;933.0
571.0;-636.0;882.0;-128.0;-113.0;683.0;22.0;-848.0;953.0
572.0;-638.0;877.0;-75.0;-111.0;685.0;1.0;-851.0;946.0
573.0;-640.0;860.0;-165.0;23.0;688.0;21.0;-852.0;964.0
570.0;-641.0;862.0;-92.0;94.0;688.0;33.0;-853.0;925.0
568.0;-642.0;850.0;-58.0;29.0;687.0;9.0;-854.0;962.0
-493.0;133.0;980.0;40.0;87.0;-290.0;77.0;211.0;1030.0
571.0;-638.0;886.0;-8.0;-71.0;686.0;11.0;-852.0;953.0
572.0;-636.0;870.0;-116.0;-22.0;690.0;37.0;-853.0;958.0
574.0;-635.0;859.0;75.0;-39.0;689.0;13.0;-851.0;962.0
571.0;-637.0;873.0;-45.0;-27.0;687.0;24.0;-852.0;961.0
572.0;-637.0;870.0;-40.0;-7.0;688.0;31.0;-852.0;948.0
573.0;-635.0;872.0;44.0;19.0;686.0;26.0;-850.0;942.0
572.0;-634.0;867.0;39.0;31.0;685.0;18.0;-850.0;940.0
571.0;-636.0;880.0;-35.0;14.0;687.0;24.0;-851.0;932.0
571.0;-637.0;859.0;-48.0;7.0;688.0;28.0;-851.0;958.0
573.0;-637.0;869.0;-207.0;27.0;692.0;20.0;-852.0;982.0
573.0;-637.0;881.0;-136.0;63.0;692.0;24.0;-853.0;985.0
576.0;-645.0;885.0;34.0;-66.0;698.0;4.0;-853.0;973.0
-509.0;132.0;914.0;22.0;-167.0;-281.0;80.0;213.0;978.0
375.0;-658.0;875.0;-371.0;-2.0;684.0;80.0;-730.0;865.0
409.0;-561.0;877.0;-290.0;-463.0;676.0;167.0;-899.0;948.0
550.0;-629.0;885.0;-7.0;112.0;676.0;56.0;-851.0;943.0
547.0;-630.0;877.0;-33.0;114.0;674.0;54.0;-851.0;944.0
543.0;-632.0;882.0;-12.0;-126.0;675.0;28.0;-854.0;953.0
545.0;-631.0;873.0;-78.0;-67.0;674.0;14.0;-854.0;979.0
543.0;-631.0;877.0;-50.0;133.0;674.0;35.0;-854.0;933.0
541.0;-633.0;871.0;-58.0;17.0;674.0;15.0;-854.0;983.0
546.0;-635.0;865.0;-132.0;-165.0;676.0;18.0;-853.0;917.0
-465.0;158.0;942.0;-232.0;-422.0;-306.0;70.0;159.0;1001.0
-508.0;128.0;889.0;72.0;148.0;-296.0;4.0;296.0;1066.0
580.0;-632.0;881.0;-106.0;-149.0;690.0;4.0;-853.0;962.0
574.0;-637.0;882.0;-13.0;6.0;694.0;28.0;-854.0;969.0
616.0;-197.0;1199.0;-208.0;83.0;495.0;70.0;-751.0;1340.0
260.0;-255.0;1024.0;103.0;1993.0;215.0;-129.0;-172.0;1008.0
-428.0;397.0;980.0;-127.0;-158.0;-471.0;-82.0;323.0;999.0
-577.0;311.0;872.0;-1646.0;-2024.0;-461.0;-144.0;501.0;947.0
554.0;-621.0;824.0;-472.0;164.0;684.0;26.0;-847.0;874.0
388.0;-615.0;868.0;-236.0;-41.0;701.0;52.0;-728.0;981.0
-390.0;61.0;877.0;-552.0;-514.0;-200.0;200.0;-39.0;928.0
367.0;-35.0;853.0;-456.0;-889.0;191.0;-9.0;19.0;860.0
376.0;20.0;1178.0;28.0;161.0;170.0;298.0;215.0;800.0
608.0;-548.0;836.0;-1314.0;-998.0;631.0;63.0;-823.0;948.0
606.0;-530.0;159.0;2.0;49.0;829.0;-411.0;-814.0;475.0
-487.0;-175.0;857.0;113.0;112.0;42.0;-162.0;-513.0;998.0
-444.0;-239.0;822.0;-399.0;134.0;89.0;133.0;-524.0;903.0
-437.0;-249.0;897.0;163.0;160.0;97.0;123.0;-567.0;957.0
-202.0;-131.0;833.0;536.0;-537.0;26.0;-175.0;-284.0;867.0
449.0;-63.0;904.0;-86.0;-75.0;188.0;-56.0;-105.0;1125.0
456.0;-110.0;784.0;-119.0;-282.0;260.0;291.0;-110.0;913.0
191.0;160.0;1404.0;49.0;-185.0;11.0;-33.0;378.0;1128.0
-167.0;-180.0;999.0;-213.0;-56.0;110.0;-63.0;-369.0;860.0
-153.0;-185.0;837.0;2.0;-278.0;137.0;-1.0;-320.0;765.0
-423.0;-241.0;920.0;175.0;-2.0;116.0;153.0;-668.0;947.0
94.0;-355.0;955.0;-172.0;-95.0;255.0;10.0;-627.0;1369.0
478.0;-195.0;858.0;-636.0;1460.0;355.0;-59.0;-223.0;1015.0
596.0;-553.0;778.0;-1983.0;-1639.0;647.0;38.0;-833.0;838.0
365.0;-219.0;1092.0;-374.0;-311.0;379.0;82.0;-927.0;1046.0
-140.0;-181.0;819.0;-285.0;-148.0;86.0;36.0;-304.0;869.0
-386.0;-41.0;1026.0;-580.0;867.0;-63.0;199.0;-205.0;1266.0
-407.0;-28.0;1145.0;-414.0;-180.0;-127.0;78.0;43.0;1010.0
335.0;1.0;791.0;-146.0;100.0;150.0;-36.0;118.0;543.0
314.0;78.0;1160.0;-517.0;-285.0;22.0;46.0;120.0;995.0
291.0;70.0;670.0;-110.0;-195.0;60.0;-26.0;151.0;1001.0
46.0;-76.0;1005.0;92.0;-464.0;226.0;-45.0;-988.0;851.0
-280.0;-74.0;283.0;-153.0;-237.0;33.0;-305.0;-773.0;565.0
607.0;-530.0;905.0;21.0;9.0;649.0;171.0;-784.0;940.0
-456.0;-198.0;815.0;-360.0;-176.0;64.0;103.0;-490.0;871.0
-446.0;-211.0;774.0;-254.0;-20.0;77.0;143.0;-512.0;868.0
337.0;-577.0;448.0;-143.0;-1535.0;701.0;-79.0;-869.0;657.0
111.0;-476.0;709.0;-56.0;-717.0;496.0;81.0;-508.0;931.0
563.0;-596.0;856.0;-162.0;-2186.0;680.0;129.0;-772.0;924.0
25.0;-477.0;764.0;21.0;-150.0;492.0;103.0;-465.0;924.0
13.0;-477.0;763.0;-31.0;11.0;491.0;109.0;-461.0;889.0
14.0;-477.0;762.0;13.0;35.0;492.0;114.0;-461.0;904.0
16.0;-478.0;739.0;0.0;-4.0;493.0;117.0;-456.0;893.0
18.0;-477.0;744.0;17.0;17.0;493.0;126.0;-452.0;908.0
21.0;-477.0;752.0;-72.0;26.0;492.0;120.0;-450.0;902.0
614.0;-543.0;895.0;31.0;-48.0;669.0;150.0;-755.0;952.0
40.0;-475.0;732.0;-13.0;90.0;492.0;124.0;-444.0;915.0
41.0;-470.0;740.0;-108.0;60.0;488.0;114.0;-443.0;892.0
42.0;-468.0;753.0;-139.0;229.0;486.0;117.0;-447.0;931.0
51.0;-464.0;738.0;-141.0;394.0;483.0;107.0;-462.0;925.0
83.0;-462.0;766.0;-83.0;298.0;485.0;121.0;-541.0;938.0
142.0;-459.0;707.0;169.0;300.0;486.0;108.0;-621.0;876.0
563.0;-562.0;925.0;-178.0;767.0;640.0;59.0;-833.0;1019.0
452.0;-596.0;869.0;1442.0;1059.0;695.0;-3.0;-741.0;983.0
429.0;-384.0;854.0;-922.0;178.0;519.0;-168.0;-883.0;981.0
-598.0;190.0;659.0;-1263.0;551.0;-316.0;-54.0;367.0;734.0
610.0;-580.0;831.0;2050.0;337.0;653.0;-40.0;-838.0;791.0
-193.0;-173.0;650.0;708.0;-387.0;23.0;-133.0;-330.0;759.0
72.0;216.0;145.0;-623.0;-937.0;-303.0;-701.0;877.0;363.0
-90.0;-269.0;1219.0;-376.0;300.0;145.0;35.0;-577.0;942.0
104.0;-145.0;622.0;-318.0;-664.0;-112.0;-328.0;-64.0;897.0
125.0;-162.0;744.0;-233.0;-327.0;-91.0;-327.0;-119.0;914.0
420.0;-430.0;694.0;-135.0;39.0;545.0;136.0;-803.0;740.0
-50.0;-274.0;742.0;-137.0;-78.0;179.0;-35.0;-484.0;557.0
404.0;-589.0;394.0;-64.0;-712.0;756.0;-226.0;-857.0;635.0
380.0;-32.0;663.0;-22.0;-326.0;-58.0;-490.0;-184.0;714.0
-519.0;216.0;901.0;22.0;162.0;-378.0;10.0;320.0;953.0
373.0;-25.0;697.0;29.0;576.0;-58.0;-532.0;-153.0;826.0
381.0;-53.0;597.0;-473.0;-395.0;-13.0;-551.0;-135.0;781.0
409.0;-90.0;631.0;-386.0;79.0;43.0;-600.0;-175.0;845.0
407.0;-93.0;705.0;-242.0;-95.0;63.0;-635.0;-180.0;836.0
-457.0;-5.0;764.0;-99.0;-64.0;-160.0;256.0;252.0;841.0
-451.0;1.0;754.0;-32.0;-141.0;-183.0;412.0;194.0;820.0
-449.0;-2.0;724.0;17.0;-60.0;-183.0;402.0;199.0;808.0
-447.0;-2.0;749.0;23.0;-101.0;-183.0;415.0;202.0;819.0
-442.0;-4.0;753.0;-9.0;-78.0;-183.0;376.0;206.0;792.0
-616.0;355.0;599.0;53.0;51.0;-417.0;654.0;814.0;673.0
657.0;-374.0;932.0;81.0;-87.0;561.0;343.0;-808.0;913.0
657.0;-372.0;904.0;116.0;-31.0;562.0;352.0;-811.0;886.0
550.0;-480.0;935.0;-258.0;-169.0;626.0;158.0;-723.0;1046.0
544.0;-577.0;653.0;-17.0;-315.0;643.0;-18.0;-780.0;856.0
430.0;-554.0;916.0;-192.0;193.0;657.0;45.0;-568.0;1021.0
550.0;-591.0;836.0;40.0;96.0;667.0;48.0;-789.0;924.0
305.0;-587.0;888.0;-346.0;208.0;672.0;53.0;-385.0;979.0
244.0;-594.0;867.0;-361.0;69.0;670.0;24.0;-284.0;956.0
240.0;-595.0;883.0;-414.0;29.0;670.0;21.0;-274.0;943.0
237.0;-596.0;884.0;-414.0;-12.0;671.0;10.0;-267.0;943.0
449.0;-603.0;952.0;793.0;434.0;697.0;-90.0;-791.0;1042.0
96.0;76.0;242.0;-1216.0;424.0;-253.0;-562.0;221.0;450.0
586.0;-561.0;876.0;-44.0;175.0;662.0;100.0;-738.0;948.0
345.0;-288.0;842.0;116.0;105.0;291.0;-123.0;-323.0;990.0
368.0;-279.0;935.0;25.0;64.0;278.0;-9.0;-258.0;1047.0
344.0;-279.0;917.0;349.0;91.0;283.0;-148.0;-57.0;1008.0
160.0;-256.0;957.0;13.0;-148.0;239.0;-156.0;-88.0;923.0
201.0;-272.0;942.0;84.0;-368.0;244.0;-120.0;-138.0;1008.0
182.0;-614.0;877.0;-45.0;80.0;689.0;4.0;-226.0;951.0
550.0;-638.0;885.0;421.0;172.0;714.0;23.0;-851.0;954.0
-424.0;-117.0;811.0;375.0;15.0;-27.0;125.0;-787.0;950.0
146.0;-616.0;878.0;-5.0;74.0;692.0;29.0;-223.0;955.0
151.0;-611.0;902.0;3.0;-123.0;689.0;29.0;-226.0;950.0
-444.0;370.0;892.0;55.0;557.0;-452.0;-65.0;330.0;976.0
186.0;-611.0;858.0;-88.0;-255.0;689.0;28.0;-231.0;930.0
-542.0;169.0;931.0;-298.0;-125.0;-343.0;-4.0;271.0;943.0
-534.0;171.0;910.0;86.0;-122.0;-313.0;38.0;299.0;964.0
-656.0;438.0;931.0;-599.0;-271.0;-610.0;55.0;605.0;1300.0
251.0;-613.0;891.0;-158.0;-226.0;694.0;38.0;-307.0;979.0
264.0;-613.0;895.0;-154.0;-263.0;694.0;34.0;-332.0;974.0
603.0;-596.0;867.0;-74.0;127.0;685.0;51.0;-660.0;952.0
337.0;-610.0;881.0;149.0;-260.0;690.0;8.0;-541.0;1054.0
644.0;-592.0;1221.0;329.0;696.0;694.0;-79.0;-803.0;1250.0
-342.0;297.0;966.0;-54.0;46.0;-389.0;-25.0;278.0;1019.0
-407.0;552.0;832.0;233.0;432.0;-608.0;7.0;839.0;960.0
-114.0;499.0;809.0;17.0;-38.0;-472.0;45.0;846.0;930.0
443.0;-569.0;973.0;-47.0;63.0;662.0;8.0;-844.0;971.0
-512.0;157.0;952.0;102.0;-179.0;-317.0;107.0;-27.0;999.0
-492.0;163.0;877.0;43.0;-115.0;-321.0;82.0;-27.0;963.0
252.0;-63.0;841.0;-255.0;-166.0;247.0;-182.0;325.0;956.0
255.0;-66.0;829.0;-77.0;-112.0;252.0;-133.0;321.0;969.0
597.0;-594.0;888.0;-21.0;116.0;683.0;47.0;-654.0;965.0
600.0;-594.0;876.0;67.0;259.0;680.0;53.0;-633.0;951.0
262.0;-69.0;831.0;1.0;-26.0;254.0;-103.0;315.0;994.0
278.0;-74.0;802.0;-202.0;-152.0;262.0;-42.0;298.0;906.0
281.0;-78.0;814.0;-177.0;-161.0;265.0;-43.0;294.0;942.0
287.0;-84.0;776.0;-270.0;-182.0;274.0;-53.0;286.0;928.0
596.0;-613.0;889.0;684.0;1063.0;695.0;25.0;-834.0;959.0
635.0;-584.0;860.0;-28.0;212.0;669.0;90.0;-581.0;923.0
289.0;-87.0;824.0;-224.0;-231.0;277.0;-46.0;283.0;940.0
301.0;-110.0;822.0;-195.0;-15.0;305.0;-46.0;266.0;929.0
292.0;-118.0;851.0;-115.0;133.0;315.0;-48.0;277.0;950.0
288.0;-123.0;807.0;-117.0;149.0;323.0;-70.0;286.0;926.0
282.0;-127.0;846.0;-24.0;341.0;327.0;-52.0;295.0;962.0
298.0;-8.0;839.0;-26.0;162.0;179.0;-76.0;231.0;905.0
395.0;-128.0;918.0;-512.0;-413.0;281.0;49.0;-186.0;968.0
466.0;-170.0;847.0;-358.0;-636.0;327.0;-97.0;-84.0;903.0
-338.0;374.0;1017.0;-93.0;-200.0;-419.0;-44.0;190.0;999.0
-381.0;314.0;900.0;66.0;-560.0;-395.0;23.0;216.0;984.0
446.0;-65.0;1112.0;186.0;136.0;250.0;-117.0;180.0;987.0
-485.0;480.0;820.0;-731.0;-89.0;-685.0;-39.0;813.0;904.0
-465.0;530.0;1025.0;-363.0;-557.0;-552.0;89.0;829.0;1018.0
-98.0;644.0;863.0;-5.0;35.0;-692.0;-24.0;326.0;945.0
-464.0;483.0;1021.0;-346.0;443.0;-605.0;58.0;788.0;991.0
559.0;-633.0;869.0;311.0;-416.0;702.0;4.0;-849.0;1000.0
434.0;-645.0;-375.0;145.0;-251.0;573.0;568.0;-350.0;-461.0
248.0;-268.0;971.0;91.0;-416.0;239.0;-95.0;-154.0;1035.0
283.0;-259.0;933.0;191.0;-329.0;217.0;-123.0;-180.0;1031.0
629.0;-582.0;799.0;-264.0;-291.0;668.0;71.0;-593.0;888.0
141.0;-242.0;916.0;1.0;12.0;161.0;-82.0;-12.0;956.0
195.0;-284.0;933.0;-589.0;297.0;203.0;-133.0;-121.0;963.0
219.0;-317.0;896.0;-310.0;-254.0;235.0;-164.0;-125.0;930.0
223.0;-333.0;941.0;-119.0;-289.0;246.0;-155.0;-168.0;1140.0
203.0;-334.0;960.0;-16.0;-75.0;240.0;-169.0;-165.0;1000.0
203.0;-334.0;946.0;15.0;-26.0;239.0;-152.0;-165.0;1032.0
202.0;-334.0;947.0;32.0;3.0;239.0;-143.0;-168.0;1056.0
192.0;-319.0;958.0;115.0;309.0;213.0;-159.0;-149.0;1011.0
282.0;-162.0;982.0;448.0;-669.0;151.0;-231.0;199.0;938.0
629.0;-572.0;879.0;-66.0;106.0;673.0;93.0;-605.0;970.0
174.0;-218.0;1077.0;400.0;-329.0;154.0;-74.0;180.0;1225.0
495.0;-187.0;623.0;134.0;-341.0;341.0;127.0;-207.0;653.0
500.0;-153.0;1123.0;290.0;-63.0;300.0;46.0;-198.0;1091.0
408.0;-1.0;986.0;322.0;-52.0;160.0;-44.0;141.0;1082.0
535.0;-154.0;840.0;48.0;-65.0;189.0;-101.0;-143.0;986.0
587.0;-147.0;928.0;30.0;-110.0;193.0;-73.0;-257.0;991.0
595.0;-143.0;881.0;-84.0;278.0;193.0;-21.0;-276.0;996.0
586.0;-145.0;914.0;101.0;236.0;192.0;-12.0;-248.0;932.0
576.0;-142.0;856.0;62.0;-223.0;185.0;-22.0;-227.0;914.0
539.0;-166.0;838.0;-241.0;-83.0;203.0;58.0;-112.0;895.0
456.0;-97.0;828.0;205.0;134.0;148.0;-236.0;-157.0;967.0
439.0;-86.0;866.0;187.0;146.0;147.0;-378.0;-164.0;993.0
433.0;-85.0;851.0;-69.0;114.0;147.0;-421.0;-166.0;992.0
418.0;-98.0;889.0;-540.0;-102.0;162.0;-419.0;-174.0;860.0
627.0;-571.0;835.0;-12.0;-253.0;674.0;74.0;-597.0;921.0
400.0;20.0;908.0;-552.0;-343.0;140.0;-48.0;111.0;1067.0
606.0;-453.0;968.0;-76.0;13.0;626.0;181.0;-849.0;984.0
336.0;37.0;770.0;-1844.0;-521.0;146.0;25.0;111.0;856.0
622.0;-570.0;867.0;-104.0;-175.0;673.0;71.0;-608.0;953.0
627.0;-569.0;869.0;-114.0;-42.0;672.0;92.0;-617.0;943.0
378.0;-304.0;757.0;-78.0;-127.0;375.0;-638.0;253.0;802.0
395.0;-307.0;659.0;-279.0;-244.0;379.0;-633.0;246.0;763.0
627.0;-569.0;865.0;-60.0;73.0;672.0;89.0;-615.0;929.0
421.0;-359.0;690.0;-91.0;-117.0;449.0;-529.0;172.0;934.0
355.0;-308.0;701.0;-21.0;830.0;374.0;-633.0;226.0;888.0
436.0;-66.0;870.0;351.0;-52.0;237.0;-117.0;-63.0;925.0
461.0;-205.0;678.0;135.0;-97.0;368.0;-384.0;250.0;814.0
591.0;-569.0;858.0;-50.0;7.0;672.0;91.0;-665.0;931.0
581.0;-545.0;875.0;-176.0;-260.0;660.0;111.0;-697.0;960.0
583.0;-544.0;860.0;-186.0;-273.0;658.0;106.0;-702.0;926.0
571.0;-265.0;736.0;23.0;-479.0;333.0;-357.0;-259.0;815.0
