InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
-554.0;-20;241.0;131.0;22;167.0;657;-21
-531.0;-21;173.0;130.0;10;118.0;674;-31
-678.0;-668;452.0;326.0;3314;341.0;1878;-1711
-74.0;-174;-150.0;617.0;49;404.0;664;87
-265.0;-124;-328.0;652.0;34;441.0;651;-3
-91.0;-2469;-109.0;704.0;-1462;509.0;2436;-462
18.0;-17;-22.0;642.0;48;436.0;639;202
12.0;-33;-48.0;631.0;49;428.0;640;181
-52.0;-108;-90.0;615.0;43;417.0;666;213
-53.0;-109;83.0;781.0;-85;596.0;855;399
104.0;412;-315.0;-296.0;-648;-163.0;480;-492
-515.0;14;176.0;-53.0;20;91.0;660;10
-514.0;15;169.0;-54.0;22;89.0;667;4
320.0;-10;-273.0;-811.0;34;-372.0;674;18
128.0;-1221;-51.0;-738.0;74;-603.0;668;-212
-376.0;-15;165.0;58.0;21;-102.0;661;9
-380.0;-6;163.0;57.0;17;-103.0;658;3
-376.0;1;160.0;53.0;18;-96.0;654;7
442.0;-4;-332.0;704.0;15;240.0;672;21
50.0;32;-291.0;384.0;42;225.0;620;17
-459.0;14;127.0;-98.0;15;68.0;664;4
-107.0;-63;-205.0;-368.0;11;-161.0;686;-22
-473.0;-26;141.0;-78.0;20;81.0;660;-6
227.0;-28;-324.0;435.0;12;282.0;629;-37
-499.0;6;163.0;-68.0;21;95.0;663;4
84.0;49;-331.0;414.0;-815;269.0;1702;-443
405.0;2024;-343.0;660.0;38;565.0;715;-213
-501.0;-6;174.0;-55.0;19;107.0;663;1
117.0;485;-355.0;-319.0;74;-196.0;809;124
-463.0;-46;156.0;-53.0;19;90.0;674;115
-519.0;2212;125.0;42.0;314;-41.0;2201;-1702
-548.0;78;199.0;10.0;24;176.0;697;-7
452.0;-339;-260.0;746.0;943;581.0;-579;-535
-84.0;3000;385.0;-678.0;129;-644.0;1054;165
-409.0;110;-174.0;225.0;-19;118.0;657;-69
-546.0;-25;340.0;216.0;13;224.0;672;5
-473.0;-31;120.0;59.0;0;-59.0;689;1
-476.0;-33;124.0;62.0;16;-59.0;679;-4
-454.0;22;125.0;74.0;29;-65.0;655;-68
-424.0;-17;205.0;66.0;20;-131.0;651;-2
-513.0;-26;321.0;15.0;17;215.0;666;6
-512.0;-39;322.0;15.0;18;214.0;665;5
-511.0;-1;325.0;14.0;17;214.0;667;2
-512.0;3;325.0;14.0;20;218.0;661;2
-478.0;-8;177.0;-14.0;12;121.0;678;31
-480.0;15;201.0;-12.0;21;136.0;680;8
-514.0;-37;225.0;-15.0;16;148.0;678;7
-540.0;14;223.0;-13.0;19;138.0;666;2
-558.0;-65;287.0;80.0;15;190.0;664;7
-542.0;86;414.0;441.0;12;290.0;695;-31
-446.0;-8;339.0;395.0;3;226.0;678;-24
-522.0;-32;309.0;324.0;11;211.0;679;-8
-539.0;-36;323.0;328.0;14;222.0;673;1
-553.0;-37;334.0;333.0;13;232.0;671;0
-532.0;-1;343.0;225.0;29;251.0;665;-102
-511.0;755;169.0;-38.0;-27;102.0;746;117
-515.0;-58;155.0;-55.0;28;82.0;656;2
-526.0;1;431.0;-86.0;20;-232.0;666;0
-521.0;-27;336.0;-32.0;24;-210.0;672;-7
-89.0;-22;41.0;759.0;52;576.0;642;-80
258.0;-2072;-142.0;715.0;21;527.0;636;-74
-476.0;-1115;377.0;477.0;1212;450.0;-74;31
-22.0;8;127.0;780.0;16;554.0;687;31
-160.0;-75;64.0;727.0;112;529.0;618;226
-214.0;60;7.0;691.0;24;480.0;649;11
-133.0;-222;12.0;750.0;79;576.0;458;-336
38.0;-416;-17.0;732.0;-498;528.0;1547;1553
-520.0;-7;178.0;-62.0;13;103.0;667;1
-557.0;846;431.0;358.0;-224;298.0;863;175
329.0;1341;-539.0;-506.0;2081;-390.0;2805;2369
-939.0;795;552.0;242.0;670;264.0;492;471
-572.0;-33;382.0;244.0;17;280.0;659;-31
-528.0;-17;179.0;-59.0;19;105.0;660;0
-549.0;-7;191.0;-46.0;20;117.0;660;3
-596.0;67;425.0;256.0;18;313.0;654;-17
-607.0;16;373.0;76.0;12;215.0;700;-4
-596.0;-38;377.0;352.0;17;262.0;663;-7
-495.0;56;175.0;-90.0;24;100.0;659;6
-733.0;-1209;399.0;385.0;-184;380.0;1784;1143
2.0;-14;316.0;749.0;17;633.0;651;0
86.0;6;185.0;765.0;13;631.0;754;-4
36.0;2833;-126.0;720.0;-1399;575.0;2492;861
487.0;139;-375.0;701.0;259;528.0;1004;486
434.0;-1041;-299.0;776.0;-51;544.0;875;89
-583.0;-8;418.0;241.0;15;315.0;652;8
-679.0;75;436.0;83.0;24;208.0;671;25
-67.0;703;-60.0;751.0;715;568.0;473;-641
-738.0;-573;574.0;194.0;71;287.0;638;170
-642.0;2;336.0;139.0;545;210.0;475;-29
-515.0;53;204.0;-81.0;23;122.0;659;-1
-737.0;3;674.0;653.0;16;236.0;652;-3
-562.0;-19;264.0;-75.0;20;163.0;663;9
-612.0;-48;356.0;127.0;10;238.0;669;1
-544.0;25;101.0;19.0;-18;-77.0;528;42
-549.0;-12;100.0;23.0;2;-81.0;680;2
-562.0;16;232.0;-11.0;19;148.0;664;4
-572.0;49;232.0;-11.0;24;150.0;663;3
-572.0;-33;230.0;-18.0;24;149.0;666;3
-546.0;-7;225.0;-16.0;19;147.0;672;4
-547.0;-8;99.0;23.0;32;-82.0;628;39
-527.0;-11;92.0;27.0;20;-79.0;683;3
-523.0;-9;90.0;28.0;19;-79.0;685;2
-449.0;56;578.0;661.0;86;556.0;608;67
-608.0;54;410.0;118.0;15;252.0;689;15
-520.0;15;91.0;27.0;20;-80.0;681;9
-519.0;-23;94.0;15.0;18;-83.0;661;34
-521.0;-27;92.0;12.0;15;-84.0;669;19
-548.0;-20;107.0;-5.0;29;-94.0;658;60
-572.0;-30;126.0;-21.0;29;-108.0;653;99
437.0;-9;-279.0;748.0;19;558.0;671;-5
-370.0;2;635.0;678.0;19;590.0;666;-1
-583.0;-28;382.0;139.0;17;235.0;700;-4
-591.0;-31;378.0;139.0;26;234.0;692;1
-594.0;-7;389.0;158.0;20;247.0;695;3
-606.0;-15;411.0;173.0;17;265.0;700;6
-553.0;-548;524.0;456.0;11;470.0;487;-506
132.0;-43;-171.0;727.0;42;495.0;664;116
-608.0;76;442.0;262.0;18;329.0;653;-17
-164.0;-118;-241.0;619.0;13;407.0;727;145
136.0;-70;-44.0;758.0;43;539.0;647;71
-688.0;1678;410.0;289.0;45;313.0;791;400
-616.0;-25;415.0;175.0;22;268.0;698;-1
-135.0;-16;0.0;745.0;30;543.0;685;67
525.0;-7;-423.0;-687.0;18;-583.0;653;-3
-519.0;2871;284.0;221.0;-657;260.0;1338;111
448.0;-2;-154.0;726.0;14;651.0;661;-1
298.0;6;-468.0;608.0;-16;357.0;707;9
-720.0;4;486.0;-250.0;17;-211.0;663;3
-487.0;6;216.0;-16.0;20;-135.0;657;-1
-613.0;15;322.0;-27.0;21;198.0;667;5
67.0;70;-107.0;716.0;22;473.0;703;138
-579.0;26;287.0;-26.0;12;175.0;666;0
-541.0;-18;378.0;25.0;25;233.0;662;-3
-558.0;-31;409.0;39.0;47;245.0;637;12
-562.0;0;413.0;40.0;35;245.0;649;9
-552.0;26;382.0;31.0;25;239.0;657;9
-553.0;-45;378.0;25.0;17;241.0;671;-2
-517.0;-25;330.0;13.0;25;221.0;652;8
-628.0;-6;440.0;274.0;14;265.0;680;9
-566.0;90;490.0;427.0;136;410.0;643;72
-511.0;-37;325.0;14.0;15;214.0;666;6
-572.0;4;402.0;271.0;29;271.0;662;25
-523.0;-647;388.0;336.0;-1292;334.0;2264;639
-519.0;-7;330.0;17.0;21;217.0;674;-10
-517.0;-24;327.0;18.0;18;217.0;671;-3
-520.0;-30;331.0;20.0;21;217.0;671;-3
-522.0;-44;334.0;20.0;21;217.0;674;-6
-519.0;-23;329.0;20.0;20;217.0;670;0
-520.0;-15;334.0;20.0;20;217.0;671;-1
-522.0;5;337.0;21.0;17;217.0;675;-3
-547.0;3;364.0;39.0;26;224.0;662;-3
-596.0;1;467.0;84.0;25;261.0;661;-6
-567.0;-8;519.0;440.0;36;484.0;691;-118
10.0;183;-23.0;640.0;44;434.0;729;229
-599.0;44;67.0;105.0;22;-35.0;639;9
-574.0;-12;404.0;268.0;26;271.0;664;25
399.0;-482;-178.0;763.0;-38;614.0;594;-59
-747.0;4;459.0;170.0;18;283.0;700;14
-576.0;27;317.0;146.0;26;240.0;677;-23
-552.0;-21;188.0;-5.0;55;95.0;664;-117
-633.0;15;72.0;133.0;15;-40.0;650;-3
-577.0;3;387.0;239.0;14;258.0;672;19
-564.0;55;217.0;-53.0;48;98.0;651;49
-552.0;7;212.0;-55.0;40;93.0;662;45
-578.0;-10;124.0;83.0;12;-65.0;671;-57
-577.0;-15;284.0;-71.0;19;177.0;663;9
-620.0;34;168.0;77.0;47;-172.0;659;116
-560.0;-129;368.0;191.0;-95;253.0;673;-268
-553.0;51;105.0;73.0;14;-57.0;662;-28
-535.0;0;84.0;81.0;17;-52.0;667;-37
-1.0;75;557.0;747.0;8;598.0;664;-72
-48.0;131;108.0;790.0;35;577.0;632;56
-537.0;2;96.0;91.0;18;-68.0;675;-17
-543.0;13;97.0;88.0;14;-76.0;682;-21
-625.0;-24;478.0;58.0;24;266.0;668;-53
195.0;16;79.0;777.0;49;620.0;668;-162
105.0;10;-167.0;715.0;20;670.0;651;2
2.0;54;60.0;789.0;17;587.0;672;31
111.0;-72;9.0;786.0;9;610.0;671;-41
-488.0;30;295.0;-40.0;18;-162.0;669;-6
-607.0;-1224;304.0;-49.0;-66;-182.0;614;110
405.0;-36;-496.0;649.0;-135;455.0;405;-432
-581.0;-11;267.0;-22.0;16;176.0;660;40
-704.0;-408;356.0;-171.0;-470;-206.0;1193;-742
-584.0;-38;167.0;-63.0;9;-105.0;679;10
6.0;1428;5.0;-756.0;140;-611.0;970;11
-20.0;-24;103.0;-772.0;22;-625.0;683;-12
-539.0;12;588.0;-554.0;-9;-551.0;694;-81
-575.0;-40;292.0;-9.0;-15;167.0;709;108
-482.0;-25;239.0;66.0;13;-159.0;656;4
-573.0;-23;130.0;78.0;16;-102.0;669;-16
-662.0;-39;323.0;260.0;10;213.0;652;-16
-664.0;-43;314.0;249.0;19;206.0;649;-5
-667.0;-46;309.0;247.0;16;204.0;652;-1
-670.0;0;301.0;244.0;14;201.0;652;7
-670.0;5;301.0;244.0;24;201.0;643;-2
-675.0;-43;317.0;242.0;13;213.0;658;-8
-626.0;-9;388.0;82.0;21;223.0;693;-5
-598.0;14;314.0;-2.0;41;183.0;653;80
-557.0;29;439.0;76.0;0;202.0;715;-115
-135.0;-192;1.0;674.0;58;468.0;691;124
-172.0;-111;262.0;-919.0;-18;-371.0;982;-1
-676.0;-33;324.0;235.0;18;221.0;657;-2
-582.0;-137;470.0;412.0;17;356.0;639;23
-589.0;27;470.0;191.0;19;298.0;708;-45
-614.0;-23;195.0;63.0;18;-102.0;681;-8
-582.0;14;159.0;67.0;19;-79.0;681;-5
-38.0;14;18.0;757.0;-33;529.0;680;-10
-617.0;-2687;165.0;-69.0;114;76.0;572;146
-505.0;-24;152.0;28.0;22;-85.0;670;-13
579.0;27;-576.0;681.0;19;491.0;677;36
-353.0;-118;218.0;741.0;-11;560.0;847;63
-275.0;123;11.0;675.0;27;462.0;689;-40
-287.0;123;29.0;683.0;54;471.0;661;-48
-534.0;-50;516.0;551.0;27;517.0;673;45
-644.0;24;337.0;168.0;21;242.0;661;0
-596.0;-38;276.0;-42.0;16;155.0;668;9
9.0;-72;131.0;864.0;24;492.0;665;93
-268.0;7;332.0;767.0;10;601.0;752;0
-153.0;6;67.0;779.0;39;549.0;675;97
-536.0;-89;360.0;-42.0;16;-214.0;662;-21
-502.0;-47;288.0;2.0;22;-204.0;669;-11
-870.0;-84;629.0;178.0;30;241.0;670;-107
-632.0;28;209.0;-47.0;2;95.0;634;65
-263.0;-1267;-51.0;704.0;5;511.0;681;-317
-628.0;45;119.0;57.0;18;-95.0;677;2
-643.0;15;310.0;-32.0;20;-204.0;654;10
-619.0;3;131.0;-58.0;18;-86.0;665;-3
-622.0;-40;205.0;59.0;15;-109.0;683;-9
125.0;-883;22.0;803.0;639;594.0;480;195
-625.0;13;319.0;-32.0;21;185.0;666;12
-574.0;6;227.0;-37.0;-10;105.0;688;240
-759.0;-34;759.0;464.0;17;283.0;663;-6
285.0;-5;92.0;790.0;13;609.0;751;-5
224.0;-67;-42.0;926.0;31;300.0;673;50
317.0;-15;-192.0;948.0;19;245.0;664;-3
-657.0;9;73.0;115.0;23;-37.0;641;3
-604.0;-15;191.0;72.0;25;-181.0;674;92
0.0;89;156.0;769.0;103;633.0;618;209
-31.0;1657;-9.0;780.0;91;601.0;832;-295
-660.0;-5;496.0;280.0;16;378.0;654;5
-11.0;-48;151.0;876.0;18;453.0;660;-4
-653.0;-26;394.0;38.0;24;253.0;657;-1
490.0;686;-189.0;848.0;53;515.0;659;62
-616.0;-14;333.0;-39.0;21;216.0;664;14
-608.0;25;318.0;-56.0;18;203.0;665;14
67.0;7;89.0;890.0;20;326.0;679;0
206.0;-5;100.0;755.0;11;652.0;758;4
495.0;-11;-395.0;730.0;18;509.0;659;1
-658.0;35;487.0;280.0;15;369.0;656;-3
202.0;-69;-107.0;816.0;64;403.0;650;-191
292.0;-29;-47.0;858.0;18;446.0;664;-6
195.0;-2;-35.0;804.0;13;592.0;754;2
298.0;23;-13.0;804.0;19;587.0;652;-7
