InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
227.0;41.0;-549.0;-109.0;-7;-14.0
208.0;241.0;-475.0;-7.0;-7;0.0
158.0;162.0;-519.0;-45.0;-82;45.0
218.0;263.0;-530.0;96.0;-7;34.0
177.0;178.0;-452.0;14.0;-7;-17.0
105.0;43.0;-490.0;136.0;-11;29.0
155.0;157.0;-503.0;-73.0;-82;46.0
186.0;125.0;-505.0;181.0;-7;27.0
209.0;140.0;-547.0;79.0;-8;4.0
205.0;128.0;-576.0;55.0;-8;22.0
247.0;99.0;-573.0;-44.0;-8;19.0
275.0;157.0;-591.0;-146.0;-7;-3.0
215.0;106.0;-513.0;129.0;-5;138.0
417.0;285.0;-521.0;-434.0;-7;70.0
235.0;245.0;-481.0;-178.0;58;211.0
214.0;109.0;-499.0;66.0;-16;29.0
222.0;87.0;-488.0;21.0;-16;14.0
220.0;87.0;-490.0;32.0;-16;16.0
221.0;98.0;-494.0;48.0;-16;5.0
222.0;79.0;-500.0;112.0;-16;-6.0
207.0;95.0;-550.0;95.0;-7;14.0
207.0;181.0;-552.0;52.0;-7;9.0
220.0;93.0;-510.0;82.0;-16;-24.0
220.0;99.0;-505.0;50.0;-16;-19.0
214.0;109.0;-500.0;25.0;-16;-20.0
282.0;328.0;-446.0;-165.0;-10;-129.0
184.0;505.0;-517.0;-20.0;-85;229.0
212.0;95.0;-506.0;2.0;-16;-19.0
210.0;97.0;-512.0;-19.0;-16;-20.0
213.0;95.0;-512.0;-19.0;-16;-10.0
215.0;109.0;-509.0;-16.0;-16;-17.0
235.0;283.0;-591.0;32.0;-7;59.0
386.0;227.0;-575.0;148.0;-4;71.0
294.0;333.0;-617.0;-22.0;-7;61.0
371.0;319.0;-671.0;35.0;-90;126.0
203.0;103.0;-514.0;78.0;-16;5.0
202.0;107.0;-493.0;79.0;-16;-13.0
196.0;105.0;-509.0;121.0;-16;-28.0
168.0;-6.0;-413.0;390.0;-6;-166.0
197.0;70.0;-490.0;-36.0;-16;-20.0
177.0;114.0;-512.0;-31.0;-85;59.0
191.0;178.0;-576.0;512.0;-55;39.0
183.0;42.0;-501.0;45.0;-94;34.0
148.0;-45.0;-504.0;13.0;-142;-61.0
189.0;47.0;-532.0;52.0;-94;54.0
213.0;14.0;-570.0;98.0;-84;75.0
202.0;109.0;-534.0;52.0;-95;67.0
203.0;68.0;-542.0;28.0;-97;69.0
204.0;94.0;-533.0;11.0;-97;59.0
183.0;156.0;-567.0;-25.0;-11;128.0
255.0;122.0;-647.0;2.0;-31;89.0
270.0;43.0;-492.0;14.0;-6;19.0
262.0;64.0;-517.0;-52.0;-6;-9.0
295.0;341.0;-463.0;187.0;1;164.0
156.0;129.0;-503.0;-48.0;-6;43.0
190.0;934.0;-708.0;701.0;-25;164.0
448.0;147.0;-638.0;251.0;-5;-120.0
530.0;159.0;-660.0;-188.0;-2;231.0
127.0;161.0;-499.0;82.0;-60;-11.0
261.0;139.0;-575.0;-37.0;-10;-16.0
118.0;184.0;-489.0;64.0;-7;1.0
78.0;-32.0;-440.0;15.0;-6;-302.0
212.0;194.0;-500.0;167.0;-2;130.0
228.0;49.0;-562.0;26.0;-11;116.0
122.0;148.0;-449.0;50.0;-7;40.0
111.0;191.0;-470.0;38.0;-7;19.0
121.0;119.0;-490.0;32.0;-7;-20.0
118.0;315.0;-338.0;-150.0;-10;26.0
196.0;138.0;-491.0;-175.0;-46;-97.0
190.0;112.0;-600.0;33.0;-99;47.0
135.0;187.0;-441.0;36.0;-7;19.0
138.0;167.0;-450.0;-32.0;-7;10.0
142.0;168.0;-480.0;-18.0;-7;39.0
188.0;104.0;-572.0;73.0;-98;19.0
133.0;197.0;-478.0;-1.0;-7;5.0
186.0;102.0;-570.0;81.0;-98;25.0
188.0;105.0;-533.0;42.0;-98;-3.0
192.0;99.0;-542.0;0.0;-98;-16.0
125.0;168.0;-464.0;66.0;-7;47.0
111.0;179.0;-513.0;-11.0;-7;25.0
207.0;91.0;-568.0;3.0;-97;14.0
202.0;95.0;-561.0;29.0;-97;-1.0
129.0;1916.0;-529.0;365.0;-92;104.0
225.0;88.0;-518.0;134.0;-112;68.0
292.0;521.0;-605.0;151.0;-70;45.0
204.0;-41.0;-548.0;304.0;-85;178.0
218.0;95.0;-520.0;14.0;-112;88.0
212.0;296.0;-519.0;8.0;-111;59.0
187.0;413.0;-537.0;-15.0;-3;18.0
519.0;643.0;-736.0;666.0;-10;-216.0
112.0;138.0;-475.0;35.0;-7;-7.0
114.0;152.0;-457.0;33.0;-7;24.0
205.0;861.0;-639.0;19.0;18;-245.0
167.0;60.0;-551.0;27.0;-6;96.0
175.0;79.0;-517.0;6.0;-6;64.0
208.0;209.0;-639.0;55.0;28;-29.0
174.0;59.0;-502.0;42.0;-6;44.0
182.0;142.0;-629.0;37.0;-115;35.0
404.0;299.0;-728.0;128.0;-99;-265.0
346.0;232.0;-695.0;57.0;-143;163.0
243.0;94.0;-566.0;34.0;-4;93.0
358.0;166.0;-651.0;-31.0;-91;138.0
240.0;126.0;-558.0;-81.0;-4;96.0
374.0;127.0;-758.0;121.0;-31;-326.0
132.0;127.0;-510.0;131.0;-57;-184.0
247.0;67.0;-577.0;96.0;-31;96.0
220.0;101.0;-621.0;-76.0;-31;116.0
223.0;138.0;-604.0;-62.0;-31;100.0
172.0;149.0;-472.0;112.0;-6;77.0
199.0;78.0;-517.0;296.0;-14;-10.0
51.0;10.0;-633.0;92.0;2;-153.0
118.0;109.0;-462.0;12.0;-7;9.0
119.0;111.0;-501.0;-14.0;-7;9.0
131.0;109.0;-474.0;3.0;-7;12.0
129.0;120.0;-491.0;35.0;-7;6.0
140.0;121.0;-482.0;66.0;-7;13.0
131.0;72.0;-476.0;72.0;-7;10.0
127.0;111.0;-499.0;59.0;-7;12.0
133.0;104.0;-489.0;69.0;-7;0.0
130.0;120.0;-476.0;74.0;-7;38.0
122.0;129.0;-476.0;11.0;-7;30.0
93.0;150.0;-472.0;37.0;-7;-7.0
159.0;138.0;-464.0;83.0;-7;6.0
177.0;149.0;-506.0;-38.0;-7;39.0
170.0;129.0;-447.0;-15.0;-7;27.0
177.0;147.0;-521.0;-21.0;-7;19.0
109.0;120.0;-486.0;1.0;-7;28.0
186.0;115.0;-490.0;-110.0;-7;46.0
181.0;159.0;-484.0;11.0;-7;-9.0
104.0;139.0;-469.0;38.0;-7;20.0
126.0;100.0;-456.0;22.0;-7;-1.0
131.0;120.0;-476.0;-40.0;-7;14.0
100.0;-241.0;-726.0;596.0;-30;-12.0
370.0;-128.0;-642.0;524.0;-13;241.0
123.0;137.0;-470.0;-43.0;-7;16.0
122.0;167.0;-464.0;-48.0;-7;-24.0
122.0;125.0;-439.0;-8.0;-7;10.0
83.0;134.0;-430.0;4.0;-7;10.0
73.0;147.0;-459.0;191.0;-7;6.0
91.0;117.0;-605.0;-20.0;-13;-18.0
322.0;-49.0;-615.0;149.0;-8;165.0
143.0;256.0;-833.0;-670.0;18;254.0
117.0;246.0;-498.0;109.0;-127;30.0
93.0;151.0;-441.0;19.0;-7;3.0
120.0;131.0;-492.0;45.0;-130;-6.0
183.0;-901.0;-435.0;179.0;-38;54.0
90.0;108.0;-454.0;28.0;-7;12.0
205.0;-20.0;-530.0;24.0;-7;57.0
93.0;297.0;-378.0;1.0;13;305.0
198.0;-202.0;-390.0;296.0;-42;52.0
253.0;189.0;-550.0;149.0;-111;131.0
85.0;149.0;-452.0;36.0;-7;27.0
0.0;206.0;-428.0;50.0;-5;75.0
411.0;889.0;-750.0;14.0;18;-108.0
83.0;134.0;-427.0;-21.0;-7;20.0
104.0;378.0;-531.0;727.0;-58;50.0
112.0;165.0;-458.0;-16.0;-7;-15.0
80.0;141.0;-409.0;-20.0;-8;9.0
111.0;138.0;-432.0;3.0;-7;15.0
237.0;98.0;-573.0;-103.0;-99;10.0
98.0;125.0;-463.0;46.0;-7;40.0
212.0;318.0;-756.0;522.0;-26;172.0
95.0;3.0;-412.0;87.0;-58;-96.0
171.0;285.0;-478.0;333.0;-14;139.0
218.0;-11.0;-550.0;-89.0;-7;67.0
58.0;-39.0;-435.0;-50.0;-142;-304.0
62.0;-67.0;-471.0;10.0;-10;40.0
205.0;-20.0;-462.0;-45.0;-7;55.0
97.0;132.0;-460.0;15.0;-7;-12.0
107.0;122.0;-451.0;48.0;-7;-13.0
249.0;-8.0;-496.0;-921.0;-4;-147.0
106.0;97.0;-476.0;43.0;-7;12.0
99.0;133.0;-449.0;13.0;-8;17.0
128.0;112.0;-413.0;175.0;-16;314.0
76.0;55.0;-619.0;-120.0;-13;31.0
78.0;132.0;-420.0;9.0;-7;29.0
106.0;147.0;-464.0;-1.0;-7;28.0
109.0;132.0;-466.0;-36.0;-7;16.0
230.0;-25.0;-508.0;-166.0;-5;221.0
-26.0;-24.0;-254.0;169.0;-13;101.0
258.0;-18.0;-582.0;26.0;-8;106.0
187.0;-19.0;-515.0;568.0;-36;-168.0
93.0;109.0;-435.0;44.0;-7;5.0
143.0;1.0;-417.0;-201.0;-11;-49.0
88.0;30.0;-505.0;244.0;-11;31.0
121.0;143.0;-468.0;-34.0;-7;-28.0
107.0;117.0;-463.0;5.0;-7;13.0
100.0;-80.0;-485.0;-218.0;-10;75.0
187.0;36.0;-351.0;-356.0;-11;73.0
113.0;112.0;-506.0;-496.0;-11;-48.0
198.0;235.0;-500.0;-274.0;-6;123.0
115.0;106.0;-449.0;-5.0;-7;7.0
92.0;139.0;-457.0;-8.0;-7;-3.0
105.0;149.0;-435.0;0.0;-7;3.0
140.0;185.0;-375.0;-158.0;-7;-10.0
96.0;172.0;-452.0;44.0;-7;-1.0
113.0;141.0;-471.0;-26.0;-7;39.0
102.0;116.0;-450.0;-45.0;-7;55.0
81.0;159.0;-442.0;83.0;-7;3.0
82.0;124.0;-420.0;52.0;-59;-30.0
125.0;-20.0;-573.0;-243.0;-5;-184.0
1.0;201.0;-410.0;-32.0;-5;19.0
91.0;158.0;-462.0;52.0;-8;8.0
87.0;173.0;-491.0;-5.0;-7;19.0
91.0;167.0;-463.0;16.0;-7;12.0
56.0;185.0;-446.0;7.0;-8;42.0
131.0;196.0;-628.0;-1144.0;-22;-1.0
182.0;878.0;-630.0;-342.0;18;97.0
88.0;131.0;-457.0;65.0;-7;24.0
129.0;106.0;-503.0;-60.0;-7;30.0
104.0;78.0;-481.0;18.0;-7;19.0
117.0;62.0;-440.0;239.0;-13;107.0
302.0;873.0;-648.0;46.0;18;322.0
89.0;143.0;-471.0;71.0;-7;22.0
124.0;107.0;-449.0;16.0;-7;10.0
91.0;-71.0;-326.0;-124.0;-11;48.0
74.0;46.0;-670.0;169.0;-168;124.0
105.0;86.0;-471.0;54.0;-7;9.0
165.0;179.0;-481.0;-690.0;-8;-42.0
417.0;133.0;-598.0;1006.0;-2;-79.0
152.0;-563.0;-563.0;594.0;-56;53.0
164.0;143.0;-427.0;138.0;-6;60.0
410.0;80.0;-699.0;-128.0;-31;-352.0
253.0;388.0;-532.0;302.0;-121;135.0
231.0;6.0;-556.0;-90.0;-90;87.0
222.0;123.0;-689.0;41.0;-31;175.0
237.0;37.0;-503.0;92.0;-6;-352.0
347.0;-87.0;-690.0;-16.0;-130;359.0
342.0;-72.0;-685.0;-144.0;-23;-16.0
393.0;79.0;-919.0;-682.0;-12;59.0
889.0;461.0;-842.0;23.0;-76;-30.0
283.0;-37.0;-618.0;-65.0;-5;-112.0
456.0;502.0;-730.0;311.0;-8;234.0
814.0;406.0;-935.0;-3.0;-71;67.0
110.0;521.0;-456.0;-465.0;-12;-5.0
96.0;151.0;-452.0;9.0;-7;64.0
-21.0;188.0;-398.0;30.0;-5;31.0
106.0;126.0;-432.0;-199.0;-59;6.0
224.0;-259.0;-477.0;992.0;-71;87.0
231.0;613.0;-497.0;565.0;-10;93.0
367.0;97.0;-604.0;-193.0;-103;105.0
111.0;160.0;-411.0;346.0;-7;16.0
75.0;128.0;-439.0;104.0;-7;-1.0
111.0;157.0;-452.0;-80.0;-7;20.0
-84.0;-3.0;-183.0;-254.0;-7;-209.0
607.0;69.0;-813.0;68.0;0;72.0
188.0;-36.0;-488.0;-84.0;-111;107.0
396.0;-318.0;-456.0;948.0;-63;22.0
73.0;123.0;-419.0;-34.0;-8;-12.0
79.0;-28.0;-440.0;196.0;-143;-465.0
55.0;143.0;-429.0;95.0;-6;-42.0
13.0;219.0;-438.0;101.0;-5;34.0
105.0;148.0;-448.0;134.0;-7;33.0
185.0;-12.0;-500.0;75.0;-10;127.0
54.0;-69.0;-431.0;68.0;-10;77.0
170.0;878.0;-621.0;10.0;19;-120.0
259.0;92.0;-662.0;173.0;-8;149.0
70.0;109.0;-439.0;22.0;-7;31.0
230.0;-40.0;-568.0;-349.0;-5;42.0
28.0;434.0;-408.0;12.0;-6;18.0
472.0;163.0;-667.0;89.0;-4;260.0
248.0;-256.0;-531.0;79.0;-37;69.0
46.0;102.0;-394.0;21.0;-7;6.0
162.0;-49.0;-446.0;-1421.0;-24;-137.0
