InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
-554.0;-20;241.0;131.0;22;167.0;657;-21
-531.0;-21;173.0;130.0;10;118.0;674;-31
-366.0;-1497;2.0;88.0;-958;18.0;1530;-1574
341.0;-692;-109.0;763.0;182;629.0;540;-177
-22.0;8;127.0;780.0;16;554.0;687;31
-760.0;-2355;553.0;171.0;-1579;295.0;2498;384
253.0;84;-62.0;719.0;32;507.0;819;452
308.0;-7;-171.0;949.0;20;257.0;662;-5
-87.0;-883;226.0;762.0;541;637.0;1025;909
-553.0;-37;334.0;333.0;13;232.0;671;0
365.0;-1859;-265.0;768.0;85;576.0;623;-64
-522.0;-32;309.0;324.0;11;211.0;679;-8
-296.0;-4;360.0;769.0;12;591.0;754;5
489.0;7;-344.0;-721.0;18;-590.0;659;-1
-735.0;-16;670.0;563.0;20;254.0;657;-2
-380.0;-6;163.0;57.0;17;-103.0;658;3
-502.0;-14;299.0;-7.0;21;-202.0;681;-1
-376.0;1;160.0;53.0;18;-96.0;654;7
-514.0;-37;225.0;-15.0;16;148.0;678;7
215.0;4;-323.0;433.0;-4;287.0;697;44
-480.0;15;201.0;-12.0;21;136.0;680;8
-463.0;-46;156.0;-53.0;19;90.0;674;115
-473.0;-26;141.0;-78.0;20;81.0;660;-6
296.0;-108;-386.0;657.0;4;487.0;629;-124
-624.0;29;310.0;-74.0;13;-204.0;668;-2
84.0;49;-331.0;414.0;-815;269.0;1702;-443
-667.0;-536;321.0;174.0;1090;225.0;223;-77
-528.0;-17;179.0;-59.0;19;105.0;660;0
245.0;1139;-400.0;738.0;-219;297.0;1208;490
-526.0;-18;126.0;75.0;97;-37.0;671;412
-503.0;2457;411.0;413.0;-452;381.0;2456;-1261
-624.0;0;148.0;-57.0;15;-104.0;665;-6
-433.0;-2270;473.0;419.0;161;391.0;578;337
-522.0;2238;322.0;293.0;-48;307.0;802;48
-409.0;110;-174.0;225.0;-19;118.0;657;-69
-666.0;-5;429.0;172.0;24;290.0;657;1
483.0;805;-188.0;846.0;39;517.0;656;85
-641.0;-9;374.0;65.0;15;242.0;660;-11
-511.0;755;169.0;-38.0;-27;102.0;746;117
-499.0;6;163.0;-68.0;21;95.0;663;4
-651.0;3;490.0;285.0;19;383.0;653;-1
-727.0;6;503.0;-266.0;16;-215.0;668;-2
-515.0;14;176.0;-53.0;20;91.0;660;10
-20.0;-24;103.0;-772.0;22;-625.0;683;-12
-459.0;14;127.0;-98.0;15;68.0;664;4
-745.0;-1124;432.0;-102.0;245;-216.0;520;416
493.0;6;-318.0;747.0;23;549.0;660;-1
-562.0;16;232.0;-11.0;19;148.0;664;4
21.0;2065;33.0;-738.0;296;-602.0;606;272
-520.0;-30;331.0;20.0;21;217.0;671;-3
-641.0;-241;490.0;350.0;17;392.0;634;66
-522.0;5;337.0;21.0;17;217.0;675;-3
246.0;-12;55.0;793.0;11;607.0;755;-3
-562.0;0;413.0;40.0;35;245.0;649;9
