InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;Accelerometer LWR accY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RLA Quaternion4;Accelerometer LUA_ accY
255.0;-66.0;829.0;-77.0;-112.0;252.0;-133.0;321.0;969.0
252.0;-63.0;841.0;-255.0;-166.0;247.0;-182.0;325.0;956.0
26.0;-621.0;827.0;-170.0;-25.0;649.0;29.0;-511.0;941.0
437.0;-15.0;1035.0;-151.0;-57.0;166.0;141.0;63.0;1083.0
26.0;-620.0;858.0;-204.0;-18.0;645.0;13.0;-510.0;931.0
26.0;-621.0;849.0;-203.0;-42.0;646.0;19.0;-510.0;914.0
268.0;-390.0;1089.0;-25.0;222.0;431.0;-75.0;-212.0;1063.0
321.0;-388.0;961.0;-184.0;-507.0;442.0;-81.0;-273.0;1020.0
418.0;-60.0;1392.0;-406.0;61.0;254.0;5.0;-58.0;1271.0
202.0;-334.0;947.0;32.0;3.0;239.0;-143.0;-168.0;1056.0
620.0;-569.0;755.0;-1891.0;-1154.0;660.0;32.0;-827.0;836.0
14.0;-619.0;834.0;14.0;65.0;651.0;52.0;-508.0;929.0
15.0;-619.0;860.0;-12.0;33.0;650.0;57.0;-506.0;924.0
15.0;-619.0;847.0;-24.0;43.0;652.0;63.0;-503.0;914.0
16.0;-618.0;846.0;-19.0;33.0;652.0;68.0;-501.0;936.0
192.0;-319.0;958.0;115.0;309.0;213.0;-159.0;-149.0;1011.0
-248.0;-183.0;807.0;-909.0;-659.0;40.0;236.0;-239.0;933.0
580.0;-400.0;969.0;-103.0;-93.0;579.0;-14.0;-596.0;838.0
17.0;-618.0;840.0;-51.0;-30.0;651.0;56.0;-501.0;904.0
186.0;-611.0;858.0;-88.0;-255.0;689.0;28.0;-231.0;930.0
20.0;-617.0;840.0;-17.0;14.0;652.0;65.0;-499.0;902.0
351.0;-392.0;1003.0;-155.0;-21.0;432.0;-114.0;-310.0;1049.0
334.0;-445.0;964.0;164.0;-1127.0;440.0;-249.0;4.0;948.0
494.0;-70.0;1059.0;669.0;302.0;243.0;63.0;-178.0;945.0
151.0;-611.0;902.0;3.0;-123.0;689.0;29.0;-226.0;950.0
146.0;-616.0;878.0;-5.0;74.0;692.0;29.0;-223.0;955.0
444.0;-38.0;931.0;304.0;171.0;61.0;-189.0;-153.0;755.0
182.0;-614.0;877.0;-45.0;80.0;689.0;4.0;-226.0;951.0
20.0;-617.0;849.0;-23.0;34.0;652.0;62.0;-498.0;933.0
201.0;-272.0;942.0;84.0;-368.0;244.0;-120.0;-138.0;1008.0
160.0;-256.0;957.0;13.0;-148.0;239.0;-156.0;-88.0;923.0
344.0;-279.0;917.0;349.0;91.0;283.0;-148.0;-57.0;1008.0
18.0;-619.0;854.0;10.0;11.0;652.0;60.0;-497.0;921.0
18.0;-620.0;836.0;-10.0;16.0;653.0;64.0;-498.0;909.0
19.0;-622.0;858.0;-38.0;-24.0;655.0;72.0;-496.0;924.0
20.0;-621.0;849.0;-51.0;-34.0;654.0;64.0;-494.0;915.0
21.0;-621.0;848.0;-60.0;-53.0;653.0;67.0;-493.0;927.0
368.0;-279.0;935.0;25.0;64.0;278.0;-9.0;-258.0;1047.0
26.0;-620.0;738.0;-34.0;-72.0;654.0;69.0;-492.0;896.0
27.0;-620.0;772.0;-45.0;-23.0;654.0;66.0;-492.0;832.0
345.0;-288.0;842.0;116.0;105.0;291.0;-123.0;-323.0;990.0
-108.0;80.0;707.0;80.0;230.0;-45.0;299.0;-502.0;878.0
-82.0;74.0;826.0;-77.0;-113.0;115.0;-429.0;-614.0;930.0
321.0;-415.0;1001.0;-26.0;-445.0;424.0;-195.0;-321.0;1068.0
495.0;-187.0;623.0;134.0;-341.0;341.0;127.0;-207.0;653.0
-114.0;81.0;661.0;82.0;159.0;-46.0;300.0;-509.0;849.0
-120.0;82.0;612.0;13.0;-265.0;-48.0;257.0;-519.0;867.0
-50.0;-274.0;742.0;-137.0;-78.0;179.0;-35.0;-484.0;557.0
129.0;-157.0;745.0;-219.0;-359.0;-98.0;-298.0;-118.0;842.0
-140.0;9.0;790.0;-603.0;-877.0;15.0;-315.0;-389.0;936.0
535.0;-154.0;840.0;48.0;-65.0;189.0;-101.0;-143.0;986.0
587.0;-147.0;928.0;30.0;-110.0;193.0;-73.0;-257.0;991.0
-284.0;-145.0;707.0;-223.0;-160.0;-54.0;356.0;-26.0;701.0
-506.0;235.0;868.0;144.0;852.0;-362.0;38.0;232.0;976.0
46.0;-584.0;792.0;362.0;24.0;539.0;105.0;-926.0;967.0
83.0;-462.0;766.0;-83.0;298.0;485.0;121.0;-541.0;938.0
-275.0;-159.0;617.0;-174.0;-235.0;-33.0;374.0;-13.0;752.0
51.0;-464.0;738.0;-141.0;394.0;483.0;107.0;-462.0;925.0
42.0;-468.0;753.0;-139.0;229.0;486.0;117.0;-447.0;931.0
41.0;-470.0;740.0;-108.0;60.0;488.0;114.0;-443.0;892.0
40.0;-475.0;732.0;-13.0;90.0;492.0;124.0;-444.0;915.0
21.0;-477.0;752.0;-72.0;26.0;492.0;120.0;-450.0;902.0
18.0;-477.0;744.0;17.0;17.0;493.0;126.0;-452.0;908.0
16.0;-478.0;739.0;0.0;-4.0;493.0;117.0;-456.0;893.0
329.0;-409.0;1015.0;253.0;-140.0;408.0;-229.0;-338.0;1071.0
-270.0;-165.0;587.0;-125.0;-300.0;-23.0;329.0;-22.0;756.0
14.0;-477.0;762.0;13.0;35.0;492.0;114.0;-461.0;904.0
-226.0;-50.0;261.0;142.0;331.0;-4.0;-244.0;-800.0;631.0
-284.0;-132.0;243.0;47.0;-614.0;134.0;-227.0;-776.0;478.0
13.0;-477.0;763.0;-31.0;11.0;491.0;109.0;-461.0;889.0
25.0;-477.0;764.0;21.0;-150.0;492.0;103.0;-465.0;924.0
291.0;70.0;670.0;-110.0;-195.0;60.0;-26.0;151.0;1001.0
335.0;1.0;791.0;-146.0;100.0;150.0;-36.0;118.0;543.0
-25.0;-93.0;606.0;-49.0;465.0;83.0;287.0;-364.0;862.0
-140.0;-181.0;819.0;-285.0;-148.0;86.0;36.0;-304.0;869.0
-3.0;3.0;463.0;10.0;-252.0;147.0;110.0;-467.0;741.0
301.0;-439.0;786.0;72.0;-237.0;469.0;-405.0;-224.0;908.0
280.0;-437.0;883.0;-39.0;216.0;456.0;-407.0;-216.0;935.0
-153.0;-185.0;837.0;2.0;-278.0;137.0;-1.0;-320.0;765.0
-167.0;-180.0;999.0;-213.0;-56.0;110.0;-63.0;-369.0;860.0
456.0;-110.0;784.0;-119.0;-282.0;260.0;291.0;-110.0;913.0
209.0;59.0;696.0;360.0;-246.0;101.0;133.0;273.0;703.0
449.0;-63.0;904.0;-86.0;-75.0;188.0;-56.0;-105.0;1125.0
436.0;-66.0;870.0;351.0;-52.0;237.0;-117.0;-63.0;925.0
595.0;-143.0;881.0;-84.0;278.0;193.0;-21.0;-276.0;996.0
586.0;-145.0;914.0;101.0;236.0;192.0;-12.0;-248.0;932.0
459.0;-260.0;670.0;50.0;-235.0;344.0;-117.0;-138.0;1021.0
576.0;-142.0;856.0;62.0;-223.0;185.0;-22.0;-227.0;914.0
-112.0;81.0;672.0;-4.0;-121.0;-43.0;271.0;-568.0;911.0
-523.0;153.0;918.0;456.0;351.0;-282.0;-5.0;309.0;964.0
539.0;-166.0;838.0;-241.0;-83.0;203.0;58.0;-112.0;895.0
-73.0;70.0;832.0;-12.0;-17.0;119.0;-438.0;-585.0;943.0
456.0;-97.0;828.0;205.0;134.0;148.0;-236.0;-157.0;967.0
439.0;-86.0;866.0;187.0;146.0;147.0;-378.0;-164.0;993.0
373.0;-25.0;697.0;29.0;576.0;-58.0;-532.0;-153.0;826.0
537.0;-112.0;766.0;-171.0;-51.0;225.0;178.0;-238.0;763.0
-98.0;44.0;666.0;68.0;-377.0;-8.0;293.0;-467.0;872.0
533.0;-117.0;736.0;-187.0;-479.0;236.0;229.0;-235.0;771.0
-124.0;78.0;573.0;-54.0;-50.0;-42.0;245.0;-553.0;760.0
-89.0;73.0;590.0;-41.0;271.0;-30.0;275.0;-511.0;834.0
195.0;-284.0;933.0;-589.0;297.0;203.0;-133.0;-121.0;963.0
293.0;-483.0;1025.0;-1336.0;-1248.0;474.0;-13.0;-835.0;1354.0
170.0;144.0;949.0;-551.0;-304.0;-44.0;186.0;339.0;1124.0
-46.0;67.0;743.0;-66.0;-188.0;152.0;-487.0;-663.0;880.0
627.0;-569.0;869.0;-114.0;-42.0;672.0;92.0;-617.0;943.0
294.0;63.0;584.0;247.0;404.0;42.0;-56.0;206.0;854.0
583.0;-544.0;860.0;-186.0;-273.0;658.0;106.0;-702.0;926.0
401.0;-554.0;720.0;-31.0;-29.0;692.0;-90.0;-865.0;867.0
402.0;-554.0;706.0;-9.0;-32.0;694.0;-73.0;-865.0;874.0
-206.0;-123.0;1030.0;1067.0;1130.0;-30.0;-131.0;-247.0;1031.0
353.0;-9.0;605.0;936.0;1044.0;171.0;16.0;-7.0;699.0
584.0;-539.0;858.0;67.0;234.0;659.0;142.0;-767.0;912.0
571.0;-39.0;912.0;-630.0;-179.0;203.0;191.0;-181.0;933.0
-191.0;-108.0;832.0;-170.0;-130.0;-75.0;-142.0;-770.0;978.0
602.0;-531.0;1087.0;-1101.0;-610.0;628.0;18.0;-826.0;1231.0
558.0;-614.0;767.0;-441.0;-130.0;672.0;40.0;-846.0;891.0
346.0;99.0;1087.0;-649.0;-332.0;75.0;47.0;247.0;960.0
-209.0;-12.0;557.0;-165.0;-776.0;-66.0;187.0;-359.0;714.0
-67.0;75.0;800.0;-9.0;155.0;124.0;-444.0;-632.0;940.0
627.0;-571.0;835.0;-12.0;-253.0;674.0;74.0;-597.0;921.0
439.0;-108.0;868.0;-1627.0;-105.0;273.0;-119.0;-114.0;861.0
-381.0;565.0;979.0;629.0;-1335.0;-676.0;53.0;668.0;989.0
627.0;-569.0;865.0;-60.0;73.0;672.0;89.0;-615.0;929.0
378.0;-304.0;757.0;-78.0;-127.0;375.0;-638.0;253.0;802.0
-119.0;27.0;601.0;-117.0;-564.0;-3.0;287.0;-429.0;866.0
-342.0;-174.0;319.0;-54.0;8.0;150.0;-117.0;-417.0;494.0
561.0;-239.0;833.0;309.0;-416.0;376.0;331.0;-353.0;911.0
659.0;-517.0;849.0;-884.0;-627.0;609.0;65.0;-747.0;915.0
-410.0;299.0;980.0;-8.0;-308.0;-392.0;-5.0;287.0;1010.0
-43.0;57.0;775.0;-65.0;406.0;141.0;-454.0;-526.0;968.0
-31.0;55.0;785.0;-61.0;808.0;144.0;-421.0;-460.0;940.0
411.0;-567.0;687.0;-100.0;-45.0;701.0;-104.0;-867.0;811.0
-405.0;309.0;969.0;-54.0;8.0;-404.0;-13.0;320.0;1018.0
549.0;-622.0;831.0;-300.0;34.0;659.0;26.0;-851.0;964.0
306.0;80.0;1502.0;183.0;391.0;-33.0;-38.0;158.0;1221.0
465.0;-88.0;807.0;-1303.0;-1513.0;317.0;-56.0;-71.0;862.0
376.0;20.0;1178.0;28.0;161.0;170.0;298.0;215.0;800.0
-281.0;586.0;862.0;483.0;591.0;-593.0;-74.0;886.0;941.0
-10.0;317.0;883.0;1716.0;1033.0;-149.0;22.0;510.0;848.0
-487.0;-175.0;857.0;113.0;112.0;42.0;-162.0;-513.0;998.0
-142.0;-178.0;910.0;-843.0;35.0;55.0;56.0;-520.0;1180.0
-437.0;-249.0;897.0;163.0;160.0;97.0;123.0;-567.0;957.0
449.0;-75.0;947.0;-853.0;-333.0;221.0;169.0;-92.0;880.0
174.0;120.0;523.0;1121.0;982.0;-22.0;-57.0;388.0;596.0
439.0;-116.0;1165.0;426.0;189.0;221.0;-15.0;-123.0;1261.0
191.0;160.0;1404.0;49.0;-185.0;11.0;-33.0;378.0;1128.0
480.0;-228.0;858.0;991.0;-637.0;375.0;-80.0;-197.0;980.0
361.0;-341.0;828.0;-398.0;232.0;630.0;-4.0;-855.0;951.0
-423.0;-241.0;920.0;175.0;-2.0;116.0;153.0;-668.0;947.0
94.0;-355.0;955.0;-172.0;-95.0;255.0;10.0;-627.0;1369.0
415.0;-250.0;1010.0;-354.0;2034.0;391.0;-69.0;-169.0;956.0
-40.0;349.0;672.0;1059.0;84.0;26.0;24.0;579.0;725.0
429.0;-637.0;582.0;425.0;211.0;822.0;-390.0;-846.0;901.0
461.0;-205.0;678.0;135.0;-97.0;368.0;-384.0;250.0;814.0
410.0;-557.0;706.0;-67.0;5.0;690.0;-67.0;-864.0;850.0
-378.0;83.0;914.0;-728.0;-320.0;-268.0;-37.0;72.0;914.0
297.0;94.0;887.0;-1591.0;-710.0;2.0;130.0;176.0;934.0
198.0;-38.0;961.0;-611.0;-830.0;209.0;-69.0;379.0;1067.0
360.0;-21.0;1000.0;174.0;506.0;142.0;-5.0;-6.0;902.0
606.0;-530.0;159.0;2.0;49.0;829.0;-411.0;-814.0;475.0
410.0;-557.0;697.0;-30.0;1.0;690.0;-84.0;-864.0;826.0
131.0;-635.0;-354.0;21.0;-700.0;593.0;141.0;-843.0;-41.0
-446.0;-102.0;842.0;-666.0;-339.0;-46.0;220.0;-523.0;890.0
-446.0;-211.0;774.0;-254.0;-20.0;77.0;143.0;-512.0;868.0
328.0;-480.0;771.0;-623.0;-1086.0;534.0;38.0;-728.0;867.0
131.0;-476.0;719.0;-64.0;-743.0;496.0;70.0;-523.0;901.0
641.0;-492.0;1059.0;-792.0;-133.0;580.0;-54.0;-681.0;1173.0
-258.0;-164.0;612.0;13.0;-392.0;-26.0;419.0;-49.0;706.0
591.0;-569.0;858.0;-50.0;7.0;672.0;91.0;-665.0;931.0
-444.0;181.0;947.0;-327.0;-30.0;-315.0;172.0;-128.0;971.0
565.0;-639.0;904.0;-237.0;-206.0;689.0;38.0;-851.0;980.0
552.0;-644.0;858.0;-159.0;-354.0;696.0;5.0;-849.0;962.0
571.0;-265.0;736.0;23.0;-479.0;333.0;-357.0;-259.0;815.0
56.0;-646.0;-423.0;-39.0;10.0;606.0;127.0;-872.0;-141.0
572.0;-262.0;727.0;90.0;-441.0;326.0;-294.0;-277.0;795.0
396.0;-469.0;905.0;-170.0;172.0;585.0;176.0;-781.0;938.0
409.0;-561.0;877.0;-290.0;-463.0;676.0;167.0;-899.0;948.0
536.0;-611.0;937.0;328.0;356.0;669.0;-19.0;-794.0;1018.0
361.0;-482.0;882.0;-253.0;-85.0;591.0;249.0;-802.0;910.0
-276.0;-155.0;636.0;-155.0;-122.0;-38.0;435.0;-10.0;679.0
305.0;-498.0;468.0;-1060.0;-1255.0;768.0;-501.0;-776.0;571.0
610.0;-580.0;831.0;2050.0;337.0;653.0;-40.0;-838.0;791.0
359.0;-622.0;827.0;-854.0;353.0;686.0;-104.0;-692.0;928.0
652.0;-569.0;305.0;-440.0;11.0;797.0;-396.0;-760.0;353.0
-273.0;-117.0;735.0;1250.0;365.0;-44.0;39.0;-104.0;920.0
536.0;-617.0;856.0;73.0;-72.0;684.0;-7.0;-789.0;945.0
-577.0;311.0;872.0;-1646.0;-2024.0;-461.0;-144.0;501.0;947.0
-386.0;-41.0;1026.0;-580.0;867.0;-63.0;199.0;-205.0;1266.0
-29.0;85.0;803.0;-286.0;26.0;134.0;-437.0;-696.0;928.0
585.0;-634.0;889.0;40.0;8.0;690.0;10.0;-852.0;953.0
420.0;-430.0;694.0;-135.0;39.0;545.0;136.0;-803.0;740.0
391.0;-619.0;230.0;6.0;902.0;807.0;-377.0;-812.0;542.0
544.0;-577.0;653.0;-17.0;-315.0;643.0;-18.0;-780.0;856.0
380.0;-32.0;663.0;-22.0;-326.0;-58.0;-490.0;-184.0;714.0
55.0;-648.0;-419.0;-52.0;-18.0;700.0;-170.0;-872.0;-182.0
173.0;156.0;1177.0;537.0;18.0;15.0;24.0;381.0;947.0
381.0;-53.0;597.0;-473.0;-395.0;-13.0;-551.0;-135.0;781.0
96.0;76.0;242.0;-1216.0;424.0;-253.0;-562.0;221.0;450.0
409.0;-90.0;631.0;-386.0;79.0;43.0;-600.0;-175.0;845.0
-457.0;-5.0;764.0;-99.0;-64.0;-160.0;256.0;252.0;841.0
446.0;-65.0;1112.0;186.0;136.0;250.0;-117.0;180.0;987.0
-156.0;-216.0;714.0;516.0;1270.0;121.0;-147.0;-398.0;779.0
500.0;-153.0;1123.0;290.0;-63.0;300.0;46.0;-198.0;1091.0
-442.0;-4.0;753.0;-9.0;-78.0;-183.0;376.0;206.0;792.0
-616.0;355.0;599.0;53.0;51.0;-417.0;654.0;814.0;673.0
-24.0;267.0;144.0;-144.0;-832.0;-421.0;-667.0;902.0;345.0
559.0;-631.0;903.0;399.0;143.0;699.0;-20.0;-848.0;975.0
597.0;-541.0;1128.0;-501.0;-296.0;637.0;60.0;-843.0;1252.0
608.0;-548.0;836.0;-1314.0;-998.0;631.0;63.0;-823.0;948.0
430.0;-554.0;916.0;-192.0;193.0;657.0;45.0;-568.0;1021.0
552.0;-640.0;876.0;103.0;142.0;687.0;6.0;-856.0;943.0
305.0;-587.0;888.0;-346.0;208.0;672.0;53.0;-385.0;979.0
244.0;-594.0;867.0;-361.0;69.0;670.0;24.0;-284.0;956.0
240.0;-595.0;883.0;-414.0;29.0;670.0;21.0;-274.0;943.0
237.0;-596.0;884.0;-414.0;-12.0;671.0;10.0;-267.0;943.0
-284.0;-73.0;328.0;-190.0;-186.0;31.0;-321.0;-772.0;620.0
-429.0;575.0;877.0;-258.0;1617.0;-692.0;-31.0;797.0;947.0
614.0;-544.0;877.0;-42.0;240.0;670.0;146.0;-755.0;928.0
55.0;-618.0;830.0;20.0;-107.0;653.0;125.0;-478.0;1010.0
351.0;9.0;700.0;-357.0;-1099.0;140.0;154.0;71.0;785.0
-301.0;447.0;894.0;-998.0;-989.0;-467.0;4.0;805.0;964.0
466.0;-170.0;847.0;-358.0;-636.0;327.0;-97.0;-84.0;903.0
378.0;17.0;1478.0;638.0;696.0;104.0;-143.0;167.0;1223.0
442.0;-47.0;1291.0;307.0;85.0;70.0;-111.0;-148.0;929.0
174.0;-218.0;1077.0;400.0;-329.0;154.0;-74.0;180.0;1225.0
629.0;-572.0;879.0;-66.0;106.0;673.0;93.0;-605.0;970.0
447.0;-34.0;849.0;404.0;84.0;61.0;-234.0;-158.0;1120.0
571.0;-637.0;873.0;-45.0;-27.0;687.0;24.0;-852.0;961.0
451.0;20.0;1226.0;-233.0;-175.0;130.0;40.0;-7.0;1053.0
559.0;-527.0;880.0;-79.0;41.0;641.0;120.0;-787.0;951.0
597.0;-613.0;695.0;885.0;1294.0;686.0;29.0;-834.0;692.0
462.0;-385.0;889.0;-64.0;-414.0;497.0;-239.0;13.0;742.0
447.0;-361.0;1064.0;-307.0;-367.0;484.0;-346.0;-88.0;958.0
251.0;-613.0;891.0;-158.0;-226.0;694.0;38.0;-307.0;979.0
264.0;-613.0;895.0;-154.0;-263.0;694.0;34.0;-332.0;974.0
603.0;-596.0;867.0;-74.0;127.0;685.0;51.0;-660.0;952.0
559.0;-633.0;869.0;311.0;-416.0;702.0;4.0;-849.0;1000.0
493.0;-609.0;927.0;560.0;771.0;657.0;-39.0;-808.0;986.0
438.0;-101.0;1494.0;-67.0;136.0;202.0;-43.0;-126.0;930.0
443.0;-117.0;742.0;-642.0;143.0;423.0;300.0;-48.0;1088.0
17.0;-621.0;849.0;9.0;69.0;655.0;61.0;-506.0;934.0
611.0;-566.0;1405.0;21.0;163.0;642.0;-3.0;-806.0;1388.0
21.0;-622.0;855.0;58.0;37.0;658.0;75.0;-507.0;904.0
-553.0;172.0;926.0;196.0;-154.0;-337.0;71.0;97.0;987.0
30.0;-621.0;844.0;-199.0;-16.0;669.0;135.0;-521.0;910.0
94.0;211.0;1032.0;-323.0;-289.0;-61.0;98.0;576.0;1383.0
597.0;-594.0;888.0;-21.0;116.0;683.0;47.0;-654.0;965.0
50.0;-602.0;877.0;-119.0;249.0;647.0;33.0;-536.0;920.0
253.0;124.0;834.0;61.0;-113.0;-18.0;403.0;297.0;818.0
563.0;-562.0;925.0;-178.0;767.0;640.0;59.0;-833.0;1019.0
67.0;-589.0;928.0;229.0;-235.0;546.0;116.0;-923.0;967.0
639.0;-572.0;2156.0;-103.0;-1114.0;683.0;-15.0;-686.0;1487.0
614.0;-191.0;1001.0;-373.0;0.0;496.0;90.0;-743.0;1176.0
614.0;-590.0;878.0;45.0;378.0;680.0;75.0;-613.0;954.0
248.0;143.0;1136.0;391.0;509.0;-46.0;37.0;318.0;991.0
450.0;-444.0;919.0;3.0;-180.0;552.0;28.0;-875.0;1038.0
149.0;-633.0;-316.0;70.0;16.0;613.0;67.0;-858.0;53.0
307.0;-337.0;833.0;-559.0;333.0;413.0;-75.0;-25.0;900.0
282.0;-127.0;846.0;-24.0;341.0;327.0;-52.0;295.0;962.0
-415.0;142.0;689.0;-465.0;-443.0;-298.0;59.0;234.0;758.0
-343.0;519.0;843.0;-890.0;173.0;-643.0;91.0;854.0;939.0
-318.0;585.0;798.0;114.0;73.0;-671.0;-17.0;736.0;948.0
614.0;-543.0;895.0;31.0;-48.0;669.0;150.0;-755.0;952.0
-202.0;-131.0;833.0;536.0;-537.0;26.0;-175.0;-284.0;867.0
572.0;-644.0;893.0;-90.0;94.0;694.0;8.0;-859.0;944.0
152.0;-643.0;-351.0;-191.0;651.0;602.0;87.0;-856.0;-97.0
-542.0;169.0;931.0;-298.0;-125.0;-343.0;-4.0;271.0;943.0
355.0;-308.0;701.0;-21.0;830.0;374.0;-633.0;226.0;888.0
-206.0;467.0;679.0;-448.0;-393.0;-752.0;-591.0;706.0;762.0
563.0;-596.0;856.0;-162.0;-2186.0;680.0;129.0;-772.0;924.0
-449.0;-2.0;724.0;17.0;-60.0;-183.0;402.0;199.0;808.0
657.0;-374.0;932.0;81.0;-87.0;561.0;343.0;-808.0;913.0
-477.0;596.0;1008.0;-261.0;-416.0;-623.0;57.0;844.0;915.0
