Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
377.0;-115.0;15;186.0;360.0;211.0;-325.0;276.0;482.0
411.0;-110.0;-14;171.0;387.0;198.0;-333.0;223.0;437.0
361.0;-107.0;-8;158.0;379.0;196.0;-308.0;253.0;464.0
309.0;-118.0;-21;135.0;398.0;198.0;-305.0;238.0;415.0
337.0;-128.0;19;151.0;352.0;193.0;-319.0;209.0;428.0
339.0;-27.0;-23;338.0;483.0;291.0;-334.0;277.0;394.0
297.0;-116.0;-10;79.0;356.0;168.0;-308.0;187.0;406.0
290.0;-165.0;-21;143.0;394.0;160.0;-350.0;274.0;413.0
301.0;15.0;-8;205.0;437.0;217.0;-355.0;264.0;472.0
366.0;-108.0;19;215.0;330.0;183.0;-336.0;303.0;460.0
468.0;-131.0;14;289.0;554.0;24.0;-625.0;244.0;316.0
320.0;-119.0;21;161.0;328.0;192.0;-306.0;243.0;458.0
341.0;-99.0;-31;169.0;366.0;200.0;-306.0;253.0;492.0
347.0;-97.0;18;135.0;343.0;181.0;-344.0;297.0;454.0
290.0;-109.0;1;211.0;348.0;226.0;-281.0;203.0;477.0
256.0;-108.0;16;173.0;371.0;181.0;-344.0;236.0;434.0
347.0;-114.0;2;151.0;357.0;197.0;-311.0;244.0;476.0
276.0;-109.0;48;169.0;338.0;192.0;-333.0;241.0;445.0
336.0;-115.0;-4;151.0;322.0;181.0;-338.0;265.0;466.0
325.0;-79.0;-13;147.0;340.0;171.0;-328.0;269.0;438.0
321.0;-80.0;3;134.0;324.0;194.0;-300.0;243.0;448.0
255.0;-5.0;-24;194.0;364.0;260.0;-236.0;107.0;307.0
319.0;37.0;26;168.0;278.0;223.0;-337.0;182.0;299.0
468.0;-85.0;-18;95.0;332.0;140.0;-359.0;290.0;368.0
341.0;-259.0;24;167.0;368.0;249.0;-269.0;234.0;404.0
255.0;-282.0;-30;235.0;368.0;367.0;-281.0;149.0;286.0
302.0;-118.0;-2;136.0;386.0;173.0;-322.0;270.0;469.0
274.0;-100.0;10;174.0;347.0;202.0;-317.0;281.0;444.0
330.0;-119.0;-2;156.0;349.0;180.0;-328.0;283.0;463.0
323.0;-109.0;-35;162.0;379.0;170.0;-370.0;301.0;439.0
215.0;-57.0;194;289.0;264.0;476.0;-337.0;89.0;312.0
451.0;-6.0;78;234.0;389.0;215.0;-261.0;262.0;368.0
287.0;-100.0;-6;157.0;344.0;235.0;-299.0;202.0;496.0
214.0;19.0;1;413.0;306.0;434.0;-251.0;78.0;253.0
330.0;15.0;-9;204.0;348.0;235.0;-278.0;128.0;395.0
291.0;-186.0;5;211.0;356.0;198.0;-311.0;176.0;457.0
571.0;-9.0;6920;181.0;336.0;303.0;-329.0;250.0;157.0
309.0;-238.0;-58;230.0;344.0;221.0;-305.0;210.0;389.0
302.0;31.0;-17;217.0;436.0;215.0;-385.0;291.0;475.0
339.0;-123.0;12;167.0;334.0;173.0;-370.0;328.0;443.0
331.0;1.0;34;364.0;366.0;408.0;-318.0;120.0;367.0
311.0;27.0;-5;328.0;382.0;259.0;-344.0;234.0;437.0
253.0;-174.0;-618;142.0;341.0;149.0;-343.0;194.0;501.0
350.0;-131.0;9;149.0;377.0;170.0;-285.0;283.0;457.0
288.0;18.0;16;307.0;391.0;342.0;-355.0;153.0;381.0
424.0;11.0;254;252.0;308.0;317.0;-284.0;202.0;312.0
337.0;37.0;5;309.0;385.0;278.0;-328.0;212.0;419.0
227.0;-173.0;29;222.0;349.0;162.0;-365.0;174.0;315.0
288.0;-236.0;-17;231.0;456.0;276.0;-347.0;228.0;443.0
349.0;34.0;5;306.0;370.0;328.0;-236.0;235.0;316.0
294.0;8.0;14;347.0;352.0;339.0;-350.0;132.0;398.0
503.0;-110.0;-34;63.0;381.0;162.0;-380.0;276.0;375.0
400.0;-11.0;11;190.0;385.0;271.0;-253.0;252.0;461.0
408.0;-19.0;96;267.0;369.0;391.0;-45.0;-123.0;120.0
320.0;-15.0;17;162.0;353.0;191.0;-341.0;252.0;441.0
284.0;32.0;-17;279.0;376.0;274.0;-338.0;202.0;409.0
536.0;-173.0;19;190.0;456.0;255.0;-266.0;303.0;381.0
706.0;-325.0;-40;123.0;990.0;100.0;-988.0;643.0;478.0
348.0;-55.0;7;115.0;400.0;151.0;-327.0;253.0;435.0
333.0;-172.0;53;104.0;408.0;138.0;-299.0;273.0;365.0
320.0;-126.0;2;129.0;378.0;189.0;-341.0;264.0;477.0
442.0;-116.0;58;241.0;385.0;178.0;-27.0;144.0;344.0
362.0;-251.0;194;281.0;285.0;444.0;-151.0;193.0;208.0
978.0;-60.0;32;240.0;786.0;361.0;-818.0;-32.0;-9.0
434.0;-38.0;-200;35.0;378.0;317.0;-347.0;265.0;595.0
299.0;19.0;-322;27.0;315.0;93.0;-446.0;387.0;362.0
346.0;-100.0;25;144.0;350.0;181.0;-307.0;273.0;475.0
844.0;-54.0;10;55.0;830.0;155.0;-700.0;216.0;17.0
284.0;39.0;7;333.0;387.0;290.0;-382.0;223.0;385.0
444.0;-19.0;577;293.0;391.0;245.0;-403.0;222.0;233.0
237.0;-115.0;0;184.0;306.0;235.0;-336.0;205.0;439.0
460.0;-110.0;19;234.0;550.0;121.0;-927.0;546.0;424.0
502.0;-118.0;-43;173.0;481.0;219.0;-244.0;82.0;356.0
394.0;-184.0;3;374.0;394.0;391.0;-336.0;117.0;335.0
199.0;-133.0;124;172.0;398.0;345.0;-431.0;133.0;292.0
472.0;-174.0;-20;366.0;349.0;361.0;-305.0;194.0;232.0
260.0;3.0;-12;380.0;408.0;324.0;-344.0;217.0;384.0
364.0;27.0;3;387.0;420.0;317.0;-334.0;153.0;404.0
292.0;-196.0;49;413.0;321.0;444.0;-380.0;38.0;294.0
696.0;-228.0;18;175.0;460.0;462.0;-492.0;174.0;443.0
933.0;-410.0;-56;237.0;586.0;263.0;-401.0;274.0;356.0
362.0;-109.0;-17;55.0;277.0;147.0;-264.0;163.0;463.0
462.0;-55.0;-11;308.0;444.0;235.0;-247.0;344.0;375.0
605.0;-118.0;12;215.0;433.0;249.0;-444.0;203.0;364.0
494.0;-109.0;-59;211.0;563.0;278.0;-310.0;130.0;283.0
535.0;-295.0;-2709;-46.0;449.0;266.0;-407.0;194.0;480.0
589.0;-659.0;-43;300.0;550.0;283.0;-435.0;206.0;271.0
270.0;-183.0;46;173.0;413.0;177.0;-308.0;295.0;422.0
303.0;-96.0;-18;114.0;343.0;158.0;-324.0;239.0;413.0
267.0;-51.0;38;185.0;348.0;225.0;-287.0;184.0;475.0
337.0;-105.0;-2;143.0;358.0;163.0;-315.0;293.0;427.0
350.0;-117.0;-19;146.0;364.0;171.0;-308.0;330.0;412.0
291.0;-11.0;51;254.0;392.0;242.0;-190.0;370.0;374.0
254.0;-170.0;-17;191.0;434.0;350.0;-227.0;188.0;344.0
430.0;-104.0;-1488;214.0;411.0;135.0;-379.0;302.0;395.0
474.0;-123.0;-21;274.0;443.0;313.0;-223.0;115.0;357.0
324.0;-174.0;14;152.0;372.0;138.0;-357.0;303.0;438.0
311.0;9.0;33;317.0;383.0;301.0;-319.0;130.0;409.0
360.0;-343.0;34;142.0;394.0;163.0;-339.0;256.0;421.0
283.0;-128.0;13;135.0;348.0;174.0;-313.0;195.0;405.0
451.0;-100.0;-1;31.0;692.0;-98.0;-895.0;909.0;372.0
261.0;-24.0;23;345.0;285.0;418.0;-245.0;76.0;237.0
281.0;-101.0;4;109.0;348.0;177.0;-303.0;213.0;424.0
291.0;-110.0;7;117.0;333.0;178.0;-300.0;191.0;417.0
141.0;-411.0;1;105.0;382.0;31.0;-159.0;193.0;283.0
477.0;-200.0;152;400.0;302.0;231.0;-8.0;217.0;223.0
286.0;-491.0;33;278.0;418.0;236.0;-420.0;263.0;282.0
300.0;-109.0;-8;105.0;340.0;179.0;-294.0;206.0;407.0
420.0;-166.0;15;239.0;391.0;158.0;-364.0;328.0;450.0
280.0;-189.0;-16;142.0;387.0;163.0;-327.0;267.0;435.0
272.0;-156.0;-11;143.0;378.0;164.0;-318.0;256.0;417.0
474.0;-184.0;11;231.0;407.0;168.0;-393.0;310.0;450.0
133.0;-105.0;-9;359.0;78.0;590.0;-67.0;-397.0;-76.0
333.0;-144.0;-3;67.0;391.0;181.0;-310.0;243.0;385.0
305.0;-164.0;29;145.0;393.0;162.0;-297.0;285.0;411.0
508.0;-81.0;1;431.0;632.0;466.0;-467.0;-17.0;185.0
175.0;-152.0;-19;248.0;389.0;334.0;-334.0;166.0;402.0
358.0;-554.0;-7;299.0;359.0;387.0;-320.0;137.0;346.0
247.0;-159.0;12;154.0;362.0;170.0;-367.0;232.0;438.0
283.0;-205.0;15;134.0;437.0;159.0;-331.0;275.0;434.0
339.0;44.0;11;163.0;482.0;390.0;-390.0;354.0;285.0
218.0;-81.0;-43;1.0;273.0;98.0;-319.0;178.0;436.0
284.0;-166.0;-13;145.0;370.0;170.0;-326.0;285.0;430.0
212.0;-111.0;-31;180.0;398.0;323.0;-370.0;235.0;238.0
215.0;24.0;26;230.0;417.0;213.0;-380.0;294.0;453.0
91.0;-107.0;-12;493.0;-49.0;603.0;38.0;-606.0;-339.0
275.0;-113.0;9;248.0;655.0;331.0;-394.0;206.0;332.0
350.0;-135.0;53;369.0;404.0;115.0;-342.0;135.0;223.0
243.0;-26.0;37;267.0;388.0;521.0;-356.0;57.0;235.0
172.0;-109.0;30;162.0;294.0;190.0;-250.0;218.0;447.0
234.0;13.0;-20;212.0;360.0;314.0;-238.0;142.0;302.0
276.0;233.0;90;45.0;387.0;206.0;-335.0;182.0;404.0
418.0;235.0;-417;110.0;343.0;257.0;-395.0;163.0;240.0
522.0;27.0;26;220.0;565.0;339.0;-528.0;251.0;384.0
1055.0;-8.0;12;128.0;752.0;183.0;-780.0;245.0;515.0
158.0;56.0;39;365.0;306.0;579.0;-693.0;28.0;290.0
199.0;17.0;-4;343.0;291.0;374.0;-341.0;95.0;395.0
395.0;-721.0;122;351.0;262.0;509.0;-271.0;113.0;160.0
473.0;-81.0;1562;132.0;455.0;191.0;-471.0;297.0;374.0
274.0;-101.0;-11;-1.0;299.0;180.0;-276.0;217.0;497.0
279.0;-419.0;1;29.0;289.0;182.0;-317.0;156.0;466.0
190.0;-387.0;30;276.0;197.0;628.0;-79.0;-25.0;250.0
-133.0;-82.0;21;372.0;335.0;223.0;-245.0;242.0;298.0
425.0;232.0;-40;427.0;406.0;487.0;-282.0;38.0;135.0
492.0;-155.0;129;173.0;354.0;230.0;-414.0;24.0;219.0
295.0;-109.0;3551;153.0;332.0;181.0;-351.0;229.0;348.0
100.0;-9.0;68;347.0;379.0;498.0;-386.0;-76.0;177.0
641.0;-76.0;13;282.0;539.0;552.0;-633.0;139.0;266.0
159.0;-95.0;44;373.0;345.0;221.0;-251.0;156.0;364.0
340.0;-24.0;-13;289.0;300.0;342.0;-230.0;87.0;392.0
642.0;30.0;-22;-106.0;548.0;218.0;-444.0;350.0;427.0
296.0;-109.0;8;112.0;354.0;181.0;-330.0;269.0;490.0
125.0;224.0;108;318.0;77.0;282.0;-265.0;12.0;290.0
271.0;-36.0;124;183.0;387.0;314.0;-229.0;81.0;386.0
263.0;-47.0;226;356.0;331.0;490.0;-125.0;228.0;338.0
431.0;20.0;-36;70.0;654.0;346.0;-566.0;499.0;424.0
475.0;-554.0;-128;393.0;187.0;64.0;-215.0;293.0;137.0
788.0;18.0;29;294.0;820.0;328.0;-810.0;332.0;442.0
