InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
14;799;1071.0;389.0;-12;36;-983.0;163.0
26;811;1110.0;326.0;7;-38;-1083.0;243.0
15;805;1045.0;315.0;11;1;-981.0;137.0
-53;800;1087.0;277.0;31;50;-888.0;147.0
-55;810;1042.0;202.0;-171;37;-939.0;11.0
123;809;1041.0;371.0;-14;12;-964.0;275.0
125;809;1000.0;221.0;-97;-54;-905.0;73.0
15;795;1095.0;371.0;65;39;-993.0;157.0
16;804;1030.0;407.0;38;35;-983.0;184.0
16;804;1067.0;417.0;30;44;-949.0;205.0
16;801;1080.0;418.0;-8;38;-943.0;144.0
17;797;1071.0;330.0;-18;47;-972.0;274.0
18;801;1070.0;329.0;-36;-70;-964.0;221.0
38;815;1070.0;399.0;-14;-28;-987.0;165.0
38;806;1086.0;409.0;55;-1;-972.0;189.0
42;810;1049.0;438.0;-19;20;-985.0;232.0
51;752;1024.0;565.0;321;1910;-1036.0;219.0
6;834;1133.0;228.0;-630;-90;-916.0;204.0
62;810;1064.0;331.0;21;-5;-928.0;259.0
43;795;1038.0;420.0;76;0;-781.0;350.0
57;804;967.0;446.0;35;-13;-993.0;235.0
188;3133;1297.0;517.0;-1425;468;-1206.0;214.0
16;798;1100.0;396.0;-32;12;-976.0;105.0
16;797;1058.0;388.0;-2;-45;-959.0;177.0
16;802;1084.0;363.0;-104;41;-919.0;130.0
16;798;1079.0;343.0;1;41;-966.0;181.0
16;796;1095.0;363.0;1;-11;-964.0;191.0
16;797;1046.0;439.0;34;-10;-941.0;197.0
16;801;1061.0;406.0;-11;-4;-997.0;243.0
4;798;1053.0;295.0;-55;22;-901.0;312.0
16;813;1118.0;523.0;-63;-104;-925.0;324.0
16;803;1116.0;307.0;0;-25;-957.0;210.0
16;800;1088.0;331.0;-18;5;-989.0;148.0
16;804;1089.0;324.0;-21;4;-981.0;209.0
16;805;1069.0;333.0;-13;11;-979.0;225.0
39;732;1120.0;589.0;-89;562;-1025.0;224.0
16;801;1035.0;325.0;29;-10;-966.0;287.0
16;802;1089.0;292.0;-19;0;-957.0;165.0
16;803;1089.0;313.0;-2;-1;-969.0;163.0
16;801;1103.0;311.0;30;-11;-987.0;204.0
46;813;1045.0;356.0;28;-34;-957.0;242.0
16;801;1020.0;337.0;0;1;-978.0;136.0
16;801;1041.0;324.0;26;18;-963.0;185.0
16;805;1054.0;289.0;18;-10;-959.0;167.0
16;805;1068.0;311.0;-7;11;-951.0;191.0
16;803;1099.0;324.0;-9;-20;-989.0;188.0
16;797;1065.0;316.0;-73;20;-963.0;224.0
16;797;1099.0;314.0;-18;-5;-955.0;231.0
16;799;1080.0;323.0;-40;25;-966.0;213.0
16;805;1089.0;304.0;-31;-11;-989.0;225.0
16;794;1063.0;358.0;-40;-13;-977.0;218.0
16;800;1072.0;359.0;34;11;-997.0;201.0
16;800;1061.0;323.0;1;-34;-966.0;221.0
16;803;1079.0;322.0;27;-2;-955.0;228.0
16;797;1085.0;346.0;21;5;-975.0;215.0
16;794;1040.0;321.0;22;-30;-953.0;269.0
-173;671;857.0;388.0;339;-2414;-565.0;763.0
16;805;1047.0;313.0;26;-54;-971.0;243.0
16;801;1086.0;308.0;-24;-22;-969.0;195.0
16;798;1070.0;326.0;49;-10;-987.0;206.0
16;801;1088.0;322.0;-14;0;-980.0;228.0
16;802;1073.0;340.0;19;33;-976.0;225.0
16;805;1077.0;345.0;-6;-20;-989.0;238.0
16;801;1118.0;316.0;-2;2;-979.0;221.0
16;798;1080.0;303.0;11;-5;-954.0;233.0
16;801;1093.0;325.0;21;-11;-953.0;195.0
16;802;1088.0;307.0;-18;-17;-970.0;216.0
16;795;1089.0;357.0;-15;0;-988.0;162.0
16;800;1099.0;333.0;4;-41;-978.0;224.0
16;799;1079.0;335.0;17;-18;-972.0;222.0
16;801;1076.0;313.0;-17;21;-974.0;229.0
16;805;1063.0;332.0;-53;-10;-970.0;246.0
16;807;1071.0;325.0;8;-25;-983.0;236.0
16;807;1057.0;291.0;7;-11;-979.0;256.0
16;802;1071.0;378.0;37;-4;-966.0;209.0
16;802;1051.0;321.0;-4;-32;-963.0;242.0
34;567;947.0;569.0;350;-347;-915.0;351.0
16;805;1071.0;333.0;-5;-21;-988.0;236.0
16;803;1095.0;324.0;18;22;-974.0;201.0
16;801;1105.0;333.0;27;-12;-975.0;214.0
16;797;1073.0;327.0;3;38;-996.0;166.0
16;800;1055.0;334.0;1;-3;-961.0;233.0
16;799;1088.0;324.0;-21;-19;-978.0;203.0
16;797;1067.0;326.0;-20;-3;-977.0;213.0
16;803;1079.0;333.0;17;9;-966.0;226.0
16;802;1081.0;318.0;10;7;-973.0;246.0
16;803;1071.0;315.0;-24;-3;-966.0;254.0
16;807;1067.0;329.0;60;20;-974.0;242.0
16;809;1072.0;311.0;-20;26;-964.0;240.0
16;806;1075.0;322.0;-20;-21;-970.0;253.0
16;801;1080.0;311.0;42;6;-969.0;258.0
16;803;1061.0;332.0;-9;-33;-970.0;271.0
16;800;1059.0;333.0;22;-14;-960.0;256.0
16;803;1068.0;324.0;28;-15;-963.0;241.0
16;804;1068.0;324.0;3;-34;-976.0;251.0
16;807;1083.0;331.0;26;-16;-975.0;255.0
16;799;1077.0;339.0;-39;-13;-973.0;217.0
16;805;1077.0;333.0;31;-8;-973.0;219.0
16;801;1077.0;324.0;22;20;-975.0;206.0
16;801;1088.0;352.0;8;12;-979.0;214.0
16;808;1070.0;337.0;-19;-29;-976.0;231.0
16;804;1083.0;344.0;-11;23;-979.0;198.0
16;800;1065.0;342.0;-16;19;-975.0;226.0
16;802;1075.0;334.0;-32;35;-972.0;218.0
16;803;1080.0;335.0;0;11;-976.0;227.0
16;805;1084.0;330.0;-26;10;-971.0;229.0
16;803;1103.0;333.0;-4;-2;-966.0;220.0
16;800;1110.0;323.0;-27;10;-985.0;219.0
16;799;1096.0;314.0;-11;21;-975.0;174.0
16;797;1079.0;330.0;-1;23;-989.0;193.0
16;805;1081.0;339.0;21;45;-974.0;193.0
16;795;1101.0;330.0;23;2;-974.0;206.0
16;799;1070.0;329.0;36;-9;-980.0;181.0
16;801;1100.0;338.0;8;-20;-983.0;205.0
16;799;1068.0;355.0;-13;-2;-970.0;232.0
16;797;1055.0;328.0;-16;24;-961.0;220.0
16;798;1044.0;334.0;-20;6;-968.0;242.0
16;799;1106.0;352.0;30;-25;-962.0;208.0
16;803;1071.0;364.0;-28;36;-965.0;262.0
16;800;1071.0;332.0;25;18;-952.0;209.0
16;797;1090.0;350.0;-8;-10;-972.0;210.0
16;806;1079.0;364.0;-15;-5;-965.0;194.0
16;796;1083.0;322.0;-27;-2;-971.0;209.0
16;798;1054.0;333.0;-11;-39;-982.0;233.0
16;794;1063.0;349.0;34;35;-958.0;228.0
16;798;1031.0;316.0;42;23;-950.0;239.0
16;807;1090.0;362.0;-25;36;-988.0;180.0
16;802;1071.0;361.0;-19;-51;-983.0;174.0
16;803;1077.0;322.0;13;-9;-974.0;211.0
16;799;1078.0;345.0;25;-9;-970.0;187.0
16;799;1098.0;302.0;-3;-10;-976.0;189.0
16;794;1078.0;339.0;-2;-67;-958.0;235.0
16;805;1060.0;308.0;-31;-16;-964.0;250.0
16;804;1040.0;307.0;-71;-27;-957.0;234.0
-62;931;1117.0;328.0;-135;161;-852.0;132.0
16;805;1137.0;329.0;-51;38;-977.0;255.0
39;763;1114.0;577.0;-449;-95;-976.0;166.0
32;817;987.0;361.0;-28;-17;-936.0;296.0
-145;807;891.0;448.0;-41;-22;-807.0;417.0
-147;796;1023.0;476.0;48;0;-939.0;305.0
81;795;1372.0;340.0;-36;-32;-719.0;360.0
-147;797;1057.0;542.0;-3;9;-980.0;171.0
114;792;1056.0;399.0;22;17;-962.0;102.0
16;801;1080.0;506.0;-27;-21;-978.0;195.0
113;799;999.0;419.0;40;-1;-981.0;217.0
113;800;1050.0;411.0;8;13;-987.0;156.0
113;801;1055.0;409.0;-5;-11;-993.0;183.0
113;797;1027.0;400.0;0;17;-982.0;124.0
113;793;1054.0;399.0;15;31;-969.0;147.0
-173;800;1150.0;719.0;-73;-49;-1082.0;32.0
113;794;1067.0;401.0;-4;-18;-973.0;185.0
113;797;1034.0;411.0;68;32;-957.0;145.0
113;797;1037.0;413.0;56;31;-967.0;189.0
113;796;1065.0;423.0;54;30;-954.0;165.0
16;805;1070.0;513.0;-17;13;-983.0;221.0
138;824;812.0;417.0;45;22;-1287.0;17.0
113;798;1026.0;430.0;22;-27;-946.0;155.0
113;800;994.0;404.0;-17;-29;-996.0;182.0
113;797;1074.0;449.0;-27;6;-964.0;212.0
113;801;1011.0;447.0;-45;24;-993.0;203.0
113;796;1069.0;454.0;-64;11;-925.0;233.0
113;797;999.0;434.0;14;5;-1003.0;186.0
113;797;1069.0;462.0;14;-54;-931.0;236.0
145;810;1191.0;497.0;-60;-33;-809.0;271.0
16;805;1070.0;493.0;-7;46;-980.0;220.0
15;810;1060.0;506.0;9;-20;-976.0;172.0
16;801;1090.0;502.0;-23;9;-972.0;188.0
-47;838;1330.0;460.0;-135;-36;-1246.0;162.0
15;807;1060.0;479.0;53;30;-980.0;199.0
16;809;998.0;473.0;33;16;-973.0;223.0
22;802;1043.0;445.0;-44;-8;-934.0;186.0
113;795;1040.0;476.0;-60;-12;-942.0;110.0
71;806;950.0;408.0;16;20;-912.0;242.0
-39;766;995.0;70.0;9;1;-927.0;-34.0
17;839;1061.0;121.0;-16;-23;-859.0;262.0
109;809;1019.0;342.0;-15;-22;-936.0;308.0
109;811;1000.0;339.0;54;-25;-940.0;292.0
40;813;1102.0;598.0;-3;17;-1059.0;590.0
68;702;995.0;507.0;404;-1181;-950.0;351.0
109;804;1060.0;336.0;-22;-17;-956.0;291.0
110;804;1060.0;339.0;-8;-3;-959.0;283.0
110;805;1092.0;337.0;-32;-23;-968.0;275.0
110;812;1073.0;307.0;-28;-22;-975.0;249.0
109;813;1090.0;295.0;-23;-22;-975.0;229.0
108;808;1074.0;304.0;-16;-4;-986.0;242.0
140;807;1090.0;446.0;-38;38;-961.0;232.0
141;802;986.0;369.0;0;-40;-981.0;259.0
141;798;1030.0;424.0;-2;-2;-948.0;217.0
141;795;1029.0;429.0;-37;-31;-966.0;136.0
141;795;1071.0;447.0;35;44;-956.0;169.0
113;796;1026.0;371.0;69;35;-989.0;146.0
-38;801;1003.0;244.0;-52;0;-976.0;228.0
18;787;981.0;318.0;10;-217;-1072.0;21.0
124;801;1109.0;379.0;-39;-39;-1005.0;235.0
141;800;1094.0;452.0;-17;11;-973.0;136.0
167;800;1094.0;417.0;-2;-7;-968.0;178.0
-146;941;1092.0;372.0;-6347;-1120;-1094.0;313.0
-17;737;1084.0;637.0;942;-1069;-1020.0;77.0
-17;791;1088.0;565.0;10;-16;-970.0;48.0
108;807;1029.0;248.0;-1;14;-899.0;248.0
-171;802;1050.0;324.0;-176;-49;-857.0;346.0
7;777;1243.0;244.0;-2302;-717;-924.0;220.0
-175;810;953.0;285.0;-2;-19;-850.0;399.0
-57;924;1361.0;510.0;-3356;420;-994.0;227.0
151;793;1016.0;293.0;32;-26;-921.0;256.0
168;802;1049.0;458.0;-22;-31;-953.0;264.0
108;785;990.0;481.0;100;126;-932.0;330.0
141;805;935.0;342.0;27;-27;-880.0;380.0
51;633;1024.0;643.0;40;-85;-938.0;424.0
113;799;1020.0;491.0;-15;-4;-941.0;303.0
83;780;942.0;232.0;19;-20;-901.0;124.0
20;757;999.0;563.0;-782;948;-969.0;328.0
-68;777;958.0;366.0;-88;-65;-990.0;-8.0
168;802;1060.0;343.0;-3;-26;-975.0;190.0
104;792;1010.0;401.0;84;-41;-1029.0;-12.0
113;797;1009.0;447.0;35;-42;-1016.0;154.0
135;53;789.0;460.0;2;6;-721.0;588.0
141;808;1098.0;470.0;22;-10;-981.0;50.0
16;789;1070.0;428.0;79;9;-838.0;164.0
78;810;1014.0;398.0;2;-42;-851.0;-94.0
39;812;970.0;350.0;22;-24;-594.0;696.0
25;805;1092.0;277.0;-3;-31;-961.0;314.0
-21;846;1090.0;277.0;23;-43;-1372.0;236.0
18;805;1113.0;309.0;28;-22;-955.0;111.0
168;801;1048.0;301.0;3;-16;-968.0;201.0
30;821;711.0;352.0;-73;-62;-905.0;-29.0
24;778;948.0;121.0;-184;216;-1213.0;247.0
177;830;1054.0;320.0;-152;110;-846.0;270.0
168;801;1041.0;472.0;-26;-48;-912.0;281.0
103;804;1039.0;394.0;-2;-39;-1028.0;-194.0
132;811;1109.0;411.0;-18;1;-980.0;-80.0
167;805;1055.0;363.0;3;-23;-993.0;259.0
104;807;1140.0;380.0;-8;17;-986.0;141.0
113;801;1067.0;530.0;-4;24;-966.0;211.0
146;804;1110.0;627.0;-81;-8;-990.0;29.0
168;799;1089.0;281.0;-38;-32;-971.0;201.0
168;802;1093.0;456.0;-10;-11;-945.0;260.0
167;806;639.0;339.0;-23;-2;-692.0;713.0
154;805;1063.0;315.0;6;1;-908.0;322.0
139;758;813.0;368.0;3;-2;-654.0;570.0
157;822;1099.0;448.0;-57;-51;-1040.0;53.0
101;795;306.0;385.0;-12;1;-233.0;942.0
14;800;1150.0;336.0;-10;2;-1018.0;159.0
4;808;1095.0;362.0;-40;-33;-988.0;358.0
153;779;1137.0;232.0;-28;-48;-889.0;139.0
168;808;1062.0;300.0;9;-29;-971.0;192.0
23;811;1164.0;381.0;16;-2;-959.0;-165.0
167;803;1106.0;416.0;-12;20;-1071.0;273.0
140;803;742.0;490.0;41;10;-877.0;325.0
116;814;929.0;186.0;-15;-1;-923.0;275.0
113;800;1019.0;504.0;44;36;-1016.0;179.0
49;782;884.0;266.0;-298;-29;-718.0;199.0
113;802;1140.0;477.0;5;-15;-962.0;186.0
-154;783;1080.0;354.0;-24;-27;-963.0;161.0
168;803;1070.0;365.0;61;19;-977.0;191.0
168;807;1084.0;295.0;6;9;-970.0;189.0
167;805;1071.0;292.0;14;-28;-974.0;197.0
168;804;1117.0;411.0;470;670;-1034.0;150.0
