InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
267.0;-25;703;833.0;82;184.0;25;193.0
-171.0;2;466;875.0;-78;988.0;-2;211.0
125.0;1;594;913.0;7;50.0;-1;35.0
-17.0;12;477;940.0;-55;22.0;-12;61.0
-32.0;5;477;932.0;-50;-21.0;-5;42.0
8.0;-18;484;949.0;-47;-6.0;18;20.0
23.0;27;491;944.0;-56;-38.0;-27;32.0
8.0;-2;486;932.0;-44;-46.0;2;36.0
5.0;-4;489;933.0;-51;-53.0;4;42.0
32.0;-27;493;915.0;-103;-109.0;27;33.0
34.0;-5;490;930.0;-46;-22.0;5;72.0
-32.0;12;489;923.0;-100;-138.0;-12;-16.0
13.0;19;494;950.0;-89;-39.0;-19;39.0
7.0;-14;494;938.0;-64;-71.0;14;61.0
57.0;-4;486;923.0;-53;1.0;4;74.0
15.0;2;476;937.0;-51;-2.0;-2;11.0
30.0;1;505;920.0;-92;-111.0;-1;171.0
22.0;-24;479;934.0;-51;28.0;24;27.0
-91.0;101;494;1723.0;-99;-174.0;-101;55.0
65.0;0;489;949.0;-63;-209.0;0;-112.0
-41.0;85;500;1475.0;-90;214.0;-85;-177.0
-363.0;2;481;934.0;-104;1013.0;-2;635.0
48.0;-28;481;941.0;-72;147.0;28;76.0
-7.0;27;494;941.0;-86;-30.0;-27;59.0
-5.0;12;490;934.0;-90;19.0;-12;54.0
4.0;-6;485;952.0;-70;-10.0;6;23.0
-54.0;14;501;923.0;-97;127.0;-14;-11.0
84.0;14;491;924.0;-54;27.0;-14;22.0
144.0;-82;473;935.0;3;45.0;82;135.0
19.0;-23;489;941.0;-51;-16.0;23;75.0
72.0;-2;487;932.0;-58;-98.0;2;116.0
26.0;-9;488;939.0;-54;-47.0;9;73.0
-4.0;18;480;919.0;-89;13.0;-18;-92.0
32.0;-21;492;935.0;-49;6.0;21;69.0
55.0;-21;483;953.0;-48;-37.0;21;43.0
-56.0;-15;483;965.0;-79;26.0;15;15.0
-146.0;-29;488;850.0;-116;-17.0;29;14.0
350.0;0;472;873.0;-41;-126.0;0;-232.0
-31.0;-11;499;940.0;-61;-43.0;11;-12.0
-137.0;1;472;961.0;-82;-157.0;-1;-298.0
53.0;4;505;913.0;-102;20.0;-4;108.0
111.0;17;484;931.0;-125;-31.0;-17;-89.0
41.0;18;496;887.0;-96;22.0;-18;42.0
82.0;0;487;955.0;-52;-35.0;0;46.0
194.0;-20;478;947.0;-69;-55.0;20;6.0
106.0;1;488;927.0;-56;11.0;-1;49.0
79.0;21;485;932.0;-58;40.0;-21;47.0
26.0;0;492;918.0;-87;60.0;0;68.0
-12.0;28;484;958.0;-64;525.0;-28;488.0
109.0;0;618;924.0;15;-209.0;0;117.0
20.0;21;489;946.0;-55;-13.0;-21;25.0
49.0;32;497;925.0;-58;-49.0;-32;-22.0
26.0;37;505;914.0;-60;-42.0;-37;-10.0
159.0;4;489;922.0;-89;-310.0;-4;450.0
45.0;-5;478;923.0;-103;-101.0;5;302.0
19.0;-14;571;910.0;-26;15.0;14;15.0
39.0;119;477;921.0;-126;629.0;-119;-159.0
20.0;-33;588;893.0;-6;-68.0;33;19.0
20.0;18;583;879.0;-8;-15.0;-18;33.0
5.0;9;591;880.0;2;-68.0;-9;25.0
-7.0;-70;498;720.0;-55;-68.0;70;-78.0
-89.0;-2;497;247.0;-88;69.0;2;-106.0
42.0;12;587;868.0;-7;-30.0;-12;26.0
-184.0;-32;503;908.0;-92;-196.0;32;7.0
503.0;22;492;916.0;-74;611.0;-22;57.0
-129.0;-11;578;887.0;-14;-57.0;11;-6.0
-29.0;-6;603;887.0;8;-34.0;6;29.0
-2.0;-37;708;857.0;74;69.0;37;37.0
-17.0;21;597;877.0;7;-44.0;-21;77.0
42.0;-9;618;942.0;16;-109.0;9;-17.0
5.0;17;493;933.0;-93;0.0;-17;46.0
-10.0;137;508;874.0;-108;161.0;-137;-4.0
-20.0;-16;509;867.0;-118;149.0;16;132.0
-12.0;-6;481;923.0;-76;21.0;6;-41.0
-31.0;893;486;551.0;-97;567.0;-893;-215.0
6.0;-12;605;881.0;9;-73.0;12;28.0
44.0;-38;600;892.0;16;-47.0;38;2.0
11.0;6;484;923.0;-115;-23.0;-6;86.0
82.0;-4;603;897.0;3;-39.0;4;35.0
180.0;-1;592;848.0;9;-42.0;1;15.0
21.0;-19;599;879.0;8;-94.0;19;14.0
-235.0;-4;709;916.0;102;154.0;4;140.0
-62.0;10;597;887.0;8;34.0;-10;79.0
58.0;-23;589;885.0;5;-3.0;23;-6.0
51.0;-22;591;890.0;7;-5.0;22;92.0
61.0;6;596;894.0;3;-54.0;-6;65.0
177.0;-18;496;937.0;-36;98.0;18;-137.0
77.0;-18;584;896.0;-1;-19.0;18;96.0
110.0;-7;590;895.0;-18;-116.0;7;137.0
81.0;20;590;874.0;2;-67.0;-20;69.0
39.0;10;487;932.0;-109;-222.0;-10;152.0
-32.0;-48;488;914.0;-114;-44.0;48;27.0
2.0;21;585;883.0;3;-38.0;-21;2.0
93.0;-5;591;880.0;7;86.0;5;42.0
182.0;325;490;794.0;-29;334.0;-325;472.0
-497.0;-8;490;924.0;-91;1250.0;8;-473.0
77.0;-37;505;931.0;-95;-99.0;37;49.0
27.0;29;499;923.0;-109;-156.0;-29;67.0
519.0;-30;502;893.0;-20;-287.0;30;206.0
80.0;2022;472;875.0;-161;-174.0;-2022;78.0
82.0;-14;518;705.0;-38;70.0;14;156.0
0.0;9;490;925.0;-94;-48.0;-9;9.0
-23.0;8;490;943.0;-91;-30.0;-8;13.0
31.0;18;475;919.0;-78;-37.0;-18;18.0
-135.0;-14;488;951.0;-80;578.0;14;151.0
76.0;38;473;913.0;-105;133.0;-38;91.0
21.0;-20;579;915.0;-7;7.0;20;53.0
-449.0;26;575;838.0;7;-690.0;-26;175.0
-467.0;25;492;980.0;-101;622.0;-25;-1127.0
61.0;-9;618;961.0;17;18.0;9;59.0
-516.0;-4835;1271;827.0;306;119.0;4835;1141.0
24.0;-153;637;932.0;18;-53.0;153;36.0
22.0;-24;618;933.0;18;-36.0;24;43.0
28.0;5;628;934.0;20;-35.0;-5;49.0
43.0;14;626;939.0;20;-26.0;-14;53.0
20.0;-11;629;955.0;14;-18.0;11;65.0
-27.0;8;625;942.0;17;-4.0;-8;-8.0
-858.0;9;467;939.0;-72;523.0;-9;-65.0
9.0;-28;581;904.0;-18;29.0;28;42.0
128.0;-364;559;954.0;79;-218.0;364;55.0
-276.0;38;502;1036.0;-75;-670.0;-38;-1047.0
278.0;-9;490;900.0;-72;-474.0;9;-34.0
28.0;20;612;944.0;17;-36.0;-20;38.0
50.0;-9;575;910.0;-31;-65.0;9;-3.0
-56.0;36;584;877.0;2;106.0;-36;-53.0
8.0;-20;616;929.0;19;-20.0;20;66.0
4.0;-4;627;933.0;14;-43.0;4;70.0
30.0;-23;620;931.0;21;-35.0;23;51.0
-2.0;-30;616;937.0;12;-62.0;30;45.0
115.0;-1;734;874.0;183;-48.0;1;-132.0
795.0;-49;704;869.0;83;-123.0;49;-844.0
21.0;36;631;937.0;-2;8.0;-36;-23.0
-11.0;22;633;910.0;27;38.0;-22;-48.0
24.0;16;619;940.0;14;-30.0;-16;84.0
3.0;-12;620;942.0;15;9.0;12;25.0
22.0;29;730;887.0;122;-85.0;-29;-71.0
63.0;9;617;933.0;15;-79.0;-9;-87.0
53.0;37;587;922.0;-20;-126.0;-37;30.0
-51.0;-1413;473;937.0;453;84.0;1413;242.0
-36.0;-6;612;926.0;17;-73.0;6;40.0
-7.0;20;595;917.0;-20;-73.0;-20;75.0
95.0;63;274;919.0;194;78.0;-63;50.0
153.0;929;393;953.0;146;-583.0;-929;241.0
-25.0;30;616;941.0;15;-51.0;-30;70.0
-14.0;4;708;875.0;81;65.0;-4;71.0
23.0;7;707;866.0;87;-50.0;-7;31.0
-93.0;-21;616;953.0;12;-40.0;21;129.0
41.0;1;618;935.0;14;-33.0;-1;65.0
-261.0;9;459;968.0;-100;107.0;-9;316.0
153.0;-36;473;951.0;-58;-267.0;36;102.0
29.0;-5;622;950.0;20;-26.0;5;13.0
-20.0;-7;632;941.0;30;-38.0;7;24.0
52.0;-23;711;876.0;121;119.0;23;8.0
-183.0;-3382;228;853.0;199;127.0;3382;47.0
139.0;-88;-316;501.0;839;-79.0;88;30.0
12.0;-23;590;953.0;-13;-22.0;23;27.0
158.0;4791;817;559.0;-389;14.0;-4791;-580.0
77.0;-16;603;904.0;-11;-82.0;16;57.0
36.0;-5;719;890.0;147;-68.0;5;22.0
232.0;-77;585;978.0;-11;-209.0;77;80.0
0.0;3;618;916.0;11;-99.0;-3;135.0
107.0;2;730;881.0;152;7.0;-2;76.0
130.0;-74;720;903.0;155;-5.0;74;114.0
55.0;-14;628;943.0;20;-25.0;14;25.0
52.0;16;704;878.0;83;16.0;-16;19.0
40.0;21;717;906.0;116;-41.0;-21;-2.0
19.0;-14;719;888.0;150;-16.0;14;24.0
30.0;-9;697;925.0;151;-32.0;9;89.0
32.0;8;709;917.0;154;-36.0;-8;44.0
19.0;11;715;894.0;143;-22.0;-11;38.0
-29.0;-17;730;878.0;167;-11.0;17;21.0
-14.0;-9;722;903.0;185;-33.0;9;12.0
-179.0;-263;520;962.0;-106;53.0;263;-193.0
75.0;-14;482;941.0;-66;43.0;14;61.0
38.0;23;479;924.0;-70;-39.0;-23;41.0
42.0;1;594;929.0;-5;-198.0;-1;6.0
72.0;11;588;919.0;-7;-3.0;-11;114.0
223.0;13;628;907.0;28;-100.0;-13;-16.0
7.0;21;576;888.0;-27;96.0;-21;205.0
272.0;-34;477;890.0;-87;-1417.0;34;152.0
83.0;20;582;907.0;-19;-36.0;-20;55.0
117.0;450;490;950.0;-86;-56.0;-450;62.0
12.0;-4;588;907.0;-21;53.0;4;12.0
35.0;-43;695;872.0;80;26.0;43;29.0
30.0;-4;621;936.0;13;-26.0;4;86.0
-3.0;-11;617;918.0;9;-13.0;11;33.0
29.0;0;619;932.0;15;-11.0;0;43.0
-64.0;-20;615;936.0;18;0.0;20;34.0
-166.0;28;626;940.0;16;-14.0;-28;34.0
-52.0;1;619;933.0;19;-166.0;-1;72.0
-102.0;1;612;923.0;21;-163.0;-1;-121.0
77.0;29;484;959.0;-103;-138.0;-29;27.0
112.0;-66;567;926.0;-15;87.0;66;408.0
271.0;-22;595;878.0;3;31.0;22;203.0
2.0;10;585;915.0;-8;-17.0;-10;4.0
30.0;64;731;884.0;182;-92.0;-64;-412.0
82.0;15;591;905.0;-7;-14.0;-15;53.0
108.0;-1;619;932.0;16;-87.0;1;92.0
26.0;20;595;910.0;0;-27.0;-20;38.0
8.0;3;598;911.0;0;-47.0;-3;29.0
33.0;-8;594;914.0;-2;-37.0;8;36.0
25.0;-2;595;923.0;-7;-25.0;2;39.0
4.0;-10;589;924.0;0;-94.0;10;16.0
8.0;4;596;906.0;-3;-28.0;-4;51.0
-9.0;-7;597;913.0;-12;-49.0;7;25.0
-9.0;-23;590;905.0;1;-22.0;23;22.0
6.0;12;596;911.0;-5;-18.0;-12;23.0
9.0;11;594;927.0;-2;-49.0;-11;37.0
14.0;23;597;923.0;-4;-47.0;-23;37.0
14.0;2;592;925.0;-10;-31.0;-2;61.0
12.0;3;594;916.0;-2;-43.0;-3;45.0
36.0;13;588;895.0;-5;-18.0;-13;41.0
22.0;9;590;907.0;0;-49.0;-9;55.0
1.0;19;595;913.0;1;-31.0;-19;29.0
19.0;32;573;884.0;-15;-85.0;-32;-82.0
-36.0;10;589;914.0;-2;-51.0;-10;25.0
150.0;-21;586;913.0;5;-50.0;21;156.0
171.0;-8;488;924.0;-89;33.0;8;727.0
5.0;-11;589;912.0;-11;-16.0;11;69.0
225.0;1;617;942.0;16;19.0;-1;7.0
-65.0;-22;574;877.0;-5;202.0;22;-209.0
852.0;-49;510;798.0;-63;-462.0;49;1801.0
15.0;-6;594;909.0;-8;-20.0;6;160.0
126.0;-1;592;906.0;-7;-228.0;1;304.0
37.0;-7;468;909.0;-119;6.0;7;40.0
16.0;13;476;902.0;-124;-35.0;-13;65.0
7.0;4;475;907.0;-124;-22.0;-4;10.0
35.0;-15;477;896.0;-136;-67.0;15;66.0
185.0;-26;486;921.0;-73;445.0;26;170.0
89.0;-488;481;889.0;-213;-97.0;488;127.0
25.0;11;492;914.0;-103;37.0;-11;-33.0
-77.0;-19;501;944.0;-96;-2.0;19;122.0
1012.0;20;588;880.0;-7;-667.0;-20;803.0
-497.0;21;591;915.0;-3;7.0;-21;-566.0
-187.0;18;474;918.0;-98;321.0;-18;-291.0
-138.0;10;730;888.0;167;64.0;-10;-93.0
-86.0;-57;480;952.0;-57;-105.0;57;-93.0
18.0;-12;472;946.0;-94;347.0;12;-59.0
-121.0;8;475;940.0;-80;49.0;-8;-222.0
111.0;1;475;964.0;-74;227.0;-1;237.0
727.0;-10;593;918.0;-13;580.0;10;931.0
436.0;115;443;989.0;42;-1040.0;-115;748.0
-109.0;49;489;1273.0;-53;-52.0;-49;-187.0
79.0;-7;478;915.0;-92;26.0;7;94.0
113.0;30;481;893.0;-58;-689.0;-30;-111.0
