InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
2;-20.0;-6;-48.0;1.0;-6;37.0
4;-44.0;0;-14.0;-13.0;0;4.0
0;24.0;-21;-10.0;3.0;-21;-24.0
2;-35.0;-10;-14.0;9.0;-10;17.0
2;-50.0;3;8.0;3.0;3;-17.0
-1;-33.0;1;-31.0;5.0;1;28.0
-2;-22.0;17;-9.0;-26.0;17;26.0
-2;-27.0;-29;-16.0;0.0;-29;26.0
4;-21.0;-10;-20.0;17.0;-10;19.0
3;-33.0;-11;-13.0;-20.0;-11;15.0
-4;-24.0;14;17.0;-10.0;14;35.0
-5;23.0;16;-10.0;-25.0;16;21.0
-4;74.0;-21;-31.0;-38.0;-21;33.0
1;-4.0;-27;7.0;19.0;-27;26.0
-2;-2.0;4;-8.0;-21.0;4;15.0
2;311.0;-10;-8.0;-91.0;-10;119.0
1;-18.0;-25;25.0;25.0;-25;0.0
0;-22.0;-17;-40.0;6.0;-17;-11.0
-2;-8.0;18;-59.0;-24.0;18;16.0
3;-18.0;-8;23.0;-21.0;-8;24.0
5;-9.0;16;-18.0;23.0;16;0.0
3;-12.0;7;-11.0;-38.0;7;46.0
4;-21.0;17;-4.0;20.0;17;42.0
-3;-2.0;19;-15.0;-83.0;19;110.0
1;-24.0;14;-34.0;25.0;14;15.0
633;-164.0;-301;124.0;-55.0;-301;127.0
5;-16.0;-6;-8.0;-44.0;-6;-16.0
1;123.0;2;-65.0;23.0;2;-50.0
7;20.0;1;6.0;0.0;1;23.0
0;20.0;-8;-10.0;-43.0;-8;40.0
-1;-28.0;2;-11.0;-14.0;2;-5.0
-3;3.0;-1;7.0;-32.0;-1;25.0
-1;-3.0;0;-25.0;-13.0;0;-16.0
3;-27.0;-20;13.0;4.0;-20;-6.0
4;21.0;4;-53.0;-22.0;4;13.0
-1;-12.0;-2;19.0;-105.0;-2;53.0
0;10.0;-2;124.0;-85.0;-2;84.0
-2;-2.0;2;-3.0;15.0;2;-22.0
1;-49.0;-5;3.0;-12.0;-5;0.0
-4;-75.0;-28;46.0;-25.0;-28;-28.0
-2;2.0;30;5.0;12.0;30;9.0
3;-24.0;18;-1.0;42.0;18;14.0
1;-24.0;-23;-6.0;-31.0;-23;30.0
5;-12.0;3;-44.0;-55.0;3;7.0
3;-28.0;-6;-52.0;-31.0;-6;0.0
1;-42.0;-28;2.0;51.0;-28;10.0
2;6.0;-38;-10.0;-4.0;-38;-3.0
0;-2.0;12;6.0;3.0;12;22.0
0;6.0;-1;-10.0;16.0;-1;-2.0
0;-4.0;-9;-44.0;-1.0;-9;-9.0
3;21.0;15;-25.0;-21.0;15;-2.0
-3;-4.0;0;-8.0;-14.0;0;-35.0
-4;8.0;-32;-28.0;17.0;-32;80.0
7;37.0;-20;-13.0;8.0;-20;48.0
1;6.0;-12;-7.0;-39.0;-12;-16.0
4;-10.0;2;-9.0;-33.0;2;-1.0
-2;-3.0;-23;-7.0;-11.0;-23;7.0
-1;-15.0;-31;-34.0;-29.0;-31;-20.0
-1;-17.0;-26;-12.0;-29.0;-26;-8.0
-1;-11.0;-16;-4.0;-12.0;-16;8.0
4;-21.0;13;-30.0;-4.0;13;6.0
8;-39.0;-2;-1.0;-21.0;-2;8.0
3;21.0;-7;-32.0;30.0;-7;11.0
2;-17.0;-27;-27.0;-17.0;-27;30.0
3;-72.0;-17;-56.0;21.0;-17;-27.0
9;5.0;-13;-61.0;13.0;-13;4.0
4;-48.0;18;2.0;5.0;18;10.0
0;-10.0;15;-6.0;-23.0;15;14.0
8;-4.0;-2;-35.0;8.0;-2;17.0
8;-12.0;3;-19.0;-12.0;3;4.0
696;-117.0;184;-103.0;72.0;184;-199.0
-5;-14.0;12;10.0;1.0;12;34.0
0;-21.0;11;27.0;-10.0;11;6.0
2;-23.0;-18;-30.0;2.0;-18;-1.0
2;22.0;-4;-10.0;-14.0;-4;10.0
2;13.0;-4;-22.0;47.0;-4;12.0
6;-4.0;-4;13.0;30.0;-4;-7.0
-1;-44.0;-13;-91.0;-66.0;-13;-38.0
-3;-11.0;6;-47.0;-3.0;6;2.0
2;9.0;-3;-28.0;13.0;-3;14.0
-6;9.0;-12;-1.0;26.0;-12;32.0
3;-34.0;18;-10.0;27.0;18;14.0
1;26.0;-21;-36.0;-83.0;-21;45.0
-10;-59.0;-37;-24.0;-15.0;-37;3.0
-2;-43.0;28;-3.0;8.0;28;1.0
-14;-27.0;-47;19.0;38.0;-47;53.0
4;-47.0;49;17.0;11.0;49;7.0
1;39.0;-2;-9.0;-64.0;-2;-74.0
0;-257.0;-9;192.0;109.0;-9;114.0
3;-14.0;-23;46.0;21.0;-23;11.0
2;32.0;-3;15.0;-7.0;-3;55.0
5;20.0;12;37.0;-3.0;12;-53.0
1;-20.0;25;-38.0;24.0;25;28.0
-54;24.0;-1047;271.0;-62.0;-1047;16.0
3;-64.0;0;-10.0;-40.0;0;-19.0
7;-27.0;31;-21.0;-4.0;31;-9.0
54;-81.0;-237;608.0;-92.0;-237;298.0
-1;80.0;15;35.0;-21.0;15;-10.0
10;23.0;-202;125.0;78.0;-202;16.0
201;-47.0;-168;-62.0;-67.0;-168;-71.0
3;-25.0;17;0.0;-50.0;17;-19.0
-2;28.0;22;-47.0;40.0;22;-53.0
4;13.0;-11;-2.0;72.0;-11;37.0
1;129.0;-31;-94.0;-6.0;-31;-6.0
1;20.0;16;27.0;19.0;16;-2.0
2;-17.0;4;-27.0;-40.0;4;-46.0
4;1.0;16;28.0;33.0;16;-4.0
1;28.0;31;-118.0;25.0;31;-49.0
-1711;-82.0;56;-288.0;215.0;56;-153.0
6;-41.0;-21;14.0;-76.0;-21;24.0
-1;-46.0;24;-3.0;21.0;24;14.0
-2;43.0;28;9.0;15.0;28;38.0
4;-26.0;14;-21.0;121.0;14;-93.0
-2;-32.0;11;72.0;398.0;11;711.0
0;170.0;13;449.0;502.0;13;510.0
-3;-17.0;22;11.0;37.0;22;215.0
92;-39.0;640;-53.0;-9.0;640;-126.0
-73;57.0;-1755;222.0;631.0;-1755;519.0
-28;-227.0;-27;-455.0;578.0;-27;121.0
182;11.0;1403;-139.0;-28.0;1403;-115.0
37;-506.0;512;-671.0;-908.0;512;-697.0
-8;-5.0;-9;-11.0;-298.0;-9;-29.0
2;-90.0;-34;54.0;53.0;-34;58.0
-378;-248.0;-366;219.0;-509.0;-366;-491.0
5;-852.0;-27;-1616.0;294.0;-27;-255.0
3;-14.0;32;-39.0;68.0;32;2.0
4;68.0;0;-101.0;20.0;0;22.0
-133;129.0;-3157;708.0;134.0;-3157;388.0
6;59.0;-8;398.0;-211.0;-8;1017.0
80;158.0;-27;185.0;402.0;-27;192.0
-6;22.0;-60;-62.0;38.0;-60;11.0
-1;-86.0;27;88.0;87.0;27;-108.0
-8;84.0;-82;-121.0;2491.0;-82;397.0
15;203.0;-142;658.0;379.0;-142;-210.0
8;-41.0;12;-76.0;150.0;12;-304.0
0;-52.0;-5;8.0;-100.0;-5;-1.0
-24;-653.0;137;-538.0;-88.0;137;-97.0
2;-21.0;-5;-168.0;-177.0;-5;-129.0
-4;101.0;16;-23.0;-193.0;16;6.0
-13;-5.0;27;-347.0;78.0;27;-191.0
3;-61.0;43;12.0;0.0;43;-30.0
29;112.0;11;-134.0;69.0;11;-82.0
-2;59.0;23;-3.0;53.0;23;62.0
4;-11.0;25;-25.0;15.0;25;83.0
3;-19.0;19;-52.0;-59.0;19;-7.0
-4;-173.0;21;187.0;10.0;21;188.0
-1033;105.0;1566;-1002.0;-757.0;1566;-907.0
-8;639.0;52;210.0;-45.0;52;525.0
7;136.0;-20;111.0;-825.0;-20;1073.0
-14;-57.0;6;-40.0;-37.0;6;165.0
19;-93.0;-32;-79.0;-816.0;-32;-454.0
3;12.0;22;-31.0;20.0;22;-16.0
-145;-19.0;130;232.0;16.0;130;3.0
15;-10.0;2;-159.0;177.0;2;293.0
1;-41.0;-31;16.0;105.0;-31;11.0
220;-378.0;2494;-936.0;-1192.0;2494;-778.0
-5;200.0;-2;-52.0;-22.0;-2;27.0
16;-16.0;-14;61.0;406.0;-14;137.0
3;12.0;21;38.0;-65.0;21;-10.0
-3;29.0;-4;324.0;-8.0;-4;299.0
7;222.0;-20;500.0;592.0;-20;207.0
194;-358.0;-90;-824.0;-1191.0;-90;-1329.0
-3;-8.0;45;27.0;2.0;45;-20.0
-32;798.0;-17;-384.0;-75.0;-17;38.0
-3;14.0;6;-43.0;404.0;6;-1195.0
78;-153.0;-47;-773.0;-323.0;-47;-673.0
1;83.0;-2;194.0;205.0;-2;276.0
-1;-35.0;10;-27.0;-98.0;10;-80.0
-6;84.0;-72;19.0;-54.0;-72;184.0
4;416.0;7;465.0;-409.0;7;-83.0
99;586.0;-120;1269.0;1176.0;-120;1750.0
-1;-103.0;-5;143.0;-264.0;-5;-128.0
-3;-112.0;3;288.0;-62.0;3;-72.0
-5;15.0;9;46.0;11.0;9;26.0
-2;19.0;-3;-8.0;159.0;-3;0.0
-4;-30.0;63;16.0;-2.0;63;19.0
194;-302.0;797;-19.0;-369.0;797;-473.0
-29;-13.0;-270;39.0;21.0;-270;89.0
-3;-284.0;35;-121.0;-108.0;35;-83.0
-2;53.0;43;-502.0;-165.0;43;-410.0
3;-14.0;-30;5.0;145.0;-30;149.0
-4;-38.0;30;-63.0;8.0;30;2.0
-32;5.0;16;112.0;37.0;16;23.0
410;-171.0;-162;381.0;415.0;-162;358.0
-6;-59.0;-90;281.0;-91.0;-90;-101.0
-3;14.0;48;-23.0;130.0;48;90.0
11;-65.0;58;10.0;-39.0;58;-14.0
3;104.0;25;15.0;-153.0;25;-218.0
8;-121.0;24;-106.0;241.0;24;-71.0
1;-45.0;-16;158.0;42.0;-16;72.0
2;-14.0;30;-104.0;-39.0;30;-90.0
5;91.0;20;-62.0;57.0;20;64.0
9;-82.0;13;-498.0;-2.0;13;153.0
1;40.0;-40;-31.0;-2.0;-40;-1.0
123;-237.0;-1126;-382.0;-809.0;-1126;-667.0
1;-10.0;-46;-10.0;698.0;-46;-37.0
22;23.0;-48;185.0;1173.0;-48;695.0
3;52.0;-10;-194.0;-274.0;-10;-214.0
-4;-1.0;7;36.0;47.0;7;19.0
3;-92.0;48;-18.0;-25.0;48;-6.0
-1;22.0;-9;8.0;-267.0;-9;218.0
-534;-159.0;296;-308.0;-130.0;296;333.0
-9;-345.0;-42;-183.0;-303.0;-42;-381.0
11;171.0;-79;-330.0;-17.0;-79;66.0
-6;132.0;-6;0.0;61.0;-6;45.0
206;265.0;-829;-34.0;228.0;-829;117.0
-2;11.0;19;-73.0;377.0;19;-115.0
0;-24.0;90;12.0;57.0;90;12.0
-1;-133.0;1;-69.0;179.0;1;89.0
-1;-40.0;-30;50.0;-14.0;-30;-151.0
0;-41.0;-2;9.0;557.0;-2;-559.0
-7;21.0;16;75.0;62.0;16;60.0
-18;-11.0;23;145.0;-1694.0;23;177.0
-5;-21.0;10;0.0;68.0;10;43.0
-404;24.0;821;479.0;385.0;821;411.0
-199;345.0;2286;160.0;698.0;2286;704.0
-3;125.0;-4;90.0;140.0;-4;184.0
1089;223.0;888;239.0;451.0;888;566.0
35;-334.0;-15;-505.0;127.0;-15;-270.0
-4;43.0;-8;-51.0;-127.0;-8;407.0
-8;-15.0;6;-23.0;-727.0;6;245.0
35;13.0;29;56.0;-412.0;29;-289.0
-26;-122.0;240;114.0;120.0;240;-69.0
