Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-421.0;105.0;-773.0;-811.0;355.0;5;45;253.0;1120.0;4.0;-110.0;-393.0;359.0
-280.0;95.0;-922.0;-1005.0;372.0;6;-17;204.0;1045.0;7.0;-107.0;-433.0;249.0
-320.0;304.0;-932.0;-1005.0;425.0;6;4;298.0;981.0;-66.0;214.0;-307.0;273.0
-145.0;625.0;-997.0;-1017.0;-171.0;9;7;1019.0;977.0;-80.0;-413.0;-530.0;977.0
-274.0;186.0;-938.0;-982.0;428.0;6;1;324.0;1014.0;-90.0;24.0;-329.0;282.0
-346.0;166.0;-929.0;-977.0;408.0;6;3;270.0;1041.0;-75.0;-45.0;-356.0;324.0
-311.0;183.0;-970.0;-1014.0;403.0;4;-40;285.0;1025.0;-70.0;-12.0;-357.0;269.0
-716.0;141.0;-963.0;-712.0;-104.0;4;0;519.0;703.0;174.0;-47.0;-30.0;720.0
-346.0;89.0;-866.0;-976.0;-175.0;2;105;395.0;995.0;112.0;-354.0;-311.0;363.0
-275.0;124.0;-964.0;-1038.0;-119.0;-3;29;463.0;1018.0;77.0;-268.0;-233.0;472.0
-559.0;139.0;-964.0;-942.0;94.0;0;1;586.0;982.0;224.0;-185.0;-208.0;817.0
-269.0;55.0;-930.0;-1002.0;-104.0;3;-144;260.0;940.0;55.0;-175.0;-221.0;345.0
-218.0;255.0;-980.0;-1025.0;-151.0;4;-128;263.0;869.0;-80.0;-109.0;-462.0;339.0
-994.0;394.0;-982.0;-937.0;149.0;0;-1;648.0;1006.0;89.0;-93.0;-291.0;882.0
-968.0;431.0;-943.0;-932.0;286.0;-13;5;773.0;932.0;222.0;40.0;-158.0;1084.0
-1025.0;377.0;-964.0;-919.0;149.0;0;-4;533.0;1000.0;97.0;-69.0;-410.0;781.0
-625.0;310.0;-957.0;-952.0;123.0;0;-3;669.0;997.0;189.0;63.0;-329.0;910.0
-644.0;330.0;-951.0;-946.0;118.0;0;-3;703.0;1004.0;201.0;-11.0;-317.0;898.0
-980.0;272.0;-957.0;-867.0;-298.0;-4;1;735.0;882.0;218.0;553.0;-234.0;980.0
-402.0;196.0;-966.0;-985.0;-197.0;4;1;556.0;1008.0;199.0;1049.0;-367.0;610.0
-722.0;341.0;-948.0;-946.0;113.0;0;3;635.0;973.0;210.0;-93.0;-423.0;902.0
-839.0;468.0;-979.0;-1146.0;575.0;5;3;740.0;1090.0;-488.0;393.0;-519.0;530.0
-490.0;396.0;-929.0;-883.0;-61.0;1;3;1078.0;827.0;191.0;-695.0;-259.0;952.0
-311.0;177.0;-1076.0;-1078.0;451.0;5;4;288.0;1014.0;-109.0;74.0;-426.0;340.0
-579.0;374.0;-931.0;-913.0;101.0;0;-8;624.0;983.0;256.0;-91.0;-401.0;842.0
-385.0;309.0;-977.0;-881.0;28.0;-2;135;977.0;917.0;106.0;-115.0;-318.0;924.0
-361.0;245.0;-989.0;-1040.0;583.0;4;-4;289.0;1011.0;-458.0;-472.0;-433.0;219.0
-945.0;249.0;-935.0;-940.0;-107.0;4;-5;227.0;911.0;183.0;-47.0;-111.0;441.0
-1067.0;207.0;-922.0;-588.0;-216.0;1;2;319.0;621.0;425.0;-38.0;-138.0;619.0
-847.0;244.0;-941.0;-974.0;17.0;4;7;323.0;914.0;216.0;-33.0;-108.0;485.0
-343.0;135.0;-956.0;-998.0;596.0;9;1;269.0;1004.0;-467.0;3.0;-295.0;273.0
-313.0;217.0;-982.0;-979.0;502.0;8;-1;309.0;1000.0;-303.0;117.0;-375.0;348.0
-854.0;239.0;-943.0;-896.0;182.0;3;-8;240.0;872.0;215.0;-121.0;-71.0;409.0
-820.0;251.0;-934.0;-875.0;171.0;3;0;400.0;848.0;216.0;-201.0;-112.0;404.0
-921.0;176.0;-937.0;-878.0;164.0;3;2;219.0;867.0;218.0;-154.0;-160.0;501.0
-305.0;234.0;-948.0;-998.0;478.0;6;2;308.0;997.0;-200.0;83.0;-373.0;341.0
-457.0;512.0;-940.0;-967.0;309.0;-3;5;994.0;998.0;-54.0;51.0;-363.0;893.0
-641.0;487.0;-958.0;-766.0;413.0;-3;-1;872.0;899.0;4.0;24.0;-390.0;980.0
-343.0;226.0;-958.0;-986.0;399.0;6;-11;327.0;987.0;-81.0;-1.0;-392.0;340.0
-968.0;651.0;-988.0;-976.0;351.0;-12;2;733.0;934.0;-143.0;-151.0;-445.0;880.0
-281.0;247.0;-950.0;-964.0;425.0;6;-2;317.0;1009.0;-107.0;57.0;-406.0;341.0
-284.0;242.0;-971.0;-1001.0;425.0;5;29;344.0;1005.0;-110.0;-52.0;-397.0;310.0
-305.0;242.0;-970.0;-1002.0;411.0;7;-8;330.0;1003.0;-100.0;-39.0;-402.0;331.0
-662.0;220.0;-722.0;-840.0;-464.0;5;2;91.0;994.0;515.0;-149.0;-443.0;314.0
-593.0;260.0;-1326.0;-1253.0;-253.0;11;186;490.0;1093.0;347.0;-215.0;-629.0;342.0
-296.0;154.0;-343.0;-372.0;-478.0;4;-2;84.0;470.0;360.0;65.0;-571.0;215.0
-271.0;254.0;-970.0;-992.0;413.0;6;1;337.0;996.0;-108.0;7.0;-398.0;329.0
-798.0;305.0;-1047.0;-1103.0;176.0;5;-32;137.0;1101.0;-8.0;65.0;-313.0;264.0
-830.0;595.0;-983.0;-985.0;-629.0;3;11;646.0;972.0;251.0;-151.0;-672.0;931.0
-235.0;257.0;-1048.0;-985.0;128.0;1;96;213.0;1325.0;26.0;-84.0;-306.0;585.0
-225.0;181.0;-720.0;-638.0;-257.0;-15;-712;212.0;671.0;105.0;-435.0;-264.0;319.0
-290.0;253.0;-970.0;-995.0;415.0;6;5;337.0;992.0;-107.0;-7.0;-406.0;341.0
-785.0;487.0;-956.0;-1095.0;23.0;6;29;517.0;885.0;179.0;79.0;-411.0;465.0
-309.0;256.0;-968.0;-992.0;415.0;6;-3;333.0;986.0;-109.0;-5.0;-411.0;321.0
-301.0;261.0;-972.0;-995.0;419.0;6;-3;338.0;987.0;-112.0;14.0;-406.0;348.0
-292.0;254.0;-967.0;-991.0;418.0;6;0;333.0;1002.0;-111.0;8.0;-403.0;317.0
-862.0;417.0;-995.0;-1039.0;-225.0;17;92;697.0;1126.0;251.0;-59.0;-444.0;700.0
-288.0;254.0;-969.0;-991.0;413.0;6;-7;336.0;1008.0;-108.0;1.0;-414.0;349.0
-553.0;261.0;-1103.0;-1269.0;-64.0;2;-158;459.0;959.0;204.0;-32.0;-413.0;424.0
-1101.0;481.0;-1001.0;-982.0;339.0;-18;-4;568.0;927.0;31.0;381.0;-500.0;741.0
-299.0;255.0;-968.0;-993.0;416.0;6;-6;332.0;988.0;-108.0;16.0;-407.0;350.0
