InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
149.0;837.0;-82;-5.0;-115.0;311.0;-902.0
187.0;786.0;-153;-441.0;-174.0;900.0;-957.0
198.0;912.0;-168;-62.0;-505.0;652.0;-814.0
40.0;856.0;-157;-380.0;-606.0;949.0;-800.0
34.0;875.0;-157;-482.0;-526.0;777.0;-685.0
215.0;898.0;-168;-230.0;-413.0;800.0;-812.0
207.0;899.0;-168;-257.0;-516.0;949.0;-799.0
163.0;874.0;-168;-135.0;-373.0;540.0;-752.0
149.0;857.0;-168;-225.0;-357.0;612.0;-744.0
-195.0;1009.0;-160;-494.0;-354.0;868.0;-726.0
12.0;885.0;-168;-326.0;-237.0;832.0;-732.0
-176.0;913.0;-167;-495.0;-392.0;1061.0;-899.0
-120.0;640.0;-155;-273.0;-316.0;886.0;-498.0
-11.0;863.0;-168;-356.0;-200.0;827.0;-785.0
-163.0;686.0;-152;-111.0;-350.0;880.0;-591.0
81.0;1049.0;-157;-294.0;-511.0;738.0;-776.0
71.0;989.0;-157;-181.0;-512.0;889.0;-750.0
-172.0;629.0;-156;174.0;-415.0;940.0;-542.0
58.0;806.0;-157;-583.0;-485.0;656.0;-753.0
200.0;611.0;-166;-681.0;-659.0;772.0;-743.0
109.0;664.0;-166;-248.0;213.0;850.0;-646.0
-261.0;750.0;-167;-468.0;46.0;1060.0;-727.0
-22.0;870.0;-91;-342.0;0.0;389.0;-1086.0
-129.0;921.0;-104;195.0;85.0;459.0;-892.0
-130.0;986.0;-81;523.0;166.0;522.0;-915.0
-205.0;1014.0;-113;190.0;124.0;472.0;-803.0
-233.0;1009.0;-118;156.0;147.0;467.0;-869.0
67.0;904.0;-157;-345.0;-587.0;445.0;-798.0
66.0;911.0;-157;-455.0;-590.0;525.0;-805.0
-378.0;1012.0;-166;336.0;422.0;748.0;-1026.0
39.0;894.0;-157;-166.0;-596.0;766.0;-817.0
159.0;1094.0;-154;254.0;36.0;146.0;-984.0
246.0;817.0;-169;317.0;126.0;344.0;-1251.0
229.0;757.0;-160;-74.0;176.0;235.0;-707.0
240.0;837.0;-157;49.0;161.0;208.0;-737.0
85.0;935.0;-101;-105.0;-111.0;252.0;-771.0
89.0;916.0;-101;-164.0;-107.0;171.0;-787.0
122.0;948.0;-102;-213.0;-42.0;179.0;-794.0
-110.0;690.0;-167;-895.0;-759.0;934.0;-643.0
27.0;881.0;-71;214.0;-3.0;166.0;-863.0
-65.0;895.0;-69;273.0;23.0;179.0;-882.0
-58.0;650.0;-167;-610.0;-252.0;934.0;-635.0
-155.0;660.0;-152;-936.0;-350.0;861.0;-583.0
-1.0;800.0;-168;-537.0;-304.0;918.0;-729.0
365.0;976.0;-157;22.0;-75.0;292.0;-793.0
20.0;821.0;-168;-446.0;-198.0;624.0;-736.0
-162.0;613.0;-151;-167.0;-382.0;886.0;-575.0
3.0;839.0;-168;-498.0;-216.0;389.0;-771.0
18.0;854.0;-168;-439.0;-281.0;290.0;-759.0
51.0;835.0;-168;-356.0;-368.0;375.0;-721.0
269.0;767.0;-169;-444.0;-225.0;724.0;-804.0
283.0;822.0;-169;-229.0;-213.0;640.0;-870.0
-188.0;946.0;-152;-219.0;-398.0;901.0;-542.0
-366.0;811.0;-166;-730.0;-595.0;939.0;-695.0
268.0;940.0;-166;-592.0;-525.0;747.0;-719.0
288.0;910.0;-169;-62.0;-229.0;791.0;-938.0
377.0;929.0;-165;-124.0;-166.0;984.0;-947.0
102.0;830.0;-157;-631.0;-589.0;558.0;-883.0
306.0;837.0;-169;-381.0;-351.0;606.0;-954.0
-85.0;945.0;-69;374.0;10.0;158.0;-1073.0
-1.0;1014.0;-57;688.0;237.0;366.0;-987.0
375.0;771.0;-158;38.0;-142.0;361.0;-775.0
353.0;840.0;-153;35.0;-188.0;236.0;-914.0
226.0;770.0;-157;-290.0;-598.0;666.0;-917.0
348.0;726.0;-162;116.0;-198.0;317.0;-944.0
363.0;1020.0;161;-269.0;-255.0;371.0;-797.0
-209.0;691.0;-152;-60.0;-354.0;844.0;-598.0
1.0;1106.0;-69;510.0;-56.0;143.0;-802.0
243.0;965.0;-162;-224.0;-371.0;802.0;-984.0
324.0;1282.0;20;478.0;-788.0;210.0;-886.0
-135.0;547.0;-152;-25.0;-208.0;758.0;-807.0
-79.0;473.0;-152;-185.0;-190.0;883.0;-811.0
201.0;909.0;171;-162.0;-630.0;516.0;-895.0
164.0;950.0;172;-349.0;-592.0;640.0;-897.0
27.0;1022.0;172;-78.0;-239.0;911.0;-949.0
14.0;981.0;173;-197.0;26.0;822.0;-939.0
-96.0;840.0;-156;-197.0;-495.0;667.0;-811.0
-88.0;989.0;-150;190.0;-507.0;596.0;-842.0
121.0;1086.0;-54;663.0;156.0;438.0;-1093.0
-70.0;1001.0;-139;-85.0;-517.0;615.0;-860.0
212.0;947.0;179;317.0;-196.0;973.0;-989.0
217.0;679.0;-74;-228.0;-119.0;253.0;-795.0
34.0;1116.0;165;-207.0;-126.0;550.0;-914.0
118.0;1002.0;154;188.0;-83.0;862.0;-1023.0
65.0;1039.0;165;229.0;-330.0;706.0;-970.0
67.0;1113.0;181;190.0;-286.0;638.0;-996.0
1140.0;950.0;-101;-241.0;-834.0;584.0;-850.0
63.0;1065.0;-86;272.0;-297.0;690.0;-1037.0
-154.0;934.0;125;399.0;-192.0;598.0;-962.0
282.0;1048.0;-157;-630.0;-596.0;677.0;-947.0
-269.0;1096.0;174;399.0;206.0;573.0;-960.0
-273.0;1090.0;-26;-28.0;162.0;-154.0;-999.0
-269.0;1040.0;125;79.0;145.0;107.0;-986.0
-285.0;1093.0;125;176.0;148.0;67.0;-1010.0
-245.0;1068.0;125;102.0;172.0;183.0;-966.0
-253.0;998.0;125;76.0;201.0;95.0;-889.0
-267.0;1014.0;125;39.0;221.0;102.0;-838.0
-271.0;1017.0;125;-14.0;231.0;130.0;-893.0
-412.0;696.0;14;75.0;258.0;-58.0;-877.0
-253.0;938.0;125;2.0;261.0;106.0;-987.0
-112.0;993.0;125;81.0;245.0;220.0;-963.0
-78.0;992.0;126;148.0;233.0;156.0;-995.0
61.0;1010.0;-166;-465.0;-469.0;553.0;-757.0
-72.0;1032.0;126;135.0;231.0;136.0;-981.0
-46.0;1022.0;120;67.0;219.0;169.0;-964.0
-43.0;1010.0;118;77.0;215.0;168.0;-967.0
-34.0;1010.0;110;24.0;213.0;205.0;-962.0
-25.0;1013.0;109;10.0;216.0;201.0;-960.0
-24.0;1014.0;109;71.0;211.0;215.0;-967.0
-17.0;1020.0;109;79.0;212.0;189.0;-969.0
-18.0;1008.0;109;-29.0;210.0;195.0;-965.0
-14.0;1010.0;109;38.0;206.0;224.0;-967.0
-16.0;1025.0;109;14.0;206.0;230.0;-960.0
291.0;814.0;-166;-243.0;-518.0;434.0;-666.0
-13.0;1006.0;109;99.0;200.0;210.0;-974.0
-9.0;1010.0;109;54.0;199.0;195.0;-968.0
284.0;790.0;-166;-317.0;-500.0;479.0;-661.0
-9.0;1010.0;109;-27.0;204.0;205.0;-969.0
283.0;783.0;-166;-305.0;-481.0;385.0;-652.0
-9.0;1018.0;109;19.0;201.0;233.0;-965.0
290.0;795.0;-166;-389.0;-512.0;414.0;-664.0
-7.0;1010.0;109;195.0;199.0;195.0;-965.0
-7.0;1012.0;109;25.0;201.0;211.0;-973.0
289.0;799.0;-166;-295.0;-497.0;371.0;-651.0
-12.0;991.0;109;42.0;202.0;195.0;-967.0
-16.0;1011.0;109;53.0;205.0;215.0;-966.0
274.0;765.0;-166;-390.0;-468.0;493.0;-641.0
235.0;782.0;-166;-281.0;-487.0;410.0;-695.0
216.0;778.0;-166;-270.0;-500.0;430.0;-717.0
-19.0;1011.0;109;48.0;211.0;219.0;-960.0
171.0;1049.0;-157;-461.0;-614.0;721.0;-944.0
-17.0;1016.0;109;83.0;209.0;214.0;-960.0
-19.0;1019.0;109;120.0;206.0;195.0;-967.0
-18.0;1000.0;109;-14.0;209.0;232.0;-963.0
-16.0;1022.0;109;42.0;208.0;224.0;-970.0
-14.0;1007.0;109;-1.0;208.0;190.0;-967.0
-12.0;1004.0;109;29.0;203.0;211.0;-962.0
-13.0;979.0;109;97.0;202.0;222.0;-969.0
-15.0;1006.0;109;16.0;203.0;198.0;-969.0
100.0;661.0;-166;-372.0;-710.0;743.0;-665.0
-17.0;1019.0;109;104.0;206.0;195.0;-965.0
-21.0;1020.0;109;25.0;211.0;208.0;-968.0
-25.0;1011.0;109;26.0;216.0;218.0;-961.0
-25.0;1008.0;109;5.0;216.0;221.0;-961.0
-26.0;996.0;109;67.0;219.0;229.0;-970.0
82.0;842.0;-166;-116.0;-457.0;861.0;-843.0
2.0;997.0;-166;-364.0;-469.0;710.0;-803.0
-19.0;963.0;-166;-37.0;-562.0;764.0;-792.0
-11.0;920.0;-166;-409.0;-573.0;762.0;-841.0
-27.0;997.0;109;42.0;212.0;199.0;-963.0
210.0;973.0;-166;-784.0;-590.0;924.0;-901.0
-26.0;1010.0;109;41.0;213.0;219.0;-962.0
-25.0;1002.0;109;13.0;211.0;204.0;-963.0
-25.0;996.0;109;-38.0;210.0;190.0;-965.0
-26.0;991.0;109;34.0;210.0;223.0;-957.0
-21.0;1017.0;109;99.0;205.0;211.0;-964.0
-19.0;1008.0;109;52.0;201.0;195.0;-962.0
-16.0;1010.0;109;-23.0;199.0;204.0;-972.0
-15.0;1034.0;109;45.0;198.0;200.0;-965.0
-19.0;1032.0;109;61.0;202.0;185.0;-958.0
-17.0;990.0;109;70.0;201.0;232.0;-966.0
-16.0;991.0;109;114.0;201.0;211.0;-966.0
-12.0;1005.0;109;14.0;202.0;216.0;-963.0
-20.0;1000.0;109;-19.0;210.0;188.0;-963.0
-23.0;1000.0;109;16.0;214.0;206.0;-971.0
142.0;967.0;-166;468.0;-667.0;900.0;-819.0
-22.0;1010.0;109;24.0;210.0;229.0;-963.0
-8.0;920.0;-166;-528.0;-513.0;787.0;-895.0
-19.0;999.0;109;29.0;210.0;200.0;-960.0
-19.0;1014.0;109;137.0;209.0;228.0;-961.0
-18.0;997.0;109;-55.0;205.0;232.0;-963.0
-15.0;902.0;-166;-139.0;-506.0;684.0;-951.0
-11.0;1000.0;109;97.0;204.0;185.0;-958.0
-11.0;1022.0;109;51.0;204.0;205.0;-966.0
16.0;865.0;-166;-345.0;-500.0;356.0;-698.0
-10.0;1011.0;108;34.0;202.0;223.0;-970.0
-16.0;960.0;-166;-253.0;-511.0;911.0;-1066.0
34.0;947.0;-166;-350.0;-522.0;568.0;-799.0
206.0;628.0;-157;65.0;-669.0;731.0;-640.0
40.0;856.0;-166;-348.0;-520.0;716.0;-751.0
1.0;1009.0;108;37.0;190.0;204.0;-976.0
131.0;878.0;-157;-643.0;-711.0;758.0;-667.0
2.0;1019.0;108;61.0;189.0;206.0;-972.0
44.0;854.0;-157;-626.0;-546.0;574.0;-695.0
-82.0;1082.0;-166;-314.0;-499.0;797.0;-792.0
-41.0;808.0;-166;-229.0;-507.0;489.0;-744.0
-66.0;942.0;-166;-575.0;-492.0;635.0;-770.0
0.0;1020.0;108;14.0;190.0;210.0;-967.0
-75.0;895.0;-166;-574.0;-505.0;671.0;-816.0
-81.0;1027.0;-166;-485.0;-508.0;786.0;-961.0
-126.0;689.0;-167;-809.0;-747.0;961.0;-665.0
1.0;1010.0;108;33.0;191.0;200.0;-965.0
131.0;763.0;-166;-457.0;-493.0;604.0;-826.0
1.0;1012.0;109;44.0;189.0;196.0;-968.0
286.0;640.0;-166;-327.0;-648.0;751.0;-504.0
2.0;1009.0;108;83.0;190.0;217.0;-968.0
288.0;855.0;-166;-359.0;-531.0;884.0;-651.0
3.0;1008.0;108;-49.0;189.0;211.0;-969.0
-9.0;800.0;-166;-435.0;-507.0;699.0;-752.0
7.0;851.0;-166;-346.0;-511.0;785.0;-514.0
117.0;850.0;-157;-385.0;-575.0;746.0;-734.0
-33.0;767.0;-166;-467.0;-508.0;376.0;-841.0
2.0;934.0;-166;-532.0;-497.0;683.0;-809.0
0.0;928.0;-166;-459.0;-498.0;734.0;-814.0
6.0;1027.0;108;48.0;189.0;214.0;-961.0
25.0;859.0;-166;-639.0;-556.0;744.0;-835.0
29.0;922.0;-166;-390.0;-498.0;730.0;-869.0
9.0;950.0;-166;-498.0;-470.0;672.0;-783.0
-5.0;967.0;-166;-537.0;-446.0;704.0;-739.0
-3.0;890.0;-166;-487.0;-415.0;528.0;-729.0
73.0;1050.0;-153;-665.0;-480.0;441.0;-720.0
111.0;908.0;-166;-510.0;-383.0;372.0;-627.0
263.0;800.0;-166;-72.0;-402.0;363.0;-856.0
273.0;912.0;-166;76.0;-400.0;491.0;-764.0
8.0;1017.0;108;92.0;189.0;225.0;-978.0
8.0;1015.0;108;71.0;192.0;225.0;-975.0
9.0;944.0;-166;-501.0;-408.0;612.0;-749.0
-8.0;951.0;-166;-271.0;-415.0;440.0;-738.0
-29.0;819.0;-166;-726.0;-501.0;430.0;-772.0
-435.0;898.0;31;-91.0;-53.0;372.0;-996.0
5.0;1004.0;108;97.0;196.0;223.0;-975.0
-22.0;983.0;109;30.0;217.0;241.0;-971.0
188.0;936.0;-166;-737.0;-424.0;493.0;-959.0
61.0;1026.0;-166;-375.0;-429.0;546.0;-925.0
38.0;925.0;-166;13.0;-407.0;664.0;-881.0
-23.0;1028.0;109;32.0;220.0;201.0;-963.0
-69.0;748.0;-166;-241.0;-590.0;743.0;-721.0
-123.0;793.0;-167;-482.0;-700.0;913.0;-694.0
-89.0;794.0;-166;159.0;-525.0;639.0;-750.0
-82.0;844.0;-166;211.0;-530.0;455.0;-739.0
-69.0;732.0;-166;613.0;-629.0;436.0;-562.0
-83.0;855.0;-166;183.0;-528.0;526.0;-705.0
-65.0;646.0;-166;469.0;-533.0;631.0;-549.0
-23.0;1014.0;109;17.0;219.0;203.0;-951.0
-26.0;1013.0;109;35.0;216.0;214.0;-971.0
-11.0;996.0;103;120.0;214.0;238.0;-950.0
-437.0;1026.0;41;-284.0;-83.0;373.0;-895.0
-444.0;1045.0;40;-224.0;-93.0;689.0;-835.0
-50.0;884.0;-166;165.0;-580.0;650.0;-673.0
-68.0;828.0;-166;-224.0;-592.0;374.0;-654.0
-362.0;456.0;63;183.0;-77.0;782.0;-309.0
0.0;1001.0;103;-28.0;199.0;251.0;-996.0
11.0;1043.0;103;93.0;185.0;221.0;-975.0
261.0;702.0;-166;78.0;-198.0;167.0;-931.0
-674.0;884.0;67;-466.0;-97.0;844.0;-947.0
445.0;1081.0;-142;145.0;-530.0;252.0;-864.0
7.0;1075.0;-166;19.0;-442.0;812.0;-786.0
-72.0;1070.0;-166;-146.0;-447.0;313.0;-793.0
-376.0;904.0;-164;-141.0;-317.0;614.0;-816.0
21.0;1033.0;103;67.0;175.0;224.0;-978.0
-334.0;790.0;-164;-193.0;-377.0;536.0;-834.0
24.0;1011.0;103;53.0;175.0;201.0;-973.0
-523.0;1051.0;11;-326.0;-35.0;237.0;-667.0
-519.0;1052.0;2;-356.0;-59.0;603.0;-706.0
-333.0;807.0;-164;-207.0;-382.0;485.0;-832.0
-288.0;880.0;-164;-128.0;-433.0;255.0;-810.0
6.0;1020.0;103;66.0;200.0;225.0;-981.0
-201.0;935.0;-164;-33.0;-558.0;490.0;-725.0
-183.0;875.0;-164;-116.0;-555.0;545.0;-725.0
-230.0;983.0;110;-44.0;218.0;334.0;-909.0
-107.0;894.0;111;114.0;-17.0;428.0;-893.0
114.0;915.0;133;39.0;-159.0;207.0;-890.0
257.0;971.0;171;-185.0;-426.0;-11.0;-1047.0
-9.0;1029.0;103;72.0;214.0;195.0;-967.0
-43.0;1021.0;103;28.0;240.0;172.0;-991.0
-120.0;855.0;-164;33.0;-447.0;699.0;-787.0
-121.0;862.0;-164;63.0;-446.0;548.0;-761.0
-115.0;866.0;-164;-127.0;-442.0;470.0;-723.0
-93.0;829.0;-164;-184.0;-435.0;485.0;-620.0
-113.0;808.0;-164;-298.0;-448.0;524.0;-677.0
-174.0;590.0;-152;-430.0;-326.0;882.0;-623.0
-186.0;678.0;-151;-299.0;-366.0;912.0;-620.0
434.0;839.0;-70;44.0;-615.0;322.0;-848.0
164.0;890.0;2;-85.0;-610.0;491.0;-829.0
34.0;873.0;3;29.0;-570.0;392.0;-816.0
2.0;945.0;2;141.0;-542.0;389.0;-841.0
-167.0;843.0;-151;325.0;-618.0;259.0;-959.0
-91.0;1192.0;-43;100.0;-540.0;39.0;-1061.0
-70.0;1016.0;103;61.0;263.0;213.0;-952.0
-386.0;649.0;2;118.0;-186.0;347.0;-623.0
-106.0;1037.0;103;13.0;279.0;214.0;-938.0
-134.0;993.0;103;51.0;292.0;298.0;-989.0
-497.0;932.0;116;415.0;-133.0;295.0;-704.0
-536.0;1098.0;-74;321.0;-179.0;204.0;-1039.0
-522.0;718.0;35;38.0;-308.0;469.0;-730.0
-97.0;1040.0;103;34.0;278.0;253.0;-946.0
-96.0;1034.0;104;123.0;276.0;251.0;-965.0
-97.0;1033.0;104;35.0;276.0;248.0;-972.0
-546.0;785.0;-125;41.0;-14.0;151.0;-615.0
-517.0;1032.0;25;-655.0;-61.0;284.0;-851.0
-474.0;1036.0;-6;-381.0;-127.0;233.0;-952.0
-51.0;1039.0;104;116.0;241.0;257.0;-926.0
-506.0;1043.0;-7;-186.0;-121.0;245.0;-920.0
-502.0;1001.0;-7;-256.0;-123.0;293.0;-1083.0
-14.0;1017.0;104;-10.0;230.0;194.0;-1020.0
-575.0;1007.0;-16;-131.0;-165.0;243.0;-918.0
-1.0;1009.0;104;36.0;235.0;184.0;-999.0
3.0;1000.0;104;110.0;247.0;194.0;-995.0
-582.0;1008.0;-52;87.0;-193.0;173.0;-918.0
-6.0;1087.0;104;148.0;258.0;251.0;-966.0
23.0;1044.0;104;-82.0;256.0;167.0;-944.0
104.0;991.0;104;144.0;211.0;286.0;-1034.0
109.0;1041.0;109;8.0;212.0;307.0;-950.0
166.0;850.0;-167;-234.0;-636.0;567.0;-728.0
-111.0;971.0;-108;145.0;-448.0;124.0;-898.0
133.0;898.0;-167;-299.0;-626.0;496.0;-721.0
103.0;1086.0;110;195.0;200.0;320.0;-961.0
82.0;961.0;111;226.0;111.0;308.0;-1084.0
-53.0;1212.0;159;289.0;-222.0;438.0;-1078.0
98.0;1356.0;137;387.0;-190.0;491.0;-1218.0
-10.0;776.0;-167;-145.0;-603.0;684.0;-892.0
-51.0;728.0;158;-5.0;-187.0;303.0;-766.0
-20.0;883.0;168;78.0;-253.0;158.0;-863.0
39.0;932.0;69;-74.0;-173.0;223.0;-886.0
-16.0;810.0;-167;-112.0;-597.0;651.0;-917.0
30.0;832.0;-167;-418.0;-591.0;561.0;-701.0
89.0;1011.0;111;70.0;45.0;377.0;-956.0
-9.0;806.0;140;298.0;-60.0;242.0;-927.0
-50.0;858.0;135;453.0;-68.0;-73.0;-776.0
-98.0;877.0;142;-130.0;188.0;491.0;-726.0
-118.0;1039.0;160;463.0;127.0;288.0;-786.0
-129.0;987.0;-59;-79.0;230.0;342.0;-956.0
-36.0;821.0;-167;-437.0;-594.0;445.0;-847.0
105.0;1149.0;130;171.0;-30.0;184.0;-861.0
148.0;920.0;134;201.0;-249.0;21.0;-859.0
-144.0;636.0;-150;-203.0;-314.0;895.0;-592.0
33.0;509.0;-160;-550.0;-259.0;929.0;-805.0
8.0;767.0;-153;-408.0;-197.0;874.0;-714.0
52.0;769.0;-167;-86.0;-613.0;543.0;-820.0
192.0;778.0;-166;-25.0;-649.0;659.0;-705.0
70.0;826.0;-167;-5.0;-619.0;458.0;-656.0
76.0;863.0;-167;-187.0;-629.0;602.0;-722.0
-140.0;1097.0;56;29.0;-176.0;40.0;-968.0
110.0;838.0;-167;-409.0;-630.0;460.0;-719.0
323.0;1025.0;-89;-244.0;-515.0;535.0;-814.0
311.0;882.0;-88;-338.0;-474.0;621.0;-827.0
214.0;1085.0;-21;-545.0;-132.0;281.0;-888.0
221.0;1089.0;-26;-168.0;-121.0;179.0;-923.0
395.0;1096.0;-166;195.0;-1068.0;-438.0;-1076.0
287.0;905.0;-167;-272.0;-422.0;468.0;-862.0
442.0;1049.0;-135;-556.0;-548.0;627.0;-814.0
231.0;966.0;-166;-432.0;-578.0;915.0;-935.0
258.0;969.0;-167;-283.0;-517.0;613.0;-884.0
304.0;943.0;-87;-381.0;-426.0;682.0;-804.0
212.0;957.0;-167;-363.0;-596.0;561.0;-892.0
307.0;952.0;-87;-481.0;-438.0;654.0;-841.0
299.0;1000.0;-87;-178.0;-395.0;548.0;-815.0
-33.0;942.0;120;151.0;115.0;82.0;-926.0
-25.0;962.0;120;200.0;113.0;78.0;-954.0
14.0;1025.0;120;85.0;146.0;39.0;-994.0
-268.0;1029.0;-34;-69.0;-38.0;203.0;-1017.0
-96.0;904.0;-34;65.0;-434.0;468.0;-882.0
-26.0;921.0;-34;165.0;-495.0;538.0;-869.0
110.0;1193.0;-71;325.0;-512.0;258.0;-1015.0
-240.0;720.0;-166;150.0;-525.0;934.0;-728.0
17.0;1023.0;120;106.0;149.0;134.0;-1012.0
14.0;1065.0;118;92.0;148.0;217.0;-979.0
12.0;1076.0;117;46.0;148.0;220.0;-960.0
-27.0;1062.0;117;107.0;187.0;219.0;-986.0
-23.0;1057.0;117;9.0;185.0;252.0;-981.0
-17.0;1050.0;117;100.0;196.0;260.0;-923.0
110.0;1048.0;117;-3.0;113.0;290.0;-969.0
-443.0;896.0;-15;-191.0;-164.0;97.0;-845.0
119.0;1081.0;117;65.0;105.0;231.0;-930.0
-299.0;866.0;-46;-151.0;-348.0;296.0;-1061.0
-279.0;902.0;-51;-78.0;-385.0;520.0;-940.0
129.0;1017.0;110;31.0;81.0;206.0;-1016.0
277.0;549.0;-152;-435.0;-278.0;914.0;-395.0
85.0;879.0;110;55.0;126.0;116.0;-1024.0
54.0;976.0;93;76.0;157.0;226.0;-976.0
-290.0;932.0;-4;-40.0;-399.0;392.0;-901.0
-356.0;745.0;-2;-39.0;-338.0;266.0;-740.0
45.0;1040.0;84;81.0;166.0;242.0;-966.0
-642.0;832.0;18;25.0;-81.0;220.0;-867.0
18.0;1085.0;84;69.0;185.0;224.0;-987.0
-926.0;714.0;160;-65.0;46.0;357.0;-820.0
7.0;1048.0;83;31.0;191.0;254.0;-979.0
-142.0;1064.0;9;-348.0;-343.0;335.0;-1044.0
-27.0;994.0;83;190.0;188.0;276.0;-918.0
-48.0;981.0;83;123.0;188.0;273.0;-1056.0
-44.0;950.0;83;52.0;186.0;272.0;-1039.0
-44.0;978.0;83;20.0;184.0;292.0;-1015.0
-197.0;1012.0;5;-627.0;-87.0;602.0;-965.0
-43.0;1112.0;83;131.0;191.0;218.0;-975.0
-459.0;890.0;-159;-745.0;181.0;465.0;-1008.0
-393.0;972.0;-47;-370.0;116.0;353.0;-939.0
-48.0;1100.0;83;218.0;196.0;205.0;-991.0
-44.0;1060.0;83;163.0;194.0;271.0;-994.0
34.0;1099.0;214;539.0;265.0;267.0;-1019.0
-46.0;1078.0;83;142.0;200.0;281.0;-969.0
-48.0;1056.0;83;47.0;204.0;269.0;-990.0
-41.0;1048.0;83;117.0;206.0;265.0;-997.0
-28.0;1070.0;83;13.0;204.0;310.0;-982.0
-27.0;1058.0;83;116.0;201.0;252.0;-981.0
-15.0;1041.0;83;16.0;192.0;255.0;-966.0
17.0;1047.0;83;-16.0;168.0;266.0;-985.0
32.0;1056.0;83;119.0;151.0;247.0;-993.0
40.0;1040.0;83;41.0;144.0;269.0;-986.0
42.0;1041.0;83;71.0;140.0;243.0;-979.0
-320.0;1042.0;-48;-422.0;-16.0;378.0;-1055.0
-267.0;968.0;-48;-702.0;-60.0;448.0;-961.0
44.0;1054.0;83;87.0;137.0;162.0;-972.0
-123.0;966.0;-49;-649.0;-105.0;393.0;-962.0
-145.0;1052.0;9;-836.0;-263.0;273.0;-916.0
-141.0;859.0;-48;-440.0;-310.0;399.0;-1177.0
-178.0;1063.0;-48;-517.0;-281.0;332.0;-958.0
48.0;1040.0;83;143.0;134.0;168.0;-988.0
-264.0;1086.0;-48;71.0;-100.0;201.0;-986.0
96.0;1039.0;-157;-367.0;-691.0;827.0;-825.0
29.0;1003.0;83;53.0;154.0;254.0;-999.0
-125.0;989.0;-49;-311.0;-140.0;197.0;-939.0
-123.0;1064.0;-89;-571.0;-167.0;-93.0;-1138.0
-128.0;1024.0;-49;-432.0;-157.0;226.0;-1021.0
-56.0;1032.0;-62;-906.0;-39.0;457.0;-1018.0
38.0;1060.0;83;52.0;147.0;272.0;-981.0
34.0;1050.0;83;72.0;150.0;230.0;-982.0
29.0;1023.0;83;39.0;151.0;205.0;-973.0
28.0;1027.0;83;39.0;151.0;204.0;-971.0
24.0;1021.0;83;96.0;154.0;217.0;-990.0
7.0;1007.0;83;56.0;176.0;224.0;-1000.0
7.0;1010.0;83;59.0;181.0;223.0;-999.0
2.0;1060.0;83;91.0;182.0;232.0;-980.0
-3.0;1035.0;83;122.0;183.0;237.0;-984.0
