InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
2;-20.0;-6;-48.0;1.0;-6;37.0
4;-44.0;0;-14.0;-13.0;0;4.0
0;24.0;-21;-10.0;3.0;-21;-24.0
2;-35.0;-10;-14.0;9.0;-10;17.0
2;-50.0;3;8.0;3.0;3;-17.0
-1;-33.0;1;-31.0;5.0;1;28.0
-2;-22.0;17;-9.0;-26.0;17;26.0
-2;-27.0;-29;-16.0;0.0;-29;26.0
4;-21.0;-10;-20.0;17.0;-10;19.0
3;-33.0;-11;-13.0;-20.0;-11;15.0
-4;-24.0;14;17.0;-10.0;14;35.0
-5;23.0;16;-10.0;-25.0;16;21.0
5;35.0;7;-3.0;-18.0;7;29.0
1;-4.0;-27;7.0;19.0;-27;26.0
-2;-2.0;4;-8.0;-21.0;4;15.0
-5;31.0;-15;-9.0;-40.0;-15;41.0
1;-18.0;-25;25.0;25.0;-25;0.0
0;-22.0;-17;-40.0;6.0;-17;-11.0
-2;-17.0;10;-57.0;-17.0;10;9.0
3;-18.0;-8;23.0;-21.0;-8;24.0
5;-9.0;16;-18.0;23.0;16;0.0
3;-12.0;7;-11.0;-38.0;7;46.0
4;-21.0;17;-4.0;20.0;17;42.0
-4;11.0;-9;-19.0;-48.0;-9;55.0
1;-24.0;14;-34.0;25.0;14;15.0
5;-18.0;-45;13.0;2.0;-45;24.0
5;-16.0;-6;-8.0;-44.0;-6;-16.0
-1;31.0;-15;-34.0;-29.0;-15;-22.0
7;20.0;1;6.0;0.0;1;23.0
0;20.0;-8;-10.0;-43.0;-8;40.0
-1;-28.0;2;-11.0;-14.0;2;-5.0
-3;3.0;-1;7.0;-32.0;-1;25.0
-1;-3.0;0;-25.0;-13.0;0;-16.0
3;-27.0;-20;13.0;4.0;-20;-6.0
4;21.0;4;-53.0;-22.0;4;13.0
-3;-6.0;17;-4.0;-44.0;17;44.0
3;16.0;-14;26.0;-29.0;-14;46.0
-2;-2.0;2;-3.0;15.0;2;-22.0
1;-49.0;-5;3.0;-12.0;-5;0.0
2;-23.0;-10;48.0;-7.0;-10;4.0
-2;2.0;30;5.0;12.0;30;9.0
3;-24.0;18;-1.0;42.0;18;14.0
1;-24.0;-23;-6.0;-31.0;-23;30.0
5;-12.0;3;-44.0;-55.0;3;7.0
3;-28.0;-6;-52.0;-31.0;-6;0.0
-4;-32.0;-35;-25.0;11.0;-35;22.0
2;6.0;-38;-10.0;-4.0;-38;-3.0
0;-2.0;12;6.0;3.0;12;22.0
0;6.0;-1;-10.0;16.0;-1;-2.0
0;-4.0;-9;-44.0;-1.0;-9;-9.0
3;21.0;15;-25.0;-21.0;15;-2.0
-3;-4.0;0;-8.0;-14.0;0;-35.0
-5;6.0;-24;-24.0;21.0;-24;49.0
7;37.0;-20;-13.0;8.0;-20;48.0
1;6.0;-12;-7.0;-39.0;-12;-16.0
4;-10.0;2;-9.0;-33.0;2;-1.0
-2;-3.0;-23;-7.0;-11.0;-23;7.0
4;-5.0;-20;-29.0;-42.0;-20;-9.0
-1;-17.0;-26;-12.0;-29.0;-26;-8.0
-1;-11.0;-16;-4.0;-12.0;-16;8.0
4;-21.0;13;-30.0;-4.0;13;6.0
8;-39.0;-2;-1.0;-21.0;-2;8.0
3;21.0;-7;-32.0;30.0;-7;11.0
2;-17.0;-27;-27.0;-17.0;-27;30.0
6;-46.0;-25;-24.0;-4.0;-25;-13.0
9;5.0;-13;-61.0;13.0;-13;4.0
4;-48.0;18;2.0;5.0;18;10.0
0;-10.0;15;-6.0;-23.0;15;14.0
8;-4.0;-2;-35.0;8.0;-2;17.0
8;-12.0;3;-19.0;-12.0;3;4.0
17;-16.0;30;-3.0;11.0;30;12.0
-5;-14.0;12;10.0;1.0;12;34.0
0;-21.0;11;27.0;-10.0;11;6.0
2;-23.0;-18;-30.0;2.0;-18;-1.0
2;22.0;-4;-10.0;-14.0;-4;10.0
2;13.0;-4;-22.0;47.0;-4;12.0
6;-4.0;-4;13.0;30.0;-4;-7.0
-2;-17.0;0;-47.0;-41.0;0;-17.0
-3;-11.0;6;-47.0;-3.0;6;2.0
2;9.0;-3;-28.0;13.0;-3;14.0
-6;9.0;-12;-1.0;26.0;-12;32.0
3;-34.0;18;-10.0;27.0;18;14.0
-9;14.0;-21;-18.0;-58.0;-21;33.0
-3;125.0;-4;90.0;140.0;-4;184.0
2;43.0;17;-101.0;98.0;17;33.0
-3;59.0;33;8.0;-36.0;33;-41.0
-13;-4.0;-101;14.0;21.0;-101;59.0
-6;-91.0;-9;-3.0;115.0;-9;56.0
-3;-154.0;-2;15.0;98.0;-2;109.0
3;-14.0;-23;46.0;21.0;-23;11.0
11;21.0;104;4.0;-23.0;104;-20.0
8;28.0;180;8.0;-20.0;180;13.0
2;-20.0;65;-1.0;39.0;65;1.0
2;33.0;-13;-160.0;-124.0;-13;-138.0
-8;105.0;-13;-35.0;31.0;-13;14.0
1;46.0;-9;-6.0;96.0;-9;65.0
-1;80.0;15;35.0;-21.0;15;-10.0
-6;60.0;17;33.0;-29.0;17;8.0
-3;12.0;17;-92.0;-229.0;17;-137.0
2;18.0;-48;16.0;57.0;-48;47.0
-1;30.0;-22;-51.0;58.0;-22;1.0
2;22.0;-24;-73.0;-42.0;-24;-34.0
-4;50.0;-52;46.0;80.0;-52;62.0
-6;65.0;-46;33.0;80.0;-46;89.0
2;108.0;18;8.0;76.0;18;113.0
4;29.0;-17;25.0;45.0;-17;40.0
-1;-13.0;1;78.0;11.0;1;72.0
-1;26.0;-21;60.0;-30.0;-21;18.0
-5;-169.0;29;-47.0;-168.0;29;-156.0
-5;13.0;20;-120.0;137.0;20;134.0
12;-12.0;-22;-33.0;-59.0;-22;-59.0
-1;-52.0;-51;-125.0;-88.0;-51;-102.0
5;-184.0;42;5.0;-53.0;42;-44.0
25;45.0;29;9.0;23.0;29;16.0
-10;-59.0;-37;-24.0;-15.0;-37;3.0
-1;-133.0;1;-69.0;179.0;1;89.0
1;63.0;7;33.0;118.0;7;101.0
-2;-30.0;74;-35.0;-46.0;74;-21.0
4;-40.0;-19;0.0;-111.0;-19;-95.0
4;12.0;-1;20.0;-107.0;-1;-79.0
3;-7.0;21;-47.0;-54.0;21;-42.0
1;0.0;31;-47.0;-86.0;31;-100.0
1;-32.0;32;28.0;-49.0;32;-10.0
-5;-67.0;11;-134.0;-100.0;11;-135.0
-6;-79.0;-23;-122.0;-52.0;-23;-104.0
-6;-80.0;16;-90.0;-102.0;16;-149.0
4;-53.0;-5;-85.0;-82.0;-5;-46.0
16;-54.0;55;-102.0;-92.0;55;-92.0
-1;47.0;9;-69.0;31.0;9;26.0
-1;-28.0;18;-82.0;-14.0;18;-49.0
-1;-42.0;16;-35.0;-54.0;16;-83.0
2;-35.0;-10;-11.0;-53.0;-10;-78.0
1;-39.0;11;-54.0;-206.0;11;-159.0
-1;-137.0;16;106.0;-80.0;16;-66.0
-6;11.0;-24;57.0;93.0;-24;120.0
2;-59.0;45;-111.0;-126.0;45;-167.0
24;-68.0;52;-151.0;-151.0;52;-162.0
19;-35.0;-45;-123.0;-43.0;-45;-87.0
-5;6.0;17;7.0;101.0;17;-62.0
11;-65.0;58;10.0;-39.0;58;-14.0
3;47.0;-10;35.0;91.0;-10;-43.0
9;34.0;23;11.0;142.0;23;147.0
23;-101.0;61;4.0;-38.0;61;17.0
20;-12.0;-57;70.0;206.0;-57;85.0
68;-81.0;18;128.0;-61.0;18;-104.0
-3;135.0;-53;41.0;-22.0;-53;222.0
-11;-27.0;1;-3.0;-78.0;1;247.0
5;-64.0;18;29.0;21.0;18;-28.0
4;-28.0;-4;59.0;-219.0;-4;172.0
1;10.0;0;38.0;-38.0;0;203.0
5;15.0;5;-121.0;28.0;5;-45.0
42;-45.0;101;-15.0;77.0;101;54.0
-5;15.0;9;46.0;11.0;9;26.0
1;0.0;-39;-32.0;243.0;-39;126.0
-2;6.0;-37;-74.0;244.0;-37;-23.0
-5;-54.0;6;-30.0;248.0;6;76.0
-3;37.0;25;24.0;64.0;25;56.0
4;13.0;-11;-2.0;72.0;-11;37.0
-10;-59.0;-3;-14.0;197.0;-3;-74.0
2;52.0;-12;-62.0;-128.0;-12;-210.0
8;-42.0;-50;-35.0;-42.0;-50;-70.0
-1;-46.0;24;-3.0;21.0;24;14.0
0;-11.0;30;-9.0;50.0;30;-110.0
-23;-25.0;27;-29.0;10.0;27;21.0
-13;-73.0;1;-47.0;57.0;1;6.0
-14;-19.0;67;11.0;-5.0;67;48.0
-4;-30.0;63;16.0;-2.0;63;19.0
2;-17.0;4;-27.0;-40.0;4;-46.0
4;18.0;-28;23.0;4.0;-28;62.0
-2;-43.0;20;44.0;174.0;20;-165.0
-1;21.0;34;3.0;98.0;34;76.0
2;-47.0;3;50.0;151.0;3;-100.0
2;-76.0;0;29.0;-90.0;0;-48.0
-9;-34.0;30;-51.0;-65.0;30;-9.0
-4;-12.0;27;-11.0;45.0;27;-1.0
4;58.0;31;-13.0;-53.0;31;114.0
0;-15.0;-1;14.0;51.0;-1;119.0
3;6.0;0;-49.0;35.0;0;129.0
-1;4.0;20;-21.0;-51.0;20;84.0
3;-23.0;18;-21.0;-194.0;18;-179.0
17;96.0;-33;15.0;-140.0;-33;193.0
1;20.0;16;27.0;19.0;16;-2.0
2;49.0;18;-15.0;-141.0;18;-92.0
7;-6.0;-21;15.0;53.0;-21;58.0
-1;54.0;-3;-66.0;17.0;-3;36.0
2;40.0;-25;-41.0;2.0;-25;5.0
-4;25.0;-12;25.0;35.0;-12;75.0
4;65.0;23;24.0;1.0;23;17.0
-141;-55.0;10;76.0;21.0;10;-63.0
5;7.0;2;46.0;6.0;2;56.0
1;5.0;3;-56.0;86.0;3;50.0
-3;-81.0;-8;-59.0;-11.0;-8;44.0
3;23.0;-13;-106.0;-68.0;-13;-93.0
0;45.0;41;-22.0;-37.0;41;-104.0
0;-52.0;56;-18.0;20.0;56;101.0
-14;-44.0;17;-43.0;-204.0;17;-92.0
-1;-71.0;-12;141.0;-3.0;-12;192.0
-5;200.0;-2;-52.0;-22.0;-2;27.0
-3;151.0;6;-95.0;-151.0;6;-172.0
6;70.0;-11;-103.0;-154.0;-11;-145.0
1;-76.0;-20;55.0;18.0;-20;64.0
2;-70.0;-14;51.0;-20.0;-14;10.0
-1;-53.0;-35;-36.0;-36.0;-35;-41.0
-3;-53.0;-64;-59.0;-43.0;-64;-105.0
-7;65.0;42;-167.0;-88.0;42;-41.0
-105;28.0;-26;-65.0;-171.0;-26;-158.0
3;-25.0;17;0.0;-50.0;17;-19.0
-21;57.0;-42;-25.0;-4.0;-42;150.0
-6;3.0;9;35.0;61.0;9;131.0
4;36.0;46;48.0;-87.0;46;162.0
2;-1.0;22;27.0;40.0;22;123.0
2;-73.0;101;56.0;35.0;101;92.0
13;2.0;25;51.0;42.0;25;74.0
-25;-27.0;-93;-28.0;-84.0;-93;-130.0
-12;-99.0;51;81.0;57.0;51;-37.0
-3;-40.0;18;40.0;119.0;18;-93.0
-3;-6.0;30;-20.0;59.0;30;-39.0
-4;17.0;-7;-34.0;-65.0;-7;89.0
0;-9.0;-20;-31.0;-106.0;-20;82.0
2;-3.0;5;-35.0;-176.0;5;102.0
5;-21.0;12;-36.0;-106.0;12;113.0
3;-11.0;30;-19.0;-96.0;30;108.0
4;5.0;-15;21.0;-148.0;-15;103.0
1;32.0;9;0.0;-151.0;9;113.0
4;-6.0;28;-8.0;-106.0;28;85.0
-1;71.0;-15;-8.0;-128.0;-15;117.0
-1;57.0;9;14.0;-147.0;9;106.0
-2;-53.0;-12;-44.0;39.0;-12;52.0
-4;5.0;-150;-17.0;113.0;-150;88.0
0;125.0;-29;-111.0;-16.0;-29;-81.0
-6;22.0;-60;-62.0;38.0;-60;11.0
14;7.0;32;-74.0;32.0;32;2.0
-6;40.0;-50;-9.0;-20.0;-50;3.0
14;43.0;-29;-43.0;40.0;-29;60.0
-6;-37.0;-29;-21.0;217.0;-29;119.0
18;73.0;3;-38.0;81.0;3;139.0
-2;47.0;-35;-21.0;5.0;-35;14.0
-9;53.0;-57;-22.0;112.0;-57;113.0
5;36.0;52;-132.0;13.0;52;-22.0
19;57.0;-8;31.0;91.0;-8;70.0
2;-34.0;93;-30.0;13.0;93;-2.0
1;5.0;44;-49.0;-27.0;44;-4.0
8;14.0;31;-47.0;108.0;31;67.0
-1;-13.0;80;-49.0;-50.0;80;-21.0
7;-27.0;31;-21.0;-4.0;31;-9.0
1;32.0;-3;-38.0;44.0;-3;48.0
0;-8.0;8;-16.0;-50.0;8;-49.0
14;-206.0;13;-130.0;-53.0;13;-18.0
-4;-49.0;-76;98.0;-192.0;-76;-6.0
-4;-4.0;12;-52.0;-226.0;12;-68.0
-2;-16.0;0;6.0;129.0;0;34.0
5;15.0;-11;65.0;72.0;-11;69.0
5;-43.0;2;-44.0;-88.0;2;-42.0
-11;50.0;-128;31.0;-43.0;-128;105.0
-1;86.0;-114;-15.0;-67.0;-114;125.0
7;-84.0;9;-73.0;-146.0;9;-128.0
-1;41.0;27;-154.0;119.0;27;-74.0
-6;84.0;-72;19.0;-54.0;-72;184.0
2;36.0;-44;50.0;8.0;-44;50.0
-3;46.0;-43;55.0;-60.0;-43;69.0
2;29.0;-44;-214.0;-114.0;-44;-110.0
-2;1.0;-29;-77.0;-14.0;-29;-28.0
2;-16.0;47;-52.0;62.0;47;59.0
1;39.0;-2;-9.0;-64.0;-2;-74.0
-3;14.0;48;-23.0;130.0;48;90.0
2;-101.0;11;30.0;12.0;11;39.0
3;-34.0;-32;10.0;-156.0;-32;35.0
-4;14.0;14;-64.0;-107.0;14;-43.0
-2;19.0;-30;21.0;-105.0;-30;-35.0
2;-57.0;10;-82.0;13.0;10;-53.0
7;19.0;25;-45.0;-1.0;25;-19.0
1;-76.0;-5;-6.0;121.0;-5;-82.0
5;-63.0;-13;-20.0;-39.0;-13;-109.0
1;-16.0;5;-59.0;104.0;5;38.0
6;-34.0;-12;29.0;89.0;-12;-44.0
0;-3.0;0;-4.0;114.0;0;-15.0
2;-59.0;-1;-98.0;183.0;-1;-26.0
7;3.0;-10;27.0;72.0;-10;27.0
-2;16.0;-7;-31.0;86.0;-7;-50.0
2;14.0;47;19.0;28.0;47;3.0
1;123.0;2;-65.0;23.0;2;-50.0
4;239.0;16;-60.0;-107.0;16;84.0
6;27.0;-37;58.0;104.0;-37;71.0
-3;-4.0;33;30.0;-88.0;33;2.0
3;-83.0;-30;-18.0;119.0;-30;6.0
6;-41.0;-21;14.0;-76.0;-21;24.0
7;-34.0;18;-49.0;51.0;18;34.0
4;-90.0;0;-15.0;141.0;0;39.0
-6;29.0;2;72.0;248.0;2;125.0
0;-9.0;37;33.0;-11.0;37;263.0
7;-37.0;35;-30.0;215.0;35;-69.0
1;139.0;11;-29.0;88.0;11;95.0
1;99.0;26;-68.0;-164.0;26;-5.0
1;-37.0;24;-90.0;-210.0;24;-123.0
0;-37.0;35;-96.0;-223.0;35;-149.0
2;-29.0;-10;16.0;153.0;-10;-161.0
-2;-2.0;-7;-62.0;155.0;-7;101.0
1;-27.0;19;-13.0;75.0;19;-41.0
8;-27.0;40;-18.0;68.0;40;-41.0
-5;0.0;8;-17.0;55.0;8;-13.0
-4;-37.0;41;33.0;92.0;41;128.0
-4;67.0;7;-13.0;-112.0;7;105.0
1;57.0;-9;36.0;-144.0;-9;100.0
-4;-46.0;44;76.0;69.0;44;150.0
8;86.0;-22;33.0;-135.0;-22;129.0
6;-42.0;44;75.0;86.0;44;113.0
1;13.0;-16;207.0;47.0;-16;28.0
-14;-27.0;-47;19.0;38.0;-47;53.0
-2;76.0;-42;94.0;-186.0;-42;135.0
-2;54.0;-45;52.0;-215.0;-45;197.0
-2;-29.0;31;7.0;7.0;31;4.0
-1;5.0;-22;-7.0;-148.0;-22;-179.0
11;-30.0;15;12.0;100.0;15;176.0
-4;-38.0;30;-63.0;8.0;30;2.0
-7;9.0;54;5.0;182.0;54;185.0
-12;-91.0;-5;178.0;-46.0;-5;-42.0
2;26.0;9;-45.0;23.0;9;44.0
6;-21.0;60;-6.0;91.0;60;112.0
3;166.0;20;131.0;-28.0;20;63.0
-1;108.0;-20;-12.0;-18.0;-20;-133.0
-1;41.0;-38;83.0;-72.0;-38;69.0
-1;-15.0;-2;40.0;-14.0;-2;78.0
-5;-43.0;-17;48.0;22.0;-17;135.0
-10;138.0;-25;-13.0;22.0;-25;202.0
-9;52.0;-55;-31.0;23.0;-55;-153.0
1;-42.0;45;0.0;-143.0;45;-173.0
6;-138.0;12;-102.0;-15.0;12;-5.0
5;-103.0;-9;141.0;-41.0;-9;90.0
2;-90.0;-34;54.0;53.0;-34;58.0
-11;-135.0;13;-28.0;-191.0;13;15.0
-17;-2.0;-13;-24.0;-174.0;-13;-211.0
-2;-26.0;3;71.0;60.0;3;30.0
-3;-15.0;-7;64.0;29.0;-7;-17.0
3;-49.0;-13;76.0;62.0;-13;71.0
5;-184.0;-37;-20.0;97.0;-37;-33.0
-3;5.0;-28;-14.0;-106.0;-28;122.0
-3;14.0;-11;-29.0;-34.0;-11;-42.0
-3;-21.0;36;-74.0;-20.0;36;-69.0
1;85.0;64;107.0;-144.0;64;-150.0
3;62.0;54;30.0;-157.0;54;-134.0
7;-39.0;21;-113.0;-50.0;21;-67.0
9;7.0;25;-72.0;-86.0;25;-70.0
3;5.0;-31;-10.0;121.0;-31;132.0
3;-50.0;3;14.0;21.0;3;49.0
5;-24.0;-45;-6.0;137.0;-45;125.0
-3;-23.0;-19;-104.0;-192.0;-19;-182.0
0;-81.0;-11;24.0;-98.0;-11;94.0
0;-30.0;-1;-51.0;206.0;-1;-101.0
-1;-12.0;-29;-43.0;151.0;-29;235.0
-1;-79.0;-6;63.0;-7.0;-6;-69.0
-12;63.0;17;3.0;-64.0;17;-37.0
-7;-24.0;-22;14.0;122.0;-22;147.0
4;54.0;48;100.0;86.0;48;123.0
-5;-1.0;-34;-35.0;86.0;-34;133.0
-4;-20.0;3;-80.0;184.0;3;127.0
-5;-185.0;-27;-93.0;135.0;-27;116.0
-7;-67.0;30;-130.0;-8.0;30;-79.0
0;-63.0;5;-139.0;-22.0;5;-58.0
5;-96.0;-31;196.0;69.0;-31;139.0
11;-180.0;-34;99.0;-42.0;-34;70.0
-13;-29.0;74;56.0;20.0;74;7.0
-62;36.0;-203;-20.0;3.0;-203;2.0
-7;-34.0;-1;205.0;-57.0;-1;-128.0
9;-27.0;37;153.0;96.0;37;137.0
-3;-38.0;31;64.0;-87.0;31;106.0
-1;-28.0;8;7.0;-159.0;8;140.0
-3;-38.0;17;4.0;-111.0;17;143.0
2;39.0;4;-44.0;-101.0;4;80.0
5;49.0;-27;-33.0;-118.0;-27;-2.0
-38;57.0;-113;-79.0;-57.0;-113;-71.0
-159;49.0;56;-19.0;-49.0;56;-115.0
9;106.0;-11;-246.0;30.0;-11;100.0
9;-115.0;-44;-92.0;220.0;-44;116.0
-32;5.0;16;112.0;37.0;16;23.0
-3;15.0;-43;-6.0;-88.0;-43;-54.0
2;-83.0;-16;-96.0;124.0;-16;36.0
0;-1.0;-40;-66.0;147.0;-40;16.0
-1;90.0;31;-78.0;-118.0;31;-65.0
-4;118.0;-5;-22.0;-33.0;-5;-28.0
1;151.0;-27;30.0;18.0;-27;-10.0
2;14.0;14;-28.0;-276.0;14;-103.0
0;-2.0;12;-7.0;154.0;12;28.0
1;20.0;32;-102.0;-61.0;32;26.0
-2;-3.0;-2;14.0;3.0;-2;-46.0
-7;157.0;21;-84.0;88.0;21;67.0
1;-35.0;32;-8.0;94.0;32;4.0
-6;-28.0;-33;-43.0;-80.0;-33;-48.0
27;-36.0;-49;140.0;29.0;-49;118.0
-7;126.0;20;126.0;-214.0;20;-46.0
15;-9.0;-46;-78.0;-136.0;-46;-150.0
0;15.0;49;-22.0;-32.0;49;0.0
-1;-44.0;-13;-91.0;-66.0;-13;-38.0
-1;-22.0;30;-88.0;-74.0;30;-57.0
-6;71.0;4;-11.0;-23.0;4;37.0
1;-20.0;25;-38.0;24.0;25;28.0
-2;43.0;28;9.0;15.0;28;38.0
0;-15.0;-9;-46.0;20.0;-9;-52.0
1;-30.0;-6;-135.0;-44.0;-6;-20.0
1;-37.0;-23;-111.0;-8.0;-23;-35.0
-3;-22.0;26;-100.0;-68.0;26;-85.0
13;15.0;1;100.0;52.0;1;41.0
-9;-68.0;25;3.0;-243.0;25;-163.0
-6;-44.0;-18;27.0;-100.0;-18;-118.0
-4;129.0;18;12.0;160.0;18;145.0
-1;106.0;30;-165.0;-89.0;30;-86.0
-4;-75.0;-28;46.0;-25.0;-28;-28.0
-3;-42.0;-12;35.0;-42.0;-12;-32.0
-7;-28.0;-8;46.0;-21.0;-8;-31.0
-4;7.0;0;56.0;4.0;0;19.0
2;-34.0;29;21.0;8.0;29;29.0
-8;-12.0;-16;91.0;112.0;-16;210.0
0;-7.0;-51;3.0;0.0;-51;-1.0
-3;-10.0;-72;12.0;120.0;-72;130.0
-1;-69.0;4;0.0;-8.0;4;-9.0
-1;-7.0;-16;18.0;132.0;-16;90.0
3;-92.0;48;-18.0;-25.0;48;-6.0
6;4.0;-22;27.0;211.0;-22;134.0
3;-64.0;0;-10.0;-40.0;0;-19.0
1;-50.0;30;-50.0;16.0;30;14.0
-8;77.0;-38;-189.0;-163.0;-38;-132.0
2;5.0;6;53.0;36.0;6;11.0
-3;-28.0;-37;53.0;-3.0;-37;-7.0
-3;-109.0;-17;120.0;-48.0;-17;-34.0
4;-6.0;-1;-175.0;-18.0;-1;-111.0
9;67.0;17;-9.0;87.0;17;8.0
2;-49.0;12;-141.0;231.0;12;-95.0
-1;-15.0;-2;43.0;138.0;-2;-95.0
0;-47.0;56;-119.0;181.0;56;-113.0
-2;-23.0;2;3.0;97.0;2;-63.0
-2;-59.0;-17;63.0;4.0;-17;-2.0
-5;96.0;-17;-152.0;4.0;-17;42.0
-3;-17.0;16;-88.0;-7.0;16;27.0
-6;-62.0;-49;-79.0;-13.0;-49;24.0
2;-44.0;-29;-92.0;-24.0;-29;11.0
1;40.0;-40;-31.0;-2.0;-40;-1.0
4;-3.0;-34;33.0;-15.0;-34;48.0
-3;-20.0;56;-87.0;71.0;56;-126.0
7;-5.0;-82;-52.0;29.0;-82;21.0
-6;-69.0;26;12.0;4.0;26;1.0
-10;21.0;21;-48.0;-114.0;21;90.0
-20;-56.0;5;-31.0;58.0;5;88.0
-3;-2.0;19;-15.0;-83.0;19;110.0
-5;-192.0;-1;-56.0;-129.0;-1;-176.0
5;91.0;20;-62.0;57.0;20;64.0
-2;59.0;23;-3.0;53.0;23;62.0
11;47.0;12;159.0;-4.0;12;-27.0
3;-16.0;27;10.0;-124.0;27;52.0
12;-8.0;61;44.0;-35.0;61;193.0
-4;-114.0;-46;-39.0;69.0;-46;-46.0
3;48.0;20;-29.0;65.0;20;68.0
6;21.0;-4;-4.0;-51.0;-4;57.0
2;-6.0;35;29.0;-51.0;35;183.0
4;-31.0;53;111.0;88.0;53;17.0
2;-14.0;30;-104.0;-39.0;30;-90.0
2;-100.0;-25;-18.0;15.0;-25;-20.0
0;80.0;54;25.0;-9.0;54;-4.0
1;-145.0;48;-69.0;-53.0;48;-53.0
-3;98.0;-5;76.0;2.0;-5;78.0
