InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-850;514.0;-135.0;867.0;-265.0;-233;329;0;984.0;60;424.0;231.0
-849;505.0;-175.0;893.0;-195.0;-214;352;6;1005.0;56;-283.0;289.0
-842;614.0;-179.0;824.0;-264.0;-224;339;2;965.0;66;92.0;229.0
-762;914.0;-171.0;478.0;-172.0;-266;436;-12;1003.0;83;952.0;366.0
-841;587.0;-162.0;833.0;-269.0;-228;347;4;956.0;63;203.0;224.0
-847;589.0;-155.0;846.0;-344.0;-211;333;-6;900.0;66;12.0;196.0
-849;591.0;-141.0;842.0;-354.0;-219;335;-7;939.0;61;41.0;200.0
-750;301.0;-114.0;1014.0;-308.0;-300;433;-14;976.0;83;244.0;348.0
-723;233.0;-49.0;984.0;-156.0;-1393;683;-1546;979.0;305;-110.0;352.0
-747;764.0;64.0;617.0;-248.0;-334;386;-70;991.0;98;72.0;-104.0
-831;220.0;-64.0;1026.0;-127.0;-250;353;3;1005.0;63;-1784.0;361.0
-819;385.0;94.0;1019.0;-311.0;-277;372;-161;888.0;73;606.0;299.0
-786;420.0;-60.0;935.0;-285.0;-324;373;-14;956.0;72;-70.0;137.0
-781;592.0;-72.0;837.0;-274.0;-318;354;-6;932.0;86;55.0;121.0
-813;638.0;-69.0;796.0;-278.0;-288;346;8;941.0;70;-215.0;191.0
445;-195.0;-406.0;1463.0;-421.0;73;1476;1120;783.0;690;188.0;746.0
-821;287.0;-71.0;1021.0;-90.0;-261;361;-1;1017.0;66;160.0;336.0
-897;447.0;-417.0;-21.0;-113.0;66;357;-10;107.0;33;-154.0;-651.0
-843;480.0;-77.0;1108.0;-442.0;-265;365;1;966.0;45;234.0;418.0
-802;364.0;55.0;961.0;-397.0;-330;352;-89;739.0;74;94.0;297.0
-776;496.0;-70.0;923.0;-634.0;-247;423;6;768.0;82;-90.0;312.0
-775;340.0;-50.0;1009.0;-323.0;-304;402;-8;955.0;76;66.0;327.0
-793;468.0;86.0;941.0;-471.0;-274;388;6;897.0;76;408.0;268.0
-823;468.0;37.0;933.0;-324.0;-263;363;-11;937.0;63;-4.0;237.0
-815;436.0;25.0;962.0;-410.0;-265;360;-6;933.0;71;30.0;260.0
-821;633.0;48.0;829.0;-245.0;-239;367;-9;962.0;69;18.0;173.0
-825;494.0;0.0;689.0;-265.0;-267;360;8;885.0;68;-9.0;320.0
-808;294.0;85.0;983.0;-155.0;-274;379;-104;981.0;74;-561.0;293.0
-804;881.0;-206.0;530.0;-368.0;-230;397;3;939.0;74;-4.0;399.0
-807;902.0;-222.0;494.0;-349.0;-268;386;-3;950.0;67;143.0;389.0
-823;530.0;-22.0;871.0;-457.0;-294;349;1;930.0;59;-558.0;213.0
-1399;337.0;-15.0;889.0;-126.0;-1124;2203;-478;971.0;-1526;-472.0;384.0
-814;371.0;82.0;981.0;-269.0;-269;361;-2;966.0;70;-70.0;377.0
-805;409.0;-63.0;991.0;-291.0;-295;364;3;955.0;69;67.0;142.0
-826;464.0;141.0;949.0;-501.0;-273;339;3;879.0;66;29.0;208.0
-583;618.0;-159.0;928.0;-220.0;-324;303;-29;1166.0;284;-124.0;-53.0
-785;887.0;-217.0;499.0;-319.0;-226;428;7;934.0;78;-22.0;388.0
-807;876.0;-212.0;533.0;-382.0;-231;399;5;946.0;71;-60.0;400.0
-825;435.0;109.0;942.0;-408.0;-270;342;-7;943.0;67;-176.0;347.0
-752;994.0;24.0;282.0;-145.0;-326;417;-7;994.0;81;-49.0;304.0
-801;-153.0;-242.0;853.0;-255.0;-288;420;-27;1003.0;53;-19.0;490.0
-809;852.0;-232.0;514.0;-373.0;-226;394;1;956.0;73;-12.0;391.0
-787;922.0;-151.0;462.0;-311.0;-261;413;-3;903.0;74;39.0;392.0
-812;373.0;-6.0;991.0;-273.0;-272;362;157;968.0;96;-325.0;414.0
-786;863.0;-226.0;520.0;-385.0;-231;421;-1;935.0;79;-87.0;409.0
-823;287.0;-42.0;1010.0;-74.0;-253;363;-1;1016.0;65;32.0;328.0
-848;358.0;6.0;986.0;-434.0;-255;345;-7;887.0;51;1093.0;344.0
-797;1674.0;173.0;784.0;-464.0;-278;694;-131;1191.0;68;216.0;-192.0
-815;276.0;142.0;1050.0;-262.0;-279;363;18;1002.0;66;-272.0;462.0
-818;328.0;167.0;1001.0;-424.0;-254;363;1;906.0;70;24.0;417.0
-822;486.0;126.0;941.0;-368.0;-271;354;-3;931.0;65;77.0;302.0
-771;925.0;-201.0;429.0;-256.0;-277;425;-4;972.0;77;8.0;335.0
-822;772.0;157.0;693.0;-138.0;-294;328;5;1007.0;68;36.0;93.0
-752;922.0;-238.0;469.0;-275.0;-280;443;-7;986.0;83;-33.0;376.0
-814;618.0;60.0;829.0;-501.0;-301;348;3;888.0;65;147.0;54.0
-799;886.0;-258.0;490.0;-324.0;-269;387;-3;975.0;72;-20.0;348.0
-830;338.0;117.0;992.0;-288.0;-257;342;5;948.0;66;-4.0;355.0
-788;936.0;-199.0;529.0;-447.0;-255;408;-1;903.0;77;15.0;353.0
-808;952.0;-161.0;357.0;-159.0;-251;388;1;997.0;69;-254.0;292.0
-830;356.0;125.0;972.0;-271.0;-259;342;1;952.0;65;-15.0;354.0
-813;957.0;-169.0;376.0;-178.0;-266;377;1;996.0;65;32.0;300.0
-769;201.0;-205.0;1174.0;-299.0;-350;373;-125;892.0;84;-586.0;510.0
-783;902.0;-226.0;500.0;-373.0;-253;421;-6;929.0;75;-245.0;367.0
-818;357.0;120.0;990.0;-335.0;-277;355;0;953.0;66;8.0;336.0
-785;902.0;-208.0;510.0;-335.0;-249;409;-3;935.0;81;-355.0;370.0
-828;346.0;125.0;993.0;-275.0;-264;345;-5;956.0;66;29.0;354.0
-752;921.0;-241.0;491.0;-272.0;-280;448;-2;961.0;81;300.0;371.0
-789;847.0;-246.0;521.0;-363.0;-242;422;-1;939.0;72;-134.0;370.0
-768;929.0;-239.0;420.0;-162.0;-274;431;8;982.0;79;-506.0;329.0
-773;902.0;-203.0;468.0;-211.0;-266;427;3;993.0;77;-83.0;354.0
-805;891.0;-224.0;520.0;-365.0;-231;400;3;930.0;72;26.0;392.0
-828;313.0;116.0;1005.0;-294.0;-255;355;6;947.0;64;-21.0;386.0
-820;424.0;150.0;958.0;-449.0;-252;363;-4;878.0;69;16.0;312.0
-881;430.0;161.0;1188.0;-116.0;-345;277;-88;1023.0;56;-158.0;217.0
-777;939.0;-195.0;414.0;-196.0;-271;416;-4;1006.0;78;-159.0;344.0
-729;927.0;-222.0;437.0;-194.0;-271;470;2;1004.0;91;161.0;344.0
-270;796.0;128.0;1001.0;-374.0;-248;138;31;1088.0;967;98.0;220.0
-830;302.0;123.0;1001.0;-293.0;-258;343;1;932.0;65;119.0;317.0
-802;901.0;-254.0;481.0;-379.0;-265;383;3;952.0;73;26.0;358.0
-684;930.0;-199.0;402.0;-157.0;-279;518;-4;1006.0;98;17.0;335.0
-805;829.0;-281.0;547.0;-345.0;-228;405;8;939.0;71;615.0;339.0
