InertialMeasurementUnit RUA magneticZ;Accelerometer RUA^ accY;InertialMeasurementUnit L-SHOE EuX;Accelerometer RWR accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;InertialMeasurementUnit RUA accX
-351.0;1230.0;25;156.0;-134.0;25.0;-1071.0
-378.0;1068.0;116;31.0;39.0;244.0;-1110.0
265.0;910.0;-123;-3.0;-428.0;550.0;-674.0
286.0;640.0;-166;-327.0;-648.0;751.0;-504.0
-306.0;901.0;95;70.0;-479.0;286.0;-881.0
-111.0;676.0;-167;-869.0;-658.0;931.0;-629.0
429.0;1045.0;-20;-9.0;-641.0;283.0;-953.0
371.0;1165.0;-65;296.0;-629.0;141.0;-1067.0
-1.0;800.0;-168;-537.0;-304.0;918.0;-729.0
54.0;976.0;93;76.0;157.0;226.0;-976.0
167.0;992.0;-52;-162.0;2.0;288.0;-991.0
-611.0;873.0;129;-331.0;417.0;448.0;-1134.0
-222.0;1020.0;119;17.0;-65.0;414.0;-971.0
37.0;1061.0;2;-235.0;-379.0;459.0;-837.0
57.0;908.0;-3;-53.0;-497.0;132.0;-952.0
-153.0;1059.0;-89;-317.0;-99.0;255.0;-975.0
-279.0;902.0;-51;-78.0;-385.0;520.0;-940.0
96.0;1016.0;-81;-746.0;98.0;607.0;-995.0
90.0;997.0;-57;695.0;182.0;377.0;-970.0
-299.0;866.0;-46;-151.0;-348.0;296.0;-1061.0
-561.0;1119.0;97;673.0;224.0;433.0;-966.0
-458.0;1025.0;118;649.0;488.0;508.0;-954.0
-563.0;922.0;86;-196.0;322.0;761.0;-959.0
282.0;1092.0;-91;-2.0;-256.0;780.0;-1061.0
7.0;1038.0;83;163.0;166.0;241.0;-984.0
-23.0;1057.0;117;9.0;185.0;252.0;-981.0
-199.0;1062.0;-89;-268.0;-100.0;415.0;-986.0
-172.0;1008.0;-145;-190.0;-162.0;326.0;-888.0
2.0;945.0;2;141.0;-542.0;389.0;-841.0
-273.0;1090.0;-26;-28.0;162.0;-154.0;-999.0
198.0;893.0;-82;190.0;-90.0;333.0;-911.0
89.0;916.0;-101;-164.0;-107.0;171.0;-787.0
-220.0;1068.0;-27;-375.0;-132.0;631.0;-899.0
-129.0;1072.0;-49;-548.0;-108.0;245.0;-995.0
-203.0;1024.0;119;78.0;-68.0;97.0;-982.0
-114.0;1111.0;-89;-332.0;-187.0;-180.0;-1055.0
-311.0;675.0;-167;-441.0;47.0;873.0;-683.0
-197.0;1040.0;119;21.0;-83.0;344.0;-944.0
-411.0;878.0;134;-499.0;347.0;432.0;-1129.0
132.0;1038.0;-136;344.0;-290.0;868.0;-949.0
45.0;540.0;-167;-936.0;-85.0;906.0;-506.0
-94.0;735.0;-167;434.0;-454.0;957.0;-676.0
-55.0;824.0;-166;-108.0;-381.0;577.0;-837.0
-668.0;751.0;147;86.0;92.0;413.0;-608.0
280.0;760.0;-166;-381.0;-484.0;345.0;-652.0
237.0;796.0;86;218.0;18.0;315.0;-715.0
-21.0;1017.0;109;99.0;205.0;211.0;-964.0
-120.0;819.0;-97;70.0;-334.0;606.0;-895.0
199.0;920.0;153;-144.0;-202.0;366.0;-885.0
119.0;946.0;-158;-380.0;-176.0;486.0;-778.0
-203.0;1021.0;119;65.0;-82.0;488.0;-975.0
-445.0;1028.0;74;160.0;-160.0;706.0;-972.0
-287.0;848.0;93;-190.0;-306.0;473.0;-1242.0
-484.0;1097.0;-161;195.0;-105.0;439.0;-1076.0
-390.0;950.0;-159;-16.0;-77.0;314.0;-943.0
199.0;1030.0;173;263.0;-133.0;819.0;-891.0
-150.0;863.0;-97;58.0;-328.0;725.0;-893.0
-440.0;1388.0;39;-277.0;-74.0;261.0;-870.0
358.0;703.0;-158;-334.0;-358.0;412.0;-707.0
-242.0;1111.0;139;-158.0;129.0;497.0;-977.0
-684.0;482.0;19;-928.0;19.0;317.0;-505.0
-271.0;910.0;-97;-115.0;-304.0;484.0;-783.0
-502.0;1001.0;-7;-256.0;-123.0;293.0;-1083.0
-213.0;1032.0;119;77.0;-53.0;291.0;-981.0
-456.0;932.0;41;-103.0;-37.0;396.0;-994.0
-216.0;1039.0;119;68.0;-52.0;283.0;-974.0
-458.0;938.0;29;-194.0;3.0;380.0;-924.0
-821.0;885.0;86;-418.0;453.0;290.0;-900.0
-639.0;974.0;58;-136.0;289.0;259.0;-938.0
-209.0;1059.0;119;47.0;-36.0;358.0;-990.0
-292.0;1047.0;140;-414.0;135.0;446.0;-982.0
-126.0;812.0;-167;-289.0;-664.0;936.0;-709.0
219.0;953.0;-166;-391.0;-559.0;873.0;-894.0
308.0;547.0;-160;-393.0;-266.0;934.0;-378.0
-70.0;1001.0;-139;-85.0;-517.0;615.0;-860.0
-132.0;889.0;120;185.0;79.0;-109.0;-842.0
-208.0;957.0;119;8.0;-4.0;359.0;-995.0
133.0;1070.0;166;-277.0;-36.0;768.0;-957.0
-137.0;967.0;141;-156.0;291.0;441.0;-957.0
-162.0;1016.0;141;-162.0;320.0;496.0;-917.0
243.0;925.0;156;-742.0;36.0;442.0;-977.0
-137.0;991.0;140;-94.0;321.0;447.0;-971.0
-289.0;1094.0;139;265.0;147.0;419.0;-980.0
-265.0;885.0;-97;-67.0;-318.0;715.0;-799.0
-130.0;1011.0;141;-128.0;289.0;437.0;-959.0
-113.0;1011.0;141;-155.0;287.0;437.0;-950.0
-394.0;949.0;-94;-195.0;451.0;399.0;-959.0
-149.0;1004.0;141;-80.0;292.0;388.0;-914.0
-302.0;843.0;101;171.0;-218.0;766.0;-1140.0
-401.0;550.0;44;71.0;-189.0;364.0;-908.0
-132.0;1003.0;12;20.0;-262.0;631.0;-819.0
-513.0;1331.0;-43;-47.0;229.0;176.0;-987.0
-88.0;970.0;141;-219.0;266.0;482.0;-945.0
-28.0;1203.0;-62;-9.0;-120.0;656.0;-775.0
-121.0;981.0;70;-119.0;262.0;866.0;-863.0
-841.0;910.0;114;-447.0;-472.0;610.0;-895.0
107.0;993.0;-89;369.0;-295.0;656.0;-1078.0
-39.0;903.0;74;-76.0;-193.0;585.0;-851.0
-112.0;1542.0;-84;-26.0;-21.0;256.0;-1508.0
-23.0;977.0;11;-270.0;-409.0;165.0;-1053.0
-118.0;1089.0;19;8.0;-356.0;140.0;-901.0
-98.0;877.0;142;-130.0;188.0;491.0;-726.0
89.0;1011.0;111;70.0;45.0;377.0;-956.0
-580.0;710.0;59;84.0;-248.0;615.0;-735.0
-154.0;910.0;90;-387.0;-534.0;679.0;-997.0
117.0;935.0;138;99.0;-106.0;163.0;-874.0
-184.0;874.0;98;66.0;-56.0;265.0;-695.0
118.0;696.0;46;32.0;-335.0;248.0;-884.0
283.0;822.0;-169;-229.0;-213.0;640.0;-870.0
132.0;1092.0;34;-255.0;-200.0;249.0;-992.0
28.0;1032.0;49;-114.0;-201.0;221.0;-963.0
196.0;834.0;-172;-257.0;-83.0;487.0;-802.0
156.0;965.0;-166;51.0;-514.0;1013.0;-874.0
-33.0;941.0;31;18.0;-122.0;285.0;-937.0
-162.0;613.0;-151;-167.0;-382.0;886.0;-575.0
0.0;928.0;-166;-459.0;-498.0;734.0;-814.0
-141.0;947.0;25;47.0;17.0;553.0;-918.0
-222.0;885.0;-98;-7.0;-319.0;258.0;-872.0
-162.0;984.0;-150;9.0;-11.0;627.0;-1013.0
-490.0;1043.0;118;408.0;221.0;872.0;-929.0
-114.0;943.0;-81;406.0;-105.0;573.0;-957.0
-228.0;929.0;-123;166.0;-308.0;747.0;-840.0
-495.0;1000.0;-27;-421.0;583.0;441.0;-907.0
-135.0;992.0;141;-144.0;295.0;381.0;-954.0
6.0;1050.0;83;7.0;176.0;253.0;-981.0
-84.0;1009.0;122;-54.0;366.0;238.0;-960.0
-29.0;1009.0;113;158.0;370.0;231.0;-988.0
150.0;922.0;-166;-205.0;-361.0;601.0;-840.0
370.0;1017.0;-123;278.0;-402.0;787.0;-974.0
-288.0;1095.0;139;60.0;159.0;400.0;-992.0
-149.0;844.0;-43;-311.0;368.0;319.0;-806.0
-476.0;1043.0;83;156.0;578.0;308.0;-986.0
-246.0;1026.0;119;53.0;457.0;298.0;-979.0
1.0;1041.0;83;19.0;193.0;233.0;-978.0
-315.0;1218.0;-210;40.0;365.0;947.0;-854.0
-554.0;1130.0;83;-119.0;501.0;558.0;-1079.0
-369.0;956.0;-92;-52.0;-292.0;341.0;-949.0
-212.0;1004.0;-129;72.0;-344.0;587.0;-890.0
-51.0;1011.0;-127;-251.0;-449.0;285.0;-952.0
-125.0;874.0;-9;111.0;-520.0;129.0;-736.0
-496.0;1058.0;32;-111.0;105.0;227.0;-1088.0
452.0;1014.0;-81;-279.0;-588.0;649.0;-948.0
-425.0;804.0;2;87.0;255.0;105.0;-618.0
-390.0;1386.0;-172;356.0;-94.0;684.0;-1142.0
-200.0;727.0;104;109.0;157.0;220.0;-1144.0
-146.0;1254.0;0;47.0;-559.0;107.0;-919.0
-480.0;878.0;-58;107.0;-193.0;222.0;-633.0
1.0;1012.0;109;44.0;189.0;196.0;-968.0
-204.0;1057.0;-127;-128.0;-314.0;607.0;-784.0
-386.0;649.0;2;118.0;-186.0;347.0;-623.0
-88.0;779.0;-53;-65.0;-371.0;-41.0;-808.0
-19.0;963.0;-166;-37.0;-562.0;764.0;-792.0
130.0;1278.0;-56;-512.0;-187.0;633.0;-909.0
-382.0;26.0;162;-726.0;-552.0;679.0;-72.0
-93.0;829.0;-164;-184.0;-435.0;485.0;-620.0
-201.0;935.0;-164;-33.0;-558.0;490.0;-725.0
-58.0;845.0;-166;339.0;-556.0;489.0;-682.0
-114.0;720.0;-167;123.0;-454.0;961.0;-673.0
22.0;913.0;134;286.0;-132.0;-150.0;-784.0
-107.0;894.0;111;114.0;-17.0;428.0;-893.0
-111.0;1007.0;139;-121.0;297.0;431.0;-939.0
-542.0;952.0;84;87.0;601.0;230.0;-946.0
-320.0;1105.0;125;292.0;144.0;54.0;-988.0
-93.0;841.0;-30;-163.0;-541.0;549.0;-849.0
154.0;1078.0;-87;-46.0;-268.0;534.0;-652.0
-18.0;1008.0;109;-29.0;210.0;195.0;-965.0
-16.0;810.0;-167;-112.0;-597.0;651.0;-917.0
9.0;945.0;-168;125.0;-86.0;930.0;-878.0
-69.0;961.0;139;-74.0;270.0;439.0;-937.0
-64.0;1013.0;122;30.0;390.0;263.0;-976.0
-336.0;870.0;101;32.0;-281.0;225.0;-799.0
-7.0;1033.0;122;68.0;325.0;327.0;-966.0
-333.0;807.0;-164;-207.0;-382.0;485.0;-832.0
104.0;672.0;-151;21.0;-288.0;902.0;-491.0
82.0;961.0;111;226.0;111.0;308.0;-1084.0
-334.0;790.0;-164;-193.0;-377.0;536.0;-834.0
49.0;1019.0;83;44.0;142.0;265.0;-992.0
-58.0;960.0;139;45.0;254.0;398.0;-938.0
-40.0;1005.0;139;-77.0;218.0;403.0;-879.0
-376.0;904.0;-164;-141.0;-317.0;614.0;-816.0
71.0;850.0;-157;-653.0;-580.0;602.0;-735.0
113.0;866.0;164;-129.0;-168.0;335.0;-1080.0
242.0;667.0;-157;-139.0;-691.0;798.0;-600.0
-315.0;952.0;-57;-916.0;139.0;351.0;-856.0
-108.0;1044.0;-166;-260.0;-160.0;496.0;-1054.0
161.0;647.0;-157;-318.0;-696.0;823.0;-853.0
25.0;980.0;-123;-183.0;-377.0;582.0;-895.0
142.0;838.0;-140;-287.0;-145.0;695.0;-1039.0
-218.0;898.0;34;4.0;-500.0;565.0;-839.0
71.0;1014.0;-172;37.0;-339.0;677.0;-921.0
-1.0;1040.0;83;-57.0;197.0;248.0;-987.0
6.0;1040.0;83;50.0;186.0;276.0;-986.0
-70.0;1019.0;-123;-126.0;-362.0;539.0;-958.0
83.0;1209.0;-121;-217.0;-120.0;713.0;-1011.0
-152.0;976.0;37;80.0;-524.0;547.0;-794.0
-112.0;1058.0;-123;-66.0;-378.0;670.0;-1010.0
15.0;1056.0;83;-29.0;242.0;200.0;-1017.0
-658.0;986.0;100;-569.0;-73.0;840.0;-929.0
-592.0;862.0;34;70.0;173.0;596.0;-828.0
-517.0;1032.0;25;-655.0;-61.0;284.0;-851.0
299.0;1000.0;-87;-178.0;-395.0;548.0;-815.0
-487.0;948.0;8;-66.0;-34.0;545.0;-893.0
-483.0;926.0;8;-63.0;-57.0;443.0;-861.0
109.0;969.0;-97;710.0;-370.0;566.0;-878.0
-663.0;854.0;59;33.0;339.0;200.0;-819.0
-545.0;957.0;48;-254.0;176.0;1192.0;-1059.0
-504.0;875.0;90;-92.0;254.0;534.0;-937.0
-322.0;920.0;-26;14.0;52.0;643.0;-882.0
-233.0;1009.0;-118;156.0;147.0;467.0;-869.0
-18.0;848.0;-166;6.0;383.0;802.0;-876.0
-119.0;981.0;-98;88.0;-11.0;558.0;-955.0
-174.0;1003.0;-123;117.0;-198.0;768.0;-935.0
51.0;835.0;-168;-356.0;-368.0;375.0;-721.0
-124.0;983.0;-123;-77.0;-380.0;661.0;-961.0
-457.0;918.0;25;-59.0;14.0;302.0;-992.0
-145.0;1036.0;-123;128.0;-432.0;479.0;-896.0
88.0;1073.0;-140;-141.0;17.0;616.0;-745.0
-352.0;911.0;176;-191.0;-54.0;478.0;-1092.0
-132.0;970.0;-123;-96.0;-378.0;613.0;-948.0
272.0;995.0;-167;24.0;-531.0;709.0;-921.0
-205.0;932.0;-123;187.0;-402.0;575.0;-914.0
-426.0;1007.0;160;57.0;-23.0;469.0;-1164.0
20.0;1146.0;-126;420.0;-496.0;469.0;-925.0
-435.0;880.0;113;329.0;274.0;274.0;-741.0
-140.0;1027.0;119;71.0;360.0;219.0;-958.0
-254.0;939.0;139;-200.0;359.0;303.0;-944.0
14.0;1065.0;118;92.0;148.0;217.0;-979.0
282.0;1012.0;-153;-654.0;-623.0;739.0;-943.0
472.0;816.0;-74;-63.0;-685.0;327.0;-804.0
-111.0;876.0;-82;80.0;-28.0;534.0;-1526.0
31.0;973.0;83;-56.0;250.0;301.0;-917.0
143.0;1135.0;-69;-370.0;-63.0;64.0;-667.0
-65.0;936.0;139;12.0;209.0;235.0;-821.0
66.0;1329.0;53;34.0;-265.0;159.0;-1117.0
127.0;974.0;112;220.0;74.0;159.0;-1259.0
-565.0;819.0;141;101.0;-49.0;-46.0;-827.0
-328.0;865.0;-48;182.0;-164.0;198.0;-843.0
219.0;920.0;153;39.0;-179.0;348.0;-877.0
17.0;1023.0;120;106.0;149.0;134.0;-1012.0
-3.0;1037.0;83;103.0;185.0;226.0;-982.0
-25.0;1011.0;109;26.0;216.0;218.0;-961.0
110.0;1048.0;117;-3.0;113.0;290.0;-969.0
-72.0;1070.0;-166;-146.0;-447.0;313.0;-793.0
221.0;880.0;-66;174.0;-586.0;546.0;-856.0
351.0;965.0;175;-204.0;-141.0;772.0;-993.0
-192.0;986.0;141;-484.0;241.0;330.0;-875.0
18.0;990.0;83;1.0;272.0;360.0;-992.0
-363.0;1104.0;125;549.0;136.0;242.0;-1032.0
102.0;774.0;-140;-369.0;151.0;315.0;-758.0
103.0;1086.0;110;195.0;200.0;320.0;-961.0
-381.0;956.0;144;-559.0;129.0;681.0;-920.0
104.0;963.0;45;263.0;-278.0;181.0;-648.0
-521.0;925.0;-126;-563.0;-122.0;452.0;-805.0
-54.0;1000.0;122;1.0;363.0;199.0;-965.0
-145.0;1052.0;9;-836.0;-263.0;273.0;-916.0
-349.0;1213.0;43;184.0;-204.0;255.0;-972.0
