InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
106.0;235.0;-868.0;-237.0;-378.0;621.0;582.0
95.0;232.0;-857.0;-246.0;-389.0;628.0;581.0
90.0;?;-853.0;-247.0;-396.0;621.0;582.0
93.0;234.0;-851.0;-243.0;?;?;583.0
?;240.0;-847.0;-241.0;?;607.0;586.0
111.0;244.0;-842.0;-241.0;?;609.0;589.0
?;249.0;-836.0;-241.0;-409.0;?;593.0
?;254.0;?;?;-411.0;616.0;596.0
152.0;259.0;?;?;-408.0;610.0;599.0
?;?;-816.0;-231.0;-405.0;600.0;?
?;268.0;-807.0;-220.0;-403.0;?;?
219.0;?;?;-209.0;-401.0;?;618.0
?;?;-777.0;-199.0;-399.0;579.0;627.0
?;?;-121.0;229.0;-182.0;-285.0;434.0
798.0;696.0;-121.0;229.0;-179.0;-279.0;?
801.0;694.0;-122.0;229.0;?;-272.0;444.0
804.0;690.0;-124.0;229.0;?;-264.0;451.0
808.0;683.0;-129.0;230.0;?;-256.0;461.0
814.0;672.0;-139.0;227.0;-167.0;-241.0;478.0
815.0;654.0;?;219.0;-167.0;?;503.0
?;631.0;?;207.0;?;-180.0;537.0
?;607.0;-235.0;191.0;-175.0;-129.0;576.0
811.0;584.0;-282.0;176.0;-175.0;-66.0;616.0
797.0;560.0;-343.0;173.0;-176.0;1.0;657.0
770.0;535.0;-423.0;176.0;?;75.0;697.0
730.0;?;-509.0;174.0;-198.0;163.0;731.0
674.0;?;?;162.0;-199.0;258.0;755.0
600.0;?;-680.0;141.0;-197.0;?;770.0
520.0;434.0;-751.0;135.0;?;427.0;772.0
436.0;?;-804.0;119.0;-185.0;493.0;?
?;390.0;-843.0;75.0;-193.0;564.0;741.0
?;364.0;-871.0;25.0;-210.0;617.0;?
?;337.0;-884.0;-26.0;-234.0;652.0;675.0
150.0;308.0;-884.0;-72.0;?;666.0;641.0
110.0;?;-877.0;-110.0;-288.0;656.0;609.0
?;268.0;-867.0;-144.0;-312.0;654.0;588.0
66.0;259.0;-861.0;-170.0;-329.0;656.0;578.0
58.0;251.0;-855.0;?;-342.0;654.0;576.0
?;248.0;-850.0;?;-352.0;657.0;?
61.0;247.0;-845.0;-202.0;-359.0;?;?
66.0;245.0;?;-208.0;-365.0;653.0;?
73.0;?;?;?;-367.0;647.0;578.0
80.0;?;-839.0;-215.0;-369.0;650.0;582.0
89.0;240.0;-837.0;?;-372.0;654.0;584.0
100.0;239.0;-830.0;-224.0;-376.0;650.0;585.0
118.0;240.0;-818.0;-227.0;-379.0;639.0;585.0
142.0;245.0;-802.0;-228.0;-378.0;622.0;?
170.0;256.0;-787.0;-227.0;-375.0;605.0;587.0
201.0;?;-768.0;-228.0;?;589.0;?
843.0;627.0;-174.0;?;-132.0;-180.0;546.0
844.0;628.0;-172.0;?;?;-178.0;547.0
845.0;?;?;252.0;?;-176.0;549.0
845.0;627.0;?;252.0;-127.0;?;550.0
846.0;625.0;-169.0;251.0;-125.0;-168.0;553.0
848.0;621.0;-171.0;248.0;-125.0;-163.0;557.0
?;616.0;-179.0;241.0;-129.0;-153.0;565.0
850.0;610.0;-194.0;?;-137.0;-136.0;?
847.0;600.0;?;220.0;-147.0;?;594.0
?;585.0;-252.0;204.0;-159.0;-75.0;620.0
830.0;?;?;189.0;-172.0;-28.0;654.0
809.0;545.0;-365.0;?;-187.0;33.0;?
772.0;522.0;-446.0;149.0;-202.0;111.0;719.0
717.0;496.0;-539.0;130.0;?;197.0;747.0
644.0;467.0;-637.0;?;?;286.0;765.0
555.0;?;-729.0;94.0;?;374.0;772.0
458.0;405.0;?;78.0;-243.0;447.0;?
?;369.0;-860.0;45.0;?;513.0;744.0
?;340.0;-898.0;-17.0;?;?;717.0
175.0;307.0;-924.0;-84.0;-250.0;635.0;682.0
100.0;276.0;-936.0;-138.0;-264.0;668.0;646.0
45.0;249.0;-937.0;-180.0;-280.0;684.0;?
?;230.0;-933.0;?;-296.0;697.0;600.0
-13.0;219.0;-928.0;-233.0;-314.0;704.0;?
-28.0;216.0;-921.0;-246.0;-334.0;694.0;582.0
-29.0;213.0;-912.0;-252.0;-354.0;?;578.0
-18.0;214.0;-903.0;?;-368.0;675.0;582.0
?;218.0;-899.0;-247.0;?;670.0;590.0
?;224.0;-898.0;-238.0;-373.0;673.0;597.0
27.0;230.0;-898.0;-233.0;?;680.0;602.0
43.0;233.0;-897.0;-230.0;?;681.0;605.0
57.0;235.0;-893.0;-228.0;-375.0;676.0;606.0
?;236.0;-888.0;-227.0;-373.0;669.0;607.0
104.0;?;-881.0;-226.0;-371.0;?;608.0
?;247.0;-871.0;?;-368.0;642.0;610.0
?;259.0;-855.0;-221.0;-365.0;?;615.0
223.0;276.0;-833.0;-215.0;?;602.0;622.0
?;651.0;-195.0;373.0;-73.0;-178.0;538.0
?;649.0;-198.0;375.0;-75.0;-175.0;542.0
861.0;?;-203.0;?;-75.0;-166.0;549.0
861.0;642.0;-213.0;368.0;?;-153.0;557.0
?;636.0;-227.0;360.0;-82.0;-136.0;567.0
853.0;627.0;?;?;-88.0;-113.0;582.0
847.0;615.0;-278.0;336.0;-104.0;-86.0;?
838.0;599.0;-314.0;319.0;-126.0;-52.0;624.0
823.0;576.0;-359.0;?;?;-10.0;653.0
800.0;549.0;-418.0;270.0;-178.0;39.0;682.0
766.0;522.0;-487.0;238.0;-204.0;?;?
?;492.0;-559.0;198.0;-220.0;166.0;733.0
660.0;459.0;-635.0;157.0;-234.0;242.0;753.0
584.0;?;-709.0;?;-251.0;322.0;762.0
496.0;401.0;-773.0;68.0;-270.0;409.0;?
399.0;381.0;-829.0;25.0;-291.0;489.0;747.0
299.0;352.0;-869.0;-15.0;-309.0;553.0;711.0
?;321.0;-893.0;?;-323.0;593.0;666.0
130.0;285.0;-902.0;?;-340.0;607.0;616.0
66.0;258.0;-903.0;-163.0;-359.0;611.0;578.0
23.0;247.0;-897.0;-193.0;-376.0;?;554.0
-2.0;248.0;-890.0;-206.0;-388.0;632.0;547.0
-9.0;252.0;-884.0;-207.0;-393.0;640.0;?
-6.0;?;-878.0;-201.0;-398.0;637.0;552.0
-1.0;263.0;?;?;-405.0;631.0;556.0
6.0;268.0;-869.0;?;-410.0;629.0;?
?;271.0;-868.0;-186.0;-410.0;628.0;570.0
25.0;273.0;-867.0;-183.0;-409.0;?;577.0
29.0;274.0;-868.0;-182.0;?;634.0;583.0
34.0;276.0;-869.0;-185.0;-408.0;640.0;587.0
?;274.0;-868.0;-184.0;-410.0;640.0;589.0
?;274.0;?;-186.0;-411.0;641.0;590.0
45.0;273.0;-867.0;-187.0;?;644.0;593.0
49.0;271.0;?;-190.0;-415.0;647.0;594.0
64.0;270.0;-862.0;-195.0;-414.0;646.0;595.0
85.0;271.0;-854.0;-196.0;-413.0;?;599.0
113.0;?;-844.0;-197.0;-412.0;?;?
821.0;598.0;-231.0;295.0;-62.0;-124.0;560.0
821.0;?;-229.0;?;-59.0;-124.0;?
822.0;600.0;?;303.0;-55.0;?;?
823.0;601.0;-229.0;?;-53.0;-122.0;566.0
825.0;?;-229.0;?;-49.0;-121.0;569.0
827.0;?;-230.0;308.0;-47.0;-119.0;?
829.0;598.0;-233.0;309.0;-46.0;-115.0;578.0
830.0;598.0;-238.0;307.0;?;-106.0;584.0
829.0;?;-250.0;?;?;-93.0;?
827.0;596.0;-265.0;302.0;-57.0;-75.0;?
821.0;595.0;-285.0;?;-58.0;-52.0;619.0
?;594.0;?;299.0;-59.0;-23.0;635.0
802.0;?;?;294.0;-59.0;?;658.0
789.0;?;-383.0;?;-61.0;59.0;?
772.0;570.0;-430.0;286.0;-61.0;?;703.0
749.0;562.0;-485.0;279.0;?;168.0;724.0
720.0;549.0;-545.0;267.0;-46.0;?;?
?;533.0;?;255.0;?;321.0;767.0
641.0;518.0;?;256.0;0.0;399.0;?
?;503.0;-729.0;?;34.0;474.0;792.0
518.0;?;-786.0;268.0;68.0;?;?
456.0;472.0;-832.0;279.0;104.0;607.0;800.0
395.0;455.0;?;283.0;143.0;?;797.0
334.0;440.0;?;278.0;182.0;708.0;792.0
281.0;425.0;-901.0;279.0;218.0;746.0;788.0
231.0;415.0;-909.0;287.0;?;768.0;785.0
181.0;?;-912.0;290.0;294.0;?;780.0
134.0;407.0;-911.0;287.0;330.0;818.0;775.0
92.0;403.0;-907.0;292.0;?;837.0;769.0
52.0;398.0;-899.0;305.0;385.0;841.0;762.0
?;?;-890.0;319.0;405.0;836.0;757.0
4.0;?;?;328.0;423.0;832.0;752.0
?;415.0;-875.0;337.0;442.0;828.0;747.0
22.0;?;-868.0;?;463.0;?;745.0
?;439.0;-858.0;372.0;488.0;825.0;?
?;454.0;-845.0;398.0;513.0;827.0;?
119.0;476.0;-831.0;?;535.0;830.0;747.0
150.0;497.0;-817.0;448.0;552.0;831.0;?
176.0;513.0;?;?;565.0;828.0;740.0
194.0;535.0;-793.0;494.0;576.0;821.0;?
210.0;558.0;?;516.0;584.0;814.0;732.0
225.0;579.0;-775.0;?;591.0;807.0;728.0
235.0;599.0;-768.0;554.0;595.0;800.0;723.0
?;617.0;?;573.0;?;791.0;717.0
247.0;631.0;-758.0;591.0;604.0;?;712.0
?;644.0;-754.0;607.0;?;776.0;?
?;657.0;?;620.0;609.0;770.0;?
252.0;?;-751.0;628.0;610.0;765.0;699.0
250.0;671.0;-751.0;633.0;611.0;?;696.0
249.0;673.0;-751.0;636.0;611.0;757.0;695.0
248.0;674.0;-751.0;?;?;754.0;696.0
?;675.0;-752.0;636.0;611.0;?;698.0
242.0;674.0;-754.0;?;611.0;755.0;698.0
240.0;674.0;-755.0;633.0;610.0;755.0;699.0
237.0;?;-756.0;633.0;610.0;?;699.0
236.0;673.0;?;632.0;?;756.0;699.0
234.0;672.0;-757.0;?;?;756.0;700.0
233.0;671.0;-758.0;632.0;608.0;756.0;700.0
232.0;?;-759.0;?;?;756.0;701.0
?;?;-759.0;633.0;607.0;754.0;702.0
232.0;671.0;-759.0;635.0;607.0;753.0;704.0
232.0;671.0;-759.0;?;608.0;751.0;?
232.0;?;-758.0;639.0;?;748.0;709.0
?;?;?;642.0;?;745.0;711.0
?;668.0;-758.0;?;610.0;?;714.0
225.0;666.0;-758.0;651.0;612.0;734.0;718.0
221.0;665.0;-758.0;657.0;613.0;728.0;721.0
218.0;665.0;-757.0;662.0;614.0;722.0;723.0
?;665.0;-758.0;667.0;615.0;717.0;?
210.0;?;?;670.0;?;713.0;727.0
205.0;667.0;-758.0;?;618.0;711.0;728.0
198.0;667.0;-759.0;?;620.0;710.0;?
189.0;666.0;-760.0;676.0;621.0;710.0;?
?;?;-761.0;?;?;711.0;733.0
167.0;663.0;?;679.0;623.0;?;735.0
157.0;?;-766.0;681.0;623.0;710.0;736.0
147.0;660.0;?;?;623.0;708.0;?
138.0;?;-770.0;686.0;622.0;706.0;737.0
129.0;?;-773.0;?;621.0;703.0;737.0
118.0;661.0;-774.0;?;621.0;700.0;737.0
111.0;661.0;?;694.0;621.0;697.0;737.0
104.0;661.0;-776.0;?;622.0;695.0;738.0
98.0;660.0;?;696.0;622.0;692.0;738.0
?;660.0;?;696.0;622.0;691.0;739.0
84.0;659.0;-778.0;696.0;621.0;689.0;740.0
78.0;659.0;-778.0;695.0;621.0;689.0;741.0
73.0;658.0;-778.0;?;?;688.0;742.0
69.0;657.0;-778.0;694.0;?;686.0;743.0
66.0;?;?;694.0;623.0;?;744.0
65.0;654.0;-778.0;693.0;623.0;?;?
?;654.0;-777.0;?;623.0;?;746.0
65.0;653.0;-777.0;691.0;623.0;685.0;747.0
64.0;?;?;691.0;622.0;685.0;747.0
?;652.0;?;690.0;?;685.0;748.0
113.0;667.0;-777.0;?;614.0;706.0;738.0
114.0;667.0;-777.0;679.0;?;706.0;738.0
116.0;668.0;-776.0;679.0;615.0;705.0;737.0
119.0;667.0;-775.0;679.0;615.0;?;?
120.0;667.0;-775.0;680.0;?;705.0;738.0
121.0;?;-776.0;679.0;615.0;706.0;?
120.0;666.0;-775.0;680.0;616.0;706.0;738.0
119.0;666.0;?;679.0;?;706.0;738.0
117.0;665.0;-775.0;680.0;?;706.0;738.0
114.0;?;-776.0;681.0;?;706.0;739.0
111.0;664.0;-776.0;681.0;?;705.0;739.0
108.0;?;-777.0;682.0;616.0;705.0;739.0
105.0;665.0;-778.0;683.0;616.0;704.0;739.0
?;665.0;-780.0;685.0;615.0;702.0;739.0
96.0;?;-781.0;?;614.0;699.0;?
89.0;?;-783.0;?;612.0;696.0;?
82.0;669.0;-786.0;?;610.0;693.0;737.0
73.0;670.0;-788.0;693.0;?;689.0;736.0
64.0;?;-790.0;695.0;?;685.0;735.0
54.0;?;-792.0;697.0;?;681.0;735.0
43.0;671.0;-793.0;699.0;?;677.0;735.0
?;670.0;-793.0;700.0;?;673.0;735.0
?;670.0;-795.0;?;602.0;?;734.0
15.0;669.0;-796.0;703.0;600.0;667.0;734.0
?;668.0;-797.0;703.0;599.0;665.0;735.0
?;666.0;-796.0;703.0;599.0;664.0;735.0
?;666.0;-796.0;702.0;?;663.0;735.0
-14.0;665.0;-796.0;701.0;598.0;?;?
-17.0;664.0;-795.0;700.0;599.0;665.0;735.0
-17.0;662.0;-794.0;699.0;599.0;667.0;736.0
-14.0;662.0;-793.0;697.0;601.0;?;737.0
?;661.0;-792.0;696.0;?;?;?
?;661.0;-792.0;695.0;602.0;672.0;739.0
11.0;662.0;?;?;602.0;674.0;739.0
?;663.0;-793.0;694.0;601.0;?;739.0
31.0;664.0;-792.0;?;?;678.0;739.0
34.0;663.0;-790.0;689.0;604.0;681.0;740.0
16.0;?;-788.0;?;?;687.0;743.0
4.0;663.0;-784.0;684.0;612.0;695.0;743.0
9.0;663.0;-783.0;678.0;615.0;703.0;744.0
19.0;661.0;-779.0;672.0;621.0;705.0;746.0
27.0;656.0;-776.0;668.0;624.0;706.0;751.0
38.0;653.0;-774.0;666.0;?;705.0;?
47.0;653.0;-772.0;664.0;?;707.0;754.0
?;656.0;-771.0;662.0;627.0;710.0;?
69.0;658.0;-770.0;661.0;?;?;750.0
?;658.0;-768.0;662.0;629.0;711.0;750.0
91.0;659.0;?;?;629.0;708.0;749.0
94.0;660.0;-769.0;668.0;627.0;705.0;749.0
94.0;?;-770.0;668.0;624.0;704.0;747.0
94.0;663.0;-772.0;668.0;622.0;705.0;746.0
92.0;664.0;-774.0;?;620.0;705.0;745.0
90.0;665.0;-776.0;?;618.0;705.0;?
88.0;666.0;?;670.0;616.0;?;743.0
85.0;667.0;-779.0;672.0;615.0;?;742.0
81.0;668.0;?;673.0;613.0;701.0;741.0
79.0;668.0;-782.0;675.0;612.0;699.0;741.0
78.0;669.0;-782.0;677.0;611.0;?;740.0
77.0;?;-783.0;678.0;611.0;?;?
74.0;?;-783.0;679.0;611.0;?;739.0
72.0;669.0;-784.0;?;611.0;700.0;739.0
?;668.0;-784.0;679.0;611.0;700.0;740.0
73.0;?;?;681.0;611.0;699.0;?
74.0;668.0;?;681.0;610.0;699.0;?
74.0;669.0;-785.0;?;609.0;698.0;?
73.0;670.0;-787.0;?;608.0;698.0;737.0
75.0;670.0;?;683.0;607.0;?;736.0
?;670.0;-788.0;?;607.0;696.0;736.0
75.0;670.0;-788.0;687.0;607.0;695.0;?
73.0;671.0;?;688.0;606.0;694.0;736.0
?;670.0;-789.0;688.0;606.0;694.0;?
70.0;670.0;-789.0;689.0;607.0;693.0;736.0
67.0;669.0;-789.0;690.0;608.0;692.0;736.0
65.0;668.0;-788.0;690.0;?;691.0;737.0
61.0;?;-789.0;691.0;609.0;690.0;738.0
55.0;667.0;?;692.0;609.0;689.0;738.0
48.0;667.0;-789.0;693.0;610.0;687.0;738.0
39.0;667.0;-790.0;?;609.0;?;?
?;?;-792.0;696.0;607.0;682.0;737.0
22.0;668.0;-793.0;698.0;?;680.0;?
18.0;669.0;-795.0;699.0;603.0;?;?
16.0;670.0;-795.0;700.0;?;678.0;734.0
16.0;670.0;?;701.0;?;?;?
69.0;?;-790.0;?;602.0;698.0;730.0
70.0;?;-789.0;681.0;603.0;?;730.0
71.0;678.0;-789.0;680.0;604.0;699.0;?
72.0;678.0;?;680.0;605.0;699.0;?
73.0;677.0;-787.0;680.0;605.0;?;731.0
?;677.0;-787.0;680.0;606.0;700.0;732.0
75.0;676.0;-787.0;680.0;606.0;700.0;732.0
76.0;676.0;-787.0;?;606.0;701.0;?
76.0;675.0;-786.0;679.0;607.0;701.0;734.0
75.0;?;-786.0;679.0;607.0;700.0;734.0
75.0;674.0;?;680.0;?;700.0;734.0
74.0;?;-786.0;680.0;?;?;735.0
75.0;674.0;-786.0;?;607.0;700.0;?
76.0;?;-786.0;681.0;607.0;700.0;734.0
77.0;675.0;-786.0;682.0;607.0;699.0;733.0
78.0;675.0;-786.0;683.0;607.0;?;733.0
?;?;-786.0;685.0;607.0;697.0;733.0
80.0;676.0;-788.0;686.0;606.0;696.0;732.0
80.0;677.0;-789.0;687.0;604.0;696.0;731.0
80.0;678.0;-790.0;687.0;?;695.0;730.0
78.0;679.0;?;688.0;?;694.0;729.0
76.0;679.0;-793.0;689.0;600.0;693.0;729.0
73.0;680.0;?;?;600.0;?;728.0
?;680.0;-794.0;691.0;599.0;691.0;727.0
68.0;681.0;?;692.0;600.0;691.0;727.0
66.0;680.0;-794.0;692.0;600.0;690.0;727.0
64.0;680.0;-793.0;692.0;601.0;?;?
63.0;680.0;?;691.0;601.0;?;728.0
64.0;680.0;-792.0;?;602.0;?;728.0
64.0;679.0;-793.0;690.0;601.0;692.0;728.0
66.0;679.0;-793.0;689.0;601.0;693.0;728.0
69.0;678.0;-792.0;?;?;?;729.0
?;678.0;-791.0;686.0;?;696.0;729.0
71.0;681.0;-790.0;?;601.0;700.0;?
68.0;?;-786.0;680.0;605.0;703.0;730.0
66.0;676.0;-782.0;683.0;?;?;?
72.0;676.0;-780.0;681.0;613.0;710.0;730.0
?;675.0;-777.0;677.0;617.0;713.0;732.0
89.0;670.0;?;?;?;715.0;?
96.0;667.0;?;672.0;?;?;740.0
95.0;667.0;?;670.0;618.0;715.0;740.0
91.0;?;-777.0;668.0;616.0;717.0;739.0
?;671.0;-778.0;?;?;718.0;?
91.0;671.0;?;667.0;614.0;719.0;737.0
?;672.0;?;668.0;614.0;718.0;736.0
93.0;672.0;-779.0;?;613.0;?;736.0
95.0;?;-779.0;668.0;?;718.0;735.0
97.0;673.0;-780.0;667.0;611.0;719.0;735.0
102.0;673.0;-779.0;667.0;611.0;?;735.0
108.0;673.0;-779.0;666.0;610.0;?;735.0
113.0;673.0;-778.0;666.0;610.0;719.0;735.0
?;673.0;?;666.0;610.0;718.0;734.0
116.0;?;-778.0;?;610.0;718.0;734.0
?;675.0;-777.0;667.0;?;717.0;?
117.0;675.0;?;668.0;?;716.0;732.0
118.0;?;-777.0;668.0;611.0;716.0;?
117.0;676.0;-777.0;?;?;715.0;731.0
116.0;?;-778.0;669.0;610.0;716.0;731.0
115.0;677.0;-779.0;668.0;609.0;716.0;730.0
115.0;677.0;-780.0;668.0;607.0;716.0;730.0
?;677.0;-780.0;667.0;?;716.0;730.0
119.0;676.0;-781.0;?;605.0;716.0;730.0
120.0;677.0;-781.0;667.0;604.0;716.0;730.0
122.0;677.0;-782.0;667.0;?;715.0;730.0
?;677.0;-781.0;?;604.0;716.0;730.0
125.0;677.0;-781.0;?;604.0;?;730.0
124.0;676.0;-781.0;667.0;604.0;716.0;730.0
125.0;676.0;-780.0;666.0;605.0;716.0;?
126.0;?;-779.0;665.0;606.0;?;731.0
127.0;674.0;?;665.0;607.0;718.0;732.0
?;673.0;-778.0;?;608.0;718.0;732.0
?;673.0;-778.0;665.0;608.0;718.0;732.0
?;673.0;-777.0;665.0;609.0;718.0;732.0
?;673.0;-777.0;?;609.0;718.0;732.0
128.0;672.0;-777.0;?;610.0;717.0;732.0
129.0;672.0;?;670.0;?;716.0;733.0
?;671.0;-778.0;672.0;609.0;714.0;733.0
125.0;671.0;?;673.0;609.0;713.0;733.0
119.0;671.0;-781.0;674.0;608.0;713.0;?
111.0;671.0;-783.0;674.0;607.0;712.0;734.0
103.0;671.0;-784.0;675.0;607.0;712.0;734.0
94.0;670.0;-785.0;675.0;607.0;712.0;?
87.0;669.0;-785.0;675.0;607.0;711.0;736.0
82.0;668.0;?;675.0;608.0;711.0;738.0
79.0;666.0;?;675.0;609.0;711.0;?
75.0;664.0;-781.0;673.0;?;711.0;741.0
63.0;664.0;-779.0;?;612.0;714.0;?
51.0;662.0;-775.0;665.0;616.0;717.0;744.0
44.0;?;-770.0;665.0;624.0;719.0;743.0
?;?;-769.0;?;627.0;?;743.0
50.0;663.0;?;660.0;630.0;725.0;744.0
54.0;?;-766.0;658.0;631.0;724.0;?
61.0;?;-767.0;658.0;?;?;751.0
64.0;658.0;?;657.0;627.0;722.0;749.0
63.0;662.0;-772.0;657.0;624.0;722.0;?
65.0;664.0;-773.0;658.0;622.0;?;?
?;666.0;?;?;620.0;720.0;?
73.0;667.0;-774.0;?;?;717.0;742.0
76.0;667.0;-774.0;664.0;618.0;713.0;742.0
78.0;?;-775.0;665.0;617.0;711.0;?
81.0;?;-774.0;665.0;?;710.0;740.0
?;670.0;?;664.0;?;710.0;739.0
?;670.0;-774.0;?;617.0;712.0;739.0
?;671.0;-774.0;662.0;616.0;713.0;739.0
94.0;671.0;-775.0;661.0;615.0;714.0;739.0
95.0;671.0;?;?;614.0;715.0;738.0
97.0;672.0;-776.0;661.0;613.0;715.0;738.0
99.0;672.0;-776.0;?;612.0;714.0;737.0
100.0;673.0;?;662.0;612.0;714.0;736.0
101.0;674.0;-776.0;662.0;612.0;714.0;?
?;675.0;-776.0;663.0;?;713.0;735.0
102.0;675.0;-777.0;663.0;611.0;713.0;734.0
103.0;?;?;663.0;611.0;713.0;734.0
?;675.0;-777.0;662.0;611.0;714.0;734.0
105.0;676.0;-777.0;?;611.0;715.0;734.0
?;676.0;?;661.0;?;?;734.0
?;675.0;-776.0;660.0;611.0;?;?
108.0;?;-776.0;659.0;?;716.0;734.0
109.0;?;-775.0;659.0;611.0;716.0;?
110.0;675.0;-775.0;659.0;611.0;716.0;734.0
110.0;675.0;-776.0;659.0;611.0;?;734.0
109.0;674.0;-776.0;?;611.0;716.0;734.0
108.0;674.0;-777.0;659.0;610.0;716.0;734.0
107.0;674.0;?;?;610.0;?;734.0
107.0;675.0;-777.0;659.0;610.0;716.0;734.0
?;?;-777.0;?;?;?;733.0
109.0;677.0;-777.0;?;?;?;732.0
?;678.0;-778.0;658.0;?;717.0;?
113.0;678.0;-778.0;658.0;607.0;?;731.0
116.0;678.0;-778.0;658.0;?;717.0;730.0
118.0;679.0;?;659.0;?;716.0;730.0
120.0;679.0;?;658.0;?;?;729.0
122.0;?;-777.0;658.0;606.0;717.0;729.0
124.0;679.0;-776.0;657.0;606.0;718.0;729.0
127.0;680.0;-776.0;656.0;606.0;718.0;728.0
?;?;?;656.0;607.0;?;?
?;679.0;-775.0;656.0;?;719.0;728.0
129.0;679.0;-775.0;656.0;?;?;728.0
