InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LLA Quaternion4;Accelerometer LWR accX;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LUA Quaternion2
121.0;56.0;144;26;-199.0;-144.0;54;174;-43.0;97.0;52.0
71.0;68.0;141;32;-232.0;-195.0;58;173;-76.0;312.0;82.0
65.0;64.0;109;29;-236.0;-164.0;55;174;-102.0;-351.0;84.0
58.0;42.0;109;29;-236.0;-28.0;55;174;-99.0;-318.0;32.0
55.0;37.0;111;29;-233.0;-257.0;55;174;-86.0;33.0;31.0
58.0;31.0;111;29;-238.0;-170.0;55;174;-85.0;192.0;25.0
62.0;24.0;116;29;-235.0;3.0;53;174;-86.0;29.0;16.0
78.0;-7.0;108;31;-221.0;-137.0;49;174;-92.0;-39.0;1.0
84.0;-19.0;101;20;-193.0;-115.0;53;174;-94.0;-7.0;-3.0
87.0;-49.0;94;20;-196.0;-98.0;53;174;-94.0;-42.0;-34.0
89.0;-54.0;140;20;-201.0;-113.0;44;174;-100.0;-5.0;-44.0
98.0;-8.0;72;16;-195.0;-195.0;42;174;-98.0;79.0;2.0
65.0;17.0;73;16;-229.0;-107.0;42;174;-115.0;203.0;16.0
65.0;15.0;73;16;-234.0;-4.0;42;174;-114.0;22.0;10.0
69.0;-13.0;74;16;-228.0;-122.0;42;174;-112.0;19.0;-16.0
71.0;-35.0;76;16;-227.0;-116.0;42;174;-118.0;23.0;-39.0
74.0;-43.0;74;16;-226.0;-75.0;42;174;-119.0;-10.0;-50.0
74.0;-53.0;74;16;-222.0;-143.0;42;174;-125.0;-14.0;-58.0
88.0;-53.0;72;16;-213.0;-78.0;42;174;-124.0;-118.0;-77.0
84.0;-82.0;72;16;-225.0;-138.0;42;174;-152.0;126.0;-115.0
82.0;-79.0;72;16;-234.0;-93.0;42;174;-152.0;160.0;-111.0
84.0;-79.0;72;16;-233.0;-68.0;42;174;-151.0;70.0;-114.0
86.0;-80.0;73;16;-230.0;-21.0;42;174;-153.0;-44.0;-122.0
76.0;-84.0;73;16;-244.0;-60.0;42;174;-157.0;101.0;-144.0
69.0;-81.0;72;16;-250.0;-127.0;42;174;-153.0;74.0;-139.0
69.0;-82.0;72;16;-251.0;-97.0;42;174;-150.0;30.0;-137.0
88.0;-86.0;72;16;-227.0;-74.0;42;174;-143.0;40.0;-146.0
92.0;-85.0;74;16;-221.0;-126.0;42;174;-147.0;64.0;-141.0
91.0;-84.0;73;16;-222.0;-66.0;42;174;-150.0;44.0;-139.0
65.0;-66.0;72;16;-238.0;-116.0;42;174;-141.0;47.0;-107.0
84.0;-90.0;71;16;-220.0;-107.0;42;173;-132.0;121.0;-130.0
82.0;-87.0;72;16;-221.0;-92.0;42;174;-140.0;5.0;-125.0
89.0;-83.0;73;16;-212.0;-114.0;42;174;-132.0;42.0;-126.0
87.0;-92.0;73;16;-224.0;-75.0;42;174;-132.0;-69.0;-146.0
108.0;-103.0;73;16;-201.0;-76.0;42;174;-102.0;90.0;-163.0
109.0;-101.0;73;16;-200.0;-54.0;42;174;-104.0;92.0;-160.0
119.0;-86.0;74;16;-183.0;-71.0;42;174;-117.0;-178.0;-113.0
120.0;-95.0;73;16;-183.0;-119.0;42;174;-117.0;-87.0;-119.0
109.0;-77.0;73;16;-202.0;-29.0;42;174;-118.0;-189.0;-115.0
112.0;-80.0;73;16;-194.0;-105.0;42;174;-111.0;-233.0;-119.0
96.0;-90.0;73;16;-211.0;-58.0;42;174;-115.0;97.0;-128.0
96.0;-85.0;73;16;-212.0;-101.0;42;174;-117.0;52.0;-130.0
90.0;-83.0;73;16;-221.0;-107.0;42;174;-122.0;35.0;-130.0
90.0;-65.0;73;16;-223.0;-133.0;42;174;-111.0;136.0;-110.0
86.0;-63.0;72;16;-229.0;-111.0;42;174;-113.0;141.0;-107.0
53.0;-56.0;73;16;-257.0;-151.0;42;174;-120.0;214.0;-100.0
58.0;-48.0;74;16;-245.0;-99.0;42;174;-113.0;22.0;-93.0
68.0;-50.0;73;16;-236.0;-109.0;42;174;-106.0;36.0;-96.0
70.0;-51.0;74;16;-236.0;-112.0;42;174;-102.0;11.0;-99.0
81.0;-63.0;74;16;-225.0;-119.0;42;174;-92.0;-89.0;-114.0
115.0;-79.0;73;16;-188.0;-87.0;42;174;-65.0;-83.0;-132.0
118.0;-82.0;73;16;-185.0;-118.0;42;174;-62.0;8.0;-135.0
128.0;-86.0;73;16;-176.0;-81.0;42;174;-54.0;-69.0;-138.0
143.0;-97.0;73;16;-161.0;-104.0;42;174;-44.0;-24.0;-146.0
154.0;-108.0;74;16;-149.0;-98.0;42;174;-36.0;-67.0;-156.0
168.0;-129.0;74;16;-133.0;-115.0;42;174;-28.0;14.0;-176.0
170.0;-127.0;74;16;-130.0;-92.0;42;174;-28.0;46.0;-175.0
275.0;-108.0;78;19;-38.0;-134.0;11;174;55.0;145.0;-79.0
-317.0;196.0;0;2;56.0;-79.0;-96;-140;121.0;-179.0;69.0
-189.0;92.0;3;-2;185.0;-150.0;-99;-79;204.0;-344.0;10.0
-99.0;107.0;-13;25;-463.0;30.0;142;-117;-241.0;92.0;236.0
-165.0;169.0;-6;16;-510.0;-123.0;163;-117;-374.0;-8.0;277.0
-222.0;221.0;-4;18;-576.0;-57.0;162;-116;-363.0;28.0;342.0
-196.0;202.0;-3;18;-562.0;-86.0;162;-116;-372.0;-98.0;328.0
-62.0;14.0;16;28;-401.0;-398.0;100;-24;-141.0;742.0;246.0
202.0;-164.0;-1;21;-230.0;52.0;46;-38;-174.0;-301.0;57.0
-180.0;164.0;-3;18;-564.0;-50.0;162;-117;-389.0;56.0;281.0
302.0;-41.0;-30;9;-65.0;-181.0;-11;-157;104.0;496.0;82.0
263.0;21.0;-29;9;-100.0;-21.0;-12;-154;135.0;213.0;117.0
-182.0;167.0;-3;17;-557.0;-41.0;-180;-116;-421.0;112.0;261.0
-184.0;158.0;-3;16;-564.0;-58.0;-175;-116;-470.0;-44.0;262.0
-205.0;204.0;-3;16;-544.0;-57.0;-175;-116;-342.0;-96.0;283.0
-154.0;171.0;-3;16;-496.0;-38.0;-174;-116;-338.0;-18.0;247.0
-191.0;179.0;-3;16;-513.0;-72.0;-174;-115;-262.0;305.0;283.0
-131.0;112.0;-3;15;-447.0;-69.0;-174;-115;-232.0;-2.0;223.0
136.0;-225.0;-147;8;-217.0;55.0;95;-123;-348.0;13.0;-5.0
-81.0;78.0;47;19;-397.0;36.0;102;-146;-508.0;-121.0;211.0
-115.0;80.0;-3;16;-436.0;41.0;-173;-115;-221.0;167.0;194.0
-106.0;99.0;44;18;-429.0;14.0;102;-73;-481.0;-248.0;229.0
-113.0;87.0;-3;16;-428.0;-83.0;-173;-115;-230.0;-59.0;194.0
-348.0;66.0;-152;31;-752.0;97.0;-116;-167;-478.0;1810.0;327.0
-167.0;155.0;-3;16;-482.0;-57.0;-174;-115;-223.0;-534.0;260.0
-138.0;105.0;-3;17;-448.0;-7.0;-173;-115;-247.0;78.0;220.0
597.0;-374.0;119;12;301.0;-41.0;-43;24;-244.0;133.0;-267.0
383.0;-137.0;-28;-45;63.0;-111.0;-101;1;-137.0;-439.0;-248.0
-302.0;204.0;-49;12;117.0;-39.0;143;174;238.0;-183.0;63.0
-270.0;173.0;-49;12;161.0;75.0;143;174;295.0;91.0;22.0
-250.0;159.0;-49;12;189.0;118.0;143;180;321.0;-96.0;13.0
-116.0;115.0;-3;17;-447.0;-38.0;-173;-115;-281.0;-194.0;231.0
-192.0;132.0;-50;15;226.0;68.0;141;-164;290.0;-82.0;-46.0
-185.0;216.0;-51;15;282.0;-52.0;141;-162;279.0;-207.0;-27.0
-64.0;-14.0;10;40;276.0;-99.0;162;-93;199.0;200.0;-111.0
-85.0;5.0;10;40;300.0;-190.0;162;-119;205.0;-185.0;-93.0
-236.0;132.0;9;27;141.0;-16.0;103;-105;174.0;242.0;74.0
199.0;-69.0;-26;5;-160.0;-153.0;-160;-141;12.0;305.0;-45.0
-245.0;142.0;-8;25;134.0;-65.0;108;-106;150.0;-97.0;90.0
32.0;-78.0;-81;118;421.0;-93.0;63;-119;219.0;-112.0;-102.0
64.0;-96.0;-35;146;465.0;-54.0;45;-120;206.0;62.0;-122.0
131.0;-22.0;-46;43;538.0;180.0;150;-103;224.0;-259.0;-111.0
-110.0;112.0;-3;17;-438.0;-59.0;-173;-116;-312.0;-4.0;232.0
-109.0;111.0;-4;17;-435.0;-90.0;-173;-115;-290.0;87.0;230.0
-124.0;117.0;-4;16;-446.0;-257.0;-136;-115;-304.0;211.0;235.0
-181.0;107.0;3;27;-478.0;-135.0;-114;-158;-294.0;-85.0;196.0
63.0;-26.0;-2;44;-248.0;-147.0;-91;-59;-83.0;271.0;57.0
164.0;-21.0;-182;-32;-143.0;-18.0;-43;-52;-148.0;116.0;-4.0
-140.0;93.0;3;26;-420.0;93.0;-113;-155;-250.0;-328.0;155.0
-104.0;74.0;3;22;-382.0;-79.0;-110;-155;-216.0;-47.0;128.0
-141.0;107.0;3;22;-419.0;-11.0;-110;-149;-237.0;336.0;204.0
-159.0;135.0;2;21;-429.0;-60.0;-110;-149;-262.0;-27.0;224.0
-160.0;133.0;2;21;-432.0;-110.0;-110;-149;-267.0;-42.0;222.0
-36.0;67.0;-29;-57;-311.0;-25.0;-10;-70;-186.0;380.0;147.0
18.0;41.0;1;17;-268.0;60.0;-79;6;-68.0;280.0;146.0
-90.0;108.0;10;18;-375.0;64.0;-83;-5;-130.0;-151.0;196.0
-130.0;54.0;10;18;-429.0;-72.0;-83;-30;-122.0;-149.0;205.0
-129.0;-2.0;11;17;-427.0;-140.0;-83;46;-228.0;-312.0;213.0
-25.0;124.0;15;19;-302.0;-104.0;-75;-99;-140.0;23.0;138.0
39.0;-40.0;22;37;-254.0;-138.0;-86;-117;-102.0;347.0;30.0
23.0;50.0;13;28;-245.0;-548.0;-89;10;-141.0;-229.0;142.0
37.0;34.0;-191;-157;-248.0;-46.0;97;8;-140.0;366.0;132.0
18.0;41.0;-94;-155;-269.0;-12.0;95;7;-127.0;341.0;143.0
73.0;-114.0;19;44;-207.0;-20.0;-84;-57;2.0;-391.0;2.0
191.0;-69.0;169;49;-204.0;-83.0;68;-47;-91.0;100.0;-22.0
195.0;-52.0;-68;-207;-202.0;95.0;-89;-49;-102.0;481.0;-20.0
263.0;-139.0;24;28;-127.0;-264.0;41;-151;-377.0;-169.0;-63.0
274.0;-118.0;24;28;-105.0;-248.0;41;-161;-379.0;-50.0;-72.0
237.0;-25.0;21;28;-104.0;48.0;41;-140;-345.0;343.0;-15.0
61.0;31.0;8;27;-306.0;144.0;32;-147;-162.0;-44.0;142.0
217.0;-78.0;-47;18;-111.0;-205.0;17;-151;-87.0;-101.0;28.0
81.0;-93.0;13;40;-193.0;-112.0;-86;-56;-42.0;-421.0;-2.0
305.0;-163.0;-141;22;46.0;77.0;-32;115;-46.0;897.0;-174.0
402.0;-239.0;150;15;66.0;-199.0;-6;182;-90.0;-341.0;-127.0
189.0;-149.0;44;14;-62.0;54.0;-73;-54;-52.0;328.0;-62.0
-100.0;212.0;-68;22;-459.0;-384.0;-94;-122;-284.0;-192.0;206.0
-84.0;177.0;-23;-90;-430.0;-59.0;17;-123;-268.0;184.0;211.0
-76.0;172.0;-11;-19;-403.0;207.0;-60;-58;-250.0;411.0;179.0
-61.0;102.0;-8;28;-380.0;-66.0;-96;-77;-166.0;78.0;162.0
37.0;95.0;-24;-85;-269.0;36.0;12;-74;-209.0;293.0;105.0
34.0;97.0;-29;-111;-269.0;-118.0;37;-74;-211.0;102.0;112.0
-5.0;-126.0;-5;17;-482.0;30.0;-83;-142;-103.0;158.0;40.0
70.0;-167.0;-4;15;-386.0;-106.0;-83;192;-142.0;-175.0;15.0
125.0;-101.0;1;29;-229.0;-162.0;-91;-193;-60.0;94.0;7.0
275.0;-110.0;-108;-7;-83.0;-79.0;-116;-184;-43.0;206.0;-91.0
271.0;-107.0;-143;90;-92.0;-81.0;112;-170;-31.0;123.0;-85.0
224.0;-44.0;-10;46;-151.0;-119.0;-98;-190;26.0;142.0;-36.0
97.0;-246.0;135;26;-352.0;-59.0;-96;116;-58.0;-366.0;-51.0
283.0;-116.0;-5;20;-34.0;-358.0;-89;-150;-31.0;271.0;-107.0
303.0;-128.0;-189;-49;-26.0;-223.0;-22;-152;-28.0;191.0;-124.0
253.0;17.0;52;-52;-77.0;30.0;-42;-87;-139.0;11.0;-75.0
214.0;42.0;140;-88;-117.0;-71.0;-3;-86;-132.0;-249.0;-47.0
-152.0;117.0;2;22;-426.0;-39.0;-110;-149;-266.0;-73.0;206.0
19.0;301.0;-7;-19;-478.0;-244.0;-71;-126;-250.0;-170.0;172.0
-150.0;118.0;2;22;-424.0;-57.0;-110;-149;-266.0;2.0;205.0
-154.0;142.0;2;22;-426.0;-64.0;-110;-149;-267.0;88.0;227.0
-161.0;139.0;2;22;-435.0;-61.0;-110;-149;-270.0;50.0;231.0
-153.0;134.0;2;23;-428.0;-69.0;-110;-149;-273.0;26.0;224.0
-133.0;128.0;2;23;-408.0;-107.0;-110;-149;-264.0;35.0;221.0
-127.0;122.0;2;23;-399.0;-73.0;-110;-149;-262.0;39.0;221.0
-126.0;122.0;2;23;-398.0;-63.0;-110;-145;-260.0;22.0;222.0
-138.0;125.0;2;23;-398.0;-111.0;-110;-145;-263.0;-397.0;188.0
-111.0;100.0;2;23;-387.0;-117.0;-110;-144;-240.0;52.0;174.0
-146.0;116.0;2;23;-415.0;-51.0;-110;-145;-260.0;116.0;211.0
478.0;-245.0;77;19;33.0;-192.0;-29;-12;377.0;120.0;-306.0
-165.0;154.0;2;23;-433.0;-113.0;-110;-145;-255.0;48.0;254.0
-152.0;130.0;2;23;-417.0;-117.0;-110;-144;-255.0;168.0;211.0
396.0;-186.0;75;19;69.0;39.0;-29;-9;316.0;30.0;-342.0
-176.0;137.0;2;23;-441.0;-92.0;-110;-144;-276.0;151.0;227.0
-178.0;164.0;2;23;-440.0;-102.0;-110;-144;-278.0;40.0;251.0
-176.0;162.0;2;23;-438.0;-114.0;-110;-144;-273.0;66.0;250.0
-174.0;107.0;2;23;-470.0;-89.0;-110;-144;-280.0;226.0;226.0
-172.0;111.0;2;23;-467.0;-133.0;-110;-144;-264.0;11.0;231.0
-155.0;155.0;2;23;-433.0;-148.0;-110;-144;-261.0;-322.0;229.0
-153.0;145.0;2;21;-427.0;-104.0;-109;-145;-265.0;-21.0;233.0
-101.0;96.0;2;22;-382.0;-56.0;-109;123;-247.0;178.0;177.0
-115.0;102.0;2;22;-396.0;-19.0;-109;124;-258.0;334.0;187.0
-145.0;103.0;2;23;-427.0;87.0;-108;125;-268.0;430.0;209.0
-40.0;6.0;5;22;-314.0;2.0;-94;127;-196.0;-104.0;112.0
-39.0;8.0;4;21;-311.0;122.0;-93;127;-198.0;-54.0;113.0
-52.0;44.0;4;22;-331.0;-62.0;-88;127;-226.0;209.0;172.0
-59.0;56.0;5;23;-359.0;-98.0;-89;127;-224.0;52.0;181.0
-55.0;51.0;5;23;-354.0;-132.0;-89;127;-223.0;-228.0;181.0
-20.0;-105.0;4;47;359.0;-157.0;110;-46;241.0;-399.0;-172.0
-60.0;22.0;-5;19;259.0;-118.0;113;-47;210.0;135.0;-152.0
-182.0;203.0;3;21;-454.0;-134.0;-79;-130;-287.0;-150.0;228.0
207.0;62.0;1;60;-243.0;-179.0;146;-81;15.0;121.0;159.0
-236.0;163.0;-5;23;118.0;-264.0;96;-60;88.0;-435.0;-15.0
-325.0;235.0;-6;16;-32.0;-18.0;77;-107;436.0;-119.0;86.0
158.0;21.0;-35;173;-260.0;-146.0;2;-73;89.0;-20.0;125.0
146.0;32.0;-35;155;-267.0;-179.0;16;-73;99.0;-149.0;136.0
52.0;10.0;-61;168;-278.0;-28.0;-19;-93;204.0;-102.0;124.0
231.0;-186.0;-41;80;-85.0;-184.0;107;-122;-9.0;126.0;-116.0
-235.0;207.0;2;19;-518.0;-68.0;-87;-130;-309.0;134.0;248.0
-259.0;251.0;2;17;-539.0;-97.0;-88;-130;-302.0;71.0;286.0
-253.0;248.0;2;17;-531.0;-66.0;-88;-130;-296.0;4.0;282.0
-247.0;241.0;1;17;-525.0;-98.0;-93;-130;-291.0;-37.0;279.0
-231.0;229.0;0;17;-512.0;-98.0;-97;-130;-274.0;3.0;265.0
-231.0;228.0;0;17;-512.0;-96.0;-97;-130;-273.0;-6.0;265.0
-237.0;232.0;0;16;-514.0;-74.0;-97;-130;-277.0;83.0;265.0
-245.0;242.0;0;16;-522.0;-99.0;-97;-130;-277.0;27.0;270.0
-246.0;244.0;0;15;-522.0;-113.0;-97;-130;-278.0;9.0;272.0
-244.0;241.0;0;15;-521.0;-103.0;-97;-130;-279.0;16.0;271.0
-245.0;239.0;0;15;-521.0;-51.0;-97;-130;-278.0;16.0;271.0
-245.0;241.0;0;15;-521.0;-98.0;-97;-130;-279.0;-21.0;273.0
-246.0;241.0;0;15;-521.0;-88.0;-97;-130;-279.0;4.0;273.0
-244.0;242.0;0;15;-520.0;-68.0;-97;-130;-279.0;24.0;274.0
-237.0;238.0;0;15;-517.0;-90.0;-97;-130;-276.0;-3.0;273.0
-450.0;59.0;-4;16;-658.0;-57.0;-109;-79;-184.0;-27.0;308.0
-452.0;70.0;-4;16;-653.0;-42.0;-109;-79;-183.0;-45.0;300.0
-450.0;74.0;-4;16;-648.0;-69.0;-109;-78;-275.0;-54.0;298.0
-237.0;238.0;0;15;-516.0;-107.0;-97;-130;-275.0;19.0;273.0
-237.0;236.0;0;16;-516.0;-88.0;-97;-129;-274.0;45.0;269.0
-238.0;236.0;0;16;-517.0;-50.0;-97;-129;-276.0;18.0;267.0
-253.0;258.0;1;19;-531.0;-107.0;-98;-129;-286.0;-5.0;285.0
-253.0;261.0;2;18;-531.0;-73.0;-93;-129;-288.0;55.0;290.0
-255.0;251.0;2;20;-533.0;-124.0;-86;-129;-291.0;-40.0;282.0
-262.0;265.0;2;16;-539.0;-74.0;-85;-129;-295.0;8.0;298.0
-256.0;255.0;2;15;-536.0;-45.0;-85;-129;-296.0;15.0;289.0
-255.0;253.0;2;15;-536.0;-87.0;-85;-129;-294.0;19.0;288.0
-254.0;252.0;2;16;-536.0;-88.0;-85;-129;-294.0;9.0;287.0
-229.0;202.0;1;16;-516.0;-75.0;-85;-129;-271.0;-23.0;228.0
-276.0;264.0;9;15;-548.0;5.0;-97;-133;-326.0;47.0;281.0
-328.0;314.0;8;17;-592.0;-98.0;-97;-144;-328.0;41.0;322.0
-260.0;258.0;7;17;-535.0;-69.0;-98;-144;-286.0;101.0;248.0
-422.0;78.0;111;22;148.0;-274.0;57;-11;-315.0;138.0;51.0
-388.0;22.0;105;22;165.0;-176.0;57;-9;-285.0;129.0;31.0
-177.0;370.0;10;18;-451.0;-80.0;-98;-147;-242.0;63.0;362.0
-169.0;394.0;9;18;-450.0;-21.0;-98;-147;-244.0;78.0;380.0
-356.0;504.0;10;15;-620.0;3.0;-91;-135;-410.0;124.0;468.0
-250.0;249.0;11;16;-532.0;-160.0;-90;-157;-328.0;-223.0;273.0
-215.0;229.0;10;16;-499.0;-93.0;-90;-157;-309.0;-188.0;246.0
-207.0;224.0;10;16;-489.0;-111.0;-90;-157;-302.0;97.0;233.0
-222.0;221.0;9;16;-503.0;-62.0;-90;-157;-283.0;-97.0;239.0
-247.0;264.0;10;16;-514.0;-106.0;-90;-156;-299.0;29.0;292.0
-86.0;31.0;15;36;277.0;-86.0;51;-111;203.0;180.0;20.0
-228.0;242.0;9;16;-500.0;-100.0;-90;-154;-290.0;17.0;269.0
326.0;-694.0;145;18;-299.0;-263.0;55;174;-339.0;304.0;-698.0
-243.0;249.0;9;16;-512.0;-114.0;-90;-154;-299.0;69.0;278.0
-245.0;251.0;9;16;-513.0;-126.0;-90;-154;-298.0;41.0;280.0
-245.0;258.0;9;16;-512.0;-92.0;-90;-154;-294.0;33.0;283.0
-244.0;256.0;9;16;-512.0;-115.0;-90;-154;-290.0;4.0;282.0
85.0;-266.0;145;18;-251.0;-187.0;55;174;-147.0;452.0;-192.0
-230.0;249.0;9;16;-500.0;-123.0;-90;-154;-287.0;-4.0;278.0
-25.0;-149.0;5;19;442.0;211.0;113;-31;163.0;-15.0;-150.0
-232.0;251.0;9;16;-501.0;-123.0;-90;-154;-286.0;30.0;280.0
-237.0;254.0;9;16;-505.0;-134.0;-90;-154;-288.0;31.0;283.0
-109.0;-39.0;2;4;322.0;-164.0;125;-31;272.0;-328.0;-48.0
-236.0;256.0;9;16;-506.0;-124.0;-90;-154;-284.0;27.0;282.0
-237.0;256.0;9;16;-506.0;-99.0;-90;-154;-284.0;3.0;282.0
-237.0;256.0;9;16;-506.0;-141.0;-90;-154;-282.0;23.0;282.0
67.0;-161.0;5;16;479.0;-88.0;124;-29;239.0;-187.0;-182.0
67.0;-156.0;5;19;464.0;-97.0;123;-29;239.0;-37.0;-186.0
67.0;-145.0;5;25;458.0;-49.0;117;-29;231.0;146.0;-193.0
70.0;-80.0;8;12;408.0;-117.0;127;-24;209.0;80.0;-242.0
74.0;-111.0;8;12;432.0;-110.0;127;-24;206.0;144.0;-250.0
-383.0;347.0;-10;65;137.0;46.0;64;108;6.0;-494.0;393.0
-232.0;253.0;9;16;-498.0;-113.0;-90;-153;-282.0;53.0;283.0
-231.0;252.0;9;16;-498.0;-125.0;-90;-153;-282.0;32.0;282.0
169.0;-257.0;10;20;498.0;69.0;-165;-3;318.0;-70.0;-277.0
518.0;-93.0;-2;18;510.0;-146.0;-132;-74;168.0;388.0;-352.0
125.0;-206.0;-14;35;463.0;107.0;171;-108;293.0;35.0;-226.0
-229.0;251.0;9;16;-498.0;-148.0;-90;-153;-282.0;12.0;282.0
74.0;-176.0;-18;35;410.0;268.0;164;-87;216.0;-99.0;-215.0
-203.0;239.0;-2;18;-485.0;-73.0;-94;-138;-301.0;-54.0;286.0
-149.0;233.0;-5;17;-429.0;-98.0;-89;-138;-299.0;11.0;247.0
-151.0;235.0;-2;17;-430.0;-82.0;-89;-138;-300.0;-8.0;248.0
-155.0;237.0;3;16;-432.0;-67.0;-89;-138;-296.0;-31.0;250.0
-165.0;241.0;7;16;-441.0;-65.0;-90;-137;-291.0;-83.0;257.0
-218.0;248.0;9;16;-487.0;-85.0;-90;-141;-275.0;-48.0;273.0
-630.0;566.0;158;27;-341.0;-264.0;51;118;-116.0;163.0;420.0
-61.0;-59.0;-29;34;285.0;-152.0;160;-146;124.0;-274.0;-83.0
-229.0;251.0;8;16;-498.0;-107.0;-90;-153;-284.0;0.0;278.0
-231.0;249.0;9;16;-500.0;-123.0;-90;-153;-285.0;-2.0;277.0
-235.0;255.0;8;16;-501.0;-130.0;-90;-153;-289.0;3.0;284.0
-237.0;256.0;9;16;-503.0;-99.0;-90;-154;-290.0;0.0;285.0
-236.0;255.0;8;16;-504.0;-93.0;-90;-154;-289.0;-7.0;284.0
-233.0;252.0;8;16;-501.0;-124.0;-90;-154;-287.0;33.0;281.0
-230.0;248.0;9;16;-497.0;-126.0;-90;-154;-283.0;43.0;279.0
-9.0;-27.0;136;43;324.0;-161.0;161;-169;137.0;-259.0;-126.0
-425.0;291.0;24;34;28.0;-39.0;108;-155;95.0;144.0;183.0
-47.0;-77.0;5;27;401.0;83.0;136;-84;307.0;16.0;-164.0
-38.0;-90.0;5;25;404.0;39.0;137;-84;292.0;36.0;-173.0
10.0;-57.0;50;27;348.0;-150.0;165;-165;175.0;-92.0;-148.0
79.0;-70.0;161;26;458.0;-202.0;167;-10;293.0;-20.0;-182.0
-150.0;306.0;14;13;-507.0;47.0;-28;-8;-231.0;-318.0;313.0
489.0;306.0;-2;20;827.0;340.0;-154;-74;457.0;-95.0;82.0
494.0;-506.0;4;45;718.0;-256.0;169;-61;348.0;-447.0;-522.0
123.0;-131.0;8;36;541.0;-265.0;152;-82;411.0;-126.0;-240.0
111.0;-137.0;8;36;530.0;-189.0;152;-82;413.0;-184.0;-238.0
-578.0;411.0;139;7;-304.0;-9.0;-137;89;131.0;267.0;335.0
-735.0;791.0;7;19;-294.0;-683.0;-86;-16;-409.0;-223.0;669.0
-62.0;-54.0;-39;35;278.0;-267.0;161;-145;106.0;-506.0;-78.0
-191.0;303.0;-1;18;-478.0;-84.0;-93;-139;-523.0;68.0;303.0
-193.0;304.0;-1;18;-479.0;-47.0;-93;-139;-523.0;88.0;304.0
320.0;6.0;-5;30;776.0;250.0;-155;-78;541.0;1313.0;-223.0
125.0;-183.0;-24;33;460.0;-1.0;168;-108;297.0;413.0;-215.0
-213.0;312.0;-1;14;-502.0;-165.0;-87;-138;-543.0;-36.0;313.0
-735.0;619.0;-1;11;-451.0;-703.0;-134;-110;-667.0;-414.0;620.0
-654.0;417.0;110;12;-340.0;132.0;51;31;-383.0;197.0;411.0
481.0;-332.0;-21;14;453.0;-665.0;-174;-76;417.0;-560.0;-446.0
