Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-190.0;600.0;-1035.0;-870.0;358.0;-3;8;363.0;852.0;-469.0;-937.0;-764.0;330.0
189.0;62.0;-473.0;-635.0;484.0;4;3;-143.0;535.0;-455.0;-473.0;-311.0;-164.0
22.0;473.0;-558.0;-1002.0;465.0;9;-48;-44.0;937.0;-443.0;-335.0;-888.0;-273.0
-371.0;324.0;-593.0;-665.0;356.0;7;7;45.0;634.0;-382.0;361.0;-510.0;133.0
-454.0;482.0;-994.0;-898.0;603.0;-42;-16;579.0;823.0;-456.0;432.0;-594.0;558.0
-276.0;628.0;-877.0;-845.0;723.0;-38;132;570.0;796.0;-469.0;78.0;-692.0;415.0
10.0;774.0;-901.0;-865.0;710.0;-39;150;371.0;868.0;-526.0;-104.0;-894.0;282.0
100.0;876.0;-406.0;-30.0;423.0;-81;-162;820.0;-9.0;-442.0;-407.0;-598.0;796.0
97.0;825.0;-314.0;-57.0;442.0;-59;676;919.0;31.0;-398.0;109.0;-639.0;703.0
231.0;959.0;-403.0;-69.0;262.0;-74;19;860.0;72.0;-571.0;-279.0;-892.0;474.0
135.0;875.0;-372.0;-86.0;266.0;-72;46;786.0;140.0;-563.0;-478.0;-747.0;616.0
-126.0;712.0;-350.0;-91.0;304.0;-71;175;1075.0;117.0;-547.0;33.0;-534.0;955.0
-290.0;556.0;-331.0;-91.0;293.0;-76;41;918.0;108.0;-519.0;-106.0;-316.0;893.0
-330.0;608.0;-332.0;-73.0;278.0;-78;-113;996.0;102.0;-517.0;56.0;-401.0;1003.0
-292.0;532.0;-721.0;-387.0;222.0;-45;-136;874.0;327.0;-552.0;-1248.0;-441.0;889.0
4.0;559.0;-877.0;-531.0;7.0;-42;0;605.0;565.0;-83.0;-171.0;-608.0;546.0
-87.0;624.0;-1008.0;-890.0;13.0;-51;-348;698.0;878.0;-82.0;-167.0;-724.0;624.0
-416.0;625.0;-986.0;-865.0;171.0;-19;-438;323.0;922.0;-242.0;-165.0;-690.0;275.0
-573.0;166.0;-857.0;-865.0;-30.0;9;-19;262.0;869.0;-254.0;-479.0;-299.0;229.0
-216.0;218.0;-691.0;-769.0;78.0;11;-38;-392.0;745.0;-189.0;-501.0;-543.0;-571.0
-364.0;300.0;-1049.0;-1107.0;283.0;10;95;426.0;1072.0;64.0;-801.0;-400.0;418.0
-444.0;249.0;-950.0;-1032.0;258.0;10;94;346.0;1005.0;83.0;-754.0;-350.0;359.0
-434.0;262.0;-895.0;-1013.0;-595.0;-3;-1323;325.0;952.0;775.0;-733.0;-355.0;352.0
-473.0;104.0;-909.0;-996.0;-719.0;-2;491;288.0;1015.0;576.0;-87.0;-171.0;343.0
-510.0;109.0;-927.0;-992.0;-713.0;0;15;231.0;1031.0;545.0;-70.0;-152.0;394.0
-703.0;245.0;-941.0;-870.0;-658.0;1;46;399.0;895.0;406.0;-198.0;-311.0;580.0
-353.0;63.0;-770.0;-763.0;-224.0;2;318;353.0;776.0;-66.0;-291.0;-197.0;388.0
-571.0;113.0;-917.0;-957.0;-343.0;10;-1;419.0;976.0;254.0;-342.0;-185.0;676.0
-860.0;322.0;-889.0;-983.0;-373.0;10;-1;402.0;1012.0;286.0;-13.0;-12.0;675.0
-150.0;142.0;-902.0;-971.0;-395.0;9;-26;404.0;1007.0;283.0;-1081.0;-235.0;549.0
-273.0;145.0;-801.0;-762.0;-409.0;9;-201;139.0;797.0;316.0;163.0;-276.0;179.0
-481.0;88.0;-890.0;-867.0;-418.0;6;-4;146.0;923.0;352.0;211.0;-212.0;263.0
-612.0;243.0;-971.0;-996.0;-486.0;6;3;216.0;1004.0;401.0;487.0;-484.0;240.0
-502.0;96.0;-1149.0;-1292.0;-671.0;5;-3;257.0;1229.0;650.0;596.0;-426.0;226.0
-325.0;144.0;-941.0;-986.0;-314.0;-10;562;172.0;934.0;589.0;452.0;-252.0;206.0
-224.0;99.0;-884.0;-797.0;-295.0;-10;439;164.0;804.0;565.0;278.0;-192.0;210.0
-247.0;315.0;-924.0;-924.0;31.0;-1;79;229.0;945.0;157.0;13.0;-508.0;270.0
-294.0;381.0;-886.0;-882.0;23.0;2;152;272.0;871.0;165.0;-4.0;-485.0;308.0
-147.0;184.0;-888.0;-910.0;51.0;31;334;294.0;902.0;196.0;-159.0;-359.0;376.0
-79.0;88.0;-864.0;-961.0;284.0;3;120;135.0;990.0;3.0;621.0;-238.0;242.0
-473.0;290.0;-867.0;-914.0;392.0;2;48;400.0;982.0;-142.0;415.0;-420.0;234.0
-545.0;222.0;-841.0;-793.0;418.0;-4;266;264.0;809.0;-171.0;257.0;-336.0;322.0
-421.0;317.0;-894.0;-798.0;539.0;-5;92;672.0;787.0;-427.0;929.0;-172.0;810.0
-797.0;1281.0;-1142.0;-1131.0;483.0;-78;974;1280.0;1218.0;-422.0;-1729.0;-1408.0;1496.0
-209.0;291.0;-942.0;-873.0;520.0;-10;-73;673.0;893.0;-347.0;-122.0;-286.0;797.0
-44.0;553.0;-894.0;-876.0;554.0;-1;-40;936.0;912.0;-422.0;96.0;-600.0;991.0
-13.0;712.0;-965.0;-941.0;575.0;-1;-39;991.0;985.0;-481.0;-21.0;-707.0;1029.0
-313.0;582.0;-1004.0;-1002.0;392.0;4;50;942.0;964.0;-540.0;375.0;-587.0;928.0
-275.0;768.0;-932.0;-911.0;409.0;1;-18;1137.0;903.0;-541.0;-239.0;-1012.0;884.0
-689.0;658.0;-868.0;-716.0;270.0;6;-524;451.0;806.0;-370.0;-54.0;63.0;700.0
-1826.0;139.0;-924.0;-808.0;113.0;11;155;165.0;872.0;-255.0;-512.0;-160.0;500.0
-547.0;440.0;-934.0;-899.0;-785.0;0;-135;357.0;915.0;540.0;-613.0;-473.0;371.0
-355.0;338.0;-915.0;-760.0;-707.0;0;439;231.0;880.0;720.0;419.0;-332.0;252.0
-169.0;154.0;-1121.0;-1025.0;-669.0;27;1197;241.0;1194.0;739.0;-167.0;-337.0;231.0
-308.0;206.0;-932.0;-861.0;-678.0;1;2515;260.0;1074.0;741.0;212.0;-322.0;182.0
-327.0;259.0;-865.0;-802.0;-501.0;-4;-67;368.0;812.0;213.0;-534.0;-385.0;480.0
-282.0;91.0;-823.0;-822.0;-293.0;9;-559;206.0;879.0;50.0;484.0;-189.0;278.0
-408.0;540.0;-1002.0;-1003.0;-291.0;9;-4;330.0;1060.0;-42.0;337.0;-661.0;228.0
-331.0;-108.0;-847.0;-781.0;-458.0;7;14;457.0;826.0;365.0;-77.0;-156.0;440.0
-615.0;328.0;-876.0;-926.0;-111.0;1;-11;334.0;948.0;150.0;-34.0;-519.0;245.0
-627.0;312.0;-878.0;-889.0;-110.0;1;-2;288.0;944.0;157.0;115.0;-523.0;214.0
-643.0;260.0;-882.0;-942.0;-113.0;2;0;338.0;972.0;156.0;66.0;-506.0;274.0
-646.0;313.0;-892.0;-899.0;-105.0;3;0;302.0;958.0;141.0;-38.0;-540.0;252.0
-637.0;216.0;-870.0;-971.0;-142.0;4;0;467.0;983.0;188.0;992.0;-306.0;474.0
-648.0;200.0;-860.0;-944.0;-168.0;4;-3;519.0;959.0;199.0;1120.0;-505.0;493.0
-402.0;196.0;-966.0;-985.0;-197.0;4;1;556.0;1008.0;199.0;1049.0;-367.0;610.0
-874.0;213.0;-811.0;-775.0;-447.0;4;-11;169.0;807.0;357.0;-530.0;-339.0;407.0
-880.0;-127.0;-776.0;-766.0;-398.0;4;1;633.0;803.0;354.0;441.0;-359.0;545.0
-581.0;131.0;-901.0;-1018.0;121.0;2;-6;123.0;1008.0;-5.0;-24.0;-510.0;178.0
-447.0;182.0;-836.0;-978.0;108.0;3;-1;96.0;941.0;19.0;150.0;-422.0;132.0
-376.0;139.0;-853.0;-945.0;91.0;3;5;94.0;924.0;11.0;75.0;-397.0;93.0
-413.0;121.0;-868.0;-985.0;93.0;3;3;62.0;1000.0;15.0;-39.0;-389.0;144.0
-558.0;53.0;-955.0;-1065.0;179.0;5;14;253.0;1138.0;18.0;434.0;-209.0;328.0
-379.0;89.0;-834.0;-758.0;-544.0;5;1;236.0;808.0;394.0;88.0;-194.0;307.0
-569.0;-28.0;-858.0;-766.0;-543.0;5;3;261.0;779.0;412.0;48.0;-282.0;342.0
-515.0;151.0;-790.0;-774.0;-583.0;5;-3;304.0;840.0;508.0;-282.0;-495.0;698.0
-567.0;12.0;-742.0;-720.0;-605.0;5;10;279.0;769.0;524.0;-9.0;-388.0;349.0
-67.0;158.0;-850.0;-767.0;-591.0;5;4;168.0;775.0;503.0;20.0;-520.0;201.0
-268.0;127.0;-876.0;-853.0;-590.0;4;6;267.0;899.0;494.0;-1029.0;-189.0;328.0
-459.0;182.0;-949.0;-981.0;-571.0;4;35;401.0;1012.0;485.0;-890.0;-545.0;272.0
-300.0;28.0;-914.0;-909.0;-641.0;10;32;273.0;970.0;633.0;102.0;-239.0;300.0
-354.0;45.0;-938.0;-983.0;-661.0;6;-1420;133.0;998.0;673.0;-34.0;-306.0;168.0
25.0;170.0;-1036.0;-952.0;-363.0;-4;294;-10.0;1044.0;500.0;314.0;-334.0;152.0
-396.0;172.0;-1044.0;-765.0;-41.0;-8;-1087;159.0;872.0;389.0;564.0;-450.0;193.0
-232.0;141.0;-944.0;-899.0;97.0;7;-17;167.0;1072.0;175.0;20.0;-380.0;327.0
-1215.0;583.0;-865.0;-855.0;71.0;-1;78;-632.0;826.0;87.0;-265.0;-291.0;627.0
-520.0;104.0;-824.0;-897.0;67.0;-7;70;1793.0;901.0;88.0;-1588.0;-1050.0;1449.0
-385.0;309.0;-977.0;-881.0;28.0;-2;135;977.0;917.0;106.0;-115.0;-318.0;924.0
-453.0;664.0;-1013.0;-965.0;86.0;3;38;969.0;1037.0;-78.0;-170.0;-735.0;1117.0
-342.0;93.0;-964.0;-926.0;-333.0;-10;560;245.0;808.0;358.0;449.0;-396.0;189.0
-424.0;251.0;-1050.0;-1059.0;-229.0;5;-18;442.0;1229.0;200.0;-603.0;-566.0;470.0
-548.0;424.0;-1142.0;-1133.0;-263.0;4;-25;403.0;1287.0;145.0;-922.0;-453.0;411.0
-209.0;210.0;-873.0;-842.0;-246.0;-3;-309;208.0;702.0;103.0;-349.0;-288.0;217.0
-225.0;181.0;-720.0;-638.0;-257.0;-15;-712;212.0;671.0;105.0;-435.0;-264.0;319.0
-61.0;254.0;-1142.0;-1020.0;-454.0;10;32;295.0;1280.0;256.0;115.0;-392.0;467.0
-183.0;305.0;-980.0;-1215.0;-521.0;-4;-5;445.0;1221.0;410.0;36.0;-280.0;380.0
-455.0;92.0;-669.0;-768.0;-665.0;5;1312;138.0;824.0;579.0;565.0;-122.0;215.0
-543.0;467.0;-1360.0;-1277.0;-654.0;7;103;657.0;1290.0;539.0;-256.0;-642.0;579.0
-630.0;259.0;-719.0;-997.0;-635.0;-4;153;701.0;1142.0;811.0;6.0;-430.0;690.0
-434.0;286.0;-751.0;-1139.0;-630.0;-3;118;649.0;1027.0;811.0;18.0;-457.0;188.0
-326.0;133.0;-438.0;-614.0;-401.0;7;24;130.0;682.0;192.0;-253.0;-433.0;165.0
-323.0;161.0;-522.0;-594.0;-393.0;7;19;147.0;725.0;177.0;-245.0;-456.0;144.0
-395.0;121.0;-784.0;-859.0;-364.0;9;11;96.0;863.0;110.0;-292.0;-406.0;138.0
-147.0;392.0;-731.0;-989.0;-31.0;9;66;263.0;947.0;-121.0;85.0;-672.0;142.0
-571.0;232.0;-905.0;-915.0;-145.0;53;363;446.0;965.0;-68.0;-73.0;-396.0;453.0
-480.0;156.0;-824.0;-783.0;14.0;-7;674;190.0;759.0;-179.0;77.0;-241.0;329.0
-497.0;85.0;-850.0;-863.0;80.0;-3;3;327.0;864.0;-245.0;-234.0;-259.0;464.0
-316.0;410.0;-987.0;-989.0;136.0;-4;97;352.0;1016.0;-306.0;639.0;-613.0;90.0
-546.0;34.0;-226.0;-375.0;-323.0;17;32;379.0;439.0;343.0;-247.0;-178.0;562.0
-537.0;30.0;-209.0;-379.0;-299.0;17;1;450.0;655.0;306.0;-294.0;-201.0;427.0
-1550.0;-150.0;-330.0;-1099.0;236.0;16;21;580.0;989.0;-85.0;-884.0;-352.0;598.0
-443.0;147.0;-152.0;-882.0;456.0;5;-1;277.0;820.0;-312.0;146.0;-397.0;222.0
-524.0;-49.0;-215.0;-901.0;465.0;5;-1;235.0;859.0;-386.0;-13.0;-198.0;135.0
-140.0;47.0;-185.0;-839.0;478.0;4;0;-42.0;831.0;-331.0;-50.0;-330.0;33.0
-545.0;67.0;-264.0;-238.0;-394.0;4;-6;270.0;260.0;269.0;399.0;-236.0;246.0
-516.0;52.0;-213.0;-260.0;-460.0;3;-2;174.0;257.0;353.0;387.0;-221.0;214.0
32.0;98.0;-318.0;-352.0;-478.0;4;-3;186.0;450.0;371.0;266.0;-510.0;145.0
-296.0;154.0;-343.0;-372.0;-478.0;4;-2;84.0;470.0;360.0;65.0;-571.0;215.0
-261.0;96.0;-491.0;-589.0;-396.0;6;13;271.0;702.0;195.0;-956.0;-270.0;65.0
-562.0;251.0;-956.0;-965.0;85.0;15;334;417.0;1066.0;170.0;-629.0;-349.0;503.0
-649.0;313.0;-977.0;-1035.0;29.0;6;427;508.0;1111.0;236.0;-92.0;-720.0;374.0
-508.0;420.0;-1105.0;-1000.0;11.0;7;572;481.0;1119.0;260.0;369.0;-727.0;337.0
-521.0;262.0;-1223.0;-1235.0;-8.0;8;120;570.0;1072.0;133.0;956.0;-494.0;463.0
-326.0;202.0;-888.0;-772.0;-1.0;-40;763;812.0;859.0;94.0;119.0;-227.0;993.0
-239.0;212.0;-937.0;-899.0;48.0;14;66;811.0;925.0;36.0;-233.0;-223.0;993.0
-483.0;463.0;-965.0;-929.0;83.0;13;16;876.0;970.0;4.0;-416.0;-368.0;1056.0
-388.0;419.0;-968.0;-894.0;29.0;14;3;853.0;914.0;51.0;-266.0;-629.0;1047.0
-196.0;-145.0;-869.0;-931.0;-110.0;10;73;-99.0;899.0;138.0;1459.0;-44.0;11.0
-346.0;89.0;-866.0;-976.0;-175.0;2;105;395.0;995.0;112.0;-354.0;-311.0;363.0
-275.0;124.0;-964.0;-1038.0;-119.0;-3;29;463.0;1018.0;77.0;-268.0;-233.0;472.0
-605.0;158.0;-1184.0;-1233.0;-195.0;12;-509;351.0;1115.0;232.0;195.0;-616.0;395.0
-269.0;55.0;-930.0;-1002.0;-104.0;3;-144;260.0;940.0;55.0;-175.0;-221.0;345.0
-218.0;255.0;-980.0;-1025.0;-151.0;4;-128;263.0;869.0;-80.0;-109.0;-462.0;339.0
-556.0;278.0;-919.0;-917.0;-101.0;-6;-777;465.0;925.0;-121.0;-439.0;-372.0;507.0
-411.0;353.0;-1065.0;-1157.0;256.0;18;72;444.0;1200.0;-356.0;-2314.0;-995.0;419.0
-1129.0;353.0;-1081.0;-1191.0;273.0;18;75;941.0;1021.0;-399.0;-1532.0;-516.0;489.0
-911.0;268.0;-1031.0;-1120.0;280.0;18;82;856.0;973.0;-418.0;-679.0;-361.0;357.0
-891.0;529.0;-947.0;-1000.0;-17.0;4;62;585.0;965.0;-328.0;635.0;-633.0;670.0
-928.0;533.0;-847.0;-838.0;-307.0;2;53;738.0;1093.0;-36.0;-461.0;-677.0;1044.0
-185.0;662.0;-1027.0;-973.0;-433.0;1;-13;1010.0;1054.0;138.0;-182.0;-600.0;987.0
-181.0;591.0;-951.0;-929.0;-404.0;-2;88;995.0;942.0;150.0;-552.0;-577.0;1065.0
-51.0;776.0;-973.0;-923.0;-304.0;13;2295;1073.0;805.0;128.0;-584.0;-709.0;912.0
-145.0;625.0;-997.0;-1017.0;-171.0;9;7;1019.0;977.0;-80.0;-413.0;-530.0;977.0
-149.0;624.0;-913.0;-910.0;-49.0;10;-77;961.0;922.0;-194.0;-86.0;-495.0;995.0
-277.0;678.0;-1059.0;-925.0;222.0;10;-31;963.0;963.0;-346.0;-232.0;-609.0;1053.0
-601.0;419.0;-957.0;-960.0;527.0;2;324;824.0;978.0;-364.0;-493.0;-430.0;926.0
-1006.0;624.0;-1018.0;-866.0;184.0;-3;1164;186.0;930.0;157.0;-248.0;-558.0;500.0
503.0;500.0;-921.0;-933.0;278.0;-1;495;365.0;903.0;66.0;462.0;-325.0;375.0
-297.0;156.0;-847.0;-802.0;621.0;-4;-491;142.0;816.0;-417.0;-197.0;-311.0;333.0
-163.0;204.0;-857.0;-793.0;610.0;-19;-997;262.0;855.0;-393.0;-256.0;-402.0;465.0
-116.0;239.0;-899.0;-834.0;605.0;-45;-1781;333.0;854.0;-382.0;-346.0;-365.0;495.0
-302.0;263.0;-866.0;-825.0;591.0;-70;-649;429.0;934.0;-367.0;-534.0;-289.0;418.0
-207.0;99.0;-784.0;-834.0;695.0;2;75;174.0;911.0;-480.0;549.0;-216.0;188.0
-190.0;81.0;-843.0;-924.0;727.0;4;-47;182.0;893.0;-520.0;619.0;-410.0;292.0
-553.0;330.0;-1251.0;-1236.0;774.0;3;9;407.0;1128.0;-616.0;-482.0;-615.0;393.0
-305.0;168.0;-889.0;-866.0;735.0;1;-207;249.0;782.0;-564.0;-147.0;-226.0;329.0
-583.0;290.0;-1160.0;-1122.0;-254.0;4;584;357.0;852.0;441.0;208.0;-429.0;211.0
-593.0;260.0;-1326.0;-1253.0;-253.0;11;186;490.0;1093.0;347.0;-215.0;-629.0;342.0
-214.0;42.0;-841.0;-941.0;-326.0;11;54;208.0;925.0;456.0;139.0;-300.0;304.0
-57.0;286.0;-997.0;-1136.0;-265.0;10;105;225.0;1116.0;367.0;317.0;-272.0;154.0
72.0;117.0;-871.0;-859.0;-393.0;11;55;302.0;860.0;462.0;-32.0;-291.0;320.0
163.0;227.0;-913.0;-846.0;-362.0;8;106;605.0;707.0;393.0;-464.0;-522.0;384.0
-522.0;403.0;-1059.0;-865.0;-354.0;5;-692;393.0;837.0;440.0;-198.0;-403.0;365.0
-424.0;132.0;-849.0;-939.0;-249.0;6;18;228.0;1203.0;283.0;-29.0;-478.0;257.0
-512.0;231.0;-1094.0;-1113.0;-200.0;10;66;339.0;1051.0;224.0;-139.0;-523.0;442.0
-347.0;119.0;-883.0;-839.0;-127.0;4;42;179.0;839.0;129.0;-33.0;-135.0;259.0
-384.0;378.0;-973.0;-943.0;-119.0;2;-47;449.0;940.0;92.0;-614.0;-422.0;547.0
-392.0;507.0;-1176.0;-1081.0;-349.0;9;33;473.0;1173.0;282.0;-20.0;-763.0;222.0
-684.0;381.0;-1123.0;-1162.0;-358.0;10;0;466.0;1188.0;309.0;-98.0;-927.0;265.0
-635.0;356.0;-1203.0;-1264.0;-491.0;6;-49;435.0;1186.0;538.0;-554.0;-721.0;354.0
-269.0;175.0;-1213.0;-1043.0;-583.0;1;-52;124.0;1221.0;447.0;-722.0;-527.0;609.0
-65.0;29.0;-681.0;-726.0;-673.0;7;-81;63.0;745.0;419.0;712.0;-197.0;184.0
-135.0;108.0;-719.0;-706.0;-436.0;-56;-83;378.0;564.0;276.0;-409.0;-171.0;436.0
-1275.0;79.0;-1236.0;-1156.0;-338.0;3;-4;212.0;1230.0;401.0;-925.0;-1132.0;329.0
-889.0;144.0;-804.0;-668.0;-406.0;20;200;212.0;1081.0;360.0;-1025.0;-497.0;347.0
-815.0;306.0;-904.0;-836.0;-396.0;18;148;164.0;1052.0;368.0;-811.0;-458.0;389.0
-724.0;459.0;-1036.0;-998.0;-385.0;15;83;235.0;1041.0;373.0;-672.0;-453.0;444.0
-132.0;70.0;-721.0;-692.0;-500.0;7;2193;54.0;905.0;672.0;517.0;-224.0;230.0
