InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA magneticX
-234.0;-262.0;76.0;433.0;-226.0;-73.0;309.0;339.0
-230.0;-263.0;79.0;433.0;-231.0;-79.0;307.0;339.0
-229.0;-264.0;83.0;433.0;-234.0;-73.0;305.0;340.0
-224.0;-260.0;89.0;445.0;-257.0;-78.0;283.0;348.0
-227.0;-262.0;89.0;446.0;-262.0;-83.0;279.0;350.0
-228.0;-265.0;89.0;448.0;-266.0;-87.0;275.0;350.0
-225.0;-272.0;91.0;447.0;-271.0;-86.0;271.0;352.0
-226.0;-275.0;92.0;452.0;-271.0;-84.0;266.0;352.0
-227.0;-280.0;95.0;455.0;-271.0;-78.0;261.0;348.0
-255.0;-287.0;100.0;471.0;-275.0;-54.0;241.0;344.0
-157.0;-271.0;76.0;513.0;-241.0;-28.0;265.0;387.0
-157.0;-267.0;73.0;521.0;-240.0;-9.0;263.0;385.0
-190.0;-218.0;64.0;534.0;-263.0;9.0;249.0;387.0
-264.0;-194.0;51.0;507.0;-337.0;-45.0;250.0;421.0
245.0;-458.0;-235.0;430.0;-579.0;-87.0;27.0;735.0
245.0;-514.0;-347.0;286.0;-502.0;-153.0;-1.0;702.0
240.0;-519.0;-360.0;251.0;-508.0;-163.0;-9.0;700.0
333.0;-618.0;-267.0;280.0;-562.0;-470.0;-108.0;599.0
735.0;-570.0;-505.0;521.0;-818.0;-1000.0;-562.0;925.0
404.0;-504.0;-219.0;513.0;-560.0;-671.0;-54.0;524.0
-612.0;-476.0;-655.0;-565.0;-522.0;303.0;-745.0;-23.0
67.0;-407.0;-128.0;521.0;-435.0;-61.0;39.0;291.0
127.0;-387.0;-82.0;568.0;-387.0;3.0;81.0;262.0
310.0;-376.0;84.0;954.0;-360.0;232.0;118.0;139.0
19.0;-504.0;-88.0;694.0;-540.0;-89.0;12.0;355.0
-68.0;-580.0;-153.0;575.0;-598.0;-344.0;-12.0;519.0
88.0;-599.0;-502.0;404.0;-759.0;-554.0;-389.0;508.0
-695.0;-471.0;-665.0;19.0;-365.0;384.0;-744.0;-338.0
82.0;-177.0;230.0;406.0;-163.0;179.0;419.0;188.0
-384.0;227.0;159.0;259.0;-167.0;656.0;318.0;-34.0
515.0;-393.0;-461.0;1009.0;-255.0;3.0;-685.0;310.0
-23.0;-81.0;-435.0;776.0;-243.0;200.0;-566.0;315.0
-102.0;248.0;-82.0;703.0;226.0;339.0;-240.0;249.0
262.0;358.0;-45.0;886.0;259.0;470.0;-229.0;259.0
-72.0;302.0;-16.0;657.0;313.0;261.0;-162.0;287.0
-89.0;343.0;53.0;622.0;373.0;107.0;-98.0;309.0
230.0;142.0;477.0;517.0;137.0;451.0;640.0;10.0
-430.0;597.0;695.0;-9.0;614.0;17.0;704.0;418.0
-185.0;464.0;346.0;308.0;636.0;-259.0;177.0;599.0
-232.0;412.0;234.0;316.0;509.0;2.0;75.0;479.0
-498.0;646.0;737.0;-524.0;428.0;594.0;661.0;-217.0
-362.0;272.0;52.0;326.0;354.0;88.0;-123.0;446.0
-604.0;467.0;116.0;455.0;396.0;320.0;-134.0;314.0
-573.0;296.0;64.0;204.0;326.0;390.0;-123.0;280.0
-340.0;349.0;156.0;455.0;265.0;420.0;-228.0;575.0
-218.0;281.0;13.0;528.0;362.0;-65.0;-109.0;627.0
-196.0;306.0;45.0;583.0;353.0;-61.0;-91.0;652.0
-161.0;313.0;50.0;602.0;357.0;-86.0;-90.0;667.0
-119.0;319.0;52.0;622.0;364.0;-113.0;-93.0;682.0
-59.0;321.0;61.0;640.0;369.0;-141.0;-92.0;697.0
347.0;247.0;4.0;858.0;305.0;-196.0;-201.0;991.0
-77.0;-82.0;-245.0;478.0;-865.0;-548.0;-277.0;574.0
-381.0;-190.0;138.0;226.0;-60.0;360.0;415.0;166.0
-376.0;206.0;-121.0;376.0;-125.0;-248.0;113.0;102.0
-355.0;203.0;-116.0;378.0;-107.0;-273.0;125.0;103.0
-339.0;197.0;-110.0;379.0;-93.0;-279.0;134.0;105.0
-314.0;193.0;-99.0;393.0;-75.0;-290.0;150.0;84.0
-353.0;199.0;69.0;319.0;-39.0;-161.0;332.0;103.0
-254.0;420.0;516.0;-5.0;-366.0;264.0;516.0;-62.0
-521.0;570.0;738.0;-49.0;428.0;-74.0;669.0;-246.0
-210.0;6.0;-362.0;158.0;-7.0;-66.0;-527.0;303.0
-10.0;603.0;-630.0;245.0;765.0;-273.0;-725.0;443.0
-95.0;-49.0;-399.0;254.0;15.0;-236.0;-573.0;392.0
154.0;-46.0;-401.0;436.0;-60.0;-187.0;-558.0;469.0
454.0;-356.0;-423.0;864.0;-170.0;-15.0;-632.0;702.0
867.0;-383.0;-601.0;1047.0;-518.0;-463.0;-711.0;871.0
-37.0;-190.0;-559.0;827.0;-513.0;-68.0;-766.0;850.0
198.0;-8.0;-544.0;920.0;-293.0;-7.0;-803.0;790.0
404.0;-313.0;-617.0;930.0;-399.0;-478.0;-712.0;844.0
306.0;281.0;392.0;100.0;461.0;20.0;919.0;390.0
-7.0;23.0;346.0;495.0;79.0;-199.0;704.0;265.0
-45.0;40.0;426.0;394.0;148.0;-243.0;697.0;311.0
518.0;206.0;382.0;384.0;503.0;-5.0;913.0;438.0
261.0;249.0;489.0;453.0;280.0;-77.0;600.0;361.0
297.0;244.0;497.0;443.0;261.0;-80.0;573.0;374.0
295.0;244.0;494.0;444.0;259.0;-70.0;571.0;374.0
296.0;244.0;495.0;442.0;259.0;-72.0;571.0;372.0
299.0;245.0;496.0;443.0;259.0;-74.0;572.0;376.0
-13.0;39.0;427.0;329.0;101.0;-101.0;695.0;319.0
117.0;-122.0;-443.0;1171.0;-174.0;-142.0;-586.0;1100.0
-4.0;-366.0;-176.0;874.0;-443.0;-61.0;-324.0;880.0
-128.0;-455.0;-278.0;644.0;-556.0;-146.0;-150.0;778.0
97.0;-642.0;-672.0;870.0;-762.0;-50.0;-687.0;727.0
37.0;-380.0;-95.0;863.0;-454.0;-252.0;-268.0;934.0
14.0;-207.0;28.0;708.0;-275.0;-135.0;183.0;803.0
-36.0;-202.0;50.0;702.0;-295.0;-143.0;219.0;792.0
-21.0;-207.0;47.0;704.0;-322.0;-169.0;221.0;796.0
25.0;-246.0;16.0;714.0;-371.0;-170.0;175.0;802.0
-175.0;-464.0;258.0;761.0;-641.0;-136.0;150.0;922.0
131.0;-357.0;110.0;1002.0;-570.0;-618.0;-79.0;1068.0
307.0;-581.0;-491.0;1129.0;-709.0;-579.0;-377.0;1190.0
-411.0;-183.0;101.0;331.0;181.0;671.0;-139.0;-129.0
-450.0;-123.0;119.0;283.0;88.0;153.0;-156.0;27.0
-445.0;-119.0;117.0;287.0;82.0;110.0;-157.0;36.0
-403.0;-108.0;83.0;317.0;57.0;103.0;-183.0;92.0
9.0;-299.0;-246.0;390.0;-22.0;492.0;-489.0;-182.0
300.0;-154.0;-439.0;552.0;-214.0;-143.0;-611.0;543.0
268.0;-152.0;-469.0;538.0;-177.0;-311.0;-609.0;530.0
274.0;-157.0;-454.0;532.0;-179.0;-323.0;-608.0;519.0
262.0;-163.0;-446.0;533.0;-197.0;-298.0;-608.0;527.0
306.0;-184.0;-459.0;766.0;-225.0;-217.0;-615.0;580.0
-211.0;-45.0;-309.0;371.0;-188.0;254.0;-469.0;429.0
-197.0;14.0;-275.0;374.0;-100.0;258.0;-450.0;445.0
-229.0;-24.0;-251.0;381.0;66.0;26.0;-435.0;415.0
273.0;199.0;483.0;439.0;231.0;-5.0;594.0;362.0
260.0;190.0;475.0;441.0;226.0;10.0;592.0;360.0
216.0;164.0;455.0;444.0;203.0;43.0;583.0;364.0
211.0;162.0;454.0;445.0;201.0;50.0;582.0;361.0
196.0;165.0;454.0;445.0;201.0;42.0;578.0;363.0
199.0;158.0;447.0;447.0;195.0;47.0;581.0;366.0
195.0;158.0;446.0;444.0;196.0;48.0;579.0;364.0
187.0;154.0;445.0;444.0;193.0;52.0;577.0;364.0
172.0;149.0;441.0;444.0;188.0;63.0;577.0;361.0
183.0;152.0;442.0;447.0;191.0;56.0;578.0;364.0
187.0;155.0;443.0;448.0;193.0;52.0;581.0;367.0
193.0;155.0;443.0;448.0;195.0;51.0;583.0;368.0
193.0;143.0;434.0;451.0;195.0;60.0;591.0;365.0
185.0;129.0;425.0;452.0;193.0;76.0;593.0;363.0
107.0;66.0;408.0;448.0;262.0;111.0;623.0;289.0
-236.0;-46.0;-224.0;395.0;133.0;-98.0;-416.0;393.0
205.0;93.0;378.0;366.0;205.0;93.0;686.0;240.0
-484.0;510.0;718.0;25.0;591.0;233.0;685.0;99.0
-85.0;114.0;407.0;498.0;254.0;27.0;613.0;351.0
0.0;61.0;395.0;387.0;149.0;120.0;533.0;303.0
-254.0;505.0;662.0;-356.0;496.0;344.0;725.0;1.0
-567.0;628.0;677.0;-534.0;418.0;596.0;723.0;-230.0
-299.0;-3.0;-164.0;379.0;122.0;-450.0;-394.0;516.0
-313.0;22.0;-155.0;374.0;105.0;-385.0;-393.0;512.0
-354.0;112.0;-128.0;355.0;134.0;1.0;-367.0;486.0
-312.0;150.0;-107.0;337.0;152.0;73.0;-324.0;476.0
-270.0;183.0;-108.0;330.0;192.0;82.0;-306.0;479.0
-256.0;196.0;-104.0;331.0;209.0;63.0;-282.0;478.0
-259.0;201.0;-100.0;330.0;217.0;58.0;-271.0;483.0
-332.0;226.0;-90.0;321.0;272.0;38.0;-241.0;501.0
-396.0;224.0;-77.0;323.0;281.0;69.0;-216.0;500.0
-61.0;202.0;-22.0;601.0;216.0;-54.0;-250.0;748.0
119.0;199.0;-64.0;643.0;248.0;-160.0;-232.0;799.0
214.0;322.0;-410.0;834.0;371.0;-391.0;-639.0;989.0
-16.0;4.0;-229.0;791.0;105.0;-315.0;-511.0;978.0
115.0;-27.0;-271.0;744.0;-176.0;168.0;-450.0;488.0
-111.0;104.0;-140.0;646.0;-40.0;124.0;-364.0;445.0
-262.0;260.0;-76.0;567.0;60.0;234.0;-330.0;415.0
-660.0;397.0;99.0;118.0;463.0;-282.0;-166.0;471.0
259.0;368.0;74.0;524.0;34.0;-45.0;-553.0;592.0
366.0;364.0;55.0;548.0;30.0;-52.0;-560.0;566.0
386.0;361.0;-11.0;627.0;47.0;-82.0;-573.0;561.0
367.0;380.0;-15.0;617.0;84.0;-72.0;-543.0;541.0
370.0;379.0;11.0;593.0;100.0;-28.0;-510.0;512.0
384.0;390.0;20.0;575.0;114.0;0.0;-493.0;480.0
363.0;394.0;29.0;580.0;120.0;1.0;-490.0;485.0
410.0;386.0;55.0;647.0;187.0;-67.0;-424.0;586.0
807.0;88.0;40.0;671.0;423.0;-233.0;-78.0;471.0
319.0;450.0;68.0;699.0;216.0;-266.0;-362.0;577.0
202.0;489.0;132.0;612.0;274.0;-280.0;-330.0;657.0
259.0;211.0;-558.0;810.0;346.0;-134.0;-657.0;710.0
277.0;89.0;-233.0;735.0;103.0;172.0;-426.0;500.0
269.0;72.0;-245.0;735.0;76.0;153.0;-430.0;494.0
310.0;267.0;-489.0;904.0;231.0;-118.0;-741.0;862.0
-70.0;58.0;-280.0;626.0;17.0;323.0;-439.0;432.0
-96.0;75.0;-268.0;607.0;31.0;316.0;-428.0;429.0
-44.0;67.0;-257.0;584.0;42.0;215.0;-418.0;410.0
-304.0;93.0;-120.0;531.0;66.0;321.0;-326.0;287.0
139.0;421.0;56.0;751.0;393.0;310.0;-104.0;327.0
-267.0;517.0;143.0;365.0;426.0;279.0;-78.0;260.0
-377.0;224.0;52.0;353.0;254.0;220.0;-158.0;415.0
-218.0;294.0;18.0;475.0;373.0;-13.0;-126.0;590.0
-35.0;313.0;41.0;566.0;422.0;-207.0;-150.0;734.0
-383.0;-427.0;-163.0;782.0;-515.0;411.0;-20.0;1068.0
11.0;-300.0;11.0;779.0;-330.0;-25.0;251.0;702.0
-46.0;-388.0;-16.0;660.0;-288.0;60.0;193.0;578.0
-51.0;-388.0;-14.0;659.0;-288.0;62.0;193.0;578.0
-52.0;-387.0;-14.0;658.0;-289.0;63.0;192.0;577.0
-34.0;-393.0;-15.0;632.0;-272.0;82.0;192.0;545.0
-28.0;-388.0;-12.0;627.0;-260.0;65.0;203.0;537.0
3.0;-377.0;-5.0;632.0;-255.0;49.0;216.0;546.0
-8.0;-374.0;-3.0;636.0;-256.0;25.0;224.0;557.0
1.0;-364.0;-14.0;655.0;-253.0;-41.0;220.0;572.0
36.0;-362.0;0.0;644.0;-281.0;-75.0;223.0;595.0
-514.0;-366.0;-232.0;321.0;-488.0;-290.0;129.0;861.0
23.0;-409.0;-92.0;553.0;-411.0;-112.0;166.0;537.0
-26.0;-420.0;-84.0;534.0;-373.0;-13.0;165.0;469.0
-38.0;-425.0;-72.0;519.0;-352.0;49.0;172.0;443.0
-29.0;-427.0;-69.0;516.0;-355.0;50.0;178.0;442.0
-35.0;-456.0;-80.0;490.0;-350.0;44.0;179.0;393.0
-35.0;-455.0;-80.0;488.0;-349.0;43.0;179.0;392.0
-11.0;-450.0;-83.0;528.0;-352.0;4.0;189.0;436.0
-24.0;-424.0;-57.0;539.0;-369.0;-19.0;212.0;502.0
-57.0;-409.0;-46.0;549.0;-374.0;-23.0;223.0;542.0
-62.0;-400.0;-42.0;569.0;-375.0;-40.0;228.0;568.0
-24.0;-390.0;-40.0;594.0;-389.0;-34.0;233.0;592.0
-17.0;-383.0;-40.0;589.0;-394.0;-31.0;233.0;602.0
-205.0;-509.0;-335.0;237.0;-603.0;-233.0;-153.0;475.0
-305.0;-732.0;-299.0;179.0;-595.0;-434.0;-244.0;543.0
-187.0;-684.0;-288.0;173.0;-679.0;-1149.0;-566.0;867.0
-199.0;-631.0;-497.0;496.0;-700.0;-426.0;-317.0;804.0
214.0;-444.0;-284.0;572.0;-558.0;-65.0;-173.0;621.0
-216.0;-477.0;-381.0;555.0;-594.0;107.0;-250.0;542.0
-613.0;-475.0;-259.0;279.0;-585.0;170.0;-140.0;547.0
-442.0;110.0;13.0;326.0;-102.0;-77.0;268.0;375.0
-385.0;353.0;154.0;255.0;487.0;213.0;5.0;420.0
38.0;412.0;191.0;195.0;478.0;402.0;-4.0;381.0
-429.0;135.0;28.0;324.0;-78.0;-85.0;287.0;353.0
-372.0;172.0;65.0;333.0;-42.0;-7.0;340.0;285.0
-301.0;236.0;109.0;354.0;-38.0;-200.0;398.0;260.0
-437.0;220.0;-35.0;410.0;321.0;-76.0;-228.0;562.0
-416.0;225.0;-41.0;438.0;313.0;-55.0;-226.0;563.0
-324.0;232.0;-47.0;505.0;318.0;35.0;-234.0;599.0
51.0;417.0;-454.0;705.0;505.0;-218.0;-699.0;854.0
-277.0;259.0;124.0;364.0;-35.0;-238.0;416.0;256.0
-34.0;428.0;497.0;244.0;-155.0;309.0;535.0;-100.0
-35.0;327.0;96.0;749.0;382.0;-378.0;-120.0;885.0
-207.0;205.0;79.0;550.0;388.0;-406.0;-228.0;874.0
-206.0;233.0;76.0;583.0;336.0;-211.0;-223.0;801.0
-218.0;227.0;95.0;584.0;369.0;-179.0;-200.0;820.0
-259.0;232.0;113.0;554.0;385.0;-161.0;-185.0;797.0
-277.0;238.0;115.0;548.0;378.0;-166.0;-183.0;778.0
-332.0;458.0;286.0;531.0;571.0;52.0;155.0;506.0
49.0;575.0;412.0;438.0;699.0;-461.0;296.0;537.0
-90.0;-62.0;-426.0;771.0;-222.0;229.0;-554.0;301.0
343.0;249.0;517.0;492.0;349.0;-128.0;670.0;378.0
-152.0;180.0;-132.0;717.0;118.0;403.0;-310.0;224.0
-498.0;-514.0;-653.0;82.0;-674.0;-20.0;-741.0;450.0
316.0;221.0;512.0;473.0;365.0;-70.0;678.0;379.0
753.0;578.0;481.0;534.0;790.0;-878.0;451.0;876.0
313.0;-407.0;-601.0;346.0;-696.0;-577.0;-793.0;485.0
358.0;-29.0;311.0;502.0;117.0;-112.0;817.0;329.0
340.0;-358.0;-574.0;470.0;-485.0;-307.0;-706.0;358.0
607.0;496.0;638.0;512.0;610.0;-553.0;740.0;608.0
349.0;245.0;518.0;412.0;261.0;-60.0;599.0;356.0
387.0;465.0;687.0;-160.0;684.0;174.0;706.0;367.0
452.0;-501.0;-400.0;544.0;-686.0;-523.0;-862.0;264.0
390.0;-354.0;-568.0;484.0;-472.0;-303.0;-707.0;356.0
435.0;238.0;377.0;396.0;494.0;130.0;914.0;317.0
-188.0;515.0;485.0;243.0;768.0;-671.0;339.0;875.0
571.0;-409.0;-603.0;603.0;-458.0;52.0;-749.0;131.0
-365.0;605.0;694.0;-11.0;427.0;83.0;708.0;-195.0
667.0;-430.0;-582.0;630.0;-381.0;-240.0;-761.0;267.0
644.0;-474.0;-653.0;484.0;-580.0;-525.0;-727.0;389.0
317.0;284.0;532.0;441.0;275.0;-139.0;580.0;380.0
637.0;-443.0;-653.0;453.0;-612.0;-640.0;-725.0;404.0
596.0;-409.0;-631.0;577.0;-581.0;-298.0;-733.0;355.0
-438.0;546.0;666.0;-320.0;491.0;289.0;730.0;-19.0
296.0;-564.0;-359.0;152.0;-557.0;-62.0;-129.0;681.0
316.0;258.0;508.0;440.0;265.0;-88.0;567.0;366.0
293.0;-478.0;-358.0;166.0;-599.0;-65.0;-99.0;742.0
524.0;577.0;475.0;709.0;230.0;466.0;555.0;-222.0
467.0;-386.0;-589.0;507.0;-528.0;-405.0;-729.0;386.0
-380.0;593.0;761.0;-506.0;594.0;108.0;607.0;360.0
461.0;-531.0;-341.0;346.0;-606.0;-333.0;-113.0;784.0
-194.0;581.0;302.0;356.0;729.0;-953.0;249.0;777.0
-171.0;32.0;398.0;438.0;101.0;-448.0;692.0;330.0
520.0;-233.0;-538.0;672.0;-347.0;-121.0;-714.0;449.0
285.0;-498.0;-490.0;401.0;-545.0;-440.0;-834.0;183.0
632.0;243.0;571.0;631.0;310.0;-149.0;701.0;320.0
-78.0;-241.0;150.0;836.0;-195.0;207.0;273.0;182.0
274.0;490.0;280.0;346.0;608.0;-468.0;37.0;794.0
