InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
836.0;238.0;98.0;208.0;169.0;478.0;157.0
788.0;112.0;250.0;85.0;153.0;378.0;38.0
775.0;72.0;296.0;54.0;135.0;357.0;15.0
771.0;38.0;295.0;18.0;127.0;331.0;-11.0
786.0;78.0;204.0;98.0;160.0;367.0;-7.0
791.0;84.0;183.0;97.0;169.0;366.0;1.0
792.0;89.0;163.0;89.0;181.0;376.0;6.0
-9.0;653.0;-811.0;652.0;547.0;-357.0;604.0
-135.0;558.0;-911.0;616.0;362.0;-106.0;621.0
880.0;114.0;270.0;3.0;151.0;354.0;-3.0
797.0;88.0;239.0;7.0;135.0;401.0;-54.0
797.0;85.0;233.0;22.0;116.0;393.0;-62.0
793.0;80.0;211.0;57.0;54.0;369.0;-77.0
792.0;74.0;201.0;65.0;47.0;366.0;-86.0
789.0;83.0;175.0;77.0;67.0;351.0;-88.0
778.0;111.0;277.0;56.0;80.0;365.0;-25.0
796.0;58.0;215.0;-3.0;82.0;314.0;-73.0
-203.0;489.0;-778.0;535.0;279.0;75.0;538.0
-237.0;498.0;-752.0;526.0;287.0;96.0;521.0
-250.0;500.0;-740.0;524.0;298.0;102.0;519.0
-253.0;502.0;-738.0;530.0;300.0;102.0;520.0
-259.0;502.0;-730.0;525.0;303.0;87.0;515.0
711.0;209.0;447.0;-109.0;424.0;391.0;286.0
513.0;236.0;401.0;-74.0;405.0;344.0;188.0
505.0;240.0;405.0;-71.0;397.0;328.0;175.0
497.0;241.0;403.0;-72.0;393.0;320.0;170.0
492.0;240.0;401.0;-74.0;389.0;314.0;163.0
490.0;240.0;402.0;-77.0;387.0;305.0;153.0
504.0;244.0;405.0;-86.0;385.0;272.0;120.0
506.0;239.0;405.0;-100.0;386.0;249.0;98.0
386.0;436.0;690.0;474.0;-458.0;392.0;689.0
437.0;332.0;690.0;282.0;-415.0;74.0;544.0
709.0;545.0;429.0;236.0;269.0;301.0;265.0
701.0;395.0;317.0;60.0;241.0;258.0;236.0
697.0;385.0;300.0;12.0;271.0;220.0;202.0
506.0;235.0;402.0;-105.0;385.0;241.0;82.0
506.0;231.0;403.0;-111.0;382.0;233.0;62.0
538.0;230.0;595.0;-135.0;289.0;81.0;-113.0
527.0;498.0;-581.0;482.0;572.0;715.0;505.0
-26.0;796.0;-997.0;632.0;-76.0;-267.0;48.0
-376.0;532.0;-749.0;597.0;411.0;503.0;683.0
843.0;386.0;2.0;-7.0;256.0;231.0;77.0
615.0;331.0;-65.0;37.0;713.0;377.0;370.0
800.0;308.0;169.0;245.0;62.0;614.0;189.0
806.0;246.0;127.0;-56.0;40.0;528.0;163.0
831.0;282.0;140.0;226.0;198.0;476.0;136.0
833.0;289.0;138.0;239.0;190.0;475.0;142.0
863.0;331.0;14.0;278.0;246.0;398.0;152.0
840.0;366.0;-115.0;252.0;187.0;480.0;182.0
822.0;18.0;152.0;-146.0;201.0;270.0;-15.0
803.0;65.0;99.0;-191.0;105.0;400.0;12.0
692.0;-438.0;-400.0;-333.0;335.0;-570.0;-208.0
766.0;81.0;336.0;-69.0;6.0;297.0;-79.0
467.0;350.0;641.0;173.0;-389.0;-62.0;582.0
479.0;227.0;670.0;269.0;-313.0;29.0;491.0
100.0;239.0;-830.0;-224.0;-376.0;650.0;585.0
738.0;-40.0;255.0;8.0;-50.0;215.0;-213.0
747.0;416.0;-387.0;277.0;439.0;565.0;335.0
717.0;454.0;-454.0;338.0;411.0;613.0;373.0
585.0;434.0;-128.0;194.0;717.0;389.0;436.0
602.0;516.0;-294.0;264.0;645.0;346.0;305.0
829.0;598.0;-233.0;309.0;-46.0;-115.0;578.0
714.0;340.0;-371.0;327.0;485.0;492.0;291.0
708.0;331.0;-386.0;318.0;481.0;486.0;283.0
724.0;338.0;-382.0;275.0;445.0;505.0;303.0
-179.0;121.0;-886.0;264.0;12.0;-141.0;593.0
-67.0;424.0;-824.0;-341.0;558.0;-390.0;657.0
-202.0;485.0;-683.0;789.0;14.0;-78.0;583.0
664.0;65.0;621.0;-400.0;383.0;468.0;25.0
801.0;17.0;73.0;-88.0;74.0;-573.0;229.0
931.0;421.0;111.0;150.0;209.0;360.0;368.0
-460.0;257.0;-721.0;348.0;366.0;197.0;506.0
768.0;189.0;-279.0;-133.0;434.0;523.0;222.0
526.0;-58.0;653.0;-96.0;-144.0;197.0;-166.0
725.0;-33.0;288.0;-98.0;-122.0;238.0;-208.0
674.0;-130.0;432.0;-151.0;-123.0;114.0;-306.0
350.0;635.0;-754.0;601.0;553.0;770.0;697.0
855.0;236.0;34.0;150.0;236.0;490.0;147.0
765.0;359.0;139.0;190.0;244.0;651.0;224.0
887.0;357.0;-112.0;298.0;298.0;592.0;293.0
-309.0;327.0;-753.0;702.0;73.0;59.0;697.0
816.0;277.0;-86.0;178.0;273.0;585.0;235.0
757.0;10.0;312.0;-103.0;5.0;283.0;-141.0
-446.0;265.0;-607.0;489.0;409.0;331.0;743.0
598.0;164.0;664.0;-125.0;8.0;15.0;-139.0
848.0;266.0;-41.0;191.0;312.0;457.0;174.0
-548.0;232.0;-675.0;447.0;144.0;33.0;457.0
-366.0;384.0;-716.0;433.0;387.0;256.0;612.0
839.0;260.0;34.0;224.0;240.0;523.0;187.0
-728.0;269.0;-559.0;329.0;-329.0;204.0;532.0
797.0;213.0;526.0;-85.0;218.0;577.0;-22.0
790.0;100.0;254.0;-31.0;126.0;446.0;-21.0
-223.0;486.0;-749.0;564.0;324.0;142.0;621.0
-71.0;425.0;-893.0;483.0;427.0;239.0;789.0
-273.0;506.0;-787.0;574.0;483.0;336.0;674.0
-587.0;263.0;-560.0;299.0;221.0;194.0;492.0
-519.0;331.0;-642.0;299.0;271.0;188.0;553.0
-496.0;350.0;-666.0;296.0;285.0;237.0;587.0
-319.0;320.0;-634.0;416.0;629.0;496.0;762.0
150.0;543.0;-791.0;370.0;589.0;431.0;718.0
29.0;793.0;-962.0;495.0;61.0;-471.0;37.0
812.0;331.0;-204.0;217.0;373.0;549.0;228.0
736.0;345.0;-331.0;312.0;474.0;535.0;302.0
-248.0;743.0;-953.0;690.0;161.0;-249.0;263.0
806.0;521.0;-141.0;435.0;299.0;758.0;450.0
-6.0;514.0;-675.0;815.0;79.0;-29.0;631.0
-306.0;90.0;-638.0;563.0;-251.0;-263.0;226.0
-413.0;385.0;-738.0;590.0;174.0;121.0;375.0
309.0;549.0;-863.0;596.0;234.0;630.0;775.0
-486.0;248.0;-702.0;340.0;386.0;202.0;501.0
772.0;522.0;-446.0;149.0;-202.0;111.0;719.0
700.0;431.0;313.0;186.0;-79.0;411.0;-132.0
491.0;-273.0;636.0;-286.0;-261.0;-46.0;-438.0
745.0;451.0;189.0;237.0;135.0;493.0;10.0
807.0;504.0;173.0;224.0;219.0;459.0;173.0
816.0;324.0;13.0;254.0;264.0;566.0;245.0
888.0;401.0;-75.0;416.0;341.0;670.0;331.0
-156.0;291.0;-822.0;507.0;58.0;207.0;776.0
177.0;-464.0;781.0;-517.0;-451.0;-317.0;-642.0
-178.0;490.0;-821.0;524.0;419.0;548.0;705.0
874.0;386.0;22.0;293.0;261.0;475.0;205.0
793.0;363.0;-216.0;253.0;507.0;604.0;324.0
-404.0;407.0;-750.0;602.0;194.0;104.0;380.0
816.0;307.0;128.0;219.0;218.0;596.0;251.0
-64.0;526.0;-969.0;499.0;-27.0;-321.0;572.0
-335.0;493.0;739.0;480.0;-584.0;700.0;441.0
751.0;494.0;59.0;346.0;84.0;521.0;107.0
751.0;494.0;100.0;338.0;71.0;493.0;77.0
-785.0;-433.0;315.0;-366.0;-458.0;-699.0;-472.0
-547.0;232.0;-640.0;307.0;397.0;209.0;498.0
-618.0;-111.0;-650.0;171.0;8.0;-201.0;504.0
-867.0;-275.0;-175.0;-102.0;-343.0;-581.0;-268.0
-777.0;264.0;-460.0;414.0;102.0;128.0;510.0
759.0;377.0;226.0;179.0;210.0;406.0;341.0
148.0;691.0;-781.0;649.0;593.0;721.0;710.0
848.0;214.0;198.0;23.0;188.0;522.0;186.0
-413.0;398.0;-743.0;599.0;186.0;109.0;377.0
-256.0;-540.0;867.0;-538.0;143.0;454.0;-409.0
649.0;574.0;-325.0;595.0;549.0;753.0;555.0
-735.0;87.0;-417.0;516.0;-204.0;-303.0;336.0
-292.0;-674.0;766.0;-627.0;-443.0;-491.0;-729.0
-654.0;213.0;-519.0;155.0;320.0;163.0;488.0
787.0;499.0;98.0;341.0;150.0;468.0;37.0
558.0;537.0;-648.0;255.0;478.0;569.0;557.0
-120.0;616.0;-809.0;611.0;506.0;588.0;713.0
