InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit LLA gyroX
-21;-249.0;-563.0;-90.0;-3145.0;-2256.0;?;-82.0
?;-102.0;-479.0;-8.0;?;-2851.0;-29;603.0
?;-138.0;-392.0;255.0;?;-2934.0;?;?
?;-285.0;?;531.0;-3700.0;-2866.0;-29;4076.0
?;-452.0;-297.0;492.0;-2993.0;-2521.0;-29;3633.0
?;-341.0;-264.0;142.0;-2276.0;?;-29;2614.0
-22;-154.0;-206.0;6.0;-2125.0;-1222.0;?;2184.0
-22;-196.0;-139.0;85.0;?;?;-29;1711.0
-22;-324.0;-59.0;?;-938.0;-400.0;-29;1971.0
-22;-301.0;17.0;-100.0;-1565.0;?;-29;?
-22;-261.0;84.0;-158.0;?;-262.0;-29;1056.0
-22;?;173.0;?;-875.0;-59.0;-29;-500.0
-22;-110.0;217.0;?;?;337.0;?;158.0
-22;-182.0;252.0;-113.0;-83.0;122.0;-29;193.0
-22;-192.0;275.0;?;386.0;266.0;-29;-238.0
?;?;281.0;-17.0;669.0;475.0;-29;?
-22;-113.0;-672.0;-72.0;57.0;-45.0;-29;78.0
-21;-117.0;-672.0;-70.0;-3.0;-144.0;-29;?
?;-131.0;-676.0;-52.0;-174.0;-306.0;-29;?
-21;-133.0;-674.0;-66.0;-445.0;?;-29;628.0
-21;?;?;-62.0;-798.0;?;-29;853.0
-22;-162.0;-654.0;-156.0;-1298.0;-1507.0;-29;?
-22;?;-638.0;-201.0;-1890.0;-2113.0;?;1435.0
-21;-140.0;-620.0;-101.0;-2347.0;-2766.0;-29;2310.0
?;-170.0;-592.0;-123.0;-2575.0;-2944.0;-29;2463.0
-21;?;-560.0;-151.0;-2812.0;-3226.0;-29;2144.0
-22;-205.0;-519.0;-164.0;?;-3480.0;-29;2160.0
?;?;-475.0;-159.0;-3075.0;-3501.0;-29;2995.0
-21;-200.0;-431.0;-152.0;?;-3497.0;-29;3515.0
-22;-233.0;-378.0;-167.0;-3140.0;-3546.0;-29;3038.0
-21;-215.0;-325.0;-155.0;-3001.0;?;-29;3474.0
-21;-210.0;?;-166.0;-2807.0;-3222.0;-29;?
-21;-295.0;?;?;-2805.0;-3016.0;?;?
-21;?;-161.0;-309.0;-2817.0;?;-29;3946.0
-21;-275.0;?;-334.0;-2412.0;-2339.0;-29;2665.0
-21;-220.0;?;-338.0;?;-2081.0;-29;1295.0
?;-224.0;?;-319.0;-1913.0;-1750.0;-29;479.0
-21;-187.0;83.0;-193.0;-1566.0;-1216.0;-29;?
-21;-321.0;135.0;-137.0;-1276.0;-847.0;?;-1213.0
-21;-367.0;168.0;-148.0;-708.0;?;-29;613.0
?;-114.0;187.0;-197.0;-148.0;?;-29;813.0
-21;-190.0;?;24.0;-9.0;79.0;-29;?
?;-292.0;200.0;25.0;131.0;384.0;-29;?
-21;?;?;45.0;340.0;534.0;-29;-281.0
-21;-236.0;202.0;?;423.0;?;-29;76.0
-21;-323.0;201.0;3.0;444.0;291.0;-29;?
-21;?;198.0;?;505.0;249.0;-29;125.0
-21;-223.0;188.0;-17.0;360.0;241.0;?;-572.0
?;?;177.0;37.0;487.0;318.0;-29;-965.0
-21;-301.0;163.0;18.0;716.0;322.0;-29;-956.0
-21;-261.0;146.0;14.0;?;474.0;-29;-770.0
-21;?;?;29.0;1374.0;676.0;-29;-610.0
-21;-144.0;?;-119.0;58.0;-242.0;-29;?
?;?;-675.0;-138.0;50.0;?;-29;202.0
-21;-136.0;?;-96.0;15.0;-290.0;-29;212.0
?;?;-681.0;-96.0;1.0;-379.0;-29;195.0
?;-129.0;-681.0;-85.0;-146.0;-635.0;-29;170.0
-21;-135.0;-681.0;-151.0;-401.0;-1062.0;?;?
-21;-159.0;?;-140.0;-656.0;-1731.0;?;1114.0
-21;-156.0;-657.0;-147.0;-1247.0;-2352.0;-29;1673.0
-21;-214.0;?;-114.0;-1982.0;-2907.0;-29;?
-21;-158.0;-628.0;-148.0;-2533.0;-3336.0;-29;2839.0
-21;?;-606.0;-139.0;-2968.0;?;?;2201.0
-21;-259.0;-568.0;-255.0;-3472.0;-4192.0;-29;2151.0
-21;-168.0;-516.0;?;-3955.0;-4222.0;-29;2755.0
?;-211.0;-465.0;?;-3999.0;-4165.0;?;?
-21;?;-410.0;-237.0;-3947.0;-3943.0;-29;3841.0
-21;-237.0;-358.0;?;-4239.0;-3879.0;-29;2071.0
-21;-238.0;-304.0;-272.0;-3716.0;-3273.0;?;1936.0
-21;-234.0;-251.0;-354.0;?;-2380.0;?;3483.0
-21;-247.0;-191.0;-354.0;-2909.0;?;?;2780.0
-21;?;-118.0;-342.0;-2216.0;-1924.0;-29;2135.0
?;-196.0;-49.0;-363.0;-1794.0;-1612.0;-29;1166.0
-21;-163.0;22.0;-201.0;-1327.0;-1092.0;-29;-330.0
-21;-218.0;?;-92.0;-934.0;-743.0;-29;466.0
?;?;?;-105.0;-464.0;-493.0;-29;770.0
-21;-205.0;123.0;-28.0;-28.0;-355.0;-29;187.0
-21;-278.0;139.0;?;50.0;?;-29;359.0
-21;-366.0;146.0;?;?;164.0;-29;405.0
-21;-272.0;?;-5.0;221.0;119.0;-29;-507.0
-21;-315.0;155.0;-55.0;?;65.0;-29;-519.0
-21;-299.0;155.0;-68.0;154.0;23.0;-29;?
?;-287.0;155.0;-74.0;152.0;2.0;-29;302.0
-21;-311.0;153.0;-51.0;311.0;?;?;-247.0
-21;-295.0;149.0;-42.0;628.0;287.0;-29;-804.0
-21;-225.0;141.0;1.0;868.0;?;-29;-1243.0
?;-185.0;126.0;126.0;1061.0;1082.0;?;-1203.0
-21;-237.0;108.0;295.0;?;1840.0;-29;-1058.0
-21;-185.0;?;-82.0;92.0;62.0;?;52.0
-21;-185.0;-673.0;-102.0;?;22.0;?;?
-21;-188.0;-673.0;-87.0;174.0;-81.0;?;?
-21;?;-675.0;-98.0;116.0;-108.0;?;114.0
?;-193.0;-674.0;-76.0;30.0;?;-29;252.0
-21;-189.0;-675.0;?;-109.0;-301.0;?;266.0
-21;-200.0;-673.0;-88.0;-411.0;?;?;593.0
-21;-213.0;-666.0;-98.0;-847.0;-804.0;-29;947.0
-21;-180.0;-655.0;-116.0;-1371.0;-1475.0;-29;1289.0
-21;-214.0;-638.0;-120.0;-1933.0;-2591.0;-29;1926.0
-21;-215.0;-615.0;-154.0;-2527.0;?;-29;2209.0
-21;-225.0;?;?;-2985.0;-3644.0;-29;2752.0
-21;-243.0;-537.0;-216.0;-3497.0;-4137.0;-29;3761.0
-21;-214.0;?;-218.0;-4063.0;-4433.0;-29;3695.0
-21;?;-401.0;-143.0;-4076.0;-4440.0;-29;3557.0
-21;-187.0;?;?;-4206.0;-4259.0;-29;?
-21;-275.0;-249.0;-152.0;?;-4155.0;-29;2677.0
-21;-289.0;-189.0;?;-4153.0;?;-29;3076.0
?;-328.0;-129.0;-242.0;-3742.0;-3123.0;-29;4621.0
-21;?;-72.0;-176.0;-3309.0;-2772.0;?;4215.0
-21;-247.0;?;-193.0;-2732.0;-2455.0;-29;3152.0
-21;-170.0;25.0;-118.0;-2385.0;-1963.0;-29;?
-21;-156.0;58.0;17.0;?;?;-29;1844.0
-21;?;89.0;97.0;-1096.0;-777.0;-29;1233.0
-21;-229.0;?;-59.0;-343.0;-150.0;?;-342.0
-21;-311.0;129.0;-23.0;?;?;?;-718.0
-21;-253.0;146.0;62.0;?;343.0;-29;-592.0
-21;-302.0;153.0;85.0;?;279.0;-29;-672.0
-21;-284.0;155.0;?;637.0;275.0;-29;-129.0
-21;-276.0;153.0;33.0;503.0;203.0;?;288.0
-21;?;149.0;?;470.0;123.0;-29;-143.0
?;-273.0;?;18.0;485.0;118.0;-29;?
-21;-238.0;139.0;?;?;137.0;-29;-716.0
-21;?;?;-10.0;624.0;?;-29;-908.0
-21;?;112.0;24.0;?;786.0;?;-1174.0
-21;-268.0;?;47.0;?;1176.0;-29;-1507.0
-21;-275.0;67.0;?;2147.0;1685.0;-29;-1478.0
?;-218.0;?;-59.0;-55.0;-80.0;-29;?
-22;-213.0;-679.0;-16.0;-126.0;-210.0;-29;?
-22;-216.0;-677.0;-43.0;-217.0;-372.0;-29;?
-22;-207.0;?;-4.0;-301.0;-574.0;-29;488.0
-22;?;-670.0;?;?;-788.0;?;763.0
-22;-215.0;-663.0;-35.0;-704.0;-1234.0;?;?
-22;-212.0;-650.0;-44.0;-1200.0;-1768.0;-29;1349.0
-22;-203.0;-628.0;9.0;-1782.0;-2467.0;?;1846.0
-22;-223.0;-596.0;-19.0;-2418.0;-3133.0;-29;2325.0
-22;-229.0;-554.0;-9.0;?;-3584.0;-29;2779.0
-22;?;-500.0;-43.0;?;-3762.0;-29;3336.0
?;-246.0;-443.0;-31.0;-4030.0;-3965.0;-29;4053.0
-22;-268.0;-382.0;?;-4089.0;-4312.0;-29;4244.0
-22;-267.0;-305.0;-205.0;-4233.0;-4170.0;-29;4246.0
?;-287.0;-223.0;-175.0;-4119.0;-3619.0;-29;4902.0
-22;?;-142.0;?;-3870.0;-3221.0;-29;4340.0
-22;-252.0;?;-396.0;-3816.0;-3318.0;-29;3363.0
-21;-205.0;?;-355.0;-3356.0;-2780.0;-29;2506.0
-21;-135.0;94.0;?;-2858.0;-2405.0;?;1285.0
?;?;?;?;?;-1867.0;-29;1082.0
-21;?;185.0;-59.0;-1939.0;-1280.0;-29;?
-21;-504.0;?;16.0;-1121.0;-939.0;-29;1496.0
-21;?;?;-24.0;?;-252.0;-29;763.0
-21;-259.0;218.0;69.0;?;361.0;-29;-355.0
-21;-321.0;?;97.0;515.0;561.0;?;-725.0
?;-375.0;224.0;?;666.0;449.0;-29;-385.0
?;?;223.0;80.0;544.0;284.0;-29;-240.0
-21;-320.0;221.0;75.0;522.0;149.0;-29;?
-21;-263.0;219.0;25.0;319.0;86.0;?;292.0
-21;-251.0;?;4.0;164.0;?;-29;409.0
?;-290.0;220.0;?;124.0;?;-29;-123.0
-21;-251.0;221.0;?;14.0;-79.0;?;-18.0
-21;-282.0;222.0;?;-82.0;-162.0;-29;167.0
-21;?;223.0;-19.0;?;-158.0;-29;229.0
?;-293.0;217.0;-29.0;49.0;17.0;?;20.0
-21;-282.0;205.0;-35.0;410.0;274.0;-29;?
-21;?;194.0;3.0;885.0;771.0;-29;?
-21;-208.0;-673.0;-117.0;249.0;-37.0;-29;-191.0
-21;-205.0;-676.0;-121.0;252.0;-30.0;?;-162.0
?;-200.0;-679.0;-89.0;?;-63.0;?;-161.0
-21;-215.0;-681.0;?;90.0;?;-29;-58.0
?;-208.0;?;-53.0;66.0;-117.0;-29;9.0
-21;-214.0;-683.0;-61.0;40.0;?;-29;-32.0
-21;-206.0;-683.0;-53.0;-81.0;?;?;-17.0
-21;-198.0;-685.0;-72.0;-244.0;-327.0;-29;253.0
?;-234.0;-681.0;-34.0;-526.0;-513.0;?;416.0
-21;-203.0;-675.0;-86.0;-748.0;-723.0;?;571.0
?;-210.0;-668.0;-139.0;-969.0;?;-29;?
-21;?;?;?;-1324.0;-1463.0;-29;789.0
-21;-221.0;-651.0;?;-1606.0;-2011.0;?;?
-21;?;-638.0;-96.0;-1874.0;-2215.0;-29;?
-21;?;-621.0;-109.0;?;-2099.0;-29;?
?;-265.0;-605.0;-121.0;-2078.0;-2246.0;-29;1940.0
?;?;-587.0;?;-2242.0;-2529.0;-29;2719.0
-21;-223.0;-574.0;-81.0;-2135.0;-2650.0;?;2797.0
?;-200.0;-569.0;-40.0;-1791.0;?;-29;1957.0
-21;-227.0;-568.0;9.0;?;-2287.0;-29;1513.0
-21;?;?;9.0;-1603.0;-2114.0;-29;1415.0
?;-236.0;-572.0;-23.0;-1751.0;-2080.0;-29;?
-21;-244.0;-587.0;-18.0;-1429.0;-1797.0;-29;662.0
?;-257.0;-604.0;-23.0;?;-1412.0;-29;?
-21;-225.0;-619.0;-43.0;?;?;-29;763.0
-21;-256.0;-638.0;-37.0;-496.0;-830.0;-29;-676.0
?;-245.0;?;-1.0;-244.0;-485.0;-29;-87.0
-21;-200.0;-674.0;-27.0;-92.0;-187.0;-29;?
?;-259.0;-689.0;?;?;-93.0;-29;540.0
-21;?;-701.0;-91.0;201.0;-80.0;-29;-957.0
-21;-266.0;-705.0;-84.0;305.0;?;-29;-1718.0
-21;-235.0;-712.0;-63.0;300.0;182.0;-29;-1024.0
-21;-280.0;?;-82.0;?;226.0;-29;-320.0
-21;-263.0;?;-82.0;374.0;127.0;?;352.0
-21;?;?;-56.0;483.0;77.0;?;1177.0
-21;-230.0;-783.0;?;589.0;?;-29;1865.0
-21;-241.0;?;-31.0;?;479.0;-29;2278.0
?;-265.0;-807.0;-42.0;680.0;538.0;-29;?
-21;-285.0;-814.0;-59.0;783.0;707.0;?;1630.0
-21;-272.0;-816.0;-42.0;808.0;928.0;-29;1076.0
-21;-282.0;-815.0;-25.0;709.0;886.0;?;?
?;?;-813.0;-65.0;738.0;910.0;-29;1125.0
-21;-259.0;-815.0;-34.0;538.0;959.0;-29;963.0
?;-276.0;-815.0;?;?;940.0;-29;1054.0
-21;-279.0;-814.0;-1.0;493.0;837.0;-29;1451.0
-21;-286.0;-816.0;?;?;792.0;-29;?
-21;-287.0;-819.0;16.0;?;668.0;-29;1799.0
-21;?;-821.0;?;301.0;539.0;-29;1686.0
-21;-271.0;-825.0;?;235.0;479.0;-29;1427.0
-21;-279.0;-828.0;36.0;?;?;-29;1107.0
-21;-269.0;-830.0;-14.0;?;45.0;-29;723.0
-21;?;?;-21.0;19.0;-4.0;-29;366.0
-21;-278.0;?;-18.0;-32.0;-23.0;-29;-25.0
?;-281.0;-832.0;5.0;-73.0;-29.0;-29;-228.0
-21;?;-831.0;-5.0;-80.0;-46.0;-29;-372.0
-21;-294.0;-833.0;?;-51.0;-48.0;-29;?
-21;-297.0;-835.0;?;-43.0;?;-29;?
?;-289.0;-835.0;?;-31.0;-66.0;-29;-174.0
-21;-299.0;?;-44.0;-45.0;-42.0;?;55.0
-21;-299.0;-836.0;-38.0;-64.0;-78.0;?;153.0
-21;-299.0;-835.0;?;-102.0;-78.0;-29;?
-21;-309.0;-833.0;?;?;-142.0;?;264.0
-18;?;-831.0;?;-162.0;-149.0;-29;235.0
-14;-314.0;-828.0;-34.0;-199.0;-167.0;-29;?
-10;?;-828.0;-18.0;?;-254.0;-29;375.0
-7;-311.0;-828.0;-16.0;-294.0;?;?;456.0
-4;-306.0;?;-22.0;-305.0;-253.0;-29;518.0
-1;-298.0;-826.0;?;-341.0;?;-29;578.0
1;-280.0;-828.0;?;-373.0;?;-29;564.0
2;?;?;-6.0;?;-181.0;-29;?
?;?;-826.0;16.0;-345.0;-142.0;-29;401.0
5;-260.0;-827.0;33.0;?;-167.0;-29;131.0
6;-278.0;-829.0;24.0;?;-234.0;?;-125.0
7;-257.0;?;24.0;-249.0;-222.0;-29;-161.0
8;-251.0;-837.0;51.0;-307.0;-235.0;-29;-50.0
9;-249.0;-840.0;?;-274.0;-195.0;-29;90.0
9;-242.0;-842.0;?;-320.0;-199.0;-29;?
10;-231.0;-844.0;59.0;-314.0;-161.0;?;?
?;-232.0;?;33.0;-266.0;-120.0;-29;127.0
10;-236.0;-847.0;13.0;?;-77.0;-29;230.0
10;-239.0;-847.0;8.0;-193.0;?;-29;316.0
10;-237.0;-846.0;21.0;-163.0;-126.0;-29;342.0
?;?;?;-7.0;?;-134.0;-29;?
10;-194.0;?;?;?;?;-29;446.0
?;-203.0;?;-69.0;-116.0;-138.0;-29;?
10;-212.0;-854.0;-97.0;-60.0;-129.0;-29;348.0
?;-217.0;-855.0;-115.0;15.0;-121.0;-29;282.0
-7;-221.0;?;-116.0;29.0;?;?;283.0
-16;-213.0;?;-129.0;66.0;-117.0;-29;?
-14;?;-859.0;?;74.0;-113.0;-29;151.0
-14;-269.0;-858.0;-121.0;100.0;-82.0;?;122.0
-15;-208.0;-859.0;-85.0;80.0;-74.0;-30;84.0
?;?;-859.0;-67.0;73.0;?;?;143.0
-16;-203.0;-860.0;-76.0;77.0;-50.0;-30;91.0
0;-277.0;?;?;-53.0;?;-30;-223.0
2;-286.0;?;?;-8.0;12.0;-30;?
?;-277.0;?;-3.0;-39.0;19.0;-30;?
6;-284.0;-887.0;12.0;?;-23.0;-30;-108.0
?;-291.0;-887.0;3.0;?;-11.0;-30;-137.0
?;-286.0;?;14.0;-52.0;?;-30;-101.0
9;-304.0;-884.0;25.0;-60.0;-24.0;-30;-152.0
11;-314.0;?;-16.0;?;?;-30;-103.0
?;?;-886.0;?;-100.0;-38.0;-30;?
13;-293.0;?;-1.0;-143.0;-53.0;-30;-39.0
13;-288.0;-885.0;78.0;-148.0;-59.0;-30;-23.0
14;?;-887.0;45.0;-163.0;-30.0;-30;-28.0
14;-292.0;-886.0;?;-169.0;-24.0;-30;?
?;-283.0;-886.0;113.0;-171.0;-45.0;-30;183.0
15;-269.0;?;89.0;-194.0;?;-30;323.0
15;-269.0;-888.0;128.0;-214.0;-3.0;-29;?
15;-261.0;-890.0;102.0;-182.0;29.0;-29;338.0
15;-242.0;-891.0;133.0;-226.0;3.0;-29;393.0
15;?;-894.0;89.0;?;-12.0;-29;?
?;-211.0;-897.0;?;-246.0;-62.0;-29;470.0
14;-196.0;-900.0;47.0;-214.0;-68.0;?;441.0
14;-192.0;-903.0;71.0;-206.0;-101.0;-29;422.0
?;-187.0;-907.0;?;-207.0;-84.0;-29;331.0
?;-172.0;?;12.0;?;-107.0;?;301.0
13;-154.0;-911.0;?;-148.0;-107.0;-29;338.0
14;-152.0;-911.0;-1.0;?;?;-29;284.0
3;-145.0;-912.0;-41.0;-84.0;?;?;?
?;-149.0;?;-47.0;-2.0;-34.0;-29;38.0
-16;-153.0;-918.0;-106.0;42.0;-54.0;-30;?
-17;?;-918.0;-99.0;81.0;-75.0;-30;-98.0
?;-166.0;-919.0;?;132.0;-50.0;-30;-177.0
-17;-174.0;-919.0;-102.0;?;-25.0;?;-238.0
?;-152.0;-916.0;-91.0;152.0;2.0;-30;-273.0
-18;-144.0;-914.0;-76.0;163.0;?;-30;-300.0
-18;-150.0;-910.0;-76.0;197.0;36.0;-30;-299.0
?;-178.0;-907.0;-142.0;228.0;?;-30;-332.0
-18;-60.0;-905.0;-262.0;285.0;14.0;-30;?
?;?;-904.0;-205.0;401.0;-184.0;-30;-499.0
-18;-624.0;?;?;400.0;89.0;-30;-1612.0
-18;-474.0;-904.0;-390.0;332.0;120.0;-30;-461.0
-17;-415.0;-903.0;?;?;-12.0;-29;544.0
-17;-316.0;-904.0;-189.0;72.0;-240.0;-29;640.0
-17;?;-905.0;?;?;-278.0;-29;340.0
-17;-269.0;-903.0;-33.0;?;-77.0;?;-176.0
-17;-351.0;-902.0;14.0;?;100.0;-29;-415.0
?;-349.0;-898.0;-14.0;?;200.0;?;-317.0
-17;?;-892.0;19.0;110.0;135.0;-29;-106.0
-17;-340.0;-889.0;34.0;65.0;117.0;-29;-92.0
-18;?;-887.0;61.0;65.0;79.0;-29;?
-17;-318.0;-887.0;70.0;?;143.0;-29;-168.0
-17;-319.0;-889.0;89.0;-48.0;137.0;-29;-217.0
?;-308.0;-890.0;125.0;-103.0;104.0;-29;?
-14;-311.0;-890.0;127.0;-144.0;70.0;-29;-184.0
-12;-302.0;-892.0;121.0;-149.0;33.0;-29;-111.0
-9;-290.0;-893.0;102.0;-190.0;62.0;-29;-138.0
-9;-254.0;-895.0;?;-154.0;68.0;-29;-45.0
-7;-288.0;?;134.0;?;?;-29;?
-3;-294.0;-907.0;71.0;-170.0;28.0;-29;-167.0
-1;-269.0;-910.0;68.0;-197.0;?;-29;-288.0
?;-282.0;-914.0;?;-159.0;14.0;-29;-426.0
3;-284.0;-913.0;?;-128.0;22.0;-29;-350.0
3;?;-916.0;50.0;-129.0;-41.0;-29;-282.0
?;-257.0;-918.0;69.0;-122.0;-49.0;-29;-241.0
5;-252.0;-919.0;112.0;-114.0;-17.0;-29;?
?;-259.0;-921.0;71.0;-101.0;36.0;?;-111.0
6;-271.0;-919.0;64.0;-119.0;58.0;?;?
?;?;-917.0;56.0;-154.0;53.0;-29;-121.0
7;-266.0;-914.0;52.0;-177.0;-11.0;?;-103.0
7;?;-910.0;44.0;?;?;-29;-166.0
7;?;-908.0;35.0;-125.0;1.0;-29;?
7;-259.0;?;31.0;-137.0;?;-29;42.0
7;-263.0;-905.0;14.0;-124.0;-55.0;?;?
7;-256.0;-902.0;32.0;?;-92.0;-29;?
6;-256.0;-901.0;31.0;-167.0;-100.0;?;?
8;?;-900.0;5.0;-150.0;-102.0;-29;?
4;-238.0;-899.0;28.0;-166.0;-77.0;-28;150.0
-13;-222.0;-898.0;?;-215.0;-43.0;-29;?
-33;-204.0;-901.0;81.0;?;-45.0;-29;272.0
-52;-211.0;-903.0;85.0;-169.0;-25.0;?;162.0
-56;?;-908.0;78.0;-116.0;26.0;?;108.0
-54;-187.0;-912.0;30.0;-128.0;75.0;-30;-29.0
-55;-174.0;-914.0;31.0;-75.0;66.0;-30;-118.0
-54;-170.0;-915.0;6.0;-18.0;54.0;-30;-133.0
?;-279.0;-921.0;-30.0;-13.0;-39.0;-29;-176.0
?;-280.0;-920.0;-5.0;?;-18.0;-29;-218.0
?;?;-919.0;1.0;12.0;-4.0;-29;?
?;-287.0;?;-37.0;8.0;-31.0;-29;?
-48;-273.0;-917.0;-10.0;-2.0;-27.0;-29;?
-42;-291.0;-917.0;1.0;0.0;-14.0;?;?
-35;-296.0;-917.0;-11.0;-40.0;-33.0;-29;-90.0
-33;-273.0;-916.0;-1.0;-54.0;-24.0;-29;-138.0
?;-281.0;-915.0;4.0;?;-54.0;-29;-49.0
-24;-281.0;?;?;-31.0;-52.0;-29;-6.0
-25;?;-919.0;25.0;-32.0;-25.0;-29;-94.0
-20;?;-922.0;-12.0;?;-18.0;-29;-76.0
-18;-271.0;-925.0;?;-20.0;-6.0;-29;?
-18;?;-926.0;74.0;?;42.0;-29;-108.0
-15;-255.0;-928.0;59.0;-49.0;29.0;-29;-129.0
-15;?;?;70.0;?;37.0;-29;?
-15;-247.0;-931.0;57.0;-54.0;10.0;-29;-172.0
-14;-249.0;?;102.0;-85.0;35.0;-29;-133.0
-15;-242.0;?;127.0;-96.0;?;-29;-97.0
-14;-238.0;-929.0;119.0;-126.0;?;-29;-84.0
?;-232.0;-929.0;?;-96.0;18.0;-29;29.0
-14;?;-931.0;89.0;?;29.0;-29;21.0
-15;-239.0;?;43.0;-145.0;?;-29;?
-19;-213.0;-932.0;20.0;-104.0;16.0;-29;-36.0
-27;-227.0;-933.0;25.0;-105.0;2.0;?;-1.0
-35;-219.0;-931.0;14.0;-46.0;-19.0;-30;-32.0
-39;-220.0;-930.0;10.0;-54.0;-11.0;-30;?
-39;?;-930.0;-33.0;?;-41.0;-30;24.0
-39;-220.0;-931.0;-21.0;11.0;-16.0;-29;-67.0
-39;-209.0;-931.0;?;41.0;?;?;-58.0
-39;-199.0;-930.0;-52.0;39.0;-13.0;-29;-62.0
-39;-142.0;-929.0;-83.0;8.0;-60.0;?;-16.0
-39;?;-929.0;-152.0;?;?;?;64.0
?;?;-931.0;-270.0;160.0;?;-29;61.0
-39;-442.0;-935.0;-242.0;193.0;-43.0;-29;-660.0
-39;?;?;-234.0;398.0;?;-29;?
-39;?;-951.0;-281.0;358.0;?;-29;-1061.0
-39;-284.0;-956.0;-115.0;51.0;?;-29;489.0
?;-272.0;-962.0;?;25.0;-335.0;-29;?
-39;-254.0;?;?;?;-298.0;-29;?
-39;?;-971.0;40.0;107.0;-104.0;?;?
-39;-235.0;-972.0;-1.0;57.0;48.0;?;?
-39;?;-969.0;-31.0;-1.0;147.0;-29;-211.0
-39;-297.0;-964.0;-99.0;4.0;?;?;?
-39;-285.0;?;-94.0;4.0;90.0;-29;-309.0
-39;-322.0;-947.0;-68.0;82.0;47.0;-29;-259.0
-39;-314.0;-938.0;-93.0;?;67.0;-29;?
-39;-361.0;-934.0;?;73.0;57.0;-29;-231.0
-39;-296.0;-932.0;-30.0;62.0;?;-29;-178.0
-39;?;-933.0;27.0;74.0;34.0;-29;-67.0
?;-307.0;-932.0;27.0;87.0;16.0;-29;-72.0
-39;-300.0;-935.0;26.0;109.0;?;-29;?
?;-296.0;-937.0;?;93.0;?;-29;-109.0
-39;?;-941.0;45.0;61.0;51.0;-29;?
-39;-282.0;?;?;-14.0;59.0;?;-162.0
-39;?;?;?;-33.0;?;-29;-182.0
-39;-271.0;-954.0;-15.0;-20.0;41.0;-29;-273.0
-39;-305.0;-954.0;1.0;-3.0;42.0;?;-336.0
-39;?;-952.0;-5.0;-23.0;52.0;-29;-155.0
?;-327.0;?;4.0;-56.0;12.0;?;-45.0
?;?;-945.0;-9.0;-17.0;?;-29;-47.0
